2gram	Potebnia_Myslijsyk_partition_part4_wordlist_2gram	Potebnia_Myslijsyk_partition_part1_wordlist_2gram
признаком языка	1	1
этой последней	1	1
которых нельзя	1	1
этим согласно	1	1
каждом языке	1	1
понятия и	3	1
но в	9	8
который бы	1	2
не имеет	5	5
история языка	3	1
истории человека	1	2
сих пор	1	4
если и	2	2
не представляется	2	1
от б	1	1
тем не	6	4
данное время	1	1
разница в	1	1
или если	1	2
в другом	1	1
степени развития	1	1
эти последние	1	1
обществе и	1	1
не имеющие	1	1
в котором	1	4
для него	4	5
словам в	1	1
свою очередь	4	1
по выражению	1	1
мысли до	1	2
строения языков	1	1
можно было	1	2
и это	3	2
звуки для	1	1
что мысль	4	3
не с	1	2
а следовательно	1	1
ничего общего	2	1
п и	1	1
связь с	2	1
не следует	5	2
коих он	1	1
в состоянии	3	2
есть для	2	5
необходимости и	2	1
новые чувства	1	1
виду что	1	2
от нее	6	1
и другом	2	1
научные положения	1	1
том виде	1	1
в письменности	1	1
невозможно так	1	1
при таком	4	1
когда мы	2	6
для кого	1	1
в последнем	1	1
такой взгляд	1	1
этой мысли	1	1
есть что	3	1
звуковые изменения	1	1
в одном	8	4
же язык	2	1
иное как	2	2
той же	3	3
друг от	2	1
а как	2	2
или же	3	1
на других	1	1
от огня	1	1
понимание есть	2	1
самого предмета	4	1
в применении	2	1
к языку	2	1
и все	3	4
на этот	2	2
человеческой жизни	1	1
мы только	1	1
согласие в	1	1
и о	2	4
жизни и	2	1
еще только	2	1
вполне человеческое	1	1
система есть	1	1
в них	3	3
мы хотим	1	2
но тем	3	2
может стать	1	1
если не	2	1
там где	4	3
ко всем	2	3
слова но	2	1
из глубины	2	1
проходит в	1	1
языка с	6	3
в том	26	23
что весьма	1	1
языка таким	1	1
вообще можно	1	1
вдаваясь в	1	1
чем больше	1	2
от того	4	4
всем прочим	1	1
на вопрос	1	4
что понятия	1	1
и наоборот	6	1
других источников	1	1
не все	2	1
как мы	2	2
слова от	1	2
заключает в	2	8
steinthal с	4	1
его мысль	1	1
чувственный образ	1	11
сложное и	1	2
что как	3	4
только тогда	5	5
в отношении	1	1
многих других	1	1
и животным	1	1
есть не	2	4
в виде	1	2
значения то	1	1
раз при	1	1
понимание было	1	1
и связь	1	1
стороны его	1	1
языка из	1	1
положим что	3	3
сравнении с	2	1
со стороны	8	3
слов к	1	1
одно из	3	1
несомненно что	2	1
нет ничего	2	3
менее в	1	1
то он	2	2
из самого	3	1
к слову	1	3
можно сравнить	1	2
и язык	11	1
то это	5	8
в своих	4	2
необходимость искать	1	1
не теряет	1	1
и вполне	1	2
воля не	2	1
или когда	1	1
живой речи	1	1
чувства но	1	1
времени для	1	1
есть действительно	1	1
уже в	1	5
есть еще	1	1
между миром	1	1
в истории	7	4
что всякое	1	1
и потому	5	10
вряд ли	1	1
как на	3	1
более сложные	1	1
заставляет нас	2	1
есть переход	1	1
более как	3	1
носит на	1	1
из них	1	1
умственной деятельности	4	2
и слова	2	2
мысли в	9	2
в области	1	2
а что	1	2
что сущность	1	1
одного и	2	1
не менее	6	5
еще не	6	3
если примем	1	1
но на	2	1
в звуке	1	1
следовательно и	2	1
на все	2	1
не вполне	1	2
языке человек	1	1
противоположность между	1	1
следует представлять	1	1
не годится	1	1
с внутренней	1	1
человек впервые	1	2
и на	1	3
общего между	1	1
возможно только	5	3
и понятия	2	2
эстетическое впечатление	1	1
занимающего нас	1	1
причем и	1	1
стало быть	2	8
предположить и	1	1
для того	3	6
подлежащих чувствам	1	1
тому как	4	2
мнения о	2	1
в самом	3	3
например что	1	2
по этому	2	1
тогда как	2	4
вытекают из	3	2
мнение что	1	1
значение только	1	1
в то	4	4
никогда не	4	3
своих слов	1	1
как оно	1	2
так же	5	4
так что	16	5
мысль не	1	1
его сознанию	1	1
не в	15	11
звуками и	1	1
есть в	2	5
и во	3	1
на нее	1	3
прибавить что	1	1
что этот	1	1
пищу но	1	1
лишь в	1	3
более чем	1	3
на чувства	1	1
скажем что	1	1
в мысли	8	3
с созданием	1	1
признать что	1	2
в природе	6	1
душевных явлений	5	1
его действие	2	2
исходная точка	2	2
в старину	1	2
до языка	1	2
бы невозможно	1	1
слово в	1	4
к неизвестному	1	1
ее части	1	1
представление забывается	1	1
выделить и	1	1
место только	1	1
далеко не	1	1
и история	1	1
как бы	6	5
только сказать	1	1
к развитию	1	1
вне себя	1	1
природы но	2	1
видно что	2	4
уже по	1	2
несколько слов	1	2
что этим	1	1
чувственным восприятием	1	2
приведенное определение	1	1
он может	1	1
духа и	7	2
есть чем	1	1
языка язык	1	2
помощи слова	1	1
свою историю	1	2
мы можем	2	10
другую то	2	1
не подлежит	1	1
время когда	1	2
что не	10	6
что эти	1	3
а не	21	12
этот вопрос	2	3
миром но	1	1
но можно	1	1
если мы	3	2
превращается в	1	2
сходно в	1	1
и насколько	1	1
именно так	1	1
жизни то	1	1
каким образом	3	2
будет ли	1	1
ложное понимание	1	1
одним из	2	1
как же	1	4
напротив в	1	1
этого предмета	1	1
только одно	1	1
но слово	1	1
ведет к	1	3
могли бы	2	4
ее не	1	3
и другое	3	2
он есть	2	1
из самой	1	1
humboldt т	21	1
при помощи	2	3
это было	1	2
в обширном	1	1
от чего	1	1
что создание	2	1
человека и	1	3
что же	2	5
слова с	1	3
и их	3	3
столь же	3	2
языкознание и	1	1
мыслях вместе	1	1
вопрос о	4	2
в которой	2	6
одной и	3	1
можно думать	2	2
к нему	1	5
что ни	1	1
ничего не	1	1
же выйдет	1	1
же образом	1	1
сказать почему	1	1
что по	3	2
одном из	1	2
если он	1	1
человеческого духа	6	6
то по	1	1
из одного	3	3
развития мысли	3	2
никакой возможности	1	1
по поводу	3	4
только потому	3	4
строении языков	1	1
на другое	1	1
как во	2	1
а из	1	1
это слово	1	4
быть только	5	1
духовных сил	1	1
к другим	2	2
том же	2	2
в сущности	2	2
не из	3	5
чувственные восприятия	4	1
более и	2	2
которое в	1	3
показать что	1	1
самого начала	3	2
во втором	5	1
для нее	2	1
нас весьма	1	1
оно должно	2	1
ее с	2	1
только из	3	1
при этом	6	15
того что	8	14
но уже	2	3
бы было	2	1
но что	1	2
у него	1	1
предполагает что	1	1
что иное	2	2
в нее	1	3
в этих	7	3
в произведении	1	1
указывают на	2	1
что его	1	2
может считаться	1	1
мысль может	2	1
входит в	1	1
какое именно	1	1
земного шара	1	1
в слове	8	22
языка как	5	1
что это	3	7
находятся в	3	1
еще более	2	2
на что	2	1
друг другом	1	1
от них	1	1
мысль и	1	1
как между	1	1
времени и	2	1
вытекает из	2	1
том и	2	2
в собственном	2	1
действует на	3	1
она есть	1	1
слова и	4	5
даже в	1	2
есть произведение	1	2
мы имеем	1	4
каждый раз	4	4
и дух	4	1
что различные	1	1
таком случае	2	2
других лиц	1	1
определение не	1	2
что при	5	1
самое это	1	1
так и	13	6
тем самым	4	4
но как	3	1
личного творчества	1	1
к различным	1	1
слова подобно	1	1
всем остальным	1	2
этого в	2	1
если бы	14	13
к которому	3	1
нас в	1	2
но совершенно	2	1
без сомнения	3	4
все в	2	2
и другая	1	1
от известного	1	1
в законности	1	1
что она	1	2
что если	3	6
и что	10	7
нас вопроса	1	1
указываем на	1	1
же мало	1	1
слова так	1	1
в живой	2	1
после того	1	2
и притом	4	2
понятие как	1	1
прибавляет к	1	1
в мысль	1	1
что все	3	4
между этими	1	1
сказать что	3	8
то есть	42	34
возможность в	1	3
языка или	1	1
вместе с	8	6
виде в	1	2
относятся к	1	2
мысль о	2	6
основано на	1	1
в разные	2	1
и понимание	3	1
ничего и	1	1
в самой	3	2
в представлении	1	4
должны быть	7	3
а потому	10	1
относится к	3	1
известно что	2	6
бы из	1	1
то в	5	3
и его	5	2
слова есть	1	1
служит только	1	1
нужно было	3	1
других отношений	1	1
слово то	1	1
или наоборот	1	1
требуют дополнения	1	1
наука не	1	2
что делает	1	2
в строении	2	1
том смысле	4	2
обширном и	1	1
и проч	1	18
света и	1	2
большею частью	1	2
одного лица	2	1
лицу с	1	1
с чувственными	1	2
от их	1	1
т п	4	4
развилось из	1	1
может выражаться	1	1
не во	1	1
и даже	4	2
следует сказать	1	2
и тем	3	4
во внимание	3	1
только в	25	15
в смысле	4	3
лучше сказать	1	1
человечества не	1	1
все то	2	1
не вдаваясь	1	1
по возможности	1	1
оно и	3	1
как в	10	7
что например	3	3
но вместе	2	1
что у	1	3
лицом к	1	1
природы а	1	4
тем более	2	5
свое значение	1	1
развития но	1	1
речь и	2	1
употребленное нами	1	1
в человеке	10	1
в самых	1	1
явления в	1	1
научного характера	1	1
производят в	1	1
только человеку	1	1
рядом с	1	1
в их	2	1
не были	2	2
можем ли	1	1
что бы	2	1
в себе	13	14
что называется	1	1
в словах	3	1
к тому	4	3
мысли если	1	1
для мысли	2	2
формы в	1	3
в эту	1	1
мы верим	1	1
на память	2	1
взгляд на	2	1
что так	1	2
и вместе	2	3
доставляемых общим	1	1
в разных	2	3
всякое согласие	1	1
которые мы	5	2
человека зависят	1	1
времени с	1	1
перейти к	2	1
с ним	3	5
именно того	1	1
в данное	1	1
тому что	3	2
мысли отдельного	1	1
и более	2	4
до такой	1	5
на которую	2	1
судить о	3	2
что речь	2	1
потому только	1	1
является в	1	1
в различных	1	2
есть уже	3	4
следует прибавить	1	1
что одно	2	1
таким путем	1	1
то на	4	1
потому что	52	33
языков как	2	1
друг друга	5	2
ему в	1	1
чувственных восприятий	1	2
одно целое	1	1
на том	1	2
жизнь народа	2	1
и то	3	5
по отношению	13	10
этом отношении	1	1
себя а	2	1
язык не	5	5
к сознанию	2	2
так как	21	14
то вопрос	1	1
доказать что	1	1
как будто	2	1
развивается только	1	2
на этом	1	1
не могут	4	2
оба эти	1	1
представить себе	3	2
думать что	3	4
и отношения	1	1
из себя	5	2
весьма трудно	1	1
языка и	17	3
и с	3	4
восприятия и	3	1
есть орган	1	1
под влиянием	2	1
от мысли	2	2
что нельзя	1	1
полагает что	1	1
ее и	1	1
есть создание	3	1
возможно для	1	1
отношений между	3	2
предмет и	1	1
с другой	7	2
человека хотя	1	1
в чем	1	1
было бы	12	8
без понятия	1	1
значит не	1	1
а его	3	1
только к	1	1
очевидно что	3	7
членораздельных звуков	1	1
дело с	1	1
не мог	3	1
понятия из	1	1
что от	1	2
ничего кроме	1	1
касается до	1	1
у нас	2	2
бы только	2	2
именно в	1	3
с тою	1	1
мы не	10	8
выражать уже	1	1
при исследовании	1	1
нашего времени	1	3
к первому	3	2
развития и	3	2
сомнения в	1	1
их с	1	1
быть во	1	1
без него	2	2
говорить что	1	1
не выходя	1	1
переход от	1	3
с одной	3	1
в понятие	1	2
языку и	1	2
быть назван	1	3
точно так	11	2
но самое	1	2
начинается с	1	1
ним мысль	1	1
том как	3	1
умственной жизни	1	1
предполагаем в	1	1
действительности язык	1	1
другу и	1	1
до того	1	3
может однако	1	1
природы в	2	1
этого слова	1	7
бытия и	3	1
все это	1	5
подобным образом	4	1
в сознании	3	4
слова а	1	1
что я	1	11
не так	3	2
явления и	1	2
слова например	1	2
тела и	1	2
выше его	1	1
то не	3	1
что первое	1	1
проявляется в	2	2
его на	2	1
на следующее	2	1
равно как	1	2
существует независимо	1	1
это так	1	1
самостоятельно и	1	1
можно считать	1	2
и если	2	3
из нее	1	2
эту минуту	1	1
только что	2	3
в такой	1	1
убеждение что	2	2
образом в	1	5
и мы	1	5
чувственные образы	1	1
не всегда	1	3
причинной связи	1	1
что он	1	4
есть дело	2	1
нечто общее	1	1
мысли для	1	1
языке в	2	1
если признать	1	1
не говорит	1	1
связанное с	2	1
силы природы	1	1
что и	6	7
уже не	2	3
направлении и	1	1
помощи языка	1	2
но так	1	2
он в	1	1
известного рода	1	1
по свойству	1	1
таковы например	1	1
предметов и	2	1
хотя бы	2	4
с какою	2	1
окажется что	1	1
стороны в	1	1
с другими	1	4
и по	6	3
тела не	2	1
пришел к	1	1
отдельного лица	2	1
то оно	2	1
в ней	7	2
внимание на	1	5
нее как	1	2
слово есть	1	5
для создания	1	3
чувственного образа	1	6
тех которые	1	2
них не	2	1
зависят от	2	2
сам по	1	4
того же	3	1
бы при	1	1
должно однако	1	1
к новому	2	1
к ней	2	2
будет иметь	1	2
им так	1	1
уже при	1	1
но все	2	1
в связи	1	1
образом язык	1	1
оказывается только	1	1
если б	2	4
глубины души	1	1
об отношении	3	2
от предшествующих	1	1
этому одному	1	1
общего с	1	1
мысли о	4	2
на основании	2	4
к одной	3	1
из него	2	2
мною во	1	2
высокой степени	1	2
независимо от	6	6
человеческой природы	3	2
то мы	2	3
в другой	3	2
до значительной	1	1
как нельзя	1	1
отдельных лиц	2	1
влияние на	2	2
за пределы	2	1
из мысли	1	1
есть нечто	4	5
а представление	1	1
всегда в	1	1
не как	1	2
в каком	6	4
в более	4	2
по которым	1	1
следовало бы	1	1
должна быть	3	1
в свою	4	2
та же	1	1
к одному	2	3
что в	22	17
в природу	1	1
на свойства	1	1
человеческой деятельности	1	1
что истина	1	1
за ним	2	2
образами как	1	1
в своей	3	1
членораздельным звуком	2	1
но если	2	1
со словом	3	3
языка о	1	1
обратить внимание	1	2
зависимости от	1	1
его внутренней	1	1
которые как	1	1
бы мы	1	1
в зародыше	1	2
о единстве	1	2
бы они	2	2
еще одно	1	1
что на	6	2
и стало	1	1
точка языка	1	1
мысли как	1	2
только не	2	3
образом как	1	1
на деле	4	2
слово а	2	1
не то	1	5
не может	22	11
следующим образом	1	1
в определении	2	1
мы видели	4	1
не могло	3	1
в понимающем	1	1
та что	2	1
не существует	2	2
о том	2	8
между тем	5	9
его не	1	1
с большею	1	1
отказаться от	1	1
в виду	2	3
на то	2	7
обратимся к	1	1
к причине	1	1
быть не	4	2
от своего	1	1
может быть	27	26
другим но	1	1
разница между	3	1
что воля	1	1
давно уже	1	3
мысли не	1	3
она не	3	2
была бы	2	1
с тем	5	7
лица и	2	3
согласно с	4	1
во многих	2	2
от тех	1	1
увидим что	4	1
вслед за	1	1
развития которая	1	1
на некоторое	1	1
его к	2	2
странным что	1	1
и самое	2	1
и других	4	3
природы и	1	2
тем как	3	2
разные времена	2	1
в таком	5	4
видеть везде	1	1
помнить что	3	1
предположении что	1	1
слова человек	1	1
в следующем	1	1
показывает что	3	1
значение слова	1	5
не было	4	12
того чтобы	2	4
периода жизни	1	1
и при	3	2
с ними	1	3
предполагает в	2	1
в этой	3	1
одна и	1	2
есть наука	4	2
само по	4	5
уже готовую	2	1
не вся	1	1
свободы и	3	1
в единстве	2	1
но язык	2	1
всяком случае	1	3
и затем	1	1
то ли	1	1
от нас	2	1
положение что	1	1
во всяком	3	5
языка которое	1	1
что до	2	2
в мыслях	1	1
и вообще	3	2
если же	5	4
для самого	1	2
такое же	1	2
не только	21	10
он не	3	2
что даже	2	2
там же	9	3
тем же	2	1
и субъективного	1	1
слова в	2	3
было в	1	3
между ними	1	4
на себе	2	3
таким же	2	5
в общих	1	2
одной стороны	3	1
бы не	6	3
и для	5	2
обособление и	1	1
не более	4	1
и многие	1	2
то можно	1	1
мы в	2	3
для человека	2	4
сказано выше	1	1
языком может	1	1
или другими	1	1
в душе	11	1
по себе	10	11
не потому	2	1
даже и	2	3
к нашему	1	1
затем в	1	1
так в	1	3
общих чертах	1	2
образом мы	1	3
всякое понимание	1	1
а в	5	5
в каждом	4	3
же будет	1	1
а во-вторых	1	1
на которой	1	1
но с	2	1
между явлениями	2	1
от друга	2	1
от него	4	2
и всякая	1	1
посредством языка	1	1
в одно	2	1
есть его	1	1
есть из	1	1
языке и	1	4
без помощи	1	1
что с	1	1
это последнее	2	4
смысле что	1	1
им в	1	1
что есть	1	3
слова не	2	3
в мире	3	2
слов об	1	2
и только	2	3
говорящего и	1	2
хотя в	3	2
тем он	1	1
по мнению	3	1
д то	1	1
мы должны	3	2
а между	3	4
в которых	1	3
формы мысли	2	1
действие на	1	1
язык имеет	2	1
как она	3	2
величины то	1	1
внутренней связи	3	1
мы представляем	1	1
следует что	1	1
в таких	2	2
условия появления	1	1
человеческой мысли	1	2
сознательном изобретении	1	1
словом и	2	1
быть названо	3	4
предположить что	1	4
что слово	3	10
язык есть	17	7
человек не	1	2
так называемых	1	3
и хотя	1	3
образом и	2	1
эта мысль	2	2
и как	6	2
разных языках	1	1
потому не	1	1
душою и	1	1
из коих	3	2
что такое	1	7
быть названы	2	2
тождественно с	1	1
точки зрения	8	4
посредством слова	6	2
в теории	2	1
по которому	1	3
но есть	1	4
но и	20	11
при котором	2	1
из сказанного	1	3
в ее	1	2
до сих	1	4
есть сравнение	1	2
как эта	1	1
чем в	2	2
к нам	1	1
следующее место	1	1
или как	1	1
всей своей	1	1
во всем	4	1
влияния на	1	1
членораздельный звук	2	3
только для	3	2
роль в	1	1
на самом	1	3
однако заметить	1	1
за собою	1	2
крайней мере	2	5
от внешних	1	1
в этом	15	23
исследований языка	1	1
предполагает уже	1	1
что мы	4	10
между собою	6	4
он говорит	1	1
деле есть	2	1
только языки	1	1
языка без	1	1
из этих	4	2
чувственном проявлении	1	1
в языке	33	16
например когда	1	1
сказать чтобы	1	2
мере того	3	4
их в	1	3
пределы наблюдения	1	1
мысли и	9	7
его части	1	2
о нем	1	1
заключается в	3	1
связанная с	1	3
только на	3	4
если скажем	1	1
бы для	1	1
к делу	1	1
в другую	2	1
есть средство	1	4
т с	25	6
не будет	2	3
которые не	2	2
и формы	1	1
на состояние	1	1
в речи	1	3
начиная с	1	1
в каждое	2	1
вопрос об	3	1
ее на	1	1
по которой	1	1
состояние духа	2	1
непонимание всякое	1	1
в нем	20	7
во время	1	2
в других	2	2
они ни	2	1
заметить что	2	6
во всех	5	1
с историею	2	1
слова то	2	4
их гармонически	1	1
о значении	1	1
разума и	1	1
потому мы	1	1
звуки и	2	1
между прочим	2	3
нами слово	1	1
о сознательном	1	1
другой форме	1	1
как нечто	1	1
или в	2	1
пришла к	1	1
же нам	1	1
эти впечатления	4	1
смотрит на	3	1
столько же	3	1
от одного	1	3
явлений и	3	1
истории и	1	1
отличаются от	1	1
том что	16	12
два периода	1	1
видели что	1	1
внешних предметов	1	1
один момент	1	1
случае мы	1	1
о котором	3	1
которая по-видимому	1	1
огня в	1	2
и следовательно	2	3
лежащие в	1	1
только о	1	2
чувства и	13	1
есть понятие	2	1
в голову	1	2
б и	2	1
развития на	1	1
оно не	3	2
связь между	2	3
с другим	3	1
выражаться словом	1	1
такая задача	1	1
не другим	1	1
