2gram	Losev_DialektikaMifa_partition_part4_wordlist_2gram	Losev_DialektikaMifa_partition_part1_wordlist_2gram
образы апокалипсиса	1	2
собственно говоря	4	2
он является	1	1
друг от	1	1
символ что	1	1
а как	1	2
о самом	2	1
в груди	1	1
в своей	2	3
как раз	4	4
и они	1	1
но если	5	5
входить в	1	1
того кто	2	1
все в	1	1
на первый	1	1
же самая	1	1
в основе	3	10
миф есть	4	10
твари как	1	1
разную степень	2	1
ведь во	1	1
мифология есть	2	10
что понятие	1	1
– ни	1	1
как только	2	5
не знаем	1	1
и больше	2	1
что она	7	5
бы и	2	3
в той	1	1
египетская греческая	1	1
что если	2	3
и я	1	1
себе в	1	1
и что	12	9
вещи не	1	1
ни земли	1	1
конечно прежде	1	1
весьма отдаленное	1	1
но символ	1	1
и все	3	11
ни от	2	2
мы говорим	4	2
есть тоже	2	2
никто не	2	2
и науки	3	1
указать на	1	1
и заключается	1	1
бы мы	1	1
сказали что	2	2
имеем тут	1	2
еще одно	1	1
и о	3	8
жизни и	3	4
и стало	2	4
раз навсегда	1	1
и –	14	9
что миф	12	5
понятие которое	1	1
если наконец	1	1
также на	1	1
в противоположность	5	2
для чего	2	1
и притом	4	3
как таковом	2	3
указать что	1	1
что эта	4	2
ничего общего	4	4
не бывает	1	1
в них	3	2
в малом	1	1
идеального и	2	2
мы хотим	1	2
значение может	1	1
место в	1	1
не зависит	1	1
мне и	1	1
иметь в	3	2
или нет	3	3
не есть	40	40
что все	1	4
и так	2	2
лишь ее	1	1
не то	6	1
и ни	6	2
с образом	1	1
не их	1	2
или иное	3	3
не может	12	11
могут быть	3	3
– не	11	5
то чего	1	1
и надо	2	1
мифология может	1	1
есть какой-то	1	1
этому надо	1	1
зная что	2	1
сказать что	10	6
кто сам	1	1
категория сознания	1	1
отнюдь не	9	4
того или	1	2
вместе с	1	2
мы сказали	1	1
сознания и	3	3
но никак	1	1
сказать о	1	1
и значит	3	1
значило бы	2	1
в том	9	11
миф действительно	1	1
же нужно	1	1
чтобы тем	1	1
в его	3	4
все равно	3	2
д все	1	2
в нас	1	1
мы имели	1	3
это можно	1	1
она может	1	1
для мифического	6	2
и может	2	2
бытия но	1	3
и максимально	1	1
о том	4	5
от того	1	2
феноменологическое вскрытие	1	1
нас самих	1	1
живая личность	1	1
есть вымысел	1	3
отношение к	5	1
его не	6	1
логически т	1	1
что мир	2	1
в виду	5	9
я вижу	1	2
на то	5	5
да и	6	2
по смыслу	1	2
есть только	5	3
имеется в	1	3
всегда так	2	1
которая не	2	2
знаем но	1	1
которых я	1	1
должны быть	1	4
природе своей	1	1
и мифология	5	1
именно так?	1	1
аллегория но	2	1
от всякой	2	1
самой мифологии	1	2
главным образом	1	2
идет речь	2	4
в духе	1	1
как мы	4	1
– всегда	1	1
может быть	17	17
это я	4	1
и можно	1	5
то в	7	5
и его	1	7
что значит	1	1
ничто не	3	2
не можем	1	1
и поэзии	1	1
ни с	6	4
так мы	1	1
тем самым	1	3
на ту	1	1
вообще на	1	1
земли ни	1	1
то самое	1	2
но жизненно	1	1
исторического развития	1	1
только тогда	2	5
мы получаем	2	2
в отношении	5	2
мифе о	1	1
не подходит	1	1
были бы	2	1
самого по	2	1
истинности и	1	1
основе новоевропейской	1	1
вне всякой	1	2
вовсе не	7	6
она не	6	4
миф сам	2	1
же тут	3	1
всякий организм	2	3
об ее	1	2
вот теперь	1	1
есть не	3	5
это как	1	2
это значило	1	1
в виде	2	3
она –	3	4
я не	5	5
это есть	9	13
только один	1	1
и идею	1	1
из этого	1	1
она же	1	1
мы сейчас	1	1
не пошел	1	1
в символе	4	1
– при	1	1
смысл идея	1	1
даже если	3	1
не поможет	2	1
о себе	1	1
как миф	1	2
той или	7	4
от тех	1	1
ни о	5	3
бы в	3	4
веет от	1	1
вслед за	2	1
жизни мы	1	1
равным образом	1	1
эти два	2	2
физики и	2	1
подлинно мифического	1	1
другу как	3	1
можем сказать	2	2
нем нет	3	2
могла быть	1	1
их объединения	1	1
выдумка или	1	1
сравнению с	2	2
большею частью	2	1
структуру и	1	1
что нет	1	1
говорит об	1	1
и других	1	1
сравнении с	1	2
религии и	3	1
себе свою	1	1
свою собственную	1	1
со стороны	2	3
– и	3	4
вы не	1	3
и движение	1	1
и между	1	1
что мифическое	1	1
уже на	1	1
как он	4	1
самого мифического	2	1
или иная	3	2
как смысл	3	2
только благодаря	1	1
вне ее	1	1
она совершенно	1	1
именно как	2	1
в частности	2	2
что здесь	2	3
в абсолютной	2	1
помнить что	2	1
учения о	2	1
что законы	1	1
показывает что	1	2
не было	6	2
иная степень	1	1
и даже	13	6
и очень	1	1
чтобы не	2	1
и тем	1	6
в некоем	1	2
того чтобы	1	5
и при	2	2
то это	4	1
с ними	2	4
только в	3	7
тоже не	2	2
одна и	2	1
ней и	1	1
в этой	1	4
почему мы	1	1
другой стороны	4	2
кто его	2	1
также есть	1	1
есть наука	3	1
мифологии миф	1	1
само по	5	4
т е	25	46
что уже	2	2
не могли	1	2
когда она	1	3
история и	1	2
но во-вторых	1	1
бытие ни	1	1
то и	2	2
бы что	1	1
и окончательной	1	1
чтобы понять	3	1
то чем	1	2
не сама	1	1
к этому	2	3
и a	1	1
мифология которая	1	1
и все-таки	3	1
ощущаемая и	1	1
реальности в	1	1
но для	1	2
понятия мифа	3	4
как в	2	3
нет ни	2	3
от этого	3	3
во всяком	4	2
говорит не	1	1
и не	30	30
мы уже	1	3
отвлеченной идее	1	2
есть такая	1	1
здесь же	1	1
и та	3	3
себе а	2	1
нему т	1	1
всего что	1	1
и вообще	4	7
таким образом	1	5
тем более	2	6
же может	2	1
действительно есть	1	1
жизни в	1	1
синтез двух	1	1
есть своя	2	2
говорить об	1	2
такая связь	1	1
он как	1	1
разве только	1	1
бытия вообще	1	1
определенный метод	1	1
связанные с	2	1
данного мифа	2	1
все –	1	1
неотделимое от	1	1
одно и	4	1
уже в	1	1
в жизни	1	5
это и	4	9
такое же	1	1
у вас	1	1
не только	13	8
с какой-то	1	1
объекта и	2	1
он не	3	1
– так	1	2
и реального	1	1
что даже	2	2
мифологию так	1	1
что каждая	1	1
е о	2	3
и существует	1	1
мифологии то	1	1
все эти	2	3
и идеи	1	2
бы просто	1	1
она должна	2	2
в данном	3	3
может и	4	2
есть и	5	3
и потому	3	3
когда уже	1	2
только мы	1	2
случае не	3	2
содержит в	3	1
в их	3	3
гнева божия	1	1
т д	19	15
общего и	1	1
мы находим	7	2
его непосредственное	1	1
же тогда	1	2
не были	1	1
мира и	1	1
мифически же	1	1
что нужно	1	1
мифическая отрешенность	1	1
в себе	11	8
– во	2	1
с той	2	2
существует как	1	1
и он	5	1
идея и	7	3
выдумка а	1	2
именно он	1	1
есть фикция	1	1
нет –	1	2
с их	1	4
что одна	3	1
пр –	1	1
и становится	1	1
есть выдумка	2	2
на себе	3	5
представлений об	1	1
с окружающим	1	1
представители науки	1	1
и творимая	1	1
и этот	1	1
как все	1	1
перед нами	1	6
и иначе	1	1
бы не	1	2
самого понятия	1	1
к отвлеченной	1	1
миф об	1	2
из них	2	2
каждого данного	1	1
– все	6	3
и для	2	5
не более	1	1
и наука	1	2
быть может	4	1
имеем дело	1	1
свой смысл	2	1
в сравнении	1	3
мифического субъекта	1	3
и чисто	1	5
отличается от	2	1
и вместе	1	1
– чисто	1	1
и диалектически	1	1
и уже	1	4
но –	4	8
земли и	1	1
в душе	1	1
в разных	3	2
и заставляло	1	1
индийская египетская	1	1
по себе	25	13
понятие символа	1	1
всех возможных	1	1
даже и	3	3
не менее	2	2
вещей и	2	1
еще не	2	4
вещи мы	1	2
и этого	1	1
вселенной в	1	1
он сам	5	1
с ним	6	3
и последнее	1	1
относиться к	3	1
однако все	1	1
утверждаю что	5	5
мифологией и	2	2
и которая	1	1
самый принцип	1	1
имеет пространственной	1	1
на водах	1	1
в конце	4	1
является ли	1	1
а в	5	1
можно судить	1	2
необходимым образом	2	3
тех или	3	4
всего в	1	1
бы равносильно	1	1
и более	4	1
нужно сказать	1	1
друга и	1	1
и тогда	2	2
к богу	3	1
не понимают	2	1
наука и	4	1
водах многих	1	1
называя ее	1	1
и должно	1	1
судить о	1	1
имеет общего	3	1
мифологии есть	1	1
как ни	1	1
и вот	6	11
никаких оснований	1	1
миф и	4	3
диалектику мифа	1	1
дело в	1	1
поэтому и	2	1
что человек	2	2
вообще как	1	2
в своем	5	5
та или	3	3
как таковых	1	2
стороны и	3	1
но она	3	1
и без	1	2
но с	3	1
не мешает	4	2
всегда и	3	3
вплоть до	3	1
от обычного	1	1
не миф	1	1
тут никаких	1	1
являющаяся в	1	1
от друга	1	1
которые в	1	1
есть уже	1	1
такого что	1	1
данный момент	1	2
от него	4	3
что мифология	8	2
есть то	1	5
по крайней	4	7
ними как	1	1
она или	1	1
и всякая	1	1
специально для	1	2
лежащая в	3	1
он например	1	1
вообще не	1	1
то или	3	3
природы ничего	1	1
мифическая истинность	1	1
стало быть	9	15
с своей	1	1
мифический образ	1	1
для того	2	5
чудо а	1	1
законов природы	1	5
ничего нет	1	1
ни аллегория	2	1
как и	2	7
не знаю	1	1
и чем	1	2
вещественно и	1	1
или что	2	2
не могу	4	1
потому что	14	10
миф содержит	1	1
что для	3	1
у которого	1	1
– ибо	1	1
надо прибавить	1	1
но вот	3	1
в самом	3	2
а то	1	1
на том	1	1
не сводимой	1	1
же время	4	6
есть также	1	2
каком случае	4	1
логический или	1	1
мы еще	1	2
никакого отношения	1	2
абсолютная истина	1	1
в то	6	6
и то	9	3
никогда не	9	2
становится ясным	1	1
совершенно ясным	1	1
верит в	1	1
не должна	2	1
человек как	1	1
одно а	1	1
можно ли	1	1
ровно ничего	5	7
всех этих	3	1
и в	18	15
с вещью	2	1
все время	1	1
так же	4	4
мифология лежащая	1	1
есть камень	1	1
мифа нужно	1	1
по природе	1	1
и самый	1	1
так что	15	6
итак в	1	2
самые основные	1	1
двух планов	2	2
не просто	7	7
я же	1	1
все они	1	1
спорить об	1	1
так как	11	14
говорить как	1	1
необходимая категория	2	1
– как	5	5
и только	1	2
– бог	2	1
с этими	1	1
миф как	1	3
это будет	1	3
хотя в	1	1
нее и	1	1
такой же	2	1
абсолютное бытие	1	2
не в	6	8
– навоз	1	1
говоря о	2	1
как будто	1	2
даже не	3	2
о реальном	1	1
термины и	1	1
в полном	1	1
есть в	1	4
идеальное но	1	1
зрения и	1	1
ровно никакого	2	2
на этом	2	3
мы должны	5	4
не могут	1	2
не замечают	1	1
конечно тоже	1	1
или других	2	3
а между	1	1
в которых	2	1
которые бы	1	2
с какой	4	1
по существу	1	1
чаще всего	2	1
рассуждать так	1	1
почему? потому	1	1
только два	1	1
и об	4	3
мир не	1	2
смысл и	4	3
рассматриваемый с	1	2
в некий	1	1
прибавить что	1	1
думать что	3	2
и говорить	2	1
что под	2	1
у меня	1	1
о своем	2	1
всю жизнь	1	1
лишь как	2	4
как это	4	2
– то	2	3
отношении к	3	2
себе мифическое	1	1
с этим	2	3
в абсолютном	1	2
с чем	1	1
мифология –	4	2
но также	1	1
более ничего	1	1
речь идет	1	1
я и	1	1
и с	5	4
же –	2	1
много но	2	1
но это	8	4
ни вообще	2	2
в природе	1	3
в него	2	1
сама вещь	1	1
механизм и	1	1
надо чтобы	1	6
как результат	2	1
не для	1	1
друг другу	3	1
и всякий	2	1
когда он	1	3
но принципиально	1	1
как один	2	1
знаем что	1	1
вещественная реальность	1	1
есть сама	2	1
просто как	2	2
конечно не	3	2
и самые	1	1
нам ясно	1	1
также и	7	4
для этого	2	2
это не	9	12
с другой	6	1
типов мифологии	1	5
и как	7	4
а если	1	3
иной раз	2	3
бы ни	1	2
но он	1	1
дело не	2	1
поэтому если	1	1
и совершенно	2	1
должно быть	3	2
эти две	1	3
научной точки	1	1
того как	1	2
было бы	12	9
это значит	11	8
в чем	6	8
– тогда	3	1
что такое	10	5
как бы	11	14
в москве	1	1
никакого места	1	1
об его	2	3
обоих случаях	1	1
жизненно ощущаемая	1	1
и никакого	1	1
имеет значение	1	1
непосредственно и	1	2
синтез и	1	4
теперь мы	1	7
можем считать	1	1
как таковая	2	2
– самое	1	1
– один	1	1
всем этом	1	1
прежде всего	10	11
но ясно	1	1
тогда если	1	1
не быть	1	1
точки зрения	17	14
закон природы	3	1
же такое	1	1
себе и	2	2
должно было	1	1
а стало	1	2
идеей и	2	1
учением о	1	1
бытие идеальное	2	1
мифа уже	1	1
коем случае	1	2
то лучше	1	1
что именно	2	7
том что	9	10
по которому	1	1
отдельных мифов	1	1
содержащая в	1	1
но есть	2	1
но и	7	4
к своему	1	2
есть само	1	2
я делаю	1	1
же что	1	3
в ее	1	2
он может	1	1
именно в	2	5
о реальной	2	1
нет и	1	2
образ есть	1	1
это его	1	1
мифы связанные	1	1
не знает	2	1
только то	4	1
нет ровно	6	2
это тоже	1	1
но именно	1	2
мы не	1	9
миф в	1	1
науки а	1	1
или как	1	1
себя в	1	2
мы можем	4	3
во всем	2	2
и свое	1	1
науки и	5	2
оборотничество и	2	1
сущность и	1	1
и другого	2	1
наконец и	1	1
я уже	1	3
в результате	1	6
совершенно ничего	2	1
о пространстве	1	1
на самом	3	1
я приведу	1	1
и наконец	1	3
этой точки	2	2
быть как	1	1
самого мифа	1	2
я утверждаю	4	4
– мы	3	5
мы всегда	1	2
метафизическое построение	2	1
быть в	2	5
и вовсе	1	1
оно –	3	3
научного анализа	1	1
заговорили о	1	1
– полная	1	2
он находит	2	1
мифология и	3	2
еще ничего	1	2
что не	7	3
и пр	5	9
смыслу своему	1	2
не что	1	8
блудница на	1	1
а не	14	18
гораздо более	3	1
полная противоположность	2	1
говорить о	5	11
с этой	2	2
значит что	14	9
с одной	2	1
крайней мере	4	7
в этом	12	11
которая хотя	1	1
в понятие	1	1
миф о	1	1
каком смысле	1	1
если мы	2	5
превращается в	1	1
в меру	1	5
в коем	1	2
тотчас же	1	3
почему же	1	1
формулы с	1	1
об этом	4	3
хотим вскрыть	1	1
точно так	2	2
– к	1	1
быть и	4	3
получается что	1	1
тут мы	1	2
именно так	1	2
искусством и	1	2
будет ли	1	3
его жизни	1	1
как же	5	5
есть дерево	1	1
что мы	1	7
е не	1	2
мы замечаем	2	1
хода явлений	1	1
ясным что	1	1
людей и	1	1
мифического сознания	15	1
даже просто	4	1
– вот	3	2
точка зрения	2	1
на их	1	1
между собою	2	2
иначе не	2	1
миф не	14	8
разные степени	1	1
он всегда	2	2
и из	3	2
– только	1	3
бога как	1	1
будучи в	1	1
я могу	2	2
есть но	1	1
наукой и	2	1
и неизвестно	1	1
есть мифология	3	3
тут есть	2	2
дальше и	2	1
почти все	2	1
есть бытие	3	1
смысл идею	2	1
оказывается что	1	4
же как	2	1
образ не	2	1
из этих	2	2
природы в	1	1
очень много	3	2
– или	2	1
чем именно	1	1
действительность являющаяся	1	1
в первую	2	1
диалектически необходимая	1	1
совсем другое	1	1
все это	11	9
заключается не	1	1
при условии	3	2
раз на	1	1
в качестве	2	2
суть не	1	1
и есть	16	19
– это	9	5
и смерть	1	1
и когда	1	2
мы будем	1	2
так хорошо	1	3
этот акт	1	1
есть метафизическое	2	1
я скажу	2	1
– совершенно	2	4
что я	3	5
самом же	1	2
хотя и	4	6
жизни а	1	1
не так	1	1
мифология не	7	2
чем она	1	1
даже вообще	1	2
ее не	1	1
заключается в	1	2
и другое	2	2
мифологии и	5	8
он есть	4	7
ибо для	1	1
что оно	5	7
действительность и	1	1
может только	1	2
какой стороны	4	1
то же	10	9
бы тогда	1	1
всякая реальная	1	1
так то	1	4
при помощи	1	3
самое реальное	1	1
его самого	2	1
отвлеченную идею	1	2
из сферы	3	1
это было	2	2
и бытия	1	3
– абсолютно	3	2
есть всегда	4	3
другими словами	2	5
– в	4	15
потому и	1	1
как то	1	1
одинаковы и	1	1
тут не	4	2
есть подлинная	2	2
и дальше	1	1
принцип ее	1	1
в данный	1	2
чтобы получить	1	1
эту мифологию	1	1
не будет	1	2
этом смысле	3	4
совершенно не	8	3
есть символ	3	5
эта связь	1	1
мифа с	1	2
понимаем что	1	1
с целью	1	1
вот почему	1	3
не дает	1	2
есть подлинный	1	1
и нужно	1	1
ней не	1	1
идея вещи	1	1
эта идея	1	1
можно говорить	2	2
идея это	1	1
не нужно	2	2
не говорят	1	3
и если	1	3
думают что	6	2
как два	1	1
отрешенность от	1	1
в чистом	1	1
и именно	1	2
или не	5	4
говорят о	2	1
и питаются	1	1
что же	3	2
только что	3	2
говорят об	1	1
и само	1	2
мы теперь	1	2
и их	2	2
мы видим	4	4
если она	3	2
это –	24	25
д но	2	1
весь мир	1	2
имеет ничего	3	2
но мы	1	2
вопрос о	2	2
и мы	5	7
это что	2	1
и еще	3	1
тут тоже	1	2
в которой	1	2
не всегда	1	3
одной и	1	3
к нему	8	1
с идеальными	1	1
можно сказать	6	5
мифологии –	1	1
ничего не	17	17
вот –	4	1
почти не	2	1
а это	1	2
именно с	1	1
это-то и	1	2
что он	11	7
мы условились	1	1
воли и	1	2
что по	1	2
где же	1	1
возможно такое	1	1
если он	1	1
но они	2	2
между искусством	1	2
несмотря также	1	1
что они	3	4
откуда я	1	1
в нем	16	5
есть просто	3	6
по сравнению	2	2
пространства и	2	1
заметить что	2	1
или иначе	1	2
во всех	1	2
не говорит	4	5
ровно никаких	2	1
опять-таки не	2	1
просто на	1	1
в дальнейшем	5	1
реальность и	2	2
история ее	1	1
мифологии как	1	1
в современной	2	1
или фикция	1	1
или по	2	4
идею и	3	3
на другое	1	3
только потому	3	3
один из	3	4
смотря по	1	1
доходит до	1	1
эту идею	1	1
сделать это	1	2
что и	3	6
ясно что	8	11
уже не	2	9
отношения к	3	3
с точки	12	9
же и	2	2
но только	3	5
мифологии не	2	1
есть все	1	2
быть только	1	1
но так	2	1
можно только	2	3
в силу	1	4
в субъекте	1	1
и синтез	1	3
человек и	1	1
на нем	2	2
отождествляются в	1	1
вообще но	1	2
представление о	1	2
для науки	3	1
думаю что	1	2
хотя бы	6	4
они обязательно	1	1
или иной	3	1
природы и	1	2
на каком	1	1
ни схема	2	1
тот кто	2	2
скажет что	1	1
о мифе	4	3
стороны в	2	1
как нечто	1	2
отвлеченная идея	3	3
с другими	2	1
религия не	1	1
здесь как	1	1
самих себе	1	1
говорит ни	2	1
сознания ни	1	1
и по	1	2
построение но	3	1
учение о	11	5
отдельных и	1	1
но в	6	3
что логически	1	1
это мы	4	1
плоти и	1	1
сложнее и	1	1
если это	2	1
для нее	2	2
а я	1	1
мир и	1	4
не имеет	15	14
так или	1	1
тут в	1	2
и религия	1	1
идеи и	5	4
все что	1	2
никогда и	1	2
есть ни	6	9
подлинная действительность	1	1
от одного	1	2
жизнь и	3	2
тем не	1	2
человеческого творчества	1	1
не значит	3	2
конце концов	3	1
явлений и	1	1
это далеко	1	1
а именно	1	6
с идеей	1	1
символ есть	1	4
я мог	2	1
при этом	1	2
именно и	1	1
сказали мы	2	5
и явление	2	1
всегда имеет	1	1
чего не	1	3
есть прежде	1	3
или иных	1	1
и идея	3	1
но что	3	5
о которых	2	1
в ней	3	5
на свете	1	4
а потом	5	1
мифологии сейчас	1	1
не зная	2	1
и тут	3	3
мифическое сознание	8	4
что иное	1	8
эти последние	2	1
– значит	1	2
она и	1	1
о котором	1	1
для своего	2	1
чем же	1	2
и ничего	1	2
и следовательно	2	3
из наблюдения	1	1
не выдумка	2	2
форма и	1	1
миф –	9	3
сама по	8	5
и также	1	1
в котором	4	2
сказать с	1	1
есть конечно	2	1
как таковой	4	5
этого и	1	1
только о	1	3
да еще	1	2
смысле есть	1	1
но я	1	1
сам по	6	2
определенную мифологию	1	1
мог бы	2	2
не о	4	4
явлений природы	2	1
смысла и	1	3
он имеет	1	1
или другого	1	2
не приходится	1	1
д и	2	3
полнее и	1	1
однако это	1	1
же это	3	5
и вся	1	1
образа в	2	2
в голову	1	1
конечно такое	1	1
слиты в	1	1
нисколько не	4	2
себе что	1	2
был бы	1	2
ни на	6	6
к ее	1	1
на науку	1	1
мы заговорили	1	1
всегда есть	2	2
невозможна без	2	2
действительность –	1	1
случае нельзя	1	1
оно не	1	2
но все	3	2
не требует	1	1
мифология содержит	1	1
сами и	1	1
что это	11	13
отрешенность и	2	1
можно было	5	1
бытие есть	1	1
со всей	2	2
говорит о	5	3
и это	2	8
должны сказать	1	1
находятся в	1	1
с другим	1	1
мифа и	2	6
мы сами	2	1
же не	1	1
оно есть	2	4
жизнь в	1	1
что кроме	1	2
нечто совершенно	1	1
a что	1	1
– до	2	1
к любой	1	1
е прежде	4	1
на что	2	2
и часто	1	2
общего не	1	2
в связи	1	1
схема ни	2	1
таких категорий	1	1
есть религия	1	4
