2gram	Losev_ProblemaSimvolaiRealistich_partition_part1_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part2_wordlist_2gram
мы считаем	2	1
и этот	3	1
перед нами	2	5
всех подобного	1	1
отождествляется с	2	1
огромных усилий	1	1
самого понятия	1	1
и достаточно	1	1
следовательно если	1	2
сами по	2	3
и уже	1	3
как этого	1	1
понятия символа	3	7
предмета но	1	2
математическое уравнение	1	2
сознания так	1	1
нами как	2	1
категории которые	1	1
большей частью	3	2
все наше	1	2
момент для	1	1
первый взгляд	1	1
в языкознании	7	1
бы его	2	1
поэтому и	1	2
с первого	1	1
то уже	1	3
в своем	4	5
одного из	1	1
и без	5	1
не требующее	1	1
анализа и	3	1
по крайней	6	2
не являются	3	5
как и	5	3
и чем	1	1
или попросту	1	1
понимать что	1	2
каком случае	3	3
поэтому в	1	1
раз в	1	1
действительности то	1	1
и в	35	32
весьма тонкой	1	1
эту вещь	3	2
с этими	2	2
но не	4	9
ни стало	1	1
и будет	1	1
для нас	9	5
не связан	1	1
мы сказали	1	1
как знак	2	2
бы он	1	1
действительности если	1	1
и об	1	1
ее отражение	1	4
о своем	2	2
с этим	5	3
но это	6	8
ее элементов	1	1
же здесь	1	1
есть единораздельная	3	1
ее в	1	2
же в	1	4
ведь если	4	2
конечно не	2	1
просто как	3	1
есть простое	1	1
на тот	2	2
это не	1	6
здесь в	1	3
а если	1	1
должно быть	2	2
это значит	4	1
более или	4	3
имеет значение	2	1
казалось бы	7	4
в последние	2	1
прежде всего	11	10
указывает на	5	14
же такое	4	1
указанные у	1	1
тем и	1	2
оно обязательно	1	1
требует еще	1	1
это тоже	3	2
хотели бы	2	1
не что-нибудь	1	2
в результате	4	2
возникает только	1	1
в науке	3	2
мы вообще	1	1
есть именно	5	5
не что	3	2
обязательно есть	2	2
за последние	1	1
об этом	2	10
и возможно	1	1
огромное количество	1	1
обозначаемое не	2	1
чистом виде	3	1
а только	6	5
в общем	4	1
расстаться с	1	2
научно и	1	1
и есть	4	6
едва ли	9	2
самом деле	4	6
об этой	1	1
самом же	1	1
хотя и	3	6
что может	2	2
пусть не	4	1
очень долго	1	1
последние десятилетия	2	1
то же	5	10
это опять	1	2
смысл то	1	1
другими словами	6	3
в какой-то	2	1
нельзя сказать	1	2
в свете	3	1
представляется нам	1	1
то более	2	1
как говорят	1	2
и еще	1	3
для построения	1	2
не стал	1	1
оперирует с	1	1
к этой	1	1
один из	3	4
в действительности	2	3
и поэтому	2	1
ясно что	8	3
и логики	1	1
отношения к	1	1
же и	2	3
этого термина	8	4
например есть	1	1
именно тем	1	1
никаких разъяснений	1	1
ли кто-нибудь	2	1
этой последней	1	1
понятия и	1	2
имеющих общего	1	1
другим и	1	1
предмет то	1	1
но в	6	14
вещей в	1	1
знак вещи	5	4
всякого рода	4	1
который бы	1	2
не имеет	7	2
анализ этого	1	3
сих пор	4	3
со всем	1	2
если и	1	1
все прочее	1	1
знака необходим	1	1
тем не	12	18
не значит	2	2
теория знака	1	1
это нужно	1	1
совершенно правильно	2	1
здесь тоже	1	1
о которых	3	3
есть прежде	4	1
а потом	1	2
в другом	1	1
для своего	1	2
и чтобы	1	2
общем и	1	1
нам уже	1	1
вообще нельзя	1	1
вещи для	1	1
не о	6	2
бы даже	1	1
нечто не	1	1
совсем не	7	4
модель для	2	1
понимать под	1	1
сожалению однако	1	1
единораздельная цельность	4	1
знак не	3	1
можно было	5	3
и это	5	9
прочим в	1	1
а иной	1	1
возникает никакого	1	1
и понятие	2	2
семантической области	1	1
этот вывод	1	1
мы сейчас	1	1
ни говорили	1	1
а следовательно	1	1
ничего общего	3	11
и хорошо	1	1
так например	1	1
отражения и	2	1
указывать на	1	2
о которой	1	1
новое качество	1	2
и хочет	1	1
смысловое отражение	1	1
быть проще	1	1
уже давно	5	2
когда мы	6	8
последние два	1	1
еще и	5	5
предмет обозначения	4	4
и от	3	1
сейчас мы	1	2
иное как	3	2
а скорее	2	1
той же	2	1
прийти к	2	1
может иметь	2	2
на такие	1	1
только после	1	2
не собираемся	1	1
о самом	1	1
к сожалению	6	1
нашего сознания	2	1
которое было	1	1
есть смысловое	1	1
было и	1	1
то тут	1	1
с его	1	2
предмета с	2	1
этих двух	1	1
не знаем	3	1
и больше	1	1
бы и	7	1
и все	5	7
от всего	3	3
говорили о	1	1
всякий знак	17	3
самого знака	1	2
и о	4	8
еще только	1	1
но когда	1	2
но отнюдь	1	3
все другие	2	2
такое огромное	1	1
что эта	1	1
в них	2	7
для понимания	1	1
и так	1	2
и ни	3	4
собою а	1	1
ни обозначаемое	1	1
данный предмет	1	1
если не	4	4
не всякое	2	7
отнюдь не	5	10
здесь идет	2	1
в том	12	9
то уж	2	1
на почве	1	1
как они	2	2
от того	1	1
есть ли	1	1
и структура	1	1
к самому	1	1
что между	1	1
идет речь	2	1
как мы	5	7
и искусства	1	4
это требует	1	1
только тогда	3	1
пока еще	9	3
в отношении	4	3
есть не	6	6
в виде	6	15
настоящее время	16	3
терминов но	1	1
является чем-то	2	1
здесь не	2	7
нас только	1	1
символа и	1	9
всякий символ	1	12
иным как	1	1
самой этой	1	1
нечто противоположное	1	1
тот же	4	1
и осуществляется	1	1
вовсе еще	1	3
что нет	1	2
является здесь	2	1
со стороны	1	1
уже на	1	2
обозначенная предметность	1	1
что здесь	1	3
нет ничего	2	10
то он	1	2
он вообще	3	1
чтобы не	2	1
то это	3	1
или иного	5	2
т е	1	1
вещи но	1	3
и вполне	4	3
от этого	1	1
на совсем	1	1
определенным образом	2	3
уже во	1	1
уже в	3	3
можем говорить	1	2
значит и	1	2
и никаких	1	1
есть этот	1	1
особенно в	1	2
в истории	3	4
и потому	1	2
хотя правда	1	1
знак то	4	4
это обстоятельство	2	1
тут и	2	1
как на	2	1
именно он	3	1
но оно	1	1
и хотели	1	1
здесь имеется	1	1
заставляет нас	2	2
и те	1	1
предмет есть	1	1
этом тоже	1	1
времени в	1	1
в области	6	2
просто только	1	1
не менее	13	19
еще не	10	9
без употребления	1	1
то нет	1	1
он сам	3	2
ведь все	2	1
к его	1	2
же самое	6	9
в конце	7	6
о каком	1	1
следовательно и	1	2
все еще	4	1
ли сказать	2	2
эта последняя	2	1
необходимым образом	1	1
тех или	3	3
является этим	1	1
и тогда	1	1
ведь ни	1	1
можно даже	1	1
чего же	2	1
какой-нибудь предмет	2	1
покамест еще	1	1
и на	5	8
всякий смысл	1	1
есть чисто	1	1
общего между	2	5
есть то	5	1
и понятия	1	1
имела бы	1	1
и приятное	1	1
вообще не	4	2
для того	3	8
есть результат	1	4
тому как	3	2
еще недостаточно	1	1
конечно и	1	1
но вот	2	1
в самом	5	6
его из	1	1
а то	1	1
по этому	3	3
мы еще	3	1
значение только	2	1
в то	6	6
никогда не	1	7
но ввиду	1	1
и модель	2	1
можно ли	6	5
которой они	1	1
многое другое	2	1
бы тут	2	1
так же	5	9
и самый	4	1
без всякого	4	2
так что	11	6
не имеющих	2	2
знак без	1	1
более для	1	1
не в	2	4
что отнюдь	1	1
есть в	4	5
и во	1	3
уже с	2	2
для которого	1	3
или действительности	1	1
вопрос что	1	1
на нее	1	1
рода семантических	1	1
раз и	5	9
как это	1	6
нами в	2	1
лишь в	3	1
в мысли	1	1
предмет который	3	1
таковы же	1	2
с самой	1	1
о них	2	1
и самого	4	1
знака то	2	1
для этого	3	3
первого взгляда	1	1
мы это	2	1
себе либо	1	1
сразу и	1	1
говоря только	1	1
нам возможность	1	1
что многие	2	1
был не	1	1
требует от	1	1
которую мы	1	1
знаковая природа	2	1
далеко не	4	5
как бы	4	14
в москве	1	1
от других	1	2
из отдельных	2	1
о его	1	2
и почти	1	1
видно что	1	1
что имеется	1	1
предмета так	1	1
тем или	1	3
несколько слов	1	1
уже по	1	1
он может	1	1
нет и	3	2
только то	3	4
будто бы	5	1
форме и	1	1
существуют в	1	1
мы можем	6	4
больше и	1	1
является для	2	1
или точнее	3	1
которая в	1	1
не существуют	2	1
одновременно и	3	1
что не	5	3
что эти	1	1
с большим	1	1
а не	10	15
этот вопрос	1	1
значит что	4	3
тот или	5	1
совсем другой	1	1
если мы	9	11
время как	1	1
подобного рода	4	5
тотчас же	2	1
одним из	1	1
как же	4	3
обозначает и	4	1
и ее	2	8
а наоборот	1	3
вещи есть	1	31
они должны	1	1
проще того	1	1
совсем другое	1	1
пор мы	2	2
этого предмета	2	1
более общее	1	1
по своей	1	1
мы говорили	1	4
если в	1	1
а может	2	2
с ее	1	1
он обозначает	3	2
даже вообще	1	2
и другое	1	2
он есть	1	4
что оно	2	3
и особенно	2	2
содержится в	2	1
при помощи	8	13
это было	2	2
чем мы	1	1
тут не	1	1
и всю	1	2
является не	2	2
тоже ничего	1	1
от человека	1	1
входящих в	2	1
знак в	2	2
войти в	2	1
с собой	1	2
что же	9	9
знак а	3	2
и их	3	1
имеет ничего	2	2
вопрос о	3	1
к нему	2	3
что ни	1	2
эту модель	1	1
ничего не	10	10
говорили что	1	2
где же	1	1
предмета есть	3	1
если он	1	1
что они	3	3
этом необходимо	1	1
к символу	1	1
не возникает	1	1
само понятие	2	1
никакой возможности	1	1
по поводу	2	4
только потому	1	3
тоже есть	5	3
но только	4	2
понятий а	1	1
к другим	1	1
достаточно только	1	1
что вовсе	1	1
для науки	1	1
или иной	5	5
и здесь	4	6
математическом смысле	1	1
отдельности и	1	1
являются только	1	2
разговаривать не	1	1
акте обозначения	1	2
того что	12	7
при этом	3	6
но уже	5	5
но что	1	2
этих предметов	1	1
что иное	3	2
в нее	2	1
в этих	4	3
вещи или	3	4
нами теории	1	2
он перестанет	1	1
только одной	1	2
сама по	4	4
что его	1	3
в момент	1	1
может считаться	1	1
нечто такое	1	1
в предмете	1	3
себе что	2	2
входит в	2	4
то ни	3	1
что это	1	3
говорит о	1	3
находятся в	1	1
этой области	3	2
но повторяем	1	1
на что	1	2
или из	1	3
не вообще	1	1
или другое	1	1
есть та	1	2
знак и	21	1
чем иным	1	1
она есть	1	5
слова и	4	1
даже в	2	1
в советской	2	1
совершенно неверно	1	2
мы имеем	1	2
каждый раз	3	1
уж тем	5	2
есть такой	1	1
таком случае	10	6
мы здесь	3	2
случае уже	1	1
человеческом сознании	1	1
так и	7	12
вещи и	2	12
говорить только	2	1
или другой	5	1
тем самым	7	4
только от	1	1
но как	6	6
который вовсе	3	2
что тут	1	4
или для	1	1
эти термины	2	1
бы то	2	1
если бы	4	4
но то	1	1
здесь понимается	1	1
нас в	3	2
можем и	1	1
как раз	8	13
очень трудно	1	2
обозначение и	1	1
что понятие	1	3
предмете мы	1	1
разговоре с	1	1
что она	4	5
что если	4	2
о чем	6	6
и что	13	9
теории все	1	1
которое мы	1	1
они все	2	1
которая и	2	1
структуру в	1	1
для чего	1	2
и притом	3	4
место в	1	1
иметь в	1	4
этому поводу	2	3
это то	5	1
что все	6	3
ведь есть	1	1
сказать что	24	13
только все	1	1
то есть	39	33
вместе с	2	2
это всегда	1	1
является то	1	2
ни его	1	5
которое уже	1	1
вещи хотя	1	1
мысль о	2	1
в разные	2	1
обозначаемое и	3	1
ничего и	1	1
тем однако	1	1
это заставляет	1	1
должны быть	1	1
без которого	1	3
является символом	1	4
и рассматривать	1	2
относится к	6	1
даже сказать	1	1
то в	1	5
и его	1	3
правда в	2	1
никакого разговора	1	1
и терминов	1	1
которое есть	1	1
и строго	1	1
вот теперь	1	1
его от	2	3
не на	1	3
вещи как	1	3
я не	1	1
это есть	1	9
и конкретных	1	1
если угодно	2	1
о предмете	2	2
направление в	1	2
той или	5	5
и перечислить	1	1
среди прочих	1	1
говоря уже	4	2
какой-нибудь другой	1	1
же мы	2	2
до бесконечности	1	1
но всегда	1	1
пустым и	1	3
именно как	4	4
предмет в	1	1
выясняется что	1	1
на этой	2	2
и даже	11	11
и очень	1	2
вопроса о	1	2
и тем	4	13
собою но	1	1
только в	14	7
в смысле	1	1
тоже не	7	7
из тех	1	1
не должны	1	3
символ в	1	7
оказалось что	2	1
которого действительно	1	1
мы нечто	1	1
литературы и	1	4
и эта	1	1
оно и	1	3
только самых	1	1
как в	1	4
входили в	1	1
мы уже	3	5
или о	2	1
взятые сами	2	2
тем более	10	5
этой терминологической	1	1
в системе	2	1
слова знак	1	1
они обозначают	1	1
что из	2	1
она должна	2	1
что всякий	5	4
есть и	1	3
случае не	4	3
содержит в	2	7
в их	3	4
общего и	1	1
что бы	1	1
в себе	5	15
ли даже	1	1
к тому	3	3
входящее в	1	1
только как	3	1
само собой	1	2
своему содержанию	1	3
первый план	3	1
свой смысл	2	1
себе вовсе	2	1
но даже	3	1
взывает к	1	1
иначе он	1	1
которые мы	3	1
и является	3	7
с ним	1	3
заметим что	1	1
тому что	3	4
слово и	2	1
только с	2	1
когда есть	1	1
с самим	3	1
и вы	2	1
в математике	4	2
а существует	1	1
та или	2	1
является в	2	2
различные и	1	1
или может	2	2
не мешает	1	2
еще нужно	1	1
которые в	2	2
исследования мы	1	2
литературоведения и	1	1
родового понятия	1	2
так или	6	2
то или	3	2
то менее	2	1
составляющих ее	1	1
то на	2	2
она является	1	2
простым и	2	1
потому что	13	16
друг друга	1	1
что для	3	2
не вводя	1	1
мы что-нибудь	1	1
только и	3	3
на том	3	4
знака он	1	1
и то	10	6
этом отношении	1	1
виде то	1	1
всех этих	4	7
без такого	1	1
xix и	1	2
все время	1	2
именно знаком	1	1
на значение	1	1
этого однако	1	1
не просто	11	23
все они	1	1
так как	7	11
и всегда	1	2
как будто	6	3
даже не	3	1
на этом	1	1
не могут	4	2
или других	3	1
выражена в	1	1
в известной	1	1
думать что	1	1
говорим о	3	2
что под	2	1
все указанные	1	1
и с	10	2
в него	2	2
непосредственного содержания	1	1
это в	2	1
не для	1	2
и всякий	3	1
функция вещи	1	2
во что	1	1
никакой объективной	1	1
же выясняется	1	1
чем и	1	1
тут же	8	1
эти элементы	2	1
также и	12	11
отношений между	1	1
предмет и	1	1
с другой	6	3
человеческого мышления	1	1
в другое	1	1
самое время	4	4
так уж	2	1
было бы	8	8
в случае	3	3
и менее	1	3
здесь и	1	1
а его	1	1
но ясно	1	1
впервые только	1	2
знак который	2	3
предмета и	3	2
не очень	2	2
о каких	1	1
у нас	18	14
к своему	1	1
именно в	1	4
из трех	2	1
для определения	2	1
себе но	1	3
мы не	7	2
составляющих его	2	4
тоже достаточно	1	1
самый этот	1	1
всякий понимает	1	1
и вовсе	6	4
знаке и	1	1
гораздо более	4	2
внутреннее и	1	1
точно так	3	4
быть и	2	3
нечто целое	1	1
нет никаких	1	1
том как	1	2
г в	1	1
для себя	9	3
но по	1	1
знак определяется	1	1
понятием знака	1	1
же как	1	2
одно это	1	1
все это	4	7
не чем	1	1
в качестве	2	2
характеристика символа	1	1
находится в	1	1
мы будем	1	2
знака необходимо	1	1
не так	2	1
идти в	1	1
знака когда	1	1
быть достаточно	1	1
потому и	1	1
единое и	1	2
обозначения и	6	4
мы впервые	1	1
совершенно не	2	6
этом смысле	5	6
от другого	2	2
этот термин	2	4
в человеческом	1	1
современном состоянии	1	2
это же	1	1
нас не	3	2
и если	3	6
или не	2	3
в такой	2	1
такой знак	1	1
образом в	1	1
нечто более	2	1
констатировать в	1	1
символа то	1	2
а ведь	2	1
а это	3	2
что он	4	7
понятие отражения	2	1
данном случае	5	8
которых мы	1	2
есть просто	2	1
просто на	2	1
смысловая и	1	1
уже не	8	3
а является	1	1
самой действительности	1	3
и математика	1	1
в силу	1	1
что было	1	1
представление о	5	1
предметов и	1	6
хотя бы	12	3
в настоящее	16	3
с другими	5	2
обозначаемого и	2	2
здесь как	2	1
несет с	1	2
как такового	2	2
но зато	2	1
языке или	1	1
единичного и	1	3
логики и	1	2
есть ни	3	5
мышления в	1	1
большим трудом	1	1
в нашей	3	1
внимание на	3	1
быть для	1	2
последней мы	1	1
тому чтобы	1	1
сам по	1	7
теории и	3	1
важно для	1	1
не приходится	1	1
на себя	1	2
ту же	1	1
как ее	1	1
или другим	1	3
тут уже	1	1
но все	2	3
бы дать	1	1
указанием на	1	1
стороны однако	1	1
чем просто	2	1
должны сказать	1	2
ведь это	2	2
в связи	5	4
для которых	1	1
здесь то	2	2
это совершенно	2	4
всего только	1	1
существует только	2	1
этих случаях	1	3
самое элементарное	1	1
если нет	1	1
весьма разнообразно	1	1
известном смысле	1	1
общего с	2	8
и к	3	1
в наших	1	1
в данной	1	1
с такими	1	2
как о	3	1
модели в	1	1
то мы	1	1
как человек	1	1
содержанием и	1	1
есть нечто	7	11
отражение в	1	1
в каком	4	3
есть по	2	4
никак не	11	4
именно то	1	3
обозначаемым предметом	1	2
должна быть	1	1
а главное	2	1
в чисто	1	1
понимать как	1	2
является только	3	1
как иначе	3	1
обобщенность и	1	1
обозначается и	1	1
ни в	6	7
необходимо сказать	6	2
что в	11	12
которых тоже	2	1
что их	2	2
же главное	2	1
не указывает	1	1
но если	4	2
входить в	2	1
в основе	3	1
понимать только	1	1
буквальном смысле	1	3
такое знак	6	1
ближе к	1	1
которыми мы	1	1
в буквальном	1	3
модель и	2	1
или менее	4	3
и различие	1	1
есть тоже	3	1
истории философии	1	4
бы мы	2	3
своей обозначенности	1	1
что на	4	1
другой весьма	1	1
а особенно	1	1
нам хотелось	2	1
кажется что	1	1
только не	3	3
данную вещь	4	1
не то	2	2
не может	13	8
в определении	2	1
здесь будет	1	1
можно будет	1	2
но который	2	1
того или	7	2
его содержание	1	1
такого рода	15	7
и который	1	2
нему ни	1	1
перечислить и	1	1
для знака	4	5
при построении	1	1
не существует	6	6
разного рода	4	6
только самый	1	1
о том	18	11
между тем	1	2
обратим внимание	1	1
самое большее	3	1
отказаться от	1	1
в виду	8	6
на то	6	8
обозначения всякий	1	1
мы и	6	4
тоже оказался	1	1
от всякой	2	1
и нечто	2	1
может быть	18	14
другом случае	1	1
и можно	3	1
что а	1	2
от соседних	1	2
логического анализа	1	2
она не	3	2
дела и	1	1
точное представление	1	1
кто-нибудь станет	1	1
была бы	1	1
многие из	1	1
с тем	3	5
какой-то мере	1	1
попросту говоря	4	1
во многих	2	2
в глубине	1	1
каждый из	2	1
эти два	1	1
еще очень	1	2
и самое	1	1
для них	3	2
мира в	1	1
вернее сказать	1	2
в таком	11	9
сколько угодно	1	3
ни одна	1	1
не будем	4	2
не было	3	4
но ведь	3	3
вещи всегда	1	1
того чтобы	2	9
и при	2	2
в этой	9	10
и мыслить	1	1
бы что	2	1
всяком случае	10	3
самим собою	1	1
и необходима	1	1
от нас	3	3
понятий не	2	1
зачем же	2	1
во всяком	13	7
который он	2	1
и вообще	16	4
всяких предметов	1	1
не говоря	4	4
если же	3	1
а вовсе	1	1
нечто обозначает	3	1
и уж	5	2
не только	24	17
нами не	4	1
он не	2	3
что даже	1	1
и существует	1	1
можно сколько	1	1
тем же	1	1
в пределах	1	1
нам о	1	2
речь не	2	1
имеющих ничего	1	1
утверждать что	2	1
бы не	3	1
своего возникновения	1	1
нераздельное целое	1	1
употребления термина	1	1
теории в	1	2
и для	6	4
это только	3	2
мы в	3	3
каждом отдельном	1	1
и чисто	1	3
знак мы	2	1
вообще и	2	4
не всякая	1	1
акта обозначения	5	1
при современном	1	2
по себе	8	15
не потому	1	2
даже и	18	8
а завтра	1	2
настоящего времени	2	1
или вообще	4	2
в условиях	2	1
ни просто	2	1
а в	4	4
в каждом	1	1
и обозначаемого	2	3
имеет и	2	1
одним и	2	1
логических моментов	1	1
огромная путаница	1	1
чтобы он	1	1
равно это	1	1
по преимуществу	2	2
вещь и	2	1
но с	1	1
не имеют	1	5
в одно	2	4
по его	1	2
нужно считать	1	1
языке и	4	1
для нашего	1	2
а вернее	1	1
никакого отношения	1	1
им в	1	1
есть тот	1	2
предметов тоже	1	1
со знаком	2	2
и только	4	4
термин и	1	2
это будет	3	1
менее он	1	1
это уж	2	1
для всех	2	1
сводится к	2	1
мы должны	3	5
в которых	1	3
мы выше	1	4
и до	1	2
в таких	3	2
пустое и	1	1
которые можно	1	1
что изучение	1	1
сказать только	1	2
смысле слова	7	7
отдельных моментов	1	1
бы никакого	1	3
далеки от	1	1
обозначения а	1	2
здесь только	3	2
то во	2	2
и литературы	1	1
образом и	1	2
она тоже	1	1
и как	4	6
иной раз	3	1
именно к	1	1
что такое	18	6
об его	2	3
и никакого	2	1
не быть	1	1
точки зрения	2	3
в теории	1	3
человека с	1	1
но и	16	9
широкое и	1	1
до сих	4	3
не знает	3	1
огромные трудности	1	1
но именно	4	3
обозначаемом в	1	1
или как	2	3
гром и	1	1
быть даже	1	2
уж совсем	1	1
предметов как	1	1
своему смыслу	3	1
на самом	4	6
только его	3	1
перестанет быть	1	2
действительности чем	1	1
говорить о	10	6
крайней мере	6	2
в этом	17	19
которая хотя	2	1
от которых	1	1
понятия знака	5	2
мы все-таки	1	2
рассматриваться в	1	1
нужно понимать	1	1
что мы	14	13
мы ни	2	1
между собою	4	7
он говорит	1	1
станет утверждать	1	1
оказывается что	3	2
одна из	3	1
из этих	3	2
в языке	15	1
предмет например	1	1
но такого	1	1
ведь не	1	1
их в	4	4
как именно	3	2
требует для	3	1
виду и	1	2
нам в	2	1
о нем	2	3
есть какая-нибудь	1	1
какие-нибудь другие	1	1
заключается в	4	1
тот момент	1	1
только на	9	4
а уж	1	1
будет и	1	1
еще у	1	1
взятая сама	2	4
не будет	11	2
которые не	2	3
не нужно	3	3
ту или	1	1
есть отражение	3	2
и само	2	1
себе все	1	2
в математическом	1	1
можно сказать	6	5
бесконечное количество	1	4
субъективистские теории	1	1
здесь кроется	1	1
даже больше	1	1
о знаке	11	2
в нем	1	13
во время	1	1
ввиду своей	3	1
предмет а	1	1
во всех	2	7
или иначе	6	2
в дальнейшем	1	4
он был	1	1
поскольку они	1	1
или по	4	1
слова то	3	1
о значении	3	1
о природе	1	1
дать ей	1	1
не раз	1	1
мы возьмем	2	2
между прочим	1	2
никак нельзя	3	3
единый и	1	1
понятие выраженное	1	1
как нечто	2	8
или в	2	4
же нам	1	1
учение о	2	3
акт обозначения	4	4
и сам	2	1
но их	1	1
конце концов	7	4
а именно	6	12
общности и	1	1
необходимы для	2	1
от той	1	1
том что	19	12
неимоверная путаница	1	1
о котором	3	1
однако и	1	3
отношения между	1	1
и ничего	2	2
этих вещей	1	1
и следовательно	4	3
определенного рода	6	2
в алгебре	1	1
как таковой	4	1
однако это	2	3
или без	1	1
ни на	1	4
всегда есть	1	6
оно не	3	3
и символе	1	1
указание на	3	4
не требует	2	1
а также	2	4
оно есть	1	1
и понимать	1	1
в голове	2	1
меньше всего	1	2
без всякой	5	2
знаком или	1	1
переходит в	1	1
