2gram	Losev_ProblemaSimvolaiRealistich_partition_part4_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part3_wordlist_2gram
характером и	1	1
это тоже	2	1
хотели бы	1	2
как символ	1	6
подлежащая разложению	1	1
чем сам	1	1
в результате	2	8
они слишком	1	1
возникает только	1	1
не к	1	2
здесь картина	1	1
есть такое	3	1
перестает быть	1	2
есть именно	5	2
не что	4	2
здесь перед	2	5
стало для	1	1
с этой	3	1
самого себя	3	1
бесконечного ряда	1	8
об этом	3	6
неделимое на	1	1
в образе	1	1
сам этот	1	1
даже просто	2	1
под него	4	2
художественного образа	12	3
чистом виде	2	2
каждой из	1	2
а только	5	6
поскольку в	1	1
в первую	3	1
действительность однако	1	1
жизни вообще	1	1
не хотел	1	2
при условии	2	2
мы называем	1	1
медном всаднике	1	1
якова в	1	3
и есть	5	4
едва ли	5	10
самом деле	3	3
самом же	4	2
хотя и	5	5
представляется в	1	1
свойственная ему	1	1
то же	13	7
если только	1	1
так то	1	1
другими словами	6	3
художественные символы	2	1
нельзя сказать	2	1
нечего и	1	1
другое дело	2	2
значение и	5	1
поскольку эти	1	1
в чистом	3	2
говорят о	3	1
европу прорубить	1	1
самыми разнообразными	1	1
обращать на	1	1
категории в	1	2
то более	1	3
что символ	6	4
специального назначения	1	2
настоящий символ	2	1
слова символ	1	1
действительности а	1	1
ряд и	2	1
к этой	1	1
самодовлеющего созерцания	2	1
тургенева и	1	1
символа как	1	4
себе как	3	1
там и	3	1
и поэтому	1	1
ясно что	6	7
то тем	1	1
с точки	2	11
же и	4	3
можно только	1	2
бесконечный ряд	8	16
тезис о	1	1
на действительность	2	1
ли кто-нибудь	1	2
всех прочих	1	1
оно стало	1	1
скажет что	4	1
и чистая	1	1
аллегория поскольку	1	1
представляется что	1	2
но в	12	8
в контексте	2	1
всякого рода	4	3
не имеет	9	4
басенной общности	1	1
художественные образы	2	9
сих пор	2	1
если и	1	3
тоже будет	1	1
жизнь и	2	4
тем не	10	10
не значит	3	1
которого он	1	1
символ есть	5	6
или образная	3	1
о которых	3	2
от какой-нибудь	1	1
а потом	1	1
в другом	2	3
стремящихся к	1	1
эмблема есть	2	1
в котором	2	2
для него	3	3
да еще	2	1
бы даже	1	4
д и	4	1
другой и	1	2
совсем не	2	1
модель для	2	2
школьной логики	1	1
число в	1	1
можно было	4	4
и это	9	2
мы его	1	2
мы сейчас	2	3
кроме себя	1	1
идеи с	1	1
действительности но	2	1
просто тип	2	1
ничего общего	7	5
отношений но	1	1
указывает ни	2	1
символом то	1	1
так называемая	1	2
и непосредственно	1	2
от аллегории	2	1
самому предмету	1	1
и образная	1	1
уж во	3	2
и далее	1	1
таком понимании	1	1
от нее	1	1
от мифа	1	1
том виде	2	2
рисуется в	1	1
не чисто	1	1
уже давно	1	4
когда мы	15	5
еще и	7	3
аллегория ни	1	1
и от	9	6
часто и	1	1
пожалуй даже	1	1
сейчас мы	2	1
эти мифологические	1	1
десятичных знаков	1	2
в одном	1	4
очень художественной	2	1
иное как	4	2
себя не	2	1
символ если	2	1
в начале	2	3
о самом	1	1
писателя и	1	1
что дело	2	1
и больше	3	2
бы и	1	3
в той	3	8
себе в	1	3
прочих структурно-семантических	1	1
рода эмблемы	1	1
самого предмета	1	1
и все	3	8
разлагается в	2	2
в смысловом	1	2
которое указывает	1	1
человеческой жизни	2	5
вполне имманентна	1	1
представляет собою	1	1
мы только	2	2
и о	5	5
жизни и	6	5
еще только	1	2
но отнюдь	1	1
в них	1	5
как функцию	1	1
и ни	3	5
очень слабо	1	1
если не	3	3
сторон жизни	1	1
отнюдь не	10	10
семантических оттенков	1	1
вдохновенный раздался	1	1
слова но	1	3
только символ	1	1
мало чем	1	1
принцип порождения	1	1
в том	21	20
происходит в	2	1
первой степени	6	3
художественном образе	2	2
как они	1	2
это можно	2	2
числом десятичных	1	1
к другой	2	2
если принять	1	1
понятия с	1	1
xx в	2	1
и структура	1	1
не отличаются	1	1
к самому	2	1
ни олицетворение	1	1
не все	1	1
идет речь	3	2
как мы	8	3
и искусства	2	1
пока еще	2	1
в отношении	2	4
образности и	4	5
изображения и	1	1
схематическое олицетворение	2	1
себя самого	1	1
есть не	5	6
можно назвать	1	2
в виде	6	22
настоящее время	2	1
символа но	1	3
от понятия	1	2
здесь не	8	7
символа и	6	8
всякий символ	4	4
значение сам	1	1
иным как	1	2
самой этой	2	1
в ночи	1	1
является здесь	2	2
сравнении с	2	2
то чтобы	1	1
всю эту	1	2
как он	1	1
и между	1	1
может существовать	1	2
что здесь	5	6
нет ничего	6	3
менее в	1	1
то он	2	2
символа все	1	1
то это	10	3
в своих	1	1
символами но	1	1
и единичное	4	2
о ней	2	1
или иного	3	3
является вполне	1	1
необходимо будет	1	1
античной мифологии	1	1
и вполне	5	5
есть такая	1	1
леса для	1	1
природой здесь	1	1
соотношение символа	1	1
уже во	2	1
уже в	3	4
в жизни	1	3
это и	7	4
отличать от	1	1
своих перевоплощений	1	1
нашем смысле	2	10
особенно в	1	1
в истории	1	3
закон для	1	1
и потому	7	7
и он	1	2
как на	2	1
с их	2	1
ее переделывать	2	1
обобщаются в	1	2
из них	2	3
здесь под	1	1
не менее	10	10
вещей и	1	1
еще не	5	7
на первом	1	1
же самое	9	6
тоже вполне	1	1
но на	1	1
в конце	5	2
образ тоже	1	1
не вполне	1	2
эта последняя	2	1
тех или	5	4
нужно сказать	1	1
и тогда	3	2
на какие	1	1
можно даже	1	2
чего же	1	1
волнам а	1	1
виде как	2	3
и на	1	3
всегда и	1	1
есть чисто	1	1
к другу	1	1
есть то	3	1
есть общее	2	1
символ во	1	1
вообще не	1	3
возможность возникновения	1	1
для того	1	3
только так	1	2
если они	1	1
нами путь	1	1
или иную	1	1
в бесконечный	7	14
в самом	3	2
а то	3	2
яснейшим образом	1	1
мы еще	1	1
в то	9	4
красноречиво говорит	1	1
никогда не	6	1
можно ли	4	3
в эпоху	1	1
так же	5	5
созерцания и	1	2
художественная сторона	1	2
без всякого	3	4
так что	12	6
нам представляется	2	2
не имеющих	1	1
не в	13	13
не говорится	1	1
сама же	3	1
есть в	3	7
дело здесь	4	1
в европу	1	1
и во	2	4
в басне	11	1
и кончая	1	1
море смеялось	1	1
раз и	4	1
как это	2	3
который только	2	1
то этот	1	1
несомненно и	1	1
ясности мысли	1	1
с чем	2	1
тоже только	1	1
просто в	1	1
ряд всевозможных	1	1
таковы же	1	1
и аллегория	2	1
порождающей модели	2	2
насилия и	1	1
с самой	3	1
вполне отчетливо	1	1
просто о	2	1
и самого	1	1
чистая художественность	3	1
для этого	6	2
нет в	1	2
требует от	1	1
далеко не	1	2
искусства и	2	1
как бы	9	4
и общее	1	1
в глаза	1	1
образная сторона	2	1
то круг	1	1
себе и	1	3
символы это	1	1
выводу что	1	1
и почти	1	1
видно что	1	1
уже по	1	2
предмета так	1	1
в очень	1	1
только то	2	1
будто бы	3	2
в арифметике	1	1
только тем	1	1
или это	1	1
мы можем	6	3
называем его	1	1
только при	4	6
угодно можно	1	1
от его	2	1
в типе	3	2
не был	2	1
этой точки	2	1
них это	1	1
в целом	6	1
свыше вдохновенный	1	1
что не	1	4
что эти	1	1
а не	18	7
они вовсе	1	1
значит что	7	8
уже достаточно	1	1
если мы	16	5
обобщение которое	2	1
время как	4	2
подобного рода	3	11
именно так	3	1
теогонии гесиода	1	1
целиком а	1	1
одним из	1	1
и ее	3	4
или даже	5	4
а наоборот	1	2
вещи есть	2	1
или очень	1	1
пройденный нами	2	1
не метафора	1	1
заключается не	1	2
совсем другое	4	2
пор мы	1	1
более общее	1	1
могли бы	4	1
в целях	1	5
он и	2	1
мы говорили	2	1
а может	2	2
которая так	1	1
с ее	2	2
песни якова	1	1
но чтобы	1	1
и другое	1	3
он есть	2	1
что оно	2	1
действительность и	3	1
и особенно	2	1
когда в	3	1
при помощи	8	10
том или	3	3
убеждаемся в	1	2
это было	2	2
символ указывает	1	1
чем мы	1	1
является не	2	2
картины природы	2	1
отражает и	1	1
о соотношении	1	1
принять во	1	1
не заинтересованного	1	1
в аллегории	15	5
с собой	3	3
что же	8	1
всадника пушкина	1	1
на какую-нибудь	2	1
в художественную	1	1
новое и	1	2
имеет ничего	3	2
часто даже	2	1
вопрос о	1	1
в которой	2	2
ничего не	3	1
говорили что	1	1
такие произведения	1	1
у пушкина	6	3
символов в	1	1
но они	1	2
что они	5	2
истории в	1	1
никакой возможности	1	2
опять-таки не	1	1
по поводу	2	1
только потому	2	1
который разлагается	1	2
тоже есть	4	7
но только	6	2
это слово	1	1
л толстого	1	1
к другим	1	1
тут идет	1	1
или иной	8	13
с ней	5	2
и здесь	5	1
и закон	1	2
которое в	1	2
в живом	1	1
символы но	1	1
гоголя и	2	3
для нее	2	1
время войны	1	1
однако вовсе	1	1
мы тоже	1	1
являются только	3	1
смысловом отношении	1	2
идейная образность	12	2
при этом	4	6
того что	8	1
но уже	3	1
но что	2	1
у него	1	1
часами для	1	1
и она	1	1
что иное	4	2
в этих	2	5
основного образа	1	1
ни к	3	2
сама по	8	2
указывают на	1	1
этой образности	2	1
это символ	2	4
по определенному	1	3
то его	1	1
только по	1	1
итак символ	5	1
и соответствующие	1	1
и вся	1	1
в искусстве	4	1
нисколько не	2	1
суждено в	1	1
знаком и	3	1
то ни	6	1
глас петра	1	1
что это	3	2
натуралистической копией	4	1
находятся в	3	2
а еще	2	3
разложению в	1	1
и другие	3	1
друг к	1	1
и часто	1	1
во все	1	2
идейности ни	1	1
и тоже	3	2
начиная от	1	1
самим пушкиным	1	1
чем иным	1	2
слова и	3	1
даже в	1	1
изображенная здесь	1	1
мы имеем	2	6
каждый раз	3	5
изобразить в	1	1
мы читаем	2	2
того и	1	1
таком случае	4	1
это понятие	2	1
что при	2	1
общность не	1	1
символы и	1	2
связан с	1	1
так и	10	10
вещи и	7	1
или другой	4	3
тем самым	5	4
чистой художественности	2	1
но как	4	3
что тут	3	1
символа однако	1	2
с разными	1	1
уже миф	1	1
в метафоре	3	1
от всякого	2	1
множество других	2	1
бы то	4	1
не обходится	1	3
чисто логически	1	1
но например	1	1
если бы	3	8
необходимыми для	1	1
функция которая	1	1
в мифе	3	3
тип взятый	1	1
нас в	4	1
как раз	8	4
все в	1	3
и миф	1	1
символ здесь	1	1
что она	1	4
никакому сомнению	1	1
что если	1	1
что всякая	1	1
о чем	2	1
самой действительностью	1	1
и что	7	2
в мифологии	1	1
целое однако	1	1
категорий в	1	3
и притом	4	2
иметь в	1	1
что все	2	1
раз только	1	1
него тоже	1	1
сказать что	16	7
метафорой и	1	1
то есть	34	27
н грибачева	1	1
вместе с	2	5
всякий художественный	2	1
отдельные области	1	1
и останется	1	1
вот эта	1	1
представлений о	1	1
мифологический символ	1	1
поэтому нет	1	1
и максимально	1	1
ничего и	1	1
том какую	1	1
в самой	2	4
независимая от	1	1
является символом	3	6
символ вещи	1	1
однако не	1	4
именно символ	1	4
относится к	1	2
то в	3	2
и его	5	10
правда в	1	3
отношение символа	1	2
примеров на	1	1
от типа	2	1
других структурно-семантических	1	1
принцип конструирования	3	1
конца и	1	1
об ее	2	2
его от	1	1
художественной структуры	2	2
не на	1	1
это есть	3	3
о символе	2	2
том смысле	3	2
если угодно	2	1
чисто художественной	2	1
той или	12	14
в медном	1	1
собой разумеется	1	1
самостоятельное значение	4	1
натуралистическую копию	1	1
в отвлеченном	1	4
она в	1	2
значимость только	1	1
в частности	2	2
более то	1	1
от их	1	1
только отражает	1	1
классической литературы	1	1
и даже	14	9
и очень	3	5
и тем	9	7
во внимание	2	1
в античной	1	1
только в	19	23
тоже не	5	1
не символ	6	1
символ в	5	6
резко отличается	1	1
рисуют нам	1	1
целое и	2	1
есть самый	1	1
более абстрактное	2	1
как в	5	5
взятые сами	4	1
тем более	3	4
возможных для	1	1
и слишком	2	1
же касается	4	1
только более	1	1
здесь налицо	1	1
для получения	1	1
общечеловеческим идеалам	1	1
для его	3	2
образность или	3	1
что всякий	9	3
когда уже	1	1
случае не	3	5
содержит в	3	8
в их	2	1
общего и	1	7
структуре в	1	1
в себе	8	12
идея и	3	3
нашего анализа	1	1
к тому	3	3
что вся	2	1
сказать и	1	1
художественное произведение	8	1
само собой	2	3
своему содержанию	2	5
у гоголя	8	1
обозначающего и	1	1
но даже	4	4
в теогонии	1	1
которые мы	3	1
звучный глас	1	1
или миф	1	1
и является	4	3
случае он	1	1
с ним	7	4
заметим что	1	3
тому что	4	1
символ отличается	2	2
о функции	1	1
и более	2	3
только с	4	1
своя собственная	1	1
не мешает	3	3
подлинный символ	1	1
не ради	1	1
вплоть до	1	3
есть уже	3	1
отметить то	1	1
теории символа	1	1
то менее	1	1
все такого	2	2
ни аллегория	1	1
она является	1	2
такое обобщение	1	1
потому что	25	15
друг друга	2	2
что для	3	1
только и	8	5
на том	1	1
модели но	2	1
и то	14	2
единственный способ	2	1
всех этих	2	6
xix и	1	1
все время	1	2
не просто	23	16
все они	2	3
так как	9	5
лиц и	1	1
если символ	3	1
как будто	3	11
было только	1	1
образы и	3	3
не могут	1	1
или других	1	2
на свою	1	1
в известной	2	1
что единственный	1	1
что под	1	1
только ради	1	1
из себя	3	2
все указанные	1	1
мы все	1	3
себе отчет	1	2
и с	9	7
и нераздельное	1	1
это в	2	1
и всякий	1	1
тут же	4	3
также и	16	13
предмет и	1	1
с другой	7	7
в художественном	3	4
до их	1	1
самое время	4	2
дело не	2	3
в чем	4	2
было бы	8	14
если его	3	1
бы весьма	1	3
мы хорошо	1	1
только к	2	3
дело с	1	2
удовольствия но	1	1
и личной	1	1
не очень	2	2
у нас	10	14
к своему	1	2
бы только	2	1
именно в	2	7
метафорой ни	1	1
себе но	1	1
мы не	7	7
по одному	1	2
действительности тем	1	1
дело когда	1	1
стремится к	1	1
но почти	1	1
здесь мы	1	3
ли в	1	1
их с	1	1
что символизируется	1	1
данного произведения	1	1
но эта	3	2
всегда можно	1	1
гораздо более	5	1
с одной	2	1
формально-логического обобщения	2	1
и содержания	1	1
мы поняли	1	1
точно так	3	3
быть и	3	1
нечто целое	2	3
символом в	1	1
тут перед	1	2
том как	2	2
в содержании	1	1
жить и	1	1
для себя	2	2
как таковое	1	1
и самой	4	1
до того	1	2
же как	3	1
очень много	3	2
виде все	1	1
все это	5	9
не чем	1	2
самостоятельным художественным	1	1
в качестве	3	10
типологии и	1	1
тоже являются	1	5
в стихотворении	2	2
совпали здесь	1	1
является принципом	1	2
мы будем	2	1
жизни а	3	1
не так	3	3
с начала	1	1
то ясно	1	1
единичное и	1	1
единое и	1	1
его на	1	1
своей собственной	2	1
совершенно не	4	3
есть символ	11	11
этот термин	1	1
данной художественной	1	1
равно как	1	1
ней не	1	1
нас не	5	1
и если	6	5
предмета к	1	1
нас еще	1	1
дерева у	1	1
только что	2	2
в такой	1	1
бесконечным числом	1	1
чувственные образы	1	1
не всегда	1	1
символа то	1	1
мы приведем	1	1
а это	3	3
что он	9	8
данном случае	7	5
начале или	1	1
в прямом	1	1
отвлеченное суждение	1	1
жизни когда	1	1
есть просто	2	1
по сравнению	2	1
символ как	4	2
не говорит	1	1
первую очередь	3	1
себе вполне	1	1
что и	9	3
уже не	7	5
вполне закономерно	1	1
обходится без	1	2
в геометрии	1	1
он в	2	1
известного рода	1	5
хотя бы	3	7
символ с	1	1
жизни но	2	1
нас о	1	1
в настоящее	2	1
этого произведения	3	2
с другими	3	3
общую идею	1	1
и по	2	2
несет с	1	1
вещах и	1	1
есть ни	3	2
в нашей	2	1
в ней	5	7
внимание на	1	1
быть символом	1	1
обобщением но	1	1
художественному образу	1	1
натуралистическая копия	2	2
нечто символическое	1	1
ведь и	1	1
аллегории мы	1	1
мог бы	1	1
сам по	6	6
говорилось выше	2	1
того же	2	2
к ней	1	2
в понятии	2	2
смысловой заряженностью	1	1
случае нельзя	2	1
без этого	1	3
но все	3	3
должны сказать	5	2
в этот	1	1
всерьез а	2	1
о символизме	1	1
в связи	7	3
аллегорией и	1	1
единичное в	1	2
общего с	3	2
взятое само	2	1
и к	6	3
символ а	2	3
трудно отделить	1	1
степени но	1	1
с какой-нибудь	1	1
в наших	2	1
картина природы	1	1
независимо от	1	3
как о	5	3
является и	1	3
нас выше	2	3
глубоко и	1	3
то мы	1	2
значит в	1	1
состоит жизнь	1	1
только еще	3	1
трактуются как	1	1
новых и	1	1
за пределы	5	2
есть нечто	8	9
не как	1	1
действительности и	1	5
в каком	4	6
а дело	2	1
не прямо	1	3
никак не	9	4
имеет в	1	1
условии их	1	1
л толстой	2	2
нами символ	1	1
является только	5	2
это уже	3	3
ни в	8	17
тогда-то свыше	1	1
необходимо сказать	3	3
какой-то особой	1	1
что в	8	3
в своей	5	4
не указывает	3	1
но если	6	6
зрения писателя	1	1
мы убеждаемся	1	1
в основе	2	1
значения этого	1	1
под эту	1	1
от художественного	5	1
обратить внимание	1	1
художественными образами	1	2
которыми мы	1	1
в буквальном	2	3
или менее	1	2
раздался звучный	1	1
бы мы	2	1
с михалкова	1	1
спросим себя	1	1
только не	1	4
одна к	2	1
не символы	2	2
мере не	1	5
не то	2	2
самое можно	1	2
а он	1	1
нечто иное	2	2
и структуры	1	1
у военных	1	1
не может	7	5
общность но	1	1
но который	1	1
каких бы	1	1
того или	6	3
другого кроме	1	1
образом отличать	1	1
такого рода	6	7
а к	2	1
все прочие	1	1
образ и	3	2
это просто	1	1
математические символы	1	1
этот образ	1	1
не существует	1	5
разного рода	2	1
о том	6	5
и начала	1	2
подпадающих под	2	3
прорубить окно	1	1
в виду	10	6
самой же	1	2
это именно	1	1
на то	3	1
мы и	2	1
почти можно	1	1
от всякой	1	2
символа таковы	1	1
может быть	28	9
но взятое	1	1
и можно	2	5
ни с	4	4
ничто не	2	1
разница между	1	1
одном случае	1	2
исторического развития	1	1
сторона здесь	1	1
была бы	1	2
с тем	5	4
который в	2	1
определенному закону	1	2
аллегорией ни	1	1
от тех	2	1
является просто	1	1
для них	2	2
художественный образ	9	6
природы и	2	1
мы хотели	1	2
в таком	5	6
неизвестно чего	2	1
символа вообще	1	1
анализа в	1	1
образе или	1	1
не будем	2	2
не было	5	3
но ведь	1	1
того чтобы	1	2
и при	2	1
в этой	3	4
яснее если	1	1
само по	3	1
всех бесконечных	1	1
или другом	1	1
является пустой	1	1
всяком случае	6	4
идейность и	1	1
от нас	2	2
комедия данте	1	2
во всяком	9	8
себе а	3	1
и вообще	8	6
иное чем	1	2
вместе со	1	1
если же	3	1
есть своя	1	1
и после	2	1
трактуется как	2	3
об аллегории	1	1
такое же	1	1
в изображении	1	1
не только	14	24
отражает действительность	2	1
он не	8	2
что даже	4	1
там же	1	2
начала и	1	1
тем же	2	1
в аллегорию	1	1
в пределах	1	2
образы являются	1	1
нас и	2	1
символ не	9	1
себе представить	1	1
здесь уже	1	2
с той	5	1
характеристики символа	1	1
на себе	3	3
утверждать что	1	1
средневековых моралите	1	1
одной стороны	1	1
и символ	5	4
бы не	1	1
нераздельное целое	2	5
войне и	1	1
для их	1	1
и для	2	4
мы в	4	1
начала до	1	1
действительность но	1	1
по себе	25	11
понятие символа	3	1
даже и	16	13
в условиях	3	3
порождающей моделью	2	4
а в	5	4
для теоретика	1	1
и мире	1	1
просто художественное	1	1
а во-вторых	1	1
конструкцией в	1	1
остановиться на	1	1
символики в	1	2
есть другими	1	1
в одно	1	6
для тех	1	1
нужно считать	1	1
отвлеченном виде	1	2
нуждается в	1	1
дается в	1	1
смысле что	3	1
есть тот	1	1
поскольку она	1	1
нам суждено	1	1
и только	6	4
это будет	4	2
хотя в	1	1
самодовлеющего и	1	4
без цели	2	1
мы произносим	1	1
есть закон	1	1
символ второй	3	1
для всех	1	3
ясно из	1	1
символические функции	1	1
по мнению	2	1
мы должны	7	3
бросается в	1	1
и до	2	1
без которых	1	1
и говорить	1	1
есть принцип	2	1
андрея болконского	1	1
не исключает	1	1
смысле слова	8	15
мере в	1	1
знака но	2	1
являются не	1	1
и хотя	1	1
они являются	1	1
ничего другого	1	1
и как	3	3
иной раз	3	1
привело бы	1	1
именно к	1	1
символе есть	3	1
об его	4	2
каком виде	1	1
ни об	3	1
исторического процесса	1	1
только он	2	1
точки зрения	5	14
другой более	1	1
самой настоящей	2	1
что именно	1	2
но и	10	14
в ее	4	5
до сих	2	1
начала xx	2	1
том чтобы	1	2
но именно	2	2
или как	3	1
себя в	2	2
быть даже	3	1
во всем	1	2
только для	1	3
божественная комедия	1	2
как указание	1	1
действительность в	1	2
на самом	7	5
именно потому	3	1
второй степени	6	3
жизни андрея	1	1
итак всякий	1	1
перестанет быть	1	1
для ее	2	2
своим собственным	2	2
крайней мере	5	6
говорить о	3	2
в этом	17	9
их взаимное	1	1
что мы	8	3
мы ни	2	2
между собою	2	2
образов и	3	1
оказывается что	1	1
из этих	1	1
если иметь	1	1
всякой символики	1	2
символ именно	1	1
и когда	1	2
вполне субстанциально	1	1
нам в	1	1
слова поскольку	1	1
заключается в	4	2
только на	5	2
даже самое	2	1
которых состоит	1	1
и художественного	1	1
тоже является	5	3
уже символ	1	2
и нужно	1	1
не нужно	1	1
термина символ	2	1
ту или	1	1
этих образов	2	2
мы теперь	2	1
символ мы	2	1
мы начинаем	3	1
понятия но	1	2
можно сказать	6	5
бесконечное количество	8	4
ее на	1	1
такие которые	1	1
тоже в	1	1
в нем	9	5
во время	1	1
заметить что	1	1
во всех	2	4
структурно-семантические категории	3	7
на какой	1	1
или по	4	2
идею и	1	1
и событий	1	1
огромной и	1	1
какому ее	1	1
здесь именно	1	1
и совсем	1	1
котором мы	1	1
вещей лиц	1	1
между прочим	2	3
смысле она	1	1
художественного произведения	14	1
никак нельзя	2	1
в вечном	1	4
образность в	2	1
или в	4	5
учение о	1	3
символа мы	2	3
аллегории и	2	1
и сам	5	1
идеи и	3	1
понятия то	1	1
но к	1	1
конце концов	3	1
в эстетике	1	1
отличаются от	1	1
порождающим принципом	1	1
а именно	8	2
иной мере	2	3
или иных	4	3
метафоре но	1	1
том что	12	12
порождает из	1	1
эти категории	1	2
указания на	3	1
несет на	2	1
рода конструкции	1	1
о котором	1	1
однако и	1	1
чем же	4	3
определенного рода	5	1
его общность	1	1
при наличии	1	1
себя но	1	1
понятий в	1	1
только о	3	1
и формулировать	1	1
структурно-семантических категорий	2	9
однако это	2	2
образа в	2	1
ни на	3	3
всегда есть	2	4
просто символ	1	1
указание на	1	1
а также	4	6
в натуралистическую	1	1
от одной	1	1
меньше всего	1	3
без всякой	1	2
художественным произведением	3	2
тип и	2	1
почти всегда	2	2
