2gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part2_wordlist_2gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part1_wordlist_2gram
форм и	6	1
или же	3	2
все в	2	1
в основе	3	5
на материале	1	1
не должно	1	1
с его	4	11
к основным	1	1
с позитивизмом	6	1
из ее	1	1
отдельных его	1	1
все более	2	2
в той	1	2
что если	1	1
себе в	1	1
зависимости от	3	3
всего этого	2	5
взяли мы	1	1
определить и	1	1
равнодушен к	1	1
увидим дальше	1	1
в применении	2	2
и все	6	3
по принципу	1	3
или менее	6	1
никто не	1	1
формалистов от	1	3
его элементы	1	2
литературы поэтому	1	1
и речи	1	5
художественная конструкция	2	2
какой-нибудь элемент	1	1
нам кажется	1	1
и заключается	2	1
развития литературы	1	1
изучения поэтического	1	3
что на	1	2
и о	1	2
жизни и	7	3
единства и	2	2
формалисты исходили	1	1
настойчиво подчеркивают	1	1
всякий идеологический	1	1
поэтому проблема	1	1
целом ни	1	1
и притом	1	1
формалистов был	1	1
ни взяли	1	1
это положение	1	2
в них	3	1
пр являются	1	1
становящемуся ряду	2	1
место в	7	3
основная задача	1	2
произошло еще	1	1
при изучении	1	1
но принципы	1	1
на лингвистику	1	3
не есть	2	3
этих последних	1	1
себе эти	1	2
отнесены и	1	1
между этими	1	3
и ни	1	1
это то	1	1
или иное	1	1
без исключения	1	2
не может	16	14
реальной действительностью	1	2
могут быть	1	6
язык и	1	7
там где	1	4
от идеологического	1	2
между отдельными	1	1
сказать что	1	2
если произведение	1	1
мы видели	2	4
отнюдь не	6	8
действительности в	2	1
в работах	1	2
того или	2	4
проблема и	1	2
не могло	5	1
произведения искусства	3	2
вместе с	2	6
он должен	3	1
идеологического смысла	3	2
мы знаем	1	3
в том	6	11
понимании этого	1	2
места в	2	1
система в	1	1
принципов и	1	1
художественной программы	2	1
в его	23	10
значения в	1	2
на почве	13	9
это время	1	2
человеческого организма	1	1
идеологической значимости	1	3
как они	1	4
внешних факторов	2	1
не входит	1	3
и может	4	3
и смыслом	1	2
приводит к	2	2
идеологических ценностей	1	1
характер они	1	1
за ней	1	1
между тем	2	2
конструктивных проблем	1	1
что самая	1	1
всякого искусства	2	2
науки о	2	2
о различных	1	1
и понимание	1	1
его не	2	2
отношение к	3	2
являются лишь	2	1
должна ориентироваться	1	1
учение об	1	1
на то	1	1
произведения т	1	2
идеологическую значимость	2	1
во всей	2	2
общеидеологический кругозор	1	1
в реальную	1	1
какое бы	1	1
большинстве случаев	2	3
уже о	1	1
языка то	1	2
и смысл	1	1
есть только	1	2
технически служебным	1	1
какого-нибудь литературного	1	1
должны быть	5	1
конструкции мы	1	1
и функции	1	2
отрыве от	1	1
в литературном	2	1
этой плоскости	2	1
главным образом	4	3
как мы	5	7
однако не	2	3
специфических особенностей	2	3
особого рода	1	1
как чисто	1	1
не творит	1	1
исключительно как	1	1
сам предмет	1	1
может быть	14	23
эти определения	3	2
этого метода	1	1
и его	10	21
то в	1	2
не можем	2	1
эту значимость	1	1
своих моментах	1	1
правда в	1	2
и входит	1	1
произведения и	8	3
конструкции поэтического	1	1
отчетливости в	1	1
существенных моментов	1	1
как его	1	2
вовсе не	10	11
к действительному	1	3
она не	6	2
исходили из	1	3
их теория	1	1
в поэтике	1	2
основным явлениям	1	1
изображения и	3	1
форм как	1	1
это казалось	1	1
между двумя	1	2
в поэтической	1	4
всякое иное	2	1
его от	1	4
положений в	1	1
художественной структуры	6	1
была бы	2	3
при таких	1	1
так на	1	1
не на	2	1
с тем	2	11
на развитие	1	1
в виде	1	1
с предшествующими	1	1
настоящее время	10	1
отношением к	1	1
этого прежде	1	1
направления т	1	1
из этого	1	2
для литературы	1	1
по теории	1	3
к работам	1	2
задачи и	4	3
здесь не	3	4
конструктивного значения	1	11
в простую	1	1
поэтику как	1	1
общения в	1	3
конкретного материала	1	1
от тех	1	2
бы в	3	5
увидим что	1	1
а о	1	3
очень характерно	1	2
явлений как	1	1
и смысла	1	3
значение не	1	1
но из	1	1
говоря уже	1	1
в истории	4	6
как поэтический	1	1
отличие от	1	2
самое же	1	1
и действительно	1	1
для них	1	3
и других	3	2
со стороны	5	2
то чтобы	1	1
социологического метода	6	1
как он	1	1
и создает	1	1
именно как	12	4
организации произведения	1	1
и нельзя	1	1
в первый	1	5
основные моменты	1	1
учения о	2	1
возможно лишь	1	1
борьбы с	1	2
русский формализм	2	1
т п	4	9
превращения его	1	1
потебни и	1	2
идеологического значения	1	3
не было	3	6
и отчасти	3	3
и даже	3	4
от этой	1	1
но ведь	2	3
как предмет	1	2
и тем	1	2
того чтобы	1	3
в своих	2	1
только в	2	6
в смысле	1	1
в этой	6	6
ней и	1	1
природного тела	1	1
так сказать	3	3
другой стороны	1	4
или иного	3	5
роли в	3	1
формализм в	3	1
т е	34	26
в русском	1	1
литературе в	1	1
его развития	1	1
идет о	2	2
мы их	1	1
и иными	1	1
материал и	1	3
конструктивные задачи	6	2
всяком случае	4	5
его с	2	3
в единстве	7	2
чтобы понять	1	1
литературное произведение	10	1
литературного направления	1	2
к вопросу	1	1
к этому	1	4
проникает вовнутрь	1	1
дальнейшее развитие	1	1
литературы и	2	4
и эта	1	1
но для	3	1
приспособляется к	1	1
они и	1	1
как в	8	4
последнем счете	1	1
от этого	2	3
во всяком	4	5
применении к	2	2
и не	20	20
до настоящего	2	1
воздействующий на	1	1
приспособляться к	1	2
что язык	1	1
лежит в	1	1
произведение не	1	1
сказать в	1	1
таким образом	13	20
конструктивное единство	2	1
к предмету	1	3
не говоря	1	1
понятий и	1	3
внутренним фактором	1	1
если же	2	2
и конкретной	1	1
в художественной	1	1
знаем совершился	1	1
его идеологического	1	1
время не	1	1
а вовсе	2	1
конкретном единстве	3	1
единственно и	1	1
в системе	2	1
поэтики должно	1	1
теоретической мысли	2	1
своего исторического	1	1
это и	3	5
к действительности	2	3
принципы и	1	2
не только	7	9
по аналогии	3	2
искусство только	1	1
является лишь	4	1
тем пониманием	1	1
идеологическими явлениями	2	1
он не	3	6
говорит он	3	5
смысле этого	3	1
русский формальный	2	2
все эти	6	6
положения формального	1	1
общения до	1	1
идеологическим кругозором	1	1
особенно в	3	3
в данном	1	1
одним словом	5	4
были не	1	1
в пределах	6	12
противном случае	1	1
не оказать	1	1
русского формализма	2	2
смысле и	1	1
и всякое	3	2
в литературе	5	1
слова в	1	3
идеологий но	1	1
тенденция к	1	1
при соблюдении	1	1
индивидуального потребления	2	2
с самого	1	2
дальнейшей жизни	1	1
даже основные	1	1
особого типа	1	1
в их	11	6
произведение искусства	2	2
т д	8	5
аналогии с	3	1
иногда и	1	1
было в	1	2
произведение действительно	1	1
материала в	3	1
что бы	5	1
быть поняты	2	1
в себе	3	1
непрерывно становится	1	1
между ними	3	2
как на	4	1
в словах	1	1
без нее	1	3
поэтической структуре	1	2
к тому	3	4
с их	1	1
сюжет как	1	1
оно является	1	1
этого вытекает	1	1
исследования и	2	1
и этот	1	1
их разрешения	1	1
художественное произведение	6	2
в эту	2	1
тех тенденций	1	1
перед нами	1	2
метод должен	1	2
одной стороны	4	1
и важность	1	1
только как	2	1
глубже чем	1	1
а лишь	2	3
образом является	1	1
и материальной	1	1
из них	1	4
социальной жизни	11	1
ничем не	3	2
и для	1	5
и выражения	1	1
этими двумя	1	2
установка на	1	2
в области	3	3
конструктивной функции	2	1
методологическую позицию	1	1
художественной конструкции	7	6
с художественной	2	1
и иные	1	2
до конца	7	2
как литературное	2	1
а белого	1	1
но даже	1	1
ради нее	1	1
эклектизма и	3	1
нельзя понять	3	1
сами по	2	2
литературных произведений	3	2
из виду	2	1
отличается от	3	1
его элементов	1	5
живые связи	1	1
согласиться с	1	1
строить не	1	1
видели является	1	1
техники и	2	1
в первом	1	7
этой организации	1	1
с историей	1	1
новое научное	1	1
лингвистики и	1	1
идеологического кругозора	16	5
не дают	1	1
как некоторое	1	1
по себе	5	7
единстве идеологического	1	1
смысла с	2	2
и является	2	1
не менее	11	1
даже и	2	4
заложены в	1	1
конкретные формы	1	1
целый ряд	3	1
настоящего времени	2	1
перейти к	2	1
не столько	1	4
д ?	1	1
относиться к	1	1
его изучения	1	1
нем как	1	2
так в	1	3
с ним	2	2
к его	1	2
идеологическое преломление	1	1
в условиях	1	1
всех терминов	1	1
не могла	2	1
направлено на	1	1
и глубже	2	1
в звуке	1	1
выходя за	1	1
основные понятия	1	5
а в	6	6
стремлением к	2	1
тому что	1	2
мы полагаем	2	1
на формализм	1	2
в статье	1	4
ее элементы	1	1
определяются и	1	1
всего в	3	2
и более	2	2
и художественно	1	1
только с	1	1
здесь по-видимому	1	1
в каждом	3	1
лишь самые	1	1
в непрерывном	1	1
акт его	1	1
имеет и	1	1
что конструктивное	1	2
эти формы	1	1
и должно	2	5
структуре произведения	1	1
всех тех	1	1
художественном произведении	3	1
из системы	2	1
по преимуществу	1	5
в своем	11	1
в нашем	2	1
одного из	1	3
и без	1	1
самой формы	1	1
и на	8	3
в сторону	1	4
оно было	2	1
в различных	2	1
а отчасти	2	1
поэтическое творчество	1	2
не по	3	2
совершенно недопустимо	3	1
особенностям и	1	1
ли они	1	1
методы их	1	1
за счет	1	4
так или	1	1
п в	1	1
с помощью	3	10
социального общения	6	4
звука в	1	5
эта тенденция	1	1
как и	11	9
реальном пространстве	1	1
должен был	1	2
потому что	1	2
научный кругозор	1	1
навыки мышления	1	3
что для	1	2
на котором	1	2
подойти к	1	2
в самом	5	16
его из	1	2
только и	4	3
внутренняя форма	1	1
трудности и	1	2
литературного произведения	4	3
же время	8	5
с неизбежностью	1	1
особенности русского	1	1
в то	9	5
в конкретном	3	1
и поэтическое	1	1
никогда не	4	2
этом отношении	1	7
в россии	3	1
литературной критики	1	1
всех этих	3	3
технически служебные	1	1
и в	24	38
все время	2	6
так же	4	1
включить в	1	1
более отчетливо	1	1
от западноевропейского	3	1
языка поэтического	1	3
академическая наука	1	2
так что	1	1
в предисловии	1	2
произведения не	1	3
и достигает	1	1
и самый	2	1
а на	1	1
значения с	1	1
заумный язык	1	11
из его	1	1
так как	1	4
литературы но	2	1
последнего времени	1	1
значение в	3	1
но не	3	2
поэтического языка	1	65
б м	1	3
с этими	1	1
ни стало	2	2
нее и	1	1
функциях этого	1	1
в конструкцию	2	1
такой же	1	3
же наивно	1	1
метод в	4	4
не в	8	15
здесь дело	1	1
фактов и	2	1
историко-литературной работы	1	1
для нас	1	1
даже не	1	2
для всех	1	1
другими идеологическими	1	1
чем это	1	1
таком положении	2	1
сводится к	3	5
в конструкции	1	2
а сам	1	1
подходит к	3	1
на этом	1	2
и через	1	1
воскрешение слова	1	2
не могут	1	7
и во	1	1
взаимодействии с	3	1
по существу	2	7
литературы а	3	1
место и	1	2
русской литературной	1	1
и до	5	3
смысл и	1	2
думать что	3	1
как она	3	2
о литературе	6	3
раз и	2	4
лишь как	5	4
как это	6	2
к недооценке	1	1
из себя	1	1
с этим	2	5
лишь в	8	7
единстве социальной	5	1
стилей и	1	1
глава первая	2	1
проблем не	1	1
языка и	1	12
первая наука	1	1
содержания в	1	1
и с	8	9
теми функциями	1	1
но это	3	2
самого процесса	1	1
согласно учению	1	1
характерно для	1	1
нашей проблемы	1	1
произведение т	1	1
все остальные	1	2
формалистов и	2	3
форме почти	1	1
под влиянием	2	1
не для	3	1
друг другу	1	1
во что	2	1
формалистов над	1	1
ее в	1	2
как один	1	1
поэтического произведения	3	8
знаем что	1	1
образом не	1	2
и приемы	1	2
подхода к	2	2
методов ее	1	1
факторов на	1	1
же в	3	1
е в	1	1
ее и	1	2
конечно не	4	1
и самые	1	1
в конкретную	2	1
нового направления	3	3
для этого	4	2
нет в	1	1
в понимании	5	2
это не	2	2
естественно и	1	1
метода на	1	1
именно на	1	3
как от	1	1
к истории	1	1
с другой	5	3
идеологического мира	6	1
в художественном	3	2
и др	5	3
и всецело	1	1
иной раз	1	1
и как	3	3
поэтому мы	1	1
требует от	1	1
верховной цели	1	1
вне художественной	1	1
здесь в	2	1
но он	1	1
идеологической и	1	1
должно быть	11	2
существенного от	1	1
далеко не	1	1
и отчетливости	1	2
в формализме	1	2
его элемента	1	1
в чем	1	2
было бы	6	6
последних работах	1	1
как бы	6	4
является конститутивным	1	1
общения и	2	2
бы быть	2	1
какой бы	1	1
в процессе	9	9
более или	6	1
целого это	1	1
имеет значение	1	2
русской литературы	1	1
от других	1	1
романа например	1	1
в первой	1	1
различны и	3	1
как таковая	1	2
формалистов так	1	1
прежде всего	22	15
и нового	1	2
поэтики по	1	1
этой действительности	1	1
точки зрения	16	8
явление как	1	1
должно было	1	3
всех своих	1	1
этих сборников	1	1
на один	1	2
и поэтических	1	1
их учения	1	3
без другого	1	1
правильной постановке	1	1
развиваться в	1	1
у нас	5	1
но и	7	13
к своему	1	1
на фоне	3	4
полагаем что	2	1
же что	1	1
конструкции и	2	4
ведь в	1	1
литературы в	8	1
именно в	8	5
формальный метод	9	10
казалось раньше	1	1
в ее	8	2
приходим к	1	2
до сих	6	1
каждого его	1	1
время в	3	1
литературном произведении	3	1
содержание произведения	1	1
в противном	1	1
в зависимости	2	3
и основные	1	1
от различных	1	1
том чтобы	2	1
в большинстве	3	4
мы не	3	3
конкретная материальная	1	1
методы истории	2	1
одной из	2	1
движения в	1	1
художественные функции	2	1
и определений	2	1
в отрыве	1	1
и отчетливой	1	1
познавательными и	1	1
художественных направлений	1	1
роковую роль	1	1
во всем	2	1
влияния на	2	1
только при	1	1
от его	1	2
этом не	1	1
в результате	2	6
роль в	1	3
почве самого	1	1
на самом	7	3
является для	2	2
проблема спецификации	1	1
произведений в	2	2
и наконец	3	4
совершенно справедливо	2	1
зависит от	1	1
искусства так	1	1
общих теорий	1	1
за исключением	2	1
в целом	6	3
об идеологиях	14	1
не выходя	1	1
развития формального	2	1
идеологической жизни	2	1
в последующих	1	1
что не	1	4
сторону и	1	1
своей статье	3	3
во второй	1	2
и пр	17	21
широком смысле	1	2
метода в	6	2
а не	10	6
литературы с	3	2
говорить о	1	5
с одной	4	1
его конкретной	1	1
о противопоставлении	1	1
в этом	15	27
не оказалось	2	2
в учении	1	2
формального метода	16	15
как элементы	1	3
если мы	2	5
в конкретной	1	1
натурализма и	1	1
художественного целого	2	1
по их	1	1
произведение как	3	2
все те	1	1
своей теории	1	1
процессе борьбы	1	1
поэзии язык	1	1
быть и	4	3
со всею	5	2
она была	2	1
оторваться от	1	1
поэзии как	1	2
значения и	2	2
и ее	10	6
начинается с	1	1
или даже	1	2
даже просто	1	1
мы ни	2	2
точка зрения	2	1
на их	2	1
и целей	1	1
вот как	1	4
специфических особенностях	2	2
они должны	1	2
на него	2	1
произведения с	1	1
смысла от	1	1
структуры как	1	1
от произведения	2	1
а только	2	2
как таковое	2	4
для всего	1	2
его специфичности	1	1
внешним фактором	2	1
же как	2	3
их почве	1	1
из этих	1	3
в общем	3	5
в языке	1	6
нее самой	1	1
этого слова	3	1
все это	9	3
не найдем	2	1
проблем в	1	1
состоит в	1	2
есть лишь	2	2
е как	2	2
как формулирует	1	1
и есть	1	1
едва ли	1	2
единства идеологической	1	1
такового в	1	2
высшей степени	1	4
поэтической структуры	1	2
самом деле	6	8
на своем	2	1
история литературы	9	1
в сюжете	1	3
общих проблем	1	1
историю литературы	2	1
как художественный	1	1
он и	1	3
нам в	1	1
социальное явление	2	1
если в	1	3
и приемов	1	1
хотя и	1	3
жизни а	1	1
не так	2	2
явления и	1	2
к социальной	4	1
sui generis	1	1
кругозора в	2	1
но конечно	1	1
важное место	1	2
время и	1	3
и должна	2	1
во многом	1	1
только на	5	3
они не	3	4
что оно	1	4
например в	1	3
неподвижную систему	1	1
и особенно	2	1
автор все	1	1
что раньше	1	1
как голое	1	1
связь приемов	1	1
как из	1	1
и глубокая	1	1
основная тенденция	1	2
поэтика должна	2	1
и со	2	1
полнее всего	1	1
то же	10	6
своих последних	1	1
и противостоит	1	1
с формалистами	1	1
гуманитарных наук	2	1
борьба с	3	2
критическому анализу	1	1
и всю	1	1
к изучению	1	1
не теряя	1	1
социальной действительности	9	1
эту тенденцию	1	1
отсюда отнюдь	1	2
и методологически	1	2
совершенно не	1	4
этом смысле	1	2
звуке в	1	3
от чего	2	1
приемов в	1	1
не дает	2	1
о функциях	1	2
значение и	3	3
формы и	5	2
разобранная нами	1	1
научного изучения	1	1
входящих в	2	1
работы формалистов	1	1
можно говорить	1	2
нас не	2	1
к отрицанию	2	1
о необходимости	1	1
художественного восприятия	2	1
с приемами	1	1
наивно как	1	1
его конструктивного	1	1
характер и	1	1
фактор воздействующий	1	1
метода не	1	1
специфические особенности	1	3
что же	1	5
каждого из	2	1
в такой	1	2
более того	3	5
и само	1	1
в художественную	2	3
в литературоведении	3	1
и их	10	3
если она	1	1
его целом	8	1
теорией и	1	1
глава вторая	2	1
случае в	1	1
всего выражает	1	1
то эти	1	1
поэтики должна	1	2
поэзии ведь	1	1
вопрос о	2	1
в которой	4	2
выработанные в	1	1
слова они	1	1
вопросов и	1	1
конкретным материалом	1	1
к нему	1	3
произведения как	2	2
можно сказать	1	1
очень важное	1	1
в м	1	1
в систему	3	2
ничего не	2	4
пр и	2	4
конструктивное значение	4	8
что он	3	5
автором на	1	1
данном случае	1	1
если он	3	1
исторической жизни	1	1
что они	1	4
хорошо но	1	1
должен быть	5	1
в нем	14	13
обоснована и	1	1
литературы как	3	1
в новое	2	1
специфическим особенностям	1	3
они сами	1	1
как материал	1	1
или иначе	2	1
этого языка	1	1
первый период	1	6
в научном	1	1
во всех	5	5
литературную среду	1	1
постановке методологических	1	1
живом взаимодействии	2	1
произведения или	1	2
в современной	1	1
этой социальной	1	1
ряду развития	1	1
значение лишь	1	2
что и	2	8
один из	3	2
в действительности	2	1
конструкцию произведения	1	1
уже не	2	7
ясно что	3	1
и навсегда	1	1
только здесь	2	1
с точки	13	7
не утрачивая	1	1
к другим	2	2
этом романе	1	1
и исторической	1	1
он в	2	2
в какие	1	1
к этим	1	1
литература но	1	1
вещь а	1	1
как их	2	2
художественного произведения	23	6
формализма в	2	4
хотя бы	5	6
литературной науки	1	2
служебные и	1	1
не из	4	1
в шкловский	1	14
более и	2	1
и здесь	6	3
в настоящее	10	1
с другими	4	10
все построения	1	1
самого начала	1	2
или в	1	3
этическое политическое	1	1
е какие	1	1
и по	1	2
но в	5	4
не отрицал	1	1
и должен	2	1
тенденции их	1	1
для нее	1	2
произведения в	8	2
в контексте	1	1
не имеет	1	2
как такового	2	6
могла бы	2	1
совершается не	1	1
в отличие	1	2
нашего формализма	1	1
ней как	1	1
сих пор	6	1
со всем	3	1
содержания но	1	1
самый предмет	2	2
связанных с	1	1
тем не	1	1
истории литературы	12	6
элемент ее	1	1
а именно	1	2
при этом	5	9
каждый элемент	2	4
того что	5	3
формалистической поэтики	1	3
в форме	1	1
становится только	1	1
том что	1	2
в широком	3	2
но что	1	1
процессе взаимодействия	1	1
в ней	10	6
материала и	3	4
и лишь	2	2
так при	1	1
конструкции произведения	1	3
в другом	1	1
языке как	1	4
однако и	1	3
в этих	1	2
в произведении	2	1
этом пункте	2	2
чем же	2	3
идеологического творчества	9	1
связей с	2	1
методологических проблем	2	1
форма и	1	1
и чтобы	1	1
первом периоде?	1	1
что каждый	1	1
сама по	2	1
тому чтобы	1	2
в котором	1	2
образом на	2	1
и поэзия	1	1
ни одной	1	1
они были	2	2
как таковой	6	3
для него	3	7
но ни	1	1
художественных произведений	4	1
к новому	2	1
не о	3	4
смысла и	1	2
не приходится	2	3
как к	3	3
к ней	2	1
вступает в	2	1
как ее	2	3
в структуре	1	1
и вся	1	1
свою очередь	6	1
эйхенбаум в	2	1
в искусстве	5	2
их конкретной	1	1
совсем не	1	2
критический анализ	1	1
входит в	6	4
формалисты вообще	1	1
был бы	1	1
иное значение	1	1
ни на	3	2
конститутивным моментом	2	1
в реальном	1	5
здесь эта	1	1
в слове	1	5
оно не	4	4
то ни	3	2
выступления формалистов	1	1
но все	2	3
мы увидим	4	1
непосредственно из	2	1
новые формы	1	1
почти впервые	1	1
его форм	1	1
и это	2	2
отчасти и	4	1
конкретной полноте	1	1
в этот	1	1
и соответствующих	1	1
только одна	1	1
и другие	1	2
еще более	1	5
язык поэзии	2	2
истории формального	1	2
от них	1	1
во все	1	1
в связи	4	10
виде она	1	1
ничего общего	1	1
