3gram	Potebnia_Myslijsyk_partition_part4_wordlist_3gram	Potebnia_Myslijsyk_partition_part2_wordlist_3gram
мы уже не	1	1
потому что мысль	1	1
тех и других	1	1
состоянии дать себе	1	1
и то и	1	1
было в сознании	1	1
в каждом языке	1	1
но так как	1	1
главным образом в	1	1
с одной стороны	3	1
и других в	1	1
не было бы	4	1
тем что мы	2	1
но тем не	3	2
и тот же	1	2
в то же	2	3
связь между такими	1	1
виде в каком	1	1
нас там где	1	1
есть для нас	1	1
друг к другу	1	1
единственно потому что	1	1
только потому что	2	2
со всех сторон	1	1
нетрудно заметить что	1	2
может быть не	3	1
почти то же	1	1
можно думать что	2	2
смысле в каком	1	1
этом случае мы	1	1
том смысле что	1	1
и той же	1	1
с самого начала	2	1
в том виде	1	1
в себе никаких	1	1
это было бы	1	1
в прямом отношении	1	1
lazarus т с	1	2
с тем что	1	4
до сих пор	4	4
то что прежде	1	1
ничего общего с	1	1
рядом с ними	1	1
такой степени как	1	1
в таком случае	2	2
сплошь да рядом	1	1
дело в том	1	1
как бы ни	3	1
то что я	1	7
в нем воспоминание	1	1
потому что хотя	1	3
может быть только	1	1
то тем самым	1	1
мы не можем	3	3
в одно целое	2	1
дать себе в	1	1
после того как	2	2
не заключает в	2	1
то же выйдет	1	1
и в самом	1	1
но заключает в	1	1
развивается только в	1	2
один и тот	1	2
что же касается	1	1
и сами по	3	1
только в обществе	1	1
сравнения tertium comparationis	1	1
в сознании как	1	1
представим себе что	1	1
и это есть	1	2
том случае если	1	1
только в том	1	2
тогда как в	2	1
не в состоянии	4	2
и чем более	1	1
этого слова так	1	1
так можно выразиться	1	1
но и о	1	1
по мере того	4	4
если так можно	1	1
мы представляем себе	1	1
до такой степени	1	5
и в этом	1	4
что если бы	2	2
а в том	1	2
подобно тому как	4	2
humboldt т с	10	1
не можем потому	1	1
то время когда	1	1
его на память	1	1
могут быть названы	1	1
а не другое	2	1
та и другая	1	1
не может быть	2	5
не в том	2	2
форма в которой	1	1
на то же	1	1
мы говорим что	1	1
для нас там	1	1
само по себе	2	5
хотя все же	1	1
из виду что	1	1
в ряду других	1	3
от того что	4	3
в том случае	1	3
сами по себе	7	2
что то же	1	1
потому что мы	1	2
слово с ясным	1	2
это к языку	1	1
о том как	1	1
восприятие могло быть	1	1
и т д	3	3
можем потому что	1	1
без сомнения не	1	1
себе в зародыше	1	1
так что если	3	1
применить это к	1	1
не то что	1	3
мы его не	1	1
же касается до	1	1
находится в сознании	1	1
если бы в	1	1
могут быть выражены	1	1
только тогда когда	2	4
в состоянии были	1	1
заключает в себе	4	8
очевидно что если	1	1
чтобы понять что	1	1
мы можем заметить	1	1
минуту находится в	1	1
прямом отношении к	1	1
то есть не	3	1
во многих других	1	1
даже и в	1	1
в сравнении с	2	1
а потому только	1	1
в звуке и	1	1
