3gram	Ircho_Komedia_partition_part3_wordlist_3gram	Ircho_Komedia_partition_part2_wordlist_3gram
мы кладем щиты	1	1
щиты и панцири	1	1
в связи с	3	3
к древнейшему фольклорному	1	1
трагедии интриги еврипида	1	1
законных детей и	1	1
а на пиру	1	1
в свою очередь	1	6
с потерянными некогда	1	1
в том же	1	1
знаешь ли ты	1	1
об этом еще	1	1
бы то ни	2	2
кладем щиты и	1	1
по отношению к	3	3
с другой стороны	1	2
и в силу	2	1
пиру увенчиваемся ремнями	1	1
и еще больше	1	1
и в комедии	1	1
в отличие от	2	1
комической сцене но	1	1
но об этом	1	1
афинах в г	1	1
дочь кормит грудью	1	2
было бы ожидать	2	1
в начале iv	1	1
и панцири в	1	1
между женой и	1	1
голову мы кладем	1	1
на пиру увенчиваемся	1	1
судя по всему	2	3
едва ли в	1	1
наточенными мечами а	1	1
в трагедии и	1	1
ни одно из	1	1
первоначальный толчок развитию	1	1
с собой рвет	1	1
уж не меньше	1	1
ты с какими	1	1
до тех пор	3	3
мечами а в	1	1
узнавания в остриженной	1	1
и в самиянке	1	1
но все же	1	2
и в греческой	1	1
на сладкое после	1	1
что у него	2	1
так и в	1	1
именно об этом	1	1
трагедии и в	1	2
существующем состоянии текста	1	1
в истории античной	2	1
это опять же	1	1
добавим к этому	1	1
в алфавитном порядке	1	1
в глазах всех	1	1
с одной стороны	2	3
в разной степени	1	1
том числе и	1	1
в этой связи	1	2
в ответ на	2	1
при подброшенном ребенке	1	1
сражение? ведь мы	1	1
ироническое отношение к	1	2
стрелы а на	1	1
в то же	3	4
из классических греческих	1	1
его горят диким	1	1
копий под голову	1	1
и с этой	2	2
к тому же	10	4
к благополучному концу	1	2
на себе волосы	1	1
в своем отцовстве	1	1
мы обедаем наточенными	1	1
семячек перемолотые обломки	1	1
новой аттической комедии	2	5
утра до вечера	1	1
ремнями от катапульт	1	1
в конце iv	1	1
пьем масло из	1	1
как бы то	1	1
вступительный монолог фрасонида	1	2
светилен на сладкое	1	1
при существующем состоянии	1	1
лет тому назад	1	4
ответ на что	1	1
с самого начала	1	4
даже не пытался	1	1
то это опять	1	1
в самом деле	1	6
в середине iv	1	1
пифионикой фр iii	1	1
на этот раз	4	2
людьми тебе предстоит	1	1
должен быть не	1	1
из горящих светилен	1	1
сладкое после обеда	1	1
разной степени сохранности	1	1
глаза его горят	1	1
алфавитном порядке по	1	1
до сих пор	2	9
да знаешь ли	1	1
едва ли не	5	1
страшась и дрожа	1	1
вместо семячек перемолотые	1	1
молодого человека в	1	2
расходы зятя на	1	1
ноги пращи и	1	1
так или иначе	3	2
горят диким огнем	1	1
в т е	1	1
иначе обстоит дело	1	2
так как он	1	1
с точки зрения	1	3
не так давно	1	1
iii в н	1	1
речь идет о	2	3
кого-то из его	1	1
говоря уже о	2	1
не одно лишь	1	1
новой комедии и	1	2
из каирского папируса	1	1
обедаем наточенными мечами	1	1
начала iv в	1	1
комедиографов iv в	1	1
после того как	2	1
но в их	1	1
не похож на	1	1
средней и новой	3	1
и в самом	1	3
всю свою жизнь	1	1
все тот же	1	1
в афинах в	3	2
независимо от того	2	1
приводит все к	1	1
в достаточной степени	1	1
не меньше клянусь	1	1
в силу этого	2	1
увенчиваемся ремнями от	1	1
в какой мере	1	2
что он не	1	2
в качестве вина	1	1
по имени демея	1	1
ст и оканчивался	1	1
что и в	2	2
как мы знаем	1	1
с утра до	1	1
при марафоне и	1	1
в н э	5	1
по своему происхождению	1	1
на многие из	1	1
за то что	4	1
напился больше чем	1	1
от копий под	1	1
не в состоянии	1	1
и не удалось	1	1
классических греческих полисов	1	1
перемолотые обломки от	1	1
кто из вас	2	1
то время как	2	2
какими людьми тебе	1	1
рвет на себе	1	1
речь шла о	1	2
аттической комедии с	1	1
в самом начале	2	1
от катапульт фр	1	1
сих пор не	1	1
потому что по	1	1
что в ее	1	1
ведь мы обедаем	1	1
обращает на себя	5	1
чем царь александр	1	1
обстоит дело с	1	2
если говорить о	1	1
и новой комедии	4	1
молодого человека из	1	1
v в когда	1	1
дошедших до нас	1	2
чуть ли не	2	1
пращи и стрелы	1	1
связи с планго	1	1
один из шедевров	1	1
скорее всего в	1	1
дротики вместо семячек	1	1
мало кто верит	1	1
как дочь кормит	1	1
одну за другой	1	1
было ясно что	1	1
между отцом и	1	2
до н э	1	1
хочет покончить с	1	1
основу сюжета составляло	1	1
тебе предстоит сражение?	1	1
то что он	2	1
середине iv в	2	1
под тем же	1	1
но столь же	1	1
и в свою	1	1
в каждом из	1	1
