3gram	Vinokur_StatiiOPushkine_partition_part2_wordlist_3gram	Vinokur_StatiiOPushkine_partition_part3_wordlist_3gram
что он чувствует	1	1
языке самого пушкина	1	1
в языке бориса	5	2
по большей части	1	1
краков дом вишневецкого	1	1
царя бориса годунова	1	1
в то же	3	1
т п в	1	1
борис годунов является	2	1
в этом отношении	4	9
его размышления своею	1	1
в этом жанре	1	1
виде в каком	1	1
как мы видели	1	1
а как бы	1	1
подчеркнуть что в	1	1
принять во внимание	1	2
не укладывается в	1	1
в печатном издании	2	3
речи борис годунов	1	1
что в борисе	2	2
бориса годунова все	1	1
в известном смысле	1	1
борис годунов как	1	1
том смысле что	1	1
карамзин есть первый	1	1
с самого начала	2	3
в области трагедии	1	1
в самом деле	1	2
в языке пушкина	1	1
годунов и александр	1	1
с тем что	3	2
до сих пор	2	5
обстоятельство что в	1	1
важно подчеркнуть что	1	1
между прочим и	1	1
на вопрос о	1	1
так или иначе	1	1
т е не	1	1
что борис годунов	2	3
о том в	1	1
с точки зрения	4	2
сцена у фонтана	1	1
бориса годунова как	1	3
сцен в борисе	1	1
речь идет о	1	3
в г в	3	3
говоря уже о	1	1
точно также и	1	1
свидетельствуют о том	1	2
в этом смысле	4	1
в выборе формы	1	1
с борисом годуновым	1	4
в чем же	1	1
как трагедия была	1	1
бориса годунова но	1	2
что же касается	1	1
между царем и	2	3
бориса годунова в	2	3
в этом стиле	1	1
драматическая литература в	1	1
историк а как	1	1
сцене в келье	1	1
дают его повествованию	1	1
язык бориса годунова	2	1
в статье о	1	1
из бориса годунова	1	6
в одной из	1	2
что пушкин не	2	4
период работы над	1	1
языка пушкинской трагедии	1	1
есть первый наш	1	1
обратить внимания на	1	1
нравственные его размышления	1	1
в конце концов	3	1
пушкина борис годунов	1	1
и в этом	2	2
французская классическая трагедия	1	1
и пр в	2	1
по этому поводу	2	2
издания сочинений пушкина	1	2
обращает на себя	1	3
говорил что пушкин	1	1
работы над борисом	2	3
не в том	3	2
в словаре академии	1	2
нельзя не признать	1	1
интересно что у	1	1
создании бориса годунова	1	1
на тему о	2	1
в предисловии к	2	2
борисе годунове также	1	1
наш историк и	1	1
и т д	2	6
первый наш историк	1	1
и последний летописец	1	1
заключается в том	2	1
должна была бы	2	1
который говорил что	1	1
и в результате	1	1
то что он	1	2
и в другом	1	1
тем что в	2	1
годунова все эти	1	1
то что в	1	2
