2gram	Tiupa_LitereturaIMentalnost_partition_part2_wordlist_2gram	Tiupa_LitereturaIMentalnost_partition_part3_wordlist_2gram
я должен	1	1
уже в	1	2
главную задачу	1	1
в жизни	8	2
это и	1	1
это дискурс	1	1
лирическое я	1	4
наконец в	3	2
где карнавализация	1	1
в истории	1	2
и потому	2	1
свобода без	1	1
и поэтика	1	1
однако с	1	1
ее раньше	1	1
и он	1	3
их устранила	1	1
как на	3	3
сталине верховном	1	1
с появлением	1	1
ка идущих	1	1
как у	4	1
по рассуждению	3	1
свой класс	1	1
раннего маяковского	1	1
пастернака и	1	1
из них	4	2
времени в	1	1
в области	3	4
теория социального	1	1
своих читателей	1	1
пути здесь	1	1
него не	2	2
смысла будет	1	1
и соцреалистической	1	1
не менее	2	6
еще не	6	2
иные модификации	1	1
он сам	1	1
той тесной	1	1
к его	1	1
же самое	2	1
в конце	2	2
не вполне	2	2
все еще	3	2
не властно	1	1
праздник возрождения	1	1
лирическую героиню	1	1
я напротив	1	1
представляет собой	2	2
самое великое	1	1
по порядку	1	1
эстетической деятельности	2	3
другом найдя	1	1
и на	2	6
в ходе	1	1
личности поэтому	1	1
занимающего нас	1	1
для того	2	2
тому как	3	2
глубочайшего психического	1	1
хочу позабыть	1	1
в самом	3	1
а то	1	1
тогда как	17	9
в то	9	9
мире и	1	1
никогда не	4	3
слова хронотопа	1	1
условиям становления	1	1
для конвергентного	1	1
так же	2	1
так что	1	4
жизнь моя	1	1
нужен стих	1	1
я оборванный	1	1
не в	10	4
взаимоподчинения и	1	1
поэтики особое	1	1
русской поэзии	1	3
к бытию	1	1
есть в	1	1
аудитории и	1	1
грядущего це	1	1
нет иду	1	1
для которого	3	1
номер на	1	1
вообще индивидуальным	1	1
на нее	1	1
и иных	1	2
и читателем	1	1
как это	3	2
отношении к	1	1
речь в	1	2
не за	1	1
парадигмы художественности	2	3
объекта в	2	1
последний начинается	1	1
для этого	1	2
нет в	1	2
нового человека	1	2
и т.д	1	7
отца автор	1	1
посоветоваться он	1	1
никакое другое	1	1
широчайшего и	1	1
как от	1	1
читатель понимает	1	1
противопоставление на	1	1
становясь на	1	1
далеко не	2	1
искусства и	3	1
как бы	8	2
духовной культуры	1	2
всерьез озабочен	1	1
как вина	1	1
русской литературы	2	1
свой народ	1	1
я поэт	1	1
во взаимоотражении	1	1
себе и	1	3
художник этот	1	1
а с	1	1
неотрадиционалист будучи	1	1
но напротив	1	1
врача на	1	1
нет и	1	1
роста пишет	1	1
колючей разговора	1	1
были нет	1	1
художественного мышления	6	5
только ты	1	1
у времени	1	1
могу обойтись	1	1
которая в	1	1
твой путь	2	1
этой точки	1	1
рода легко	1	1
от имени	1	2
литературного процесса	1	3
и привести	1	1
с позиций	1	1
в целом	5	2
сознания к	1	1
что не	2	2
во второй	2	1
а не	12	20
не наиболее	1	1
есть одновременно	1	1
художественного целого	1	1
справедлива даже	1	1
подобного рода	1	1
художественной культуры	5	3
искусством и	1	1
во внутренний	1	1
одним из	4	3
искусства есть	1	2
рода эстетический	1	1
идеологемы врага	2	1
образом врага	1	2
бы индивидуалом	1	1
и никакое	1	1
крестного пути	1	1
ведет к	1	1
по своей	3	1
может наиболее	1	1
он и	2	2
культурное пространство	1	1
если в	1	2
над собою	1	1
свою звонкую	1	1
с ее	3	2
их чередованием	1	1
оборванный полет	1	1
стар и	1	1
захвата рассчитанного	1	1
они не	1	1
права на	1	3
время ролевого	1	1
могу стать	1	1
путь пройденный	1	1
где мы	1	1
от бога	1	1
сделать в	1	1
модусу сознания	1	1
столь же	1	5
и себя	1	1
который предстоит	1	1
второй половины	1	1
что по	1	1
симфонии городского	1	1
словесного творчества	1	1
ка ка	1	1
труда в	1	1
понимает ведущий	1	1
одном из	2	2
том числе	3	2
деятельности как	2	1
художественного творчества	2	2
еще один	2	1
принципиально иная	1	1
при всей	1	2
и теперь	1	1
а по	2	1
званье на	1	1
или иной	2	1
вас не	1	1
на ''ты''	1	1
в е	8	2
как писал	2	2
все хотят	1	2
во втором	2	1
человека в	2	4
сталинской эпохи	2	3
более архаичному	1	1
для х	1	1
оно должно	1	1
всех то	1	1
при этом	15	6
мир мал	1	1
того что	9	5
весь народ	1	1
но уже	3	2
у него	1	2
в этих	1	1
коллективного мозга	1	2
бахтинского интеллектуального	1	1
ни к	3	1
состояние мировой	1	1
горло собственной	1	1
межличностную ценность	1	1
только по	1	1
в искусстве	1	4
функция художественного	1	1
был бы	1	2
субъекта в	2	1
в слове	3	1
то ни	2	1
в зависимость	1	1
неумолимое находка	1	1
с правопорядком	1	1
народ свой	1	1
мы сами	1	2
переходит в	1	1
не об	1	1
еще более	1	1
единодушия и	1	1
душевную жизнь	1	1
написанными бахтиным	1	1
было сказано	1	2
рассчитанного обычно	1	1
перемен и	2	1
последними словами	1	1
эстетического отношения	2	1
предвидимое желаемое	1	1
индивидуального я	1	1
таких мозгах	1	1
мира []	1	1
себе однако	1	1
слова и	1	7
даже в	4	4
его онтологической	1	1
здесь я	1	1
эстетического субъекта	7	3
авангарда в	1	2
писал бахтин	1	1
так и	9	7
привести мастеров	1	1
тем самым	7	3
должен найти	1	1
исследования в	1	1
никто его	1	1
юрий живаго	2	1
воспринимающим сознанием	1	1
в своего	2	1
бы то	2	1
отказа от	1	2
стихотворения в	1	1
на феномен	1	1
в авангардистской	1	1
событие взаимоподчинения	1	1
вся земля	1	1
авторитарного менталитета	1	3
личного бытия	1	1
как раз	2	2
ей предназначено	1	1
стороны какого	1	1
незаметно прожили	1	1
в эстетическом	1	1
и штык	1	1
эстетических отношений	1	2
центральная контрольная	1	1
позднего пастернака	1	1
себя и	2	2
в противоположность	2	2
и притом	1	1
не бывает	1	2
по сути	1	1
несет ответственность	1	1
место в	4	1
предназначено в	1	1
то есть	5	5
вместе с	5	5
со второй	2	1
отвлечены текущими	1	1
к объективности	1	2
эстетическим субъектом	2	1
в кругозоре	2	3
в преодолении	1	1
третьем лице	2	1
и индивидуальный	1	1
коллективной субъективности	1	1
и отражения	1	1
не знающий	1	1
сохраните на	1	1
однако не	3	1
комиссия утопического	1	1
то в	3	2
и его	6	3
ответственность за	2	1
богом и	1	1
их именно	1	1
х годов	15	3
соцреалистического менталитета	1	1
юрия андреевича	2	1
г адамович	1	1
это как	3	2
функционирования это	1	1
я не	2	5
духовной потребностью	1	1
пути как	2	2
к художественному	1	1
менталитета искусство	1	1
дискурс ответственности	2	2
той или	2	1
жизненный путь	2	1
как такую	1	1
говоря уже	4	2
моя победа	1	2
и ''я''	1	1
одного вождя	1	1
в частности	11	4
над ней	1	1
с соцреализмом	2	1
к объекту	1	2
т п	1	2
художественного ремесла	1	2
и даже	2	8
нет у	1	1
ведущих мотивов	1	1
из тех	1	2
на полуслове	1	1
нового произведения	1	2
как в	5	1
и я	1	1
наш взгляд	1	3
союза советских	1	1
жизни в	4	4
эпохального эссе	1	1
погасших я	1	1
времени тогда	1	1
жизни где	1	1
но разговор	1	1
интеллектуального наследия	1	1
есть и	1	1
подлинное искусство	1	1
в их	1	3
для соцреалистической	1	1
в себе	6	6
в единственном	1	2
жизни по	1	1
в словах	3	1
к тому	6	1
предписанное русло	1	1
сталинский краткий	1	1
революционной интеллигенции	1	1
мертвого у	1	1
сказать и	2	1
субъектов жизни	1	1
его собственная	1	1
она как	1	1
направляет на	1	1
дискурс есть	1	1
по характеристике	1	2
надолго сохраните	1	1
жизнь []	1	1
извлечь из	1	1
в ссср	1	1
индивидуального пути	1	1
в году	5	5
сознания в	1	3
в ситуации	2	2
тому что	1	1
е фарино	2	1
всей жизни	1	1
воскрешение архаических	1	1
на граните	1	1
как путь	1	1
современность ближайшее	1	1
находка для	1	1
и вот	2	1
концепция личности	1	1
монолог но	1	1
вплоть до	2	3
данный момент	1	1
роман или	1	1
в веках	1	2
не могу	2	2
потому что	3	2
коллективный классовый	1	1
друг друга	1	2
без личной	1	1
культуры хх	1	2
на том	1	1
и то	1	3
по отношению	4	4
этом отношении	5	3
в россии	1	2
теорию деклассированной	1	1
эссе элиота	1	1
все время	3	1
личной воли	1	1
себя а	1	1
под названием	1	2
как авангардное	1	1
не просто	1	1
так как	1	3
у каждого	1	1
автор отныне	2	1
позиций всякое	1	1
субъекта жизни	2	2
восходит к	1	2
взаимоотражении во	1	1
автора перед	1	1
горького мать	1	1
тесной близости	1	1
человеческого присутствия	2	1
как ощущение	2	1
на свою	3	3
безоглядно или	1	1
ремесла к	1	1
в конечном	1	5
бродского научным	1	1
ответственность без	1	1
архаических культурных	1	1
и с	2	3
я и	10	4
отныне несет	1	1
теми клеточками	1	1
не приемлет	1	4
индивидуальной жизни	1	1
и перестановок	2	1
путь самоактуализации	1	1
чем и	1	1
неотрадиционализма в	1	3
я был	1	1
с тобой	1	5
переделки мира	1	1
с другой	6	8
субъектом и	1	1
в художественном	1	2
какого бы	2	1
сути своей	1	1
было бы	2	2
в чем	1	1
в случае	2	1
опальный стих	1	1
очевидно что	1	2
к более	1	1
отступаться от	1	1
кардинально расходясь	1	1
пишет стихотворение	1	1
моя и	2	1
мировой мысли	1	1
поэтому для	1	1
с тобою	2	1
без другого	2	2
в.т и	2	1
саморазвитием жизни	1	1
ряд который	1	1
у нас	2	5
но равно	1	1
и обоюдного	1	1
к своему	1	2
на фоне	1	5
именно в	5	1
из трех	1	1
межличностных отношений	1	1
и физического	1	1
мыслится при	1	1
историческом развитии	1	1
коммуникативное событие	4	3
одной из	1	2
этой системе	1	1
той органической	1	1
здесь мы	1	1
жизни как	2	2
равнению единодушия	1	1
конвергентного сознания	7	3
шаг который	1	1
и вовсе	2	1
однако его	1	2
за открывшуюся	1	1
общим делом	1	1
с одной	4	7
сами себе	1	1
поэзии и	2	2
начинается с	1	1
как самотрансценденция	1	1
устранила бы	1	1
и выпадает	1	1
и подобные	1	1
для себя	2	2
но по	1	1
''ты'' и	1	1
этот путь	2	3
не отступаться	1	1
в сочетании	1	1
образ пути	2	2
например мы	1	1
поэтической культуры	1	2
были отвлечены	1	1
бытия и	1	1
состоит в	6	9
в качестве	5	5
в стихотворении	6	13
столь радикальным	1	1
абсолютно мертвого	1	1
что я	5	2
курс истории	1	1
я я	2	2
поэта то	1	1
жизни а	2	2
в предписанное	1	1
и таинственно-непостижимым	1	1
стихотворение владимир	1	1
отыскав опальный	1	1
дискурс не	1	1
за их	2	1
до нобелевской	1	2
художник был	1	1
своего адресата	1	1
в строке	1	1
как система	1	1
который по	1	1
а так	2	1
озабочен духовной	1	1
демонстрирует например	1	1
путь духовного	1	1
котором художник	1	1
более того	3	1
власти в	1	1
утопического грядущего	1	1
чередованием незаметно	1	1
не всегда	2	1
и скрытой	1	1
что он	5	3
данном случае	4	3
герой мандельштама	2	1
общего дела	1	4
и выше	2	2
к жизни	2	2
их объединяет	1	1
годов в	2	1
нобелевской лекции	2	2
что и	2	2
уже не	3	2
с пролетариатом	1	1
стать самим	1	1
кончается искусство	1	1
ценность и	1	1
что было	1	2
а эти	1	1
це ка	1	1
самоутверждения или	1	1
хотя бы	1	2
уничтожить положение	1	1
сознанием и	1	1
и следовало	1	1
с другими	1	1
народу нужен	1	1
читателя и	2	1
хронотопа последними	1	1
а я	3	1
художественная культура	1	3
в отличие	5	1
то с	1	2
следующий по	1	1
традиция и	1	1
полном соответствии	2	1
в ней	1	4
раньше не	1	1
следует признать	2	3
мандельштаму не	1	1
соцреалистическое время	1	1
е годы	9	2
как воскрешение	1	1
целом ряде	1	1
за его	2	1
художественному образу	1	1
и глубочайшего	1	1
и ты	4	3
авангардистской книге	1	1
в рамках	4	4
эстетического откровения	2	3
того же	2	4
на себя	2	2
акта ушло	1	1
вяч иванов	1	1
фарино и	1	1
о сталине	1	3
двух других	1	1
класс и	2	3
в романе	3	1
он пишет	1	1
в этот	1	1
знающий отца	1	1
в плену	1	1
на номер	1	1
не судит	1	1
соответствии с	5	2
речь разумеется	1	1
без ответственности	1	1
никем не	2	1
в рассмотренном	1	1
прошлое и	1	1
прожили жизнь	1	1
никого не	1	1
и представляет	1	1
оказывается общим	1	1
что ему	2	1
общего с	1	1
силу поэта	1	1
и к	3	2
конечном счете	1	5
один в	2	1
в историческом	1	1
мандельштама не	1	1
ему межличностную	1	1
за пределы	1	1
нашего столетия	2	2
таинственно-непостижимым образом	1	1
с читателем	1	2
увидеть всех	1	1
к родине	1	1
соцреалист как	1	1
и жизни	3	3
по которым	1	1
не будучи	1	1
в эти	1	1
в свою	2	1
историческом времени	1	1
неотрадициональной ориентации	1	1
заказа будучи	1	1
собеседников в	1	1
что в	2	4
в руках	1	2
быть актуализирован	1	1
в своей	7	1
мы вместе	1	1
докторе живаго	1	2
он ищет	2	1
в основе	5	2
со словом	1	1
постановка проблемы	1	1
по мысли	6	1
соцреалистическом тексте	1	1
от политбюро	1	1
путь преодоления	1	1
в будущем	1	1
проблема большого	1	1
дискурса власти	1	6
будет свой	1	1
становления тоталитаризма	1	1
только не	1	1
на лестнице	1	1
с миром	1	1
самое можно	1	1
не может	8	9
кто сам	1	1
в индивидуальном	1	1
в третьем	3	2
такого рода	10	9
все прочие	1	1
звонкую силу	1	1
лекции бродского	1	2
барахла культуры	1	1
диалога но	1	1
этот образ	1	1
дискурс власти	3	3
работе стихов	1	1
о том	6	2
хх век	2	1
его не	1	1
являет собой	1	2
лишь при	1	1
печати были	1	1
в виду	1	2
на то	2	1
эстетике словесного	1	1
[] в	3	6
судьбы героя	1	1
мы и	2	1
имя переделки	1	1
быть не	2	2
от своего	1	1
тоталитарной культуры	1	4
как я	1	3
может быть	12	17
ни с	2	1
советских писателей	1	1
политбюро доклад	1	1
внутренней маргинальности	1	1
стих а	1	1
или направить	1	1
искусства в	1	1
ли не	1	4
с тем	1	2
причастность к	2	4
который в	1	1
более не	1	1
порядку шаг	1	1
ты шел	1	1
в глубине	2	1
к товарищу	1	1
отличие от	5	1
и других	1	4
субъект не	1	2
мира в	3	2
обращаясь к	1	3
всеми сообща	1	1
в таком	1	1
доверие к	2	2
не было	1	2
того чтобы	2	1
именно теми	1	1
в этой	8	3
ей сделать	1	1
таинственно-родной и	1	1
свободы и	2	1
в единстве	3	1
свой праздник	1	1
самим собою	1	1
авангардистской альтернативности	1	1
для печати	1	1
с образом	2	2
концепции интерсубъективной	1	1
авангардистского самоутверждения	1	1
не говоря	4	2
даже по	1	1
трактуется как	1	1
узнаю тебя	1	1
не только	14	8
самодвижению саморазвитию	1	1
он не	1	5
живой традиции	1	1
образу органическим	1	1
другим никто	1	1
два момента	1	1
неотрадиционального феномена	1	1
мы чувствуем	1	1
из своих	1	2
где в	1	2
выпадает функция	1	1
[] однако	1	2
ним неумолимое	1	1
творческой памяти	1	1
делом ленин	1	1
образом связанному	1	1
автора героя	1	1
одной стороны	4	6
частность оказывается	1	1
ответственность неотъемлемые	1	1
истории вкп(б	1	2
и для	4	3
такой стих	1	1
марш марш	1	1
выше и	2	2
художественного мира	1	2
после чего	1	1
будучи попыткой	1	1
[] тогда	1	2
с авангардистом	1	1
становится для	1	1
области исторической	1	1
не столько	1	3
так в	1	5
к той	1	1
авангардистом одновременно	1	1
в принципе	2	5
а в	5	3
вл соловьева	1	1
ее историческом	1	1
в каждом	1	2
от самого	1	1
в хх	3	4
творческого поведения	2	5
такую же	1	2
по преимуществу	1	2
но с	2	3
культуры уединенного	1	1
высшей ценностью	1	1
в прозе	1	1
общественного сознания	2	2
и ответственность	2	1
элиота традиция	1	1
числе и	2	1
этого феномена	1	1
другого в	4	3
надпись надолго	1	1
сохрани мою	1	1
верховном читателе	1	1
читателе делающем	1	1
эстетический субъект	2	3
в пространство	1	1
в мире	16	9
и только	2	2
в стихах	6	8
образах коллективного	1	2
тройственном противостоянии	1	1
для всех	1	5
в полном	2	1
психологии их	1	1
искусства уничтожить	1	1
преодоление уединенности	1	1
культуры на	1	1
стихотворение не	1	1
касающуюся частность	1	1
и до	1	2
топота потоп	1	1
политики в	1	1
перед лицом	4	1
сознания авангардизм	1	1
интерсубъективной творческой	1	1
объективности бытия	1	1
художественным творчеством	1	1
советчика врача	1	1
поэзии неотрадиционализма	1	1
попыткой адаптировать	1	1
явной или	1	1
и хотя	1	1
[] это	3	3
границу между	1	1
знает категории	1	1
к равнению	1	1
и как	3	3
направить душевную	1	1
хотят увидеть	1	2
этих троих	1	1
области искусства	1	2
искусство и	1	1
в творческом	2	1
с саморазвитием	1	1
точки зрения	7	4
его личности	1	1
идущих светлых	1	1
но и	14	10
при котором	1	1
быть вообще	1	1
в ее	5	2
а затем	3	2
не знает	2	2
за рекой	1	1
том чтобы	2	3
потребностью аудитории	1	1
себя в	7	6
на протяжении	1	1
во всем	1	1
на читателя	1	1
и нетерпимая	1	1
бахтиным для	1	1
на самом	1	1
искусство не	2	2
с кем	1	1
образ врага	1	1
рамках авторитарного	1	1
в этом	14	9
путь а	2	1
в путь	1	3
коммуникативная стратегия	1	5
способ присутствия	1	1
соцреализм в	1	2
внутренних я	1	1
у людей	1	1
я стал	1	1
герой не	1	1
художественной системе	1	4
мысли и	1	2
за художником	1	1
мыслится как	3	3
из ведущих	2	2
в восстановлении	1	1
подобные им	1	1
например и	1	1
только на	1	1
лиц свой	1	1
каждого смысла	1	1
органической связи	1	1
как неотрадиционального	1	1
исходит из	1	1
ним и	1	1
его герой	1	1
литер на	1	1
у истоков	1	1
доклад о	1	1
творческую индивидуальность	1	1
системе ценностей	1	2
уединенного я	1	2
обнаруживается и	1	1
другого я	2	1
беседы блаженнейший	1	1
можно сказать	2	1
неклассическая художественная	1	1
''я'' сделать	1	1
исторической жизни	1	1
романного героя	1	2
белой из	1	1
определенный круг	1	1
в нем	2	3
во всех	2	3
где б	1	1
он был	1	1
воспринимающее сознание	1	1
что ей	1	1
лирического героя	7	4
было его	1	1
пролетариатом той	1	1
время современность	1	1
я пишу	1	2
вот она	1	1
мы мы	1	2
советского периода	1	1
и сам	2	2
это точка	1	1
идентификация бахтинского	1	1
а именно	5	3
ведущий класс	1	1
том что	8	7
остаются в	1	1
стихотворений и	1	1
писателя с	1	1
и перед	2	1
городского дня	1	2
в противовес	7	3
она и	2	1
или подразумеваемой	1	1
за окном	1	1
с жизнью	4	1
военных лет	1	1
не хуже	1	1
