2gram	Losev_DialektikaMifa_partition_part1_wordlist_2gram	Losev_DialektikaMifa_partition_part2_wordlist_2gram
с другом	1	1
свете а	1	1
без мифа	3	1
научное и	1	2
долго не	1	1
– все	2	6
быть может	1	4
есть миф	4	2
наука есть	1	3
мифично и	1	1
и наука	1	1
сами по	3	1
мифического субъекта	1	1
но даже	1	1
самого бытия	1	1
с мифологией	2	3
взгляд на	2	1
отличается от	1	2
и вместе	1	1
и уже	3	1
но –	5	4
и эти	1	1
даже самые	1	1
постоянно и	1	1
в душе	7	1
в разных	3	3
не дают	1	1
о всеобщем	1	1
по себе	18	25
не потому	6	1
тогда и	1	1
дана в	1	3
не менее	3	2
вещей и	3	2
еще не	4	2
со скоростью	2	1
а судьба	1	1
всех возможных	1	1
он сам	1	5
метафизика –	1	1
с ним	4	6
и этого	1	1
мифологией и	6	2
самый принцип	2	1
утверждаю что	1	5
внешнее –	1	1
без всяких	1	1
же самое	2	1
основ и	1	1
всего символ	1	1
не могла	1	1
в конце	2	4
и просто	1	1
к его	1	1
о мифологии	1	1
содержащее в	1	1
а в	4	5
тому что	2	3
поэзии тютчева	1	1
необходимым образом	1	2
он только	1	1
тех или	2	3
она нисколько	1	1
и более	3	4
первый взгляд	1	1
в каждом	2	2
и тогда	3	2
ни ее	2	1
от самого	1	3
наука и	2	4
таков например	1	1
она вся	1	1
и должно	2	1
судить о	1	1
– вы	1	1
и они	2	1
как ни	2	1
вас в	1	1
и вот	4	6
что угодно	1	1
миф и	2	4
– сам	1	1
что видна	1	1
поэтому и	1	2
что могут	1	1
по преимуществу	1	1
в своем	4	5
та или	2	3
и явлений	1	2
и чувственно	1	1
стороны и	1	3
есть научное	2	2
но она	1	3
но с	1	3
а мифология	1	2
не мешает	5	4
е по	1	2
всегда и	1	3
от обычного	1	1
в различных	1	1
на сцене	2	1
являющаяся в	1	1
есть уже	2	1
ли это	1	3
меня то	1	2
есть то	1	1
по крайней	9	4
она или	1	1
и всякая	2	1
о внутреннем	1	2
в разной	2	1
так или	2	1
вообще не	1	1
то или	4	3
на земле	1	2
по его	1	1
науке в	1	1
стало быть	10	9
есть его	1	1
мифический образ	6	1
по нему	1	1
это за	3	2
ни аллегория	1	2
как и	10	2
не знаю	2	1
вещественно и	1	1
не могу	6	4
потому что	14	14
и всех	1	3
нуждается в	3	3
у которого	1	1
о живых	1	1
но чисто	1	1
вывод что	1	1
но вот	2	3
тут значит	1	1
видим как	1	1
в самом	5	3
только и	2	4
же время	5	4
каком случае	2	4
себе разную	1	1
мы еще	1	1
в то	6	6
в гоголевском	1	1
и то	7	9
мире и	2	1
никогда не	9	9
тут одно	1	1
этом отношении	1	2
всех этих	3	3
можно ли	3	1
закономерность и	1	1
ни тем	1	1
зрения мифического	1	1
и в	19	18
все время	3	1
другое значение	1	1
грань между	3	2
так же	2	4
в храме	1	1
в мире	2	2
и где	3	2
так что	7	15
них нет	1	1
однородного и	1	1
и начинает	1	1
не просто	12	7
я же	2	1
все они	1	1
так как	14	11
понимать не	1	1
миф как	4	1
необходимая категория	2	2
– как	2	5
и только	4	1
но не	6	4
можно узнать	2	1
не умеет	2	1
это будет	1	1
хотя в	2	1
на природу	1	1
солнце и	2	1
миф если	1	1
и смерти	1	1
не в	8	6
первое прикосновение	1	1
говоря о	1	2
как будто	7	1
даже не	1	3
то как	3	3
относительности это	1	1
следовательно нельзя	1	1
есть в	2	1
идеальное но	1	1
зрения и	1	1
дело не	2	2
на этом	2	2
мы должны	2	5
не могут	4	1
или других	2	2
есть всецело	1	1
ни даже	1	1
вещей а	2	1
с какой	1	4
по существу	1	1
уже с	1	1
и бесконечного	1	1
на меня	1	1
живое субъект-объектное	1	1
представить себе	1	1
и до	1	1
а она	5	1
ему голову	1	1
смысл и	2	4
на нее	1	1
себе этот	1	1
и говорить	2	2
что под	1	2
у меня	3	1
всю жизнь	1	1
лишь как	1	2
как это	7	4
– то	2	2
который не	1	1
с этим	3	2
с чем	1	1
к мифологии	1	1
перед лицом	1	1
мифология –	2	4
символом и	1	2
речь идет	1	1
и с	5	5
я и	2	1
если брать	2	1
больше чем	1	1
театр –	1	1
но это	7	8
же –	4	2
ни вообще	2	2
мере в	2	1
– гений	1	1
сама вещь	1	1
в мифическом	1	1
тут речь	1	1
не стоит	1	1
друг другу	1	3
и всякий	1	2
когда он	1	1
нужно для	1	2
одному тому	1	1
знаем что	1	1
вещественная реальность	1	1
можно представить	1	1
есть сама	4	2
мифа наука	1	1
мифическая же	2	1
конечно не	6	3
о них	1	1
бы она	1	1
также и	2	7
другой пример	1	1
я был	2	1
на тот	1	1
это не	10	9
сразу и	2	1
образом и	1	2
и образ	1	6
что никакая	1	1
с другой	5	6
и др	1	1
а если	1	1
иной раз	5	2
не самый	2	1
и сейчас	1	2
и как	10	7
до полной	1	2
здесь в	1	2
бы ни	2	1
разных религиях	2	1
но он	4	1
поэтому если	2	1
и совершенно	2	2
должно быть	7	3
в мифической	1	1
далеко не	1	1
уже знаем	3	1
научной точки	1	1
это значит	8	11
было бы	3	12
того как	2	1
в чем	3	6
что такое	3	10
как бы	14	11
сходство с	1	1
в москве	1	1
– живой	1	1
более или	2	3
обоих случаях	1	1
жизненно ощущаемая	1	1
и никакого	1	1
вещи то	1	1
примитивно-научное построение	1	2
как таковая	1	2
современная наука	1	2
скоростью света	1	1
начинает свою	1	1
прежде всего	8	10
исторического процесса	1	1
научное сознание	1	2
не быть	2	1
себе и	3	2
точки зрения	12	17
выводу что	1	1
бытие идеальное	1	2
и символом	1	2
что именно	1	2
том что	10	9
по которому	1	1
и почти	3	3
отдельных мифов	1	1
видно что	1	1
содержащая в	1	1
уже по	1	1
но и	12	7
в меня	1	1
время отрешенной	1	1
в ее	4	1
он может	2	1
именно в	2	2
особенности если	1	1
нет и	1	1
в очень	2	1
до сих	2	2
не знает	1	2
только то	4	4
с тою	1	1
это может	2	2
нечто совсем	1	1
есть фантастический	1	1
мы не	1	1
миф в	1	1
смысле они	1	1
по одному	4	1
это случилось	1	1
или как	3	1
себя в	2	1
мы можем	1	4
мешает ей	1	1
есть живая	1	3
никакой ни	1	1
во всем	1	2
я ни	1	1
принципиальную закономерность	1	1
и другого	1	2
наконец и	1	1
я уже	2	1
развития и	1	1
голос не	1	1
в результате	2	1
на самом	2	3
интереса к	1	1
я приведу	2	1
мифе же	1	1
не был	1	2
не нуждается	4	5
зависит от	2	1
всматриваться в	1	2
всего диалектически	1	1
не к	1	1
самого мифа	1	1
– мы	3	3
мы всегда	1	1
в науке	2	3
отграничения мифа	1	1
быть в	4	2
метафизическое построение	1	2
но эта	1	3
оно –	2	3
чувственно творимая	1	1
миф никогда	1	1
мифология и	3	3
мифологии с	1	3
что не	6	7
прикосновение к	1	1
что эти	2	1
трактует не	1	1
и пр	5	5
живого человеческого	2	1
не что	3	1
а не	16	14
отнеслись к	1	1
и духовная	1	1
смыслу своему	1	1
они вовсе	1	1
с этой	1	2
значит что	12	14
говорить о	5	5
гораздо более	1	3
в этом	8	12
с одной	2	2
просто к	1	1
миф о	2	1
крайней мере	9	4
если мы	2	2
превращается в	1	1
каком смысле	1	1
в меру	4	1
время как	7	2
тотчас же	1	1
привносит в	1	1
почему же	1	1
не иметь	1	1
внутреннее и	1	5
об этом	3	4
точно так	1	2
– к	2	1
быть и	4	4
получается что	1	1
и этой	1	1
его есть	1	1
в образе	1	1
есть какое-то	1	1
тут мы	2	1
как же	3	5
будет ли	2	1
что мы	2	1
хода явлений	1	1
ясным что	1	1
мифического сознания	3	15
самая настоящая	1	1
между собою	3	2
точка зрения	1	2
из мифа	1	3
иначе не	1	2
миф не	22	14
в поэзии	7	1
вещи есть	1	2
с мифом	1	1
он всегда	2	2
и из	3	3
– только	1	1
в сон	1	1
схемы аллегории	1	1
есть мифология	2	3
долгих колебаний	1	1
и неизвестно	1	1
обыкновенной действительности	1	1
тут есть	1	2
есть бытие	3	3
а только	3	3
же истинность	1	2
которым она	1	1
же как	3	2
образ не	1	2
из этих	1	2
очень много	1	3
– или	1	2
совершенно в	1	1
против этого	1	1
действительность являющаяся	1	1
и структуру	1	1
диалектически необходимая	2	1
все это	4	11
является как	1	1
суть не	1	1
и есть	4	16
реально вещественно	1	1
– это	6	9
быть мифология	1	1
е только	1	1
все вещи	1	1
самом деле	4	3
сознания но	1	1
иначе и	2	1
к чему	1	1
мы будем	1	1
по своей	4	1
сама реальность	1	1
мы берем	1	1
смысл вещи	1	1
вещь это	1	1
есть поэзия	1	1
и когда	4	1
что касается	1	2
и подобных	1	1
есть метафизическое	1	2
если в	2	3
– совершенно	3	2
что я	2	3
самом же	1	1
чем она	1	1
мифология не	1	7
всегда только	1	1
уберечься от	1	1
пусть не	1	1
и другое	1	2
заключается в	4	1
мифологии и	7	5
только на	1	3
они не	3	1
он есть	3	4
что оно	4	5
например в	2	1
сходство и	1	1
форму и	1	2
может только	2	1
также не	1	1
как из	2	1
какой стороны	1	4
любви к	1	1
то же	12	10
то не	3	2
так то	1	1
миф всегда	1	6
при помощи	1	1
которые я	1	1
– часто	1	1
его самого	1	2
из сферы	1	3
проявляется в	1	1
это было	3	2
и бытия	3	1
– в	8	4
есть всегда	11	4
я –	1	1
потому и	1	1
с которым	1	1
тут не	3	4
нельзя сказать	4	1
неотделима от	1	1
его на	1	1
является не	1	2
природных стихий	1	1
же только	1	1
нечего и	1	1
по направлению	1	3
своей собственной	1	1
дерево а	1	1
же как-то	1	1
не будет	2	1
этом смысле	1	3
от другого	1	1
которое и	1	1
совершенно не	7	8
у тютчева	1	4
не ее	1	1
вот почему	1	1
что обе	1	1
с целью	2	1
нечто внутреннее	1	1
в какой	2	1
по способу	1	1
бы совершенно	1	1
что реальные	2	1
и если	4	1
мне кажется	1	1
думают что	2	6
то мифология	1	2
от самой	1	1
– увы	1	1
отрешенность от	10	1
заметил что	1	1
из нее	1	1
или не	2	5
что же	2	3
только что	5	3
внутреннего и	2	9
и их	3	2
потом уже	2	3
мы видим	2	4
выбор между	1	1
ли или	1	1
это –	23	24
если она	2	3
религиях и	1	1
нечто еще	1	1
весь мир	1	1
сознания как	1	1
случае в	1	1
часто даже	1	1
но мы	2	1
вопрос о	3	2
и мы	3	5
тут тоже	2	1
и еще	1	3
в которой	2	1
бывает что	1	1
не всегда	1	1
же просто	1	1
во мне	4	1
к нему	4	8
но при	1	1
можно сказать	5	6
вопрос об	4	1
ничего не	3	17
почти не	1	2
а это	1	1
это-то и	1	1
ее на	1	2
нужно быть	1	2
что он	6	11
у пушкина	2	4
воли и	1	1
что по	2	1
мифическую же	1	1
дана как	1	1
я никогда	1	2
надо быть	1	1
если он	1	1
что они	6	3
подробно но	1	1
конечно всегда	1	1
сказал что	1	2
должен быть	1	1
истинность достоверность	1	1
в нем	10	16
есть просто	3	3
по сравнению	1	2
предмет а	1	1
пространства и	7	2
или иначе	2	1
во всех	2	1
действительно может	1	1
ровно никаких	2	2
обеими сферами	1	1
в дальнейшем	1	5
в некоем	2	1
реальность и	1	2
они видимы	1	1
никто никогда	2	1
или фикция	1	1
или по	2	2
идею и	1	3
только потому	2	3
простая вещь	1	1
смотря по	1	1
сходство что	1	1
что и	5	3
уже не	3	2
сначала на	1	1
ясно что	4	8
равно и	1	1
с точки	8	12
же и	9	2
но только	3	3
мифологии не	2	2
есть все	1	1
видим теперь	1	1
быть только	2	1
можно только	2	2
в силу	5	1
котором мы	1	1
достаточно только	1	1
человек и	1	1
каждое в	1	1
я в	1	2
отлична от	1	2
отождествляются в	1	1
вещь а	1	1
полная противоположность	1	2
на предмет	1	1
схемой и	1	2
в вещи	1	1
я по	2	1
хотя бы	4	6
думаю что	3	1
небо и	1	1
или иной	1	3
природы и	1	1
– конечно	1	1
никаких указаний	1	1
ни схема	1	2
свойственна некая	1	1
о мифе	1	4
мало того	1	1
показать что	1	1
как нечто	4	1
уже нельзя	2	1
и символа	2	1
религия не	5	1
здесь как	1	1
самого начала	2	1
и по	4	1
построение но	2	3
субъект-объектное взаимообщение	1	1
и бывает	1	1
но в	2	6
– уже	1	1
от меня	1	1
это мы	2	4
есть синтез	1	1
мифического образа	5	1
если это	1	2
что цвета	1	1
а я	2	1
не имеет	1	15
аллегории и	1	2
тут в	1	1
сосредоточиться на	1	1
говорят что	4	1
сторон в	1	1
сих пор	2	2
все что	1	1
науки но	1	1
есть ни	6	6
это суть	2	1
встречается в	1	1
после долгих	2	1
живых существах	1	1
жизнь и	5	3
тем не	2	1
человеческого творчества	1	1
не значит	3	3
конце концов	1	3
явлений и	2	1
а именно	5	1
не воспринимает	1	1
то оно	3	1
при этом	4	1
именно и	1	1
сказали мы	1	2
при нем	1	1
того что	6	2
но уже	1	2
и идея	1	3
всякая вещь	1	1
есть прежде	1	1
каком-то особенном	1	1
но что	7	3
у него	1	1
в ней	2	3
а потом	4	5
на свете	5	1
внешнее что	1	1
в другом	4	2
и тут	3	3
что иное	3	1
о котором	3	1
эти последние	1	2
в каком-то	4	1
она и	2	1
в этих	3	5
настроений и	1	1
для своего	1	2
и следовательно	5	2
форма и	3	1
не выдумка	1	2
миф –	2	9
п –	1	1
ни была	1	1
сама по	7	8
и также	1	1
оно или	2	2
это значит?	1	1
в котором	1	4
как таковой	4	4
только о	2	1
он также	1	1
сам по	3	6
но я	3	1
мог бы	1	2
не о	1	4
смысла и	2	1
или другого	1	1
д и	2	2
однако это	2	1
же это	4	3
совсем не	1	1
в голову	1	1
в искусстве	2	1
конечно такое	1	1
целиком в	1	1
нисколько не	4	4
и аллегорией	1	3
я имею	1	1
ни на	2	6
самый термин	1	1
всегда есть	2	2
из жизни	1	1
оно не	1	1
быть содержащая	1	1
невозможна без	1	2
но все	2	3
что это	10	11
отрешенность и	1	2
бытие есть	1	1
говорит о	1	5
и это	5	2
должны сказать	1	1
сюда же	1	1
с другим	1	1
мифа и	4	2
же не	3	1
или больше	1	2
оно есть	3	2
жизнь в	2	1
взаимообщение содержащее	1	1
не об	1	1
нечто совершенно	2	1
меньше всего	1	3
больше как	3	1
е прежде	1	4
на что	1	2
по самой	1	1
и часто	2	1
в связи	4	1
схема ни	1	2
мир –	1	1
– нечто	1	1
есть религия	3	1
