2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_2gram
здесь в	2	10
он все	2	1
иной раз	1	1
нечто смешное	1	1
место занимает	1	1
него он	2	2
создает особый	1	1
но он	4	2
далеко не	1	2
было бы	3	5
здесь и	1	4
как бы	31	14
бы быть	1	1
в процессе	1	1
так это	1	1
и вдруг	3	1
я знаю	1	1
отношении очень	1	1
прежде всего	12	15
о его	1	1
точки зрения	7	4
себе и	7	1
него как	1	1
без другого	1	1
и позволяет	1	1
и почти	1	2
он ни	1	1
мы остановимся	3	2
человека с	3	1
но и	14	7
несколько слов	1	3
к своему	5	1
в диалогах	4	1
глубоким и	1	1
в ее	3	3
над ним	1	1
а затем	2	4
нет и	4	1
задает себе	2	1
в очень	1	1
до сих	1	5
не знает	6	4
сочетается с	1	3
все на	1	1
другие даны	1	1
в творчестве	4	8
в большинстве	2	4
но именно	2	1
форме и	1	1
самим собой	7	1
внутренним диалогом	2	1
мы не	1	4
б я	2	2
диалогу к	1	1
одной из	2	4
коснемся еще	1	2
в кругу	1	1
я бы	4	1
мы можем	2	5
этого рассказа	1	2
всей своей	2	2
на протяжении	5	5
во всем	4	2
себя на	1	1
здесь мы	1	2
в результате	1	1
с каким-то	2	1
достоевского особенно	1	1
невозможно ибо	1	1
именно потому	2	1
на самом	9	1
которая в	1	1
или точнее	1	1
и наконец	7	2
живых и	1	1
в главе	1	1
всех его	1	1
смысле можно	1	1
но эта	2	1
в целом	3	1
и человека	1	4
для других	3	2
в преступлении	1	2
что не	4	1
в строгом	1	1
а не	4	11
и другой	1	3
собой не	2	1
с этой	2	1
говорить о	3	2
крайней мере	1	1
силы и	1	2
в этом	14	8
время как	2	1
превращается в	1	1
знаю что	2	1
другим человеком	1	1
достоевский не	1	1
об этом	1	1
в исповеди	5	1
быть и	2	2
со всею	1	1
одним из	1	3
и делает	4	1
этому мы	1	1
и ее	1	6
или даже	1	1
здесь с	1	1
диалога с	3	2
рассудка и	1	1
и из	1	3
кажется не	1	1
на него	5	1
собой он	1	2
этого не	3	1
почти все	1	1
одна из	1	7
прямо сказать	1	1
был очень	1	1
очень много	1	1
в общем	3	1
обращены к	1	1
этого слова	5	1
все это	14	8
этом произведении	1	2
не найдем	1	1
или меньшей	1	3
не чем	1	1
в качестве	1	1
в один	1	2
их в	2	2
в последующем	3	2
по своей	2	9
могли бы	1	1
мышкина и	3	1
которую он	1	1
братьях карамазовых	3	2
мы говорили	2	1
мысли и	1	1
его романов	1	1
он и	5	1
стиль речи	1	1
ли бы	1	2
что я	13	2
жизнь как	1	1
над собою	1	2
о нем	2	1
хотя и	2	4
если я	2	1
с ее	3	1
а они	1	1
но конечно	2	1
стиль и	4	1
и слово	8	1
во многом	1	2
только на	4	1
например в	2	5
и особенно	1	3
где он	4	1
все оно	1	1
из подполья	35	5
то же	15	6
и со	3	1
исповедь ставрогина	3	1
почувствовал что	1	1
я хотел	2	1
собою и	1	1
особый тип	1	2
здесь это	1	1
мыслей и	1	1
это было	2	3
проявляется в	1	4
в двойнике	10	1
его творчества	1	6
героя в	5	1
главное и	1	1
и пусть	2	2
алеши и	1	1
этом каждое	1	1
лучше всех	1	1
этом смысле	3	1
своих произведениях	1	1
которое совершается	1	1
все здесь	1	3
ну и	2	1
что касается	1	2
свои собственные	2	1
к братьям	1	1
характерно что	1	2
с собою	5	1
в речь	3	1
и если	1	3
у достоевского	12	17
его нельзя	2	1
пор еще	1	2
вдруг почувствовал	1	1
отчасти к	1	1
с собой	2	1
рассказа в	10	1
в себя	1	6
в такой	4	1
пусть пусть	1	1
и их	1	2
столь же	2	1
его целом	2	1
образом в	1	2
но мы	1	1
в которой	2	2
диалоге в	1	1
можно сказать	1	8
по своим	1	1
ничего не	3	6
говорили что	4	1
я уверен	2	1
что он	24	4
себе самому	18	6
но они	1	4
что они	6	1
человека из	13	1
в отдельных	1	1
в нем	16	10
во время	5	1
его художественной	1	1
по сравнению	1	4
в других	1	1
во всех	3	12
диалоге очень	1	1
в дальнейшем	2	7
он был	1	1
целом эта	1	1
слово человека	1	1
что и	3	3
один из	1	6
исповеди ставрогина	3	1
они уже	1	1
уже не	3	1
дан с	1	1
и позволяют	1	1
только здесь	1	1
с точки	2	2
здесь есть	2	1
же и	4	1
при всей	1	2
но только	3	1
своего героя	2	1
этой позиции	1	1
есть все	1	1
почти каждый	1	2
я очень	3	1
к другим	2	2
к себе	18	6
именно тем	2	2
человек и	4	2
он в	4	2
ивана и	2	1
все так	1	1
в сущности	14	10
два месяца	1	2
или во	1	1
хотя бы	2	2
или иной	4	1
пародии на	1	2
самого в	1	1
с ней	1	3
образ героя	1	1
более и	1	1
этого произведения	1	3
мне не	2	2
с другими	2	3
здесь как	1	3
самого начала	8	4
или в	2	1
и по	2	3
ипполита мое	1	1
но в	19	5
благодаря этому	2	1
человека в	1	3
нет здесь	3	1
а я	10	2
в отличие	2	1
своего рода	2	3
сих пор	1	5
очень хорошо	1	3
со всем	1	1
если и	2	1
идеи и	1	3
событий и	1	2
и внешние	1	1
но к	1	3
жизнь и	2	1
тем не	1	2
мной и	1	1
большей или	1	3
конце концов	3	1
мне все	3	2
это очень	1	4
с крайним	1	1
при этом	2	3
в форме	3	6
том что	3	5
его же	2	1
но уже	2	1
литературной пародии	1	1
ведет себя	1	1
у него	4	1
в ней	2	7
видели что	1	2
и она	1	1
в келье	1	1
и тут	2	1
именно это	1	1
в нее	1	1
в этих	2	5
на тему	2	1
сам с	1	1
в котором	3	1
сказать с	1	1
они были	1	1
этого и	2	1
мог бы	2	1
того же	1	2
как-то вдруг	1	1
не о	4	2
и соответствующие	1	1
рассказ в	3	1
ту же	1	1
к ней	2	1
вступает в	2	1
у тебя	1	1
образа в	1	1
в стиле	4	1
в другие	1	4
нисколько не	1	1
ни на	2	1
своей полноте	1	1
был прямо	1	1
в слове	6	1
достоевского уже	1	1
в романе	1	1
сцену в	1	1
что это	4	2
можно было	2	1
говорит о	2	2
и это	5	3
свою внутреннюю	1	1
и человек	1	1
я все	5	1
жизнь в	1	2
и другие	1	9
еще более	1	5
ведь это	1	1
друг к	3	1
в иване	1	1
от них	1	1
в диалог	1	2
характерные для	1	1
или еще	1	1
если б	3	7
