3gram	Vygotskiy_Psychologia_partition_part5_wordlist_3gram	Vygotskiy_Psychologia_partition_part4_wordlist_3gram
согласно этому взгляду	1	1
к тому чтобы	3	1
жизни и смерти	1	1
с тем что	1	3
до сих пор	3	5
ничего общего с	1	1
что ни одна	1	1
шаг за шагом	3	1
том в каком	1	1
если бы мы	2	2
фабулы и сюжета	2	1
дело в том	1	1
с точки зрения	4	2
о том в	1	1
заставляет нас с	1	1
том месте где	1	1
другой стороны он	1	1
именно в том	2	2
но совершенно ясно	1	1
речь идет о	2	1
который все время	1	1
бы если бы	1	1
мы не можем	1	1
в этом смысле	1	1
а как раз	2	1
иметь случай показать	1	1
утверждает что у	1	1
что у шекспира	1	1
сказать что эта	1	1
и в самом	2	2
указывали на то	1	1
трагедии заключается в	1	1
в сущности говоря	2	8
те или иные	1	1
он может быть	1	1
шекспира но и	1	1
что он не	4	1
мы никогда не	3	2
что в этом	1	6
на этот вопрос	1	3
на одном из	1	1
ясно что в	1	2
как бы в	1	2
при таком понимании	1	1
мы все время	2	1
она кажется нам	1	1
то что все	1	1
того чтобы он	1	1
в каком-то совсем	1	1
если мы припомним	1	1
что такое понимание	1	1
том или ином	1	1
в конце концов	3	2
то же самое	6	3
то время как	2	1
об убийстве о	1	1
и все так	1	1
планах с одной	1	2
и что в	3	3
с психологической точки	1	1
раскрывается перед нами	1	1
и в русской	1	1
которая могла бы	2	1
совершенно ясно что	3	5
и в свою	1	1
потому что все	1	2
что именно они	1	1
и таким образом	1	2
не годится для	1	1
ни одна из	1	1
что это есть	1	2
с этой точки	1	1
и когда мы	1	3
не может быть	1	2
этой точке сходятся	1	1
ошибемся если скажем	1	1
совершенно противоположным тому	1	1
которое существует между	1	2
в том или	1	1
что в этой	2	1
сами по себе	3	2
что оно может	1	1
одну и другую	1	1
мы имели дело	1	1
они как бы	1	1
в каком отношении	1	2
тех пор пока	2	2
и т д	2	3
это на примере	1	1
том что она	1	1
во все время	2	1
мы видим что	2	3
в драме и	1	1
сводится к тому	2	2
легко показать что	2	2
всем европейском мире	1	1
заключается в том	3	6
не то что	3	1
точке сходятся два	1	1
стороны он видит	2	2
стоят друг к	1	1
это совершенно верно	2	1
отношению к шекспиру	1	1
и в результате	1	2
каком-то совсем другом	1	1
чтобы увидеть что	1	2
то что он	3	3
а с другой	1	4
как бы нарочно	1	1
такого же мнения	1	1
только то что	1	1
надо сказать что	3	1
для своей трагедии	1	1
лежащая в основе	1	1
то что в	3	2
