3gram	Vygotskiy_Psychologia_partition_part5_wordlist_3gram	Vygotskiy_Psychologia_partition_part1_wordlist_3gram
так же как	4	2
именно потому что	1	2
общественной жизни с	1	1
то есть к	2	1
с другой стороны	5	5
в конечном счете	3	1
совершенно очевидно что	2	2
ни в каком	1	1
в отличие от	3	2
то что в	1	2
что самое важное	1	2
которая существует между	1	3
при взгляде на	1	1
в самом процессе	1	1
в процессе творчества	1	1
с достаточной ясностью	1	1
что в самом	1	1
в эмпирической психологии	1	1
однополюсной траты энергии	1	2
смысле этого слова	2	1
том что он	1	1
формы и содержания	1	1
двух планах с	1	2
благодаря тому что	2	1
что это действительно	1	1
до тех пор	1	2
не может стать	2	1
в себя и	1	1
во внимание что	1	1
образом оказывается что	1	1
искусства и в	1	1
в основе своей	1	1
что он должен	1	1
он говорит что	1	2
одной стороны мы	1	1
а не ее	1	1
в значительной мере	1	1
что у него	3	1
но так как	1	1
можно сказать что	1	2
совершенно верно что	1	3
с одной стороны	5	12
имеет совершенно не	1	1
в противоречие с	2	1
если же мы	1	1
в применении к	2	1
конце концов только	1	1
и тот же	1	1
мы увидим что	2	6
вместо того чтобы	1	1
что от него	1	1
в этом отношении	2	3
собственном смысле слова	2	1
и как он	1	1
бы сказать что	1	2
друг к другу	1	4
как таковая в	1	1
это имеет место	1	1
мы должны будем	1	2
принять во внимание	1	2
мы не имеем	1	1
с для того	1	1
в силу того	2	1
он никогда не	1	1
в собственном смысле	3	1
тому что он	1	1
и той же	3	2
таким образом мы	1	2
только обратиться к	1	1
с самого начала	1	3
в самом деле	7	5
потому что он	2	2
при этом совершенно	1	1
в произведении искусства	2	1
это и не	1	1
к тому чтобы	3	1
когда пушкин говорит	1	1
в бессознательной сфере	1	1
по себе не	2	2
до сих пор	3	5
на задний план	1	1
едва ли не	1	1
показать что те	1	1
с такой исчерпывающей	1	1
если бы мы	1	2
в последнее время	2	1
дело в том	1	1
с точки зрения	2	2
речь идет о	1	1
то или иное	2	1
выходит так что	2	1
очевидно что психология	1	1
и тем же	1	3
что искусство есть	3	1
психологии искусства но	2	1
мы не можем	2	1
в этом смысле	2	1
бы если бы	1	1
и мы увидим	1	2
потому что оно	1	1
которые никак не	1	1
и в самом	2	2
один и тот	1	1
в сущности говоря	3	8
для психологии искусства	1	2
слова в стихе	1	1
мы никогда не	4	2
что в этом	3	6
в совершенно ином	1	1
как будто бы	2	1
с так же	1	2
как бы в	1	2
при таком понимании	1	1
мы все время	1	1
нуждается в известном	1	1
то что все	1	1
представления так как	1	1
не в состоянии	3	3
один из самых	1	1
и в частности	1	1
если мы припомним	2	1
том или ином	1	1
в конце концов	3	2
и для того	1	1
то время как	5	1
во многих случаях	1	1
по самому существу	3	1
то же самое	2	3
планах с одной	1	2
никак не могут	1	1
с психологической точки	3	1
одно и то	1	3
а в том	2	1
но она не	1	1
совершенно ясно что	14	5
в своих исследованиях	1	1
по этому поводу	2	4
искусства и его	1	1
и таким образом	2	2
художественного произведения и	1	1
указывает на то	3	2
искусства совершенно очевидно	1	1
с этой точки	4	1
не может быть	8	2
в том или	1	1
если мы станем	1	2
что в этой	1	1
само по себе	5	2
можно легко показать	1	2
в том случае	2	1
сами по себе	1	2
то специфическое что	1	1
потому что мы	1	1
состоит в том	2	2
в большей мере	1	1
и для нас	1	2
примем во внимание	1	1
тех пор пока	1	2
и т д	8	3
мы видим что	2	3
исходя из этого	1	1
мы все же	1	3
формы и материала	1	1
легко показать что	2	2
не то что	1	1
заключается в том	6	6
и в том	1	1
что с точки	1	1
если бы в	1	1
с такого же	1	1
заключает в себе	1	4
и в результате	1	2
то что он	1	3
еще далеко не	1	1
такого же мнения	1	1
только то что	1	1
нас в сущности	1	1
надо сказать что	3	1
всякое произведение искусства	2	1
