2gram	Vygotskiy_Psychologia_partition_part5_wordlist_2gram	Vygotskiy_Psychologia_partition_part3_wordlist_2gram
стоит только	3	5
нас два	1	1
по одному	1	1
только тем	1	1
нас важно	1	1
приводит мнение	1	1
мы можем	7	7
героев как	1	1
имеет место	2	3
больше и	3	1
образом если	1	2
характер ее	1	1
всему тому	2	1
только для	3	1
только при	1	1
насколько она	1	1
видели в	1	1
в результате	1	4
на самом	2	2
мы рассмотрим	2	1
когда указывает	1	2
и наконец	2	3
человек который	2	1
в сердце	1	2
этой точки	1	1
формулировать то	1	1
не к	3	1
для ее	1	3
и вовсе	1	1
но эта	1	1
в целом	4	5
противоположный план	2	1
объединены в	1	1
планах в	1	1
что не	3	1
что эти	4	2
она кажется	1	1
а не	7	8
во-первых это	1	1
этот вопрос	1	4
гораздо более	1	2
все что	1	1
с этой	2	2
с дело	1	1
с одной	6	12
силы и	1	1
никакой другой	1	1
в этом	13	14
и другой	1	1
он мог	1	1
двух направлений	1	1
если мы	6	16
превращается в	1	1
время как	4	2
конечно только	1	1
имеет дело	1	4
и насколько	1	3
все те	2	1
самое противоречие	1	1
и отчетливее	1	1
не принадлежит	1	1
по рецепту	2	4
быть и	1	2
в лучшем	2	3
одним из	1	1
как же	2	1
что мы	1	11
и ее	2	1
говорит что	8	6
и такой	1	1
он говорит	6	3
в совершенно	2	6
здесь с	2	1
для трагедии	1	1
противоречие мы	1	1
будем иметь	1	2
в поэзии	1	1
вызывает и	1	1
но по	1	1
на него	1	1
с с	2	1
каждой из	1	1
она одновременно	1	1
оказывается что	1	1
одна из	4	3
что хотя	1	1
внутренние противоречия	1	1
же как	1	2
действующих лиц	5	7
совпадает с	2	1
из этих	3	3
совершенно в	2	1
как ты	2	1
этого слова	2	1
все это	3	2
состоит в	3	3
только одно	1	1
в качестве	2	2
трагедии и	1	2
в один	3	1
момент который	2	1
едва ли	3	2
как именно	1	1
о трагедии	1	1
которая все	1	1
и есть	1	5
самом деле	21	8
их в	2	1
и когда	5	9
мы будем	1	1
в сюжете	1	1
могли бы	5	4
коротком замыкании	3	1
мы говорили	3	4
что тогда	1	1
хотя и	1	1
жизни а	1	1
не так	3	1
нашей реакции	3	1
с ее	2	1
заключается в	7	8
когда автор	1	1
и другое	4	2
совершенно противоположные	2	1
только на	1	4
под этим	2	1
что оно	2	6
например в	2	1
действительность и	3	1
то же	10	7
бы для	2	2
совершенно разных	1	1
когда в	4	2
при помощи	4	1
вызывает в	1	4
что истинный	1	1
могло бы	2	1
свое действие	1	1
как простой	1	1
и всю	1	1
мы могли	4	4
и дальше	2	2
тому которое	2	1
бы сказать	1	2
совершенно не	5	6
которые не	1	1
обычно в	1	1
и самым	1	1
равно как	1	1
что нам	1	3
здесь все	1	1
указывает что	1	5
в какой	5	1
уже не	2	1
это же	2	2
с необычайным	2	1
бы совершенно	6	1
в речи	3	1
образом для	1	1
с как	1	1
нас не	1	2
и если	6	6
возражает против	1	1
реакции на	2	1
совершенно противоположным	2	1
уже указывали	1	1
что же	2	1
каждого из	3	1
действия в	1	1
такова природа	1	1
в себя	1	2
только что	2	4
в такой	3	1
глазах и	1	1
происходит как	1	2
этих образов	1	1
и их	1	1
столь же	2	1
мы видим	12	8
два плана	7	2
особенно легко	1	1
а опять	1	1
впечатления от	1	1
но мы	2	2
другой план	1	1
и мы	13	16
в которой	5	3
одной и	2	2
можно сказать	1	2
действие развивается	1	1
что ни	1	3
он выражает	1	2
ничего не	2	2
почти не	1	2
они как	1	1
те общие	1	1
что он	11	17
для развертывания	1	1
в течение	4	2
что по	3	2
легко показать	6	3
мы попытаемся	1	1
данном случае	2	3
и тот	1	1
но они	2	1
помочь нам	1	1
что они	4	5
где эта	1	1
должен быть	3	2
в нем	4	7
которых мы	6	4
в других	1	1
по сравнению	1	4
заметить что	2	1
со времен	1	1
может помочь	1	1
во всех	4	2
верно и	1	1
он был	3	2
составляет основу	1	2
когда видит	1	1
что и	4	3
всех предыдущих	2	1
он прекрасно	1	1
один из	6	5
в действительности	1	1
вызывает у	1	1
нашего чувства	2	1
ясно что	6	6
всеми предыдущими	1	1
случае к	1	1
отношения к	2	2
с точки	9	2
но только	8	3
в силу	2	3
к себе	2	1
нам как	1	1
к каким	2	1
басни и	13	2
он в	2	2
к этим	1	2
бы по	1	2
останавливаться на	1	1
дает ложное	1	1
этих трех	1	1
каждое слово	1	1
русском языке	1	1
художественного произведения	1	3
в сущности	10	12
своего апогея	1	2
или во	1	1
хотя бы	2	3
всех прочих	2	1
мысли что	1	1
не из	1	1
придерживается и	1	1
и здесь	6	6
раз обратным	1	1
о действии	1	1
той точки	1	1
показать что	7	12
именно поэтому	1	2
совершенно противоположном	1	2
самого начала	6	3
или в	5	6
понять почему	1	1
от первой	1	1
но в	3	5
благодаря этому	2	1
это мы	1	1
и грусти	1	1
не имеет	6	1
могла бы	3	1
нам на	1	1
здесь совершенно	4	1
где она	3	1
в отличие	1	2
сих пор	5	5
мы помним	2	1
событий и	1	2
его мнению	2	2
заключается что	1	1
и составляет	1	3
ее с	1	1
герой есть	1	1
которого он	1	1
совершенно правильно	1	2
при этом	4	8
дело именно	1	1
в нашей	1	2
и там	1	1
от той	1	2
что переживание	1	1
но уже	1	1
о которых	9	2
у нее	1	1
другую сторону	1	1
но что	2	1
у него	4	3
которое существует	1	2
в ней	15	4
видели что	2	1
внимание на	2	4
в другом	5	3
зритель не	1	1
именно это	3	4
о котором	5	6
в нее	2	2
в построении	1	1
в этих	2	3
целом ряде	1	1
под именем	1	1
и следовательно	2	2
на противоречие	1	2
трагического героя	1	2
их действия	1	1
значение которое	1	1
и показывают	1	1
решительно не	3	1
тому чтобы	1	1
эстетическую реакцию	1	2
в котором	6	2
это на	1	1
с которого	1	1
для нашей	1	2
для него	2	3
противоречия в	1	1
потому его	1	1
отношении и	1	1
и заключает	1	1
того же	3	2
мог бы	1	2
не о	1	1
своей задачей	2	1
чувства и	2	5
трагедии мы	1	6
как к	2	1
к ней	2	1
вступает в	1	1
и вся	1	3
свою очередь	2	1
совсем не	3	2
трудно не	1	1
вспоминает что	1	1
она оказывается	1	1
это означает	1	2
по выражению	2	1
сентиментальной повести	1	1
себе что	1	1
был бы	3	5
чувство и	1	2
видим что	8	3
ни на	1	1
к синтезу	1	1
не кажется	1	2
же два	1	1
в романе	1	2
но все	1	2
мы увидим	12	9
уже указали	2	1
указанием на	1	1
что это	10	8
можно было	1	3
со всей	3	1
бы дать	1	1
в следующем	1	1
говорит о	2	4
не заметить	1	1
и это	8	8
два совершенно	4	2
находятся в	2	3
смерти и	1	1
под ним	1	1
и другие	2	3
лучше и	1	1
еще более	1	1
может служить	7	1
в евгении	1	1
и часто	2	1
которые часто	1	1
во все	1	1
не с	1	2
мы сейчас	1	3
мысль и	1	1
с но	2	2
не было	1	1
наше чувство	5	1
этого противоречия	2	1
ничего общего	1	1
