N	2gram	Vinokur_St	RusskieA
112	их в	2	8
113	в россии	7	8
114	того чтобы	15	8
115	как например	2	8
116	того что	14	8
117	ее в	2	8
118	в данном	16	8
119	не все	3	8
120	для того	15	8
121	же в	1	8
122	в это	3	7
123	в руках	2	7
124	должна была	6	7
125	настоящее время	2	7
126	в своем	8	7
127	на них	2	7
128	к нему	2	7
129	не в	15	7
130	в свете	1	7
131	а с	6	7
132	не совсем	1	7
133	было бы	21	7
134	только в	11	7
135	еще в	3	7
136	это время	3	7
137	связанные с	3	7
138	из этих	7	7
139	а не	19	7
140	в деревне	1	7
141	начиная с	2	7
142	до конца	4	7
143	в настоящее	2	7
144	ничего не	6	7
145	иногда и	2	7
146	и как	2	7
147	по этому	5	7
148	как будто	5	7
149	пишет в	2	7
150	для этого	2	7
151	в году	3	6
152	с собой	1	6
153	же как	5	6
154	к тому	9	6
155	что этот	3	6
156	и другой	1	6
157	не всегда	2	6
158	только на	1	6
159	но они	3	6
160	в одном	7	6
161	что она	5	6
162	в советское	2	6
163	после того	5	6
164	в качестве	7	6
165	чем в	3	6
166	в таком	4	6
167	тому что	8	6
168	также в	2	6
169	должно было	5	6
170	и у	2	6
171	на этом	1	6
172	многих случаях	2	6
173	должны были	1	6
174	в этой	13	6
175	в нем	9	6
176	должен был	5	6
177	с ними	1	6
178	и более	4	6
179	что здесь	2	6
180	и пр	4	6
181	не будем	1	6
182	или с	2	6
183	в их	3	6
184	на нее	3	6
185	советское время	2	6
186	все эти	7	6
187	так в	1	6
188	а иногда	2	6
189	она не	3	6
190	и их	3	6
191	этому поводу	4	6
192	и о	4	6
193	и к	5	5
194	в разных	1	5
195	нас к	2	5
196	некоторые другие	1	5
197	например в	8	5
198	тогда как	1	5
199	г в	10	5
200	с этим	6	5
201	вопрос о	9	5
202	входит в	1	5
203	с другой	11	5
204	связь между	1	5
205	к ним	1	5
206	как правило	2	5
207	по поводу	13	5
208	с целью	1	5
209	что от	2	5
210	не было	7	5
211	в целях	1	5
212	или же	3	5
213	в тех	5	5
214	можно было	14	5
215	в москве	4	5
216	и др	1	5
217	петра i	2	5
218	там где	6	5
219	в то	10	5
220	прежде всего	11	5
221	нет никаких	2	5
222	в особенности	1	5
223	тогда когда	1	5
224	для них	2	5
225	то на	1	5
226	что он	23	5
227	ничего общего	3	5
228	то и	1	5
229	заметить что	1	5
230	но если	5	5
231	видел в	2	5
232	и для	4	5
233	тот же	2	5
234	в его	19	5
235	на самом	8	5
236	это предположение	1	5
237	и потому	3	5
238	не с	1	5
239	в целом	5	5
240	вплоть до	6	5
241	кроме того	3	4
242	не столько	6	4
243	их не	1	4
244	в своих	2	4
245	но все	9	4
246	именно в	8	4
247	во всяком	8	4
248	некоторые из	1	4
249	в котором	11	4
250	но эти	2	4
251	в глаза	1	4
252	в отличие	1	4
253	во всей	1	4
254	от них	1	4
255	не просто	2	4
256	и из	1	4
257	что у	8	4
258	вокруг этого	1	4
259	несмотря на	4	4
260	не соответствует	1	4
261	как можно	2	4
262	но он	5	4
263	а за	1	4
264	которое в	1	4
265	не был	1	4
266	в руки	1	4
267	себя внимание	1	4
268	тем и	1	4
269	этот вопрос	6	4
270	ко времени	2	4
271	что для	4	4
272	могут быть	5	4
273	и от	2	4
274	своего рода	7	4
275	и здесь	2	4
276	бы дело	1	4
277	они и	1	4
278	что этим	1	4
279	если в	2	4
280	и при	1	4
281	и другим	1	4
282	не на	3	4
283	то время	2	4
284	вряд ли	8	4
285	в основе	4	4
286	на основе	1	4
287	в середине	2	4
288	и до	2	4
289	это имеет	1	4
290	связанных с	1	4
291	и там	1	4
292	никаких признаков	1	4
293	на две	1	4
294	в образе	3	4
295	этого слова	2	4
296	всяком случае	8	4
297	у них	1	4
298	и после	1	4
299	нас не	3	4
300	уже в	3	4
301	его и	1	4
302	в таких	1	4
303	такой же	6	4
304	по своему	2	4
305	г к	1	4
306	а к	2	4
307	отличие от	1	4
308	в ней	9	4
309	дело не	4	4
310	связано с	1	4
311	к тем	1	4
312	к ней	1	4
313	которые в	2	4
314	и тогда	2	4
315	все что	1	3
316	можно говорить	1	3
317	же и	4	3
318	выводу что	1	3
319	которые не	3	3
320	судить о	1	3
321	говорит о	5	3
322	в какой	4	3
323	в виду	6	3
324	связь с	1	3
325	более или	2	3
326	на которых	1	3
327	есть в	2	3
328	дают возможность	1	3
329	или другие	1	3
330	видно из	1	3
331	а именно	3	3
332	в одно	1	3
333	от этого	2	3
334	обращает на	2	3
335	говорится о	1	3
336	сразу же	1	3
337	из других	1	3
338	и такие	2	3
339	он был	5	3
340	по отношению	3	3
341	и те	4	3
342	до того	4	3
343	ii в	1	3
344	как на	10	3
345	на которой	2	3
346	к числу	3	3
347	что все	3	3
348	точки зрения	16	3
349	что именно	2	3
350	какой степени	1	3
351	тут же	1	3
352	для этой	1	3
353	никогда не	7	3
354	с одной	3	3
355	обычно не	1	3
356	на него	3	3
357	хотя и	4	3
358	в ее	6	3
359	чем у	2	3
360	тому же	2	3
361	в которой	13	3
362	и некоторые	1	3
363	же значение	1	3
364	очевидно что	1	3
365	iii в	1	3
366	в области	16	3
367	и это	4	3
368	работы на	1	3
369	в эту	3	3
370	сих пор	12	3
371	в русской	4	3
372	на другой	1	3
373	того в	1	3
374	совсем не	3	3
375	можно сделать	1	3
376	в форме	2	3
377	возможно что	4	3
378	всех этих	2	3
379	чтобы не	1	3
380	раньше чем	4	3
381	до сих	13	3
382	них в	1	3
383	то есть	2	3
384	известно что	2	3
385	из таких	2	3
386	из которых	1	3
387	к выводу	1	3
388	независимо от	1	3
389	если бы	11	3
390	их и	2	3
391	судить по	3	3
392	в своей	12	3
393	можно назвать	3	3
394	относятся к	3	3
395	том как	4	3
396	так чтобы	1	3
397	с точки	10	3
398	них как	1	3
399	тех пор	1	3
400	что также	1	3
401	представление будто	1	3
402	каждый из	1	3
403	и наоборот	1	3
404	нет и	1	3
405	и во	3	3
406	при котором	1	3
407	что русские	1	3
408	на этот	5	3
409	не имели	2	3
410	здесь не	1	3
411	увидим ниже	1	3
412	сомнений в	3	3
413	и то	6	3
414	нас нет	7	3
415	№ в	1	3
416	только по	1	3
417	и этим	1	3
418	это и	5	3
419	что означает	1	3
420	такое же	2	3
421	что с	4	3
422	этом не	1	3
423	с той	3	3
424	на все	2	3
425	по его	5	3
426	или менее	2	3
427	в одной	3	3
428	так называемой	2	3
429	церкви и	1	3
430	довольно часто	1	3
431	быть и	2	3
432	когда он	1	3
433	что касается	4	3
434	как он	3	3
435	тех местах	1	3
436	думать что	2	3
437	считает что	1	3
438	отношению к	3	3
439	место в	2	3
440	в период	2	3
441	на то	5	3
442	и его	11	3
443	это в	4	3
444	слова в	1	3
445	и другое	1	3
446	разных формах	1	3
447	не к	2	3
448	от него	1	2
449	несомненно что	1	2
450	дают в	1	2
451	они их	1	2
452	к этой	1	2
453	поле где	1	2
454	с этой	5	2
455	воспоминания о	1	2
456	не как	2	2
457	которые по	1	2
458	время не	1	2
459	это нужно	1	2
460	народ и	1	2
461	далее в	4	2
462	его от	1	2
463	чтобы она	1	2
464	другой стороны	9	2
465	но что	2	2
466	по себе	3	2
467	на основании	2	2
468	в духе	2	2
469	на свой	2	2
470	из нее	3	2
471	года в	3	2
472	если он	1	2
473	принадлежат к	1	2
474	в числе	4	2
475	уже указано	1	2
476	его мнению	1	2
477	на эту	5	2
478	когда в	1	2
479	по тому	1	2
480	в момент	1	2
481	своих предков	1	2
482	целый год	1	2
483	поле в	1	2
484	и дело	2	2
485	было не	3	2
486	можно сказать	2	2
487	можно считать	2	2
488	в приведенных	1	2
489	но даже	1	2
490	одной стороны	2	2
491	вот почему	1	2
492	в первые	1	2
493	а когда	1	2
494	говорить о	3	2
495	о них	3	2
496	и когда	1	2
497	несколько примеров	5	2
498	этим не	1	2
499	себе в	2	2
500	с другим	1	2
501	по всему	1	2
502	в прошлом	1	2
503	сказать что	9	2
504	он так	1	2
505	в нашем	1	2
506	только во	1	2
507	который в	1	2
508	работа в	1	2
509	к этим	1	2
510	точка зрения	1	2
511	все в	2	2
512	были известны	1	2
513	которая должна	2	2
514	и он	2	2
515	по возвращении	1	2
516	на которую	1	2
517	и всей	2	2
518	время и	1	2
519	но еще	1	2
520	что при	3	2
521	что такое	2	2
522	и за	3	2
523	или иную	1	2
524	многих отношениях	1	2
525	у него	3	2
526	ряду с	1	2
527	в несколько	1	2
528	как по	1	2
529	но совершенно	1	2
530	тот кто	1	2
531	одним из	2	2
532	можно судить	1	2
533	говорить что	1	2
534	в конце	5	2
535	на тот	1	2
536	между ними	1	2
537	но иногда	1	2
538	между прочим	10	2
539	место и	1	2
540	в двух	4	2
541	к вопросу	1	2
542	в чем	4	2
543	что их	1	2
544	могло бы	3	2
545	в каждом	3	2
546	мы можем	1	2
547	что говорилось	1	2
548	в москву	1	2
549	области изучения	2	2
550	не означает	1	2
551	и даже	8	2
552	только с	4	2
553	не дает	2	2
554	ту же	1	2
555	xvii в	1	2
556	ряда других	1	2
557	он не	11	2
558	и тем	3	2
559	в развитии	2	2
560	борьбе против	1	2
561	своих предшественников	1	2
562	что эта	5	2
563	не были	2	2
564	этот был	1	2
565	и является	1	2
566	разницей что	1	2
567	эти материалы	1	2
568	в приведенном	1	2
569	иметь в	2	2
570	ни одно	1	2
571	была не	2	2
572	когда мы	1	2
573	как известно	2	2
574	на некоторые	1	2
575	т п	11	2
576	не говорится	1	2
577	у некоторых	1	2
578	значение как	1	2
579	общего с	3	2
580	широко распространено	1	2
581	но нет	2	2
582	в себе	3	2
583	не значит	3	2
584	образом в	1	2
585	из этого	1	2
586	значит что	3	2
587	для чего	1	2
588	остановиться на	1	2
589	не случайно	1	2
590	уходит в	1	2
591	в один	1	2
592	в одну	1	2
593	не так	2	2
594	народа в	1	2
595	с и	1	2
596	полностью в	1	2
597	три дня	1	2
598	в другой	1	2
599	о которой	3	2
600	утверждает что	1	2
601	борьбы с	3	2
602	оно не	3	2
603	во что	1	2
604	самом деле	14	2
605	отличаются от	1	2
606	чем можно	1	2
607	показать что	1	2
608	г где	1	2
609	вокруг него	1	2
610	о своей	2	2
611	если это	3	2
612	обращается к	1	2
613	и действительно	1	2
614	значения и	1	2
615	дела и	2	2
616	в одних	1	2
617	к самым	1	2
618	как не	1	2
619	к нам	1	2
620	и так	3	2
621	предков в	1	2
622	себя и	1	2
623	более поздний	1	2
624	поэзии и	3	2
625	так называемая	3	2
626	нет в	1	2
627	перед нами	1	2
628	но их	1	2
629	совершенно не	7	2
630	не является	5	2
631	вытекает из	2	2
632	в иных	2	2
633	и частично	1	2
634	не имеют	2	2
635	такую же	1	2
636	таком виде	2	2
637	и и	2	2
638	не знали	2	2
639	этой работы	2	2
640	быть не	2	2
641	и теперь	2	2
642	не могло	4	2
643	россии в	1	2
644	подобного рода	1	2
645	целый ряд	3	2
646	литературы в	1	2
647	к другому	1	2
648	с нею	3	2
649	е как	2	2
650	с его	3	2
651	чтобы лучше	1	2
652	д и	2	2
653	ко дню	1	2
654	он должен	2	2
655	судя по	2	2
656	до г	1	2
657	что есть	1	2
658	но оно	1	2
659	ответ на	4	2
660	но на	2	2
661	в более	1	2
662	что ему	2	2
663	только одно	1	2
664	значение в	1	2
665	они не	2	2
666	ни с	3	2
667	на тех	1	2
668	и всем	1	2
669	и всегда	2	2
670	подробное описание	1	2
671	для него	10	2
672	этом отношении	13	2
673	как у	1	2
674	здесь в	1	2
675	чтобы получить	1	2
676	основана на	2	2
677	но эта	1	2
678	дело в	9	2
679	и начинается	1	2
680	это еще	1	2
681	виду что	1	2
682	очень много	1	2
683	в ряде	1	2
684	в равной	2	2
685	случае не	3	2
686	и без	4	2
687	случаях когда	1	2
688	не дают	1	2
689	право на	1	2
690	которые с	1	2
691	должен быть	3	2
692	особенно в	2	2
693	и вообще	5	2
694	тем более	4	2
695	чтобы сделать	2	2
696	что эти	1	2
697	еще до	4	2
698	разница между	3	2
699	а как	5	2
700	и притом	1	2
701	счастье и	1	2
702	само собой	1	2
703	ту или	1	2
704	в частности	6	2
705	не оставляет	2	2
706	все не	1	2
707	только у	2	2
708	в начале	5	2
709	в пределах	1	2
710	отношение к	3	2
711	для такого	1	2
712	этом и	2	2
713	по плечу	1	2
714	же можно	1	2
715	часто но	1	2
716	в ту	1	2
717	если она	1	2
718	сделана в	1	2
719	в той	9	1
720	что было	3	1
721	е с	3	1
722	с которыми	3	1
723	в самом	14	1
724	люди которые	3	1
725	под сомнение	1	1
726	собой совершенно	1	1
727	печатных источников	1	1
728	истории русского	1	1
729	еще раз	1	1
730	указать еще	1	1
731	те или	2	1
732	и очень	5	1
733	еще более	5	1
734	никаких сомнений	3	1
735	села в	1	1
736	и имеет	1	1
737	себе целью	4	1
738	в применении	3	1
739	два обстоятельства	1	1
740	из всех	1	1
741	же степени	1	1
742	или нет	1	1
743	преимущественно же	1	1
744	отсюда как	1	1
745	те же	1	1
746	воплощенной в	1	1
747	потому не	1	1
748	него в	1	1
749	состоящая в	1	1
750	не являются	3	1
751	ссылкой на	1	1
752	совпадала с	1	1
753	от сего	1	1
754	были более	1	1
755	i на	1	1
756	лошади в	1	1
757	вполне естественно	1	1
758	нас особенно	1	1
759	этом основании	1	1
760	в борьбе	1	1
761	или во	1	1
762	об уничтожении	1	1
763	быть признана	1	1
764	в первом	2	1
765	вот что	3	1
766	и сам	4	1
767	жизнь в	1	1
768	каким образом	1	1
769	все благополучно	1	1
770	при первой	1	1
771	на свою	1	1
772	зато в	2	1
773	форму и	1	1
774	новой форме	1	1
775	уже на	1	1
776	не составляют	1	1
777	от необходимости	1	1
778	притом часто	1	1
779	здесь дело	2	1
780	одновременно и	1	1
781	бабы в	1	1
782	раньше марта	1	1
783	этом можно	1	1
784	области в	1	1
785	в изобилии	1	1
786	как более	2	1
787	ничего а	1	1
788	но у	1	1
789	в иной	1	1
790	он по	2	1
791	и односторонне	1	1
792	и впредь	1	1
793	смысл этого	2	1
794	совершенно по-новому	1	1
795	обращение к	1	1
796	и смерти	1	1
797	была создана	1	1
798	верхом и	1	1
799	если при	1	1
800	то наоборот	1	1
801	новую жизнь	1	1
802	в первую	2	1
803	астрономически точно	1	1
804	уже давно	1	1
805	более широком	1	1
806	было в	2	1
807	не могли	1	1
808	где-то в	1	1
809	по тем	1	1
810	именно такие	1	1
811	которые также	1	1
812	применении к	3	1
813	которой он	1	1
814	той и	1	1
815	одно целое	1	1
816	число таких	1	1
817	изучении в	1	1
818	доказать что	2	1
819	г д	1	1
820	хотя бы	8	1
821	которых к	1	1
822	все свои	1	1
823	служить и	1	1
824	почти исключительно	1	1
825	смотрели на	1	1
826	в другом	5	1
827	стоят в	1	1
828	по в	1	1
829	случае она	1	1
830	мы очень	1	1
831	а после	1	1
832	очень широко	2	1
833	имея в	1	1
834	местах которые	1	1
835	которых является	1	1
836	прав в	1	1
837	борьбе с	1	1
838	за собой	1	1
839	точно так	2	1
840	видеть что	1	1
841	на пути	1	1
842	а между	2	1
843	и была	2	1
844	говорит что	4	1
845	превращается в	2	1
846	значительной степени	3	1
847	не вполне	1	1
848	отметить что	4	1
849	за рамки	1	1
850	нас еще	1	1
851	но этот	1	1
852	не приходится	5	1
853	нам что	1	1
854	дело и	1	1
855	ни одного	4	1
856	у себя	1	1
857	не считались	1	1
858	почему и	1	1
859	него не	1	1
860	революции в	1	1
861	внимании к	1	1
862	они должны	1	1
863	об изучении	1	1
864	а только	1	1
865	за него	2	1
866	к которому	4	1
867	с этими	1	1
868	во времена	4	1
869	место для	1	1
870	такого широкого	1	1
871	согласиться с	1	1
872	по одной	1	1
873	для современности	2	1
874	были в	1	1
875	в отдельных	2	1
876	москве при	1	1
877	не мог	3	1
878	следует еще	1	1
879	того же	4	1
880	широкой и	1	1
881	но там	1	1
882	следует не	1	1
883	рукой очевидно	1	1
884	едва ли	1	1
885	значение которых	1	1
886	он считал	1	1
887	востока и	1	1
888	гораздо более	5	1
889	в подобных	1	1
890	ближе к	1	1
891	представить себе	1	1
892	он имел	1	1
893	на почве	2	1
894	поблизости от	1	1
895	еще одну	1	1
896	оно совершенно	1	1
897	хотелось бы	2	1
898	один пример	1	1
899	характерен для	1	1
900	пишет он	2	1
901	но тот	1	1
902	указать на	1	1
903	вообще а	1	1
904	притом не	1	1
905	обратить внимание	4	1
906	с русской	1	1
907	не говорить	1	1
908	объяснение в	1	1
909	из того	2	1
910	объясняется тем	1	1
911	такое место	1	1
912	других источников	1	1
913	это обстоятельство	1	1
914	гл iii	1	1
915	обратил внимание	1	1
916	и нужно	3	1
917	форме это	1	1
918	это слово	6	1
919	в третьем	1	1
920	так не	1	1
921	не была	2	1
922	качестве средства	1	1
923	нового и	1	1
924	является и	1	1
925	выясняется из	1	1
926	в результате	5	1
927	они любят	1	1
928	не знает	2	1
929	не о	2	1
930	говорит в	3	1
931	не очень	2	1
932	интересно что	1	1
933	в народных	1	1
934	распространены в	1	1
935	прежде чем	1	1
936	что его	1	1
937	что за	1	1
938	точности соответствует	1	1
939	что не	3	1
940	но для	3	1
941	в среде	1	1
942	на путь	1	1
943	с одним	1	1
944	представляют собою	1	1
945	по точному	1	1
946	к сожалению	4	1
947	на глаза	1	1
948	с жизнью	1	1
949	говорить по	1	1
950	указывает что	1	1
951	свою теорию	1	1
952	о древней	1	1
953	время как	2	1
954	даже не	5	1
955	одном из	4	1
956	поводу в	1	1
957	всеми его	1	1
958	и характер	1	1
959	в ряду	1	1
960	всех их	1	1
961	до недавнего	2	1
962	в исторической	1	1
963	говорят не	1	1
964	деревне на	1	1
965	где уже	1	1
966	и теми	1	1
967	себе и	1	1
968	точек зрения	1	1
969	в сторону	2	1
970	издание в	2	1
971	жизни то	1	1
972	по меньшей	3	1
973	и отдельные	1	1
974	вопроса о	3	1
975	имеет ничего	2	1
976	эта поэтическая	1	1
977	выражение в	2	1
978	сколько в	2	1
979	из последних	1	1
980	№ и	1	1
981	пор в	1	1
982	из древнего	1	1
983	эта догадка	1	1
984	был уже	1	1
985	это прежде	2	1
986	до нас	1	1
987	очень часто	3	1
988	сцену в	1	1
989	близко к	1	1
990	эти слова	1	1
991	зрения в	2	1
992	по пути	1	1
993	оснований для	1	1
994	уже к	1	1
995	объясняется и	1	1
996	мог служить	1	1
997	в случае	2	1
998	i и	1	1
999	на долю	1	1
1000	не будет	1	1
1001	на нем	1	1
1002	должны быть	4	1
1003	возвращаясь к	1	1
1004	и та	1	1
1005	строки где	1	1
1006	один раз	1	1
1007	не могла	2	1
1008	время когда	1	1
1009	и просят	1	1
1010	себя на	1	1
1011	и хотя	1	1
1012	большое значение	2	1
1013	по своей	2	1
1014	что бы	1	1
1015	них непосредственно	1	1
1016	сделаны в	1	1
1017	вопрос можно	1	1
1018	не раз	2	1
1019	могла бы	1	1
1020	почти каждый	1	1
1021	пушкин дал	1	1
1022	к первому	2	1
1023	что никакого	1	1
1024	точному смыслу	1	1
1025	он в	1	1
1026	его книга	1	1
1027	направлением в	1	1
1028	на который	2	1
1029	однако в	1	1
1030	что во	3	1
1031	найти в	1	1
1032	звучит в	1	1
1033	только так	1	1
1034	и почему	4	1
1035	в первой	12	1
1036	и есть	1	1
1037	в общем	2	1
1038	всю жизнь	1	1
1039	пушкиным в	14	1
1040	иной раз	1	1
1041	с того	2	1
1042	бы ни	3	1
1043	которые были	1	1
1044	пишет по	1	1
1045	его смерти	1	1
1046	в число	1	1
1047	каждого из	3	1
1048	онегин гл	2	1
1049	какой же	1	1
1050	что до	3	1
1051	пришел к	1	1
1052	и самый	2	1
1053	в специальных	1	1
1054	в статье	9	1
1055	них на	1	1
1056	можно только	1	1
1057	некоторое продолжение	1	1
1058	с полной	2	1
1059	том чем	1	1
1060	первую очередь	2	1
1061	которому в	1	1
1062	однако и	2	1
1063	его через	1	1
1064	во втором	5	1
1065	в разгар	1	1
1066	черты его	1	1
1067	много места	1	1
1068	i так	1	1
1069	из быта	1	1
1070	он уже	1	1
1071	слова дай	1	1
1072	в городе	1	1
1073	какова их	1	1
1074	так с	1	1
1075	почти не	1	1
1076	и который	3	1
1077	представлял собой	1	1
1078	должна быть	3	1
1079	которых мы	1	1
1080	был бы	1	1
1081	перед своими	1	1
1082	который его	1	1
1083	эти случаи	1	1
1084	день но	1	1
1085	для себя	3	1
1086	которая по	1	1
1087	после получения	1	1
1088	и дает	1	1
1089	освободиться от	1	1
1090	впрочем в	2	1
1091	что цель	1	1
1092	для народа	1	1
1093	человек с	1	1
1094	сюда относится	1	1
1095	оставляют в	1	1
1096	бы говорить	1	1
1097	года он	1	1
1098	никак не	1	1
1099	землей и	1	1
1100	сам по	1	1
1101	он на	1	1
1102	времени когда	1	1
1103	это слова	1	1
1104	разного рода	2	1
1105	ни в	5	1
1106	ясными и	1	1
1107	целом ряде	1	1
1108	поводу с	1	1
1109	за это	1	1
1110	не могут	2	1
1111	следующими словами	1	1
1112	один человек	1	1
1113	усматривали в	1	1
1114	со всеми	2	1
1115	говорится следующее	1	1
1116	на полу	3	1
1117	что текст	2	1
1118	если не	4	1
1119	е тот	1	1
1120	дает их	1	1
1121	от своего	2	1
1122	ни о	1	1
1123	широко но	1	1
1124	вместо этого	1	1
1125	п а	2	1
1126	значения как	2	1
1127	приведенных выше	1	1
1128	делают с	1	1
1129	к будущему	1	1
1130	это выражение	1	1
1131	к которым	1	1
1132	как о	2	1
1133	и такая	1	1
1134	с такими	1	1
1135	меньшей мере	3	1
1136	которые могут	1	1
1137	в современной	1	1
1138	которого является	1	1
1139	с собою	1	1
1140	состоит из	1	1
1141	и просто	1	1
1142	также вряд	1	1
1143	правда не	1	1
1144	нас интересует	1	1
1145	только себя	1	1
1146	можно найти	3	1
1147	о котором	2	1
1148	зависимости от	2	1
1149	не до	2	1
1150	почему на	1	1
1151	из которого	2	1
1152	со стороны	7	1
1153	хотел бы	2	1
1154	их во	1	1
1155	здесь нет	1	1
1156	это самое	1	1
1157	то здесь	1	1
1158	превратилось в	1	1
1159	тому кто	1	1
1160	который он	1	1
1161	на источники	1	1
1162	еще и	5	1
1163	ни на	3	1
1164	тем у	2	1
1165	своем роде	1	1
1166	этого имени	1	1
1167	бы с	1	1
1168	что мы	5	1
1169	в очень	4	1
1170	тех же	1	1
1171	недавнего времени	2	1
1172	поправку в	1	1
1173	в роли	1	1
1174	совпадает с	3	1
1175	на той	1	1
1176	что самое	1	1
1177	нет даже	2	1
1178	в значительной	2	1
1179	на том	1	1
1180	значение этого	1	1
1181	наконец в	2	1
1182	приступая к	1	1
1183	и поставил	1	1
1184	в город	1	1
1185	это только	1	1
1186	эта картина	1	1
1187	внимание на	5	1
1188	а может	1	1
1189	не должны	1	1
1190	и будущих	1	1
1191	он просто	1	1
1192	хотя это	2	1
1193	достаточное количество	1	1
1194	в значении	1	1
1195	только один	1	1
1196	теории в	1	1
1197	персты в	1	1
1198	сомнений что	1	1
1199	очень хорошо	2	1
1200	отношении к	3	1
1201	не полностью	1	1
1202	в поисках	1	1
1203	и об	7	1
1204	говорят что	2	1
1205	которую он	3	1
1206	внимания на	1	1
1207	не потому	3	1
1208	против такого	1	1
1209	не ставило	1	1
1210	слова с	1	1
1211	большей частью	1	1
1212	только тем	2	1
1213	в истории	5	1
1214	должно непременно	2	1
1215	при помощи	4	1
1216	в каком	4	1
1217	а во	3	1
1218	в силе	1	1
1219	утверждали что	1	1
1220	не встречается	1	1
1221	таким путем	2	1
1222	советских ученых	1	1
1223	же только	1	1
1224	на более	1	1
1225	в точности	1	1
1226	происхождения ни	1	1
1227	без всякого	2	1
1228	в данной	2	1
1229	в тексте	12	1
1230	тем же	3	1
1231	мог бы	1	1
1232	их с	1	1
1233	одной из	4	1
1234	что я	3	1
1235	следует обратить	1	1
1236	в текстах	1	1
1237	только при	1	1
1238	ли можно	2	1
1239	в чужую	3	1
1240	в сознании	2	1
1241	бы как	1	1
1242	такое мнение	1	1
1243	характерное для	1	1
1244	совсем другое	1	1
1245	от разных	1	1
1246	здесь и	1	1
1247	то как	1	1
1248	же до	1	1
1249	месте в	1	1
1250	только потому	2	1
1251	с него	1	1
1252	только о	1	1
1253	точку зрения	3	1
1254	в м	2	1
1255	с каким	1	1
1256	случае их	1	1
1257	обратиться к	1	1
1258	как раз	10	1
1259	следующего года	1	1
1260	вокруг которого	1	1
1261	не знают	1	1
1262	связан с	3	1
1263	всегда была	1	1
1264	одной только	1	1
1265	еще отметить	2	1
1266	может не	2	1
1267	и было	1	1
1268	это был	3	1
1269	мотивы в	1	1
1270	свидетельствует о	2	1
1271	без разбора	1	1
1272	второй половине	1	1
1273	простого народа	2	1
1274	вопроса в	2	1
1275	что значит	2	1
1276	при таких	1	1
1277	бы на	1	1
1278	месте своей	1	1
1279	а это	1	1
1280	он и	1	1
1281	что так	3	1
1282	своей идеологии	1	1
1283	о нем	1	1
1284	мало того	1	1
1285	истории как	1	1
1286	видеть в	1	1
1287	указание на	1	1
1288	на одной	1	1
1289	же случае	1	1
1290	смысле этого	2	1
1291	как нечто	1	1
1292	были почти	1	1
1293	о ее	1	1
1294	с пушкин	1	1
1295	полного развития	1	1
1296	мнению в	2	1
1297	но с	7	1
1298	подробно излагать	1	1
1299	же цели	1	1
1300	следующие строки	1	1
1301	у всех	1	1
1302	в свои	1	1
1303	что к	1	1
1304	ставит себе	4	1
1305	самые разнообразные	1	1
1306	который как	2	1
1307	изложения и	1	1
1308	и которая	1	1
1309	и последний	1	1
1310	все вместе	1	1
1311	народ на	1	1
1312	отрицать что	1	1
1313	е из	1	1
1314	чтобы найти	1	1
1315	слово в	1	1
1316	то это	3	1
1317	вообще не	5	1
1318	странах европы	1	1
1319	более что	2	1
