N	2gram	Losev_Dial	Literetu
374	во время	2	3
375	должна быть	5	3
376	был бы	1	3
377	ним и	1	3
378	это уже	2	3
379	из которых	1	3
380	мы в	2	3
381	в отношении	5	3
382	себе не	7	3
383	не на	1	3
384	можно было	5	3
385	если не	1	3
386	если бы	12	3
387	с ней	2	3
388	из тех	1	3
389	и т	31	3
390	они не	3	3
391	не имеет	15	3
392	да и	11	3
393	не знали	1	3
394	всей своей	1	3
395	которая не	2	3
396	ничего общего	4	3
397	своей жизни	1	3
398	по крайней	11	3
399	бы и	4	3
400	и состоит	2	3
401	по земле	1	3
402	того чтобы	1	3
403	относится к	2	3
404	и тогда	4	3
405	тех пор	2	3
406	и уже	4	3
407	отношении к	3	3
408	о своем	2	3
409	и до	2	3
410	в истории	1	3
411	как например	2	3
412	что же	5	3
413	субъектом и	1	3
414	в сознании	3	3
415	здесь не	1	3
416	говорится в	1	3
417	всяком случае	3	3
418	не будучи	3	3
419	тот же	1	3
420	ничего не	19	3
421	большей части	1	3
422	ни с	8	3
423	мы сами	2	3
424	с чем	2	3
425	ее в	2	3
426	в полном	1	3
427	на самом	5	3
428	сознания и	8	3
429	или иную	1	3
430	с их	2	3
431	все равно	7	3
432	а на	1	3
433	этого не	1	3
434	на нее	2	3
435	дело в	1	3
436	в ту	1	3
437	в глубине	1	3
438	а то	1	3
439	в какой	3	3
440	и вовсе	1	3
441	все эти	4	3
442	но по	1	3
443	имеется в	3	3
444	путь к	1	3
445	сказать и	1	3
446	и потому	6	3
447	а к	1	3
448	по большей	1	3
449	также и	7	3
450	одну из	1	3
451	не по	2	3
452	когда он	2	3
453	стороны и	4	3
454	только то	7	3
455	поэтому для	1	3
456	еще на	3	3
457	же самое	3	3
458	отношение к	5	3
459	и о	4	3
460	есть не	8	3
461	за их	1	3
462	в той	4	2
463	во всем	3	2
464	от него	4	2
465	еще раз	2	2
466	для меня	5	2
467	об отношении	6	2
468	время не	3	2
469	в результате	2	2
470	их не	1	2
471	для понимания	1	2
472	быть названа	1	2
473	а напротив	1	2
474	ведь я	1	2
475	и другим	1	2
476	вещей в	1	2
477	и поэзии	4	2
478	что по	3	2
479	здесь я	1	2
480	в это	1	2
481	мир и	1	2
482	у достоевского	1	2
483	свою собственную	2	2
484	так например	1	2
485	искусство и	2	2
486	на первый	2	2
487	первый взгляд	2	2
488	сам же	1	2
489	действительности в	1	2
490	на мой	1	2
491	я вижу	1	2
492	в котором	5	2
493	раз и	2	2
494	это последнее	1	2
495	сам не	1	2
496	даже и	3	2
497	только как	3	2
498	но даже	1	2
499	это его	1	2
500	с другим	1	2
501	его сердце	1	2
502	к своей	1	2
503	между двумя	1	2
504	не об	1	2
505	бытие на	1	2
506	уже и	5	2
507	еще более	3	2
508	в чистом	1	2
509	всего что	1	2
510	именно его	1	2
511	сказать что	19	2
512	и у	2	2
513	быть в	5	2
514	имеем дело	1	2
515	раньше не	1	2
516	тогда он	1	2
517	тем более	2	2
518	а со	1	2
519	не кончается	2	2
520	и искусство	1	2
521	к ее	1	2
522	гораздо более	3	2
523	к нему	12	2
524	только не	2	2
525	не зная	2	2
526	сравнении с	1	2
527	что у	3	2
528	и мы	8	2
529	она как	1	2
530	это будет	2	2
531	внимание на	1	2
532	остаются в	1	2
533	и всегда	1	2
534	для которой	1	2
535	для иного	1	2
536	и сама	1	2
537	человеческого опыта	1	2
538	но напротив	1	2
539	с другими	2	2
540	не от	1	2
541	стремится к	2	2
542	все прочие	1	2
543	к достижению	1	2
544	и притом	7	2
545	что вы	1	2
546	но он	3	2
547	от тех	1	2
548	и говорит	1	2
549	наконец в-третьих	1	2
550	быть только	3	2
551	xviii века	1	2
552	тому что	4	2
553	не остается	2	2
554	человек и	2	2
555	в живом	1	2
556	одно дело	1	2
557	воздействие на	1	2
558	их именно	1	2
559	человек в	1	2
560	и вместе	2	2
561	сознания как	1	2
562	так сказать	1	2
563	по дороге	1	2
564	же касается	1	2
565	а только	5	2
566	это тоже	1	2
567	бы в	3	2
568	не был	3	2
569	остается в	1	2
570	бытия которая	1	2
571	природы а	1	2
572	нем уже	1	2
573	данный момент	1	2
574	нового времени	1	2
575	я должен	1	2
576	с какой	5	2
577	и весьма	1	2
578	кажется что	1	2
579	сюда же	1	2
580	бы они	1	2
581	на нем	2	2
582	одно и	8	2
583	в нас	2	2
584	как известно	3	2
585	а вы	1	2
586	того кто	2	2
587	как человек	1	2
588	культуры и	1	2
589	друг другу	4	2
590	и каждый	1	2
591	сознание есть	1	2
592	человека и	2	2
593	сам в	1	2
594	в общем	2	2
595	всю жизнь	2	2
596	как система	1	2
597	и по	5	2
598	здесь мы	1	2
599	в него	2	2
600	случае это	1	2
601	чтобы не	6	2
602	бы я	1	2
603	с идеей	1	2
604	и ее	1	2
605	мире как	1	2
606	лишь его	1	2
607	мире и	3	2
608	та же	6	2
609	самих себя	1	2
610	чего и	2	2
611	как с	2	2
612	я по	3	2
613	переходит в	1	2
614	на почве	2	2
615	тогда когда	6	2
616	отличное от	2	2
617	оно было	1	2
618	не идет	2	2
619	и при	3	2
620	была бы	4	2
621	что они	8	2
622	никак не	6	2
623	есть и	11	2
624	он на	2	2
625	для них	1	2
626	искусством и	1	2
627	это становится	1	2
628	всякого частного	1	2
629	оно не	2	2
630	все то	1	2
631	не более	1	2
632	которых и	1	2
633	есть лишь	1	2
634	его собственная	1	2
635	значение в	1	2
636	от бога	3	2
637	если это	3	2
638	никакое другое	1	2
639	времени тогда	1	2
640	к его	2	2
641	с ними	4	2
642	жизни где	1	2
643	в сравнении	1	2
644	становится ясным	1	2
645	который не	2	2
646	перед нами	3	2
647	своей свободе	1	2
648	было у	1	2
649	полной мере	1	2
650	это и	6	2
651	и более	7	2
652	а если	1	2
653	поэзия как	1	2
654	своей собственной	2	2
655	к свету	3	2
656	ведь мы	1	2
657	в становлении	2	2
658	из этих	2	2
659	так чтобы	2	2
660	во мне	5	2
661	время в	1	2
662	обойтись без	1	2
663	и теперь	1	2
664	для нее	2	2
665	или иных	1	2
666	и ему	2	2
667	и об	4	2
668	он как	1	2
669	от других	1	2
670	а лишь	3	2
671	свое существование	1	2
672	но мы	3	2
673	нет и	2	2
674	мог бы	3	2
675	он все	1	2
676	начиная с	1	2
677	может оказаться	2	2
678	не лучше	2	2
679	то как	3	2
680	с тех	2	2
681	от всякой	2	2
682	у них	3	2
683	с каким	1	2
684	жизни но	1	2
685	ему в	1	2
686	мы имеем	4	2
687	не для	1	2
688	бы на	1	2
689	реальности и	2	2
690	сам себе	1	2
691	раз в	2	2
692	ведь это	3	2
693	этом не	1	2
694	чем он	2	2
695	и где	5	2
696	виду не	1	2
697	можно быть	1	2
698	себя а	1	2
699	в последнем	1	2
700	во внешнем	1	2
701	между собою	3	2
702	в сферу	1	2
703	и без	1	2
704	это надо	1	2
705	надо в	1	2
706	нас к	1	2
707	есть в	2	2
708	субъект и	1	2
709	при таком	1	2
710	нет у	1	2
711	должно стать	1	2
712	в такой	1	2
713	пока не	2	2
714	ибо в	1	2
715	должен быть	2	2
716	а он	4	2
717	как все	2	2
718	и другого	3	2
719	жизнь и	5	2
720	и тех	1	2
721	и самого	1	2
722	в будущем	1	2
723	в полной	2	2
724	в таком	4	2
725	а как	1	2
726	оно в	1	2
727	кто сам	1	2
728	в поле	1	2
729	интеллигенции и	4	2
730	могут служить	1	2
731	чистом виде	1	2
732	она не	10	2
733	его не	7	2
734	в акте	2	2
735	дело не	3	2
736	сознания так	1	2
737	которые могли	1	2
738	что касается	3	2
739	не знаю	3	2
740	элементов а	1	2
741	от земли	2	2
742	как явление	1	2
743	к которой	1	2
744	собственно говоря	5	2
745	и самой	1	2
746	на это	1	2
747	мысли об	1	2
748	а скорее	1	2
749	со своими	2	2
750	оно должно	2	2
751	в понимании	1	2
752	что есть	2	2
753	только по	1	2
754	этом и	1	2
755	которое в	2	2
756	бытия и	1	2
757	тех или	5	2
758	и новые	1	2
759	может и	5	2
760	не можем	1	2
761	что на	2	2
762	можно указать	2	2
763	к идее	1	2
764	а эти	1	2
765	и объекта	4	1
766	с объектом	1	1
767	что видно	1	1
768	в относительной	1	1
769	она сама	2	1
770	случае в	1	1
771	никогда и	1	1
772	ничто в	1	1
773	со всем	2	1
774	ней не	1	1
775	по тому	1	1
776	только что	5	1
777	пришла к	1	1
778	наконец даже	1	1
779	кипит и	1	1
780	которые не	2	1
781	воздействием на	1	1
782	эпохи а	1	1
783	думаю что	4	1
784	о них	1	1
785	она лишь	1	1
786	она уже	1	1
787	и мифа	2	1
788	как способ	1	1
789	мы получим	1	1
790	угодно но	1	1
791	представлений об	1	1
792	говорит о	6	1
793	мы это	1	1
794	что человек	2	1
795	но собственно	1	1
796	внутреннее есть	3	1
797	вещи есть	3	1
798	миф в	1	1
799	на нас	1	1
800	бесконечного и	1	1
801	с той	2	1
802	почему мы	1	1
803	ты не	1	1
804	в этике	1	1
805	извне и	1	1
806	свет в	1	1
807	самое существо	2	1
808	в день	1	1
809	в состав	1	1
810	не меняет	1	1
811	впрочем это	1	1
812	личность но	1	1
813	у пушкина	6	1
814	всей ее	1	1
815	же этой	1	1
816	основывается на	1	1
817	людей и	1	1
818	существования и	1	1
819	более или	5	1
820	он остается	1	1
821	на свой	1	1
822	но все	5	1
823	мы живем	2	1
824	и просто	1	1
825	это может	4	1
826	по небу	2	1
827	людей а	1	1
828	небо и	2	1
829	если и	2	1
830	из самых	1	1
831	явления когда	1	1
832	которое по	1	1
833	он переходит	1	1
834	сущности не	1	1
835	уже на	1	1
836	и конечно	1	1
837	не пошел	1	1
838	к другим	1	1
839	мы никогда	1	1
840	том или	2	1
841	совершенно самостоятельная	1	1
842	стороны в	2	1
843	имеет место	1	1
844	себе с	1	1
845	от первой	1	1
846	вы так	1	1
847	их в	2	1
848	духа в	1	1
849	работает в	1	1
850	жизнь на	1	1
851	что почти	1	1
852	что каждому	1	1
853	или ином	1	1
854	один на	1	1
855	которая делает	2	1
856	мыслимой как	1	1
857	от поэзии	1	1
858	за ней	1	1
859	на точку	2	1
860	как только	4	1
861	дело сводится	1	1
862	чем бы	1	1
863	связано с	2	1
864	именно такую	1	1
865	в дальнейшем	6	1
866	другу но	1	1
867	с этим	5	1
868	говорится о	1	1
869	природы в	1	1
870	любви к	2	1
871	для автора	1	1
872	действительность в	1	1
873	ответить на	1	1
874	власти этого	1	1
875	жизнь для	1	1
876	при условии	3	1
877	она же	1	1
878	не могли	1	1
879	когда на	1	1
880	где-то в	1	1
881	как духовная	1	1
882	его жизни	1	1
883	личность а	1	1
884	совершенно особое	1	1
885	в пределе	1	1
886	нас и	1	1
887	сначала мы	1	1
888	поэзия есть	1	1
889	есть подлинный	1	1
890	в моменты	1	1
891	и отчаянием	1	1
892	почти исключительно	1	1
893	жизнь а	2	1
894	никому и	1	1
895	но эти	1	1
896	и неизбежно	1	1
897	вот почему	1	1
898	трактоваться как	1	1
899	из их	1	1
900	вяч иванова	1	1
901	имея в	1	1
902	всегда так	3	1
903	уже было	1	1
904	с самой	1	1
905	не мне	1	1
906	бытия мы	1	1
907	над которым	1	1
908	и переходит	1	1
909	мы все	1	1
910	он всегда	3	1
911	но они	2	1
912	идеи и	5	1
913	последнем случае	1	1
914	все в	2	1
915	и внешнее	3	1
916	в различных	2	1
917	и когда	5	1
918	существования но	1	1
919	нужно быть	3	1
920	конечно не	9	1
921	не что	4	1
922	процессов в	1	1
923	я буду	1	1
924	самого начала	2	1
925	от меня	2	1
926	как таковую	1	1
927	и далее	1	1
928	и начинает	2	1
929	мифа с	1	1
930	потом и	1	1
931	и остается	2	1
932	оно остается	1	1
933	и три	1	1
934	и временем	1	1
935	рук и	1	1
936	казалось что	1	1
937	ней и	1	1
938	отдельности и	1	1
939	наряду с	1	1
940	появления и	1	1
941	и вместо	1	1
942	но разве	1	1
943	места для	1	1
944	искусство само	1	1
945	цветов в	1	1
946	на него	2	1
947	к которому	1	1
948	есть конечно	2	1
949	каковы например	1	1
950	миф и	6	1
951	в зависимости	2	1
952	нечто в	1	1
953	поэзией в	1	1
954	не переставая	1	1
955	не умеет	1	1
956	это значит	18	1
957	нас а	1	1
958	времени если	1	1
959	на предмет	1	1
960	которое стало	1	1
961	тут же	2	1
962	что даже	2	1
963	и понятиях	1	1
964	в системе	2	1
965	землею и	1	1
966	но так	2	1
967	где все	1	1
968	искусстве но	1	1
969	ни даже	1	1
970	с первого	2	1
971	с одинаковым	1	1
972	быть с	1	1
973	того о	1	1
974	грань между	5	1
975	представить себе	2	1
976	мне и	2	1
977	есть выражение	4	1
978	его так	1	1
979	него как	1	1
980	живую душу	1	1
981	в жертву	1	1
982	то оно	4	1
983	к их	1	1
984	личности а	1	1
985	как такового	1	1
986	что отождествление	1	1
987	нельзя сказать	4	1
988	здесь нет	1	1
989	и читатель	1	1
990	жить в	1	1
991	и громко	1	1
992	этой идее	1	1
993	об одном	3	1
994	в состоянии	2	1
995	что уже	3	1
996	мы знаем	1	1
997	и руки	1	1
998	и внешнего	8	1
999	не привык	1	1
1000	в стиле	1	1
1001	это я	6	1
1002	поэт был	1	1
1003	проявляется в	2	1
1004	когда люди	1	1
1005	в образе	1	1
1006	расходится с	1	1
1007	все новые	1	1
1008	мира где	1	1
1009	души и	1	1
1010	полное тождество	1	1
1011	близким к	1	1
1012	хотя на	1	1
1013	глаза на	1	1
1014	многих отношениях	1	1
1015	в корне	2	1
1016	если есть	1	1
1017	свет и	2	1
1018	не станет	1	1
1019	расхождение с	1	1
1020	показал как	1	1
1021	природу и	1	1
1022	только мне	1	1
1023	сознания ни	1	1
1024	между искусством	1	1
1025	мы ее	1	1
1026	и человек	2	1
1027	не была	1	1
1028	над землею	1	1
1029	как же	8	1
1030	или не	5	1
1031	столько же	1	1
1032	в которой	3	1
1033	что там	1	1
1034	не о	5	1
1035	говорит в	1	1
1036	полное отсутствие	1	1
1037	борьбы с	1	1
1038	надо для	1	1
1039	такая позиция	1	1
1040	но совершенно	2	1
1041	не нуждается	9	1
1042	будто бы	3	1
1043	опыта но	1	1
1044	что за	1	1
1045	как жизнь	1	1
1046	это мы	6	1
1047	с самого	2	1
1048	приступать к	1	1
1049	но для	2	1
1050	вещей и	5	1
1051	бы одного	1	1
1052	порождает и	1	1
1053	сходство с	2	1
1054	по мере	3	1
1055	на поверхности	1	1
1056	между ними	1	1
1057	и мировоззрение	1	1
1058	я всегда	3	1
1059	и она	1	1
1060	самое и	1	1
1061	на земле	3	1
1062	которое и	1	1
1063	между прочим	1	1
1064	идет по	1	1
1065	место и	1	1
1066	и вещи	1	1
1067	но между	1	1
1068	именно такова	1	1
1069	он мыслит	1	1
1070	я скажу	2	1
1071	от этого	5	1
1072	того и	3	1
1073	и жизнь	2	1
1074	должно было	1	1
1075	и личность	1	1
1076	о которых	2	1
1077	больше всего	2	1
1078	того он	1	1
1079	здесь мыслится	1	1
1080	во-вторых это	1	1
1081	что оказывается	1	1
1082	в смысле	5	1
1083	в эту	1	1
1084	вы в	1	1
1085	на себе	3	1
1086	он чувствовал	3	1
1087	в других	1	1
1088	сих пор	4	1
1089	не метафорическая	1	1
1090	кто из	1	1
1091	вопроса о	1	1
1092	имеет ничего	3	1
1093	привносит в	1	1
1094	видят в	1	1
1095	реальность не	1	1
1096	поэтическое произведение	2	1
1097	бытия что	1	1
1098	только ему	1	1
1099	нами как	1	1
1100	однако так	1	1
1101	эти души	1	1
1102	человек как	1	1
1103	не человек	1	1
1104	опираясь на	1	1
1105	мы можем	5	1
1106	весь мир	2	1
1107	это вполне	1	1
1108	и быть	2	1
1109	и пространства	2	1
1110	не выше	1	1
1111	это совершенно	1	1
1112	такого чего	1	1
1113	мы уже	8	1
1114	реальность а	1	1
1115	все остальные	1	1
1116	как некая	2	1
1117	природе своей	1	1
1118	личности и	2	1
1119	воспринимаются как	1	1
1120	но до	1	1
1121	есть так	2	1
1122	с наукой	3	1
1123	образ не	3	1
1124	говорить об	1	1
1125	в объективном	1	1
1126	из ряда	1	1
1127	в развитии	1	1
1128	другом и	1	1
1129	новые и	2	1
1130	идею совершенно	1	1
1131	оно и	1	1
1132	себя что	1	1
1133	чувственное бытие	3	1
1134	равно с	1	1
1135	год и	1	1
1136	не были	1	1
1137	кто же	2	1
1138	вспомним что	1	1
1139	элементы в	1	1
1140	который создан	1	1
1141	между внутренним	1	1
1142	сами эти	1	1
1143	даже не	4	1
1144	бы уже	1	1
1145	также не	2	1
1146	как один	2	1
1147	о мире	2	1
1148	когда мы	3	1
1149	наукой или	2	1
1150	с торжеством	1	1
1151	само бытие	1	1
1152	поэзия и	2	1
1153	вот я	1	1
1154	же самого	2	1
1155	показать что	1	1
1156	только с	3	1
1157	два года	1	1
1158	свете есть	1	1
1159	но наоборот	1	1
1160	когда они	3	1
1161	но ее	1	1
1162	это ни	1	1
1163	на высоте	1	1
1164	сознания конечно	1	1
1165	показал в	1	1
1166	ты мне	1	1
1167	другой не	1	1
1168	например о	1	1
1169	которое бы	1	1
1170	этих и	1	1
1171	себе ни	1	1
1172	чаще всего	2	1
1173	сам является	2	1
1174	процесса и	1	1
1175	которые были	2	1
1176	базируется на	1	1
1177	влечение к	1	1
1178	в данный	1	1
1179	с живыми	2	1
1180	из глубины	1	1
1181	в природу	2	1
1182	таких примеров	1	1
1183	независимо от	2	1
1184	мне моя	1	1
1185	основе всех	1	1
1186	всех этих	4	1
1187	есть ли	3	1
1188	что этот	3	1
1189	в какой-то	1	1
1190	в один	3	1
1191	искусство оно	1	1
1192	в одну	8	1
1193	одного и	1	1
1194	и четко	1	1
1195	еще одно	1	1
1196	в подлинном	1	1
1197	лишь по	1	1
1198	с неба	1	1
1199	жизненных явлений	1	1
1200	можно только	4	1
1201	к сожалению	2	1
1202	было на	1	1
1203	не мешает	8	1
1204	первую очередь	1	1
1205	время его	1	1
1206	на деле	2	1
1207	нет конца	1	1
1208	уверенностью в	1	1
1209	человек сам	1	1
1210	до сих	4	1
1211	в очерке	1	1
1212	и этот	1	1
1213	и здесь	1	1
1214	приближается к	1	1
1215	достоевского в	1	1
1216	последняя есть	1	1
1217	от самой	2	1
1218	них в	1	1
1219	внутреннего и	11	1
1220	отрешения от	1	1
1221	такова же	1	1
1222	и свою	1	1
1223	тут мы	2	1
1224	вождя и	1	1
1225	которой не	3	1
1226	мы за	1	1
1227	его с	6	1
1228	время у	1	1
1229	и прочих	2	1
1230	во власти	1	1
1231	с такой	1	1
1232	и никто	1	1
1233	и закон	1	1
1234	образа и	2	1
1235	а сами	1	1
1236	и менее	1	1
1237	говорит и	1	1
1238	что это	21	1
1239	содержит в	6	1
1240	эти самые	1	1
1241	что сделал	1	1
1242	и ранний	1	1
1243	в большом	1	1
1244	проникает в	1	1
1245	и этого	2	1
1246	явление в	1	1
1247	его на	1	1
1248	от этой	1	1
1249	абсолютная истина	1	1
1250	в живых	1	1
1251	все те	1	1
1252	сама жизнь	1	1
1253	я слышу	1	1
1254	и делает	1	1
1255	в молодости	1	1
1256	самого по	3	1
1257	да это	1	1
1258	за это	1	1
1259	не могут	4	1
1260	творчества и	1	1
1261	и казалось	1	1
1262	нам в	1	1
1263	к искусству	1	1
1264	однако мы	1	1
1265	иметь в	4	1
1266	смысла и	3	1
1267	именно не	1	1
1268	мы говорим	6	1
1269	пространство и	1	1
1270	это конечно	5	1
1271	свою жизнь	1	1
1272	как при	1	1
1273	об объектах	1	1
1274	вот и	2	1
1275	но вот	5	1
1276	на месте	1	1
1277	ничего такого	2	1
1278	и действительно	1	1
1279	времени не	1	1
1280	хаосом но	1	1
1281	могу я	1	1
1282	все на	3	1
1283	как быть	1	1
1284	сознания все	1	1
1285	не знал	1	1
1286	атмосферные явления	1	1
1287	есть нечто	16	1
1288	может стать	1	1
1289	это время	3	1
1290	и так	2	1
1291	с собою	1	1
1292	состоит из	3	1
1293	от его	1	1
1294	никто не	2	1
1295	что иное	4	1
1296	мы пошли	1	1
1297	быстрее и	2	1
1298	правда не	1	1
1299	личностного бытия	1	1
1300	слова это	1	1
1301	в которых	2	1
1302	и вкус	1	1
1303	своего предмета	2	1
1304	ему и	1	1
1305	о котором	2	1
1306	том как	1	1
1307	зависимости от	2	1
1308	в душу	4	1
1309	тютчева и	4	1
1310	этом его	1	1
1311	разных времен	1	1
1312	друг от	1	1
1313	в воздухе	1	1
