N	2gram	Bakhtin_Fr	Analitik
283	все эти	15	5
284	одно из	7	5
285	внешнего мира	1	5
286	одну из	2	5
287	в искусстве	3	5
288	и их	3	5
289	нового времени	17	5
290	еще в	3	5
291	такой же	1	5
292	и особенно	4	5
293	таким же	1	5
294	мира в	3	5
295	с иными	1	4
296	однако и	1	4
297	строго говоря	1	4
298	ты не	1	4
299	его от	2	4
300	связь с	8	4
301	в своих	8	4
302	в борьбе	1	4
303	по мысли	2	4
304	к самому	1	4
305	в собственном	4	4
306	что по	2	4
307	большей или	7	4
308	отличается от	1	4
309	так в	4	4
310	с этим	1	4
311	во внешнем	1	4
312	только на	3	4
313	значительной степени	4	4
314	не становится	1	4
315	самом начале	1	4
316	сказать что	12	4
317	жизни как	3	4
318	известной степени	2	4
319	на него	2	4
320	воли и	1	4
321	к нему	5	4
322	разного рода	3	4
323	не было	3	4
324	в которой	1	4
325	одним из	4	4
326	лишь на	1	4
327	между ними	4	4
328	именно такова	1	4
329	в чем	2	4
330	бы в	2	4
331	в устах	2	4
332	мы уже	18	4
333	это по	2	4
334	или меньшей	7	4
335	известном смысле	1	4
336	и от	3	4
337	его к	2	4
338	а как	1	4
339	шекспира и	5	4
340	как он	1	4
341	в отношении	7	4
342	смысла в	1	4
343	с ними	2	4
344	бы не	1	4
345	игры и	2	4
346	в известном	1	4
347	это и	3	4
348	его и	1	4
349	все три	1	4
350	потому что	6	4
351	того чтобы	3	4
352	и если	1	4
353	или иных	1	4
354	литературных произведений	1	4
355	с текстом	1	4
356	на две	1	4
357	и во	6	4
358	до известной	2	4
359	здесь и	5	4
360	но это	5	4
361	как к	3	4
362	все они	1	4
363	о нем	4	4
364	так у	1	4
365	ее в	2	4
366	в полном	1	4
367	здесь в	14	4
368	или даже	2	4
369	по своему	9	4
370	об этом	2	4
371	жизнь и	3	4
372	тех или	1	4
373	человека в	1	4
374	но при	2	4
375	на всех	5	4
376	в значительной	9	4
377	наконец в	2	4
378	на основе	1	4
379	и ее	1	4
380	основе своей	2	4
381	отношение к	9	4
382	и о	4	4
383	в области	10	4
384	сознания в	1	4
385	или напротив	1	4
386	более того	3	4
387	от него	2	3
388	в центре	1	3
389	человеческой жизни	1	3
390	с этой	1	3
391	случае не	1	3
392	в виду	5	3
393	и с	8	3
394	в жизни	7	3
395	с тем	1	3
396	только для	1	3
397	судьбы не	1	3
398	тем в	1	3
399	в такой	1	3
400	одного текста	1	3
401	раз и	2	3
402	ничто не	1	3
403	на самом	6	3
404	это было	2	3
405	и той	1	3
406	одной и	1	3
407	произведения но	1	3
408	от своей	1	3
409	себе в	2	3
410	дистанция между	1	3
411	пока еще	1	3
412	как на	4	3
413	что все	1	3
414	в литературоведении	1	3
415	и внешней	1	3
416	на котором	3	3
417	всего в	1	3
418	миропорядка и	1	3
419	в состоянии	3	3
420	которого он	1	3
421	и за	2	3
422	для своего	2	3
423	связи с	5	3
424	и всего	2	3
425	в связи	2	3
426	человек в	2	3
427	в ряду	3	3
428	так сказать	5	3
429	частной жизни	1	3
430	что как	1	3
431	не был	1	3
432	только во	1	3
433	остается в	1	3
434	здесь как	1	3
435	смысл и	1	3
436	чистом виде	1	3
437	включает в	3	3
438	речи и	2	3
439	в тех	5	3
440	теми же	1	3
441	бы ни	2	3
442	во время	14	3
443	всех этих	10	3
444	означает что	1	3
445	нам кажется	2	3
446	в одну	1	3
447	его из	1	3
448	например в	3	3
449	на первом	4	3
450	что они	2	3
451	содержит в	2	3
452	в наиболее	2	3
453	первых двух	1	3
454	поэтому в	3	3
455	борьбы с	1	3
456	можно было	4	3
457	оно не	2	3
458	сами по	1	3
459	если не	1	3
460	смысла и	2	3
461	времени не	2	3
462	никто не	1	3
463	ли он	1	3
464	человека и	4	3
465	ни к	2	3
466	языка и	1	3
467	тех же	3	3
468	и больше	1	3
469	художественной литературы	2	3
470	из наиболее	2	3
471	утрачивает свою	2	3
472	к миру	2	3
473	на этот	3	3
474	неотделимо от	1	3
475	смерть и	1	3
476	на языке	2	3
477	так как	11	3
478	они не	1	3
479	том числе	10	3
480	себя самого	1	3
481	где он	1	3
482	видеть в	2	3
483	дело в	2	3
484	далека от	1	3
485	но с	2	3
486	в таких	2	3
487	а о	2	3
488	который как	1	3
489	и без	4	3
490	в какой	2	3
491	при таком	2	3
492	мира и	4	3
493	к своему	1	3
494	полноте и	1	3
495	этих двух	2	3
496	ко всему	2	3
497	только к	1	3
498	раз не	1	3
499	она не	2	3
500	также и	3	3
501	в ней	7	3
502	но он	5	3
503	независимо от	1	3
504	мы должны	2	3
505	и может	1	3
506	говоря о	2	3
507	человека с	1	3
508	которые в	1	3
509	это означает	1	3
510	жизни и	14	3
511	на то	2	3
512	о своих	1	3
513	ведь и	1	3
514	однако все	1	3
515	для этого	1	3
516	и наконец	2	3
517	из уст	1	3
518	не к	2	3
519	по нашему	1	3
520	еще раз	4	2
521	и мира	2	2
522	переживаемый в	1	2
523	т.е в	1	2
524	еще более	6	2
525	в применении	3	2
526	в разных	2	2
527	которой в	1	2
528	этого момента	2	2
529	долгое время	1	2
530	с первой	1	2
531	среди других	1	2
532	от них	1	2
533	ко всем	1	2
534	героя как	1	2
535	выглядит в	1	2
536	жизнь в	1	2
537	в новую	1	2
538	мы и	4	2
539	что смех	5	2
540	тому или	1	2
541	от всего	3	2
542	отношением к	1	2
543	без учета	2	2
544	их в	3	2
545	на эту	2	2
546	не вполне	3	2
547	собой не	1	2
548	целым рядом	1	2
549	выходит далеко	1	2
550	широком смысле	1	2
551	культуры в	4	2
552	так например	3	2
553	на первый	1	2
554	рассуждение о	1	2
555	и эстетики	1	2
556	и дело	1	2
557	было не	1	2
558	на этой	5	2
559	отвлеченной мысли	1	2
560	битвы с	1	2
561	что этот	1	2
562	применении к	3	2
563	основанная на	1	2
564	своей природе	1	2
565	имеет в	1	2
566	служить и	1	2
567	отрыве от	3	2
568	и смерть	1	2
569	во многих	2	2
570	существенное значение	2	2
571	смерти и	6	2
572	но они	4	2
573	борьбе с	1	2
574	а между	1	2
575	так же	2	2
576	в глаза	1	2
577	всегда и	2	2
578	его собственной	1	2
579	этого мира	1	2
580	к ним	1	2
581	утверждал что	1	2
582	тех случаях	1	2
583	места для	1	2
584	к которому	2	2
585	с этими	2	2
586	как я	1	2
587	же слова	1	2
588	сих пор	7	2
589	во всей	4	2
590	здравого смысла	2	2
591	и всякого	1	2
592	друг с	2	2
593	в системе	3	2
594	не просто	3	2
595	они могут	1	2
596	и становится	2	2
597	характерно что	2	2
598	оно становится	1	2
599	его эстетической	1	2
600	внутренней жизни	1	2
601	в чужой	2	2
602	ближе к	1	2
603	мы видим	2	2
604	на протяжении	9	2
605	под маской	1	2
606	к себе	3	2
607	при переходе	1	2
608	что при	1	2
609	далеко за	1	2
610	глубине своей	1	2
611	картине мира	3	2
612	мы можем	2	2
613	в уста	1	2
614	в одиночку	1	2
615	то она	1	2
616	в собственно	1	2
617	внутреннее единство	1	2
618	лицо его	2	2
619	к чему	1	2
620	здесь явственно	1	2
621	не остается	1	2
622	учение о	2	2
623	речевого общения	3	2
624	между прочим	2	2
625	одном из	1	2
626	место и	1	2
627	о которых	2	2
628	и мотив	1	2
629	целостность и	1	2
630	следует однако	1	2
631	во-вторых они	1	2
632	которая является	1	2
633	приобщение к	2	2
634	лица и	1	2
635	ни для	1	2
636	остается вне	1	2
637	и процессы	1	2
638	здесь мы	2	2
639	вообще не	1	2
640	но зато	1	2
641	и та	2	2
642	самый момент	1	2
643	не могла	2	2
644	в форме	6	2
645	этот вопрос	2	2
646	выходят за	1	2
647	только с	3	2
648	культуры и	11	2
649	что во	1	2
650	вера в	1	2
651	моментов в	1	2
652	и др	32	2
653	это делает	1	2
654	них не	1	2
655	что может	1	2
656	как об	1	2
657	мы будем	4	2
658	начало и	3	2
659	значимость и	1	2
660	в мировой	1	2
661	этой системе	1	2
662	мире и	3	2
663	но одновременно	3	2
664	до сих	7	2
665	та же	2	2
666	за ним	2	2
667	и конечно	1	2
668	и должны	1	2
669	и свою	1	2
670	вступил в	1	2
671	характерно и	1	2
672	и при	1	2
673	лично для	1	2
674	литературы как	1	2
675	от нас	1	2
676	о которой	1	2
677	из существеннейших	1	2
678	сама жизнь	3	2
679	к читателю	1	2
680	со всеми	2	2
681	все его	1	2
682	с мотивом	1	2
683	творчества и	1	2
684	должен был	2	2
685	с этого	1	2
686	значения и	1	2
687	в процессе	2	2
688	с целым	1	2
689	смертью в	1	2
690	смерть в	2	2
691	есть на	2	2
692	в стихах	1	2
693	всей своей	1	2
694	языка на	1	2
695	думать что	2	2
696	нет ничего	3	2
697	бы с	1	2
698	ставит себя	1	2
699	в течение	3	2
700	сколько в	1	2
701	это только	1	2
702	на это	2	2
703	но лишь	1	2
704	время в	3	2
705	дель арте	4	2
706	со всей	1	2
707	в которую	1	2
708	обращении к	1	2
709	слов и	2	2
710	как если	1	2
711	от других	1	2
712	в мир	2	2
713	жизни здесь	3	2
714	сегодня в	1	2
715	и стал	1	2
716	не для	2	2
717	явственно обнаруживается	1	2
718	тем же	1	2
719	и служит	1	2
720	но от	1	2
721	начиная с	2	2
722	с нею	2	2
723	для всего	1	2
724	он может	1	2
725	достаточно напомнить	1	2
726	мира не	1	2
727	в самой	5	2
728	в дальнейшем	10	2
729	или к	2	2
730	значение в	1	2
731	внутренняя граница	1	2
732	мог быть	1	2
733	рода и	1	2
734	только по	1	2
735	и вот	5	2
736	в художественной	1	2
737	не будем	1	2
738	он как	2	2
739	в целое	1	2
740	однако здесь	1	2
741	внешнем мире	1	2
742	к истории	1	2
743	что с	1	2
744	способность к	1	2
745	для нас	5	2
746	одновременно и	3	2
747	смысл этой	1	2
748	у нас	1	2
749	многих отношениях	1	2
750	по словам	1	2
751	раз в	4	2
752	себя момент	1	2
753	затем и	2	2
754	образом в	3	2
755	жизни это	4	2
756	но эта	2	2
757	по существу	2	2
758	с теми	1	2
759	в ту	2	2
760	этом что	2	2
761	искусства как	1	2
762	в литературу	1	2
763	и вещь	1	2
764	случаях когда	1	2
765	наблюдений и	1	2
766	на все	5	2
767	не столь	1	2
768	с другом	2	2
769	но особенно	1	2
770	целого и	1	2
771	фигуры арлекина	1	2
772	в одной	1	2
773	бы это	1	2
774	связаны с	5	2
775	а на	1	2
776	каким оно	1	2
777	там где	3	2
778	и эти	2	2
779	отсюда и	1	2
780	нет и	2	2
781	между всеми	3	2
782	это как	5	2
783	то и	1	2
784	традиции однако	1	2
785	есть чисто	1	2
786	просто не	1	2
787	от всех	3	2
788	прибегать к	1	2
789	но дело	1	2
790	что из	1	2
791	самое время	1	2
792	в большинстве	2	2
793	в отрыве	2	2
794	для обозначения	1	2
795	и прежде	4	2
796	карнавал переживаемый	1	2
797	по законам	1	2
798	себе самому	2	2
799	все более	1	2
800	и только	1	2
801	художественное творчество	2	2
802	жизнью и	1	2
803	в готовом	1	2
804	мы наблюдаем	3	1
805	что было	1	1
806	с которыми	1	1
807	они являются	4	1
808	выводит за	1	1
809	с помощью	1	1
810	иной форме	4	1
811	на границах	2	1
812	и другие	10	1
813	был и	4	1
814	старого и	2	1
815	к иной	1	1
816	новый год	2	1
817	всеми людьми	1	1
818	к игнорированию	1	1
819	со второй	2	1
820	переодеваниями и	1	1
821	же и	1	1
822	типа как	1	1
823	ко второй	1	1
824	книге в	1	1
825	индивидуальной жизни	1	1
826	литературные произведения	1	1
827	прямо на	1	1
828	в сферу	1	1
829	можно встретить	1	1
830	некоторой степени	1	1
831	и имеет	1	1
832	первую очередь	1	1
833	он всегда	2	1
834	культуры а	1	1
835	готового и	1	1
836	относительность всего	2	1
837	он видит	1	1
838	позиция в	1	1
839	именно она	1	1
840	его внешние	1	1
841	в большей	8	1
842	мысли и	4	1
843	положения и	1	1
844	жить и	6	1
845	к обновлению	1	1
846	целом ряде	2	1
847	и двух	1	1
848	или защита	1	1
849	смехом и	1	1
850	по-видимому не	1	1
851	тип общения	3	1
852	нас в	1	1
853	в общей	1	1
854	самом же	3	1
855	мотивом смерти	1	1
856	близки к	1	1
857	игре и	1	1
858	по мере	1	1
859	с собой	1	1
860	и внешне	1	1
861	и повсюду	1	1
862	в рамки	1	1
863	видение и	1	1
864	в средневековой	1	1
865	границы между	1	1
866	к тебе	1	1
867	или во	1	1
868	и была	1	1
869	но все	5	1
870	на мир	7	1
871	что последний	1	1
872	все моменты	2	1
873	из самых	1	1
874	этой речи	1	1
875	все названные	1	1
876	сатирического осмеяния	1	1
877	и момент	1	1
878	смех это	3	1
879	принадлежат к	1	1
880	его на	2	1
881	целое и	1	1
882	единого и	1	1
883	в цепи	1	1
884	эта формула	1	1
885	которому все	1	1
886	по форме	2	1
887	диалога в	2	1
888	и интерпретации	1	1
889	в xx	1	1
890	и мертвенная	1	1
891	другой жизни	1	1
892	к земле	1	1
893	почти все	3	1
894	энтузиазма и	1	1
895	от остального	2	1
896	на точку	1	1
897	миропорядка другого	1	1
898	мир и	3	1
899	защита гротескно-комического	1	1
900	земле как	1	1
901	чем мы	2	1
902	не подвергается	1	1
903	всякого рода	1	1
904	истинном значении	1	1
905	вступая в	1	1
906	карнавальным лоном	1	1
907	оживает и	1	1
908	уже готовой	1	1
909	литературы в	4	1
910	в первую	1	1
911	во все	2	1
912	уже давно	1	1
913	она же	1	1
914	и такие	1	1
915	на части	1	1
916	с циклом	1	1
917	в пределе	1	1
918	сфере это	1	1
919	время от	1	1
920	начале и	2	1
921	именно этим	1	1
922	как жанр	1	1
923	убедиться в	1	1
924	только как	1	1
925	но даже	2	1
926	почти исключительно	1	1
927	должна быть	1	1
928	т.п поэтому	1	1
929	сохраняется и	1	1
930	искусства и	6	1
931	и своим	1	1
932	в этот	1	1
933	имея в	1	1
934	и книги	1	1
935	т.п в	2	1
936	арлекин или	1	1
937	через край	3	1
938	них и	1	1
939	и литературная	1	1
940	и формы	1	1
941	пока не	1	1
942	что люди	2	1
943	не исключает	1	1
944	к рабле	2	1
945	комедии дель	2	1
946	и значение	2	1
947	свое отражение	1	1
948	говорит что	1	1
949	уже как	1	1
950	которому впервые	1	1
951	другого миропорядка	1	1
952	могла не	1	1
953	новое рождение	1	1
954	и оценен	1	1
955	отметить что	2	1
956	далеки от	2	1
957	до того	1	1
958	продолжает жить	2	1
959	второй половины	3	1
960	сложившейся в	1	1
961	место но	1	1
962	ни одного	1	1
963	помимо воли	1	1
964	и еще	5	1
965	мифа о	1	1
966	в замкнутом	1	1
967	эти более	1	1
968	здесь пока	1	1
969	отдельности и	1	1
970	вернуться к	1	1
971	и надежды	1	1
972	него не	1	1
973	в свет	3	1
974	постановка проблемы	2	1
975	в основу	2	1
976	объяснение в	1	1
977	под названием	3	1
978	во времена	1	1
979	о поэзии	1	1
980	это особая	1	1
981	здесь входит	1	1
982	входят в	1	1
983	все без	1	1
984	и своих	2	1
985	литературы а	1	1
986	оно представляет	1	1
987	иным как	1	1
988	ее карнавальным	1	1
989	перед этой	1	1
990	по одной	1	1
991	именно с	1	1
992	не два	1	1
993	к этим	2	1
994	и большим	1	1
995	он так	2	1
996	своей сущности	1	1
997	жизни с	1	1
998	обновления и	2	1
999	людей в	1	1
1000	своего развития	3	1
1001	относят к	1	1
1002	и существеннее	1	1
1003	ответа на	1	1
1004	за несколько	1	1
1005	все мы	1	1
1006	целом все	1	1
1007	контакт между	2	1
1008	момент как	2	1
1009	и весь	1	1
1010	литературой в	1	1
1011	в самую	1	1
1012	более высокого	1	1
1013	влияние на	8	1
1014	в прошлое	3	1
1015	времени особенно	1	1
1016	то оно	1	1
1017	явления как	2	1
1018	мышления и	1	1
1019	она и	1	1
1020	отражение в	1	1
1021	нельзя сказать	2	1
1022	жизни так	1	1
1023	оказалась не	1	1
1024	такие специфические	1	1
1025	но еще	1	1
1026	нашей работы	6	1
1027	внутренняя форма	1	1
1028	мы знаем	1	1
1029	до эпохи	1	1
1030	еще больше	1	1
1031	ним в	1	1
1032	смерть здесь	2	1
1033	основаниях как	1	1
1034	обычно не	1	1
1035	него самого	1	1
1036	а ведь	1	1
1037	подчеркнуть что	2	1
1038	смены времен	1	1
1039	имени в	2	1
1040	и художественно	1	1
1041	что такое	1	1
1042	в тот	1	1
1043	иные моменты	1	1
1044	фамильярный контакт	2	1
1045	человек как	1	1
1046	противоречивое единство	1	1
1047	они в	2	1
1048	важнейшие события	1	1
1049	в старом	1	1
1050	совершенно иначе	1	1
1051	стремится к	1	1
1052	например так	1	1
1053	свободы и	1	1
1054	распространяется на	1	1
1055	не совпадают	1	1
1056	сторону его	1	1
1057	первая часть	1	1
1058	и вступает	1	1
1059	утверждение что	1	1
1060	в разные	1	1
1061	в несколько	1	1
1062	а за	1	1
1063	в литературоведческой	1	1
1064	материальный субстрат	1	1
1065	своей отъединенности	1	1
1066	таковы и	1	1
1067	серьезного отношения	1	1
1068	не нуждается	1	1
1069	самом его	2	1
1070	есть вне	1	1
1071	и гамлета	1	1
1072	тоже можно	1	1
1073	доверие к	1	1
1074	преимущественно на	1	1
1075	была в	1	1
1076	дальнейшем мы	1	1
1077	или хотя	1	1
1078	карнавале все	1	1
1079	текстов и	1	1
1080	характер и	4	1
1081	литературе и	3	1
1082	эти три	1	1
1083	оба этих	1	1
1084	на земле	3	1
1085	большинстве случаев	2	1
1086	рядом с	9	1
1087	эта традиция	1	1
1088	всегда оказывается	1	1
1089	чем иным	1	1
1090	с избытком	1	1
1091	к последним	1	1
1092	которых для	1	1
1093	от этого	1	1
1094	быть ничего	1	1
1095	с некоторой	1	1
1096	должно было	2	1
1097	его жизни	1	1
1098	существенным моментом	1	1
1099	за маской	2	1
1100	хоронит и	1	1
1101	работы по	1	1
1102	романе в	1	1
1103	себе и	2	1
1104	точек зрения	1	1
1105	был не	1	1
1106	из одного	1	1
1107	делает его	1	1
1108	породившим ее	1	1
1109	и у	7	1
1110	с острым	1	1
1111	действительности и	1	1
1112	бог не	1	1
1113	как сказано	1	1
1114	не формальный	1	1
1115	единого мира	1	1
1116	же основаниях	1	1
1117	и мир	1	1
1118	этой своей	1	1
1119	описания и	1	1
1120	существующего мира	1	1
1121	смерть оказывается	1	1
1122	всей их	4	1
1123	точкой зрения	1	1
1124	внешней и	1	1
1125	грани между	1	1
1126	культуре и	2	1
1127	если оно	1	1
1128	к литературе	1	1
1129	только путем	1	1
1130	в живой	1	1
1131	в целях	2	1
1132	т.п все	3	1
1133	всех театральных	1	1
1134	до нас	11	1
1135	понимании как	1	1
1136	мере как	1	1
1137	не готовая	1	1
1138	на страницах	2	1
1139	раз что	1	1
1140	все остальные	1	1
1141	с образами	3	1
1142	в работе	1	1
1143	и речи	2	1
1144	и третья	1	1
1145	эти слова	1	1
1146	рождения нового	2	1
1147	абстрактной и	1	1
1148	человека который	1	1
1149	свое произведение	1	1
1150	нам еще	1	1
1151	именно потому	1	1
1152	все основные	1	1
1153	здесь на	3	1
1154	характера это	1	1
1155	становится на	2	1
1156	в приведенном	1	1
1157	тем и	1	1
1158	не представляется	1	1
1159	проникнуть в	3	1
1160	о мире	8	1
1161	литературы и	7	1
1162	должны были	1	1
1163	в предромантизме	1	1
1164	она была	6	1
1165	в разрушении	1	1
1166	ту сторону	1	1
1167	рабле не	5	1
1168	человеческих отношений	2	1
1169	серьезность и	1	1
1170	нашего анализа	2	1
1171	образ смерти	1	1
1172	что для	3	1
1173	образы и	1	1
1174	сущности это	1	1
1175	это приводит	1	1
1176	работы мы	1	1
1177	на отдельные	2	1
1178	был в	1	1
1179	одиночку с	1	1
1180	он показывает	1	1
1181	этой фразы	1	1
1182	как традиция	1	1
1183	о власти	1	1
1184	всем остальным	1	1
1185	же мы	1	1
1186	всей мировой	1	1
1187	были глубоко	2	1
1188	время он	1	1
1189	изучения в	1	1
1190	литературного творчества	1	1
1191	строя жизни	2	1
1192	чем свидетельствует	1	1
1193	смех этот	1	1
1194	кто знает	1	1
1195	отрешиться от	1	1
1196	радости и	2	1
1197	отношении он	1	1
1198	отношении является	1	1
1199	меньшей степени	8	1
1200	в какой-то	2	1
1201	сущности не	1	1
1202	отличающая его	1	1
1203	можно только	5	1
1204	уже на	1	1
1205	на деле	1	1
1206	смерти старого	1	1
1207	связи и	1	1
1208	в ночных	3	1
1209	собственном смысле	3	1
1210	слов о	2	1
1211	выше с	1	1
1212	а потому	1	1
1213	в последующих	7	1
1214	быть только	3	1
1215	максимальной близости	1	1
1216	как необходимый	1	1
1217	с еще	1	1
1218	приближается к	1	1
1219	этого мотива	1	1
1220	мы встречаем	1	1
1221	они и	1	1
1222	и омоложения	1	1
1223	условие ее	1	1
1224	них в	1	1
1225	вытесненные из	2	1
1226	в основном	4	1
1227	он только	1	1
1228	на ее	1	1
1229	есть без	1	1
1230	здесь слово	1	1
1231	смеха в	11	1
1232	теперь в	1	1
1233	с миром	3	1
1234	единственности непререкаемости	1	1
1235	лишь моменты	1	1
1236	до некоторой	1	1
1237	подлежит никакому	2	1
1238	об арлекине	1	1
1239	это уже	4	1
1240	целого ряда	1	1
1241	его природе	1	1
1242	на таких	1	1
1243	этот не	1	1
1244	в область	1	1
1245	речи как	1	1
1246	их как	1	1
1247	происходит с	1	1
1248	литературного развития	2	1
1249	для них	2	1
1250	целое жизни	1	1
1251	первых же	1	1
1252	же самой	1	1
1253	мере и	1	1
1254	мы встречаемся	1	1
1255	не на	2	1
1256	они как	1	1
1257	его никогда	1	1
1258	как с	1	1
1259	и строго	1	1
1260	они были	6	1
1261	культуры к	2	1
1262	этого процесса	4	1
1263	конечно и	4	1
1264	общения между	2	1
1265	мы понимаем	1	1
1266	то на	1	1
1267	даже у	1	1
1268	сил и	1	1
1269	с ней	2	1
1270	их и	1	1
1271	миром и	3	1
1272	более широкого	1	1
1273	резко отличается	1	1
1274	при сопоставлении	1	1
1275	развития в	2	1
1276	уже говорили	12	1
1277	во-вторых он	1	1
1278	лишь к	2	1
1279	говорить в	1	1
1280	у шекспира	3	1
1281	характер этого	1	1
1282	относятся к	1	1
1283	присутствует в	1	1
1284	из тех	2	1
1285	также не	1	1
1286	и позволило	1	1
1287	как не	1	1
1288	жизнь на	1	1
