N	2gram	Berdyaev_M	VLabPisa
116	и он	21	3
117	что у	3	3
118	этот процесс	5	3
119	в дневнике	4	3
120	удивительно что	1	3
121	мы имеем	1	3
122	действительной жизни	1	3
123	того что	13	3
124	со своим	2	3
125	что и	6	3
126	у нас	13	3
127	подобно тому	2	3
128	его в	6	3
129	творчества и	1	3
130	если бы	5	3
131	сил и	1	3
132	в конце	11	3
133	или иная	1	3
134	момент в	5	3
135	между ними	1	3
136	и как	3	3
137	же и	2	3
138	в которых	5	3
139	в явлении	2	3
140	мира и	6	3
141	своем творчестве	3	3
142	вовсе не	1	3
143	рассудок и	1	3
144	бы в	3	3
145	с этим	4	3
146	и мир	2	3
147	а в	4	3
148	процесса как	1	3
149	реальная действительность	1	3
150	попал в	1	3
151	говорил что	1	3
152	что не	3	3
153	как о	1	3
154	в котором	9	3
155	даже и	2	3
156	она не	9	3
157	в противоположность	1	3
158	в значительной	2	3
159	его не	5	3
160	того чтобы	4	3
161	всего лишь	1	3
162	для того	4	3
163	тому как	2	3
164	идей и	3	3
165	и трудно	1	3
166	и их	3	3
167	как он	4	3
168	этот вопрос	1	3
169	так же	5	3
170	человека и	19	3
171	в творчестве	13	3
172	как на	1	3
173	нет и	6	3
174	та или	1	3
175	и от	3	3
176	точки зрения	6	3
177	анной карениной	1	3
178	жизни и	6	3
179	что без	2	3
180	и по	4	3
181	толстого в	1	3
182	всех этих	1	3
183	имеет свою	1	3
184	моментов в	1	3
185	же о	2	2
186	им как	1	2
187	и весь	1	2
188	льва толстого	1	2
189	все его	3	2
190	и этот	4	2
191	они и	3	2
192	нет ни	3	2
193	от его	3	2
194	они не	4	2
195	достоевского и	12	2
196	достоевский о	1	2
197	на вопрос	1	2
198	если в	2	2
199	также что	1	2
200	самого себя	6	2
201	должно быть	5	2
202	того как	3	2
203	ее как	2	2
204	должна быть	7	2
205	это особенно	2	2
206	образа в	1	2
207	тогда когда	2	2
208	смысле слова	7	2
209	своих героев	2	2
210	с нею	1	2
211	говорить о	1	2
212	да и	1	2
213	хотя и	2	2
214	многие из	1	2
215	о чем	3	2
216	для многих	1	2
217	после этого	1	2
218	что такое	2	2
219	как у	2	2
220	и через	1	2
221	и достоевский	18	2
222	не отрицает	1	2
223	для них	3	2
224	не столько	1	2
225	его от	1	2
226	по себе	2	2
227	ума и	3	2
228	но с	2	2
229	в своих	4	2
230	что нет	2	2
231	и даже	1	2
232	что ни	1	2
233	и наконец	1	2
234	в которой	8	2
235	не о	2	2
236	а о	1	2
237	всех его	1	2
238	мысль о	2	2
239	что она	5	2
240	но не	8	2
241	в ней	23	2
242	вот это	1	2
243	в материальной	1	2
244	в жизни	7	2
245	начинается с	1	2
246	к его	1	2
247	чего бы	1	2
248	же как	1	2
249	что мы	1	2
250	на этом	5	2
251	не вполне	1	2
252	что действие	1	2
253	не менее	1	2
254	можно ли	2	2
255	только для	1	2
256	бы не	4	2
257	может не	3	2
258	отличается от	2	2
259	после того	2	2
260	на то	1	2
261	у художников	1	2
262	у пушкина	1	2
263	себе и	4	2
264	которая не	2	2
265	в чем	3	2
266	русских писателей	4	2
267	говорит об	1	2
268	но к	2	2
269	сих пор	5	2
270	огромную роль	1	2
271	а для	2	2
272	от них	1	2
273	еще не	1	2
274	все они	1	2
275	братьях карамазовых	5	2
276	в каждом	4	2
277	во всяком	1	2
278	и потому	17	2
279	до сих	5	2
280	человека в	26	2
281	и быть	2	2
282	свои произведения	1	2
283	а к	2	2
284	было в	3	2
285	а как	2	2
286	значит что	4	2
287	у художника	1	2
288	то это	1	2
289	и заключается	1	2
290	в самых	2	2
291	и социальной	1	2
292	в течение	1	2
293	всяком случае	1	2
294	относится к	2	2
295	также и	6	2
296	ту же	1	2
297	в другом	1	2
298	не по	1	2
299	не быть	2	2
300	творчестве он	1	2
301	не всегда	1	2
302	процесса в	1	2
303	из себя	2	2
304	е в	1	2
305	лишь в	8	2
306	связана с	9	2
307	должны быть	3	2
308	я бы	2	2
309	не с	1	2
310	не интересует	1	2
311	можно было	1	2
312	образами и	1	2
313	идеи в	1	2
314	и сам	1	2
315	показывает как	3	2
316	от того	4	2
317	идей в	1	2
318	на это	1	2
319	ни одного	2	2
320	он и	2	2
321	нельзя построить	1	2
322	к ним	1	2
323	он в	4	2
324	вообще и	1	2
325	его художественного	2	2
326	будто бы	3	2
327	в сфере	2	2
328	и никогда	4	2
329	заключается в	1	2
330	которые в	2	2
331	и у	3	2
332	они должны	1	2
333	о его	1	2
334	необходимо и	1	2
335	бы еще	1	2
336	одной из	1	2
337	этого опыта	1	2
338	в образе	4	2
339	как от	1	2
340	он не	34	2
341	во всей	1	2
342	л толстым	1	2
343	он может	1	2
344	он сам	11	2
345	в области	1	2
346	только с	3	2
347	у них	4	2
348	нет никаких	2	2
349	к этим	3	2
350	конце концов	3	2
351	чтобы не	4	2
352	и для	7	2
353	но для	2	2
354	ни с	4	2
355	но в	12	2
356	анны карениной	2	2
357	своего творческого	1	2
358	вплоть до	1	2
359	в той	3	1
360	сфере в	1	1
361	в сложном	1	1
362	жизнь его	1	1
363	с которой	2	1
364	были бы	1	1
365	ставил и	1	1
366	об их	1	1
367	то в	2	1
368	на почве	3	1
369	в социальном	2	1
370	от него	4	1
371	мы из	1	1
372	является в	1	1
373	и то	2	1
374	ответ на	1	1
375	а потому	1	1
376	реальную действительность	1	1
377	человеческой личности	11	1
378	ее и	2	1
379	это одна	1	1
380	творчества не	1	1
381	ни в	3	1
382	мы видим	4	1
383	но на	2	1
384	в более	4	1
385	которая должна	1	1
386	что если	1	1
387	е от	1	1
388	связано с	5	1
389	и мы	2	1
390	у гоголя	1	1
391	быть принята	2	1
392	на протяжении	2	1
393	достоевского в	10	1
394	мышления и	1	1
395	смысле что	1	1
396	метафизик он	1	1
397	многих других	1	1
398	толстого и	1	1
399	то есть	3	1
400	и свою	1	1
401	не раскрывается	1	1
402	по замыслу	1	1
403	можно и	2	1
404	которые не	2	1
405	к этой	3	1
406	толстой же	4	1
407	переходит в	23	1
408	своего собственного	1	1
409	поэтому в	1	1
410	есть одно	2	1
411	мы не	2	1
412	судьба человека	15	1
413	противоречия и	1	1
414	до последних	3	1
415	ницше не	1	1
416	в состоянии	1	1
417	с этой	4	1
418	боролся с	1	1
419	еще более	3	1
420	есть для	1	1
421	и менее	2	1
422	есть его	1	1
423	не для	2	1
424	под ним	2	1
425	разум и	1	1
426	которых он	5	1
427	формы в	1	1
428	обычно не	1	1
429	своего свободного	1	1
430	это значит	3	1
431	и разные	1	1
432	с ним	5	1
433	к религии	1	1
434	это обычно	1	1
435	сам по	2	1
436	всегда были	1	1
437	не способен	6	1
438	привести к	9	1
439	о нем	2	1
440	познания на	1	1
441	все муки	1	1
442	не как	4	1
443	о свободе	18	1
444	для нас	3	1
445	и всегда	3	1
446	их что	1	1
447	они в	1	1
448	процесс этот	1	1
449	но что	1	1
450	в деле	1	1
451	силой и	1	1
452	свобода есть	4	1
453	каждого человека	3	1
454	основной и	1	1
455	чем он	1	1
456	раскрывается в	6	1
457	у многих	1	1
458	все пути	1	1
459	для творчества	1	1
460	природу и	2	1
461	у этого	1	1
462	в этих	6	1
463	социальной среды	4	1
464	в русском	1	1
465	за это	1	1
466	всей ее	1	1
467	в ином	2	1
468	и эти	1	1
469	связанная с	1	1
470	не завершается	1	1
471	вл соловьева	1	1
472	ведь это	2	1
473	одну и	1	1
474	о природе	1	1
475	если не	1	1
476	в духе	6	1
477	все то	1	1
478	но он	17	1
479	самом деле	2	1
480	но все	1	1
481	не очень	1	1
482	сознания на	1	1
483	жизни это	4	1
484	в свои	2	1
485	был только	1	1
486	без остатка	1	1
487	а также	1	1
488	жизнь в	4	1
489	свое творческое	1	1
490	снять с	1	1
491	мы говорим	1	1
492	был готов	1	1
493	и все	13	1
494	уже как	1	1
495	во взглядах	1	1
496	о своей	2	1
497	эти пределы	1	1
498	целый ряд	2	1
499	на себя	1	1
500	французской революции	1	1
501	к пониманию	1	1
502	тем что	7	1
503	с анной	1	1
504	к более	1	1
505	порядка и	1	1
506	то время	2	1
507	ничего и	1	1
508	если он	7	1
509	в сферу	1	1
510	о судьбе	1	1
511	сама по	1	1
512	между этими	1	1
513	все герои	3	1
514	в последних	1	1
515	можно назвать	1	1
516	в стороне	1	1
517	бы быть	1	1
518	встречаемся с	1	1
519	творческие силы	3	1
520	или у	1	1
521	и без	2	1
522	человека более	1	1
523	в какой	1	1
524	во имя	26	1
525	как не	1	1
526	я всегда	2	1
527	время как	2	1
528	вряд ли	3	1
529	а именно	1	1
530	от начала	1	1
531	как можно	1	1
532	и вместе	4	1
533	на эту	1	1
534	как в	9	1
535	и характер	2	1
536	говорят о	2	1
537	а иногда	1	1
538	на одном	1	1
539	жизнью имеют	1	1
540	по своему	3	1
541	себя и	6	1
542	интуиция это	1	1
543	не имеет	7	1
544	является для	1	1
545	к какому	2	1
546	зрения и	1	1
547	этом нет	1	1
548	но у	2	1
549	их работать	1	1
550	который я	1	1
551	почти все	1	1
552	в свете	3	1
553	сравнению с	2	1
554	том смысле	2	1
555	это было	1	1
556	не знала	1	1
557	лежит в	2	1
558	есть то	2	1
559	с большей	1	1
560	быть никакого	1	1
561	для их	1	1
562	знает что	1	1
563	и это	16	1
564	художник и	2	1
565	очень существенно	1	1
566	в каком	2	1
567	на своем	4	1
568	дальше и	2	1
569	не психологии	1	1
570	поэтому у	1	1
571	и разрешал	1	1
572	и из	1	1
573	процесса не	2	1
574	что их	1	1
575	в которые	2	1
576	жизни к	1	1
577	мысли в	1	1
578	человека а	3	1
579	обращение к	1	1
580	не все	3	1
581	один же	1	1
582	казалось бы	1	1
583	как стихия	2	1
584	моменты в	1	1
585	жизнь и	5	1
586	его целостному	1	1
587	особый род	1	1
588	нет ничего	9	1
589	еще до	2	1
590	бросается в	1	1
591	отцов и	1	1
592	не заключается	1	1
593	ни к	2	1
594	его и	2	1
595	а майкову	2	1
596	признать что	1	1
597	том случае	1	1
598	на природу	4	1
599	человека так	1	1
600	ответить на	2	1
601	более чем	3	1
602	это с	1	1
603	находит свое	1	1
604	а с	1	1
605	личности в	4	1
606	всю его	1	1
607	в основе	4	1
608	для достижения	1	1
609	и мира	3	1
610	а процесс	1	1
611	тем более	1	1
612	уже из	1	1
613	вопрос о	7	1
614	не означает	2	1
615	не ошибается	1	1
616	в разуме	1	1
617	тех же	1	1
618	на чувственное	1	1
619	в братьях	5	1
620	которой он	2	1
621	быть при	1	1
622	эти идеи	1	1
623	но ведь	1	1
624	случае если	1	1
625	в чистом	1	1
626	он был	18	1
627	от природы	3	1
628	духовной жизни	3	1
629	опыт и	2	1
630	собой в	1	1
631	в планах	1	1
632	как совершенно	1	1
633	есть в	3	1
634	конечно не	3	1
635	писателей не	1	1
636	с новыми	2	1
637	к идее	1	1
638	близко к	1	1
639	входит в	3	1
640	в нескольких	1	1
641	уже в	6	1
642	не дает	1	1
643	и кровь	3	1
644	по сравнению	3	1
645	и верного	1	1
646	его творчества	2	1
647	быть признана	1	1
648	характерны для	1	1
649	друг друга	12	1
650	неизбежно приходит	1	1
651	потому что	25	1
652	в свою	5	1
653	тебе что	1	1
654	сознания в	2	1
655	и тем	1	1
656	кажется что	1	1
657	быть и	2	1
658	романы достоевского	2	1
659	и счастье	1	1
660	от всех	2	1
661	о достоевском	8	1
662	идет в	1	1
663	только тогда	1	1
664	пишет он	2	1
665	если так	1	1
666	романов достоевского	3	1
667	и поэтому	3	1
668	в него	3	1
669	только один	3	1
670	то все	2	1
671	творчество не	1	1
672	занимает не	1	1
673	эта мысль	3	1
674	из мира	1	1
675	не могло	1	1
676	но она	3	1
677	значение для	1	1
678	личность и	2	1
679	выйти за	1	1
680	приводит в	1	1
681	которые должны	1	1
682	для этого	3	1
683	быть выражена	1	1
684	на его	1	1
685	и ему	1	1
686	и если	1	1
687	есть и	6	1
688	и та	2	1
689	хотя в	1	1
690	все те	1	1
691	из сферы	1	1
692	пор не	1	1
693	и что	4	1
694	в каком-то	2	1
695	до этой	1	1
696	к области	1	1
697	сознание как	1	1
698	приходит к	2	1
699	в п	2	1
700	за пределы	5	1
701	если все	1	1
702	плоти и	4	1
703	заключает в	3	1
704	говорит что	3	1
705	было еще	2	1
706	в начале	2	1
707	у достоевского	75	1
708	явлений в	1	1
709	еще в	4	1
710	толстой и	3	1
711	бы уже	1	1
712	ним не	1	1
713	доходит до	6	1
714	в истории	2	1
715	уже есть	1	1
716	борьбы и	1	1
717	полное и	1	1
718	себя от	1	1
719	самый трудный	1	1
720	что до	1	1
721	верно и	1	1
722	и речи	1	1
723	себе в	3	1
724	помыслах и	1	1
725	и наоборот	1	1
726	это его	1	1
727	экспериментирует над	1	1
728	такое исключительное	1	1
729	и ту	1	1
730	в глаза	1	1
731	не случайно	1	1
732	связанной с	1	1
733	личности и	3	1
734	друга каждый	1	1
735	значение и	1	1
736	и той	2	1
737	дело и	1	1
738	имеем в	1	1
739	знает и	1	1
740	и первой	1	1
741	этого мира	3	1
742	без участия	1	1
743	писателя как	1	1
744	достоевский в	7	1
745	но ни	1	1
746	и еще	3	1
747	за жизнь	1	1
748	приходят к	3	1
749	отношение к	9	1
750	ницше и	1	1
751	свою идею	1	1
752	всего может	1	1
753	же не	2	1
754	жизни не	2	1
755	к ней	6	1
756	но по	1	1
757	видим в	1	1
758	что всякий	3	1
759	в понимании	1	1
760	что во	1	1
761	по которой	1	1
762	и борьба	1	1
763	бы его	2	1
764	идет дальше	1	1
765	к ее	1	1
766	и во	5	1
767	данте и	2	1
768	от которой	1	1
769	что есть	7	1
770	бы он	2	1
771	выражения в	1	1
772	и чисто	1	1
773	действия не	1	1
774	созерцания и	1	1
775	быть в	1	1
776	сущности и	1	1
777	нужно признать	1	1
778	находится в	1	1
779	уже не	8	1
780	за его	2	1
781	индивидуального начала	1	1
782	не значит	2	1
783	эту мысль	1	1
784	ли она	2	1
785	легенды о	3	1
786	из моментов	1	1
787	человека это	2	1
788	связи со	1	1
789	не поддаются	1	1
790	своей личности	1	1
791	на этот	2	1
792	человека вообще	1	1
793	быть свободен	1	1
794	свои творческие	1	1
795	происходит в	1	1
796	и других	2	1
797	как будто	4	1
798	искусства в	1	1
799	о своих	2	1
800	этими двумя	2	1
801	это в	1	1
802	протекает в	1	1
803	даже для	1	1
804	речи о	1	1
805	связаны с	1	1
806	но это	8	1
807	потому и	2	1
808	не имеющих	1	1
809	если есть	1	1
810	из него	1	1
811	лишь те	2	1
812	к полному	1	1
813	которой мы	1	1
814	в самой	8	1
815	не был	8	1
816	становится в	1	1
817	оно входит	1	1
818	он должен	4	1
819	мира его	1	1
820	начинает с	2	1
821	тютчева о	1	1
822	что на	1	1
823	лишь его	2	1
824	идея на	1	1
825	нее не	1	1
826	с того	2	1
827	писал о	1	1
828	мира в	2	1
829	не к	6	1
830	и самый	2	1
831	с целью	1	1
