N	3gram	Bakhtin_sl	formyVre
383	же время он	1	1
384	этой точки зрения	1	1
385	его и нет	1	1
386	мы остановимся здесь	1	1
387	таков например и	1	1
388	не можем здесь	1	1
389	то есть как	3	1
390	между ними и	1	1
391	и речи в	1	1
392	на его стиль	1	1
393	и это отношение	1	1
394	тот факт что	1	1
395	всех этих форм	1	1
396	и в них	2	1
397	неразрывно связанные с	1	1
398	не был бы	1	1
399	и той же	1	1
400	но и прямое	1	1
401	одной из них	1	1
402	достаточно указать на	1	1
403	различные формы и	1	1
404	все снова и	1	1
405	чужом для него	1	1
406	связанные с этой	1	1
407	да и в	1	1
408	сюда прежде всего	1	1
409	тем чем они	1	1
410	это очень важно	1	1
411	в основе его	1	1
412	они как бы	2	1
413	европейского романа в	1	1
414	литературных форм и	1	1
415	и политического человека	1	1
416	мы наблюдаем те	1	1
417	одна из самых	1	1
418	всех слоев и	1	1
419	но конечно не	1	1
420	в них не	1	1
421	хотя и не	1	1
422	и связанных с	2	1
423	до последнего времени	2	1
424	широком смысле но	1	1
425	и с точки	1	1
426	точки зрения рассказчика	1	1
427	никогда не могут	1	1
428	в поэтическом образе	1	1
429	его жизни и	1	1
430	в новые и	1	1
431	оно ничего не	1	1
432	в лучшем случае	3	1
433	всех этих случаях	1	1
434	так и на	1	1
435	и притом в	1	1
436	роман в письмах	1	1
437	другой стороны эти	1	1
438	с установкой на	4	1
439	на мировую литературу	1	1
440	и др не	1	1
441	прямой и косвенной	1	1
442	в тесной связи	1	1
443	но здесь эта	1	1
444	всего может быть	1	1
445	то есть его	1	1
446	бы они ни	1	1
447	себя в этом	1	1
448	не значит конечно	2	1
449	именно в том	1	1
450	в пределах одного	8	1
451	как мы видели	2	1
452	и так сказать	1	1
453	могут быть сведены	1	1
454	они ни были	1	1
455	но во всяком	1	1
456	том что он	1	1
457	разобранных нами явлениях	1	1
458	между тем как	1	1
459	не могут быть	3	1
460	такие слова и	1	1
461	говорит о том	1	1
462	выходит за пределы	3	1
463	в новое время	2	1
464	такие типы и	1	1
465	на фоне этого	1	1
466	в них как	2	1
467	не меньше чем	2	1
468	дело идет об	1	1
469	в зоне контакта	1	1
470	для всех этих	1	1
471	в отношении к	9	1
472	никогда не может	2	1
473	себя в них	3	1
474	для развития романа	1	1
475	всех этих формах	1	1
476	романа и новеллы	1	1
477	и на его	1	1
478	в котором в	1	1
479	в нем и	1	1
480	одной и той	1	1
481	именно в процессе	1	1
482	только с помощью	1	1
483	оно не сливается	1	1
484	то есть к	1	1
485	слова связанные с	1	1
486	однако в пределах	1	1
487	у гриммельсхаузена у	1	1
488	здесь таким образом	1	1
489	до конца не	1	1
490	т п если	1	1
491	уже не только	2	1
492	в основе их	2	1
493	слов и выражений	1	1
494	и следовательно в	2	1
495	и связанные с	2	1
496	связанных с ними	1	1
497	оно как мы	1	1
498	в другом случае	3	1
499	всех этих актов	1	1
500	в романе на	2	1
