N	2gram	Tiupa_Narr	Tvorches
201	что я	4	5
202	как он	3	5
203	отношению к	5	5
204	с этой	3	4
205	в финале	3	4
206	говорит о	3	4
207	с собой	2	4
208	на земле	1	4
209	тем что	1	4
210	роль в	4	4
211	так в	4	4
212	для автора	2	4
213	восходит к	2	4
214	но эти	1	4
215	представляет собой	21	4
216	аргументом в	1	4
217	только на	4	4
218	и когда	3	4
219	превращается в	2	4
220	не вполне	3	4
221	что все	1	4
222	точки зрения	8	4
223	это прежде	1	4
224	крайней мере	1	4
225	к нему	5	4
226	и мы	1	4
227	по преимуществу	1	4
228	и потому	2	4
229	с точки	2	4
230	и через	2	4
231	стремится к	1	4
232	не знает	2	4
233	который в	2	4
234	же как	2	4
235	так сказать	4	4
236	сих пор	3	4
237	в такой	1	4
238	тут же	1	4
239	не означает	1	4
240	не мог	7	4
241	как это	7	4
242	главного героя	5	4
243	чувство стыда	1	4
244	и я	1	4
245	на стороне	3	4
246	этот вопрос	1	4
247	как известно	3	4
248	себя в	4	4
249	однако в	4	4
250	могут быть	1	4
251	о его	3	4
252	и есть	1	4
253	ведет к	3	4
254	до сих	3	4
255	в человеке	2	4
256	утверждает что	2	4
257	с ними	5	4
258	у читателя	1	4
259	в которых	1	4
260	свое я	1	4
261	по крайней	1	4
262	перед нами	9	4
263	это и	2	4
264	его и	2	4
265	в основе	1	4
266	и более	2	4
267	времени и	9	4
268	между людьми	1	4
269	в отличие	6	4
270	той же	2	4
271	и будущего	2	4
272	в произведениях	3	4
273	того что	7	4
274	это был	1	4
275	зависит от	3	4
276	дело в	2	4
277	о жизни	2	4
278	к жизни	3	4
279	особенно в	3	4
280	на свете	1	4
281	личности в	2	4
282	он говорит	1	4
283	отличие от	6	4
284	но он	2	4
285	в частности	23	4
286	еще в	4	4
287	далеко не	6	4
288	в xix	1	4
289	у нее	8	4
290	из жизни	1	4
291	в плане	1	4
292	и наконец	2	4
293	что на	4	4
294	и к	7	3
295	только что	4	3
296	в комнату	1	3
297	в виду	2	3
298	другой стороны	2	3
299	но что	1	3
300	по себе	4	3
301	связь с	1	3
302	людей и	2	3
303	в первом	4	3
304	мысль о	1	3
305	в жизни	9	3
306	давно уже	2	3
307	ее по	1	3
308	отличается от	1	3
309	так например	1	3
310	к тому	13	3
311	это от	1	3
312	во всяком	2	3
313	можно сказать	11	3
314	особое место	4	3
315	может служить	5	3
316	точно так	2	3
317	как она	2	3
318	в одном	5	3
319	с другим	2	3
320	и еще	2	3
321	сказать что	5	3
322	русской литературы	1	3
323	человеческих отношений	2	3
324	едва ли	5	3
325	не то	1	3
326	то в	4	3
327	на протяжении	12	3
328	к человеку	1	3
329	собой в	1	3
330	к себе	11	3
331	несмотря на	1	3
332	то у	3	3
333	к которому	1	3
334	боль в	1	3
335	тому же	9	3
336	как по	2	3
337	для того	4	3
338	на себя	5	3
339	и внутреннего	3	3
340	в себя	3	3
341	со всеми	3	3
342	человек как	1	3
343	опираясь на	1	3
344	на этом	1	3
345	говорил о	2	3
346	него есть	1	3
347	всяком случае	2	3
348	прошлого и	2	3
349	и тем	9	3
350	но зато	4	3
351	и что	1	3
352	даже не	1	3
353	в направлении	2	3
354	что для	1	3
355	его как	2	3
356	человека как	2	3
357	его к	1	3
358	там где	1	3
359	от ее	1	3
360	гораздо более	1	3
361	в один	1	3
362	и особенно	1	3
363	в искусстве	1	3
364	вплоть до	5	3
365	во второй	2	3
366	а теперь	2	3
367	если в	2	3
368	время у	1	3
369	живет в	1	3
370	для себя	3	3
371	ее и	1	3
372	сводится к	10	3
373	себе не	1	3
374	до этого	1	3
375	человеческой культуры	1	3
376	в процессе	2	3
377	евгения онегина	1	3
378	может не	1	3
379	никто не	1	3
380	да и	5	3
381	о котором	4	3
382	со стороны	14	3
383	не является	7	3
384	не умел	1	3
385	автора и	2	3
386	и тогда	2	3
387	и до	1	3
388	действия и	1	3
389	автора в	2	3
390	сами по	2	3
391	называет себя	1	3
392	как мы	3	3
393	характера и	3	3
394	второй план	1	3
395	на этот	2	3
396	только с	2	3
397	стремился к	1	3
398	друг друга	2	3
399	во времени	9	3
400	жизни не	1	3
401	прибегает к	1	3
402	человека но	1	3
403	жизни но	3	3
404	как к	3	3
405	в любви	1	3
406	но на	1	3
407	сам себя	2	3
408	свидетельствует о	4	3
409	и вот	2	3
410	он и	2	3
411	что с	2	3
412	ее в	1	3
413	на самом	1	3
414	у нас	4	3
415	таком случае	1	3
416	не существует	3	3
417	или в	7	3
418	иного рода	2	3
419	в будущее	1	3
420	но уже	2	3
421	для которого	1	3
422	не все	2	3
423	тут и	1	3
424	не по	5	3
425	в ней	5	3
426	мы узнаем	2	3
427	просто не	1	3
428	из этих	6	3
429	в него	2	3
430	а по	2	3
431	не с	1	3
432	с ее	3	3
433	в начале	4	3
434	в другом	5	3
435	лишь в	3	3
436	отношение к	2	3
437	к ней	3	3
438	самой своей	1	3
439	одного из	6	3
440	в ходе	4	3
441	во многих	1	3
442	жизни и	7	3
443	этой связи	1	3
444	в области	4	3
445	и только	2	3
446	к другим	1	3
447	а я	1	3
448	более того	1	3
449	является в	1	2
450	было показано	1	2
451	все что	4	2
452	еще раз	3	2
453	и лишь	2	2
454	которая в	2	2
455	этот момент	1	2
456	по выражению	1	2
457	человек есть	1	2
458	сам автор	1	2
459	в результате	4	2
460	ясно что	2	2
461	по способу	1	2
462	по мере	2	2
463	одновременно все	1	2
464	отметим что	1	2
465	как было	1	2
466	вслед за	4	2
467	относится и	1	2
468	человек в	3	2
469	но вполне	1	2
470	его решения	1	2
471	это опять-таки	1	2
472	меня в	1	2
473	с тем	1	2
474	приходит в	1	2
475	их в	4	2
476	одновременно и	1	2
477	с героем	1	2
478	когда в	4	2
479	но мы	1	2
480	художественное произведение	1	2
481	связано с	2	2
482	и нет	1	2
483	он идет	2	2
484	сам же	1	2
485	и того	5	2
486	в жизнь	1	2
487	во все	1	2
488	в данном	17	2
489	не могли	1	2
490	можно не	1	2
491	в действительности	2	2
492	следовало бы	1	2
493	которой он	4	2
494	он был	1	2
495	входит в	2	2
496	но даже	1	2
497	это его	1	2
498	так словно	1	2
499	к своей	2	2
500	позиции автора	1	2
501	когда она	2	2
502	е годы	2	2
503	чем его	1	2
504	он писал	1	2
505	свою очередь	2	2
506	в глаза	1	2
507	пока еще	4	2
508	как на	2	2
509	в пространстве	3	2
510	ключ к	2	2
511	содержит в	1	2
512	по поводу	3	2
513	он живет	1	2
514	о чем	6	2
515	тексте в	1	2
516	точка зрения	5	2
517	не просто	2	2
518	того же	2	2
519	жизни с	1	2
520	жизнь и	1	2
521	во всех	2	2
522	и красота	1	2
523	здесь нет	1	2
524	и среди	1	2
525	своего я	2	2
526	х гг	2	2
527	с одной	5	2
528	теперь же	1	2
529	на том	2	2
530	в произведении	2	2
531	внимание на	7	2
532	в раннем	1	2
533	начала и	5	2
534	как раз	9	2
535	тем не	7	2
536	после этого	1	2
537	чем у	1	2
538	в качестве	27	2
539	верит в	1	2
540	отказывается от	1	2
541	с другими	1	2
542	каждого человека	1	2
543	уже говорилось	2	2
544	для повествования	1	2
545	и притом	3	2
546	связи с	3	2
547	мировой литературы	1	2
548	не говорит	4	2
549	героя с	2	2
550	современного человека	1	2
551	в образ	1	2
552	тому что	4	2
553	у тургенева	2	2
554	человек и	2	2
555	но ведь	1	2
556	в связи	3	2
557	бахтин в	1	2
558	между собой	3	2
559	в двух	2	2
560	был не	1	2
561	имеют для	1	2
562	войне и	2	2
563	читателя к	1	2
564	но как	3	2
565	еще одним	1	2
566	не сводится	8	2
567	не он	1	2
568	бытия но	1	2
569	ли это	1	2
570	мы уже	1	2
571	самому себе	1	2
572	действующих лиц	8	2
573	не будет	2	2
574	если же	2	2
575	и та	1	2
576	и является	2	2
577	при такой	3	2
578	в тех	1	2
579	в современной	4	2
580	из нас	3	2
581	по своей	3	2
582	в нее	2	2
583	говорили что	1	2
584	не слышим	1	2
585	на мир	1	2
586	это действительно	1	2
587	было бы	2	2
588	это самая	1	2
589	я в	7	2
590	человека его	1	2
591	протяжении всего	1	2
592	читателя он	1	2
593	даже если	2	2
594	с которым	1	2
595	зато в	1	2
596	в силу	5	2
597	на ранних	1	2
598	бы ни	1	2
599	а как	2	2
600	а главное	1	2
601	его можно	1	2
602	его времени	1	2
603	означает что	1	2
604	эту тему	1	2
605	возможностей в	1	2
606	говорит об	1	2
607	по причине	2	2
608	себя но	2	2
609	жизнь его	1	2
610	в речи	5	2
611	теперь я	1	2
612	характеров и	1	2
613	и здесь	3	2
614	никого не	1	2
615	жизни а	4	2
616	и вследствие	1	2
617	была бы	1	2
618	представляют собой	5	2
619	в сущности	2	2
620	не смеет	1	2
621	о принципе	1	2
622	о которой	3	2
623	томас манн	1	2
624	и соответственно	1	2
625	для них	2	2
626	отдельного человека	1	2
627	в отношении	1	2
628	ни в	1	2
629	и делает	1	2
630	не могут	1	2
631	в исповеди	1	2
632	должен был	1	2
633	здесь мы	1	2
634	заключает в	2	2
635	столь же	6	2
636	встречаются и	1	2
637	тоже не	1	2
638	этот тип	1	2
639	как о	2	2
640	к его	5	2
641	известном смысле	4	2
642	это время	1	2
643	не имеет	3	2
644	ли он	2	2
645	которого не	1	2
646	в известном	4	2
647	как некий	1	2
648	вот оно	1	2
649	в россию	1	2
650	в прозе	4	2
651	своей собственной	2	2
652	наконец в	1	2
653	того чтобы	7	2
654	у меня	2	2
655	не должны	1	2
656	и уже	4	2
657	и теперь	1	2
658	у шекспира	1	2
659	отношении к	1	2
660	о своем	2	2
661	от других	1	2
662	него с	1	2
663	числе и	1	2
664	если у	1	2
665	а во	5	2
666	им в	1	2
667	и будущее	1	2
668	переход от	2	2
669	событий в	1	2
670	в сфере	2	2
671	выше уже	1	2
672	мог бы	1	2
673	тот самый	2	2
674	за пределами	3	2
675	в глазах	7	2
676	и авторской	1	2
677	всякий раз	2	2
678	к миру	2	2
679	не из	1	2
680	в классической	1	2
681	точку зрения	3	2
682	детство и	1	2
683	этого героя	1	2
684	ответ на	6	2
685	и всякий	1	2
686	значение в	1	2
687	это такая	1	2
688	данном случае	12	2
689	о человеке	1	2
690	том числе	1	2
691	где он	1	2
692	он как	1	2
693	образ и	1	2
694	с просьбой	1	2
695	в формах	2	2
696	о нем	5	2
697	во время	2	2
698	со своим	2	2
699	некоторые из	1	2
700	по словам	2	2
701	когда же	2	2
702	не от	1	2
703	и где	1	2
704	всю жизнь	1	2
705	указывает на	1	2
706	не сразу	1	2
707	в ряде	2	2
708	в стороне	1	2
709	мира а	1	2
710	или наконец	1	2
711	или даже	3	2
712	при таком	1	2
713	не столь	2	2
714	и со	1	2
715	личности не	1	2
716	сразу же	1	2
717	и без	1	2
718	должен быть	1	2
719	и вообще	1	2
720	интереса к	1	2
721	к одному	1	2
722	нуждается в	1	2
723	а к	3	2
724	его произведениях	1	2
725	героя к	2	2
726	ли в	2	2
727	не могу	2	2
728	она не	2	2
729	но при	5	2
730	характера в	1	2
731	не любил	1	2
732	узнаем что	1	2
733	по бахтину	1	2
734	но она	1	2
735	к анализу	1	2
736	в нашей	1	2
737	на людей	1	2
738	в зеркало	1	2
739	только то	1	2
740	не сами	1	2
741	нам о	1	2
742	что можно	1	2
743	со своими	3	2
744	и мире	2	2
745	в литературном	2	2
746	и о	4	2
747	перелом в	1	2
748	говорилось выше	3	2
749	это еще	1	2
750	же в	6	2
751	в е	3	2
752	эти два	2	2
753	надо было	1	2
754	б м	1	2
755	однако все	1	2
756	событий и	1	2
757	но для	5	2
758	мира в	4	2
759	не к	4	2
760	что было	1	1
761	не выступает	1	1
762	они являются	1	1
763	нас читателей	1	1
764	и составляет	2	1
765	для всех	1	1
766	развитии сюжета	1	1
767	и своего	1	1
768	и мира	4	1
769	мы и	2	1
770	действующее лицо	2	1
771	не понимает	1	1
772	как произведение	1	1
773	а когда	1	1
774	всю ночь	1	1
775	рассказ о	1	1
776	которые не	1	1
777	от имени	1	1
778	к этой	1	1
779	героини и	2	1
780	сколько к	1	1
781	и люди	1	1
782	и читателем	1	1
783	всей жизни	1	1
784	любовь к	1	1
785	ситуации с	1	1
786	историю человечества	1	1
787	читателя здесь	1	1
788	на второй	1	1
789	рассказа это	1	1
790	жизни есть	1	1
791	тем как	1	1
792	их жизни	1	1
793	к самоубийству	1	1
794	не зависит	1	1
795	так можно	1	1
796	воплощенной в	1	1
797	которое может	2	1
798	нас в	2	1
799	восходящая к	1	1
800	не являются	2	1
801	одно из	2	1
802	объективного рассказа	1	1
803	персонажа и	4	1
804	от этих	3	1
805	и само	1	1
806	ни слова	2	1
807	всей ее	1	1
808	мыслится как	2	1
809	их не	1	1
810	самым как	1	1
811	на которых	1	1
812	стороне от	1	1
813	его классической	1	1
814	но все	1	1
815	я за	1	1
816	значения в	1	1
817	когда рассказчик	1	1
818	или на	1	1
819	по мысли	8	1
820	его личности	1	1
821	себя лично	1	1
822	том или	1	1
823	мира это	1	1
824	что объединяет	1	1
825	характер за	1	1
826	в наиболее	2	1
827	исходной ситуации	4	1
828	чужого сознания	1	1
829	имеет место	4	1
830	у которого	1	1
831	мысли о	1	1
832	по определению	3	1
833	что еще	1	1
834	бахтина в	1	1
835	характера у	1	1
836	такова по	1	1
837	он является	4	1
838	поскольку он	1	1
839	себя не	1	1
840	речь идет	3	1
841	этой стороны	1	1
842	жизни на	1	1
843	направлен на	1	1
844	матери и	5	1
845	и стал	2	1
846	после его	1	1
847	и смерти	1	1
848	первый взгляд	1	1
849	чехова это	2	1
850	что рассказчик	2	1
851	при всей	5	1
852	между сознаниями	1	1
853	человека так	1	1
854	творчества в	1	1
855	ли я	1	1
856	в противовес	3	1
857	выводит из	1	1
858	с конца	1	1
859	из толпы	1	1
860	вопрос о	1	1
861	раз и	2	1
862	имеет право	1	1
863	в евангелии	1	1
864	в противоположность	1	1
865	собой как	1	1
866	от боли	1	1
867	не должен	1	1
868	одной стороны	5	1
869	человеческого характера	1	1
870	отрыве от	1	1
871	миф о	1	1
872	принципиально важно	2	1
873	сознания в	3	1
874	уже было	1	1
875	с помощью	2	1
876	между двумя	6	1
877	но они	4	1
878	природе как	1	1
879	встречи с	4	1
880	полнее чем	1	1
881	финале рассказа	1	1
882	содержание в	1	1
883	в различных	1	1
884	главному герою	1	1
885	можно ли	1	1
886	внешним обликом	1	1
887	на практике	1	1
888	даже с	1	1
889	не забывая	1	1
890	подробнее об	1	1
891	души человеческой	1	1
892	в карты	1	1
893	его собственной	1	1
894	друг на	2	1
895	в не	1	1
896	в холодную	1	1
897	то чтобы	2	1
898	к ним	2	1
899	в комнате	1	1
900	это весьма	2	1
901	еще нет	1	1
902	обращение с	1	1
903	жизни как	2	1
904	ее как	1	1
905	сердцем и	1	1
906	а только	1	1
907	рассказа он	1	1
908	гораздо существеннее	1	1
909	такая же	1	1
910	быть в	2	1
911	к фразе	1	1
912	в нашем	4	1
913	у себя	2	1
914	автор как	1	1
915	преимущественно в	1	1
916	чего он	1	1
917	есть только	1	1
918	под именем	1	1
919	для всего	1	1
920	человеку и	1	1
921	а мы	1	1
922	с собственной	1	1
923	нет никаких	1	1
924	без церемонии	1	1
925	и открывает	1	1
926	в дискуссии	1	1
927	канонический текст	1	1
928	чем это	2	1
929	друг для	2	1
930	тайны в	2	1
931	на втором	1	1
932	двойным дном	1	1
933	свое собственное	1	1
934	вся эта	1	1
935	себе самом	2	1
936	тоской и	2	1
937	внутренней жизни	1	1
938	речи персонажей	2	1
939	героя не	1	1
940	вскоре в	1	1
941	бы то	1	1
942	в церкви	2	1
943	глядя на	3	1
944	быстро что	1	1
945	в самую	2	1
946	реально и	1	1
947	только не	2	1
948	и значимость	2	1
949	к различным	2	1
950	к герою	2	1
951	все его	4	1
952	событий а	1	1
953	и автора	1	1
954	личности а	1	1
955	хотелось бы	1	1
956	от его	2	1
957	что иное	1	1
958	и читатель	3	1
959	не слишком	1	1
960	и всей	1	1
961	не исчерпывается	1	1
962	жизни так	3	1
963	на пороге	1	1
964	в психологии	1	1
965	как средство	1	1
966	после возвращения	1	1
967	которой является	1	1
968	такого рода	17	1
969	эту минуту	1	1
970	первый раз	2	1
971	что сама	1	1
972	второго плана	1	1
973	весь день	2	1
974	есть его	1	1
975	ни было	1	1
976	европейской литературной	1	1
977	народной жизни	1	1
978	лучше чем	1	1
979	очень уместно	1	1
980	с каждым	1	1
981	не понимают	1	1
982	в герое	4	1
983	картине мира	1	1
984	о ком	1	1
985	в европейской	1	1
986	как можно	2	1
987	видит в	3	1
988	лев толстой	2	1
989	в будущем	1	1
990	как же	1	1
991	в разные	1	1
992	как результат	1	1
993	рода не	1	1
994	между настоящим	1	1
995	в номер	1	1
996	сказал что	1	1
997	всех его	2	1
998	сознания не	1	1
999	будто бы	2	1
1000	что за	1	1
1001	рассказывать о	1	1
1002	из уст	2	1
1003	прямо не	1	1
1004	о смерти	2	1
1005	жизненной позиции	2	1
1006	как говорит	1	1
1007	характер и	3	1
1008	что ведет	1	1
1009	читать как	1	1
1010	мы предполагаем	1	1
1011	как видим	1	1
1012	лишь на	1	1
1013	между ними	3	1
1014	думать о	1	1
1015	его душе	1	1
1016	встречается в	1	1
1017	время как	1	1
1018	с отцом	1	1
1019	и она	1	1
1020	большинстве случаев	1	1
1021	так на	1	1
1022	этого характера	1	1
1023	если я	1	1
1024	он вовсе	1	1
1025	уже давно	1	1
1026	века в	1	1
1027	в последнем	1	1
1028	себе и	2	1
1029	что слово	1	1
1030	рассказа не	1	1
1031	персонаж не	1	1
1032	например как	1	1
1033	делает его	1	1
1034	полагает что	1	1
1035	теперь и	2	1
1036	жизни то	2	1
1037	он чувствовал	1	1
1038	могло бы	3	1
1039	речи или	1	1
1040	в других	2	1
1041	совершенно прав	1	1
1042	встрече с	4	1
1043	вопроса о	1	1
1044	занимает особое	1	1
1045	той или	7	1
1046	его внешним	1	1
1047	я был	1	1
1048	на которую	1	1
1049	читательское восприятие	1	1
1050	пьера безухова	1	1
1051	говорится в	1	1
1052	нам более	1	1
1053	рождается в	1	1
1054	вошел в	1	1
1055	в постель	1	1
1056	мы можем	2	1
1057	от себя	1	1
1058	в сферы	1	1
1059	сознания а	1	1
1060	эта нелепая	1	1
1061	для развития	1	1
1062	можно читать	1	1
1063	к слову	1	1
1064	с матерью	2	1
1065	был назван	1	1
1066	собой это	1	1
1067	быть типической	1	1
1068	внешний мир	1	1
1069	подробностями и	1	1
1070	случаев в	1	1
1071	читателя и	1	1
1072	в структуре	1	1
1073	и служба	1	1
1074	на другой	6	1
1075	всего лишь	8	1
1076	бог или	1	1
1077	то ни	1	1
1078	так быстро	1	1
1079	параллели между	1	1
1080	и собственно	1	1
1081	оснований для	2	1
1082	речи и	1	1
1083	в случае	4	1
1084	обычно бывает	1	1
1085	в ответ	4	1
1086	в развитии	1	1
1087	христос уже	1	1
1088	на чем	1	1
1089	котором уже	1	1
1090	как сам	1	1
1091	в городе	2	1
1092	в детстве	3	1
1093	однако эта	1	1
1094	за ними	3	1
1095	что эта	1	1
1096	этих героев	1	1
1097	опыт на	1	1
1098	вспомним что	1	1
1099	можно было	2	1
1100	в форме	7	1
1101	фразе из	1	1
1102	выражается в	1	1
1103	перед лицом	1	1
1104	сознания героя	2	1
1105	ни о	3	1
1106	причина этого	1	1
1107	также и	4	1
1108	над ним	1	1
1109	характером и	1	1
1110	как один	1	1
1111	следует признать	2	1
1112	должны были	1	1
1113	времени но	2	1
1114	произведение не	1	1
1115	она была	2	1
1116	глухо и	1	1
1117	которого в	1	1
1118	сочувствием к	1	1
1119	живой голос	1	1
1120	не раз	1	1
1121	порой и	3	1
1122	неразрывно связано	1	1
1123	томаса манна	1	1
1124	а тем	1	1
1125	на некоторые	1	1
1126	но главное	1	1
1127	класса а	1	1
1128	вторая часть	1	1
1129	другой день	4	1
1130	на бумаге	1	1
1131	и событий	1	1
1132	это вовсе	1	1
1133	этом месте	2	1
1134	главным образом	1	1
1135	бы его	1	1
1136	он прямо	2	1
1137	это делает	1	1
1138	обратимся к	1	1
1139	он даже	1	1
1140	что может	2	1
1141	что только	1	1
1142	холодную ночь	1	1
1143	об этих	1	1
1144	без этой	2	1
1145	ней в	2	1
1146	если они	1	1
1147	и нравственной	1	1
1148	к сюжету	1	1
1149	чехова но	1	1
1150	и чтобы	1	1
1151	похожие на	1	1
1152	о болезни	1	1
1153	этом у	1	1
1154	уходом из	1	1
1155	служит как	1	1
1156	с с	1	1
1157	является его	2	1
1158	или иного	3	1
1159	все происходящее	1	1
1160	сознания однако	1	1
1161	его смерти	2	1
1162	случае это	1	1
1163	чем и	2	1
1164	чтобы не	1	1
1165	смысл рассказа	1	1
1166	стало причиной	1	1
1167	самоопределение личности	1	1
1168	каждого из	2	1
1169	не остается	1	1
1170	человек нашел	1	1
1171	до его	1	1
1172	одного и	2	1
1173	сливаются в	2	1
1174	а более	1	1
1175	к автору	1	1
1176	для личности	1	1
1177	почему он	1	1
1178	в особенности	2	1
1179	при жизни	1	1
1180	на жизнь	1	1
1181	однако и	5	1
1182	то время	1	1
1183	это одна	1	1
1184	том смысле	1	1
1185	я уже	2	1
1186	целая жизнь	1	1
1187	приближается к	1	1
1188	с первоначальным	1	1
1189	средствами но	1	1
1190	втором плане	1	1
1191	анекдот который	1	1
1192	с и	1	1
1193	он только	1	1
1194	внешнего и	1	1
1195	красоте и	1	1
1196	критика часто	1	1
1197	у чехова	15	1
1198	говорит а	1	1
1199	свидетельство о	1	1
1200	можно назвать	2	1
1201	со второй	1	1
1202	никак не	5	1
1203	событиям и	1	1
1204	его собственным	1	1
1205	он на	1	1
1206	нашего времени	1	1
1207	истории в	8	1
1208	поэтому в	1	1
1209	лишь из	1	1
1210	когда его	1	1
1211	к читателю	2	1
1212	что после	1	1
1213	только разумом	1	1
1214	нежели у	1	1
1215	было тогда	1	1
1216	он лишь	1	1
1217	за это	1	1
1218	не на	1	1
1219	за границей	3	1
1220	только еще	1	1
1221	целой жизни	2	1
1222	оно не	4	1
1223	отделилась от	1	1
1224	текста и	3	1
1225	и внутренне	1	1
1226	прошлое и	1	1
1227	читательское впечатление	1	1
1228	так называемый	1	1
1229	пространство и	1	1
1230	о своей	3	1
1231	не люблю	1	1
1232	за человек	3	1
1233	в саду	1	1
1234	обращается к	3	1
1235	его сознания	1	1
1236	с женой	1	1
1237	события но	1	1
1238	же о	1	1
1239	но никогда	1	1
1240	читательского восприятия	1	1
1241	форме объективного	1	1
1242	и внутренние	1	1
1243	присутствует в	1	1
1244	свой собственный	1	1
1245	и они	1	1
1246	как не	1	1
1247	анализа в	1	1
1248	по разным	1	1
1249	и так	1	1
1250	быть истолкована	1	1
1251	и другая	2	1
1252	он ее	1	1
1253	себя с	1	1
1254	установкой на	2	1
1255	который не	2	1
1256	подлинного бытия	1	1
1257	именно поэтому	1	1
1258	при всех	1	1
1259	вследствие этого	1	1
1260	с большей	1	1
1261	далек от	1	1
1262	не своим	1	1
1263	его памяти	1	1
1264	первой главе	1	1
1265	как впоследствии	1	1
1266	которую она	1	1
1267	который и	1	1
1268	не смешивать	1	1
1269	многократно отмечалось	1	1
1270	все они	1	1
1271	не давая	1	1
1272	для друга	2	1
1273	бросается в	1	1
1274	еще и	1	1
1275	и завершается	1	1
1276	моей жизни	3	1
1277	в главе	1	1
1278	истории не	3	1
1279	с детьми	1	1
1280	за границу	1	1
1281	художественного целого	2	1
1282	языка и	1	1
1283	галлюцинации в	1	1
1284	если б	1	1
1285	тех же	1	1
1286	это явление	1	1
1287	более чем	2	1
1288	оба эти	1	1
1289	это объективная	1	1
1290	то и	3	1
1291	в течение	1	1
1292	не обращая	1	1
1293	с нами	2	1
1294	читателя но	1	1
1295	читателя то	1	1
1296	его участие	1	1
1297	это то	1	1
1298	на друга	2	1
1299	том как	3	1
1300	характер не	1	1
1301	до достоевского	1	1
