N	2gram	Savitsky_P	KulturaY
229	в различных	1	4
230	из них	2	4
231	подчеркнуть что	1	4
232	его в	1	4
233	совершенно ясно	1	4
234	не о	2	4
235	которое в	2	4
236	же как	1	4
237	в ряду	2	4
238	и это	2	4
239	в смысле	6	4
240	чтобы понять	1	4
241	в каждом	1	4
242	мы можем	1	4
243	как известно	1	4
244	тот или	1	4
245	и по	1	4
246	уяснить себе	1	4
247	отношения к	2	4
248	связанные с	1	4
249	который не	1	4
250	в известном	1	4
251	ни на	1	4
252	по сравнению	2	4
253	именно на	1	4
254	обе эти	1	4
255	как проблема	1	4
256	но на	1	4
257	этой области	1	4
258	в виде	2	4
259	и без	3	4
260	в условиях	1	4
261	поскольку она	1	4
262	в наши	1	4
263	нужно было	2	4
264	говорить об	1	4
265	это в	1	4
266	не более	1	4
267	не к	2	4
268	и другие	1	3
269	культурного развития	1	3
270	тех кто	4	3
271	мысли и	1	3
272	что дело	1	3
273	вопрос об	1	3
274	чтобы в	1	3
275	помнить что	2	3
276	именно о	1	3
277	давно уже	1	3
278	в собственном	1	3
279	в одно	1	3
280	в это	1	3
281	знаем что	1	3
282	смысл этого	1	3
283	во многих	1	3
284	в свете	1	3
285	всего что	1	3
286	к ним	1	3
287	настоящее время	1	3
288	наряду с	3	3
289	или иным	1	3
290	представить себе	1	3
291	понимать что	1	3
292	в большинстве	1	3
293	глаза на	1	3
294	к жизни	1	3
295	можно рассматривать	1	3
296	именно здесь	1	3
297	что его	1	3
298	также в	1	3
299	большинстве случаев	1	3
300	условия в	1	3
301	не нужно	2	3
302	в других	1	3
303	именно как	2	3
304	при отсутствии	1	3
305	ни были	1	3
306	именно потому	1	3
307	известном смысле	1	3
308	что есть	1	3
309	собственном смысле	1	3
310	если в	2	3
311	одних и	2	3
312	в наших	1	3
313	и мы	2	3
314	в россии	3	3
315	поэзии и	1	3
316	в которые	1	3
317	традиции в	1	3
318	более чем	2	3
319	эти могут	1	3
320	и уже	1	3
321	каждый из	1	3
322	она может	1	3
323	когда и	1	3
324	ответа на	1	3
325	е к	1	3
326	в настоящее	1	3
327	с того	1	3
328	к формам	1	3
329	слова но	2	3
330	случаях когда	1	3
331	и я	1	3
332	и тех	1	3
333	и эти	1	3
334	что от	1	3
335	противоречии с	1	3
336	в начале	2	3
337	идет речь	1	3
338	тем чтобы	1	3
339	котором говорит	1	3
340	что было	1	2
341	они являются	1	2
342	чтобы дать	1	2
343	и глубины	1	2
344	в применении	1	2
345	рассматривать с	1	2
346	из всех	1	2
347	развития русской	1	2
348	которой в	1	2
349	в живом	1	2
350	и такое	1	2
351	ведет к	1	2
352	в жизни	2	2
353	культуры в	2	2
354	но будем	1	2
355	темы и	1	2
356	было в	2	2
357	в основном	1	2
358	применении к	1	2
359	почти исключительно	1	2
360	и иных	1	2
361	бы из	1	2
362	об отношении	1	2
363	на пути	4	2
364	как оно	1	2
365	бы часть	1	2
366	многие русские	1	2
367	находится в	1	2
368	одна из	2	2
369	в европе	2	2
370	большей степени	4	2
371	по природе	1	2
372	на этих	2	2
373	и через	1	2
374	может оказаться	1	2
375	бы что	1	2
376	русской литературы	1	2
377	является и	1	2
378	потому в	2	2
379	из чего	1	2
380	в себя	1	2
381	точек зрения	2	2
382	формах и	1	2
383	в противоречии	1	2
384	в русской	4	2
385	с формами	1	2
386	их не	1	2
387	не означает	1	2
388	мысль и	1	2
389	этого процесса	1	2
390	действие в	1	2
391	что эта	1	2
392	тем и	1	2
393	где в	2	2
394	недостаточно для	1	2
395	для самой	1	2
396	литературы и	1	2
397	того кто	1	2
398	возможно что	1	2
399	но есть	1	2
400	простор для	1	2
401	к сожалению	1	2
402	переходит в	1	2
403	к действию	1	2
404	для них	2	2
405	связывается с	1	2
406	не могла	1	2
407	но нужно	1	2
408	проблема и	1	2
409	в китай	1	2
410	творчества и	2	2
411	сами по	3	2
412	идет именно	1	2
413	он будет	1	2
414	есть нечто	2	2
415	сравнению с	1	2
416	думать что	2	2
417	рассматривать как	1	2
418	и теперь	1	2
419	отношении к	5	2
420	вслед за	3	2
421	н а	10	2
422	каком смысле	1	2
423	исключительно в	2	2
424	друг другу	2	2
425	том числе	2	2
426	наших глазах	1	2
427	где он	1	2
428	речь но	1	2
429	г и	2	2
430	преодоления и	1	2
431	иной раз	1	2
432	стороны есть	1	2
433	рабочих и	1	2
434	в эти	1	2
435	только к	1	2
436	за то	1	2
437	она должна	1	2
438	эти последние	1	2
439	с основной	1	2
440	интеллигенции и	1	2
441	поскольку они	1	2
442	может идти	1	2
443	есть и	1	2
444	есть несколько	1	2
445	д не	1	2
446	связана с	1	2
447	в ходе	1	2
448	может и	2	2
449	в ком	1	1
450	был и	1	1
451	с двух	1	1
452	эта идея	2	1
453	не об	1	1
454	является в	2	1
455	бы неправильно	1	1
456	какой бы	1	1
457	и осмыслить	1	1
458	разрешить проблему	1	1
459	в последние	2	1
460	например с	1	1
461	дает толчок	1	1
462	ничего более	1	1
463	средств в	1	1
464	а д	2	1
465	с собой	1	1
466	и действуют	1	1
467	в рамки	1	1
468	этой последней	1	1
469	партии в	1	1
470	в борьбе	1	1
471	или чисто	1	1
472	к русскому	1	1
473	значения но	1	1
474	в некотором	1	1
475	сущности не	1	1
476	к более	1	1
477	к другим	1	1
478	если он	1	1
479	отношением к	1	1
480	д н	2	1
481	из этой	1	1
482	и внутренне	1	1
483	что по	1	1
484	одновременно и	1	1
485	внимание к	1	1
486	что явление	1	1
487	в природе	1	1
488	ними как	1	1
489	более как	1	1
490	культурной традиции	1	1
491	относиться к	1	1
492	наша задача	1	1
493	подошел к	2	1
494	есть прежде	1	1
495	как образчик	1	1
496	мы все	1	1
497	только на	1	1
498	и чистоте	1	1
499	как таковую	1	1
500	эта проблема	1	1
501	непременно и	1	1
502	коммунизма но	1	1
503	и притом	1	1
504	смысле не	1	1
505	поскольку дело	1	1
506	отношения в	1	1
507	во всей	2	1
508	он живет	1	1
509	за последние	1	1
510	д а	3	1
511	себя в	1	1
512	с разных	1	1
513	образом на	2	1
514	какого-либо иного	1	1
515	со столь	1	1
516	во всех	2	1
517	мы видим	1	1
518	в н	1	1
519	что то	1	1
520	при сохранении	1	1
521	почти невозможно	1	1
522	каким оно	1	1
523	в действии	1	1
524	получил у	1	1
525	соотношение между	1	1
526	и свидетельство	1	1
527	в недрах	2	1
528	есть с	1	1
529	будем бояться	1	1
530	г а	1	1
531	раньше в	1	1
532	разрешения в	1	1
533	что составляет	1	1
534	е если	1	1
535	от тех	1	1
536	не очень	1	1
537	к чему	2	1
538	о х	2	1
539	от нее	1	1
540	xviii века	1	1
541	государства и	1	1
542	или иная	1	1
543	следует понимать	1	1
544	по одному	1	1
545	они как	1	1
546	бы грешно	1	1
547	на какие	1	1
548	в эту	2	1
549	у в	1	1
550	но к	2	1
551	я имеют	1	1
552	но твердо	1	1
553	не значило	1	1
554	жива и	1	1
555	есть признак	1	1
556	как факт	2	1
557	к и	3	1
558	поэтики в	1	1
559	м и	2	1
560	ему на	1	1
561	бы она	1	1
562	многих случаях	1	1
563	но до	1	1
564	предостерегает от	1	1
565	и весьма	2	1
566	и смысла	1	1
567	в идеологическом	1	1
568	последние годы	1	1
569	одно и	1	1
570	вообще можно	1	1
571	к своеобразным	1	1
572	в настоящий	3	1
573	исторические и	1	1
574	которого в	1	1
575	уже несколько	1	1
576	не связаны	1	1
577	культуры и	1	1
578	что во	1	1
579	не входят	1	1
580	в переписке	1	1
581	значило бы	1	1
582	иной не	1	1
583	бы ни	2	1
584	которые были	1	1
585	в искаженном	1	1
586	на чью	1	1
587	с о	2	1
588	и особенно	1	1
589	есть как	1	1
590	а м	1	1
591	поскольку не	1	1
592	но несколько	1	1
593	россии не	1	1
594	поскольку вообще	1	1
595	в сочетание	1	1
596	современного русского	1	1
597	них в	1	1
598	такова же	1	1
599	поскольку мы	1	1
600	в случаях	1	1
601	с и	1	1
602	и который	1	1
603	живет в	1	1
604	теперь в	2	1
605	в периоды	1	1
606	и политическое	1	1
607	менее ясно	1	1
608	то главным	1	1
609	создается в	2	1
610	вот как	1	1
611	уже невозможно	1	1
612	равным образом	1	1
613	науки и	1	1
614	же судьба	1	1
615	о в	5	1
616	совершенно явственно	1	1
617	на заре	1	1
618	к составлению	1	1
619	что делать	1	1
620	не исчезнет	1	1
621	есть проблема	1	1
622	оказывается в	1	1
623	консулы и	1	1
624	оно есть	1	1
625	разных точек	1	1
626	судить по	1	1
627	виде какой	1	1
628	из тех	1	1
629	дело идет	1	1
630	в историческом	1	1
631	отчасти и	1	1
632	суждений о	2	1
633	русской интеллигенции	1	1
634	везде и	1	1
635	широко и	1	1
636	бы нас	1	1
637	приближением к	1	1
638	нет ничего	1	1
639	что значат	1	1
640	имеют в	1	1
641	гораздо большей	4	1
642	думается что	1	1
643	исключает всякую	1	1
644	о духе	1	1
645	как начало	1	1
646	сопоставлении с	1	1
647	в значительной	2	1
648	власть и	1	1
649	только мы	1	1
650	и высоко	1	1
651	и наше	1	1
652	есть путь	1	1
653	время есть	1	1
654	и вся	1	1
655	в которую	2	1
656	должна в	1	1
657	весьма вероятно	2	1
658	мы хотим	1	1
659	это имеет	1	1
660	и наоборот	1	1
661	было и	1	1
662	сопоставление это	1	1
663	может ли	2	1
664	к науке	1	1
665	на две	1	1
666	к следующему	1	1
667	исключительно на	1	1
668	исторически данной	1	1
669	факты в	1	1
670	или его	1	1
671	еще в	1	1
672	в статьях	1	1
673	во времени	1	1
674	мы возьмем	1	1
675	обратиться к	1	1
676	в сочетании	2	1
677	к началу	2	1
678	вполне и	1	1
679	находятся в	1	1
680	два разных	1	1
681	знать что	2	1
682	многих других	1	1
683	увидеть и	1	1
684	может не	1	1
685	ли они	1	1
686	можно характеризовать	1	1
687	в предыдущем	1	1
688	с чрезвычайно	1	1
689	в русскую	2	1
690	из числа	1	1
691	с утверждением	1	1
692	с которым	1	1
693	и некоторых	1	1
694	в сопоставлении	2	1
695	теми же	1	1
696	глубоко в	1	1
697	том виде	1	1
698	в эпоху	1	1
699	за тем	1	1
700	учреждений и	1	1
701	как она	1	1
702	и настоятельна	1	1
703	не та	1	1
704	своего существования	1	1
705	и утверждается	1	1
706	и несравненно	1	1
707	или что	1	1
708	и русского	2	1
709	начал со	1	1
710	всех стран	1	1
711	тем чем	1	1
712	он был	1	1
713	и других	2	1
714	области и	1	1
715	в полной	2	1
716	быть может	6	1
717	которую мы	2	1
718	усомниться в	1	1
719	философской и	1	1
720	словами с	1	1
721	и е	4	1
722	собою как	1	1
723	изменения эти	1	1
724	может сочетаться	1	1
725	пусть не	1	1
726	с ее	1	1
727	возможно также	1	1
728	кто не	1	1
729	признание что	2	1
730	как мир	2	1
731	в развитии	1	1
732	область где	1	1
733	человека с	1	1
734	что из	2	1
735	и всегда	1	1
736	россии и	4	1
737	нужно говорить	1	1
738	общекультурное значение	2	1
739	с которой	1	1
740	нужно помнить	2	1
741	выразилось в	1	1
742	та или	1	1
743	в положительном	1	1
744	и ее	1	1
745	иной вопрос	1	1
746	можно быть	1	1
747	и экономической	1	1
748	место в	1	1
749	верить что	1	1
750	все еще	1	1
751	чем к	1	1
752	судьбах русского	1	1
753	и скоро	1	1
754	пути к	1	1
755	являются наиболее	1	1
