N	2gram	Propp_Isto	KulturaY
721	язык а	1	2
722	которая в	1	2
723	здесь то	1	2
724	дело с	2	2
725	который должен	1	2
726	из всех	2	2
727	на вопросе	1	2
728	составляют предмет	1	2
729	в разных	2	2
730	самое важное	1	2
731	или нет	1	2
732	связи и	3	2
733	есть средство	1	2
734	не меняется	1	2
735	и об	1	2
736	не годится	1	2
737	его от	1	2
738	можно видеть	2	2
739	приходит к	2	2
740	к рассмотрению	2	2
741	значение это	1	2
742	по пути	2	2
743	он имеет	2	2
744	время как	3	2
745	ведет к	2	2
746	в жизни	2	2
747	меня в	1	2
748	правда в	1	2
749	только через	3	2
750	приходит в	1	2
751	здесь дело	1	2
752	тем или	1	2
753	раз когда	1	2
754	начнем с	1	2
755	такими словами	1	2
756	известно что	1	2
757	понять эту	2	2
758	одно время	1	2
759	в основном	4	2
760	в действительности	2	2
761	что этот	5	2
762	в объяснении	1	2
763	по его	3	2
764	рассматриваться как	1	2
765	имеет в	1	2
766	не должен	8	2
767	и иных	1	2
768	теряет свой	1	2
769	где не	1	2
770	действительно так	1	2
771	когда она	3	2
772	об отношении	1	2
773	из своего	2	2
774	но они	6	2
775	собственно не	1	2
776	на пути	2	2
777	и когда	4	2
778	самый факт	2	2
779	на своего	1	2
780	что еще	1	2
781	как оно	3	2
782	где и	1	2
783	видно что	9	2
784	в глаза	2	2
785	отношения и	1	2
786	конечном итоге	2	2
787	к числу	1	2
788	для дальнейшего	1	2
789	такая же	1	2
790	находится в	6	2
791	с этими	1	2
792	а так	2	2
793	можно привести	3	2
794	исходит из	3	2
795	момент в	1	2
796	одна из	4	2
797	бы так	2	2
798	в европе	1	2
799	в пользу	2	2
800	уже по	1	2
801	важно что	1	2
802	чем это	5	2
803	едва ли	2	2
804	действительно ли	1	2
805	не выходит	2	2
806	то оно	1	2
807	что иное	3	2
808	после чего	1	2
809	вообще а	1	2
810	не видел	1	2
811	явление не	1	2
812	в состоянии	2	2
813	ни было	2	2
814	значение которое	1	2
815	на этих	1	2
816	не соответствует	3	2
817	может оказаться	3	2
818	с другими	2	2
819	они будут	1	2
820	и один	1	2
821	лежит в	2	2
822	говорит он	1	2
823	словом в	1	2
824	является и	1	2
825	утверждение что	1	2
826	борьбы с	2	2
827	связи со	2	2
828	и говорит	2	2
829	сказал что	3	2
830	том отношении	1	2
831	потому в	1	2
832	и хорошо	1	2
833	он говорит	1	2
834	дано в	1	2
835	основной вопрос	2	2
836	почему именно	2	2
837	оно совершается	1	2
838	себе не	2	2
839	я мог	1	2
840	одном из	1	2
841	место и	1	2
842	достаточно для	1	2
843	в себя	2	2
844	формах и	1	2
845	много и	1	2
846	то именно	1	2
847	что их	3	2
848	оставляя в	1	2
849	с вопросом	1	2
850	эта будет	1	2
851	в русской	7	2
852	но можно	2	2
853	нами как	2	2
854	материалом для	1	2
855	их не	3	2
856	наконец еще	1	2
857	спросим себя	1	2
858	бы к	1	2
859	это как	1	2
860	не означает	2	2
861	идет по	2	2
862	очень часто	7	2
863	с какой	1	2
864	взглянуть на	1	2
865	отношении они	1	2
866	не будет	1	2
867	ничего нового	1	2
868	что эта	3	2
869	это или	1	2
870	и тот	3	2
871	уже потому	1	2
872	здесь только	1	2
873	не слова	1	2
874	а тем	1	2
875	он язык	1	2
876	равно как	1	2
877	вопрос в	2	2
878	между словом	1	2
879	возможно что	3	2
880	это потому	1	2
881	его как	2	2
882	но есть	3	2
883	и др	11	2
884	здесь совершенно	1	2
885	не исчерпывает	1	2
886	показывают что	7	2
887	здесь я	1	2
888	мы теперь	1	2
889	есть непременное	1	2
890	вся эта	1	2
891	но кроме	1	2
892	для чего	1	2
893	себе как	1	2
894	он стал	2	2
895	доказывает что	2	2
896	и ничего	1	2
897	к сожалению	3	2
898	науки на	1	2
899	он лишен	1	2
900	как с	1	2
901	что сказать	1	2
902	бы составить	2	2
903	большую роль	3	2
904	которого оно	1	2
905	от нас	1	2
906	и должен	3	2
907	поэтому в	2	2
908	для них	1	2
909	стоит на	2	2
910	первых порах	2	2
911	от другого	1	2
912	оттого что	1	2
913	связывается с	1	2
914	не могла	2	2
915	за это	1	2
916	я считаю	1	2
917	за что	1	2
918	должен был	6	2
919	от их	1	2
920	о природе	1	2
921	сами по	1	2
922	и одновременно	1	2
923	же приходится	1	2
924	это положение	2	2
925	у читателя	1	2
926	с целью	2	2
927	идет именно	1	2
928	он будет	1	2
929	далее следует	1	2
930	пройти мимо	3	2
931	есть нечто	1	2
932	с такими	2	2
933	и вопрос	1	2
934	это время	3	2
935	каким-то образом	1	2
936	и так	3	2
937	состоит из	1	2
938	никто не	3	2
939	которого не	1	2
940	имеет здесь	1	2
941	нет в	2	2
942	этих случаях	11	2
943	такая точка	1	2
944	который и	1	2
945	есть какая-то	1	2
946	у нее	4	2
947	но оно	4	2
948	можно установить	3	2
949	где нет	2	2
950	раз из	1	2
951	это понятие	1	2
952	совершенно иной	1	2
953	сейчас не	1	2
954	в круг	2	2
955	и социальной	3	2
956	еще на	1	2
957	что самое	1	2
958	один только	2	2
959	сравнению со	1	2
960	лежат в	1	2
961	это все	1	2
962	рассматривать как	2	2
963	мы получим	2	2
964	или еще	1	2
965	у других	1	2
966	вслед за	7	2
967	большей частью	2	2
968	друг от	1	2
969	в совершенно	2	2
970	на первых	2	2
971	имеем в	4	2
972	же только	1	2
973	видели выше	1	2
974	в точности	3	2
975	в сказке	63	2
976	все в	2	2
977	е она	1	2
978	одной из	6	2
979	не знаем	3	2
980	всякий раз	2	2
981	предмет нашего	1	2
982	то здесь	2	2
983	для достижения	1	2
984	увидим ниже	5	2
985	у них	2	2
986	и после	1	2
987	не из	1	2
988	сторону от	1	2
989	друг другу	1	2
990	строится на	1	2
991	он должен	3	2
992	не знают	5	2
993	связан с	4	2
994	ответ на	3	2
995	этот термин	1	2
996	в прямом	1	2
997	ничем не	2	2
998	нас нет	1	2
999	зависит от	3	2
1000	это особенно	1	2
1001	данной связи	1	2
1002	от которого	1	2
1003	он и	3	2
1004	этого явления	4	2
1005	ее в	7	2
1006	где он	1	2
1007	здесь в	4	2
1008	на которой	2	2
1009	чтобы получить	1	2
1010	же не	3	2
1011	а все	1	2
1012	слова а	1	2
1013	по этому	2	2
1014	добавить что	1	2
1015	от друга	1	2
1016	отказаться от	2	2
1017	то к	1	2
1018	дело в	3	2
1019	еще что	2	2
1020	нас к	2	2
1021	с течением	1	2
1022	является не	2	2
1023	имеется в	3	2
1024	основана на	1	2
1025	другом месте	2	2
1026	далеко еще	1	2
1027	повседневной жизни	1	2
1028	к своему	3	2
1029	один и	2	2
1030	это было	2	2
1031	не что	3	2
1032	для которого	1	2
1033	путь к	2	2
1034	в одной	3	2
1035	принципиальное значение	1	2
1036	еще до	2	2
1037	в эти	1	2
1038	за то	3	2
1039	связанных с	2	2
1040	такие же	1	2
1041	же к	1	2
1042	могут служить	1	2
1043	в самых	1	2
1044	поскольку они	2	2
1045	в руки	4	2
1046	ни один	8	2
1047	тому как	3	2
1048	ниже но	1	2
1049	что нужно	2	2
1050	а самый	1	2
1051	данного рода	1	2
1052	быть и	1	2
1053	к тем	1	2
1054	а по	3	2
1055	есть и	2	2
1056	оказывается что	1	2
1057	только у	2	2
1058	явлений в	2	2
1059	ссылками на	1	2
1060	наших дней	2	2
1061	как то	1	2
1062	которой мы	1	2
1063	и часто	4	2
1064	собственно говоря	1	2
1065	как правило	4	2
1066	как таковая	2	2
1067	связана с	7	2
1068	же на	1	2
1069	культуры но	1	2
1070	указывает на	2	2
1071	но вернемся	1	2
1072	это можно	1	2
1073	чтобы оправдать	1	2
1074	а может	2	2
1075	них как	1	2
1076	и прежде	1	2
1077	но сейчас	1	2
1078	все более	1	2
1079	ведь и	1	2
1080	именно это	2	2
1081	дело здесь	1	2
1082	не можем	4	2
1083	мы также	3	2
1084	течением времени	1	2
1085	можно только	1	2
1086	вещи не	1	1
1087	со двора	1	1
1088	и большое	1	1
1089	они указывают	1	1
1090	сделать необходимо	1	1
1091	получает свое	1	1
1092	чрезвычайно важно	1	1
1093	иной форме	1	1
1094	и ценное	1	1
1095	видели в	1	1
1096	было ему	2	1
1097	сторона дела	2	1
1098	что всегда	1	1
1099	имен с	1	1
1100	известно и	1	1
1101	с изменением	2	1
1102	это принципиально	1	1
1103	когда ему	2	1
1104	несомненной связи	1	1
1105	исходя из	1	1
1106	он попросил	1	1
1107	оно стоит	1	1
1108	том откуда	1	1
1109	стоят в	1	1
1110	учителя и	2	1
1111	только нет	1	1
1112	д но	2	1
1113	заключение в	1	1
1114	см выше	1	1
1115	академии наук	1	1
1116	принимают форму	1	1
1117	а у	1	1
1118	на второй	1	1
1119	это значит	1	1
1120	же мысль	1	1
1121	громким голосом	2	1
1122	помочь ему	1	1
1123	она уже	1	1
1124	является в	1	1
1125	же ведет	1	1
1126	не зависит	1	1
1127	но тем	1	1
1128	какой бы	1	1
1129	говорит о	2	1
1130	привести к	3	1
1131	нов и	1	1
1132	и таких	1	1
1133	общения с	1	1
1134	форма его	1	1
1135	в общей	1	1
1136	ты не	5	1
1137	это легко	1	1
1138	здесь необходимо	2	1
1139	и другими	1	1
1140	можно вообще	1	1
1141	от этих	2	1
1142	но автор	1	1
1143	так нет	1	1
1144	с собой	2	1
1145	в глубь	1	1
1146	и которые	1	1
1147	труд и	1	1
1148	же эти	2	1
1149	но вопросы	1	1
1150	гораздо чаще	1	1
1151	приобщиться к	1	1
1152	связь с	8	1
1153	или для	1	1
1154	к особой	1	1
1155	явно не	1	1
1156	специального исследования	2	1
1157	стороне от	1	1
1158	некоторые другие	1	1
1159	спросить себя	3	1
1160	найдем ни	1	1
1161	виде отдельных	1	1
1162	как культ	1	1
1163	не хотят	1	1
1164	теперь мы	1	1
1165	в некотором	2	1
1166	за ним	1	1
1167	весь этот	1	1
1168	д по	1	1
1169	уверен в	1	1
1170	просто забывает	1	1
1171	говорят о	3	1
1172	и требует	1	1
1173	меньшей степенью	1	1
1174	к другим	1	1
1175	большинство их	1	1
1176	если он	1	1
1177	значительной степени	1	1
1178	и словами	1	1
1179	стороны в	1	1
1180	необходимо для	1	1
1181	уже указано	2	1
1182	что по	1	1
1183	их в	7	1
1184	понимания слова	1	1
1185	отца а	1	1
1186	пример дает	1	1
1187	этом можно	2	1
1188	что явление	2	1
1189	в природе	1	1
1190	и сделал	2	1
1191	эта необходимость	1	1
1192	этом примере	1	1
1193	задачи в	1	1
1194	что изучать	1	1
1195	легче всего	1	1
1196	так много	1	1
1197	но связь	2	1
1198	можно возразить	1	1
1199	более как	1	1
1200	славянских языках	1	1
1201	внутренняя организация	1	1
1202	матери и	1	1
1203	и успокоились	1	1
1204	одна форма	1	1
1205	на первый	2	1
1206	вопрос чрезвычайно	1	1
1207	относиться к	1	1
1208	который лежит	1	1
1209	самого начала	4	1
1210	разных языках	1	1
1211	же объясняется	1	1
1212	у которых	1	1
1213	сделать в	1	1
1214	изучения но	1	1
1215	шире и	1	1
1216	дают нам	1	1
1217	ней на	1	1
1218	в несомненной	1	1
1219	книге о	1	1
1220	в силе	1	1
1221	которые мы	1	1
1222	она же	1	1
1223	д вот	1	1
1224	выше мы	6	1
1225	которой он	1	1
1226	эта связь	4	1
1227	америке в	1	1
1228	имеет право	2	1
1229	заменить одно	1	1
1230	что этому	2	1
1231	ее так	2	1
1232	когда будет	1	1
1233	делается это	1	1
1234	в понимании	1	1
1235	по возможности	1	1
1236	короче и	1	1
1237	часто в	1	1
1238	беду и	1	1
1239	всем этим	1	1
1240	и дают	1	1
1241	у самого	1	1
1242	подошел к	1	1
1243	аргументом в	1	1
1244	которыми он	1	1
1245	с нашим	1	1
1246	имеют свои	1	1
1247	в этот	1	1
1248	века это	1	1
1249	не сама	1	1
1250	к своей	1	1
1251	а пока	2	1
1252	же здесь	2	1
1253	однако нет	1	1
1254	из таких	2	1
1255	были и	1	1
1256	стороны она	1	1
1257	путь для	1	1
1258	представлением о	1	1
1259	только на	2	1
1260	если ему	1	1
1261	правда и	2	1
1262	посмотрим теперь	2	1
1263	следующее заключение	1	1
1264	образом может	1	1
1265	эта система	1	1
1266	есть такие	1	1
1267	задачи и	1	1
1268	уже как	1	1
1269	сохранила нам	1	1
1270	его по	2	1
1271	и чистоте	1	1
1272	что ее	2	1
1273	уже есть	1	1
1274	бывает как	1	1
1275	правда часто	1	1
1276	материала по	1	1
1277	свой материал	2	1
1278	которое его	1	1
1279	теперь к	2	1
1280	на ней	1	1
1281	в японии	1	1
1282	он передает	1	1
1283	взгляд не	1	1
1284	о цели	1	1
1285	пока еще	1	1
1286	среди них	1	1
1287	установить по	1	1
1288	как некую	1	1
1289	у себя	2	1
1290	обычно содержит	1	1
1291	вводят в	1	1
1292	они всегда	1	1
1293	чтобы они	2	1
1294	него не	1	1
1295	на голое	1	1
1296	и притом	1	1
1297	когда человек	1	1
1298	и вместо	1	1
1299	еще ничего	1	1
1300	а сам	3	1
1301	в основу	2	1
1302	следующим образом	1	1
1303	за него	2	1
1304	стоит обратить	1	1
1305	форме не	1	1
1306	во всей	2	1
1307	материал в	3	1
