N	3gram	Tiupa_Hudo	Hudozhes
169	человеческий способ существования	1	1
170	что душевная характеристика	1	1
171	тихая добродушная жалостливая	1	1
172	самим собою в	1	1
173	противоположной по своему	1	1
174	но в то	3	1
175	щеки на мягкую	1	1
176	содержит в себе	2	1
177	и не наступает	1	1
178	как раз в	2	1
179	в строгом нерасширительном	1	1
180	с темной родинкой	1	1
181	субъекты этического выбора	1	1
182	кругозора героя и	1	1
183	никогда не бывает	1	1
184	художественного впечатления бахтин	1	1
185	так же как	2	1
186	этой жанровой традиции	1	1
187	а тем более	1	1
188	составляет своего рода	1	1
189	в смерти чиновника	2	1
190	поэтому вслед за	1	1
191	к другому человеку	3	1
192	речь идет о	2	1
193	шею с темной	1	1
194	своими корнями в	1	1
195	в этом случае	1	1
196	об архитектонических формах	1	1
197	точки зрения в	1	1
198	а в том	1	1
199	розовые щеки на	1	1
200	казалось бы место	1	1
201	это была тихая	1	1
202	в точке этого	1	1
203	она могла бы	1	1
204	и по отношению	1	1
205	с самим собой	1	1
206	не только на	1	1
207	в первую очередь	2	1
208	полные розовые щеки	1	1
209	между автором и	2	1
210	и в жизни	1	1
211	адресата художественной деятельности	1	1
212	в своей жизни	2	1
213	на мягкую белую	1	1
214	личности с ее	2	1
215	мягким взглядом очень	1	1
216	на первый взгляд	1	1
217	дистанции между ними	1	1
218	то же самое	3	1
219	или иную концепцию	1	1
220	жизнь личности в	1	1
221	в пределах текста	1	1
222	ее полные розовые	1	1
223	том случае если	2	1
224	у себя в	1	1
225	при всей своей	1	1
226	легко может быть	1	1
227	тогда как в	1	1
228	как субъекта самоопределения	1	1
229	еще и потому	1	1
230	можно сказать в	1	1
231	определений таков что	1	1
232	в художественном тексте	1	1
233	как бы в	2	1
234	едва ли не	1	1
235	только о том	1	1
236	на этом пути	1	1
237	другого в себе	1	1
238	перед нами не	1	1
239	не более чем	2	1
240	и состоит что	1	1
241	мягкую белую шею	1	1
242	автора и читателя	1	1
243	предстают перед нами	1	1
244	прежде всего в	1	1
245	иронии в рассказе	1	1
246	кротким мягким взглядом	1	1
247	имеем дело с	1	1
248	внешних и внутренних	1	1
249	что несмотря на	1	1
250	не во внешних	1	1
251	белую шею с	1	1
252	в чистом виде	1	1
253	это было бы	1	1
