N	2gram	Vygotskiy_	Dialekti
124	об этом	6	16
125	другими словами	1	16
126	только что	7	15
127	все же	6	15
128	так же	18	15
129	то в	1	15
130	и мы	3	15
131	несмотря на	6	15
132	мы уже	7	15
133	как таковой	2	15
134	самом деле	8	15
135	хотя и	2	15
136	сознания и	4	15
137	в виде	3	15
138	личности в	1	15
139	также и	2	15
140	и о	1	15
141	на то	11	15
142	а именно	2	14
143	с ним	3	14
144	не было	1	14
145	и ее	9	14
146	ни с	1	14
147	и потому	3	14
148	и только	2	14
149	же это	2	14
150	и к	9	13
151	другой стороны	10	13
152	отличается от	1	13
153	что именно	3	13
154	не то	3	13
155	что они	5	13
156	время как	4	13
157	и следовательно	3	13
158	в смысле	2	13
159	он не	11	13
160	и та	1	13
161	в силу	8	13
162	с ее	3	13
163	но в	9	13
164	мы находим	7	13
165	не могу	3	13
166	в ней	2	13
167	именно в	8	12
168	с этим	8	12
169	вопрос о	11	12
170	не говорит	1	12
171	но как	1	12
172	но не	6	12
173	могут быть	5	12
174	никак не	1	12
175	не могут	1	12
176	перед нами	7	12
177	еще не	1	12
178	и если	4	12
179	и тогда	1	12
180	законы природы	1	12
181	все эти	6	12
182	тем более	7	12
183	а в	4	12
184	что если	3	11
185	в них	5	11
186	от всего	2	11
187	как только	3	11
188	в данном	5	11
189	только на	1	11
190	что я	1	11
191	быть в	1	11
192	и тем	8	11
193	должны быть	2	11
194	из них	4	11
195	оно есть	2	11
196	есть ли	1	11
197	та же	1	11
198	себе не	1	11
199	мы говорим	2	11
200	от того	7	11
201	ничем не	3	11
202	мы имеем	2	11
203	или в	2	11
204	нисколько не	2	11
205	его не	3	11
206	мы должны	11	11
207	только то	2	11
208	во всем	4	10
209	с этой	7	10
210	одно из	3	10
211	в результате	7	10
212	в жизни	2	10
213	к тому	10	10
214	во всяком	6	10
215	только как	1	10
216	для того	19	10
217	мы видим	7	10
218	в ее	3	10
219	от этого	4	10
220	себе и	3	10
221	и для	3	10
222	что для	8	10
223	содержит в	1	10
224	за пределы	4	10
225	оно не	1	10
226	то и	4	10
227	если мы	8	10
228	или другой	2	10
229	в его	16	10
230	возможно только	1	10
231	в их	5	10
232	это было	1	10
233	в частности	8	10
234	и можно	1	10
235	как мы	11	10
236	как будто	1	10
237	или по	1	9
238	при этом	6	9
239	тому что	6	9
240	случае не	2	9
241	быть может	1	9
242	в этих	3	9
243	и на	8	9
244	мир и	1	9
245	в котором	6	9
246	в противоположность	3	9
247	в одном	5	9
248	превращается в	3	9
249	точка зрения	3	9
250	и он	1	9
251	мы можем	11	9
252	же как	8	9
253	бы в	5	9
254	на этом	3	9
255	иметь в	1	9
256	и по	3	9
257	подобно тому	2	9
258	то время	5	9
259	как о	2	9
260	и более	6	9
261	той же	4	9
262	всех этих	2	9
263	тут не	1	9
264	и от	4	9
265	или иной	3	9
266	как он	7	9
267	в истории	7	9
268	тому как	3	9
269	от него	1	8
270	даже в	4	8
271	и говорить	1	8
272	в отношении	14	8
273	вопрос об	8	8
274	но все	3	8
275	в дальнейшем	1	8
276	вот почему	5	8
277	чего не	1	8
278	то как	1	8
279	всегда и	3	8
280	так то	1	8
281	нет и	1	8
282	все время	8	8
283	с одной	14	8
284	и чисто	1	8
285	что эта	7	8
286	этом смысле	3	8
287	в этой	13	8
288	что есть	1	8
289	в одной	3	8
290	один из	3	8
291	и из	2	8
292	науки и	1	8
293	не на	1	8
294	как не	1	8
295	когда мы	2	8
296	при помощи	2	8
297	в сфере	4	8
298	наука и	1	8
299	у нас	1	8
300	на самом	4	8
301	бы и	4	8
302	как нечто	2	8
303	как таковая	2	8
304	и без	1	8
305	только и	1	8
306	того или	1	8
307	бы только	1	8
308	личность как	1	8
309	если она	1	8
310	все что	4	7
311	мы и	3	7
312	он всегда	1	7
313	как она	1	7
314	тем что	7	7
315	зависимости от	8	7
316	мира и	2	7
317	на первый	3	7
318	не всегда	1	7
319	не сама	1	7
320	об отношении	15	7
321	точно так	2	7
322	личность и	1	7
323	как на	5	7
324	он сам	3	7
325	что существует	1	7
326	и сама	1	7
327	связи с	7	7
328	не знает	1	7
329	во внимание	1	7
330	но для	2	7
331	в конце	2	7
332	в связи	3	7
333	то ни	1	7
334	с какой	1	7
335	его с	2	7
336	и при	2	7
337	из которых	6	7
338	заключается в	12	7
339	отношения к	3	7
340	как в	7	7
341	со стороны	4	7
342	же есть	1	7
343	и больше	1	7
344	говорят что	1	7
345	не потому	2	7
346	что здесь	2	7
347	без всякого	2	7
348	с его	7	7
349	он должен	4	7
350	и никакого	1	7
351	что этот	2	7
352	и я	2	7
353	думать что	1	7
354	и их	5	7
355	она должна	4	7
356	из этих	6	7
357	тем самым	8	7
358	нуждается в	2	7
359	эти два	1	7
360	о чем	2	6
361	в природе	4	6
362	уже в	8	6
363	я вижу	1	6
364	одной стороны	15	6
365	в другом	7	6
366	в себя	2	6
367	когда она	2	6
368	сущности и	1	6
369	в зависимости	8	6
370	одна из	1	6
371	коем случае	1	6
372	во всех	4	6
373	она в	1	6
374	по своей	9	6
375	в которой	6	6
376	как таковое	1	6
377	я и	1	6
378	себя как	1	6
379	именно как	1	6
380	от самого	1	6
381	можно было	6	6
382	того кто	2	6
383	друг другу	4	6
384	с тем	8	6
385	что нет	1	6
386	вместе с	14	6
387	может не	4	6
388	о котором	3	6
389	ни к	1	6
390	тотчас же	1	6
391	того чтобы	23	6
392	это все	1	6
393	не быть	1	6
394	на основании	6	6
395	имеет никакого	1	6
396	всяком случае	5	6
397	если только	1	6
398	не будучи	1	6
399	для него	5	6
400	в коем	1	6
401	сущность и	1	6
402	того как	6	6
403	того и	1	6
404	ее в	3	6
405	то мы	1	6
406	с их	2	6
407	но с	3	6
408	по существу	8	6
409	вообще не	1	6
410	чтобы быть	2	6
411	для науки	1	6
412	по своему	1	6
413	может иметь	1	6
414	показывает что	4	6
415	это как	2	6
416	только так	1	6
417	дело не	1	6
418	не с	2	6
419	оказывается что	1	6
420	стороны и	3	6
421	на всю	1	6
422	этой точки	2	6
423	в один	4	6
424	для этого	7	6
425	больше того	5	6
426	в той	1	5
427	в сферу	1	5
428	есть прежде	2	5
429	а есть	1	5
430	до сих	4	5
431	в своих	6	5
432	или на	1	5
433	например в	1	5
434	я могу	1	5
435	их в	6	5
436	в одно	1	5
437	мы только	2	5
438	в это	1	5
439	речь идет	4	5
440	но мы	4	5
441	но даже	2	5
442	и той	2	5
443	одной и	2	5
444	как таковую	1	5
445	и еще	2	5
446	к этому	7	5
447	едва ли	5	5
448	гораздо более	1	5
449	все его	1	5
450	что у	3	5
451	нельзя сказать	1	5
452	после этого	1	5
453	в качестве	12	5
454	тому же	1	5
455	и другое	1	5
456	что его	6	5
457	личности с	1	5
458	в свете	5	5
459	и у	1	5
460	сих пор	4	5
461	действительности и	4	5
462	вещь не	1	5
463	в целях	1	5
464	также не	2	5
465	но так	1	5
466	жизнь личности	1	5
467	мы всегда	1	5
468	же мы	1	5
469	независимо от	10	5
470	были бы	2	5
471	почти не	1	5
472	тут есть	1	5
473	из того	7	5
474	же что	2	5
475	учения о	8	5
476	если это	2	5
477	одинаковой мере	1	5
478	и так	1	5
479	сравнению с	9	5
480	которая не	1	5
481	это может	1	5
482	не является	16	5
483	я должен	2	5
484	это понятие	2	5
485	в течение	4	5
486	учение об	1	5
487	по сравнению	10	5
488	только один	1	5
489	со всей	7	5
490	отношении к	1	5
491	и идеи	2	5
492	и во	1	5
493	он может	2	5
494	точку зрения	8	5
495	зависит от	2	5
496	а это	1	5
497	что с	6	5
498	без этого	2	5
499	ведь это	1	5
500	раз навсегда	1	5
501	с той	3	5
502	есть все	2	5
503	из этого	6	5
504	раз и	1	5
505	и другого	1	5
506	бы это	1	5
507	в области	4	5
508	только к	1	5
509	первый план	3	5
510	и нигде	2	5
511	когда он	5	5
512	говоря о	1	5
513	или как	1	5
514	и время	1	5
515	к ней	1	5
516	просто как	1	5
517	конце концов	1	5
518	и наконец	3	5
519	что на	2	5
520	вплоть до	1	5
521	и идея	1	5
522	и мира	1	4
523	еще более	1	4
524	что человек	1	4
525	нас в	2	4
526	самом же	1	4
527	далее в	1	4
528	из ее	1	4
529	и само	2	4
530	как они	2	4
531	если угодно	1	4
532	из всего	1	4
533	факты и	2	4
534	представление о	7	4
535	много раз	1	4
536	его на	3	4
537	в собственном	8	4
538	только для	6	4
539	свою собственную	4	4
540	относиться к	1	4
541	всегда будет	1	4
542	научной точки	1	4
543	поэтому если	1	4
544	как чистое	2	4
545	и должно	1	4
546	вообще но	1	4
547	к ним	2	4
548	уже знаем	1	4
549	что даже	2	4
550	о ней	1	4
551	всякая вещь	1	4
552	представить себе	5	4
553	бы то	1	4
554	не говорят	1	4
555	время и	1	4
556	в состоянии	2	4
557	мы знаем	3	4
558	время не	1	4
559	у него	2	4
560	к чему	1	4
561	и отношение	3	4
562	вещи не	1	4
563	человек и	1	4
564	но ведь	2	4
565	и вместе	1	4
566	точек зрения	1	4
567	что их	1	4
568	о себе	1	4
569	внешний мир	1	4
570	если не	3	4
571	хотя в	1	4
572	и является	2	4
573	из двух	3	4
574	не по	1	4
575	главным образом	2	4
576	мы будем	2	4
577	по направлению	1	4
578	себе как	1	4
579	а потому	1	4
580	и здесь	1	4
581	как с	1	4
582	был бы	2	4
583	со всеми	2	4
584	почти всегда	2	4
585	мы начинаем	2	4
586	в нас	1	4
587	можно назвать	2	4
588	связанные с	2	4
589	явлений и	1	4
590	в словах	3	4
591	без которых	1	4
592	мы имели	1	4
593	который не	2	4
594	том как	1	4
595	сейчас же	1	4
596	чем же	2	4
597	своей собственной	1	4
598	идея есть	1	4
599	как например	2	4
600	потому и	2	4
601	это же	1	4
602	заметить что	3	4
603	не видно	1	4
604	стороны не	1	4
605	у них	1	4
606	друг друга	5	4
607	когда они	1	4
608	тоже не	1	4
609	мир в	2	4
610	данном случае	5	4
611	этом отношении	6	4
612	кто его	1	4
613	то он	3	4
614	здесь в	1	4
615	ни чисто	2	4
616	них и	1	4
617	и слова	1	4
618	в общем	5	4
619	однако это	1	4
620	на все	5	4
621	сразу же	1	4
622	бы мы	3	4
623	как результат	1	4
624	к жизни	1	4
625	на них	1	4
626	что эти	3	4
627	только лишь	1	4
628	и эти	2	4
629	как ни	1	4
630	что нужно	1	4
631	так хорошо	1	4
632	себе что	1	4
633	что касается	1	4
634	человека и	6	4
635	же самое	4	4
636	но эта	3	4
637	такой же	3	4
638	в одинаковой	2	4
639	об этой	3	4
640	своим собственным	1	4
641	из себя	1	4
642	не можем	3	4
643	на ту	1	4
644	что было	1	3
645	находим в	1	3
646	нами выше	2	3
647	для всех	8	3
648	очевидно что	4	3
649	со всем	2	3
650	к этой	4	3
651	мысли и	7	3
652	в некоторых	1	3
653	по мере	5	3
654	нет еще	1	3
655	нас к	10	3
656	в первом	2	3
657	именно и	1	3
658	о мире	3	3
659	бы все	1	3
660	ни было	1	3
661	на точку	2	3
662	этой стороны	1	3
663	чем заключается	1	3
664	понятно что	2	3
665	только благодаря	1	3
666	а скорее	2	3
667	на природу	1	3
668	в первую	3	3
669	больше чем	1	3
670	не могли	2	3
671	о чем-то	1	3
672	которой не	2	3
673	что всякое	1	3
674	сознания в	3	3
675	если так	1	3
676	говорит что	9	3
677	самого начала	9	3
678	от своего	1	3
679	в чистом	1	3
680	сила и	1	3
681	я с	1	3
682	этих последних	1	3
683	она ни	1	3
684	но разве	2	3
685	что учение	1	3
686	в основу	3	3
687	на него	3	3
688	во всей	8	3
689	это что	1	3
690	явлений с	1	3
691	к ее	2	3
692	раз на	1	3
693	действительно в	1	3
694	всего в	3	3
695	или наоборот	1	3
696	содержится в	2	3
697	личности мы	1	3
698	до степени	1	3
699	указать на	1	3
700	итак если	1	3
701	будем говорить	1	3
702	с другими	5	3
703	не от	1	3
704	есть такая	1	3
705	и человек	1	3
706	ли оно	1	3
707	изменения и	2	3
708	мы это	1	3
709	судить о	1	3
710	и именно	1	3
711	следовательно и	1	3
712	о которых	4	3
713	говоря не	1	3
714	что наука	1	3
715	что как	4	3
716	но к	1	3
717	понятий и	4	3
718	только от	2	3
719	нами как	2	3
720	а с	8	3
721	данный момент	1	3
722	не дает	1	3
723	между тем	10	3
724	всегда только	1	3
725	с наукой	1	3
726	когда я	1	3
727	зрения в	1	3
728	не мог	1	3
729	самое что	1	3
730	суть не	1	3
731	как известно	8	3
732	чем она	2	3
733	сущности это	2	3
734	с чем	2	3
735	значит объяснить	1	3
736	всю жизнь	1	3
737	в данный	1	3
738	чувств и	1	3
739	для чего	1	3
740	должны сказать	1	3
741	против этого	1	3
742	образом и	4	3
743	и этот	1	3
744	и сейчас	1	3
745	для себя	7	3
746	фактов и	5	3
747	не свойственна	1	3
748	мне и	1	3
749	стороны в	1	3
750	утверждает что	3	3
751	же о	1	3
752	и делает	2	3
753	от идеи	1	3
754	следовательно в	1	3
755	и будет	1	3
756	не понимают	2	3
757	в слове	2	3
758	я хочу	1	3
759	от его	5	3
760	в которых	6	3
761	все решительно	1	3
762	чтобы убедиться	2	3
763	в очень	1	3
764	тех же	3	3
765	еще на	4	3
766	чем именно	1	3
767	с которой	2	3
768	гласит что	2	3
769	чистое мышление	1	3
770	вслед за	3	3
771	мы хотим	2	3
772	целый ряд	6	3
773	всего от	1	3
774	знаем что	1	3
775	но без	1	3
776	входить в	1	3
777	процесс и	1	3
778	ибо каждая	1	3
779	эти факты	1	3
780	видим в	1	3
781	одной из	4	3
782	в сознании	2	3
783	и понимания	2	3
784	здесь не	1	3
785	таково что	1	3
786	только с	2	3
787	тот же	7	3
788	человека но	1	3
789	в свое	1	3
790	не указывает	1	3
791	но на	4	3
792	личности которая	1	3
793	в ущерб	2	3
794	ее на	4	3
795	итак в	1	3
796	природы в	1	3
797	и которая	2	3
798	тому чтобы	2	3
799	только его	3	3
800	стать на	1	3
801	мало того	1	3
802	как у	1	3
803	для нас	4	3
804	указание на	4	3
805	место в	1	3
806	как именно	2	3
807	когда оно	1	3
808	а то	1	3
809	вот это	1	3
810	указывает на	4	3
811	в какой	5	3
812	и возможно	1	3
813	значило бы	1	3
814	является не	2	3
815	не дают	1	3
816	силу этого	4	3
817	к своему	2	3
818	по его	2	3
819	когда же	1	3
820	и оно	1	3
821	лежит в	3	3
822	ибо и	1	3
823	должен быть	6	3
824	же деле	1	3
825	же именно	1	3
826	что кроме	2	3
827	о примате	1	3
828	с самого	9	3
829	отличие от	3	3
830	или иную	1	3
831	этого последнего	1	3
832	есть знание	1	3
833	ту или	2	3
834	во время	1	3
835	в свою	4	3
836	и во-вторых	3	3
837	как чисто	3	3
838	и всегда	1	3
839	идет о	5	3
840	как из	1	3
841	лишь в	9	3
842	что можно	4	3
843	это дает	1	3
844	действительно не	4	3
845	в современной	3	3
846	и тех	1	3
847	он с	1	3
848	себя но	1	3
849	не надо	2	3
850	не к	3	3
851	как два	1	2
852	мы наблюдаем	1	2
853	сколько и	1	2
854	или хотя	1	2
855	психической жизни	3	2
856	к другу	3	2
857	здесь же	1	2
858	не нужна	1	2
859	сама собой	1	2
860	их из	1	2
861	выводу что	5	2
862	в последнее	3	2
863	которые не	4	2
864	которая в	2	2
865	мы все	1	2
866	бы даже	2	2
867	пока мы	1	2
868	или процесс	1	2
869	эта идея	1	2
870	следует что	1	2
871	строго говоря	2	2
872	но тем	3	2
873	не вызывает	1	2
874	что то	1	2
875	те же	2	2
876	мы пришли	1	2
877	остановиться на	1	2
878	живут в	1	2
879	его от	1	2
880	ко всем	3	2
881	вот что	2	2
882	собственном смысле	8	2
883	и сам	2	2
884	мне кажется	2	2
885	в некотором	1	2
886	она является	1	2
887	друг к	2	2
888	есть совершенно	1	2
889	направлению к	1	2
890	он является	3	2
891	когда в	2	2
892	и слово	2	2
893	является то	4	2
894	социальная среда	4	2
895	все их	1	2
896	всем его	1	2
897	связано с	3	2
898	мы с	1	2
899	быть выражена	2	2
900	действительность и	2	2
901	при всей	1	2
902	перестает быть	1	2
903	реальности и	1	2
904	во все	3	2
905	ее к	1	2
906	которые мы	2	2
907	совершенно в	1	2
908	на части	1	2
909	жизни он	1	2
910	и логической	2	2
911	душа и	1	2
912	что мне	1	2
913	своей природе	3	2
914	мы увидим	3	2
915	представления о	1	2
916	всего что	1	2
917	говорит об	1	2
918	действительность мы	1	2
919	смысле слова	6	2
920	природе как	1	2
921	в различных	1	2
922	также на	1	2
923	по линии	2	2
924	самого понятия	1	2
925	не вполне	1	2
926	как оно	1	2
927	является как	2	2
928	это значило	1	2
929	себе в	1	2
930	свою очередь	3	2
931	так мы	1	2
932	в вопросе	1	2
933	и начинает	2	2
934	убедиться в	5	2
935	мере не	1	2
936	и остается	3	2
937	этого мы	2	2
938	речь как	3	2
939	ней и	1	2
940	во всякой	1	2
941	что отношение	1	2
942	наряду с	3	2
943	самой личности	1	2
944	формы или	1	2
945	в нашем	3	2
946	к которому	4	2
947	находится в	2	2
948	нечто в	2	2
949	для понимания	1	2
950	вопросе о	1	2
951	именно с	1	2
952	на предмет	1	2
953	от них	2	2
954	друг с	6	2
955	на котором	1	2
956	понятие о	2	2
957	в пользу	6	2
958	дает для	1	2
959	в системе	1	2
960	общий принцип	2	2
961	ни даже	1	2
962	в какую-то	1	2
963	с первого	1	2
964	что обычно	1	2
965	ближе к	2	2
966	которую можно	3	2
967	вот эта	1	2
968	первого взгляда	1	2
969	как такового	2	2
970	ибо по	2	2
971	этой идее	1	2
972	не видел	1	2
973	на том	2	2
974	именно для	1	2
975	или они	2	2
976	и основной	3	2
977	есть его	1	2
978	а ведь	1	2
979	значит не	1	2
980	на стадии	1	2
981	его только	1	2
982	бы что	4	2
983	все прочие	2	2
984	проще и	1	2
985	котором мы	1	2
986	чем в	1	2
987	и последнее	1	2
988	и других	4	2
989	наконец мы	1	2
990	на этот	7	2
991	столько же	1	2
992	от тех	1	2
993	когда их	2	2
994	не очень	1	2
995	реальный процесс	1	2
996	и говорит	2	2
997	гл v	1	2
998	пр в	1	2
999	как его	2	2
1000	и хорошо	1	2
1001	не остается	3	2
1002	знание есть	1	2
1003	неизменным в	1	2
1004	как видим	3	2
1005	между ними	2	2
1006	эти три	2	2
1007	в установлении	1	2
1008	лежащее в	1	2
1009	и оказывается	1	2
1010	больше и	1	2
1011	в сторону	1	2
1012	в других	2	2
1013	а для	2	2
1014	вопроса о	3	2
1015	есть теория	1	2
1016	его помощи	1	2
1017	всех своих	2	2
1018	и мир	1	2
1019	на которую	1	2
1020	бы к	3	2
1021	и осмысления	1	2
1022	этой идеи	1	2
1023	но до	2	2
1024	существенно не	2	2
1025	и судьба	2	2
1026	и этой	1	2
1027	не были	1	2
1028	такого что	1	2
1029	в тех	2	2
1030	не могла	1	2
1031	им самим	1	2
1032	а все	1	2
1033	который мы	3	2
1034	этот вопрос	6	2
1035	с ней	3	2
1036	это вопрос	2	2
1037	как эта	1	2
1038	сходство и	1	2
1039	целом и	6	2
1040	для той	1	2
1041	вопрос в	2	2
1042	тот или	1	2
1043	функций и	1	2
1044	однако в	1	2
1045	и др	5	2
1046	его личности	1	2
1047	деле же	2	2
1048	силу своей	1	2
1049	представление об	1	2
1050	сливаются в	1	2
1051	учением о	1	2
1052	его внутренней	3	2
1053	его можно	1	2
1054	следует за	2	2
1055	и самый	2	2
1056	содержащее в	1	2
1057	к сожалению	2	2
1058	в анализе	1	2
1059	на деле	5	2
1060	нашего исследования	8	2
1061	этой линии	1	2
1062	будет иметь	1	2
1063	ли его	1	2
1064	жизни а	1	2
1065	с такой	4	2
1066	другого рода	1	2
1067	ибо для	1	2
1068	тогда он	1	2
1069	природе и	3	2
1070	вот как	1	2
1071	заключается не	1	2
1072	он на	3	2
1073	в другой	2	2
1074	первых двух	1	2
1075	в область	1	2
1076	от этой	1	2
1077	у гете	1	2
1078	все те	2	2
1079	к выводу	10	2
1080	не зависящего	1	2
1081	фактов но	1	2
1082	яснее это	1	2
1083	то с	1	2
1084	или к	3	2
1085	постольку поскольку	2	2
1086	вне всякого	1	2
1087	существует и	1	2
1088	но об	1	2
1089	видели уже	1	2
1090	она становится	2	2
1091	понятие которое	1	2
1092	находятся в	1	2
1093	все то	1	2
1094	именно оно	1	2
1095	в наших	4	2
1096	показать что	7	2
1097	в точном	1	2
1098	еще с	1	2
1099	в процессе	19	2
1100	из тех	3	2
1101	к его	3	2
1102	которые могут	1	2
1103	и просто	1	2
1104	показали что	5	2
1105	жизни в	1	2
1106	оказалось что	1	2
1107	существует не	1	2
1108	в механизме	1	2
1109	по самому	2	2
1110	характерна для	1	2
1111	возникает вопрос	2	2
1112	на их	2	2
1113	всей своей	2	2
1114	в воздухе	1	2
1115	своей жизни	1	2
1116	в которые	1	2
1117	в любой	1	2
1118	показать как	1	2
1119	этого явления	1	2
1120	и ясно	1	2
1121	и многое	1	2
1122	не объясняет	2	2
1123	не имеют	1	2
1124	для всякой	1	2
1125	и заключается	2	2
1126	предмет в	1	2
1127	совпадает с	1	2
1128	и между	1	2
1129	связана с	4	2
1130	наконец в	2	2
1131	разве что	1	2
1132	земли и	1	2
1133	могла бы	2	2
1134	слово которое	1	2
1135	и поэтому	2	2
1136	с научной	1	2
1137	которое не	2	2
1138	если для	1	2
1139	движение или	1	2
1140	внимание на	1	2
1141	слова и	5	2
1142	общение с	1	2
1143	развития и	3	2
1144	и теперь	2	2
1145	именно на	1	2
1146	и вся	2	2
1147	и ему	1	2
1148	на землю	1	2
1149	и до	5	2
1150	идеи в	1	2
1151	более и	3	2
1152	существует ли	1	2
1153	у человека	1	2
1154	друг от	4	2
1155	же если	1	2
1156	незаметно для	1	2
1157	в обоих	1	2
1158	только это	1	2
1159	понимая под	1	2
1160	нет в	1	2
1161	имеем в	1	2
1162	неотделима от	1	2
1163	но который	1	2
1164	настолько же	1	2
1165	все принципы	1	2
1166	или с	1	2
1167	далекая от	1	2
1168	еще дальше	1	2
1169	с чужой	1	2
1170	это одно	1	2
1171	из него	1	2
1172	не вижу	2	2
1173	где нет	1	2
1174	как к	1	2
1175	сознание а	1	2
1176	мы могли	11	2
1177	уже сейчас	1	2
1178	считает что	1	2
1179	целое и	2	2
1180	что остается	1	2
1181	что значит	1	2
1182	вывод что	1	2
1183	он как	4	2
1184	не для	1	2
1185	легко заметить	1	2
1186	что только	2	2
1187	в полном	3	2
1188	и принципиально	1	2
1189	надеяться на	1	2
1190	на одной	2	2
1191	чем он	3	2
1192	чисто логической	1	2
1193	слово в	1	2
1194	основана на	1	2
1195	качестве примера	1	2
1196	раз в	3	2
1197	содержат в	1	2
1198	с которым	1	2
1199	на каком	1	2
1200	от друга	4	2
1201	ибо все	2	2
1202	на нее	2	2
1203	дело в	3	2
1204	в силах	1	2
1205	он один	1	2
1206	бы быть	1	2
1207	с логической	2	2
1208	далее мы	1	2
1209	и вовсе	1	2
1210	последнее время	3	2
1211	на одном	3	2
1212	этого вопроса	1	2
1213	в такой	4	2
1214	говорить как	1	2
1215	чем мы	3	2
1216	мировоззрения и	1	2
1217	в новом	3	2
1218	по самой	2	2
1219	на его	1	2
1220	к признанию	2	2
1221	с другом	6	2
1222	бы совершенно	1	2
1223	это так	1	2
1224	ему не	1	2
1225	эти же	1	2
1226	этих вещей	1	2
1227	этих двух	4	2
1228	разница между	1	2
1229	там где	8	2
1230	что каждая	1	2
1231	выше и	2	2
1232	чистом виде	1	2
1233	явление есть	1	2
1234	деле что	1	2
1235	выше в	1	2
1236	восприятие и	1	2
1237	мысли в	6	2
1238	структуру и	2	2
1239	в нашей	1	2
1240	факт что	3	2
1241	еще в	1	2
1242	но дело	1	2
1243	пр и	1	2
1244	и противопоставить	1	2
1245	эту идею	2	2
1246	своего изменения	1	2
1247	всей его	5	2
1248	на это	1	2
1249	всего то	1	2
1250	всем ее	2	2
1251	одного из	4	2
1252	оно должно	1	2
1253	опыта но	2	2
1254	и самого	1	2
1255	мысли если	1	2
1256	которые в	2	2
1257	самый термин	1	2
1258	этом вопросе	4	2
1259	только по	1	2
1260	нельзя быть	1	2
1261	еще одно	1	2
1262	вещи что	1	2
1263	мы сейчас	1	2
1264	в узком	1	2
1265	своему существу	1	2
1266	говорим об	2	2
1267	и дальше	1	2
1268	по законам	1	2
1269	только после	1	2
1270	о своих	2	2
1271	она существует	1	2
1272	сказать так	2	2
1273	в целом	29	2
1274	а эти	2	2
1275	то этим	1	1
1276	связаны в	1	1
1277	с точностью	1	1
1278	новое и	1	1
1279	и другие	1	1
1280	философии и	3	1
1281	особенности и	1	1
1282	главе с	1	1
1283	которой все	1	1
1284	из многих	1	1
1285	быть по	1	1
1286	между двумя	2	1
1287	выражена в	1	1
1288	зрения на	1	1
1289	на эти	3	1
1290	переходом от	2	1
1291	самого себя	1	1
1292	исходя из	1	1
1293	некоторой степени	1	1
1294	он показал	2	1
1295	без исключения	1	1
1296	из всей	1	1
1297	в применении	2	1
1298	момента в	1	1
1299	с вещами	2	1
1300	до самого	1	1
1301	связанных между	1	1
1302	его за	1	1
1303	разум и	2	1
1304	формы в	1	1
1305	очевидно на	1	1
1306	думается что	7	1
1307	о формах	1	1
1308	который дает	1	1
1309	что истинное	1	1
1310	что перед	3	1
1311	так например	1	1
1312	объяснить его	1	1
1313	другой с	1	1
1314	науку в	1	1
1315	влияния не	1	1
1316	представлений о	2	1
1317	гораздо богаче	1	1
1318	но эти	1	1
1319	важный момент	1	1
