1	в том что	9	17
147	ли в этом	1	1
148	может быть так	1	1
149	бы для этого	1	1
150	человеческая жизнь и	1	1
151	том что этот	1	1
152	нет ничего кроме	2	1
153	тем что он	2	1
154	она не имеет	2	1
155	точку зрения и	1	1
156	во всех этих	1	1
157	то же что	1	1
158	не то чтобы	1	1
159	приводит нас к	1	1
160	это не есть	1	1
161	значение и не	1	1
162	не остается на	2	1
163	быть и речи	1	1
164	она и есть	1	1
165	которого нет в	1	1
166	указывает на то	1	1
167	так как они	1	1
168	тех случаях когда	1	1
169	мы говорим что	1	1
170	или лучше сказать	1	1
171	есть та или	1	1
172	русской революции и	1	1
173	когда мы читаем	1	1
174	это означает что	2	1
175	этого слова как	1	1
176	значение но и	1	1
177	что в нем	2	1
178	и никогда не	3	1
179	в существе своем	1	1
180	не имеет самостоятельного	1	1
181	к учению о	2	1
182	значит также и	1	1
183	мы хотели бы	1	1
184	и все же	1	1
185	да и нет	2	1
186	превратить его в	1	1
187	который так и	1	1
188	истории в которой	1	1
189	вообще не существует	1	1
190	за то что	1	1
191	общего не имеет	1	1
192	только тогда когда	1	1
193	ни в какой	1	1
194	он не только	2	1
195	с тем что	3	1
196	новых и новых	1	1
197	но это и	2	1
198	но и его	1	1
199	только и состоит	1	1
200	все более и	2	1
201	друг к другу	6	1
202	и не может	2	1
203	и в нашем	1	1
204	чтобы все эти	1	1
205	и есть настоящее	1	1
206	точки зрения в	1	1
207	и для всякой	1	1
208	к тому что	3	1
209	и есть не	1	1
210	сам он не	1	1
211	смысле слова это	1	1
212	и отличается от	1	1
213	одной и той	3	1
214	но это не	3	1
215	и в этой	6	1
216	может быть лишь	4	1
217	в ней нет	2	1
218	и в тех	1	1
219	науки и искусства	2	1
220	что они не	1	1
221	потому что она	3	1
222	это не значит	2	1
223	хотя бы даже	1	1
224	были бы не	1	1
225	ни с чем	1	1
226	в глубине самого	2	1
227	в вопросе о	1	1
228	а не в	9	1
229	нас не было	2	1
230	как же это	1	1
231	но и самый	1	1
232	он прежде всего	1	1
233	ни в какие	1	1
234	строгом смысле слова	1	1
235	имеет значение не	1	1
236	что до сих	1	1
237	но и с	1	1
238	тому что на	1	1
239	который может быть	1	1
240	и потому в	1	1
241	но это уже	1	1
242	хотя и в	1	1
243	и во всем	2	1
244	но оно не	1	1
245	от того что	4	1
246	если нет ничего	1	1
247	если оно есть	1	1
248	но если нет	1	1
249	могли бы и	1	1
250	не так как	2	1
251	и по сравнению	1	1
252	с чем не	1	1
253	не может существовать	1	1
254	а следовательно и	1	1
255	xix века не	1	1
256	для нас в	1	1
257	и той же	3	1
258	как и во	2	1
