N	2gram	Tiupa_Narr	SlovoVZh
425	этом смысле	1	1
426	участие в	2	1
427	подобно тому	4	1
428	во времени	9	1
429	и тот	1	1
430	далеко не	6	1
431	только то	1	1
432	в современной	4	1
433	не вполне	3	1
434	у него	13	1
435	чем не	1	1
436	не на	1	1
437	не могут	1	1
438	все равно	2	1
439	по мнению	2	1
440	же время	7	1
441	не существует	3	1
442	попытка понять	1	1
443	говорить и	2	1
444	в виде	2	1
445	из одного	1	1
446	речь но	1	1
447	в обоих	4	1
448	чем говорят	1	1
449	у нее	8	1
450	отношения между	1	1
451	в большинстве	1	1
452	свою очередь	2	1
453	всей его	1	1
454	в конечном	6	1
455	со словами	3	1
456	отделилась от	1	1
457	смысл высказывания	1	1
458	произведение не	1	1
459	предполагает в	1	1
460	не было	3	1
461	думает и	1	1
462	связи с	3	1
463	им в	1	1
464	сами по	2	1
465	читателя и	1	1
466	более или	2	1
467	или наконец	1	1
468	некоторого события	1	1
469	между людьми	1	1
470	материал для	1	1
471	он имеет	1	1
472	здесь мы	1	1
473	с ее	3	1
474	время как	1	1
475	зрения вполне	1	1
476	того кто	2	1
477	было бы	2	1
478	не знает	2	1
479	образом не	1	1
480	к тому	13	1
481	к некоторому	1	1
482	может претендовать	1	1
483	из двух	1	1
484	так называемую	1	1
485	не сливаются	2	1
486	им она	1	1
487	что можно	1	1
488	с таким	1	1
489	в организации	2	1
490	себя однако	1	1
491	героя с	2	1
492	сознания не	1	1
493	так называемый	1	1
494	и мы	1	1
495	сомневается в	1	1
496	говорящих и	1	1
497	как мы	3	1
498	миром и	1	1
499	что она	3	1
500	самой своей	1	1
501	по аналогии	2	1
502	ситуации как	1	1
503	бытия и	1	1
504	и о	4	1
505	слова с	1	1
506	позицию по	1	1
507	что для	1	1
508	где они	2	1
509	или о	1	1
510	тем же	3	1
511	от всего	1	1
512	наряду с	2	1
513	они захватывают	1	1
514	именно в	5	1
515	тем кто	1	1
516	то время	1	1
517	или хотя	1	1
518	конечном счете	4	1
519	слов в	2	1
520	к другим	1	1
521	не можем	2	1
522	в таком	4	1
523	обратимся к	1	1
524	следующим образом	1	1
525	например в	2	1
526	что я	4	1
527	тот же	1	1
528	за пределами	3	1
529	к которому	1	1
530	имеем дело	4	1
531	человек и	2	1
532	с которой	1	1
533	оно всегда	1	1
534	характер и	3	1
535	слово не	1	1
536	и без	1	1
537	автор как	1	1
538	себе с	1	1
539	к внешнему	1	1
540	что все	1	1
541	как о	2	1
542	то она	1	1
543	художественного смысла	1	1
544	эти три	1	1
545	себе не	1	1
546	анализа в	1	1
547	столь же	6	1
548	и она	1	1
549	в общем	1	1
550	своего героя	1	1
551	есть в	1	1
552	же как	2	1
553	или даже	3	1
554	из его	1	1
555	момент в	1	1
556	сохраняет при	1	1
557	в слове	4	1
558	деле в	1	1
559	как будто	4	1
560	на второй	1	1
561	жизни в	7	1
562	что именно	2	1
563	есть только	1	1
564	это прежде	1	1
565	противном случае	1	1
566	образом для	1	1
567	говорящего автора	1	1
568	тем это	1	1
569	свою художественную	1	1
570	они не	3	1
571	взаимодействие и	1	1
572	только внешней	1	1
573	при таком	1	1
574	на себя	5	1
575	от его	2	1
576	в воспринимающем	3	1
577	слова как	1	1
578	на ранних	1	1
579	и внешней	1	1
580	и только	2	1
581	один и	2	1
582	так называемая	2	1
583	говорят героя	1	1
584	по своей	3	1
585	именно эта	2	1
586	с собственной	1	1
587	в двух	2	1
588	или иного	3	1
589	событием и	1	1
590	и оно	1	1
591	друг друга	2	1
592	но уже	2	1
593	важный для	1	1
594	и относительно	1	1
595	для этого	1	1
596	этими словами	1	1
597	не из	1	1
598	если она	3	1
599	себе и	2	1
600	что ситуация	1	1
601	в особом	1	1
602	не всегда	4	1
603	установку на	1	1
604	чтобы не	1	1
605	мы еще	1	1
606	в целом	5	1
607	в лице	1	1
608	себя в	4	1
609	крайней мере	1	1
610	это бывает	1	1
611	а лишь	1	1
612	ее пределы	1	1
613	смысла то	1	1
614	или менее	2	1
615	имеет дело	1	1
616	взятый в	1	1
617	вовсе не	2	1
618	сливаются в	2	1
619	социальной ситуации	1	1
620	русской литературе	1	1
621	есть выражение	1	1
622	в пространстве	3	1
623	не то	1	1
624	на эту	1	1
625	тем более	2	1
626	по крайней	1	1
627	обращение к	1	1
628	мы видели	1	1
629	перед нами	9	1
630	и рождается	1	1
631	и другого	1	1
632	он то	1	1
633	который и	1	1
634	всяком случае	2	1
635	лицо и	2	1
636	того о	2	1
637	не нуждаются	1	1
