N	3gram	Propp_Isto	RusskieA
100	ту или иную	1	2
101	в приведенных материалах	1	2
102	а именно в	1	2
103	как и в	3	2
104	можно сказать что	1	2
105	есть и другие	2	2
106	и в обрядах	1	2
107	в этом и	2	2
108	вопрос о том	1	2
109	во всем этом	1	2
110	только во время	1	2
111	мы имеем здесь	1	2
112	что это делалось	1	2
113	это не совсем	1	2
114	не только в	9	2
115	во всех этих	6	2
116	но тем не	2	2
117	всяком случае не	1	2
118	тех случаях когда	6	2
119	во всей европе	1	2
120	по его мнению	1	2
121	одна из них	1	2
122	выводы можно сделать	1	2
123	с одной стороны	11	2
124	жизнь но и	1	2
125	и другие исследователи	1	1
126	что в сказке	2	1
127	на глазах у	1	1
128	во многих других	1	1
129	в точности соответствует	1	1
130	все же она	1	1
131	очень интересный и	1	1
132	с этим в	1	1
133	у других народов	1	1
134	для нас детали	1	1
135	объяснение мы должны	1	1
136	никак не может	1	1
137	дело не только	1	1
138	только о том	1	1
139	и он же	1	1
140	без сомнения говорит	1	1
141	полей и стад	1	1
142	до того момента	1	1
143	не в этом	1	1
144	не менее это	1	1
145	обряд состоит в	1	1
146	в народном сознании	1	1
147	в первый раз	1	1
148	этот обряд в	1	1
149	до наших дней	1	1
150	в предыдущей главе	1	1
151	не все ясно	2	1
152	но далеко не	1	1
153	тот кто сорвал	1	1
154	в мировом фольклоре	1	1
155	ясно во всяком	1	1
156	на место где	1	1
157	так например в	1	1
158	с раздвинутыми ногами	1	1
159	уже указывалось выше	1	1
160	и здесь следует	1	1
161	только потому что	1	1
162	мы наблюдаем что	1	1
163	но есть и	2	1
164	перед тем как	1	1
165	или может быть	1	1
166	интерес представляет для	1	1
167	более высокой ступени	1	1
168	как бы с	1	1
169	и в античности	1	1
170	есть и такие	2	1
171	эта связь не	2	1
172	лишь разницей что	1	1
173	смысла и значения	1	1
174	по тому что	1	1
175	что сам он	1	1
176	с той лишь	1	1
177	и то и	2	1
178	важные для нас	1	1
179	в глухую полночь	1	1
180	мы знаем что	1	1
181	того что в	1	1
182	но и эта	1	1
183	но в данном	1	1
184	она не может	1	1
185	в царстве мертвых	2	1
186	из всего комплекса	1	1
187	за тридевять земель	8	1
188	как мы видим	1	1
189	все эти случаи	3	1
190	здесь не в	1	1
191	один из самых	1	1
192	прямо или косвенно	1	1
193	можно думать что	1	1
194	и на земле	3	1
195	показывает что при	1	1
196	которой они и	1	1
197	точно так же	2	1
198	и от этого	1	1
199	раздвинутыми ногами и	1	1
200	с природой он	1	1
201	не может считаться	1	1
202	не кто-нибудь другой	1	1
203	то же происходит	1	1
204	и у других	1	1
205	есть вместе с	1	1
206	к тому же	1	1
207	к дереву оно	1	1
208	на этот вопрос	3	1
209	в царство мертвых	4	1
210	можем предположить что	1	1
211	говорит о том	1	1
212	мы видим что	4	1
213	однако все эти	1	1
214	приведенные материалы дают	1	1
215	связанные с этим	1	1
216	это означает что	1	1
217	обряды связаны с	1	1
218	при этом он	1	1
219	т е с	1	1
220	о чем речь	1	1
221	одна из форм	1	1
222	иной мир в	1	1
223	из приведенных материалов	1	1
224	нами выше и	1	1
225	его уже не	1	1
226	то же самое	1	1
227	не входит в	1	1
228	из самых распространенных	1	1
229	сама по себе	1	1
230	как это происходит	2	1
231	и оно же	1	1
232	это вытекает из	1	1
233	в другом месте	2	1
234	может быть поставлен	1	1
235	становятся в ряд	1	1
236	связанные с рождением	1	1
237	это не меняет	1	1
238	для объяснения этого	1	1
239	объяснение этого обычая	1	1
240	т д т	1	1
241	отсюда видно что	5	1
242	так же в	1	1
243	о том чтобы	1	1
244	одной стороны умерший	1	1
245	дело так что	1	1
246	в египетской религии	1	1
247	с ним не	1	1
248	во второй половине	1	1
249	к ним но	1	1
250	к заключению что	2	1
251	он обращается к	1	1
252	но он не	1	1
253	полной ясности в	1	1
254	не по существу	1	1
255	по обеим сторонам	1	1
256	только у греков	1	1
257	а не кто-нибудь	1	1
258	так как он	4	1
259	тем что в	1	1
260	еще не все	3	1
261	и те же	1	1
262	других так например	1	1
263	одним из самых	1	1
264	и может быть	1	1
265	но и в	4	1
266	так как по	1	1
267	мы здесь имеем	3	1
268	же она не	1	1
269	друг другу на	1	1
270	то же значение	1	1
271	не совсем так	1	1
272	имеется очень много	1	1
273	здесь еще не	1	1
274	так например по	1	1
275	в самую глухую	1	1
276	материалы приводят нас	1	1
277	д т е	1	1
278	в сказке как	2	1
279	в специальной работе	1	1
280	т д в	3	1
281	но в целом	1	1
282	а также при	1	1
283	то что в	4	1
284	мы и здесь	1	1
285	она живет в	1	1
286	того как все	1	1
287	в некоторых случаях	2	1
288	перед нами как	2	1
289	чем говорилось выше	1	1
290	мы рассмотрим сперва	1	1
291	в заупокойном культе	1	1
292	можно заметить что	1	1
293	сказать что в	1	1
294	только в том	1	1
295	что они были	1	1
296	с того что	3	1
297	можно согласиться с	1	1
298	эта связь с	1	1
299	или менее ясно	1	1
300	же к этому	1	1
301	независимо от того	2	1
302	только там где	1	1
303	для нас особенно	1	1
304	но все это	1	1
305	раньше чем дать	1	1
306	по содержанию своему	1	1
307	в чем эта	1	1
308	эти случаи показывают	1	1
309	хотя и не	1	1
310	что представление о	1	1
311	самую глухую полночь	1	1
312	мы увидим еще	1	1
313	необходимо указать что	1	1
314	не было ни	1	1
315	и другие виды	1	1
316	о чем говорилось	1	1
317	и та же	1	1
318	но еще не	1	1
319	смысле этого слова	1	1
320	на могиле умершего	1	1
321	вытекает из всего	1	1
322	есть случаи когда	1	1
323	в царство смерти	1	1
324	всех этих случаях	6	1
325	имеем ту же	1	1
326	день за днем	1	1
327	представляет для нас	1	1
328	ничего не говорится	1	1
329	сюда же относится	1	1
330	животных и т	1	1
331	у нас на	1	1
332	с ней и	1	1
333	одна из особенностей	1	1
334	что в нем	1	1
335	как в других	1	1
336	у него нет	1	1
337	ниже мы увидим	1	1
338	возможно что здесь	2	1
339	мы можем предположить	1	1
340	отличается тем что	1	1
341	одна и та	1	1
342	на первый взгляд	5	1
343	это приводит нас	1	1
344	что она считала	1	1
345	здесь все же	1	1
346	по этому вопросу	1	1
347	а так как	1	1
348	ниже когда мы	1	1
349	тогда как в	1	1
350	это конечно более	1	1
351	и одна из	1	1
352	мы видели также	1	1
353	той лишь разницей	1	1
354	смотрит в зеркало	1	1
355	в таких случаях	1	1
356	по существу в	1	1
357	в церковь и	1	1
358	он показывает что	3	1
359	с земли на	1	1
360	ее к себе	1	1
361	то время как	4	1
362	что и в	3	1
363	это прежде всего	1	1
