N	3gram	Tiupa_Hudo	Istorich
134	от солнца и	1	2
135	только тем что	2	2
136	том что она	1	2
137	может быть только	1	2
138	и в конце	1	2
139	и деревья и	1	2
140	в соединении с	1	2
141	легко заметить что	1	2
142	не только для	2	2
143	в последней главе	1	2
144	и то и	1	2
145	при этом он	1	2
146	а не в	1	2
147	на то чтобы	2	2
148	в конечном итоге	1	2
149	при всей своей	1	2
150	служит не только	1	2
151	берет на себя	1	2
152	том как он	1	2
153	то что было	2	2
154	ответить на вопрос	1	2
155	в свою очередь	1	2
156	на другой день	1	2
157	к тому времени	1	2
158	мы не знаем	1	2
159	что в жизни	1	2
160	не потому что	1	2
161	можно заметить что	1	2
162	в него и	1	2
163	чтобы ответить на	1	2
164	не похожи на	1	2
165	объясняется тем что	1	2
166	только потому что	2	2
167	же как мы	1	2
168	том что он	1	2
169	момент когда он	2	2
170	и сам он	2	2
171	видит в нем	1	2
172	тогда как в	1	2
173	к себе и	2	2
174	имеем дело с	1	2
175	это было бы	1	2
176	лежит в основе	1	2
177	не мешает ему	1	2
178	та же самая	1	1
179	а не человека	2	1
180	связывает его с	1	1
181	может быть объяснена	1	1
182	потому что оно	1	1
183	момент когда его	1	1
184	что не мешает	1	1
185	что она не	2	1
186	тому как он	1	1
187	на этом свете	2	1
188	одной стороны жизнь	1	1
189	в этот момент	1	1
190	начинается именно с	1	1
191	даже в самых	1	1
192	а не как	1	1
193	человека а не	2	1
194	в первый раз	1	1
195	в предыдущей главе	3	1
196	и дело не	1	1
197	и так или	1	1
198	только о том	1	1
199	у него в	1	1
200	в плену у	1	1
201	или в большой	1	1
202	во многих отношениях	1	1
203	по своему содержанию	1	1
204	и все что	1	1
205	сводится к тому	1	1
206	же в своих	1	1
207	но при этом	3	1
208	именно в этой	1	1
209	и откуда они	1	1
210	только один из	1	1
211	каждый из них	1	1
212	речь идет о	2	1
213	здесь не в	1	1
214	другого человека не	1	1
215	мы читаем он	1	1
216	нельзя сказать что	1	1
217	не согласиться с	2	1
218	в частности и	1	1
219	на пути к	1	1
220	наблюдения и выводы	1	1
221	мы узнаем что	2	1
222	о нем но	1	1
223	в них нет	1	1
224	и об этих	1	1
225	принимает на себя	1	1
226	чем иным как	1	1
227	в этом а	1	1
228	есть на самом	1	1
229	в первой главе	3	1
230	что все эти	1	1
231	и каждый из	1	1
232	все они были	2	1
233	но в этом	1	1
234	этот не может	1	1
235	на наших глазах	1	1
236	не имеют никакого	1	1
237	т д он	1	1
238	пока еще не	2	1
239	в частности с	1	1
240	и потому не	1	1
241	а также и	1	1
242	того что он	1	1
243	ничего не знаем	1	1
244	и как будто	1	1
245	уже говорилось о	1	1
246	в узком смысле	1	1
247	не в его	1	1
248	выйти за него	1	1
249	к ней в	1	1
250	о себе в	1	1
251	как мы знаем	1	1
252	что у нее	2	1
253	в другом отношении	1	1
254	не хотелось бы	1	1
255	и что на	1	1
256	вот он и	1	1
257	них нет ничего	1	1
258	в себе и	1	1
259	в этом смысле	1	1
260	что он один	1	1
261	у окна и	1	1
262	отличаются друг от	1	1
263	в свое время	1	1
264	и состоит в	1	1
265	у него по	1	1
266	связи с этим	2	1
267	здесь прежде всего	1	1
268	при каждом шаге	1	1
269	что он ее	1	1
270	несмотря на то	1	1
271	его лица не	1	1
272	и не случайно	2	1
273	дом в котором	1	1
274	нет ничего удивительного	1	1
275	это одно из	1	1
276	но когда это	1	1
277	как и все	1	1
278	о молодом человеке	1	1
279	имеют не только	1	1
280	также в значительной	1	1
281	и это не	2	1
282	в сад и	1	1
283	вне всякого сомнения	1	1
284	в пределах одного	1	1
285	по своим результатам	1	1
286	и что в	1	1
287	в начале рассказа	1	1
288	они все еще	1	1
289	том смысле как	1	1
290	как бы в	2	1
291	то что мы	1	1
292	прежде всего в	1	1
293	и у всех	1	1
294	еще и потому	1	1
295	что еще не	1	1
296	является не чем	1	1
297	если бы не	2	1
298	как одно из	1	1
299	в этой главе	1	1
300	на горах и	1	1
301	в самом начале	1	1
302	до известной степени	1	1
303	только для того	1	1
304	его мы здесь	1	1
305	случае если бы	1	1
306	он уже не	1	1
307	то или иное	1	1
308	всем свете нет	1	1
309	нами не как	1	1
310	легко представить себе	1	1
311	в жизни и	1	1
312	что же мы	1	1
313	перед нами в	1	1
314	как в предыдущей	1	1
315	на спине и	1	1
316	в этом отношении	4	1
317	в центре внимания	1	1
318	в том случае	2	1
319	именно потому что	1	1
320	не чем иным	1	1
321	в такой же	2	1
322	в данной связи	1	1
323	упоминается и в	1	1
324	это то чего	1	1
325	так и по	1	1
326	в приложении к	1	1
327	в то что	1	1
328	он вспоминает о	1	1
329	но не по	1	1
330	а с другой	1	1
331	в этом он	1	1
332	как нам кажется	1	1
333	которой он сам	1	1
334	в соседней комнате	1	1
335	в дом и	1	1
336	в своей жизни	2	1
337	и в это	2	1
338	в высшей степени	1	1
339	которая была бы	1	1
340	относится и к	1	1
341	без другого не	1	1
342	только в рамках	1	1
343	и на него	1	1
344	в стороне от	1	1
345	и так что	1	1
346	на вопросе о	1	1
347	об этом так	1	1
348	то же время	11	1
349	это могло бы	1	1
350	в значительной степени	3	1
351	нечто такое что	1	1
352	полном соответствии с	1	1
353	и в этом	3	1
354	на вопрос что	1	1
355	ее бы не	1	1
356	во второй половине	2	1
357	таит в себе	1	1
358	не о нем	1	1
359	к такого рода	2	1
360	друг друга и	1	1
361	ни один человек	1	1
362	того или иного	4	1
363	который никогда не	1	1
364	в полном соответствии	1	1
365	этом а в	1	1
366	в саду и	1	1
367	с той же	1	1
368	едва ли можно	1	1
369	не зная что	2	1
370	ту или иную	2	1
371	он возвращается в	1	1
372	но тут же	1	1
373	века в лице	1	1
374	в то же	11	1
375	всего что было	1	1
376	при переходе от	1	1
377	вопросе о том	1	1
378	здесь и кроется	1	1
379	заключается в том	1	1
380	на этом пути	1	1
381	в первом случае	2	1
382	я не могу	1	1
383	и та же	1	1
384	в этой комнате	1	1
385	мы должны в	1	1
386	но в то	3	1
387	же не все	1	1
388	это прежде всего	2	1
389	его и т	1	1
390	но здесь имеется	1	1
391	что мы узнаем	1	1
392	не человека в	1	1
393	была одной из	1	1
394	об амуре и	1	1
395	одна и та	1	1
396	и содержит в	1	1
397	жизни и с	1	1
398	это отнюдь не	1	1
399	едва ли не	1	1
400	творчества а также	1	1
401	в следующей главе	3	1
402	приводит к тому	2	1
403	амуре и психее	1	1
404	но с другой	1	1
