N	2gram	Bakhtin_Pr	slovoVRo
108	в плане	5	11
109	зрения на	12	10
110	и их	7	10
111	и все	4	10
112	уже не	14	10
113	все они	4	10
114	лишь в	4	10
115	его слова	1	10
116	в своем	12	10
117	в том	17	10
118	с другими	11	10
119	она не	9	10
120	в себе	9	10
121	далеко не	3	10
122	всех этих	3	10
123	пределах одного	1	9
124	в основном	2	9
125	романа в	8	9
126	поэтому и	3	9
127	более или	1	9
128	в своей	17	9
129	конечно не	7	9
130	сказать что	9	9
131	на почве	5	9
132	этом случае	1	9
133	так как	11	9
134	здесь в	3	9
135	его в	6	9
136	у толстого	3	9
137	одна из	4	9
138	в их	5	9
139	в смысле	4	9
140	или менее	1	9
141	героя и	11	9
142	и других	8	9
143	и мир	4	9
144	он не	11	9
145	быть и	1	9
146	одним из	11	9
147	к чужому	2	9
148	и от	3	9
149	но не	13	9
150	с ее	5	9
151	к нему	13	9
152	более того	5	9
153	в самом	19	8
154	для нас	3	8
155	не на	6	8
156	не могут	6	8
157	может стать	1	8
158	зависимости от	5	8
159	авторское слово	1	8
160	в значительной	1	8
161	все время	4	8
162	для понимания	5	8
163	с этим	2	8
164	своему предмету	1	8
165	в зависимости	5	8
166	человека в	8	8
167	всяком случае	3	8
168	входит в	11	8
169	в одной	9	8
170	человека и	2	8
171	на мир	10	8
172	они могут	2	8
173	в ней	8	8
174	во всем	1	7
175	от него	3	7
176	же и	2	7
177	еще более	1	7
178	кроме того	3	7
179	но все	8	7
180	о нем	16	7
181	например в	5	7
182	том что	15	7
183	перед нами	8	7
184	сливается с	6	7
185	но здесь	2	7
186	автора и	7	7
187	известной степени	1	7
188	значительной степени	1	7
189	на своем	2	7
190	но именно	5	7
191	слово и	1	7
192	здесь не	2	7
193	в романах	15	7
194	друг друга	10	7
195	стиля и	4	7
196	того же	1	7
197	по преимуществу	3	7
198	о слове	2	7
199	у него	9	7
200	не было	5	7
201	связи с	1	7
202	в таком	2	7
203	у тургенева	2	7
204	мы уже	4	7
205	его не	2	7
206	ту же	1	7
207	за пределы	10	7
208	с которым	1	7
209	жизни и	21	7
210	в целом	8	7
211	что в	14	6
212	и здесь	5	6
213	вне себя	1	6
214	нем в	2	6
215	даже в	7	6
216	в одном	14	6
217	единым и	1	6
218	ни в	5	6
219	другой стороны	3	6
220	по себе	13	6
221	конечно и	5	6
222	взаимодействии с	1	6
223	именно в	8	6
224	чужому слову	1	6
225	единого и	1	6
226	подхода к	2	6
227	роль в	2	6
228	себя и	4	6
229	со всею	3	6
230	автор не	5	6
231	можно сказать	3	6
232	по своим	4	6
233	в свою	1	6
234	наконец в	2	6
235	говорить о	3	6
236	и там	1	6
237	в контексте	2	6
238	чужие слова	1	6
239	как к	3	6
240	связан с	1	6
241	одной плоскости	7	6
242	мы сказали	2	6
243	в качестве	1	6
244	бы и	6	6
245	лежит в	3	6
246	и единственного	1	6
247	становления и	1	6
248	человек в	2	6
249	мира и	8	6
250	единство и	1	6
251	на этом	1	6
252	например у	2	6
253	хотя бы	5	6
254	между тем	5	6
255	и слова	1	6
256	стороны и	1	6
257	в новое	1	6
258	нем и	2	6
259	с различными	1	6
260	он в	3	6
261	точку зрения	9	6
262	которые в	2	6
263	ничего не	8	6
264	эпохи и	1	6
265	в чисто	2	6
266	романе и	1	5
267	в прямых	1	5
268	должна быть	4	5
269	героя в	9	5
270	и при	1	5
271	не как	15	5
272	роман в	2	5
273	в результате	6	5
274	него нет	3	5
275	в рамки	2	5
276	и форм	1	5
277	к его	1	5
278	они не	5	5
279	по отношению	17	5
280	вместе с	2	5
281	художественной прозы	1	5
282	не менее	3	5
283	о том	5	5
284	его и	4	5
285	не является	2	5
286	в данном	3	5
287	и более	2	5
288	с авторским	6	5
289	вне его	2	5
290	мы не	3	5
291	для того	3	5
292	с помощью	1	5
293	только на	1	5
294	каждое слово	1	5
295	слов о	2	5
296	той же	7	5
297	отношению к	17	5
298	почти вовсе	1	5
299	со словом	1	5
300	а вовсе	1	5
301	но он	3	5
302	в дальнейшем	2	5
303	как такового	1	5
304	остается в	2	5
305	роман не	1	5
306	уже в	9	5
307	на протяжении	3	5
308	хотя и	1	5
309	этом отношении	7	5
310	и этим	2	5
311	стремится к	1	5
312	с их	9	5
313	в каждый	1	5
314	слова не	1	5
315	как его	2	5
316	или даже	2	5
317	должен быть	1	5
318	в других	1	5
319	в каждом	11	5
320	авторским словом	3	5
321	а как	8	5
322	дистанции между	1	5
323	не знает	5	5
324	не с	1	5
325	борьба с	2	5
326	и сам	5	5
327	слова его	2	5
328	в чужом	2	5
329	характерно что	2	5
330	оно может	2	5
331	и по	4	5
332	для этого	4	5
333	до сих	3	4
334	по существу	5	4
335	оно и	1	4
336	всех сферах	1	4
337	в некоторых	1	4
338	в другой	4	4
339	те же	3	4
340	его но	2	4
341	не столько	3	4
342	в виду	2	4
343	со всеми	1	4
344	и самая	1	4
345	если бы	12	4
346	где они	1	4
347	в построении	5	4
348	прямо сказать	1	4
349	друг о	2	4
350	отношения к	4	4
351	его на	2	4
352	что он	16	4
353	от его	1	4
354	ли он	2	4
355	так же	10	4
356	которая не	2	4
357	как только	2	4
358	на первый	1	4
359	к тому	1	4
360	зрения и	2	4
361	и образ	1	4
362	друг с	4	4
363	художественный образ	2	4
364	истории европейского	1	4
365	о друге	2	4
366	в речах	2	4
367	даже и	2	4
368	того чтобы	5	4
369	сознание и	7	4
370	лежат в	2	4
371	в другом	1	4
372	но эти	2	4
373	самого автора	7	4
374	тогда когда	2	4
375	и уже	3	4
376	и слово	6	4
377	именно на	2	4
378	с этой	1	4
379	точками зрения	4	4
380	объединения и	1	4
381	от других	2	4
382	ни были	2	4
383	в чем	2	4
384	его романах	5	4
385	пределах того	1	4
386	и формы	1	4
387	и во	2	4
388	новые и	1	4
389	новое время	1	4
390	с этими	1	4
391	материал в	1	4
392	он может	4	4
393	и речи	1	4
394	однако в	2	4
395	к предмету	1	4
396	но это	7	4
397	его как	6	4
398	голоса и	2	4
399	из них	8	4
400	того что	4	4
401	формы и	1	4
402	он должен	1	4
403	все его	4	4
404	что оно	2	4
405	от автора	6	4
406	значение в	1	4
407	одной из	1	4
408	сочетается с	6	4
409	быть только	3	4
410	смысле в	1	4
411	романа но	3	4
412	целое романа	3	4
413	момент его	3	4
414	о себе	12	4
415	как раз	9	4
416	в литературе	7	4
417	что и	10	4
418	они в	1	4
419	два голоса	1	4
420	в виде	1	4
421	а на	1	4
422	в которой	6	4
423	своего и	1	4
424	здесь как	1	4
425	это слово	1	4
426	и как	10	4
427	же как	5	4
428	оценок и	1	4
429	можно прямо	1	4
430	введенные в	1	4
431	так в	1	4
432	следовательно и	2	4
433	только и	1	4
434	в условиях	4	4
435	в себя	3	4
436	с другом	4	4
437	из одного	4	4
438	диалогическом взаимодействии	1	4
439	сих пор	3	4
440	но конечно	3	4
441	остается вне	2	4
442	всех своих	1	4
443	именно как	1	4
444	с образом	3	4
445	может иметь	1	4
446	выражение в	6	4
447	но как	4	4
448	первый план	1	4
449	характер и	1	4
450	как предмет	3	4
451	эти слова	1	4
452	в частности	2	4
453	одно и	1	4
454	из него	1	4
455	или как	5	4
456	и о	5	4
457	вообще не	1	4
458	в лучшем	3	4
459	образом в	2	4
460	и дальше	1	4
461	из этого	1	4
462	бы ни	1	4
463	лучшем случае	3	4
464	и ее	5	4
465	есть как	1	4
466	мы видели	3	4
467	и чужого	1	4
468	и другие	4	3
469	и изображения	7	3
470	все что	6	3
471	первой и	1	3
472	и самое	4	3
473	еще раз	3	3
474	переходит в	2	3
475	его с	2	3
476	ним и	4	3
477	смысле слова	1	3
478	эта идея	1	3
479	плоскости с	4	3
480	не приходится	1	3
481	не исчерпывается	3	3
482	в форме	8	3
483	от этой	1	3
484	и то	1	3
485	речи как	1	3
486	нами в	5	3
487	или к	2	3
488	в более	1	3
489	идеологического творчества	2	3
490	самом предмете	1	3
491	в духе	3	3
492	в первом	3	3
493	и единство	2	3
494	изображения в	3	3
495	с таким	1	3
496	по всей	1	3
497	тем что	5	3
498	романа который	3	3
499	притом в	1	3
500	автора к	1	3
501	в одно	1	3
502	изменившихся условиях	1	3
503	жизни в	3	3
504	где она	2	3
505	правда не	1	3
506	человеке и	1	3
507	как более	1	3
508	его слову	1	3
509	мир и	6	3
510	не его	3	3
511	слово героя	7	3
512	этот процесс	1	3
513	от этого	2	3
514	и нет	2	3
515	автора но	2	3
516	действительности в	1	3
517	в диалоге	3	3
518	отличается от	3	3
519	лишь одним	2	3
520	со всех	2	3
521	было бы	10	3
522	силы и	1	3
523	почти все	1	3
524	высказывания и	1	3
525	как это	2	3
526	и идеологической	2	3
527	всем этим	2	3
528	в зоне	2	3
529	не должны	1	3
530	но лишь	1	3
531	все слова	1	3
532	сознания в	2	3
533	не могло	1	3
534	или иных	1	3
535	в этой	5	3
536	людей и	2	3
537	и до	5	3
538	зрения а	1	3
539	отметить что	2	3
540	и исторически	1	3
541	а лишь	3	3
542	в эту	1	3
543	глубокое и	3	3
544	авторского слова	9	3
545	без всякого	1	3
546	и истолкования	1	3
547	если мы	1	3
548	произведения и	2	3
549	романа как	3	3
550	на него	4	3
551	входят в	3	3
552	в сознании	4	3
553	но эта	4	3
554	взаимодействия с	1	3
555	мы говорили	1	3
556	этого диалога	2	3
557	этого слова	3	3
558	до известной	1	3
559	воспитания и	1	3
560	только с	2	3
561	на единство	1	3
562	на котором	3	3
563	материал и	2	3
564	строится в	1	3
565	как если	1	3
566	словом о	2	3
567	они были	1	3
568	еще на	1	3
569	своим предметом	1	3
570	которого он	1	3
571	именно к	2	3
572	за пределами	2	3
573	или наоборот	1	3
574	идеологической жизни	2	3
575	выходит за	2	3
576	заложенные в	1	3
577	ни с	1	3
578	должно быть	4	3
579	время и	2	3
580	на том	1	3
581	такого рода	1	3
582	остаются в	1	3
583	быть тем	1	3
584	у каждого	1	3
585	не предполагает	1	3
586	и художественно	3	3
587	быть весьма	1	3
588	по ту	2	3
589	в диалогах	1	3
590	не была	1	3
591	чем в	3	3
592	романа все	1	3
593	и единого	1	3
594	слово оно	1	3
595	дело в	1	3
596	xviii века	1	3
597	сама по	3	3
598	тому что	3	3
599	с одним	2	3
600	данного произведения	2	3
601	лишь на	3	3
602	эта форма	4	3
603	не есть	2	3
604	и прямая	1	3
605	является лишь	5	3
606	роман он	1	3
607	зрения не	1	3
608	того и	1	3
609	если она	1	3
610	в новом	1	3
611	в свете	4	3
612	нисколько не	2	3
613	это было	3	3
614	но уже	1	3
615	и это	5	3
616	не все	2	3
617	знают друг	2	3
618	другом случае	2	3
619	как слово	4	3
620	основе его	1	3
621	смысл и	2	3
622	не укладывается	2	3
623	xx века	1	3
624	к слову	1	3
625	свое выражение	1	3
626	романе не	1	3
627	и оценок	1	3
628	личности и	1	3
629	может и	1	3
630	потому что	20	3
631	следовательно в	1	3
632	и тем	2	3
633	во второй	1	3
634	идеологическая позиция	1	3
635	из этих	2	3
636	как таковые	2	3
637	в устах	2	3
638	свой предмет	1	3
639	конечно в	2	3
640	в чужих	3	3
641	и вне	2	3
642	лишь как	6	3
643	в нее	1	3
644	на всю	1	3
645	стиль и	1	3
646	ту сторону	2	3
647	подход к	2	3
648	условия для	2	3
649	всей вероятности	1	3
650	художественное изображение	1	3
651	речь и	1	3
652	к этому	6	3
653	данном случае	3	3
654	такой же	1	3
655	установлено на	1	3
656	вокруг героя	1	3
657	менее всего	4	3
658	тех или	1	3
659	рассказ в	1	3
660	или иного	1	3
661	себе как	1	3
662	того или	1	3
663	с идеей	4	3
664	становится в	1	3
665	себя то	1	3
666	как для	1	3
667	таков например	1	3
668	существенную роль	1	2
669	с которыми	2	2
670	к такому	1	2
671	и единому	1	2
672	значит конечно	3	2
673	романа с	2	2
674	никак нельзя	2	2
675	заставляет его	2	2
676	можно говорить	2	2
677	та же	1	2
678	за ним	2	2
679	мы и	2	2
680	разобранные нами	2	2
681	объектную тень	1	2
682	как с	1	2
683	он стремится	4	2
684	уже говорили	2	2
685	и свою	2	2
686	по замыслу	1	2
687	которая в	1	2
688	эти три	2	2
689	и глубины	1	2
690	слова это	1	2
691	пробным камнем	1	2
692	был бы	6	2
693	в монологическом	8	2
694	создания образа	1	2
695	учителя и	1	2
696	перестают быть	1	2
697	особенно у	1	2
698	из всех	1	2
699	наличные в	1	2
700	диалогические отношения	6	2
701	они уже	4	2
702	и романа	1	2
703	тем как	4	2
704	всею ясностью	1	2
705	нашего времени	1	2
706	неразрывно связан	1	2
707	в маленьком	1	2
708	приходится иметь	1	2
709	как он	5	2
710	для них	3	2
711	в едином	6	2
712	изображения а	1	2
713	том и	2	2
714	и которые	1	2
715	в плоскости	5	2
716	нового не	1	2
717	разновидности романного	1	2
718	этой точки	3	2
719	все то	5	2
720	и одновременно	5	2
721	вот что	2	2
722	и она	1	2
723	с такими	2	2
724	с ней	1	2
725	такой образ	2	2
726	не обязательно	1	2
727	жизнь в	2	2
728	произведения в	2	2
729	заключается в	3	2
730	существенно и	3	2
731	из самых	1	2
732	его мире	3	2
733	было очень	1	2
734	в идеологической	1	2
735	роман о	1	2
736	то время	3	2
737	словом но	1	2
738	героев и	7	2
739	в жизни	7	2
740	для сознания	1	2
741	равновесия и	1	2
742	и внутренне	3	2
743	а именно	4	2
744	степени объектны	1	2
745	диалога в	2	2
746	дело идет	12	2
747	них он	1	2
748	они ни	2	2
749	на себе	2	2
750	приводит к	4	2
751	и герой	2	2
752	есть на	1	2
753	да и	3	2
754	построения образа	2	2
755	при всех	1	2
756	становится предметом	2	2
757	из которого	2	2
758	в известном	1	2
759	слове и	1	2
760	конструкции и	1	2
761	слова о	1	2
762	на материале	6	2
763	и могут	2	2
764	но их	1	2
765	перестает быть	4	2
766	это и	10	2
767	отвлечемся от	1	2
768	в драме	5	2
769	и глубоко	1	2
770	для автора	6	2
771	и отчасти	1	2
772	героя или	1	2
773	всю его	1	2
774	то что	21	2
775	в котором	6	2
776	его стиля	1	2
777	на языке	2	2
778	как предмета	1	2
779	мы увидим	1	2
780	во все	5	2
781	ибо в	2	2
782	то и	2	2
783	предмету и	1	2
784	конечно что	3	2
785	изображения и	6	2
786	только как	1	2
787	преимуществу в	1	2
788	но во	1	2
789	другом в	2	2
790	оно как	1	2
791	из его	4	2
792	и композиционно	1	2
793	и т.п	8	2
794	в руках	1	2
795	значение для	2	2
796	но они	4	2
797	вступает в	5	2
798	на пути	2	2
799	случае не	1	2
800	маленьком масштабе	1	2
801	его именно	2	2
802	вводится в	1	2
803	непосредственно без	1	2
804	ее с	3	2
805	кажется нам	1	2
806	совершенно не	2	2
807	чем не	1	2
808	он есть	5	2
809	существеннейших моментов	1	2
810	самого начала	4	2
811	воспринять и	1	2
812	эти типы	1	2
813	как например	2	2
814	точке зрения	5	2
815	автора с	1	2
816	сохраняет свое	1	2
817	всегда и	1	2
818	несмотря на	7	2
819	и среди	1	2
820	автора в	4	2
821	одного в	1	2
822	в прошлом	1	2
823	с авторской	2	2
824	из одной	1	2
825	к ним	3	2
826	между материалом	1	2
827	нет и	4	2
828	его художественного	6	2
829	в сфере	4	2
830	она может	1	2
831	своем собственном	1	2
832	проблема эта	1	2
833	и оценки	2	2
834	и у	6	2
835	единство его	1	2
836	в определенных	1	2
837	в образе	4	2
838	в нашем	3	2
839	основная особенность	1	2
840	что все	5	2
841	этих форм	1	2
842	во всей	2	2
843	все новые	1	2
844	в чужую	2	2
845	не умеет	1	2
846	знает только	1	2
847	есть только	5	2
848	на ряд	2	2
849	речь о	1	2
850	его оно	1	2
851	взаимодействие и	1	2
852	роман как	1	2
853	а следовательно	1	2
854	у них	1	2
855	предшествующей главе	3	2
856	не из	3	2
857	контакта с	1	2
858	романа исключительно	1	2
859	чем это	1	2
860	или вовсе	1	2
861	в ее	4	2
862	и становится	2	2
863	иногда в	1	2
864	благодаря этой	1	2
865	диалогическое отношение	2	2
866	на них	1	2
867	активности и	1	2
868	не излагает	2	2
869	и возможности	1	2
870	рождается и	1	2
871	от всякого	1	2
872	и могли	1	2
873	самое слово	2	2
874	известном смысле	1	2
875	не знают	2	2
876	слово слово	1	2
877	слова для	1	2
878	только не	1	2
879	к различным	1	2
880	мы видим	5	2
881	диалогах и	1	2
882	себе самому	3	2
883	не можем	1	2
884	и автором	1	2
885	гораздо сложнее	1	2
886	но прежде	1	2
887	на язык	1	2
888	и функции	1	2
889	того как	1	2
890	сливаются с	1	2
891	миров и	1	2
892	к себе	2	2
893	в художественной	4	2
894	оценки и	2	2
895	строится не	1	2
896	всех возможных	1	2
897	нас здесь	1	2
898	ни было	4	2
899	и правды	1	2
900	наблюдения над	1	2
901	подчеркнуть что	4	2
902	образ в	2	2
903	тем не	1	2
904	как у	4	2
905	идеологическую позицию	1	2
906	и за	1	2
907	есть в	10	2
908	довлеет себе	1	2
909	в предшествующей	3	2
910	их основе	2	2
911	из своих	1	2
912	что для	4	2
913	на самом	5	2
914	одному и	1	2
915	х годов	2	2
916	у нас	2	2
917	достоевский был	5	2
918	слова а	3	2
919	и есть	6	2
920	без дистанции	1	2
921	и всякой	2	2
922	диалог в	4	2
923	и другими	6	2
924	слово самого	1	2
925	работы и	1	2
926	в судебной	1	2
927	бы только	1	2
928	материал для	1	2
929	быть до	1	2
930	полемизирует с	1	2
931	человека правда	1	2
932	от всех	1	2
933	романа этот	1	2
934	такое понимание	1	2
935	не для	1	2
936	автора от	1	2
937	и всякое	1	2
938	что она	6	2
939	речах персонажей	1	2
940	и эта	3	2
941	что не	6	2
942	именно образ	1	2
943	внешних и	1	2
944	произведения так	1	2
945	дано в	3	2
946	как рассказчик	1	2
947	не остается	1	2
948	в какой	2	2
949	между ними	4	2
950	то в	1	2
951	и само	2	2
952	время как	2	2
953	лежит на	1	2
954	себя как	5	2
955	в области	3	2
956	романа мы	1	2
957	словом как	1	2
958	а его	3	2
959	не столь	1	2
960	и со	3	2
961	есть все	1	2
962	становится объектом	1	2
963	этом романе	1	2
964	и оно	2	2
965	войти в	2	2
966	в сторону	1	2
967	об этом	4	2
968	дело и	1	2
969	что как	1	2
970	что они	3	2
971	это очень	4	2
972	ему не	2	2
973	однако не	2	2
974	направления и	1	2
975	к одному	1	2
976	даже там	2	2
977	в стиле	1	2
978	могли бы	3	2
979	индивидуальных воль	1	2
980	романе как	1	2
981	тип романа	1	2
982	мы можем	3	2
983	слова то	1	2
984	и эти	1	2
985	а с	4	2
986	если оно	1	2
987	хотя он	1	2
988	голосов и	2	2
989	материалом и	1	2
990	с самого	3	2
991	в своих	5	2
992	от характера	3	2
993	это как	2	2
994	и затем	1	2
995	и диалогически	1	2
996	он принимает	1	2
997	и ни	1	2
998	как уже	1	2
999	слова так	1	2
1000	к образу	1	2
1001	так что	3	2
1002	роман но	1	2
1003	целого часто	1	2
1004	облик и	1	2
1005	здесь это	1	2
1006	бы они	1	2
1007	понимает и	2	2
1008	слова но	2	2
1009	является уже	1	2
1010	своего времени	3	2
1011	романа о	1	2
1012	слово его	1	2
1013	нужно сказать	2	2
1014	и та	1	2
1015	плана в	2	2
1016	дает им	1	2
1017	и что	2	2
1018	нового времени	4	2
1019	можно было	5	2
1020	иметь в	1	2
1021	в начале	3	2
1022	или его	1	2
1023	людях и	1	2
1024	по своей	1	2
1025	к которой	1	2
1026	но повторяем	1	2
1027	смысл его	2	2
1028	ведь в	1	2
1029	в районе	1	2
1030	он еще	2	2
1031	образ человека	1	2
1032	значение и	1	2
1033	и той	1	2
1034	определенными и	1	2
1035	слов он	1	2
1036	ни одной	3	2
1037	он их	1	2
1038	к ней	1	2
1039	явление в	1	2
1040	первом случае	1	2
1041	и особенно	2	2
1042	необходимо еще	1	2
1043	бы его	1	2
1044	и глубокое	1	2
1045	протяжении всего	2	2
1046	друг другу	3	2
1047	последнего времени	1	2
1048	не входят	1	2
1049	звучит в	2	2
1050	даже как	1	2
1051	сказать в	1	2
1052	произведения не	1	2
1053	материала в	1	2
1054	сам в	1	2
1055	человека как	1	2
1056	не значит	4	2
1057	них не	2	2
1058	абстрактный момент	1	2
1059	действительно не	1	2
1060	место в	2	2
1061	вся художественная	1	2
1062	можно обнаружить	1	2
1063	же в	3	2
1064	бы быть	3	2
1065	этих романах	1	2
1066	героя но	2	2
1067	осмысления и	1	2
1068	которые были	3	2
1069	мира в	6	2
1070	и только	2	2
1071	образа человека	2	2
1072	как одна	1	2
1073	борьбу с	1	2
1074	независимо от	1	2
1075	в один	2	2
1076	голоса в	2	2
1077	автора или	2	2
1078	есть не	3	2
1079	и иные	1	2
1080	не к	1	2
1081	и самый	1	2
1082	персонажей и	1	2
1083	в единство	8	2
1084	к автору	1	2
1085	и идея	1	2
1086	в непрерывном	1	2
1087	социальных миров	1	2
1088	романа не	4	2
1089	и ту	1	1
1090	быть он	1	1
1091	из самого	2	1
1092	с которой	4	1
1093	непосредственно как	1	1
1094	ведет к	1	1
1095	нем до	1	1
1096	в категории	1	1
1097	героя герой	2	1
1098	на границах	1	1
1099	является в	1	1
1100	особенности и	1	1
1101	а потому	4	1
1102	во втором	1	1
1103	печорин у	1	1
1104	в единую	1	1
1105	такой человек	1	1
1106	из возможных	2	1
1107	однако с	1	1
1108	в душе	1	1
1109	многообразие социальных	1	1
1110	мир не	1	1
1111	к другу	4	1
1112	случае в	1	1
1113	всего в	2	1
1114	выделить и	1	1
1115	выдвигает в	1	1
1116	является здесь	1	1
1117	мир как	1	1
1118	аналогичные явления	1	1
1119	друг к	4	1
1120	завершенный образ	2	1
1121	как таковой	2	1
1122	этой проблемы	1	1
1123	в конце	9	1
1124	со всем	2	1
1125	всего подходят	1	1
1126	почва для	1	1
1127	объективного и	1	1
1128	достоевского и	14	1
1129	живого и	1	1
1130	бы то	3	1
1131	чужой мысли	2	1
1132	композиционно выраженные	2	1
1133	мировоззрения самого	1	1
1134	можно и	1	1
1135	в бесах	1	1
1136	между героем	1	1
1137	которые не	1	1
1138	они эти	1	1
1139	творчества в	3	1
1140	которые здесь	1	1
1141	к этой	1	1
1142	к художественному	1	1
1143	которые он	3	1
1144	до него	1	1
1145	и свое	2	1
1146	и становятся	1	1
1147	роман например	1	1
1148	раскрывает новые	1	1
1149	он как	4	1
1150	как один	1	1
1151	диалог уходит	1	1
1152	и имеет	1	1
1153	для себя	5	1
1154	есть без	1	1
1155	добиться от	1	1
1156	иногда почти	2	1
1157	своих героев	5	1
1158	учитывает и	1	1
1159	и должно	1	1
1160	роман или	1	1
1161	диалогического общения	1	1
1162	она всегда	1	1
1163	ложь в	1	1
1164	его содержание	1	1
1165	образа и	1	1
1166	зрения эта	1	1
1167	с миром	2	1
1168	которым она	2	1
1169	же предмет	1	1
1170	композиции в	1	1
1171	дана как	2	1
1172	его за	1	1
1173	и консервативным	1	1
1174	конечно на	1	1
1175	говорили в	2	1
1176	он видит	1	1
1177	возможных точек	1	1
1178	свою мысль	2	1
1179	предмета изображения	1	1
1180	особенности этого	1	1
1181	дан в	1	1
1182	или нет	1	1
1183	которой они	1	1
1184	никак не	3	1
1185	котором в	1	1
1186	его он	1	1
1187	мысли и	5	1
1188	в создании	1	1
1189	но тем	1	1
1190	кругозор в	1	1
1191	какой бы	2	1
1192	мы замечаем	1	1
1193	говорит о	1	1
1194	из которых	3	1
1195	свою новую	1	1
1196	если нет	2	1
1197	осознания и	1	1
1198	и обновлять	1	1
1199	общения с	1	1
1200	построены в	2	1
1201	потому не	1	1
1202	все те	2	1
1203	здесь с	3	1
1204	к конкретному	1	1
1205	этих стилистических	1	1
1206	одно из	2	1
1207	развития европейского	1	1
1208	правда в	2	1
1209	социальной жизни	2	1
1210	подходит к	5	1
1211	беседе с	1	1
1212	в высшее	1	1
1213	нам важна	5	1
1214	героя о	4	1
1215	именно эти	1	1
1216	и автор	2	1
1217	но чтобы	1	1
1218	а конкретное	1	1
1219	целом ряде	3	1
1220	в живом	1	1
1221	мыслью с	1	1
1222	слове его	1	1
1223	его формы	1	1
1224	же основной	2	1
1225	и миры	2	1
1226	отношения с	1	1
1227	роман до	1	1
1228	и приобретает	1	1
1229	часто не	1	1
1230	всею отчетливостью	1	1
1231	в настоящем	4	1
1232	сквозь все	1	1
1233	все этапы	1	1
1234	и он	3	1
1235	а напротив	1	1
1236	сами по	4	1
1237	более высоких	1	1
1238	в художественные	1	1
1239	и значение	1	1
1240	или чисто	1	1
1241	но только	3	1
1242	романы его	1	1
1243	единство романа	3	1
1244	себе то	1	1
1245	и еще	2	1
1246	мы понимаем	1	1
1247	он остается	2	1
1248	сознания своих	1	1
1249	своему существу	1	1
1250	до этого	1	1
1251	планы и	1	1
1252	оказывается в	1	1
1253	оно ни	2	1
1254	такими же	1	1
1255	непрерывном диалогическом	1	1
1256	предметом изображения	3	1
1257	героя как	2	1
1258	и навсегда	2	1
1259	своим особым	1	1
1260	слов не	1	1
1261	характера но	1	1
1262	от своего	1	1
1263	наиболее полное	1	1
1264	о мире	6	1
1265	социальной атмосферы	1	1
1266	его собственная	1	1
1267	старается предвосхитить	1	1
1268	равно как	1	1
1269	не знающего	1	1
1270	прямая и	1	1
1271	о самом	1	1
1272	как особенности	1	1
1273	введенное в	1	1
1274	вступает с	1	1
1275	людей в	1	1
1276	с чужою	2	1
1277	автор говорит	1	1
1278	весь свой	1	1
1279	мы остановимся	3	1
1280	весь этот	2	1
1281	и полное	1	1
1282	форму и	2	1
1283	этого в	2	1
1284	угадать и	1	1
1285	и рождается	2	1
1286	углубляет и	1	1
1287	и действительно	1	1
1288	диалог диалог	1	1
1289	из каждого	1	1
1290	но самое	1	1
1291	его романа	2	1
1292	основной особенности	4	1
1293	самому и	1	1
