N	2gram	Vygotskiy_	Problema
469	как угодно	1	7
470	с полным	3	7
471	это в	1	7
472	не можем	4	7
473	что на	2	7
474	вообще говоря	2	7
475	еще более	1	7
476	он является	1	7
477	в это	1	7
478	на этой	7	7
479	не чем	1	7
480	и значение	2	7
481	самого начала	6	7
482	по преимуществу	1	7
483	тому же	6	7
484	же как	10	7
485	чем иным	1	7
486	определенным образом	1	7
487	даже не	1	7
488	однако и	2	7
489	нашего исследования	2	7
490	и который	1	7
491	не на	2	7
492	все они	2	7
493	в основе	32	7
494	сейчас мы	1	7
495	друг друга	7	7
496	мы возьмем	1	7
497	не указывает	1	7
498	этой области	2	7
499	ее в	2	7
500	же не	3	7
501	в эпоху	1	7
502	может иметь	1	7
503	в какой	5	7
504	с понятием	4	7
505	с которыми	4	6
506	не как	3	6
507	что слово	6	6
508	именно он	1	6
509	уже на	1	6
510	предмета и	1	6
511	в действительности	3	6
512	не всегда	1	6
513	знака в	3	6
514	на него	2	6
515	что именно	3	6
516	уже по	2	6
517	мышления и	39	6
518	до конца	2	6
519	после этого	1	6
520	или не	1	6
521	слова то	3	6
522	и речи	27	6
523	по своей	12	6
524	заставляет нас	2	6
525	в общем	1	6
526	в него	4	6
527	понятия и	8	6
528	и делает	1	6
529	функции в	2	6
530	под этим	3	6
531	отношения к	1	6
532	том смысле	3	6
533	этот вопрос	5	6
534	зависимости от	7	6
535	именно на	1	6
536	имеет никакого	1	6
537	и после	1	6
538	могут быть	9	6
539	что значение	1	6
540	то мы	2	6
541	особенно в	2	6
542	буквальном смысле	1	6
543	независимо от	5	6
544	и может	4	6
545	есть и	2	6
546	уже у	2	6
547	к ней	2	6
548	себе а	1	6
549	самого себя	2	6
550	одновременно и	1	6
551	нам представляется	1	6
552	и того	5	6
553	как оно	5	6
554	как на	2	6
555	в зависимости	6	6
556	не мог	4	6
557	не знает	1	6
558	что под	1	6
559	вещи не	1	6
560	поскольку они	1	6
561	содержания и	1	6
562	в новое	2	6
563	бы быть	2	6
564	во время	3	6
565	это общее	1	6
566	в слове	3	6
567	в известном	6	6
568	и той	7	6
569	этого слова	13	6
570	с его	3	6
571	одним и	5	6
572	этом отношении	9	6
573	есть уже	1	6
574	по существу	4	6
575	с той	3	6
576	для которого	1	6
577	только к	2	6
578	первый план	5	6
579	которую мы	5	6
580	который мы	2	6
581	дело не	1	6
582	мы его	2	6
583	когда он	5	6
584	факт что	7	6
585	стороны и	1	6
586	та или	3	6
587	все другие	2	6
588	само по	3	6
589	в настоящем	2	5
590	языке и	1	5
591	имеют ничего	1	5
592	от одного	2	5
593	вот что	1	5
594	или на	1	5
595	к самому	1	5
596	есть тот	1	5
597	или ином	1	5
598	о чем-то	1	5
599	в противоположность	1	5
600	в этот	1	5
601	это же	2	5
602	и когда	3	5
603	указания на	1	5
604	к этому	5	5
605	первого взгляда	2	5
606	виде и	2	5
607	которого он	2	5
608	не больше	2	5
609	на себя	2	5
610	или иная	3	5
611	я не	1	5
612	обстоятельство что	4	5
613	по одному	3	5
614	в каждом	2	5
615	если оно	1	5
616	взятая в	1	5
617	одно и	7	5
618	и тот	6	5
619	и хотя	1	5
620	доходит до	1	5
621	говорили что	3	5
622	между тем	10	5
623	мы видели	8	5
624	обозначает и	1	5
625	первую очередь	2	5
626	iii в	1	5
627	поэтому в	3	5
628	сводится к	1	5
629	подобно тому	1	5
630	ничем не	2	5
631	только один	1	5
632	и вся	1	5
633	видели выше	1	5
634	это является	1	5
635	если только	2	5
636	из отдельных	1	5
637	данное слово	3	5
638	что может	1	5
639	для всего	2	5
640	о нем	2	5
641	что с	8	5
642	что ни	1	5
643	том виде	4	5
644	с теми	2	5
645	представляет собою	1	5
646	мы теперь	1	5
647	этот раз	2	5
648	чем мы	1	5
649	по его	1	5
650	с первого	3	5
651	или другого	2	5
652	человека и	6	5
653	и понятия	1	5
654	которая и	1	5
655	все что	4	5
656	вещи в	1	5
657	из всех	2	5
658	нами в	4	5
659	в собственном	12	5
660	предмет и	1	5
661	когда в	3	5
662	до того	1	5
663	действительности в	1	5
664	в первую	2	5
665	больше чем	2	5
666	находит в	1	5
667	которой он	2	5
668	во многих	3	5
669	виду и	1	5
670	и мышления	4	5
671	с этими	1	5
672	том чтобы	2	5
673	от его	2	5
674	должно быть	3	5
675	сама же	1	5
676	по мнению	1	5
677	за то	1	5
678	от тех	2	5
679	во внимание	2	5
680	одним из	6	5
681	как его	1	5
682	себе не	1	5
683	одна из	2	5
684	в свете	2	5
685	чтобы понять	1	5
686	структуры и	1	5
687	для его	2	5
688	что эта	2	5
689	этот предмет	2	5
690	бы его	1	5
691	лучше сказать	1	5
692	слова как	1	5
693	там где	4	5
694	собственном смысле	12	5
695	образом и	1	5
696	не требует	1	5
697	и этого	1	5
698	в область	2	5
699	в наших	2	5
700	без которых	1	5
701	знает что	1	5
702	которая не	5	5
703	этих случаях	1	5
704	знака или	3	5
705	не знаем	2	5
706	или к	1	5
707	смысле что	2	5
708	они не	4	5
709	том числе	3	5
710	не для	1	5
711	без этого	2	5
712	но по	3	5
713	в типе	1	5
714	говорили выше	4	5
715	он говорит	1	5
716	ту или	1	5
717	тому как	2	5
718	в пределах	1	5
719	от того	8	5
720	отношение к	1	5
721	для обозначения	4	5
722	только по	1	5
723	анализа и	2	5
724	в известной	1	5
725	к другу	1	4
726	со всем	1	4
727	чем оно	1	4
728	тем как	4	4
729	думается что	1	4
730	в общую	1	4
731	есть функция	1	4
732	ни одна	1	4
733	в мир	1	4
734	к другим	2	4
735	абстрактного понятия	1	4
736	на эту	1	4
737	человеческой речи	9	4
738	является то	7	4
739	но мы	1	4
740	так например	1	4
741	а вместе	1	4
742	этим мы	1	4
743	не могли	3	4
744	значения слова	9	4
745	ничто не	1	4
746	вообще как	2	4
747	и те	3	4
748	просто в	1	4
749	мы конечно	1	4
750	на котором	3	4
751	бы вполне	1	4
752	именно для	1	4
753	это обстоятельство	4	4
754	или иную	1	4
755	одно из	2	4
756	бы что	4	4
757	тем больше	1	4
758	больше и	1	4
759	в эту	3	4
760	человека а	1	4
761	тот момент	1	4
762	где же	1	4
763	тем и	5	4
764	что только	1	4
765	для построения	2	4
766	себе как	1	4
767	в одну	1	4
768	от нее	4	4
769	друг к	1	4
770	он только	1	4
771	и свое	1	4
772	с такой	1	4
773	говорит и	2	4
774	будет иметь	1	4
775	и тип	1	4
776	с целью	2	4
777	мы встречаемся	1	4
778	и они	1	4
779	этот образ	1	4
780	на какой	1	4
781	ряд отдельных	2	4
782	в свою	4	4
783	это все	1	4
784	и независимо	1	4
785	мы хотели	1	4
786	для нее	1	4
787	у человека	2	4
788	указывают на	4	4
789	той же	8	4
790	начиная с	2	4
791	именно то	1	4
792	у них	3	4
793	именно к	1	4
794	но на	3	4
795	о значении	1	4
796	на что	1	4
797	на отдельные	2	4
798	с их	3	4
799	что является	2	4
800	и вы	1	4
801	нас к	2	4
802	которые являются	3	4
803	на одном	2	4
804	разница между	1	4
805	отличие от	8	4
806	выше в	1	4
807	но всегда	2	4
808	существуют в	1	4
809	то обстоятельство	4	4
810	а главное	1	4
811	при всем	2	4
812	нам о	1	4
813	числе и	3	4
814	огромное значение	3	4
815	это можно	1	4
816	мы сказали	1	4
817	от него	1	4
818	дело с	3	4
819	остановиться на	3	4
820	дается в	1	4
821	за ним	1	4
822	например в	2	4
823	в корне	2	4
824	логики и	1	4
825	переходит в	1	4
826	этого понятия	3	4
827	нельзя было	1	4
828	мы увидим	4	4
829	в глаза	2	4
830	всегда и	1	4
831	анализ этого	1	4
832	но они	4	4
833	должен быть	1	4
834	наряду с	3	4
835	имеем дело	2	4
836	собой и	2	4
837	не выходит	1	4
838	сейчас в	2	4
839	прийти к	1	4
840	то для	1	4
841	это мы	3	4
842	которое в	1	4
843	смысле и	2	4
844	теми или	2	4
845	без которого	2	4
846	и вместе	2	4
847	представляется нам	1	4
848	предмета на	1	4
849	могло бы	4	4
850	бы к	2	4
851	предполагает что	1	4
852	очень часто	4	4
853	и понятием	2	4
854	других предметов	1	4
855	всей этой	1	4
856	понятий в	10	4
857	у которого	1	4
858	на который	2	4
859	мы называем	4	4
860	и др	1	4
861	с чем	1	4
862	с которым	2	4
863	бы оно	1	4
864	иное чем	2	4
865	а как	2	4
866	по определенному	1	4
867	не отличается	2	4
868	вещи как	2	4
869	к одной	3	4
870	которых мы	2	4
871	в человеческом	2	4
872	и менее	1	4
873	в сущности	3	4
874	от другого	2	4
875	этой точки	4	4
876	если это	2	4
877	предметы в	5	4
878	связаны между	2	4
879	друг от	2	4
880	свое значение	2	4
881	это понятие	2	4
882	но о	1	4
883	не потому	1	4
884	им в	3	4
885	мог бы	5	4
886	их с	3	4
887	предмета к	2	4
888	с нею	2	4
889	не стоит	2	4
890	ему в	1	4
891	исследования мы	1	4
892	чем он	1	4
893	от друга	2	4
894	что к	1	4
895	самые разнообразные	2	4
896	и которая	3	4
897	этом мы	1	4
898	войти в	1	4
899	что эти	4	4
900	в разных	1	4
901	всю свою	1	4
902	и почти	1	4
903	другим и	1	4
904	так чтобы	2	4
905	если она	1	4
906	и часто	2	4
907	еще на	1	4
908	скажем что	1	4
909	на это	1	4
910	значение слова	7	4
911	одного из	3	4
912	образов и	2	4
913	только после	2	4
914	эти два	1	4
915	данного слова	1	4
916	они являются	8	3
917	зрения на	2	3
918	и люди	1	3
919	он видит	1	3
920	время не	1	3
921	не столько	4	3
922	до последнего	1	3
923	и именно	1	3
924	и другим	2	3
925	когда это	1	3
926	он стоит	2	3
927	вещей с	1	3
928	и пока	1	3
929	значение только	1	3
930	языка в	1	3
931	представляет собой	6	3
932	с трудом	1	3
933	что вся	2	3
934	одной и	6	3
935	всего как	1	3
936	образом что	6	3
937	предметов с	2	3
938	от той	2	3
939	может ли	2	3
940	образом как	2	3
941	путь от	1	3
942	находится в	4	3
943	из трех	1	3
944	в атмосфере	1	3
945	именно с	2	3
946	но так	2	3
947	и которое	2	3
948	является наиболее	1	3
949	но тем	2	3
950	каждый элемент	1	3
951	мы видим	13	3
952	эти элементы	1	3
953	обо всем	1	3
954	и мы	2	3
955	оно стало	3	3
956	что уже	3	3
957	это слово	1	3
958	есть еще	2	3
959	совершенно ясно	3	3
960	чем в	4	3
961	необходимы для	1	3
962	ряд и	2	3
963	этот вывод	3	3
964	того и	2	3
965	есть своя	1	3
966	что хотя	1	3
967	это вполне	1	3
968	свое место	2	3
969	наше исследование	2	3
970	эти слова	1	3
971	относится и	1	3
972	для целей	1	3
973	них не	1	3
974	образом в	1	3
975	его к	6	3
976	появляется у	1	3
977	новых и	2	3
978	не сможем	1	3
979	и закон	1	3
980	которого оно	2	3
981	не тем	2	3
982	и та	1	3
983	к выводу	2	3
984	для человека	2	3
985	однако мы	1	3
986	выражается в	2	3
987	связанные с	3	3
988	к какому	1	3
989	который не	3	3
990	так называемая	4	3
991	сравнению с	4	3
992	сейчас же	1	3
993	представляется в	2	3
994	современном состоянии	1	3
995	в конкретном	1	3
996	не входит	1	3
997	к той	2	3
998	который он	1	3
999	понятий не	2	3
1000	всем этом	2	3
1001	в очень	1	3
1002	такую же	1	3
1003	и заключается	2	3
1004	учении о	1	3
1005	по сравнению	6	3
1006	оно является	3	3
1007	то все	1	3
1008	со всей	5	3
1009	результате чего	1	3
1010	речь идет	4	3
1011	от других	2	3
1012	на основании	11	3
1013	тот факт	7	3
1014	в совершенно	5	3
1015	знаем что	1	3
1016	каждый из	2	3
1017	в отличие	8	3
1018	предмета в	1	3
1019	что самый	1	3
1020	его только	1	3
1021	котором мы	1	3
1022	мышления в	29	3
1023	может не	1	3
1024	не во	2	3
1025	за людей	1	3
1026	не содержит	1	3
1027	основана на	2	3
1028	который как	1	3
1029	в любом	1	3
1030	мы никогда	3	3
1031	один и	6	3
1032	этих двух	1	3
1033	и человека	1	3
1034	и других	4	3
1035	эти последние	2	3
1036	привело бы	1	3
1037	в самых	1	3
1038	но при	1	3
1039	ни один	5	3
1040	здесь совершенно	1	3
1041	что нам	3	3
1042	не хотел	1	3
1043	указывать на	2	3
1044	одного и	5	3
1045	различие в	1	3
1046	место в	3	3
1047	другой и	1	3
1048	происходит в	1	3
1049	или понятие	3	3
1050	и сами	1	3
1051	данным словом	2	3
1052	что было	1	3
1053	получает свое	1	3
1054	не связан	1	3
1055	выводу что	4	3
1056	которая в	1	3
1057	говорят что	1	3
1058	нечто такое	1	3
1059	которой они	2	3
1060	что дело	1	3
1061	от этих	2	3
1062	а во-вторых	1	3
1063	имеет для	1	3
1064	из нее	2	3
1065	результате этого	1	3
1066	вещей в	1	3
1067	смотреть на	1	3
1068	значение не	1	3
1069	введение в	1	3
1070	и людей	1	3
1071	одно целое	1	3
1072	и другой	4	3
1073	имея в	1	3
1074	поэтому мы	2	3
1075	с помощью	64	3
1076	к проблеме	2	3
1077	оно было	1	3
1078	говорит что	1	3
1079	превращается в	1	3
1080	то как	2	3
1081	всего этого	1	3
1082	но этот	2	3
1083	вернуться к	1	3
1084	чтобы они	2	3
1085	а следовательно	1	3
1086	который только	1	3
1087	этом же	2	3
1088	или лучше	1	3
1089	смысле как	1	3
1090	отражение в	2	3
1091	после того	1	3
1092	указать на	2	3
1093	время в	1	3
1094	образ в	1	3
1095	речь не	4	3
1096	значением слова	5	3
1097	не обладает	2	3
1098	что между	1	3
1099	видит в	2	3
1100	знаков в	2	3
1101	не говорит	1	3
1102	и своего	1	3
1103	типа и	3	3
1104	выше мы	1	3
1105	понятие не	3	3
1106	речи или	3	3
1107	должен был	2	3
1108	вообще в	2	3
1109	на этом	3	3
1110	перехода от	1	3
1111	на другой	2	3
1112	нет никаких	6	3
1113	отношение между	3	3
1114	вывод который	1	3
1115	же типа	2	3
1116	такое что	1	3
1117	является ни	1	3
1118	понятия но	3	3
1119	известном смысле	2	3
1120	в первой	1	3
1121	столь же	7	3
1122	могут рассматриваться	1	3
1123	значение как	3	3
1124	даже больше	1	3
1125	и действительно	1	3
1126	значений слова	1	3
1127	мы назвали	1	3
1128	его с	1	3
1129	на ее	1	3
1130	с применением	1	3
1131	о которой	1	3
1132	из того	4	3
1133	однако он	1	3
1134	отношений между	1	3
1135	конечно в	2	3
1136	оно есть	1	3
1137	в процессе	33	3
1138	относятся к	4	3
1139	с ними	3	3
1140	со стороны	1	3
1141	всей своей	1	3
1142	поэтому не	2	3
1143	бы с	3	3
1144	язык и	1	3
1145	что каждая	2	3
1146	и достаточно	1	3
1147	развития и	2	3
1148	что многие	1	3
1149	о языке	1	3
1150	заметить что	1	3
1151	том же	3	3
1152	он может	1	3
1153	слово и	1	3
1154	от понятия	5	3
1155	увидим ниже	1	3
1156	как функцию	1	3
1157	при современном	1	3
1158	формы и	3	3
1159	связан с	2	3
1160	выходит за	1	3
1161	многих других	3	3
1162	человеком а	1	3
1163	процесс но	1	3
1164	деле если	1	3
1165	и непосредственно	1	3
1166	в конкретной	2	3
1167	и где	1	3
1168	как она	4	3
1169	тогда это	1	3
1170	образ или	1	3
1171	как ее	1	3
1172	это так	2	3
1173	поскольку она	1	3
1174	еще до	1	3
1175	как показывает	4	3
1176	думать что	1	3
1177	они суть	1	3
1178	отношении не	1	3
1179	нуждается в	1	3
1180	как для	1	3
1181	в чисто	2	3
1182	говорит не	3	3
1183	форме и	2	3
1184	в последнее	4	2
1185	между этими	2	2
1186	к действительности	1	2
1187	до самого	1	2
1188	выступают в	1	2
1189	формы в	3	2
1190	говорили в	1	2
1191	в большей	1	2
1192	который говорит	1	2
1193	в общей	2	2
1194	будет ли	1	2
1195	которое является	2	2
1196	исторического процесса	1	2
1197	есть самая	1	2
1198	в живом	3	2
1199	и такое	1	2
1200	это определение	1	2
1201	к каким	1	2
1202	ни были	2	2
1203	исходить из	1	2
1204	всеми своими	2	2
1205	этого типа	1	2
1206	мысли о	1	2
1207	по тому	1	2
1208	цели и	2	2
1209	всем его	1	2
1210	является их	1	2
1211	явлений но	1	2
1212	что фактически	1	2
1213	почти исключительно	2	2
1214	внутри себя	1	2
1215	здесь нам	1	2
1216	как отражение	2	2
1217	при их	1	2
1218	могут не	1	2
1219	знака как	1	2
1220	за собой	1	2
1221	для данного	1	2
1222	они относятся	2	2
1223	же его	1	2
1224	свою очередь	3	2
1225	и начинает	1	2
1226	друг на	3	2
1227	с другим	1	2
1228	ii в	1	2
1229	эти моменты	1	2
1230	нас на	1	2
1231	понятием которое	1	2
1232	предметами если	1	2
1233	понятие о	1	2
1234	и живет	1	2
1235	еще у	1	2
1236	точка зрения	1	2
1237	о связи	1	2
1238	жизни с	1	2
1239	ближе к	1	2
1240	а поскольку	1	2
1241	все его	2	2
1242	состоящий из	1	2
1243	но от	1	2
1244	не функционирует	1	2
1245	им обозначается	1	2
1246	они будут	1	2
1247	по типу	5	2
1248	до их	1	2
1249	в следующем	4	2
1250	другими предметами	1	2
1251	и конкретных	1	2
1252	нас сейчас	3	2
1253	этого можно	1	2
1254	моментов которые	1	2
1255	имеет очень	1	2
1256	иначе чем	2	2
1257	ни при	3	2
1258	принять во	2	2
1259	между внешним	1	2
1260	не означает	2	2
1261	говоря в	1	2
1262	духовном смысле	1	2
1263	бы она	1	2
1264	чтобы он	1	2
1265	зрения в	1	2
1266	по пути	5	2
1267	не отличаются	1	2
1268	что значения	1	2
1269	именно что	1	2
1270	здесь на	1	2
1271	при такой	1	2
1272	так просто	1	2
1273	этого факта	1	2
1274	с общим	1	2
1275	понятия то	2	2
1276	не совпадает	1	2
1277	целом и	2	2
1278	когда они	2	2
1279	они обозначают	2	2
1280	показывает исследование	2	2
1281	они были	1	2
1282	бы ни	2	2
1283	который был	1	2
1284	с латинским	1	2
1285	в духовном	1	2
1286	прав в	2	2
1287	есть ли	1	2
1288	и чем	1	2
1289	не случайно	1	2
1290	следовательно не	2	2
1291	для самого	1	2
1292	хотя сам	1	2
1293	бы они	2	2
1294	понятие и	3	2
1295	уже содержит	1	2
1296	отличное от	1	2
1297	не приходит	1	2
1298	в картине	1	2
1299	никакому сомнению	2	2
1300	его во	1	2
1301	о природе	1	2
1302	одновременно с	2	2
1303	содержание и	1	2
1304	по отношению	4	2
1305	еще с	1	2
1306	к которым	8	2
1307	мы имели	7	2
1308	или об	2	2
1309	то здесь	1	2
1310	между значением	2	2
1311	значения для	2	2
1312	к нашему	1	2
1313	виду не	1	2
1314	если принять	2	2
1315	себе никакого	1	2
1316	которая делает	1	2
