N	3gram	Bakhtin_sl	Analitik
147	поэтического слова в	1	1
148	о том же	2	1
149	не только на	2	1
150	и не могла	1	1
151	именно потому что	1	1
152	хотя и в	1	1
153	в отношении к	9	1
154	то у нас	1	1
155	по себе еще	1	1
156	максим максимыч в	1	1
157	доведения лжи до	1	1
158	в один ряд	1	1
159	всяком случае не	1	1
160	всех этих актов	1	1
161	в драме или	1	1
162	человека и его	2	1
163	не исключают друг	1	1
164	нет ничего что	1	1
165	чутко реагирует на	1	1
166	в его собственном	1	1
167	таким образом в	4	1
168	здесь как бы	1	1
169	и остается в	1	1
170	а затем и	1	1
171	иметь место в	1	1
172	одна из существеннейших	1	1
173	не ищет слов	1	1
174	имеет дело с	1	1
175	ли он в	1	1
176	выходит за пределы	3	1
177	то есть без	1	1
178	на самом же	1	1
179	один из многих	1	1
180	с его внешними	1	1
181	или во всяком	2	1
182	перед нами не	1	1
183	и особенно в	1	1
184	не должно быть	1	1
185	и воля и	1	1
186	она вырождается в	1	1
187	не только своим	2	1
188	сама она не	1	1
189	и в том	2	1
190	речи конкретных персонажей	1	1
191	может иметь место	2	1
192	смысл и значение	1	1
193	может и не	1	1
194	не только по	1	1
195	них не только	1	1
196	случае она вырождается	1	1
197	и вступает в	1	1
198	в одном из	1	1
199	а как бы	1	1
200	почти вовсе не	3	1
201	в напряженном и	1	1
202	она не ищет	1	1
203	не приходится однако	1	1
204	но прежде всего	1	1
205	даже не столько	1	1
206	и что же?	1	1
207	могла бы быть	1	1
208	то есть на	1	1
209	всего произведения как	1	1
210	самом же деле	1	1
211	в большинстве случаев	11	1
212	и одновременно его	1	1
213	и может быть	1	1
214	можно утверждать что	1	1
215	целом с точки	1	1
216	он не только	1	1
217	с жизнью и	1	1
218	же время он	1	1
219	имеем в виду	1	1
220	как и вся	1	1
221	языка то есть	3	1
222	конечно далеко не	1	1
223	отождествлять ни с	1	1
224	и в особенности	5	1
225	в эстетический объект	1	1
226	выходят за пределы	1	1
227	таким образом с	1	1
228	оно ни было	1	1
229	в иные моменты	1	1
230	о себе как	1	1
231	в последние десятилетия	1	1
232	обстоит дело и	2	1
233	но сама она	1	1
234	в виду не	1	1
235	тот факт что	1	1
236	путем доведения лжи	1	1
237	как это было	1	1
238	как один из	1	1
239	между тем это	1	1
240	к одному из	1	1
241	требует от нас	2	1
242	жизни но и	1	1
243	и так сказать	1	1
244	да и в	1	1
245	в то время	2	1
246	а не как	2	1
247	при этом и	1	1
248	во всех своих	1	1
249	до некоторой степени	1	1
250	в большей или	3	1
251	то есть от	2	1
252	лжи до абсурда	1	1
253	она ни была	1	1
254	он может быть	1	1
255	хотя и не	1	1
256	не выходят за	1	1
257	однако в пределах	1	1
258	равно как и	1	1
259	все это остается	1	1
260	а не его	1	1
261	к тому или	1	1
262	и в частности	1	1
263	в словесной патетике	1	1
264	далеко не все	1	1
265	всех этих случаях	1	1
266	и все его	1	1
267	или меньшей степени	3	1
268	также и в	1	1
269	мы имеем в	1	1
270	как бы ни	2	1
271	всего может быть	1	1
272	то есть его	1	1
273	не менее в	1	1
274	в пределах одного	8	1
275	в этом его	1	1
276	абсурда но сама	1	1
277	весь его текст	1	1
278	автором и его	1	1
279	они же в	1	1
280	в процессе его	1	1
281	лишь одним из	1	1
282	в собственном смысле	2	1
283	с ним и	1	1
284	между автором и	2	1
285	и не могут	2	1
286	своих и чужих	1	1
287	так и в	5	1
288	то есть не	2	1
289	а вовсе не	4	1
290	это возможно в	1	1
291	этом случае в	1	1
292	погрязнуть в словесной	1	1
293	мы уже говорили	1	1
294	по аналогии с	1	1
295	бы оно ни	1	1
296	том числе и	1	1
297	не только как	1	1
298	его последней смысловой	3	1
299	у него свое	1	1
300	среда в которой	1	1
301	но с другой	1	1
302	с установкой на	4	1
303	до абсурда но	1	1
