N	3gram	Medvedev_F	Problemy
296	вследствие этой своей	1	1
297	выдвинул у нас	1	1
298	по себе не	1	1
299	что они не	1	1
300	за свой страх	2	1
301	мы полагаем что	3	1
302	историка литературы и	1	1
303	они вовсе не	1	1
304	в данной социальной	1	1
305	сообщение о том	1	1
306	чем иным как	1	1
307	с обратным знаком	1	1
308	в точном смысле	1	1
309	и в пределах	1	1
310	и пр в	1	1
311	потому что не	1	1
312	связей с другими	1	1
313	возникает вопрос о	1	1
314	страх и риск	2	1
315	нужно сказать что	1	1
316	все это уже	1	1
317	превращается в простую	1	1
318	в этой статье	1	1
319	быть речь лишь	1	1
320	или даже в	1	1
321	но уже совсем	1	1
322	является в высшей	1	1
323	в связи с	9	1
324	разобранная нами особенность	1	1
325	значительно и важно	1	1
326	в процессе этого	2	1
327	и пр он	1	1
328	самом же деле	1	1
329	вовсе не является	1	1
330	что было дано	1	1
331	не может не	1	1
332	в своей книге	2	1
333	и до известной	1	1
334	на минуту не	1	1
335	в своей изолированности	1	1
336	совершенно не изучены	1	1
337	даже и не	1	1
338	существенного от несущественного	1	1
339	но что же	1	1
340	всего того что	1	1
341	мышления о мире	1	1
342	раз и входит	1	1
343	стороны со стороны	1	1
344	прежде и больше	1	1
345	и потому не	1	1
346	в своем творчестве	1	1
347	то ни стало	4	1
348	только на фоне	2	1
349	он не есть	1	1
350	может быть с	1	1
351	может и не	1	1
352	в художественном произведении	3	1
353	при этом слово	1	1
354	совершается в пределах	1	1
355	мог бы быть	1	1
356	того или иного	6	1
357	но он не	1	1
358	и дело идет	1	1
359	одна очень существенная	1	1
360	центр тяжести в	1	1
361	в художественную структуру	1	1
362	строгом смысле этого	1	1
363	не могла не	1	1
364	может быть речь	1	1
365	в первом и	1	1
366	быть даже и	1	1
367	но и в	4	1
368	тем что в	1	1
369	сказа и диалога	1	1
370	совершенно в той	1	1
371	оставаясь в пределах	1	1
372	как установку на	1	1
373	художественных функций в	1	1
374	в целом его	1	1
375	это не так	1	1
376	всего этого по	1	1
377	взаимодействие с другими	1	1
378	заключается в том	1	1
379	может быть дана	1	1
380	не было и	1	1
381	не с точки	1	1
382	одна из возможных	1	1
383	лишь на почве	1	1
384	и в особенности	1	1
385	так и не	1	1
386	речь лишь о	1	1
387	в большинстве же	1	1
388	один из моментов	1	1
389	том или ином	1	1
390	можно допустить и	1	1
391	художественного произведения и	2	1
392	было бы сказать	1	1
393	в своей работе	2	1
394	на самом же	1	1
395	все это не	1	1
396	сочетать его с	1	1
397	необходимо прежде всего	1	1
398	мы бы сказали	1	1
399	не было как	1	1
400	как и во	1	1
401	связи с теми	1	1
402	то что уже	1	1
403	до крайней степени	1	1
404	слова но лишь	1	1
405	от встречи с	1	1
406	т п в	2	1
407	б м эйхенбаум	1	1
408	и хотя бы	1	1
409	новых точек зрения	1	1
410	при этом не	2	1
411	слова и в	1	1
412	более и более	3	1
413	этом отношении очень	2	1
414	таким образом в	1	1
415	и до настоящего	2	1
416	той же степени	1	1
417	в каждом элементе	1	1
418	бы ни было	1	1
419	то и другое	1	1
420	в эту сторону	1	1
421	самом деле это	1	1
422	получается впечатление что	1	1
423	со всех сторон	1	1
424	то что они	1	1
425	всего возникает вопрос	1	1
426	лишь одною из	2	1
427	в противном случае	2	1
428	что бы то	3	1
429	один из возможных	1	1
430	что на самом	1	1
431	и до сих	2	1
432	в литературе о	1	1
433	в нашу задачу	1	1
434	она уже не	1	1
435	и в их	2	1
436	и в частности	2	1
437	же время и	2	1
438	в чем же	1	1
439	в какой они	1	1
440	занимает очень важное	1	1
441	не тем что	1	1
442	все эти вопросы	1	1
443	ведь в противном	1	1
444	т е как	3	1
445	фоном на котором	1	1
446	кругозор в его	1	1
447	рассказе и в	1	1
448	зависимости от того	1	1
449	художественного произведения или	1	1
450	функции его в	1	1
451	большинстве же случаев	1	1
452	не вещь а	1	1
453	материал до конца	1	1
454	с установкой на	1	1
455	за ней в	1	1
456	имеем в виду	1	1
457	как одна из	1	1
458	мы имеем в	1	1
459	очень важное место	1	1
460	должно было быть	1	1
461	оно ни принимало	1	1
462	до конца и	1	1
463	не менее в	1	1
464	что каждый из	1	1
465	именно в том	2	1
466	не может и	1	1
467	и больше всего	1	1
468	в этом его	1	1
469	лишь в этом	1	1
470	само собою разумеющегося	1	1
471	не теряя своей	1	1
472	и может стать	1	1
473	тому что он	1	1
474	для историка литературы	1	1
475	нет слова без	1	1
476	реальность в основе	1	1
477	не могут быть	4	1
478	чтобы убедиться в	2	1
479	и в каждом	2	1
480	т е что	1	1
481	друг для друга	1	1
482	все равно что	1	1
483	но не для	1	1
484	все в нем	1	1
485	или хотя бы	1	1
486	быть прежде всего	1	1
487	его с другими	1	1
488	та или иная	1	1
489	свое значение не	1	1
490	на конкретном материале	1	1
491	создано так что	1	1
492	мы не найдем	1	1
493	без исключения элементов	1	1
494	с одной стороны	5	1
495	в общем не	1	1
496	что же такое	1	1
497	определяется прежде всего	1	1
498	все это в	1	1
499	если же он	1	1
500	не должна быть	1	1
501	или же в	1	1
502	но для этого	1	1
503	нам важно лишь	1	1
504	является одним из	1	1
505	мы знаем в	1	1
506	а лишь в	1	1
507	в виду что	1	1
508	т е уже	1	1
509	и в идеологическом	1	1
510	во всех сферах	1	1
511	новые и новые	1	1
512	исторический очерк и	1	1
513	ни о каком	1	1
