N	2gram	Tiupa_Narr	Literetu
188	он и	2	7
189	у нас	4	7
190	в их	1	7
191	так в	4	7
192	человека в	2	7
193	личности в	2	7
194	тому как	4	7
195	в виду	2	6
196	например в	2	6
197	казалось бы	2	6
198	при всей	5	6
199	как на	2	6
200	и он	8	6
201	в ситуации	2	6
202	в третьем	4	6
203	у него	13	6
204	его в	1	6
205	не было	3	6
206	во всех	2	6
207	перед лицом	1	6
208	было бы	2	6
209	подобно тому	4	6
210	с ее	3	6
211	в культуре	3	6
212	но одновременно	2	6
213	то в	4	6
214	самом деле	4	6
215	самим собой	3	6
216	как о	2	6
217	в слове	4	6
218	еще и	1	6
219	то и	3	6
220	тем же	3	6
221	одного из	6	6
222	и то	3	6
223	с читателем	2	6
224	том числе	1	6
225	в жизнь	1	6
226	в ней	5	6
227	далеко не	6	6
228	как будто	4	6
229	и только	2	6
230	и наконец	2	6
231	и к	7	5
232	к этой	1	5
233	тех кто	1	5
234	я как	1	5
235	по выражению	1	5
236	в связи	3	5
237	с собой	2	5
238	в соответствии	8	5
239	хотя бы	4	5
240	жизни как	2	5
241	в нашем	4	5
242	русской литературы	1	5
243	он сам	4	5
244	от себя	1	5
245	свое собственное	1	5
246	должно быть	1	5
247	несмотря на	1	5
248	ни было	1	5
249	тем не	7	5
250	к жизни	3	5
251	не знает	2	5
252	хх столетия	1	5
253	по аналогии	2	5
254	доктора живаго	1	5
255	в себя	3	5
256	этой точки	1	5
257	между тем	5	5
258	так что	1	5
259	в чужом	1	5
260	в силу	5	5
261	обращается к	3	5
262	во втором	6	5
263	в сущности	2	5
264	литературного произведения	1	5
265	в романе	3	5
266	следует признать	2	5
267	не с	1	5
268	идет о	3	5
269	автора и	2	5
270	быть не	3	5
271	вслед за	4	5
272	так как	1	5
273	мы не	5	5
274	в художественной	1	5
275	в литературе	8	5
276	ивана иваныча	2	5
277	как у	6	5
278	что и	3	5
279	читателя в	4	5
280	но с	1	5
281	в равной	3	5
282	но уже	2	5
283	однако не	2	5
284	на свете	1	5
285	как он	3	5
286	место в	3	5
287	или иной	6	5
288	другого сознания	4	5
289	не к	4	5
290	а я	1	5
291	более того	1	5
292	что было	1	4
293	более не	3	4
294	человеческого присутствия	2	4
295	исходя из	4	4
296	от имени	1	4
297	которая в	2	4
298	и читателем	1	4
299	и само	1	4
300	читателя и	1	4
301	в.т и	1	4
302	с тем	1	4
303	чужого сознания	1	4
304	жизни на	1	4
305	и нет	1	4
306	во всяком	2	4
307	однако его	1	4
308	входит в	2	4
309	не должен	1	4
310	для того	4	4
311	не всегда	4	4
312	только на	4	4
313	за собой	1	4
314	не вполне	3	4
315	как мы	3	4
316	объект и	1	4
317	к этому	2	4
318	не мог	7	4
319	ментальный кризис	1	4
320	бы то	1	4
321	в повестях	1	4
322	хотя и	8	4
323	сознания к	1	4
324	все время	2	4
325	очевидно что	1	4
326	века в	1	4
327	себе и	2	4
328	в сторону	1	4
329	могли бы	1	4
330	на этом	1	4
331	от самого	1	4
332	то ни	1	4
333	и что	1	4
334	за пределы	1	4
335	к своему	2	4
336	могут быть	1	4
337	силу своей	1	4
338	и есть	1	4
339	можно сказать	11	4
340	на рубеже	2	4
341	классический реализм	1	4
342	на жизнь	1	4
343	а потому	2	4
344	жизни а	4	4
345	о которой	3	4
346	сводится к	10	4
347	со всеми	3	4
348	и все	7	4
349	в пределах	2	4
350	отношения к	1	4
351	в творческом	1	4
352	приводит к	2	4
353	бы не	1	4
354	в лирике	1	4
355	аналогии с	1	4
356	все они	1	4
357	совершенно не	1	4
358	не является	7	4
359	тех же	1	4
360	более чем	2	4
361	в свою	4	4
362	на том	2	4
363	с позиции	4	4
364	каждый из	3	4
365	художественное произведение	1	4
366	одной из	2	4
367	по этой	1	4
368	но это	2	4
369	таким образом	5	4
370	жизни не	1	4
371	в формах	2	4
372	как к	3	4
373	свидетельствует о	4	4
374	и вот	2	4
375	художественного целого	2	4
376	для нас	2	4
377	этом в	1	4
378	ср у	1	4
379	для которого	1	4
380	в каждой	1	4
381	вовсе не	2	4
382	выше и	1	4
383	не могу	2	4
384	но при	5	4
385	креативного сознания	1	4
386	во второй	2	4
387	а по	2	4
388	по сути	3	4
389	и читателя	1	4
390	на то	4	4
391	себе самому	5	4
392	нуждается в	1	4
393	все что	4	3
394	в душе	3	3
395	мы и	2	3
396	при которой	3	3
397	всю ночь	1	3
398	о чем	6	3
399	мысли и	1	3
400	в этих	3	3
401	по себе	4	3
402	в первом	4	3
403	мысль о	1	3
404	от всего	1	3
405	читателем в	1	3
406	литературного письма	1	3
407	мира и	2	3
408	речь идет	3	3
409	и того	5	3
410	со своей	3	3
411	вопрос о	1	3
412	восходит к	2	3
413	он был	1	3
414	классического реализма	4	3
415	личность не	3	3
416	обнаруживаются в	1	3
417	во многих	1	3
418	времени в	3	3
419	и напротив	1	3
420	особое место	4	3
421	жизни по	1	3
422	превращается в	2	3
423	так же	2	3
424	свою очередь	2	3
425	обратим внимание	2	3
426	и еще	2	3
427	не становится	1	3
428	следующим образом	1	3
429	а так	1	3
430	который в	2	3
431	с ним	6	3
432	не просто	2	3
433	крайней мере	1	3
434	жизни с	1	3
435	восходящая к	1	3
436	а с	2	3
437	отношения между	1	3
438	а за	2	3
439	с появлением	2	3
440	сознания не	1	3
441	в чем	3	3
442	пастернаковского романа	1	3
443	а для	4	3
444	той или	7	3
445	я был	1	3
446	я на	1	3
447	но как	3	3
448	для его	1	3
449	сознания а	1	3
450	не сводится	8	3
451	от читателя	1	3
452	героя и	4	3
453	текста и	3	3
454	же как	2	3
455	как сам	1	3
456	никого не	1	3
457	и является	2	3
458	коммуникативном событии	2	3
459	над ним	1	3
460	в москве	2	3
461	равной степени	3	3
462	не раз	1	3
463	и рецептивного	2	3
464	т п	2	3
465	что для	1	3
466	его личности	1	3
467	в первой	3	3
468	и от	3	3
469	этой причине	1	3
470	там где	1	3
471	мыслит себя	1	3
472	в особенности	2	3
473	в коммуникативном	2	3
474	если в	2	3
475	во время	2	3
476	на страницах	1	3
477	должна быть	2	3
478	xix столетия	4	3
479	со второй	1	3
480	это уже	3	3
481	по слову	3	3
482	из которых	1	3
483	в отношении	1	3
484	я все	1	3
485	себе не	1	3
486	не на	1	3
487	можно было	2	3
488	если не	4	3
489	если бы	9	3
490	так называемый	1	3
491	где в	3	3
492	произведение в	1	3
493	xx века	1	3
494	и т	3	3
495	они не	3	3
496	не имеет	3	3
497	да и	5	3
498	вследствие этого	1	3
499	в итоге	4	3
500	всей своей	1	3
501	которая не	3	3
502	своей жизни	2	3
503	по крайней	1	3
504	в своего	2	3
505	и состоит	6	3
506	его существования	1	3
507	в роли	2	3
508	того чтобы	7	3
509	относится к	1	3
510	из его	1	3
511	и тогда	2	3
512	и уже	4	3
513	не могло	3	3
514	отношении к	1	3
515	о своем	2	3
516	и до	1	3
517	а во	5	3
518	в творчестве	1	3
519	между людьми	1	3
520	из наиболее	6	3
521	под знаком	1	3
522	в сознании	6	3
523	здесь не	4	3
524	говорится в	1	3
525	отдельной личности	1	3
526	сознания тогда	1	3
527	всяком случае	2	3
528	текста как	2	3
529	тот же	1	3
530	ничего не	8	3
531	человеческого я	6	3
532	как некий	1	3
533	на языке	1	3
534	большей части	5	3
535	различие между	1	3
536	исторической жизни	1	3
537	формах художественного	1	3
538	о нем	5	3
539	ее в	1	3
540	в полном	1	3
541	сути своей	1	3
542	на самом	1	3
543	сознания и	2	3
544	все равно	2	3
545	а на	2	3
546	этого не	2	3
547	на нее	2	3
548	дело в	2	3
549	а то	2	3
550	в действительности	2	3
551	в какой	2	3
552	все эти	3	3
553	но по	1	3
554	реализм xix	1	3
555	сказать и	1	3
556	и потому	2	3
557	а к	3	3
558	он говорит	1	3
559	по большей	5	3
560	также и	4	3
561	одну из	1	3
562	я к	1	3
563	не по	5	3
564	субъекта в	1	3
565	бытия в	2	3
566	когда он	1	3
567	в концовке	3	3
568	стороны и	1	3
569	только то	1	3
570	и иных	3	3
571	еще на	1	3
572	числе и	1	3
573	же самое	3	3
574	отношение к	2	3
575	и о	4	3
576	в ходе	4	3
577	являет собой	5	3
578	в разговоре	1	3
579	в той	4	2
580	во всем	1	2
581	в центре	4	2
582	поскольку его	1	2
583	еще раз	3	2
584	легкой руки	1	2
585	в свое	1	2
586	граница между	1	2
587	всей жизни	1	2
588	искусства это	1	2
589	в финале	3	2
590	на второй	1	2
591	одновременно со	1	2
592	тем как	1	2
593	с собачкой	17	2
594	потому не	2	2
595	например с	1	2
596	в результате	4	2
597	у кого	1	2
598	среди других	1	2
599	изнутри своего	1	2
600	целом как	1	2
601	как было	1	2
602	их не	1	2
603	чтобы в	1	2
604	я за	1	2
605	из двух	1	2
606	от текста	1	2
607	прошлого не	1	2
608	у людей	1	2
609	по терминологии	2	2
610	исходной ситуации	4	2
611	разговоре с	2	2
612	сознанием и	1	2
613	формальной школы	1	2
614	на эту	1	2
615	роль в	4	2
616	к бытию	1	2
617	в обращении	2	2
618	поскольку он	1	2
619	мир и	2	2
620	воспринимающего сознания	1	2
621	так например	1	2
622	на первый	1	2
623	вести о	1	2
624	первый взгляд	1	2
625	сам же	1	2
626	на мой	1	2
627	я вижу	1	2
628	творчества в	1	2
629	с позиций	1	2
630	теперь эта	1	2
631	в котором	3	2
632	по тем	1	2
633	раз и	2	2
634	на адресата	1	2
635	собой как	1	2
636	но даже	1	2
637	это его	1	2
638	писал бахтин	1	2
639	словесного творчества	1	2
640	события как	1	2
641	с другим	2	2
642	действительного мира	1	2
643	к своей	2	2
644	этой связи	1	2
645	между двумя	6	2
646	значительной степени	1	2
647	еще более	1	2
648	он писал	1	2
649	не я	1	2
650	первого лица	4	2
651	второй половины	1	2
652	пока еще	4	2
653	освободиться от	2	2
654	об отсутствии	1	2
655	самом начале	1	2
656	сказать что	5	2
657	субъект эстетический	1	2
658	друг для	2	2
659	ключ к	2	2
660	в контексте	1	2
661	и у	4	2
662	могло бы	3	2
663	быть в	2	2
664	имеем дело	4	2
665	слово не	1	2
666	еще одна	1	2
667	тем более	2	2
668	а со	1	2
669	по поводу	3	2
670	под именем	1	2
671	и внешней	1	2
672	к ее	3	2
673	жизни []	1	2
674	к адресату	2	2
675	о ней	5	2
676	гораздо более	1	2
677	к нему	5	2
678	путь не	1	2
679	и представляет	2	2
680	только не	2	2
681	что у	6	2
682	и мы	1	2
683	и столь	2	2
684	нами не	2	2
685	и автора	1	2
686	на протяжении	12	2
687	к человеку	1	2
688	в психологии	1	2
689	это будет	1	2
690	но еще	1	2
691	внимание на	7	2
692	принадлежности к	1	2
693	первый раз	2	2
694	для которой	1	2
695	бытия не	1	2
696	по мнению	2	2
697	и сама	2	2
698	человеческого опыта	3	2
699	но напротив	1	2
700	с другими	1	2
701	о ком	1	2
702	не обладает	1	2
703	не от	1	2
704	стремится к	1	2
705	мой взгляд	1	2
706	и притом	3	2
707	но он	2	2
708	на несостоявшееся	1	2
709	от тех	1	2
710	героя с	2	2
711	быть только	1	2
712	тому что	4	2
713	не остается	1	2
714	человек и	2	2
715	лишь на	1	2
716	такова что	3	2
717	человек в	3	2
718	так сказать	4	2
719	а только	1	2
720	как сказано	1	2
721	бы в	2	2
722	войне и	2	2
723	повестях белкина	1	2
724	превращаясь в	1	2
725	не означает	1	2
726	данный момент	1	2
727	в исторической	1	2
728	это прежде	1	2
729	нового времени	2	2
730	например мы	3	2
731	не тот	1	2
732	с легкой	1	2
733	способ существования	1	2
734	самому себе	1	2
735	для художника	1	2
736	действительной жизнью	1	2
737	если б	1	2
738	но зато	4	2
739	одно и	2	2
740	может мыслиться	1	2
741	из нас	3	2
742	как известно	3	2
743	того кто	2	2
744	не наиболее	1	2
745	личного бытия	2	2
746	дамы с	7	2
747	в толпе	1	2
748	и каждый	1	2
749	ключевая роль	1	2
750	что может	2	2
751	в общем	1	2
752	своего героя	1	2
753	всю жизнь	1	2
754	субъектов жизни	2	2
755	и по	3	2
756	в воспринимающем	3	2
757	здесь мы	1	2
758	в него	2	2
759	случае это	1	2
760	чем и	2	2
761	и чужого	2	2
762	чтобы не	1	2
763	оставляя за	1	2
764	и ее	3	2
765	принципиальная особенность	1	2
766	как теперь	1	2
767	однако и	5	2
768	от сознания	2	2
769	та же	2	2
770	иначе говоря	14	2
771	как с	1	2
772	с действительной	1	2
773	героя в	6	2
774	жизненной позиции	2	2
775	была бы	1	2
776	со своим	2	2
777	что они	1	2
778	сердца и	1	2
779	никак не	5	2
780	он на	1	2
781	нашего времени	1	2
782	различного рода	3	2
783	то был	1	2
784	из существеннейших	1	2
785	для них	2	2
786	рецептивного сознаний	1	2
787	оказывается можно	1	2
788	мог стать	1	2
789	воспринимающем сознании	1	2
790	оно не	4	2
791	с этого	1	2
792	не более	1	2
793	прошлое и	1	2
794	значение в	1	2
795	не поддается	1	2
796	его сознания	1	2
797	можно назвать	2	2
798	евгения онегина	1	2
799	к его	5	2
800	с ними	5	2
801	каждого из	2	2
802	который не	2	2
803	состоит как	1	2
804	при всех	1	2
805	и было	1	2
806	перед нами	9	2
807	к той	1	2
808	полной мере	1	2
809	для друга	2	2
810	это и	2	2
811	в прозе	4	2
812	и более	2	2
813	открывая перед	1	2
814	есть от	1	2
815	своей собственной	2	2
816	в историю	1	2
817	не любил	1	2
818	в значительной	1	2
819	из этих	6	2
820	с которой	1	2
821	и теперь	1	2
822	могло быть	2	2
823	для нее	2	2
824	и ему	1	2
825	я а	1	2
826	есть одновременно	1	2
827	он как	1	2
828	от других	1	2
829	существования в	1	2
830	более архаичному	1	2
831	и наоборот	1	2
832	а лишь	1	2
833	им в	1	2
834	креативного и	1	2
835	вот этот	1	2
836	свое существование	1	2
837	автора в	2	2
838	для читателя	1	2
839	из рассказа	2	2
840	но мы	1	2
841	адресата в	1	2
842	собой но	1	2
843	впервые в	1	2
844	мог бы	1	2
845	начиная с	3	2
846	не за	1	2
847	своего я	2	2
848	может оказаться	2	2
849	лев толстой	2	2
850	то она	1	2
851	всякий раз	2	2
852	сомневается в	1	2
853	между писателем	1	2
854	со словом	1	2
855	у них	1	2
856	теперь уже	1	2
857	повествование о	1	2
858	в художественных	3	2
859	текста в	4	2
860	жизни но	3	2
861	ответ на	6	2
862	тот кому	1	2
863	ему в	2	2
864	произведения как	1	2
865	на три	1	2
866	в первый	1	2
867	теперь как	5	2
868	который бы	1	2
869	мы имеем	6	2
870	на роль	2	2
871	не для	1	2
872	бы на	1	2
873	имя и	1	2
874	участия в	2	2
875	себя самого	1	2
876	в преодолении	1	2
877	в зеркале	2	2
878	несет в	1	2
879	раз в	4	2
880	в присутствии	2	2
881	откровения в	1	2
882	что к	1	2
883	этом не	1	2
884	чем он	3	2
885	и где	1	2
886	в последнем	1	2
887	во внешнем	1	2
888	о жизни	2	2
889	во внутренний	1	2
890	художника и	1	2
891	мира а	1	2
892	и без	1	2
893	нас к	1	2
894	есть в	1	2
895	восприниматься как	2	2
896	при таком	1	2
897	своего существования	2	2
898	по словам	2	2
899	в авторском	1	2
900	в такой	1	2
901	собственной жизни	2	2
902	позиции субъекта	1	2
903	должен быть	1	2
904	а он	1	2
905	как все	2	2
906	и другого	1	2
907	жизнь и	1	2
908	от первого	4	2
909	и самого	3	2
910	в будущем	1	2
911	в полной	1	2
912	в таком	4	2
913	а как	2	2
914	оно в	1	2
915	в поле	3	2
916	всю свою	2	2
917	могут служить	2	2
918	она не	2	2
919	я напротив	1	2
920	к цели	1	2
921	как замечает	2	2
922	его не	1	2
923	бытия однако	1	2
924	в акте	1	2
925	дело не	3	2
926	сознания так	1	2
927	социокультурный феномен	1	2
928	исследования в	1	2
929	что касается	3	2
930	тексте не	1	2
931	нужно было	1	2
932	принципе не	1	2
933	люди с	1	2
934	в нашей	1	2
935	жизнь есть	1	2
936	в xix	1	2
937	с кем	1	2
938	в большинстве	1	2
939	собственно говоря	3	2
940	все та	1	2
941	полагал что	1	2
942	эту тему	1	2
943	со своими	3	2
944	для такого	1	2
945	присутствие в	2	2
946	только по	1	2
947	этом и	5	2
948	внутреннего пространства	1	2
949	начала жизни	1	2
950	слова в	4	2
951	бытия и	1	2
952	глазами и	1	2
953	этой ситуации	1	2
954	являют собой	1	2
955	впоследствии в	2	2
956	своей индивидуальности	1	2
957	очевидным образом	2	2
958	в лице	1	2
959	не можем	2	2
960	что на	4	2
961	к такого	1	1
962	к подлинному	1	1
963	является в	1	1
964	система ценностей	1	1
965	надежда на	1	1
966	она сама	2	1
967	системой ценностей	1	1
968	мире а	1	1
969	и сестер	1	1
970	ней не	1	1
971	в момент	1	1
972	только что	4	1
973	глубоких и	1	1
974	и продукт	1	1
975	жизнь свою	1	1
976	которые не	1	1
977	и постоянство	1	1
978	о.м фрейденберг	1	1
979	за исключением	1	1
980	своей единичностью	1	1
981	по лужам	1	1
982	случае мы	1	1
983	без исключения	1	1
984	дело с	4	1
985	души человеческой	1	1
986	не меньшей	1	1
987	в ряде	2	1
988	поскольку перед	1	1
989	эта новая	1	1
990	о них	5	1
991	и служат	1	1
992	в некую	1	1
993	именно она	1	1
994	уже достигнутой	1	1
995	она уже	1	1
996	конца не	1	1
997	строго говоря	2	1
998	человек есть	1	1
999	какой бы	1	1
1000	говорит о	3	1
1001	сам автор	1	1
1002	проникновения в	2	1
1003	что человек	1	1
1004	которое может	2	1
1005	нас в	2	1
1006	с той	2	1
1007	и вторая	1	1
1008	извне и	1	1
1009	литературная классика	1	1
1010	жизненное поведение	1	1
1011	от классического	1	1
1012	бы перед	1	1
1013	перед сном	1	1
1014	героя о	1	1
1015	чужому я	1	1
1016	не несет	2	1
1017	под оболочкой	1	1
1018	в состав	5	1
1019	из многочисленных	1	1
1020	случае следует	1	1
1021	данности и	1	1
1022	всей ее	1	1
1023	что слово	1	1
1024	отметим что	1	1
1025	отсутствии у	1	1
1026	основывается на	1	1
1027	собственно художественной	1	1
1028	людей и	2	1
1029	я героя	1	1
1030	установки на	1	1
1031	предполагает в	1	1
1032	более или	2	1
1033	значение это	1	1
1034	часто именуют	1	1
1035	и жестами	1	1
1036	две другие	1	1
1037	обращением к	1	1
1038	самоопределение человека	1	1
1039	он остается	1	1
1040	на свой	1	1
1041	но все	1	1
1042	ни одна	1	1
1043	чтобы тотчас	1	1
1044	и личного	2	1
1045	существования на	1	1
1046	людей а	1	1
1047	естественно не	1	1
1048	слова с	1	1
1049	художественности однако	1	1
1050	которое по	1	1
1051	женщин низшей	1	1
1052	чтобы обрести	1	1
1053	к другим	1	1
1054	том или	1	1
1055	мира это	1	1
1056	самому и	1	1
1057	приобретает характер	1	1
1058	в наиболее	2	1
1059	это позиция	1	1
1060	имеет место	4	1
1061	он лишается	1	1
1062	себе с	1	1
1063	страдает и	1	1
1064	смерть как	1	1
1065	итоговая мысль	1	1
1066	от первой	2	1
1067	их в	4	1
1068	в цепи	1	1
1069	настаивает на	1	1
1070	другому как	1	1
1071	ему по	1	1
1072	по определению	3	1
1073	смерть в	1	1
1074	смысловом поле	1	1
1075	эффективным средством	1	1
1076	на стенах	1	1
1077	лица в	1	1
1078	или ином	1	1
1079	человеческой речи	1	1
1080	обращения к	1	1
1081	адресат а	2	1
1082	кристаллизуется в	1	1
1083	духовной реальности	1	1
1084	сердце не	1	1
1085	искусство слова	1	1
1086	матери и	5	1
1087	и стал	2	1
1088	связано с	2	1
1089	истины о	1	1
1090	или несколькими	2	1
1091	в кино	2	1
1092	с этим	1	1
1093	организатор коммуникативного	1	1
1094	не тождественна	1	1
1095	лет назад	1	1
1096	рассказ о	1	1
1097	ситуации в	3	1
1098	для автора	2	1
1099	человека так	1	1
1100	полноценным участником	1	1
1101	некоторые из	1	1
1102	у такого	1	1
1103	при условии	1	1
1104	прошлого опыта	1	1
1105	не могли	1	1
1106	когда на	1	1
1107	и взаимодействия	1	1
1108	немало иных	1	1
1109	его жизни	5	1
1110	сознаний и	1	1
1111	которой он	4	1
1112	повествование в	1	1
1113	чем за	1	1
1114	героя словно	1	1
1115	в пределе	2	1
1116	имеет право	1	1
1117	всегда может	1	1
1118	говорящего как	1	1
1119	с адресатом	1	1
1120	от боли	1	1
1121	не достаточно	1	1
1122	студента ивана	1	1
1123	классика xix	1	1
1124	оказывается и	2	1
1125	жизнь а	1	1
1126	должны ее	1	1
1127	но эти	1	1
1128	адресата и	1	1
1129	и неизбежно	1	1
1130	сказать изнутри	1	1
1131	на ее	2	1
1132	я субъекта	1	1
1133	собственного текста	1	1
1134	настолько что	1	1
1135	сути дела	2	1
1136	из их	1	1
1137	этот текст	1	1
1138	имея в	1	1
1139	уже было	1	1
1140	узнаем о	1	1
1141	и событие	3	1
1142	нашем случае	1	1
1143	себя со	1	1
1144	героини и	2	1
1145	но они	4	1
1146	людей то	1	1
1147	встречи с	4	1
1148	финале рассказа	1	1
1149	может служить	5	1
1150	втором случае	1	1
1151	остается прежним	1	1
1152	анну сергеевну	2	1
1153	кризис в	1	1
1154	в различных	1	1
1155	в строгом	3	1
1156	и когда	3	1
1157	это интерсубъективная	1	1
1158	внимания к	1	1
1159	его знакомых	1	1
1160	иной природы	1	1
1161	от лица	1	1
1162	в не	1	1
1163	и взаимодействие	1	1
1164	и три	1	1
1165	или чаще	1	1
1166	о художественной	1	1
1167	угла зрения	2	1
1168	собственному признанию	1	1
1169	это весьма	2	1
1170	казалось что	2	1
1171	переход от	2	1
1172	из всех	1	1
1173	по которой	1	1
1174	словно бы	1	1
1175	наряду с	2	1
1176	наиболее существенным	1	1
1177	ее как	1	1
1178	ментальных оснований	1	1
1179	от повествователя	1	1
1180	современного ребенка	1	1
1181	этого рассказа	1	1
1182	такая же	1	1
1183	языка как	1	1
1184	на него	4	1
1185	к которому	1	1
1186	отсюда столь	1	1
1187	ибо жизнь	1	1
1188	сколь и	1	1
1189	в зависимости	3	1
1190	функционирующего в	1	1
1191	не умеет	1	1
1192	письма однако	1	1
1193	приобщения к	1	1
1194	которым в	1	1
1195	реализуется в	1	1
1196	впрочем как	1	1
1197	звучат не	1	1
1198	истинный адресат	1	1
1199	говорит сам	1	1
1200	на предмет	1	1
1201	человеку и	1	1
1202	тут же	1	1
1203	что даже	1	1
1204	человек будучи	1	1
1205	говорят героя	1	1
1206	на котором	1	1
1207	понятие о	1	1
1208	возникает и	2	1
1209	весьма значимая	1	1
1210	поистине не	2	1
1211	в системе	1	1
1212	ивана великопольского	2	1
1213	лет а	1	1
1214	покоя и	1	1
1215	оказались бы	1	1
1216	подлежит сомнению	1	1
1217	начало и	3	1
1218	и направляет	1	1
1219	от ее	1	1
1220	того о	2	1
1221	настаивая на	1	1
1222	сознаний не	1	1
1223	социальной адаптации	1	1
1224	провел с	1	1
1225	чужую личность	1	1
1226	создает эффект	3	1
1227	представить себе	3	1
1228	знания это	1	1
1229	есть выражение	1	1
1230	ее и	1	1
1231	события а	1	1
1232	диалога глухих	1	1
1233	той мере	1	1
1234	и автор	1	1
1235	для героини	1	1
1236	словно из	1	1
1237	от окружающего	1	1
1238	личности а	1	1
1239	здесь нет	1	1
1240	и читатель	3	1
1241	жить в	1	1
1242	х гг	2	1
1243	как для	2	1
1244	не принадлежит	1	1
1245	об одном	2	1
1246	собой в	1	1
1247	теперь же	1	1
1248	эту минуту	1	1
1249	это открытие	1	1
1250	эти столь	1	1
1251	а далее	1	1
1252	в образе	1	1
1253	второй план	1	1
1254	утверждает что	2	1
1255	знакомых и	1	1
1256	что при	1	1
1257	вненаходимости относительно	1	1
1258	рассказа оказывается	1	1
1259	опоры в	2	1
1260	этот финальный	1	1
1261	он однако	1	1
1262	этом втором	1	1
1263	смысла этот	1	1
1264	братьев и	1	1
1265	девятнадцать веков	1	1
1266	что создает	2	1
1267	текст не	1	1
1268	в корне	1	1
1269	иного рода	2	1
1270	и второго	1	1
1271	до их	1	1
1272	в европейской	1	1
1273	оказывается всего	1	1
1274	уже говорилось	2	1
1275	богу не	1	1
1276	дискурс коммуникативное	1	1
1277	в следующем	2	1
1278	сознания ни	2	1
