N	2gram	Tiupa_Anal	Marksizm
318	в зависимости	1	4
319	во всей	1	4
320	к ее	1	4
321	из них	2	4
322	едва ли	4	4
323	наука об	1	4
324	внутренней жизни	1	4
325	влияние на	1	4
326	и он	1	4
327	она и	1	4
328	несмотря на	5	4
329	что все	2	4
330	не знает	4	4
331	в которой	3	4
332	именно здесь	2	4
333	одним из	3	4
334	что она	1	4
335	во внутренней	2	4
336	но ведь	1	4
337	при чтении	1	4
338	сознания как	1	4
339	но к	3	4
340	в устах	2	4
341	разрыв между	1	4
342	и речи	1	4
343	но при	2	4
344	между двумя	7	4
345	к этим	1	4
346	так что	3	4
347	все те	1	4
348	в тех	1	4
349	и тот	2	4
350	из этого	2	4
351	его к	3	4
352	независимо от	2	4
353	и особенно	4	4
354	от нее	1	4
355	внутреннего и	2	4
356	науке об	1	4
357	не могут	3	4
358	социального взаимодействия	1	4
359	значения и	1	4
360	к его	3	4
361	быть понято	1	4
362	подхода к	3	4
363	установкой на	3	4
364	нет ничего	2	4
365	первом случае	2	4
366	бы и	1	4
367	в становлении	1	4
368	автора и	4	4
369	слов и	2	4
370	и до	3	4
371	переход от	1	4
372	нет и	2	4
373	и то	4	4
374	только с	2	4
375	уже в	1	4
376	можно сказать	6	4
377	как она	1	4
378	или даже	3	4
379	к своему	2	4
380	войти в	1	4
381	выражение и	1	4
382	чужого языка	1	4
383	как он	4	4
384	одного из	4	4
385	и самого	3	4
386	выражения в	1	4
387	жизни и	1	4
388	в области	4	4
389	нуждается в	9	4
390	эти два	1	4
391	они являются	1	3
392	с героем	1	3
393	в применении	1	3
394	однако и	1	3
395	даже в	5	3
396	в своих	1	3
397	границы между	1	3
398	ко всем	2	3
399	для передачи	1	3
400	с тем	1	3
401	языка является	1	3
402	роль в	3	3
403	является для	1	3
404	на первый	1	3
405	определяется не	1	3
406	в речь	2	3
407	в действительности	2	3
408	контексте и	1	3
409	применении к	1	3
410	мы увидим	1	3
411	одной и	1	3
412	говорить о	3	3
413	значительной степени	1	3
414	не становится	3	3
415	постановка проблемы	1	3
416	места для	1	3
417	же слова	1	3
418	все без	1	3
419	науке о	2	3
420	с ним	6	3
421	друг с	2	3
422	в системе	1	3
423	мы видим	1	3
424	от автора	1	3
425	на протяжении	2	3
426	к себе	1	3
427	в году	1	3
428	тем не	3	3
429	в тот	1	3
430	там и	1	3
431	не о	3	3
432	прежде чем	2	3
433	или хотя	1	3
434	этом последнем	1	3
435	деле в	2	3
436	между собой	2	3
437	этом как	1	3
438	делает его	1	3
439	четкость и	1	3
440	действительности и	1	3
441	это вполне	1	3
442	данный момент	2	3
443	все остальные	1	3
444	более или	2	3
445	как это	5	3
446	одно и	2	3
447	не приходится	2	3
448	и та	2	3
449	по своей	6	3
450	могла бы	3	3
451	выходят за	2	3
452	и др	1	3
453	в достаточной	1	3
454	вне этого	1	3
455	и есть	3	3
456	в данный	2	3
457	в какой-то	1	3
458	были бы	1	3
459	не так	3	3
460	во втором	1	3
461	мы встречаем	1	3
462	его из	1	3
463	если он	1	3
464	как к	2	3
465	тогда когда	3	3
466	и при	1	3
467	учение о	1	3
468	из которых	4	3
469	имеет место	6	3
470	можно было	1	3
471	еще в	4	3
472	к которым	1	3
473	в которых	1	3
474	приводит к	2	3
475	со стороны	5	3
476	тема и	1	3
477	еще и	1	3
478	его и	3	3
479	в диалоге	2	3
480	то он	3	3
481	потому что	3	3
482	в мир	1	3
483	другого в	3	3
484	и той	1	3
485	самого героя	1	3
486	на этот	2	3
487	он может	2	3
488	здесь не	2	3
489	но если	1	3
490	данном контексте	1	3
491	но это	1	3
492	ответ на	3	3
493	что оно	1	3
494	они не	1	3
495	свидетельствует о	4	3
496	том числе	3	3
497	себя самого	2	3
498	для данной	1	3
499	чужих слов	2	3
500	с их	2	3
501	однако не	4	3
502	ведь это	2	3
503	этого рода	2	3
504	или иначе	2	3
505	в бытии	1	3
506	в ту	1	3
507	всякое высказывание	1	3
508	на все	2	3
509	в авторском	1	3
510	один и	1	3
511	только и	1	3
512	с другом	2	3
513	в виде	1	3
514	должен быть	6	3
515	или менее	2	3
516	одним и	1	3
517	не все	3	3
518	и по	2	3
519	этих двух	1	3
520	знакового материала	3	3
521	того или	3	3
522	человека в	1	3
523	совпадает с	6	3
524	также и	3	3
525	мы узнаем	2	3
526	с языком	1	3
527	в значительной	1	3
528	когда он	1	3
529	не с	8	3
530	не следует	6	3
531	числе и	1	3
532	со своими	1	3
533	и о	3	3
534	по законам	1	3
535	процессе его	1	3
536	все более	1	3
537	и только	1	3
538	само собой	1	3
539	в целом	9	3
540	или точнее	2	3
541	и тогда	3	3
542	мы наблюдаем	1	2
543	во всем	1	2
544	слова еще	1	2
545	есть вещь	2	2
546	для всех	1	2
547	мы это	1	2
548	автором и	2	2
549	возможно лишь	1	2
550	вообще не	2	2
551	к этой	1	2
552	его за	1	2
553	с этой	2	2
554	дело с	5	2
555	среда в	1	2
556	в разных	1	2
557	тем как	2	2
558	ощущается как	1	2
559	находится не	1	2
560	героя как	2	2
561	сознание говорящего	1	2
562	но по	1	2
563	мы и	1	2
564	не доказывает	1	2
565	говоря языком	1	2
566	в речи	3	2
567	превращается в	3	2
568	исходить из	1	2
569	том или	4	2
570	например в	1	2
571	в жизни	1	2
572	его на	1	2
573	к самому	2	2
574	в собственном	3	2
575	их в	1	2
576	а именно	3	2
577	не ощущается	2	2
578	диалога в	1	2
579	языка по	1	2
580	лица в	1	2
581	или ином	4	2
582	отличается от	3	2
583	почти все	1	2
584	теории высказывания	1	2
585	языка то	1	2
586	и сознание	1	2
587	широком смысле	2	2
588	так например	2	2
589	искусство и	2	2
590	во внешнем	4	2
591	во все	1	2
592	было в	1	2
593	и взаимодействия	1	2
594	введено в	1	2
595	первого лица	1	2
596	этом мы	1	2
597	знаковый материал	1	2
598	сознания в	4	2
599	же касается	1	2
600	нашем случае	3	2
601	не об	1	2
602	и выражение	1	2
603	для данного	3	2
604	а между	1	2
605	тем самым	9	2
606	не совпадает	1	2
607	принадлежит не	1	2
608	не вполне	2	2
609	не что	5	2
610	ничего что	1	2
611	из виду	3	2
612	к ним	1	2
613	него не	1	2
614	такая же	1	2
615	на него	3	2
616	от них	1	2
617	в противном	1	2
618	от себя	4	2
619	коем случае	2	2
620	лишь при	4	2
621	не просто	2	2
622	они могут	1	2
623	то о	1	2
624	крайней мере	4	2
625	и речь	1	2
626	и во	3	2
627	всего в	3	2
628	ее и	1	2
629	собой и	1	2
630	имеют место	2	2
631	и всей	1	2
632	об одном	1	2
633	она в	1	2
634	в идеологическую	1	2
635	в состоянии	1	2
636	какого рода	1	2
637	быть в	1	2
638	ведь есть	1	2
639	есть его	1	2
640	отношения к	4	2
641	далеко за	1	2
642	и за	3	2
643	иными словами	1	2
644	для них	1	2
645	тому же	6	2
646	языка ведь	1	2
647	но он	1	2
648	что его	1	2
649	по аналогии	1	2
650	место лишь	3	2
651	и всего	2	2
652	не остается	2	2
653	эти три	1	2
654	между прочим	1	2
655	в психике	2	2
656	быть ничего	1	2
657	зрения и	1	2
658	его жизни	1	2
659	себе и	1	2
660	а только	1	2
661	в чем	2	2
662	что как	3	2
663	всех своих	1	2
664	остается в	2	2
665	всей их	1	2
666	здесь как	1	2
667	точкой зрения	1	2
668	могли бы	2	2
669	а с	3	2
670	если оно	1	2
671	того в	1	2
672	не он	1	2
673	не поддающийся	1	2
674	эти слова	1	2
675	зрения в	2	2
676	характерны для	1	2
677	высказывание принадлежит	1	2
678	соединении с	1	2
679	где в	1	2
680	даже не	2	2
681	также не	1	2
682	этом смысле	3	2
683	в современной	1	2
684	выделения и	1	2
685	и отличается	1	2
686	сведена к	1	2
687	культуры и	1	2
688	его как	3	2
689	она приобретает	1	2
690	это делает	1	2
691	но прежде	1	2
692	всех сторон	1	2
693	не значит	1	2
694	в первой	2	2
695	или может	1	2
696	образом в	1	2
697	в общем	1	2
698	согласно учению	1	2
699	или иного	3	2
700	во время	1	2
701	всех этих	2	2
702	случае это	2	2
703	так или	1	2
704	слова до	1	2
705	собственном смысле	1	2
706	позиция говорящего	1	2
707	в частности	32	2
708	такие и	1	2
709	как необходимый	1	2
710	та же	1	2
711	оно и	1	2
712	как с	1	2
713	чужой и	1	2
714	была бы	4	2
715	поэтому в	1	2
716	второй части	1	2
717	высказывания или	1	2
718	из сказанного	1	2
719	оно не	1	2
720	этого процесса	1	2
721	сами по	3	2
722	объекта изучения	1	2
723	конечно и	1	2
724	оказывается в	2	2
725	то на	1	2
726	есть лишь	1	2
727	между которыми	1	2
728	ни о	3	2
729	смысла и	3	2
730	заключается в	2	2
731	с целью	2	2
732	языку не	1	2
733	части нашей	1	2
734	одно слово	1	2
735	имеет дело	1	2
736	в романе	2	2
737	речевого потока	2	2
738	времени не	2	2
739	каждое высказывание	1	2
740	и соответственно	5	2
741	как о	2	2
742	никто не	3	2
743	себя и	5	2
744	бы не	3	2
745	ему и	1	2
746	как системе	2	2
747	по крайней	4	2
748	а язык	1	2
749	к конкретным	1	2
750	он же	1	2
751	творческий акт	2	2
752	что мы	3	2
753	и если	2	2
754	к чужой	1	2
755	явления и	1	2
756	быть не	3	2
757	и второй	1	2
758	тех пор	1	2
759	для нее	2	2
760	и вся	1	2
761	к своим	1	2
762	вступает в	4	2
763	в совершенно	1	2
764	идет об	1	2
765	каждый из	3	2
766	известной степени	1	2
767	и служит	1	2
768	принадлежит к	1	2
769	за пределами	3	2
770	автором в	2	2
771	в сознании	6	2
772	до известной	1	2
773	мышление в	1	2
774	в самой	1	2
775	исключительно в	1	2
776	уже с	1	2
777	жизни но	3	2
778	к индивидуальному	1	2
779	в коем	2	2
780	данном случае	3	2
781	зависит от	1	2
782	в художественной	1	2
783	оно само	1	2
784	одна и	1	2
785	в целое	1	2
786	к истории	1	2
787	в литературе	4	2
788	о нем	4	2
789	что с	1	2
790	в широком	4	2
791	же не	3	2
792	а все	1	2
793	возможно только	1	2
794	иметь место	2	2
795	сказать не	1	2
796	существует как	1	2
797	который как	1	2
798	виду что	1	2
799	это возможно	1	2
800	указывает на	1	2
801	между собою	1	2
802	сама по	1	2
803	с той	2	2
804	виде в	1	2
805	есть в	4	2
806	противном случае	1	2
807	мира и	1	2
808	она по	1	2
809	ли не	1	2
810	как единой	1	2
811	по его	2	2
812	первой части	2	2
813	это было	1	2
814	пока не	1	2
815	на его	4	2
816	которого только	1	2
817	и внутренней	1	2
818	со всех	1	2
819	принадлежит только	2	2
820	до тех	1	2
821	с первым	1	2
822	и субъективной	1	2
823	его не	1	2
824	одну из	2	2
825	пор пока	1	2
826	другой в	1	2
827	живой язык	1	2
828	во второй	3	2
829	нового времени	1	2
830	с установкой	1	2
831	останавливаться на	1	2
832	смысл его	3	2
833	идет о	1	2
834	как их	1	2
835	сохраняет свою	1	2
836	в понимании	1	2
837	иное как	6	2
838	времена и	1	2
839	определить как	1	2
840	самого автора	1	2
841	все возможные	1	2
842	и наконец	2	2
843	что один	1	1
844	в центре	3	1
845	и называет	1	1
846	быть по	1	1
847	речи то	1	1
848	отвечает на	2	1
849	себе внимание	1	1
850	говоря уже	1	1
851	этого в	1	1
852	по временам	1	1
853	не сводимую	1	1
854	становления мысли	1	1
855	литературные произведения	1	1
856	исходя из	5	1
857	иной форме	1	1
858	и имеет	1	1
859	граница между	1	1
860	случае мы	1	1
861	всего может	1	1
862	анализа как	1	1
863	вещи и	1	1
864	же хотя	1	1
865	случае не	2	1
866	рад был	1	1
867	в следующих	1	1
868	может служить	3	1
869	или нет	1	1
870	которой в	1	1
871	строго говоря	3	1
872	в большей	1	1
873	говорит о	5	1
874	и репликами	1	1
875	любой язык	1	1
876	не являются	2	1
877	лишь одной	3	1
878	или иному	2	1
879	собственную речь	1	1
880	требует от	1	1
881	одно из	2	1
882	и другими	2	1
883	же году	1	1
884	его от	3	1
885	близки к	1	1
886	бы с	2	1
887	с собой	1	1
888	же эти	1	1
889	и повсюду	1	1
890	определяется и	1	1
891	между автором	1	1
892	читателя и	1	1
893	как образ	1	1
894	по пути	1	1
895	эстетической деятельности	4	1
896	него столь	1	1
897	и сам	4	1
898	равно как	1	1
899	героя которому	1	1
900	знаки и	1	1
901	мысль о	2	1
902	эта граница	1	1
903	конечном счете	5	1
904	к другим	2	1
905	места и	1	1
906	ибо ему	1	1
907	прощается с	1	1
908	единого и	1	1
909	в соответствии	2	1
910	только через	2	1
911	обладает своим	1	1
912	обоих случаях	2	1
913	нам уже	1	1
914	наш взгляд	6	1
915	речевых актов	2	1
916	не изнутри	1	1
917	он произносит	2	1
918	собой не	2	1
919	слова часто	2	1
920	в художественном	4	1
921	только для	3	1
922	его что	1	1
923	как более	1	1
924	большей или	4	1
925	человека есть	1	1
926	понимаемого высказывания	1	1
927	прочим и	1	1
928	речи например	1	1
929	речь идет	2	1
930	выходит далеко	1	1
931	свою собственную	1	1
932	играть в	1	1
933	себя свою	1	1
934	общий знаменатель	1	1
935	свой смысл	1	1
936	все их	1	1
937	понимание и	1	1
938	при анализе	1	1
939	высказывание остается	1	1
940	а вместе	1	1
941	пока высказывание	1	1
942	уже готовой	1	1
943	при всей	4	1
944	нам не	2	1
945	собою не	1	1
946	ориентирована в	1	1
947	рассказ о	3	1
948	было не	1	1
949	при наличии	3	1
950	в первую	1	1
951	реальность языка	1	1
952	его внутренний	1	1
953	со своей	2	1
954	в противовес	3	1
955	героя или	1	1
956	при условии	1	1
957	моменты и	1	1
958	порядок в	1	1
959	конечно далеко	1	1
960	и такие	1	1
961	на части	1	1
962	отвечая на	1	1
963	которой он	1	1
964	личность а	1	1
965	раз и	2	1
966	речевого акта	1	1
967	сознании его	1	1
968	так для	1	1
969	речевой такт	2	1
970	значимости в	1	1
971	сфере это	1	1
972	познания и	1	1
973	в противоположность	4	1
974	органическое единство	1	1
975	имеет в	1	1
976	не должен	2	1
977	ничто не	2	1
978	продолжает жить	1	1
979	особенности же	1	1
980	при рассмотрении	4	1
981	но то	1	1
982	отрыве от	2	1
983	и продукт	1	1
984	без меня	1	1
985	она получает	1	1
986	не всегда	4	1
987	уже о	1	1
988	в два	2	1
989	переставая быть	1	1
990	существенное значение	1	1
991	как совокупность	2	1
992	данной сфере	1	1
993	уже было	1	1
994	отношения не	1	1
995	должна была	2	1
996	в него	1	1
997	об отношении	1	1
998	мы лишим	1	1
999	втором случае	1	1
1000	художественный смысл	2	1
1001	обращаясь к	2	1
1002	этой речи	1	1
1003	для своей	1	1
1004	от своей	1	1
1005	высказывания есть	1	1
1006	всякого сомнения	1	1
1007	субъекту и	1	1
1008	два направления	1	1
1009	от лица	1	1
1010	будучи в	1	1
1011	его собственной	1	1
1012	и остается	1	1
1013	принадлежащих к	1	1
1014	или говоря	1	1
1015	это единство	1	1
1016	приходят к	1	1
1017	в замкнутом	1	1
1018	своего языка	1	1
1019	неотделима от	2	1
1020	и конкретном	1	1
1021	с самим	3	1
1022	этом она	1	1
1023	тех случаях	1	1
1024	в основу	1	1
1025	он служит	1	1
1026	автор как	1	1
1027	еще одна	3	1
1028	входят в	1	1
1029	этом контексте	2	1
1030	приобщения к	1	1
1031	на того	1	1
1032	и своих	1	1
1033	толстого или	1	1
1034	целое то	1	1
1035	оно представляет	1	1
1036	воли и	4	1
1037	науки или	1	1
1038	что именно	2	1
1039	однажды в	1	1
1040	элементов не	1	1
1041	по поводу	4	1
1042	на котором	3	1
1043	она есть	2	1
1044	их жизни	1	1
1045	сказанному и	1	1
1046	и субъективная	1	1
1047	и иной	1	1
1048	или лучше	1	1
1049	ориентирован на	1	1
1050	начало и	1	1
1051	та и	1	1
1052	и существеннее	1	1
1053	представить себе	1	1
1054	не происходит	1	1
1055	только не	6	1
1056	есть выражение	1	1
1057	за свой	1	1
1058	той реальности	1	1
1059	новейшее время	1	1
1060	по природе	4	1
1061	то оно	1	1
1062	сам автор	1	1
1063	обратно в	1	1
1064	личности а	2	1
1065	менее в	1	1
1066	как нам	1	1
1067	колеблется между	1	1
1068	сознания с	1	1
1069	в драме	2	1
1070	для реализации	1	1
1071	но отнюдь	2	1
1072	на том	1	1
1073	такого рода	6	1
1074	внимание на	3	1
1075	следует сказать	1	1
1076	этом фоне	1	1
1077	стороны или	1	1
1078	а и	1	1
1079	на единой	1	1
1080	не должна	1	1
1081	между элементами	1	1
1082	поэтому всякое	1	1
1083	перевести в	1	1
1084	что самая	1	1
1085	это слово	1	1
1086	говорения в	1	1
1087	иного рода	4	1
1088	внешнего мира	2	1
1089	отношения между	2	1
1090	и сознания	1	1
1091	особенно если	1	1
1092	в конечном	6	1
1093	первая часть	1	1
1094	как чужая	1	1
1095	чужой для	1	1
1096	или не	2	1
1097	воспринимается как	1	1
1098	в разные	1	1
1099	в несколько	1	1
1100	от тех	1	1
1101	не сделав	1	1
1102	утрачивает свою	2	1
1103	качестве фактора	1	1
1104	знаков а	1	1
1105	и приводит	1	1
1106	в изложении	2	1
1107	может осуществляться	1	1
1108	на себя	5	1
1109	быть только	1	1
1110	значение лишь	1	1
1111	внутреннюю речь	1	1
1112	я и	8	1
1113	с одним	1	1
1114	указанных двух	1	1
1115	человек и	2	1
1116	как говорит	3	1
1117	можем мы	1	1
1118	же оно	1	1
1119	я не	2	1
1120	это рефлексия	1	1
1121	звучит как	1	1
1122	встречается в	1	1
1123	опираются на	3	1
1124	человек в	3	1
1125	в мире	14	1
1126	в пределы	1	1
1127	место и	1	1
1128	но когда	1	1
1129	данный человек	1	1
1130	герой в	1	1
1131	а его	1	1
1132	часть вторая	2	1
1133	речь самого	2	1
1134	отдельные слова	1	1
1135	текста но	4	1
1136	представляется нам	1	1
1137	своих героях	1	1
1138	однако при	3	1
1139	речь его	1	1
1140	материальная вещь	1	1
1141	в себя	8	1
1142	и всякого	1	1
1143	свое определение	1	1
1144	в эту	3	1
1145	могло бы	1	1
1146	вопроса о	4	1
1147	я был	1	1
1148	на которую	2	1
1149	целостность и	2	1
1150	вещь но	1	1
1151	от чужого	1	1
1152	всякое понимание	1	1
1153	внешней и	1	1
1154	только ему	1	1
1155	все иные	1	1
1156	образом с	1	1
1157	однако так	1	1
1158	и быть	1	1
1159	конфликт с	1	1
1160	сознания а	1	1
1161	не сводится	2	1
1162	автора или	2	1
1163	не означает	2	1
1164	на этом	4	1
1165	к предмету	4	1
1166	предполагает что	1	1
1167	личность в	4	1
1168	положения в	1	1
1169	он ничего	1	1
1170	или во	1	1
1171	и синтаксически	1	1
1172	чтобы он	1	1
1173	за порогом	1	1
1174	и процессы	2	1
1175	спор в	1	1
1176	природе своей	3	1
1177	и третья	1	1
1178	являются для	1	1
1179	под последними	1	1
1180	с какой	1	1
1181	как человек	1	1
1182	искать объективные	1	1
1183	его внутренней	1	1
1184	понимать и	1	1
1185	языком и	1	1
1186	в ответ	2	1
1187	решительно и	1	1
1188	это по	1	1
1189	непременно должны	1	1
1190	однако эта	1	1
1191	на нем	1	1
1192	личность и	1	1
1193	мы внесем	1	1
1194	для человека	2	1
1195	становится на	1	1
1196	главного героя	3	1
1197	других людей	2	1
1198	в приведенном	1	1
1199	себя на	1	1
1200	знаками же	1	1
1201	акт воли	1	1
1202	проникнуть в	1	1
1203	не способна	1	1
1204	и другая	1	1
1205	известно по	1	1
1206	с целым	1	1
1207	не сами	2	1
1208	мы по	1	1
1209	или иное	1	1
1210	равной степени	2	1
1211	работы на	1	1
1212	как известно	4	1
1213	или меньшей	4	1
1214	он в	5	1
1215	одного сознания	2	1
1216	однако в	4	1
1217	что для	1	1
1218	мысли как	1	1
1219	под определенным	1	1
1220	сущности это	1	1
1221	это приводит	1	1
1222	над их	1	1
1223	методологическое положение	1	1
1224	о его	5	1
1225	в синтаксисе	1	1
1226	лучше сказать	1	1
1227	мы будем	1	1
1228	теми же	2	1
1229	которая на	1	1
1230	в силу	4	1
1231	бы быть	3	1
1232	бы оно	1	1
1233	особой формы	1	1
1234	если они	2	1
1235	к живому	1	1
1236	не ее	1	1
1237	процесса и	1	1
1238	время он	1	1
1239	бы ни	2	1
1240	на место	3	1
1241	друзьями и	1	1
1242	переживание вполне	1	1
1243	вышедших из	1	1
1244	понимая под	1	1
1245	к внутреннему	3	1
1246	его восприятия	1	1
1247	тексте а	1	1
1248	для чего	2	1
1249	с идеей	1	1
1250	в один	4	1
1251	дает ему	1	1
1252	и объективная	1	1
1253	как индивидуальное	1	1
1254	еще одно	1	1
1255	познания в	1	1
1256	лишь по	1	1
1257	в составе	2	1
1258	в статье	1	1
1259	тех лингвистических	1	1
1260	как теперь	1	1
1261	мире и	2	1
1262	совершенно очевидна	1	1
1263	первую очередь	1	1
1264	связи и	1	1
1265	и будет	1	1
1266	функция данного	1	1
1267	существования и	2	1
1268	от сознания	1	1
1269	и устойчивые	1	1
1270	кто говорит	1	1
1271	за ним	2	1
1272	приближается к	1	1
1273	отношению ко	1	1
1274	субъективной стороной	1	1
1275	для русской	1	1
1276	полноту и	1	1
1277	если в	3	1
1278	что герой	1	1
1279	своего собственного	2	1
1280	его с	1	1
1281	анализа не	2	1
1282	на ее	1	1
1283	ним и	2	1
1284	связан с	1	1
1285	и должно	1	1
1286	говорит нам	1	1
1287	говорящего по	1	1
1288	говорит и	2	1
1289	хх века	1	1
1290	художественного творчества	2	1
1291	ни единого	1	1
1292	романа в	4	1
1293	наибольший интерес	1	1
1294	и души	1	1
1295	сам по	1	1
