N	2gram	Losev_Dial	Formalny
293	ее в	3	6
294	как таковая	5	6
295	так в	2	6
296	нисколько не	4	6
297	его не	3	6
298	в частности	3	6
299	тем самым	3	6
300	искусства и	1	6
301	отношение к	1	6
302	такой же	1	6
303	тому что	5	6
304	случае в	1	5
305	с этой	7	5
306	даже в	1	5
307	с необходимостью	1	5
308	от этих	2	5
309	в виду	12	5
310	как они	1	5
311	равно как	2	5
312	в мире	2	5
313	и истории	4	5
314	перестает быть	2	5
315	можно сказать	5	5
316	в котором	2	5
317	то это	9	5
318	вопрос о	9	5
319	должно было	1	5
320	и формы	2	5
321	как на	6	5
322	в нашем	1	5
323	к которому	1	5
324	как от	1	5
325	она есть	17	5
326	к нему	4	5
327	всего в	2	5
328	то в	5	5
329	не останется	1	5
330	хотя и	9	5
331	не от	2	5
332	что не	8	5
333	учения о	2	5
334	а только	2	5
335	видения и	1	5
336	мы можем	3	5
337	мы уже	6	5
338	или же	3	5
339	не приходится	2	5
340	и что	21	5
341	не могла	1	5
342	оценка и	1	5
343	этом смысле	1	5
344	целом и	1	5
345	его как	6	5
346	друг другу	1	5
347	и по	2	5
348	а как	2	5
349	в него	2	5
350	не так	1	5
351	в отношении	1	5
352	что оно	9	5
353	ни о	8	5
354	показать что	1	5
355	даже не	8	5
356	не имеет	18	5
357	да и	4	5
358	ни на	5	5
359	то он	1	5
360	бы и	2	5
361	то и	5	5
362	как например	2	5
363	ни взяли	1	5
364	в отличие	1	5
365	одной из	3	5
366	в самой	1	5
367	и то	7	5
368	тому чтобы	3	5
369	для нас	2	5
370	однако не	2	5
371	становления и	3	5
372	и эта	1	5
373	виду что	2	5
374	на все	1	5
375	в такой	1	5
376	в условиях	2	5
377	отличие от	2	5
378	она должна	3	5
379	тому как	5	5
380	мы должны	1	5
381	от того	9	5
382	же в	2	5
383	может и	3	5
384	не можем	3	5
385	значением в	1	4
386	что было	2	4
387	от него	2	4
388	мы и	4	4
389	возможно лишь	1	4
390	можно и	6	4
391	к этой	2	4
392	ни стало	1	4
393	исторического процесса	2	4
394	от одного	2	4
395	все дело	1	4
396	или на	2	4
397	исходить из	1	4
398	имеет место	1	4
399	он является	1	4
400	позитивизмом и	1	4
401	эта связь	1	4
402	только как	7	4
403	но даже	4	4
404	в каких	2	4
405	превращается в	6	4
406	самого начала	1	4
407	в основу	1	4
408	на него	1	4
409	во всей	1	4
410	одна из	4	4
411	на котором	2	4
412	едва ли	2	4
413	все в	3	4
414	в некоторых	3	4
415	а наоборот	1	4
416	тем не	10	4
417	что такое	25	4
418	и этим	3	4
419	нового и	1	4
420	бы к	2	4
421	от тех	1	4
422	очевидно что	1	4
423	в таком	15	4
424	конце концов	1	4
425	тогда когда	9	4
426	место и	1	4
427	и следовательно	2	4
428	жизнь не	2	4
429	понятий и	1	4
430	всех своих	1	4
431	в целях	4	4
432	в лучшем	2	4
433	не будет	5	4
434	содержания и	1	4
435	в учении	1	4
436	этот вопрос	1	4
437	или иное	4	4
438	истории и	6	4
439	он в	1	4
440	что для	5	4
441	не значит	5	4
442	и чем	1	4
443	чтобы не	4	4
444	в романе	1	4
445	и сами	2	4
446	однако и	1	4
447	та же	5	4
448	был бы	2	4
449	нем как	1	4
450	подобно тому	5	4
451	как не	4	4
452	е как	2	4
453	мы говорим	4	4
454	это время	1	4
455	нет в	1	4
456	к другому	2	4
457	думать что	3	4
458	совпадает с	2	4
459	идет о	1	4
460	наконец в	1	4
461	так чтобы	4	4
462	его нельзя	1	4
463	со всей	1	4
464	отношении к	1	4
465	целый ряд	3	4
466	знаем что	1	4
467	никаких оснований	1	4
468	тот или	2	4
469	и во	3	4
470	но именно	1	4
471	только при	1	4
472	и о	9	4
473	но если	11	4
474	он должен	3	4
475	данной эпохи	1	4
476	исполнения и	1	4
477	пришли к	1	4
478	сам он	1	4
479	зависит от	4	4
480	не для	1	4
481	о нем	6	4
482	здесь в	1	4
483	что каждый	1	4
484	слово в	2	4
485	в ином	1	4
486	все остальное	4	4
487	или в	4	4
488	или иначе	2	4
489	как абстрактной	1	4
490	сама по	11	4
491	и тех	2	4
492	с самого	1	4
493	и притом	10	4
494	но при	1	4
495	такое понимание	2	4
496	тех же	2	4
497	как он	4	4
498	же что	1	4
499	только то	2	4
500	к ней	1	4
501	и тогда	6	4
502	лучшем случае	2	4
503	не к	1	4
504	во всем	5	3
505	для всех	1	3
506	и очень	1	3
507	ровно ничего	9	3
508	это значит	29	3
509	правда это	1	3
510	время не	1	3
511	остановиться на	1	3
512	самом же	1	3
513	в одном	3	3
514	литература но	1	3
515	из ее	3	3
516	исторического развития	1	3
517	но что	11	3
518	ни одна	1	3
519	теперь мы	4	3
520	субъективное сознание	1	3
521	она является	1	3
522	из всего	1	3
523	и должен	1	3
524	в точном	2	3
525	а именно	7	3
526	предмета и	1	3
527	в это	4	3
528	на первый	4	3
529	а что	6	3
530	во все	1	3
531	было в	2	3
532	ничто не	2	3
533	не всегда	3	3
534	как совокупность	1	3
535	это было	5	3
536	сознания в	2	3
537	из себя	3	3
538	но они	3	3
539	не об	1	3
540	ни одного	2	3
541	ней и	1	3
542	в контексте	1	3
543	они должны	1	3
544	точка зрения	5	3
545	не то	3	3
546	и значением	1	3
547	лишь тогда	1	3
548	или наоборот	1	3
549	мы видим	4	3
550	не выходит	1	3
551	внимание на	1	3
552	именно для	1	3
553	души и	3	3
554	в качестве	1	3
555	и через	1	3
556	зрения самого	1	3
557	но как	3	3
558	как таковым	2	3
559	но он	3	3
560	одно а	2	3
561	и чисто	6	3
562	быть только	2	3
563	вещей и	6	3
564	и именно	1	3
565	становится и	2	3
566	совсем другое	1	3
567	в чем	11	3
568	что как	1	3
569	вопроса о	1	3
570	от них	1	3
571	не сводится	1	3
572	и самые	1	3
573	от характера	1	3
574	не дает	1	3
575	ту же	1	3
576	так что	11	3
577	что эта	2	3
578	не просто	20	3
579	она была	3	3
580	никакого отношения	5	3
581	жизнь как	1	3
582	культуры и	2	3
583	приходим к	1	3
584	это приводит	1	3
585	их к	1	3
586	всех сторон	1	3
587	что жизнь	2	3
588	вне ее	1	3
589	можно только	5	3
590	к такому	1	3
591	никак нельзя	1	3
592	и этот	1	3
593	с такой	1	3
594	смысле слова	1	3
595	и при	4	3
596	и из	2	3
597	фактов и	3	3
598	никак не	3	3
599	от этой	1	3
600	целое и	2	3
601	со всеми	2	3
602	так или	2	3
603	во что	5	3
604	имеет значение	1	3
605	с таким	1	3
606	могло не	1	3
607	сами эти	2	3
608	если это	2	3
609	можно назвать	3	3
610	от чего	7	3
611	в которых	1	3
612	том смысле	1	3
613	влияния на	1	3
614	том как	2	3
615	этом условии	2	3
616	чтобы убедиться	1	3
617	на их	1	3
618	в каком	9	3
619	на своем	1	3
620	пр но	1	3
621	ничего общего	2	3
622	в словах	1	3
623	перед нами	5	3
624	но оно	2	3
625	все они	1	3
626	этого они	1	3
627	не дают	1	3
628	это понятие	3	3
629	из системы	1	3
630	и если	5	3
631	учение об	1	3
632	это то	1	3
633	это только	1	3
634	явления и	4	3
635	для нее	1	3
636	что уже	3	3
637	каждый из	1	3
638	форма и	3	3
639	только здесь	1	3
640	он может	2	3
641	же он	2	3
642	то или	4	3
643	часто и	1	3
644	тот же	1	3
645	или другой	1	3
646	этого термина	1	3
647	вся эта	1	3
648	находятся в	1	3
649	мы мыслим	3	3
650	нас не	1	3
651	для всякого	1	3
652	то мы	3	3
653	сознания и	5	3
654	возможно только	7	3
655	представлять себе	1	3
656	с их	4	3
657	или иной	4	3
658	о каком	1	3
659	и другое	2	3
660	вообще не	3	3
661	есть только	13	3
662	к своему	1	3
663	со своей	1	3
664	на его	1	3
665	тем более	5	3
666	метод и	1	3
667	же деле	1	3
668	первый план	4	3
669	что является	1	3
670	иногда и	1	3
671	когда он	3	3
672	е в	4	3
673	не с	1	3
674	в науке	3	3
675	эпохи и	1	3
676	же самое	1	3
677	или точнее	1	3
678	и вне	3	3
679	а часто	1	3
680	и прежде	6	3
681	говорить об	2	3
682	на то	5	3
683	мира в	1	3
684	вне этих	1	3
685	бытия в	2	3
686	и обратно	1	3
687	именно это	2	3
688	и совершенно	2	3
689	что на	3	3
690	в чисто	2	3
691	в понятии	2	3
692	себе а	2	3
693	в непрерывном	1	3
694	все что	3	2
695	в душе	1	2
696	говоря уже	6	2
697	только один	1	2
698	в последнее	2	2
699	в общий	1	2
700	или нет	8	2
701	же относятся	1	2
702	о чем	2	2
703	строго говоря	2	2
704	и иное	1	2
705	говорит о	5	2
706	это учение	3	2
707	и само	3	2
708	природы или	2	2
709	и необходимости	5	2
710	это определение	1	2
711	не сможет	1	2
712	связь с	1	2
713	их не	3	2
714	положения в	1	2
715	ко всем	1	2
716	спрашивается что	1	2
717	явно не	1	2
718	именно и	1	2
719	о мире	1	2
720	из нее	2	2
721	вывести из	1	2
722	от всего	6	2
723	представление о	3	2
724	от всякого	5	2
725	само собою	1	2
726	его на	3	2
727	в собственном	3	2
728	только через	1	2
729	вещей в	1	2
730	даже просто	1	2
731	может существовать	4	2
732	мы только	3	2
733	но почему	2	2
734	в природе	5	2
735	тем или	3	2
736	история в	2	2
737	смысла как	1	2
738	при помощи	6	2
739	только теперь	2	2
740	тогда не	2	2
741	относиться к	1	2
742	так если	1	2
743	теперь эта	1	2
744	теорией и	1	2
745	не могли	1	2
746	или другим	3	2
747	предмет на	1	2
748	говорить не	3	2
749	понятия в	1	2
750	этому понятию	1	2
751	научной мысли	1	2
752	уже о	7	2
753	в этот	3	2
754	поэтому мы	1	2
755	момент этой	1	2
756	одной и	4	2
757	самый факт	1	2
758	его именно	1	2
759	естественно и	2	2
760	так то	5	2
761	точке зрения	1	2
762	с другим	2	2
763	на наших	1	2
764	этих последних	3	2
765	же они	2	2
766	эти вопросы	1	2
767	находится в	2	2
768	без того	3	2
769	что она	13	2
770	нее самой	1	2
771	момент в	1	2
772	нет никаких	3	2
773	и входит	1	2
774	но самый	1	2
775	но так	2	2
776	какое бы	1	2
777	себя в	3	2
778	и становится	2	2
779	этого и	1	2
780	пусть и	1	2
781	указать на	1	2
782	как для	1	2
783	что человек	1	2
784	лишь о	1	2
785	несмотря на	2	2
786	тогда и	2	2
787	обычно не	2	2
788	а ведь	1	2
789	и нужно	2	2
790	и сама	6	2
791	этом понятии	1	2
792	они в	1	2
793	же такое	3	2
794	слово есть	1	2
795	есть еще	4	2
796	чем в	2	2
797	или не	10	2
798	не знает	4	2
799	ее от	2	2
800	прежде чем	2	2
801	но совершенно	2	2
802	говорить лишь	1	2
803	изменения и	3	2
804	и хорошо	2	2
805	конечно такое	2	2
806	когда говорят	1	2
807	лишь на	1	2
808	не требуется	1	2
809	от одной	1	2
810	того если	1	2
811	внести в	1	2
812	отличии от	1	2
813	и влияние	1	2
814	от предмета	1	2
815	а для	2	2
816	той или	3	2
817	вопрос об	3	2
818	и мир	1	2
819	самом предмете	1	2
820	и понимаем	1	2
821	если действительно	1	2
822	не понимают	1	2
823	его развития	1	2
824	или к	2	2
825	данный момент	2	2
826	творца и	1	2
827	в философии	1	2
828	принципов и	1	2
829	чтобы он	1	2
830	науки а	1	2
831	что его	5	2
832	сюда же	2	2
833	все то	1	2
834	и судьба	2	2
835	и чтобы	2	2
836	явления в	1	2
837	языком и	1	2
838	на нем	3	2
839	одно и	6	2
840	и та	4	2
841	но только	7	2
842	иметь в	3	2
843	в нас	2	2
844	бы уже	1	2
845	также не	3	2
846	европейского искусства	1	2
847	однако в	1	2
848	общего с	1	2
849	но есть	1	2
850	только так	2	2
851	все стороны	1	2
852	эпохи в	1	2
853	о ней	3	2
854	и есть	24	2
855	жизни с	2	2
856	необходимо чтобы	1	2
857	иной раз	3	2
858	же мы	5	2
859	при всем	5	2
860	на место	1	2
861	значит что	29	2
862	это становление	1	2
863	есть система	1	2
864	и нельзя	1	2
865	итак ни	1	2
866	в единство	1	2
867	conditio sine	1	2
868	для самого	1	2
869	были бы	2	2
870	нет а	1	2
871	собственном смысле	1	2
872	и возможно	1	2
873	даны в	1	2
874	как с	2	2
875	этот закон	1	2
876	мы приходим	1	2
877	почти не	1	2
878	этого понятия	1	2
879	но она	4	2
880	на первом	1	2
881	поэтому совершенно	1	2
882	тогда он	1	2
883	уже нельзя	1	2
884	это уже	2	2
885	уже говорить	1	2
886	они только	1	2
887	в другой	2	2
888	из того	2	2
889	или иная	3	2
890	отдельных частей	1	2
891	постольку поскольку	1	2
892	нет никакого	10	2
893	очень много	3	2
894	и вполне	1	2
895	его формы	1	2
896	от их	1	2
897	начинается с	1	2
898	где же	4	2
899	с ними	3	2
900	особого рода	3	2
901	этой точки	4	2
902	конечно и	2	2
903	их и	1	2
904	заключается в	3	2
905	то оно	1	2
906	нет он	1	2
907	допустим что	16	2
908	быть даже	1	2
909	другой как	1	2
910	исключительно как	1	2
911	далеко не	1	2
912	и так	2	2
913	и просто	1	2
914	совершенно естественно	1	2
915	существует не	2	2
916	можно утверждать	2	2
917	никто не	4	2
918	как чисто	2	2
919	основные моменты	1	2
920	о какой	1	2
921	возникает вопрос	1	2
922	друг от	1	2
923	жизни мы	1	2
924	того на	1	2
925	ни к	3	2
926	всей его	2	2
927	всем этом	2	2
928	а если	5	2
929	где нет	1	2
930	не объясняет	2	2
931	мира как	1	2
932	искусство только	1	2
933	и вот	13	2
934	не должно	2	2
935	sine qua	1	2
936	не должны	1	2
937	он просто	4	2
938	только тогда	7	2
939	что если	5	2
940	и вся	1	2
941	или иных	2	2
942	то от	1	2
943	говорят что	3	2
944	не потому	2	2
945	имеем в	1	2
946	или вообще	3	2
947	переход от	1	2
948	к ним	1	2
949	только одна	3	2
950	е она	1	2
951	вообще ни	1	2
952	предмета в	1	2
953	глубже чем	1	2
954	лучше всего	1	2
955	к миру	1	2
956	на этот	1	2
957	или более	1	2
958	именно этот	1	2
959	только потому	4	2
960	и нет	9	2
961	из него	1	2
962	во времени	1	2
963	мы еще	2	2
964	жизни не	1	2
965	действительно существует	1	2
966	жизни но	1	2
967	одних и	2	2
968	или просто	1	2
969	и всякий	4	2
970	смысле что	1	2
971	связанных с	1	2
972	ни с	4	2
973	то я	1	2
974	нему и	1	2
975	отлично от	7	2
976	мы имеем	3	2
977	образ и	1	2
978	и принципиально	1	2
979	или с	1	2
980	других областях	1	2
981	а все	1	2
982	таком случае	11	2
983	первом плане	1	2
984	социальной среды	1	2
985	все равно	5	2
986	в виде	11	2
987	ведь это	2	2
988	но с	1	2
989	что ни	1	2
990	от друга	1	2
991	пределах одной	1	2
992	что будет	1	2
993	в силу	5	2
994	и начинается	1	2
995	они могли	2	2
996	не те	1	2
997	продолжает существовать	1	2
998	на тему	1	2
999	что этот	3	2
1000	и без	4	2
1001	отнесены и	1	2
1002	возможно и	1	2
1003	можно будет	1	2
1004	говорят о	2	2
1005	что мы	10	2
1006	однако это	2	2
1007	мира и	3	2
1008	а иногда	1	2
1009	последнее время	2	2
1010	именно эта	1	2
1011	в каждой	1	2
1012	бы совершенно	1	2
1013	что сегодня	3	2
1014	явлений как	1	2
1015	мере в	3	2
1016	этих двух	1	2
1017	не говоря	6	2
1018	в такие	1	2
1019	конечно это	1	2
1020	тут только	1	2
1021	со всех	1	2
1022	и эти	2	2
1023	только к	3	2
1024	пр в	2	2
1025	ибо они	2	2
1026	же это	4	2
1027	перестал бы	1	2
1028	всю свою	1	2
1029	и ни	3	2
1030	ту или	1	2
1031	дело не	2	2
1032	бы например	1	2
1033	выйти за	3	2
1034	с нею	1	2
1035	хорошо но	2	2
1036	выражение как	1	2
1037	и жизни	8	2
1038	сама она	2	2
1039	человека и	2	2
1040	и всякая	2	2
1041	всем этим	1	2
1042	ведь мы	1	2
1043	и явления	1	2
1044	особенно ярко	1	2
1045	в лице	1	2
1046	и самой	2	2
1047	во многом	1	2
1048	та или	4	2
1049	и позитивизм	2	2
1050	исторически и	1	2
1051	познание и	1	2
1052	вещах и	3	2
1053	становлении и	1	2
1054	происходит в	1	2
1055	очень трудно	1	2
1056	тех или	6	2
1057	в эти	1	2
1058	смысла но	1	2
1059	смысле мы	1	2
1060	ведь и	3	2
1061	если она	4	2
1062	есть не	11	2
1063	жизнью и	1	2
1064	мы наблюдаем	1	1
1065	более не	2	1
1066	они имеют	1	1
1067	всего это	2	1
1068	где для	1	1
1069	говорит здесь	1	1
1070	и уже	5	1
1071	не утверждаем	2	1
1072	законы и	1	1
1073	из сторон	1	1
1074	религии и	1	1
1075	как готика	1	1
1076	этого в	1	1
1077	не нужна	1	1
1078	факты и	4	1
1079	что всякая	1	1
1080	и труднее	1	1
1081	историческом развитии	1	1
1082	вещи в	3	1
1083	ней не	2	1
1084	когда ему	1	1
1085	логика и	3	1
1086	быть никаких	1	1
1087	мыслить и	4	1
1088	и способен	1	1
1089	и имеет	1	1
1090	quaternio terminorum	1	1
1091	не меньше	2	1
1092	только вещь	1	1
1093	с самим	1	1
1094	этом заключается	1	1
1095	таковая совершенно	1	1
1096	вещи и	3	1
1097	в разных	2	1
1098	и оправдание	1	1
1099	но тем	1	1
1100	сколько и	1	1
1101	существенной и	1	1
1102	если нет	6	1
1103	бы определением	1	1
1104	оно отрицает	1	1
1105	потому не	1	1
1106	нас в	3	1
1107	науке и	1	1
1108	обязательна но	1	1
1109	одно из	8	1
1110	важный момент	1	1
1111	о нарушении	2	1
1112	qua non	1	1
1113	говорить что	4	1
1114	именно эти	1	1
1115	как таковых	2	1
1116	чистым и	1	1
1117	есть результат	2	1
1118	и которые	1	1
1119	подлинно исторические	1	1
1120	первый принцип	1	1
1121	по-видимому и	1	1
1122	вещей как	2	1
1123	чтобы в	1	1
1124	и энергий	1	1
1125	основ и	1	1
1126	причем эта	1	1
1127	в духе	1	1
1128	это должно	1	1
1129	в мифе	18	1
1130	новое время	1	1
1131	формы их	1	1
1132	этой цели	1	1
1133	в живописи	1	1
1134	вот что	1	1
1135	своим словесным	1	1
1136	и сам	1	1
1137	жизнь в	2	1
1138	как одна	1	1
1139	на такой	1	1
1140	каким образом	1	1
1141	науку об	1	1
1142	самого принципа	2	1
1143	не хотят	1	1
1144	и абсолютно	3	1
1145	из самых	3	1
1146	форму и	1	1
1147	всем своем	1	1
1148	именно о	3	1
1149	тела а	2	1
1150	ведет к	1	1
1151	том же	1	1
1152	и требует	1	1
1153	явления что	1	1
1154	мы получаем	1	1
1155	когда это	1	1
1156	стороны в	1	1
1157	один знает	1	1
1158	опытом и	2	1
1159	всего с	1	1
1160	существует лишь	1	1
1161	самая эта	1	1
1162	и вместе	1	1
1163	ту которая	1	1
1164	на эти	1	1
1165	здесь именно	2	1
1166	в порядке	1	1
1167	одновременно и	1	1
1168	документах и	1	1
1169	е об	1	1
1170	оказалось что	2	1
1171	в абстрактное	1	1
1172	через все	1	1
1173	становления в	1	1
1174	смыслу или	1	1
1175	истории становится	1	1
1176	лежать в	1	1
1177	почти все	1	1
1178	ними как	1	1
1179	от поэзии	2	1
1180	диалектического материализма	1	1
1181	сомнению но	1	1
1182	у достоевского	1	1
1183	этой стороны	1	1
1184	свою собственную	2	1
1185	признаков в	1	1
1186	отца и	2	1
1187	только что	7	1
1188	конечно гораздо	1	1
1189	в себя	4	1
1190	нем нет	3	1
1191	как только	5	1
1192	искусство и	1	1
1193	потому она	1	1
1194	все их	1	1
1195	уж подавно	2	1
1196	мы с	1	1
1197	надо все	1	1
1198	а вместе	1	1
1199	и образ	1	1
1200	самой же	2	1
1201	эта точка	1	1
1202	нам не	1	1
1203	такая подмена	1	1
1204	его структуре	1	1
1205	на природу	1	1
1206	самостоятельный и	1	1
1207	не предполагает	2	1
1208	в центр	1	1
1209	не существует	10	1
1210	ее смысловой	1	1
1211	жизнь для	1	1
1212	говорить как	1	1
1213	всего и	3	1
1214	при условии	5	1
1215	и прочие	1	1
1216	находит в	1	1
1217	осуществляется в	2	1
1218	становлении в	1	1
1219	всего этот	1	1
1220	новых точек	1	1
1221	вне его	1	1
1222	ясное и	1	1
1223	и который	1	1
1224	вовсе ничего	1	1
1225	без рассмотрения	1	1
1226	сам не	2	1
1227	своей природе	1	1
1228	быть сама	1	1
1229	данного явления	4	1
1230	представления о	1	1
1231	когда будет	1	1
1232	это делается	1	1
1233	приходится говорить	1	1
1234	оказывается и	1	1
1235	художников и	1	1
1236	е о	3	1
1237	из жизни	1	1
1238	тело и	5	1
1239	каждая часть	1	1
1240	вот почему	3	1
1241	и действия	1	1
1242	и той	4	1
1243	и положения	1	1
1244	можем считать	1	1
1245	просто говорить	1	1
1246	для себя	2	1
1247	если так	3	1
1248	она еще	2	1
1249	мы все	1	1
1250	объекта следовательно	1	1
1251	и диалектически	3	1
1252	не имеем	3	1
1253	о них	1	1
1254	конечно чисто	1	1
1255	и когда	4	1
1256	приходит к	1	1
1257	людей и	2	1
1258	есть объект	5	1
1259	и была	1	1
1260	нельзя остановиться	1	1
1261	вообще но	2	1
1262	чистом виде	1	1
1263	науку и	1	1
1264	самого понятия	1	1
1265	уже и	3	1
1266	не вполне	2	1
1267	то как	5	1
1268	явление но	2	1
1269	можно ли	6	1
1270	не что	6	1
1271	как оно	1	1
1272	глубину и	1	1
1273	как таковую	3	1
1274	и еще	1	1
1275	в чистом	1	1
1276	об абсолютной	1	1
1277	всегда и	4	1
1278	на ней	1	1
1279	друг на	1	1
1280	исторических фактов	1	1
1281	как ограниченное	1	1
1282	ее поэтому	1	1
1283	необходимостью вытекает	1	1
1284	не становится	1	1
1285	живой жизни	1	1
1286	рассматривать с	1	1
1287	во всякой	2	1
1288	без всякого	2	1
1289	из слова	1	1
1290	будет зависеть	1	1
1291	наряду с	1	1
1292	социальные и	1	1
1293	разрушать и	1	1
1294	ведь во	1	1
1295	смысле не	4	1
1296	образом как	1	1
1297	такая же	1	1
1298	сущности и	6	1
1299	то чем	1	1
1300	миф и	5	1
1301	это отличие	1	1
1302	ли она	1	1
1303	что все	16	1
1304	входят в	1	1
1305	но никак	1	1
1306	не умеет	2	1
