N	2gram	Nazirov_Tv	VrazhdaK
215	в этой	7	2
216	в нашей	2	2
217	мая года	1	2
218	человека с	2	2
219	при помощи	4	2
220	тогда как	3	2
221	он писал	2	2
222	а в	10	2
223	достоевский всегда	1	2
224	и а	1	2
225	к ним	1	2
226	отношение к	1	2
227	этот роман	2	2
228	уже не	6	2
229	году в	3	2
230	из них	4	2
231	печати и	1	2
232	в себе	3	2
233	что я	4	2
234	лишних людей	1	2
235	в глазах	2	2
236	не может	9	2
237	место в	6	2
238	с которым	2	2
239	столь же	2	2
240	том же	3	2
241	этот рассказ	1	2
242	тем более	1	2
243	одна из	5	2
244	году и	1	2
245	в роман	3	2
246	за год	1	2
247	об этой	1	2
248	м м	19	2
249	время он	2	2
250	он сам	8	2
251	в эти	1	2
252	отнюдь не	9	2
253	но это	10	2
254	во время	2	2
255	не мог	3	2
256	в него	2	2
257	и ее	1	2
258	а н	1	2
259	пришел к	2	2
260	никогда не	13	2
261	души и	2	1
262	жизнь его	2	1
263	к сожалению	1	1
264	своего рода	7	1
265	в самом	6	1
266	эпизод не	1	1
267	и писатель	1	1
268	вскоре в	1	1
269	в могиле	1	1
270	белые ночи	3	1
271	то в	2	1
272	как к	2	1
273	связан с	4	1
274	в преступлении	12	1
275	так и	5	1
276	достоевский говорит	1	1
277	преступления и	6	1
278	что они	3	1
279	сам факт	1	1
280	в литературе	4	1
281	которой обычно	1	1
282	для всех	1	1
283	до сих	1	1
284	и рассказы	3	1
285	имя которого	1	1
286	в душе	4	1
287	один из	5	1
288	анекдоты и	1	1
289	на воздух	5	1
290	еще раз	1	1
291	можно говорить	1	1
292	и этот	1	1
293	этого в	1	1
294	приближается к	1	1
295	войне и	2	1
296	вышла в	1	1
297	это такая	1	1
298	париже в	1	1
299	выясняется что	1	1
300	шатов в	1	1
301	уверенности что	1	1
302	и резкое	1	1
303	хочет быть	1	1
304	и наказание	5	1
305	в петербурге	5	1
306	с героем	1	1
307	к маленькому	1	1
308	достоевский с	2	1
309	только что	2	1
310	показал г	1	1
311	не слишком	1	1
312	если в	3	1
313	записках из	6	1
314	юмор достоевского	2	1
315	рассматривать в	3	1
316	развитие в	1	1
317	окончательный текст	2	1
318	за которую	1	1
319	к этой	1	1
320	в основном	9	1
321	и уж	1	1
322	м бахтин	9	1
323	в зимних	1	1
324	хочет сделать	1	1
325	собой в	2	1
326	сколько в	1	1
327	призраках и	1	1
328	героев достоевского	7	1
329	в литературной	2	1
330	героя в	4	1
331	выступают как	1	1
332	что уже	1	1
333	он всегда	2	1
334	когда писатель	1	1
335	предположение что	1	1
336	он как	1	1
337	в твери	1	1
338	дает нам	1	1
339	еще более	3	1
340	стоит преувеличивать	1	1
341	предположить что	1	1
342	от которого	1	1
343	перед своим	1	1
344	из всех	5	1
345	считал тургенева	1	1
346	что это	1	1
347	хотя и	5	1
348	предположения о	1	1
349	а это	1	1
350	романа и	4	1
351	смерти отца	1	1
352	он и	1	1
353	романа в	1	1
354	и из	1	1
355	в ее	3	1
356	только не	1	1
357	того что	3	1
358	зимнего дворца	1	1
359	прямо в	2	1
360	этом он	2	1
361	с просьбой	1	1
362	книгу в	1	1
363	представляющий собой	1	1
364	в недрах	1	1
365	в окончательный	2	1
366	говорит о	3	1
367	романе достоевского	5	1
368	чем у	2	1
369	н майкову	1	1
370	от этой	1	1
371	в призраках	1	1
372	в качестве	2	1
373	в поэме	1	1
374	достоевский при	2	1
375	верит в	2	1
376	нас в	1	1
377	него в	2	1
378	восходящая к	1	1
379	сама жизнь	2	1
380	не являются	1	1
381	когда достоевский	1	1
382	и записки	2	1
383	и наказании	10	1
384	прежде всего	10	1
385	конце х	1	1
386	тогда же	1	1
387	никуда не	2	1
388	вошел в	1	1
389	ее и	2	1
390	разобраться в	1	1
391	роман в	1	1
392	с исторической	1	1
393	другой стороны	2	1
394	иными словами	2	1
395	мести он	1	1
396	которой достоевский	1	1
397	писал м	1	1
398	быть может	3	1
399	нет ничего	1	1
400	себе не	3	1
401	он заявил	1	1
402	уже говорилось	1	1
403	произведений достоевского	2	1
404	в этих	2	1
405	в инженерном	1	1
406	но на	1	1
407	он лишь	1	1
408	за это	1	1
409	третий раз	1	1
410	в их	5	1
411	о своем	1	1
412	все равно	1	1
413	романа достоевский	2	1
414	мы находим	2	1
415	лежал в	1	1
416	тому же	2	1
417	далее я	1	1
418	создания романа	2	1
419	бедные люди	2	1
420	без внимания	1	1
421	за что	1	1
422	литературу как	1	1
423	ф м	5	1
424	но с	1	1
425	и самые	1	1
426	первая часть	4	1
427	заметках о	1	1
428	искал в	1	1
429	надежды на	1	1
430	отразилась в	1	1
431	а между	1	1
432	крестьян и	1	1
433	в духе	6	1
434	в разные	1	1
435	возникший в	1	1
436	же с	10	1
437	далее он	1	1
438	в войне	1	1
439	а о	1	1
440	самим собой	4	1
441	наконец я	1	1
442	и сам	5	1
443	как по	2	1
444	в одном	3	1
445	их и	1	1
446	равно как	1	1
447	писателя для	1	1
448	о летних	2	1
449	ну что	1	1
450	что за	1	1
451	в другую	1	1
452	следует рассматривать	1	1
453	сердце и	2	1
454	его произведений	2	1
455	в будущее	1	1
456	еще в	3	1
457	преступление и	7	1
458	о своей	1	1
459	за человек	1	1
460	но не	7	1
461	из мертвого	1	1
462	сей день	2	1
463	в ту	4	1
464	в глубине	1	1
465	герои романа	1	1
466	как князь	1	1
467	приближаемся к	1	1
468	легенда о	4	1
469	петербурга и	2	1
470	именно в	6	1
471	из парижа	1	1
472	о смерти	1	1
473	уже на	1	1
474	эпохой романтизма	1	1
475	жизни и	3	1
476	в третий	1	1
477	что константин	1	1
478	представление о	9	1
479	в таком	4	1
480	героев и	4	1
481	в процессе	3	1
482	сюжета достоевский	1	1
483	в литературу	2	1
484	сходство с	1	1
485	в жизни	3	1
486	считать что	1	1
487	мы получаем	1	1
488	меня в	2	1
489	человек и	2	1
490	гоголя и	2	1
491	как говорит	1	1
492	преступлении и	10	1
493	но ведь	2	1
494	этого романа	1	1
495	ясно что	1	1
496	н м	4	1
497	не знал	2	1
498	как о	1	1
499	любви бедного	1	1
500	м достоевский	1	1
501	начинается с	1	1
502	в предисловии	1	1
503	творчеству достоевского	1	1
504	в соответствии	7	1
505	и достоевским	1	1
506	человек в	1	1
507	несравненно более	4	1
508	в бою	1	1
509	вряд ли	2	1
510	себя как	2	1
511	достоевского еще	1	1
512	такие же	1	1
513	не есть	2	1
514	вошедшая в	1	1
515	это время	2	1
516	между прочим	1	1
517	человеком в	1	1
518	не дают	2	1
519	одном из	2	1
520	молодого человека	1	1
521	и перед	1	1
522	город в	1	1
523	как в	10	1
524	дома и	1	1
525	них он	1	1
526	роль в	2	1
527	ли не	3	1
528	позиции тургенева	1	1
529	по своему	1	1
530	он ее	1	1
531	и я	2	1
532	по преимуществу	4	1
533	что никто	1	1
534	указывает н	1	1
535	сразу же	1	1
536	но у	5	1
537	отличается от	1	1
538	да и	1	1
539	известного русского	1	1
540	этом романе	2	1
541	ли он	1	1
542	художником а	1	1
543	в свете	3	1
544	о котором	2	1
545	том как	1	1
546	славянского съезда	1	1
547	веру в	3	1
548	это было	1	1
549	к вопросу	1	1
550	к своим	1	1
551	этой повести	1	1
552	не принимал	1	1
553	жития великого	1	1
554	случае о	1	1
555	многочисленны и	1	1
556	во сне	1	1
557	достоевского это	7	1
558	христианство с	1	1
559	не имеет	2	1
560	ничего общего	1	1
561	но мы	1	1
562	тем не	2	1
563	человеком и	1	1
564	что как	2	1
565	неожиданно для	1	1
566	их прототипы	1	1
567	сих пор	1	1
568	при виде	1	1
569	года и	4	1
570	совершенно прав	1	1
571	встрече с	1	1
572	в оскорблении	1	1
573	летних впечатлениях	2	1
574	в записках	7	1
575	не был	4	1
576	достоевскому он	1	1
577	с первого	1	1
578	время с	1	1
579	писал он	1	1
580	нашему мнению	9	1
581	дневника писателя	1	1
582	при полном	1	1
583	жизнь и	2	1
584	первый взгляд	1	1
585	достоевский пишет	1	1
586	этот мотив	1	1
587	с этим	2	1
588	еще один	1	1
589	во всех	2	1
590	человека к	2	1
591	сам же	1	1
592	романтизм подлости	1	1
593	до того	1	1
594	да я	2	1
595	во всяком	2	1
596	момент создания	1	1
597	это и	4	1
598	контраст между	1	1
599	и литературные	1	1
600	то он	1	1
601	№ он	1	1
602	и отчасти	3	1
603	во все	1	1
604	этих строк	1	1
605	письмах достоевского	1	1
606	достоевского был	1	1
607	того в	1	1
608	в полной	1	1
609	его судьбу	1	1
610	для создания	1	1
611	было в	2	1
612	ориентировался на	2	1
613	детали биографии	1	1
614	возвращается к	1	1
615	в мысли	2	1
616	не могли	2	1
617	писателя не	1	1
618	за достоевским	1	1
619	о забитой	1	1
620	что этот	2	1
621	с н	1	1
622	человека он	1	1
623	которой он	2	1
624	ли это	2	1
625	злостного неучастия	1	1
626	и конечное	1	1
627	как пример	1	1
628	к роману	4	1
629	ночей с	1	1
630	молодой человек	1	1
631	н ф	1	1
632	это как	4	1
633	и пригласил	1	1
634	действие в	1	1
635	реальные черты	1	1
636	на той	1	1
637	но при	1	1
638	потому что	10	1
639	традиции к	1	1
640	не знаю	1	1
641	но достоевский	2	1
642	все свои	1	1
643	живет в	3	1
644	в комедии	2	1
645	достоевского далеко	1	1
646	и и	1	1
647	д в	3	1
648	также и	1	1
649	одну из	1	1
650	совсем не	1	1
651	а россия	1	1
652	нельзя не	1	1
653	и любит	1	1
654	позволительно предположить	1	1
655	только как	2	1
656	человека как	2	1
657	отношение автора	2	1
658	более всего	2	1
659	в рассказе	4	1
660	конце жизни	1	1
661	забитой лошади	1	1
662	больше не	5	1
663	характер князя	1	1
664	к своей	1	1
665	он стал	2	1
666	для достоевского	5	1
667	я только	1	1
668	с героями	2	1
669	он ищет	1	1
670	в развитии	1	1
671	во второй	3	1
672	явился одним	1	1
673	существуют в	1	1
674	с помощью	1	1
675	романа это	2	1
676	в частности	4	1
677	не будет	2	1
678	одним словом	1	1
679	году когда	1	1
680	и лишь	2	1
681	никого не	1	1
682	но зато	3	1
683	героини и	1	1
684	с ненавистью	1	1
685	совпадают с	1	1
686	и их	2	1
687	любил и	1	1
688	говорить о	1	1
689	он хочет	1	1
690	что эта	1	1
691	отношении к	2	1
692	роману бесы	1	1
693	всех этих	1	1
694	хотя в	1	1
695	точно так	3	1
696	как он	1	1
697	один раз	1	1
698	человеческого достоинства	1	1
699	достоевский добивается	1	1
700	из героев	1	1
701	этой сцене	1	1
702	людей и	2	1
703	еще бы	1	1
704	вслед за	2	1
705	себя на	1	1
706	лишними людьми	1	1
707	этот факт	2	1
708	ту эпоху	2	1
709	вращался в	1	1
710	из пьесы	1	1
711	творчества достоевского	4	1
712	тем самым	10	1
713	мировой литературе	1	1
714	мертвого дома	2	1
715	даже поведение	1	1
716	и апреля	1	1
717	вот в	2	1
718	к людям	1	1
719	почти одновременно	1	1
720	о прототипе	1	1
721	в обоих	1	1
722	текущей истории	1	1
723	так он	1	1
724	человека и	6	1
725	а от	1	1
726	по сей	2	1
727	из записных	1	1
728	свою очередь	2	1
729	года на	1	1
730	через него	2	1
731	на свое	1	1
732	вне его	1	1
733	у которого	1	1
734	этот период	1	1
735	романе не	1	1
736	как известно	3	1
737	романа идиот	7	1
738	с другой	4	1
739	было бы	2	1
740	а тем	1	1
741	автора в	2	1
742	вячеслав иванов	1	1
743	вопросу о	1	1
744	которого у	1	1
745	что же	1	1
746	идиот и	2	1
747	вторая часть	1	1
748	с типом	1	1
749	среди них	1	1
750	как на	1	1
751	не совсем	1	1
752	соответствии с	7	1
753	себя в	3	1
754	у себя	1	1
755	известном смысле	2	1
756	и мире	2	1
757	я с	1	1
758	твери в	1	1
759	ее не	1	1
760	однако в	3	1
761	фурье во	1	1
762	в плане	4	1
763	что для	3	1
764	нападает на	1	1
765	освободительной эры	1	1
766	оба они	1	1
767	а вот	1	1
768	бы его	1	1
769	этой легенды	1	1
770	ключ к	1	1
771	той же	4	1
772	заключается в	1	1
773	говорилось выше	1	1
774	как правило	3	1
775	могут быть	4	1
776	прототипа ему	1	1
777	достоевский сумел	1	1
778	в канонический	1	1
779	м о	2	1
780	на пороге	1	1
781	не имел	1	1
782	сам в	1	1
783	его были	1	1
784	до конца	2	1
785	мнению достоевского	1	1
786	а одна	1	1
787	к которому	3	1
788	это отношение	1	1
789	в первой	4	1
790	есть по	1	1
791	и от	8	1
792	вышел в	1	1
793	и есть	2	1
794	в хозяйке	2	1
795	литературоведение давно	1	1
796	образа князя	1	1
797	во всей	2	1
798	на этот	3	1
799	алексей бобринский	1	1
800	от апреля	2	1
801	по крайней	4	1
802	всю жизнь	1	1
803	такой же	4	1
804	всегда считал	1	1
805	так это	1	1
806	в уме	1	1
807	года когда	2	1
808	достоевским как	3	1
809	герцена и	1	1
810	из этого	1	1
811	не стоит	1	1
812	ряд упоминаний	1	1
813	ним на	1	1
814	не все	2	1
815	от них	1	1
816	не лучше	1	1
817	времени а	2	1
818	дают оснований	1	1
819	инженерном училище	1	1
820	белых ночей	3	1
821	своим собственным	1	1
822	тут же	1	1
823	же это	1	1
824	философию подполья	1	1
825	всяком случае	2	1
826	автора к	1	1
827	в мировой	1	1
828	конце концов	1	1
829	уже по	1	1
830	друг друга	2	1
831	истории нравов	2	1
832	о великом	3	1
833	событий и	2	1
834	с ее	3	1
835	персонажей достоевского	1	1
836	всего романа	2	1
837	канонический текст	1	1
838	лишь один	1	1
839	разработки сюжета	1	1
840	же он	1	1
841	не просто	1	1
842	того же	2	1
843	период достоевский	1	1
844	глубине души	1	1
845	писателя за	1	1
846	реального прототипа	1	1
847	в целом	7	1
848	восходят к	1	1
849	как указывает	1	1
850	рядом деталей	1	1
851	типичен для	1	1
852	крайней мере	4	1
853	и сестра	1	1
854	свои собственные	1	1
855	едва ли	2	1
856	одного и	1	1
857	зимних заметках	1	1
858	и наконец	3	1
859	некоторые черты	1	1
860	в известной	4	1
861	ничего не	3	1
862	вплоть до	2	1
863	достоевского то	1	1
864	свободой и	1	1
865	и самый	1	1
866	человека но	3	1
867	поэтому он	1	1
868	к нему	1	1
869	более того	2	1
