N	3gram	Tiupa_Narr	slovoVRo
211	говорить не приходится	1	1
212	происходит напряженное взаимодействие	1	1
213	смешаны два высказывания	1	1
214	в последние десятилетия	1	1
215	историческом так и	1	1
216	сопротивление или поддержка	1	1
217	но и не	2	1
218	на территории почти	1	1
219	как один из	1	1
220	между тем это	1	1
221	к одному из	1	1
222	борьба своего и	1	1
223	жизни но и	1	1
224	социального охвата с	1	1
225	чужом для него	1	1
226	бесчисленными претендентами в	1	1
227	связи с этим	1	1
228	и иных форм	1	1
229	удачливыми с большей	1	1
230	высказывания происходит напряженное	1	1
231	до достоевского и	1	1
232	в герое нашего	1	1
233	в противном случае	1	1
234	меньшей широтою социального	1	1
235	его жизни и	1	1
236	как и на	1	1
237	или менее удачливыми	1	1
238	отмирающими чопорными языковыми	1	1
239	с той или	2	1
240	дело в том	2	1
241	как и все	1	1
242	как разноречивое становление	1	1
243	как раз в	3	1
244	подобно тому как	4	1
245	так же как	1	1
246	и его голос	1	1
247	каждого высказывания происходит	1	1
248	или меньшей широтою	1	1
249	разноречивое становление кишащее	1	1
250	и все его	1	1
251	оно не является	1	1
252	в своем собственном	1	1
253	тем или иным	2	1
254	она может быть	1	1
255	том случае если	1	1
256	идеологической сферой применения	1	1
257	и бывшими языками	1	1
258	к себе самому	3	1
259	как он сам	1	1
260	чем он был	1	1
261	времени начиная с	1	1
262	и потому не	1	1
263	широтою социального охвата	1	1
264	как сопротивление или	1	1
265	но с другой	1	1
