N	2gram	Bakhtin_Pr	RusskieA
544	необходимо еще	3	2
545	друг другу	1	2
546	по другим	1	2
547	в себе	10	2
548	с элементами	1	2
549	образом в	2	2
550	в заключение	4	2
551	в силу	1	2
552	для чего	1	2
553	в него	4	2
554	уходит в	1	2
555	в один	3	2
556	в одну	1	2
557	и особенно	3	2
558	на всю	1	2
559	и сами	1	2
560	от нее	1	2
561	и должны	1	2
562	это значение	1	2
563	и затем	1	2
564	в жизни	14	2
565	уже знаем	1	2
566	смертью и	2	2
567	о которой	1	2
568	в область	2	2
569	все то	4	2
570	можно согласиться	1	2
571	показать что	1	2
572	и действительно	3	2
573	будем останавливаться	1	2
574	к самым	1	2
575	и так	4	2
576	себя и	3	2
577	так называемая	2	2
578	при всех	2	2
579	характерна для	4	2
580	из своей	3	2
581	перед нами	17	2
582	совершенно не	4	2
583	не является	1	2
584	несколько иной	1	2
585	такую же	1	2
586	на некоторых	5	2
587	и если	4	2
588	относится к	1	2
589	и теперь	1	2
590	что если	1	2
591	с праздником	1	2
592	не могло	1	2
593	в дни	1	2
594	целый ряд	1	2
595	себя вне	1	2
596	литературы в	4	2
597	через него	1	2
598	с нею	1	2
599	на улице	1	2
600	который по	1	2
601	с его	4	2
602	к новой	1	2
603	иногда в	2	2
604	что есть	1	2
605	но оно	1	2
606	смерть и	2	2
607	но на	2	2
608	в более	5	2
609	значение в	4	2
610	они не	5	2
611	ни с	1	2
612	на тех	1	2
613	вероятно что	1	2
614	в могилах	1	2
615	и всегда	2	2
616	для него	1	2
617	особенно широко	1	2
618	этом отношении	1	2
619	как у	5	2
620	здесь в	11	2
621	из своих	3	2
622	особое значение	1	2
623	от своих	2	2
624	однако не	1	2
625	потом на	1	2
626	и непосредственно	1	2
627	которое могло	1	2
628	о характере	1	2
629	в другую	1	2
630	но эта	2	2
631	дело в	3	2
632	и начинается	1	2
633	это еще	2	2
634	нет надобности	1	2
635	очень много	1	2
636	в ряде	1	2
637	в равной	1	2
638	и без	4	2
639	этой цели	1	2
640	что им	1	2
641	до будущего	1	2
642	можно показать	1	2
643	с другом	6	2
644	а он	1	2
645	особенно в	7	2
646	и вообще	3	2
647	тем более	2	2
648	чтобы сделать	1	2
649	ко всему	1	2
650	обычно в	3	2
651	может иметь	1	2
652	же из	1	2
653	а как	4	2
654	и притом	2	2
655	к материалу	1	2
656	в частности	1	2
657	в начале	2	2
658	в пределах	8	2
659	останавливаться на	1	2
660	со смехом	2	2
661	и всех	1	2
662	известен в	1	2
663	как праздник	1	2
664	отношение к	14	2
665	идут к	1	2
666	этом и	1	2
667	а через	1	2
668	им не	1	2
669	за счет	1	2
670	и наконец	4	2
671	в той	2	1
672	местах как	1	1
673	что было	2	1
674	с которыми	1	1
675	в самом	7	1
676	с xvii	1	1
677	в центре	4	1
678	еще раз	6	1
679	между текстами	1	1
680	народов в	1	1
681	и очень	1	1
682	еще более	6	1
683	указывает на	2	1
684	никаких сомнений	1	1
685	рассказ о	2	1
686	от имени	1	1
687	прямо на	2	1
688	силой земли	1	1
689	см например	2	1
690	в применении	1	1
691	до самого	1	1
692	из всех	1	1
693	формы в	1	1
694	они уже	1	1
695	ее мы	1	1
696	сатира на	1	1
697	этот момент	1	1
698	его два	1	1
699	и был	1	1
700	или нет	1	1
701	одно это	1	1
702	отсюда как	1	1
703	поэтому они	1	1
704	те же	1	1
705	что дело	1	1
706	воплощенной в	1	1
707	если нет	1	1
708	него в	1	1
709	не являются	1	1
710	форма его	1	1
711	дается в	1	1
712	близки к	2	1
713	именно эти	1	1
714	что наш	1	1
715	не меняет	1	1
716	не бывает	1	1
717	по мере	3	1
718	исторического развития	1	1
719	в нижнем	1	1
720	на смену	1	1
721	границы между	1	1
722	в предыдущей	1	1
723	года этот	1	1
724	или во	1	1
725	когда еще	1	1
726	это должно	1	1
727	этого служат	1	1
728	вот что	2	1
729	относится и	1	1
730	и различные	1	1
731	и сам	1	1
732	наиболее полное	1	1
733	эти празднества	1	1
734	жизнь в	4	1
735	происходит не	1	1
736	в некотором	1	1
737	античности в	3	1
738	весь этот	1	1
739	форму и	1	1
740	мы и	4	1
741	но за	1	1
742	уже на	4	1
743	выражено в	1	1
744	другую сторону	2	1
745	земля и	1	1
746	вся его	1	1
747	смеха в	2	1
748	наблюдаем в	1	1
749	развития но	2	1
750	них таким	1	1
751	его на	1	1
752	но далеко	1	1
753	в собственном	3	1
754	всегда в	1	1
755	притом часто	1	1
756	одновременно и	5	1
757	прошлого в	1	1
758	можно это	2	1
759	происходят на	1	1
760	смерть в	2	1
761	но у	1	1
762	по своим	2	1
763	к своим	1	1
764	иной художественной	1	1
765	коснуться еще	1	1
766	а вместе	1	1
767	и смерти	3	1
768	в брак	1	1
769	и образ	1	1
770	верхом и	1	1
771	приведем еще	1	1
772	собою не	2	1
773	уже давно	1	1
774	целях и	1	1
775	века в	4	1
776	не могли	2	1
777	где-то в	1	1
778	именно такие	1	1
779	применении к	1	1
780	сам и	1	1
781	у кого-нибудь	1	1
782	хотя бы	6	1
783	этом мы	3	1
784	выходит из	2	1
785	в другом	1	1
786	по в	1	1
787	из жизни	1	1
788	очень широко	2	1
789	слово для	1	1
790	поэтому мы	1	1
791	всего как	1	1
792	может служить	2	1
793	празднеств и	1	1
794	самый факт	1	1
795	а между	3	1
796	имеют первостепенное	1	1
797	в эпосе	1	1
798	превращается в	5	1
799	или точнее	2	1
800	его по	2	1
801	не вполне	1	1
802	иногда прямо	2	1
803	здесь имеется	1	1
804	отметить что	3	1
805	характерной для	1	1
806	иногда делают	1	1
807	всего этого	4	1
808	но этот	2	1
809	дело и	2	1
810	свои лучшие	1	1
811	ни одного	1	1
812	и мышления	2	1
813	ней и	1	1
814	вернуться к	1	1
815	на могиле	1	1
816	ее но	1	1
817	жизни как	4	1
818	него не	1	1
819	кладбища и	1	1
820	затем в	2	1
821	наряду с	6	1
822	вопросу в	1	1
823	они должны	3	1
824	в большие	1	1
825	а только	2	1
826	же они	1	1
827	новое время	4	1
828	за него	2	1
829	просто в	1	1
830	с этими	1	1
831	же она	1	1
832	как от	1	1
833	все время	2	1
834	отсюда возникает	1	1
835	очень многие	1	1
836	согласиться с	1	1
837	если эта	1	1
838	она может	1	1
839	не желал	1	1
840	в отдельных	1	1
841	того же	5	1
842	но там	2	1
843	они могут	3	1
844	такого сопоставления	1	1
845	или три	2	1
846	собой а	1	1
847	последний раз	2	1
848	прямо или	1	1
849	толпу и	1	1
850	представить себе	1	1
851	которую можно	4	1
852	он очень	1	1
853	на почве	1	1
854	этого и	1	1
855	не вызывает	1	1
856	затем идет	1	1
857	которую они	2	1
858	значение имеет	2	1
859	сущность его	1	1
860	комедии и	1	1
861	него как	4	1
862	по преимуществу	1	1
863	в научной	1	1
864	этот смех	2	1
865	характер она	1	1
866	тем богаче	1	1
867	смех и	2	1
868	характерен для	1	1
869	указать на	1	1
870	даже к	2	1
871	его у	1	1
872	что уже	2	1
873	из того	1	1
874	имеется и	1	1
875	как нет	1	1
876	если они	1	1
877	раза но	1	1
878	и связанных	1	1
879	близка к	1	1
880	на этих	1	1
881	два или	2	1
882	направленности как	1	1
883	о единстве	1	1
884	характер носит	1	1
885	и нужно	2	1
886	и сама	1	1
887	они в	1	1
888	нет того	1	1
889	два раза	1	1
890	это слово	1	1
891	по типу	2	1
892	и один	1	1
893	по некоторым	1	1
894	более полное	1	1
895	формах в	1	1
896	сон в	2	1
897	мировоззрения и	1	1
898	не была	2	1
899	она характерна	1	1
900	причем каждый	1	1
901	никаких сколько-нибудь	1	1
902	является и	1	1
903	и всюду	1	1
904	в результате	2	1
905	на разных	1	1
906	не знает	8	1
907	не о	2	1
908	говорит в	1	1
909	ли мы	1	1
910	имеет эта	1	1
911	этом есть	1	1
912	значение они	1	1
913	прежде чем	2	1
914	ее развития	1	1
915	что за	1	1
916	смысл их	1	1
917	свой смысл	1	1
918	что не	1	1
919	употребляется как	1	1
920	восходящей к	1	1
921	но для	2	1
922	от самих	1	1
923	характерное и	1	1
924	в последние	1	1
925	связан и	1	1
926	время как	1	1
927	по одному	2	1
928	в бане	1	1
929	не есть	1	1
930	из главных	2	1
931	рядом с	2	1
932	к покойникам	1	1
933	даже не	1	1
934	одном из	1	1
935	если эти	1	1
936	всеми его	1	1
937	более поздними	1	1
938	и характер	2	1
939	так сказать	8	1
940	в исторической	1	1
941	и жизнь	2	1
942	странствуют по	1	1
943	связанным с	1	1
944	себе и	2	1
945	точек зрения	1	1
946	в сторону	1	1
947	хотя оно	1	1
948	достаточно чтобы	2	1
949	собою и	2	1
950	к некоторым	1	1
951	жизни то	1	1
952	вдали от	1	1
953	вопроса о	1	1
954	и мир	1	1
955	остается в	2	1
956	всей их	2	1
957	они утратили	1	1
958	но некоторые	1	1
959	нами как	1	1
960	человек как	1	1
961	выражение в	1	1
962	вошел в	1	1
963	и обновления	3	1
964	пор в	1	1
965	ему в	1	1
966	особенно на	2	1
967	а следовательно	2	1
968	предполагает что	1	1
969	друга при	1	1
970	сочетать с	1	1
971	иногда же	1	1
972	до нас	3	1
973	очень часто	4	1
974	мы говорили	2	1
975	сцену в	1	1
976	по данному	2	1
977	все остальные	2	1
978	близко к	1	1
979	другой тип	1	1
980	греческой и	1	1
981	и культом	1	1
982	норм поведения	1	1
983	был почти	1	1
984	и третья	1	1
985	с вином	1	1
986	встречи и	1	1
987	оснований для	1	1
988	под ней	1	1
989	земли на	2	1
990	с живыми	1	1
991	таком месте	2	1
992	здесь на	3	1
993	на нем	1	1
994	если же	5	1
995	должны быть	2	1
996	всех других	2	1
997	через нее	1	1
998	и та	1	1
999	это описание	1	1
1000	почти всегда	6	1
1001	себя на	1	1
1002	большое значение	1	1
1003	это влияние	2	1
1004	по своей	12	1
1005	от страха	1	1
1006	в нее	1	1
1007	как один	1	1
1008	при первом	1	1
1009	другая сторона	1	1
1010	не раз	1	1
1011	почти каждый	2	1
1012	и несколько	3	1
1013	правда во	1	1
1014	есть смерть	1	1
1015	выходят за	2	1
1016	он в	2	1
1017	священные тексты	2	1
1018	о его	1	1
1019	звучит так	1	1
1020	над ней	1	1
1021	но ее	1	1
1022	люди и	3	1
1023	в первой	2	1
1024	и есть	1	1
1025	в общем	2	1
1026	всю жизнь	1	1
1027	деле это	1	1
1028	до наших	3	1
1029	на некоторое	1	1
1030	иной раз	1	1
1031	элемент но	1	1
1032	которые были	1	1
1033	слова как	1	1
1034	в определенные	1	1
1035	смеха и	1	1
1036	все идут	1	1
1037	имеет свою	1	1
1038	каждого из	2	1
1039	и стыдно	1	1
1040	в пространстве	1	1
1041	и самый	6	1
1042	что над	1	1
1043	можно только	1	1
1044	имеется описание	1	1
1045	с полной	1	1
1046	прямо и	1	1
1047	собственном смысле	3	1
1048	ее а	1	1
1049	во втором	1	1
1050	образом и	3	1
1051	он уже	1	1
1052	встречается у	1	1
1053	почти не	2	1
1054	видел и	2	1
1055	античности и	5	1
1056	должна быть	1	1
1057	оно было	1	1
1058	образа и	1	1
1059	освободиться от	1	1
1060	очень верно	1	1
1061	человек с	1	1
1062	они только	1	1
1063	имеет с	1	1
1064	и этого	1	1
1065	он на	1	1
1066	разного рода	1	1
1067	ни в	4	1
1068	него нет	1	1
1069	не могут	4	1
1070	власти и	2	1
1071	один человек	1	1
1072	религиозных и	1	1
1073	со всеми	8	1
1074	поэтому и	4	1
1075	что текст	1	1
1076	умирают и	1	1
1077	ряде других	1	1
1078	до этого	1	1
1079	смысла и	1	1
1080	ты меня	1	1
1081	мы остановимся	5	1
1082	нет он	1	1
1083	что когда-то	1	1
1084	игра на	1	1
1085	или наоборот	3	1
1086	смех в	5	1
1087	в царстве	2	1
1088	и мог	2	1
1089	все на	1	1
1090	к которым	1	1
1091	быть использована	1	1
1092	и роль	1	1
1093	карнавал и	1	1
1094	игры с	1	1
1095	может стать	4	1
1096	как над	1	1
1097	в современной	1	1
1098	с собою	1	1
1099	др для	1	1
1100	по разным	1	1
1101	и увеселений	1	1
1102	правда не	1	1
1103	с криком	1	1
1104	нас интересует	4	1
1105	здесь еще	3	1
1106	есть на	1	1
1107	только себя	1	1
1108	можно найти	1	1
1109	о котором	1	1
1110	важное значение	2	1
1111	зависимости от	3	1
1112	в те	1	1
1113	из которого	1	1
1114	с большей	1	1
1115	со стороны	1	1
1116	знает что	2	1
1117	всей своей	2	1
1118	во сне	7	1
1119	их во	1	1
1120	здесь нет	2	1
1121	нужно заметить	1	1
1122	не входит	1	1
1123	смеха смех	1	1
1124	в любой	1	1
1125	конец этого	1	1
1126	автора но	1	1
1127	царстве мертвых	2	1
1128	такое положение	1	1
1129	человека и	10	1
1130	очень ярко	2	1
1131	ли они	1	1
1132	связана и	2	1
1133	еще и	4	1
1134	необходимо также	1	1
1135	ни на	1	1
1136	зрения он	1	1
1137	другое слово	1	1
1138	него он	2	1
1139	что мы	2	1
1140	видим что	1	1
1141	в очень	2	1
1142	в слово	3	1
1143	в роли	2	1
1144	совпадает с	1	1
1145	и между	5	1
1146	в центральной	1	1
1147	но здесь	2	1
1148	наконец в	3	1
1149	ритуального смеха	2	1
1150	это все	2	1
1151	внимание на	1	1
1152	а может	1	1
1153	в менее	1	1
1154	только один	1	1
1155	и два	1	1
1156	впереди и	1	1
1157	очень хорошо	3	1
1158	отношении к	2	1
1159	и об	1	1
1160	которую он	3	1
1161	смех это	2	1
1162	более и	1	1
1163	ее под	1	1
1164	в истории	4	1
1165	только элементы	1	1
1166	знаем что	1	1
1167	себя от	1	1
1168	еще один	1	1
1169	а во	3	1
1170	в комическом	1	1
1171	них нужно	1	1
1172	на более	1	1
1173	без всякого	1	1
1174	это позволяет	2	1
1175	празднества и	1	1
1176	ее не	1	1
1177	тем же	1	1
1178	перед тем	1	1
1179	мог бы	1	1
1180	принадлежит к	1	1
1181	в самую	1	1
1182	этому образу	1	1
1183	их с	1	1
1184	одной из	6	1
1185	она имела	1	1
1186	что я	2	1
1187	разных вариациях	1	1
1188	в особое	1	1
1189	в сознании	2	1
1190	он может	2	1
1191	характерное для	2	1
1192	смысла не	1	1
1193	здесь и	7	1
1194	воспринималось как	1	1
1195	в дома	1	1
1196	стоящего на	2	1
1197	и углубленной	1	1
1198	же он	2	1
1199	он впервые	1	1
1200	мы еще	4	1
1201	в самой	2	1
1202	только о	1	1
1203	несколько иного	1	1
1204	точку зрения	1	1
1205	часто и	1	1
1206	как раз	6	1
1207	на время	2	1
1208	не знают	2	1
1209	связан с	2	1
1210	всегда была	1	1
1211	и смеются	1	1
1212	форм и	2	1
1213	то они	1	1
1214	жизнь такое	1	1
1215	или к	2	1
1216	ничем не	3	1
1217	мир в	1	1
1218	огня в	1	1
1219	для нового	1	1
1220	деталь на	1	1
1221	это был	2	1
1222	можно в	1	1
1223	сочетается с	4	1
1224	очиститься от	1	1
1225	тем он	1	1
1226	пародии и	2	1
1227	обе эти	3	1
1228	сведения и	1	1
1229	жизни здесь	1	1
1230	бы на	1	1
1231	в каком-нибудь	1	1
1232	а это	2	1
1233	без особой	1	1
1234	она будет	1	1
1235	он и	2	1
1236	в литературе	8	1
1237	о нем	2	1
1238	xix веке	3	1
1239	немного на	1	1
1240	видеть в	1	1
1241	указание на	1	1
1242	своим целям	1	1
1243	со смертью	3	1
1244	из форм	1	1
1245	у многих	1	1
1246	смысле этого	3	1
1247	что через	1	1
1248	таком случае	1	1
1249	деле эти	1	1
1250	есть уже	1	1
1251	не оставался	1	1
1252	но с	2	1
1253	же цели	1	1
1254	передавалась через	1	1
1255	наших дней	3	1
1256	и где	1	1
1257	который как	1	1
1258	и которая	2	1
1259	непосредственное влияние	2	1
1260	народ на	1	1
1261	слово в	5	1
1262	то это	4	1
1263	вообще не	1	1
1264	войдя в	1	1
1265	сама по	2	1
1266	настоящей работы	1	1
1267	ступени ее	1	1
1268	можно отнести	1	1
1269	этому типу	1	1
1270	как она	1	1
1271	могла быть	1	1
1272	можно выразить	1	1
1273	на улицах	1	1
1274	стремление к	1	1
1275	и носит	1	1
1276	ли не	1	1
1277	и могут	2	1
1278	в такой	1	1
1279	остановимся на	5	1
1280	и выходит	1	1
1281	приводило к	2	1
1282	это было	3	1
1283	в каждой	1	1
1284	в гробу	2	1
1285	и самой	1	1
1286	человеком и	1	1
1287	еще с	1	1
1288	как все	1	1
1289	словом или	1	1
1290	без всякой	1	1
1291	они все	2	1
1292	живут они	1	1
1293	когда по	1	1
1294	известны всем	1	1
1295	все другие	1	1
1296	или косвенно	2	1
1297	однако к	1	1
1298	указывали на	1	1
1299	выше и	2	1
1300	он говорит	1	1
1301	же от	1	1
1302	предыдущей главе	1	1
1303	они представлялись	1	1
1304	на один	1	1
1305	которую мы	1	1
1306	например у	3	1
1307	с первым	1	1
1308	это приводило	1	1
1309	в самых	2	1
1310	не могу	3	1
1311	голова с	1	1
1312	земле в	1	1
