N	2gram	Vygotskiy_	Otkroven
243	речи и	36	1
244	этом отношении	7	1
245	есть путь	1	1
246	всяком случае	1	1
247	на этих	2	1
248	он и	1	1
249	с трудом	1	1
250	природе и	2	1
251	о чем	8	1
252	в сущности	16	1
253	а ее	1	1
254	этот случай	1	1
255	сам по	2	1
256	все основные	1	1
257	в частности	4	1
258	как это	7	1
259	о нем	1	1
260	между двумя	5	1
261	и больше	2	1
262	не оставляет	2	1
263	чтобы иметь	1	1
264	чем у	3	1
265	что только	1	1
266	чего не	1	1
267	как у	1	1
268	и через	1	1
269	он должен	1	1
270	видеть в	1	1
271	не с	3	1
272	всегда показывает	1	1
273	отношении к	4	1
274	за собой	1	1
275	и что	14	1
276	в одном	4	1
277	на самом	3	1
278	они в	1	1
279	у нас	3	1
280	в отношении	9	1
281	можно было	7	1
282	оказывается что	2	1
283	не потому	1	1
284	заключает в	2	1
285	и это	2	1
286	а те	1	1
287	ее с	1	1
288	свой особый	1	1
289	есть самая	1	1
290	это есть	6	1
291	смысле этого	4	1
292	там и	1	1
293	этой речи	7	1
294	и до	3	1
295	с их	2	1
296	знания в	2	1
297	есть раскрытие	1	1
298	противоречий как	1	1
299	б это	1	1
300	проникнуть в	1	1
301	иначе чем	3	1
302	по своей	12	1
303	от того	6	1
304	человека с	1	1
305	цели и	1	1
306	а начало	1	1
307	думать что	1	1
308	в них	3	1
309	у нее	5	1
310	вопрос об	1	1
311	в форме	1	1
312	это ложное	1	1
313	связь с	1	1
314	любви к	1	1
315	сказать с	1	1
316	в силе	2	1
317	и всех	1	1
318	опыты и	2	1
319	человеке а	1	1
320	перед ним	1	1
321	как например	1	1
322	не совпадает	5	1
323	и даже	3	1
324	не той	1	1
325	связано у	1	1
326	этот период	2	1
327	он еще	1	1
328	особого рода	1	1
329	пути от	1	1
330	если бы	8	1
331	самом деле	6	1
332	себе что	3	1
333	и мыслей	1	1
334	до последней	1	1
335	и более	2	1
336	самим собой	2	1
337	на примере	1	1
338	к чему	1	1
339	была бы	3	1
340	всегда в	2	1
341	и можно	1	1
342	дома но	1	1
343	в виду	5	1
344	в силу	21	1
345	самом начале	5	1
346	на этот	2	1
347	дело в	1	1
348	лишь по	1	1
349	когда дело	1	1
350	месте и	1	1
351	вообще и	1	1
352	из самых	1	1
353	места в	1	1
354	раз навсегда	1	1
355	его как	1	1
356	во внешней	4	1
357	отношения к	5	1
358	тем же	8	1
359	одним словом	2	1
360	ключ к	3	1
361	заключается в	14	1
362	начиная с	1	1
363	ее как	2	1
364	это два	2	1
365	действительно в	1	1
366	вещей и	1	1
367	он говорит	1	1
368	бы он	1	1
369	в конце	5	1
370	в процессе	12	1
371	например в	5	1
372	между этими	3	1
373	стоящего над	2	1
374	но к	1	1
375	находится в	3	1
376	в глазах	1	1
377	в сферу	3	1
378	это движение	2	1
379	свойство ее	1	1
380	во внутренней	4	1
381	с той	3	1
382	и без	2	1
383	двух противоположных	1	1
384	и как	7	1
385	совершенно исключительное	1	1
386	то в	4	1
387	всех тех	1	1
388	противоположности в	1	1
389	все время	3	1
390	к его	3	1
391	силу чего	4	1
392	есть не	3	1
393	так часто	1	1
394	мысли не	1	1
395	мысли есть	2	1
396	в сознании	11	1
397	приходит в	1	1
398	одно только	3	1
399	что она	8	1
400	а именно	1	1
401	одна из	2	1
402	в разных	6	1
403	состоит из	1	1
404	вся сложная	1	1
405	в одно	1	1
406	который в	1	1
407	и вопрос	1	1
408	как в	7	1
409	два пути	1	1
410	этого слова	5	1
411	как будто	1	1
412	в совершенно	3	1
413	ее внутреннее	1	1
414	речь о	1	1
415	на то	5	1
416	но у	1	1
417	в уме	4	1
418	говорят о	1	1
419	толстого не	1	1
420	от этого	3	1
421	интереса к	1	1
422	может привести	1	1
423	и я	1	1
424	нуждается в	5	1
425	отличается от	6	1
426	что во	1	1
427	друг с	6	1
428	у одного	2	1
429	в новом	2	1
430	нам человека	1	1
431	исследование в	1	1
432	возможности для	1	1
433	и характер	1	1
434	сравнению с	21	1
435	интерес к	2	1
436	но это	4	1
437	мысли из	1	1
438	в эти	1	1
439	и после	1	1
440	в это	1	1
441	которого не	2	1
442	противоречии с	1	1
443	себе и	2	1
444	с другом	6	1
445	ничего нет	1	1
446	внутренней жизни	1	1
447	показал что	2	1
448	само по	1	1
449	к которой	3	1
450	было не	1	1
451	начинает с	1	1
452	из них	2	1
453	свои собственные	1	1
454	что их	2	1
455	вовсе не	3	1
456	прогресса в	1	1
457	под влиянием	1	1
458	что как	2	1
459	это так	1	1
460	уже не	1	1
461	в одной	6	1
462	мысли в	12	1
463	стороны с	2	1
464	со всеми	2	1
465	с вопросом	1	1
466	бы в	7	1
467	к другому	5	1
468	единство в	1	1
469	поэтому он	2	1
470	самой мысли	2	1
