N	3gram	Ircho_Kome	Psycholo
321	что он был	1	1
322	не знаем и	1	1
323	и не всегда	1	1
324	на основании этого	1	1
325	как это имело	1	1
326	что это такое?	1	1
327	том что именно	1	1
328	там и здесь	1	1
329	сомневаться в том	2	1
330	ставит нас перед	1	1
331	говорит он но	1	1
332	и прежде всего	1	1
333	в его произведениях	1	1
334	приходится говорить о	1	1
335	лучше всего видно	1	1
336	не менее важно	1	1
337	в нем не	1	1
338	вперед по сравнению	1	1
339	и у него	1	1
340	ни в одном	2	1
341	и я думаю	1	1
342	у него не	1	1
343	возражал против того	1	1
344	противопоставляются друг другу	1	1
345	с этой целью	2	1
346	не более чем	2	1
347	или хотя бы	1	1
348	с двумя другими	1	1
349	само собой разумеется	1	1
350	по своему содержанию	1	1
351	в течение всей	1	1
352	что и на	2	1
353	из того же	1	1
354	то окажется что	1	1
355	те и другие	1	1
356	но прежде всего	1	1
357	это было вызвано	1	1
358	победы над ним	1	1
359	а вместе с	1	1
360	достаточно сказать что	1	1
361	принадлежит к числу	1	1
362	что и во	1	1
363	не заметить что	1	1
364	и вовсе не	1	1
365	но об этом	1	1
366	еще при жизни	1	1
367	что же касается	1	1
368	т д только	1	1
369	и в тех	2	1
370	том что для	1	1
371	и в каком	1	1
372	в его творчестве	1	1
373	и уже в	1	1
374	что в комедии	1	1
375	той же мере	1	1
376	жизнь и ее	1	1
377	в первой половине	2	1
378	о том насколько	2	1
379	с собой в	1	1
380	из этого ряда	1	1
381	мы найдем в	1	1
382	одному и тому	1	1
383	так главным образом	1	1
384	может привести к	1	1
385	иначе чем это	1	1
386	или совсем не	1	1
387	в следующем виде	1	1
388	вызвать у читателя	1	1
389	семейной жизни и	1	1
390	что указывает на	1	1
391	из действующих лиц	3	1
392	произведениях и таким	1	1
393	и не только	1	1
394	идет речь в	1	1
395	а нередко и	1	1
396	едва ли можно	3	1
