N	2gram	Propp_Isto	NovoeSre
178	она сама	1	1
179	своего рода	7	1
180	мир не	2	1
181	он выходит	1	1
182	в самом	2	1
183	во всем	2	1
184	было так	1	1
185	они являются	1	1
186	для борьбы	1	1
187	ее на	5	1
188	от нее	2	1
189	но тут	2	1
190	до этого	1	1
191	попал в	2	1
192	был и	1	1
193	и хочет	1	1
194	может иметь	1	1
195	на западе	2	1
196	можно сказать	3	1
197	то он	2	1
198	все что	4	1
199	человека в	1	1
200	это одна	1	1
201	но оно	3	1
202	хочет его	1	1
203	в пристани	1	1
204	более высокой	1	1
205	в более	3	1
206	это конечно	2	1
207	до сих	4	1
208	и царства	1	1
209	вступить в	1	1
210	как ни	1	1
211	и более	2	1
212	бы он	1	1
213	и этот	1	1
214	в котором	3	1
215	же стороны	1	1
216	есть признак	1	1
217	тоже не	3	1
218	то это	7	1
219	ее он	2	1
220	ничем не	2	1
221	что этот	4	1
222	отличие от	1	1
223	мир в	1	1
224	нет ни	2	1
225	же и	1	1
226	сам себя	2	1
227	нельзя сказать	1	1
228	ни за	2	1
229	они не	4	1
230	из них	2	1
231	к ней	3	1
232	на растерзание	1	1
233	она должна	1	1
234	и красота	1	1
235	все еще	2	1
236	на нем	1	1
237	пришли к	3	1
238	царь или	2	1
239	и погоня	1	1
240	жить в	3	1
241	также что	1	1
242	он также	3	1
243	о человеке	1	1
244	есть вместе	1	1
245	мы уже	10	1
246	нас и	1	1
247	уже давно	1	1
248	богом он	1	1
249	не могу	2	1
250	к старым	1	1
251	уже в	4	1
252	эти слова	1	1
253	на ее	1	1
254	может идти	2	1
255	к себе	4	1
256	в свою	1	1
257	в состоянии	4	1
258	для себя	1	1
259	иного мира	2	1
260	из этих	6	1
261	во всяком	3	1
262	труда самый	1	1
263	земли и	3	1
264	не должно	1	1
265	для того	2	1
266	в каких	2	1
267	вопросу о	1	1
268	не по	2	1
269	мы всегда	1	1
270	звезды в	1	1
271	не для	1	1
272	уступить место	1	1
273	вступление в	2	1
274	власть над	8	1
275	это значит	3	1
276	не всегда	6	1
277	из их	1	1
278	а это	1	1
279	в этот	1	1
280	живущий на	1	1
281	имея в	1	1
282	он и	3	1
283	должны перейти	1	1
284	было бы	4	1
285	мы должны	7	1
286	не стоят	1	1
287	и из	2	1
288	будет сказать	1	1
289	не типа	1	1
290	этом он	1	1
291	играют большую	1	1
292	получает все	2	1
293	в его	4	1
294	к такой	1	1
295	когда она	2	1
296	от этой	1	1
297	и вся	1	1
298	должны быть	4	1
299	могли не	1	1
300	и через	2	1
301	и их	1	1
302	не с	2	1
303	вступает в	4	1
304	одна сторона	1	1
305	и ему	1	1
306	есть и	6	1
307	поставлен вопрос	2	1
308	теми которые	1	1
309	и элементы	1	1
310	у нас	4	1
311	и когда	2	1
312	время когда	1	1
313	это была	1	1
314	не столько	4	1
315	совершенно так	1	1
316	часто не	1	1
317	людей и	1	1
318	они будут	1	1
319	значение они	1	1
320	еще в	3	1
321	в мир	1	1
322	превращается в	10	1
323	и до	2	1
324	с собой	7	1
325	есть результат	1	1
326	природу и	1	1
327	его хотят	1	1
328	только в	10	1
329	магический характер	1	1
330	по небу	1	1
331	не могут	3	1
332	под этим	2	1
333	по своей	1	1
334	между небом	1	1
335	от того	4	1
336	в нее	1	1
337	он есть	1	1
338	чего он	1	1
339	в тайны	2	1
340	есть еще	4	1
341	она становится	1	1
342	она через	1	1
343	небесный свод	1	1
344	в зависимости	3	1
345	в большинстве	1	1
346	а во	1	1
347	оно не	2	1
348	на смену	2	1
349	их не	3	1
350	как существо	1	1
351	должны помнить	1	1
352	как например	1	1
353	а на	2	1
354	о природе	1	1
355	сами по	1	1
356	это всегда	1	1
357	другой же	1	1
358	не их	1	1
359	всего что	1	1
360	или не	1	1
361	но он	4	1
362	в которой	2	1
363	этого мира	2	1
364	солнце его	1	1
365	в этой	2	1
366	этого не	2	1
367	вот что	1	1
368	а по	2	1
369	а также	2	1
370	что его	2	1
371	и начал	2	1
372	как на	3	1
373	установить что	2	1
374	он в	4	1
375	него и	5	1
376	на нее	1	1
377	возможно что	4	1
378	и возвращается	2	1
379	оно есть	2	1
380	во многом	1	1
381	вопрос этот	1	1
382	ней и	1	1
383	в силах	1	1
384	оно же	1	1
385	быть только	2	1
386	что не	3	1
387	но все	5	1
388	в духовный	1	1
389	должна перейти	1	1
390	тем что	11	1
391	формы жизни	1	1
392	свои интересы	2	1
393	и во	1	1
394	не хочет	1	1
395	только одна	2	1
396	к этой	2	1
397	быть понят	2	1
398	новые формы	2	1
399	это тем	1	1
400	жизни народа	1	1
401	то время	4	1
402	с большим	1	1
403	на заре	1	1
404	в конце	4	1
405	вообще не	4	1
406	ним она	1	1
407	чтобы быть	1	1
408	мы опять	1	1
409	выход из	1	1
410	них не	1	1
411	так как	21	1
412	той роли	1	1
413	сказать ни	1	1
414	эти черты	1	1
415	приобретает характер	1	1
416	в образе	4	1
417	в своем	3	1
418	характер и	1	1
419	а отцы	1	1
420	власти от	2	1
421	я могу	2	1
422	как я	1	1
423	эту мысль	1	1
424	долгое время	1	1
425	нас к	5	1
426	сих пор	5	1
427	и вполне	1	1
428	что он	29	1
429	на себя	3	1
430	человека это	1	1
431	и она	3	1
432	их в	3	1
433	в силу	2	1
434	и очень	1	1
435	он может	4	1
436	большинстве случаев	1	1
437	что мы	3	1
438	так на	1	1
439	и вместе	3	1
440	и которые	1	1
441	далеко еще	1	1
442	в этих	16	1
443	он узнает	2	1
444	к античности	2	1
445	но если	2	1
446	перед собой	1	1
447	по себе	2	1
448	небом и	1	1
449	единству и	1	1
450	приводит к	1	1
451	оно может	3	1
452	нет у	1	1
453	не имел	2	1
454	на место	2	1
455	в области	3	1
456	и другая	1	1
457	того и	1	1
458	все более	1	1
459	с ним	9	1
460	и только	4	1
461	во франции	1	1
462	он создает	1	1
463	есть только	1	1
464	ли он	5	1
465	от всех	2	1
466	ней нет	2	1
467	к той	1	1
468	к единству	1	1
469	всяком случае	3	1
470	становится под	1	1
471	и оно	2	1
472	зависимости от	4	1
473	во время	7	1
474	она могла	1	1
475	друг друга	2	1
476	только потому	1	1
477	будет в	1	1
478	в это	3	1
479	того же	3	1
480	в известном	1	1
481	мира не	1	1
482	знает что	2	1
483	был ли	2	1
484	во времени	1	1
485	не случайно	3	1
486	борьба за	1	1
487	в чем	5	1
488	нет в	2	1
489	мы вновь	1	1
490	дальше и	2	1
491	и его	11	1
492	в эту	3	1
493	свою противоположность	1	1
494	и у	3	1
495	страны в	1	1
496	не удалось	1	1
497	скрывается в	1	1
498	себе и	3	1
499	был в	2	1
500	жизнью и	1	1
501	раньше чем	4	1
502	героя но	3	1
503	всех народов	1	1
504	связано с	7	1
505	есть вопрос	1	1
506	от этого	2	1
507	и нет	3	1
508	ему все	2	1
509	себя и	1	1
510	к нему	8	1
511	дня а	1	1
512	очень сложное	1	1
513	ему не	1	1
514	на них	1	1
