N	2gram	Medvedev_F	KulturaY
307	только как	3	7
308	что касается	1	7
309	как он	2	7
310	не следует	5	7
311	язык в	2	7
312	говоря уже	1	6
313	только что	1	6
314	даже в	2	6
315	в корне	6	6
316	отличается от	4	6
317	на этой	1	6
318	уже о	1	6
319	о них	1	6
320	языка не	2	6
321	что как	1	6
322	что именно	2	6
323	по поводу	1	6
324	она есть	2	6
325	истории языка	1	6
326	гораздо более	1	6
327	на язык	5	6
328	мы знаем	3	6
329	в ее	10	6
330	не столько	5	6
331	прежде чем	2	6
332	от этого	3	6
333	той или	1	6
334	на этом	2	6
335	должны быть	6	6
336	внутренняя форма	2	6
337	за пределы	2	6
338	то или	1	6
339	или иное	2	6
340	главным образом	5	6
341	его к	1	6
342	е в	2	6
343	романа в	1	6
344	не на	3	6
345	оно не	6	6
346	если не	1	6
347	этой точки	1	6
348	но только	1	6
349	содержание и	1	6
350	язык это	1	6
351	перед нами	3	6
352	а если	1	6
353	роль в	2	6
354	на основе	6	6
355	что если	2	6
356	же время	13	6
357	в отличие	2	6
358	тем же	3	6
359	литературного языка	3	6
360	грамматических форм	2	6
361	в себе	4	6
362	что оно	4	6
363	данном случае	2	6
364	мы не	6	6
365	или в	2	6
366	этого не	1	6
367	то это	1	6
368	если и	1	6
369	может иметь	1	6
370	это конечно	1	6
371	отличие от	2	6
372	п в	2	6
373	не с	2	6
374	говоря о	1	6
375	только то	1	6
376	чтобы не	2	6
377	приводит к	4	6
378	как к	5	6
379	которые в	1	6
380	на себя	1	6
381	же это	2	6
382	и к	7	5
383	очень много	1	5
384	еще более	6	5
385	в большей	1	5
386	не как	7	5
387	но что	2	5
388	и даже	7	5
389	более или	7	5
390	в духе	1	5
391	языка на	1	5
392	поэзии как	3	5
393	даже и	5	5
394	в другом	2	5
395	связь между	1	5
396	превращается в	2	5
397	отметить что	2	5
398	и еще	1	5
399	вопросу о	1	5
400	ни одного	2	5
401	установка на	3	5
402	могло бы	2	5
403	кроме того	3	5
404	точка зрения	3	5
405	не то	3	5
406	никогда не	6	5
407	время в	4	5
408	чем в	1	5
409	как же	1	5
410	живет и	1	5
411	в конце	2	5
412	в двух	1	5
413	же касается	1	5
414	у него	1	5
415	но как	2	5
416	слово есть	2	5
417	и является	3	5
418	все те	2	5
419	в форме	2	5
420	бы уже	1	5
421	в современной	2	5
422	язык не	1	5
423	заумный язык	10	5
424	так что	2	5
425	всех этих	6	5
426	не так	4	5
427	речи но	1	5
428	также что	1	5
429	смысле слова	1	5
430	мы в	2	5
431	из того	1	5
432	в отношении	3	5
433	конечно и	1	5
434	к его	3	5
435	если можно	1	5
436	широком смысле	3	5
437	то он	1	5
438	и тогда	1	5
439	но если	1	5
440	только о	1	5
441	не будем	1	5
442	а это	1	5
443	о нем	1	5
444	п все	1	5
445	и от	9	5
446	а на	2	5
447	материал для	1	5
448	языку как	2	5
449	слово в	2	5
450	язык и	8	5
451	так в	3	5
452	по своему	1	5
453	или менее	7	5
454	только не	2	5
455	и их	13	5
456	говорим о	2	5
457	учения о	2	5
458	как не	1	5
459	пр и	4	5
460	или иначе	2	5
461	лишь как	7	5
462	отношение к	4	5
463	в каких	1	5
464	и только	5	5
465	есть не	1	5
466	науки о	4	4
467	поэтикой и	1	4
468	мы и	1	4
469	случае мы	1	4
470	или иных	1	4
471	как они	4	4
472	эта не	1	4
473	как об	1	4
474	иначе как	2	4
475	при том	1	4
476	представление о	2	4
477	само собою	2	4
478	е на	1	4
479	а а	1	4
480	так например	3	4
481	как только	1	4
482	связано с	1	4
483	и где	1	4
484	к этой	4	4
485	мы увидим	5	4
486	вот почему	1	4
487	увидим что	1	4
488	в различных	2	4
489	уже и	1	4
490	всего этого	6	4
491	на те	1	4
492	именно так	1	4
493	к которому	2	4
494	здесь идет	1	4
495	не мог	1	4
496	и иной	1	4
497	из них	5	4
498	и выражения	2	4
499	в лингвистике	1	4
500	к нему	3	4
501	всего в	5	4
502	не говорят	1	4
503	в году	2	4
504	аналогии с	4	4
505	его в	5	4
506	то она	1	4
507	но он	2	4
508	не о	7	4
509	характер и	2	4
510	но ведь	4	4
511	между ними	3	4
512	же как	3	4
513	в ряду	2	4
514	и это	4	4
515	в смысле	2	4
516	чтобы понять	2	4
517	остается в	1	4
518	в каждом	3	4
519	выражение в	1	4
520	в лучшем	3	4
521	сюда же	1	4
522	не дает	3	4
523	лишь что	1	4
524	или же	4	4
525	если же	4	4
526	собственно и	1	4
527	как известно	1	4
528	могла бы	3	4
529	так называемого	1	4
530	тот или	2	4
531	что для	3	4
532	и все	9	4
533	же мы	1	4
534	и по	3	4
535	однако и	3	4
536	на деле	1	4
537	во втором	7	4
538	языка который	3	4
539	как таковой	8	4
540	мы приходим	1	4
541	то в	3	4
542	внутренней формы	1	4
543	это уже	1	4
544	сам по	2	4
545	из которых	1	4
546	том и	1	4
547	свой язык	1	4
548	так или	1	4
549	нам в	2	4
550	отношения к	6	4
551	бы не	1	4
552	все они	1	4
553	ни на	5	4
554	не должно	1	4
555	по сравнению	1	4
556	и содержание	2	4
557	так называемым	2	4
558	в современном	2	4
559	именно на	4	4
560	не понимает	1	4
561	как проблема	4	4
562	он есть	1	4
563	а лишь	4	4
564	в данной	1	4
565	мог бы	1	4
566	именно этот	1	4
567	языка а	4	4
568	пришлось бы	1	4
569	подойти к	3	4
570	формы и	7	4
571	этого термина	2	4
572	поэтому что	1	4
573	этой области	1	4
574	социального общения	8	4
575	в виде	2	4
576	в стороне	1	4
577	и без	1	4
578	последнее время	1	4
579	на все	3	4
580	в такой	3	4
581	в условиях	1	4
582	к одному	2	4
583	поскольку она	1	4
584	наука о	1	4
585	sui generis	2	4
586	нельзя не	1	4
587	с языком	1	4
588	нужно было	2	4
589	в науке	2	4
590	одного из	4	4
591	для самого	1	4
592	в узком	1	4
593	что о	2	4
594	такой же	2	4
595	говорить лишь	1	4
596	это в	1	4
597	не к	2	4
598	мы наблюдаем	1	3
599	и другие	3	3
600	конкретный материал	1	3
601	история литературы	10	3
602	случае в	1	3
603	факты и	1	3
604	со всем	4	3
605	можно и	2	3
606	тем как	1	3
607	в некоторых	2	3
608	что дело	1	3
609	до крайности	2	3
610	вопрос об	2	3
611	чтобы в	1	3
612	все дело	3	3
613	из самых	1	3
614	из всего	2	3
615	мы получаем	1	3
616	в последнем	2	3
617	в собственном	1	3
618	на эту	1	3
619	большей или	1	3
620	по своим	1	3
621	почти ни	1	3
622	языка то	2	3
623	в это	1	3
624	знаем что	2	3
625	поставить вопрос	2	3
626	мы с	1	3
627	на материале	2	3
628	в дальнейшем	3	3
629	и дело	1	3
630	и такие	1	3
631	языкового творчества	1	3
632	раз и	6	3
633	больше всего	1	3
634	но даже	2	3
635	этого языка	2	3
636	эти случаи	1	3
637	литературным языком	1	3
638	за собой	1	3
639	общения и	3	3
640	в свете	1	3
641	себе в	2	3
642	убедиться в	2	3
643	так то	1	3
644	настоящее время	11	3
645	наряду с	1	3
646	в контексте	2	3
647	на него	3	3
648	все время	7	3
649	который в	1	3
650	от них	2	3
651	в противном	2	3
652	на котором	2	3
653	для этой	2	3
654	в системе	3	3
655	следует еще	1	3
656	на своем	3	3
657	представить себе	1	3
658	бы то	4	3
659	что этого	1	3
660	в большинстве	6	3
661	глаза на	1	3
662	всю свою	2	3
663	не хватает	1	3
664	такое изучение	1	3
665	именно здесь	2	3
666	что его	1	3
667	одним из	1	3
668	по аналогии	5	3
669	быть только	1	3
670	ссылки на	1	3
671	литературе и	2	3
672	в лингвистической	1	3
673	поэтической речи	1	3
674	большинстве случаев	5	3
675	в сторону	4	3
676	какой они	1	3
677	из одного	1	3
678	под влиянием	3	3
679	в других	5	3
680	именно как	14	3
681	становится и	1	3
682	в целях	2	3
683	зрения в	1	3
684	на нем	1	3
685	не приходится	4	3
686	помощью которого	1	3
687	иметь в	1	3
688	даже не	2	3
689	также не	1	3
690	ни были	2	3
691	то ни	5	3
692	она была	3	3
693	не раз	1	3
694	смысла и	3	3
695	значение и	4	3
696	привести в	1	3
697	или меньшей	1	3
698	целом и	4	3
699	только с	1	3
700	воспринимается на	1	3
701	о его	1	3
702	убедимся что	1	3
703	истории русской	1	3
704	мы будем	1	3
705	образом в	1	3
706	в него	2	3
707	языковой системы	2	3
708	меньшей степени	1	3
709	он действительно	2	3
710	и сами	2	3
711	собственном смысле	1	3
712	социальной жизни	12	3
713	та же	3	3
714	если в	3	3
715	на западе	4	3
716	ли нужно	1	3
717	лишь тогда	1	3
718	об образе	1	3
719	фактов и	3	3
720	под этим	1	3
721	вместо того	1	3
722	что у	1	3
723	в россии	4	3
724	если это	1	3
725	и действительно	2	3
726	том смысле	3	3
727	форма слова	1	3
728	эту сторону	1	3
729	роли в	4	3
730	том как	1	3
731	свое значение	1	3
732	его и	2	3
733	какой мере	2	3
734	но здесь	1	3
735	так чтобы	1	3
736	и уже	1	3
737	каждой из	3	3
738	не могло	6	3
739	значение для	2	3
740	тогда как	1	3
741	каждый из	3	3
742	в лингвистическом	1	3
743	образом не	3	3
744	речи на	1	3
745	тому чтобы	2	3
746	языку в	1	3
747	слово с	1	3
748	без всякого	1	3
749	нет и	2	3
750	он в	3	3
751	и под	1	3
752	лишь о	2	3
753	поэтического слова	3	3
754	форма и	2	3
755	лучше всего	2	3
756	можно конечно	1	3
757	е к	1	3
758	русского литературного	2	3
759	говоря об	1	3
760	по происхождению	1	3
761	в настоящее	11	3
762	и следует	1	3
763	в более	2	3
764	значение в	4	3
765	выходит за	1	3
766	следовательно и	2	3
767	смысле что	2	3
768	в первый	5	3
769	для него	9	3
770	не для	4	3
771	естественно что	1	3
772	как у	1	3
773	с их	2	3
774	таком случае	1	3
775	в противовес	2	3
776	и непосредственно	4	3
777	слова но	1	3
778	за этим	1	3
779	же такое	1	3
780	менее всего	4	3
781	сама по	2	3
782	приходим к	2	3
783	этой цели	1	3
784	или даже	3	3
785	противном случае	2	3
786	и со	3	3
787	со своей	1	3
788	на минуту	1	3
789	только и	7	3
790	на его	2	3
791	на них	1	3
792	этой книге	1	3
793	и тех	1	3
794	и эти	1	3
795	что от	1	3
796	а как	5	3
797	случае если	1	3
798	так называемой	1	3
799	не по	4	3
800	конце концов	2	3
801	в искусстве	6	3
802	лучшем случае	3	3
803	и может	6	3
804	но она	1	3
805	же что	2	3
806	отказ от	1	3
807	и самой	1	3
808	как некоторое	2	3
809	за ними	1	3
810	значение слова	1	3
811	статье о	1	3
812	поэтическое слово	1	3
813	понять что	1	3
814	языка с	1	3
815	тех или	1	3
816	таким же	2	3
817	эпохи и	2	3
818	иное как	1	3
819	более того	6	3
820	поэтического произведения	10	2
821	что было	2	2
822	с которыми	1	2
823	почву для	1	2
824	во всем	3	2
825	они имеют	1	2
826	от него	2	2
827	истории русского	1	2
828	в роде	3	2
829	только из	1	2
830	чтобы дать	1	2
831	возможно лишь	2	2
832	материалом поэзии	1	2
833	в общий	1	2
834	своей статье	5	2
835	ровно ничего	1	2
836	социального целого	1	2
837	без исключения	2	2
838	в применении	4	2
839	любовь к	1	2
840	смысле и	2	2
841	связи и	1	2
842	касается до	1	2
843	его от	5	2
844	нами в	1	2
845	в живом	6	2
846	это определение	1	2
847	значение это	1	2
848	значения в	1	2
849	ведет к	1	2
850	том или	1	2
851	в жизни	3	2
852	наблюдаем в	1	2
853	правда в	3	2
854	имеет место	1	2
855	к самому	1	2
856	только через	1	2
857	выражения и	1	2
858	здесь дело	2	2
859	всю эту	1	2
860	и русский	1	2
861	или ином	1	2
862	почти все	1	2
863	он является	2	2
864	поскольку он	1	2
865	самом широком	1	2
866	культуры в	1	2
867	в язык	1	2
868	моменты в	1	2
869	историю языка	1	2
870	можем говорить	1	2
871	понятно что	1	2
872	не выполняет	1	2
873	во все	2	2
874	и прочие	1	2
875	отказываться от	1	2
876	было в	3	2
877	в основном	3	2
878	в действительности	3	2
879	систему языка	1	2
880	в объяснении	1	2
881	об особой	1	2
882	применении к	4	2
883	уйти от	1	2
884	этот не	1	2
885	не должен	1	2
886	и иных	2	2
887	но эти	1	2
888	с такой	1	2
889	но они	1	2
890	между отдельными	2	2
891	таким путем	1	2
892	в строгом	2	2
893	и значение	1	2
894	и те	2	2
895	как оно	1	2
896	чтобы показать	2	2
897	содержания в	2	2
898	на наших	2	2
899	которого они	1	2
900	и конкретном	1	2
901	них есть	1	2
902	от смысла	3	2
903	и научной	1	2
904	находится в	1	2
905	с этими	2	2
906	а так	1	2
907	примыкают к	1	2
908	в научном	1	2
909	не умеет	1	2
910	исходит из	1	2
911	момент в	1	2
912	каждое из	1	2
913	одна из	2	2
914	узком смысле	1	2
915	как специфическая	1	2
916	поэтики как	1	2
917	большей степени	1	2
918	искусстве но	1	2
919	чем это	1	2
920	едва ли	3	2
921	действительно в	1	2
922	звуков и	1	2
923	быть с	1	2
924	два круга	2	2
925	на почве	20	2
926	по природе	1	2
927	не выходит	2	2
928	то оно	1	2
929	отношении в	1	2
930	как такового	8	2
931	что иное	1	2
932	смысле в	1	2
933	быть заменено	1	2
934	же основную	1	2
935	ни было	2	2
936	на этих	1	2
937	этот в	1	2
938	не показано	1	2
939	и через	2	2
940	слов то	1	2
941	ее целом	3	2
942	с другими	11	2
943	х годов	1	2
944	что между	1	2
945	и всякой	1	2
946	лежит в	1	2
947	русской литературы	2	2
948	говорит он	7	2
949	словом в	1	2
950	является и	1	2
951	самой поэтической	1	2
952	борьбы с	3	2
953	ее от	2	2
954	связи со	3	2
955	том отношении	1	2
956	что история	1	2
957	на средства	1	2
958	лишь к	1	2
959	и хорошо	2	2
960	дано в	1	2
961	всякой иной	1	2
962	русского футуризма	1	2
963	себе не	1	2
964	место и	3	2
965	особенности в	2	2
966	его жизни	1	2
967	носит характер	1	2
968	точек зрения	1	2
969	в противоречии	1	2
970	слово как	1	2
971	не был	1	2
972	в русской	1	2
973	с формами	1	2
974	материалом для	2	2
975	языка поэтому	1	2
976	смысла слов	1	2
977	бы к	1	2
978	стиля в	1	2
979	но тогда	1	2
980	и проблема	1	2
981	взглянуть на	1	2
982	ни была	3	2
983	это по	1	2
984	не будет	2	2
985	что эта	2	2
986	задачи которые	1	2
987	тем и	2	2
988	большое значение	1	2
989	то во	1	2
990	языка к	2	2
991	литературы и	6	2
992	он пишет	2	2
993	совершенно справедливо	3	2
994	а тем	1	2
995	в крупных	1	2
996	ко времени	2	2
997	равно как	2	2
998	вопрос в	1	2
999	слова из	1	2
1000	общего с	2	2
1001	его как	5	2
1002	в систему	5	2
1003	но есть	2	2
1004	и др	8	2
1005	часто и	2	2
1006	от истории	1	2
1007	не исчерпывает	1	2
1008	что без	1	2
1009	основываясь на	1	2
1010	и чтобы	2	2
1011	вся эта	2	2
1012	но кроме	1	2
1013	для которых	1	2
1014	он стал	1	2
1015	из основных	1	2
1016	искусства в	4	2
1017	и самый	3	2
1018	к сожалению	2	2
1019	к такому	1	2
1020	и против	1	2
1021	он уже	1	2
1022	как с	2	2
1023	что многие	1	2
1024	этого понятия	1	2
1025	в литературной	1	2
1026	здесь слово	1	2
1027	всей совокупности	1	2
1028	и должен	3	2
1029	смысле можно	1	2
1030	для них	4	2
1031	связывается с	1	2
1032	самого по	1	2
1033	не могла	3	2
1034	проблема и	2	2
1035	слова мы	1	2
1036	творчества и	2	2
1037	должен был	3	2
1038	от их	2	2
1039	значение его	1	2
1040	сами по	4	2
1041	во что	3	2
1042	с этого	1	2
1043	эпохи когда	1	2
1044	строгом смысле	2	2
1045	это положение	2	2
1046	язык по	5	2
1047	статья в	1	2
1048	и методов	1	2
1049	пройти мимо	1	2
1050	уже совсем	1	2
1051	подхода к	4	2
1052	это время	1	2
1053	и просто	1	2
1054	никто не	2	2
1055	сравнению с	1	2
1056	первого же	1	2
1057	которая не	1	2
1058	общем смысле	2	2
1059	пр но	2	2
1060	нет в	2	2
1061	к другому	2	2
1062	ничего общего	2	2
1063	а ведь	1	2
1064	в словах	1	2
1065	этот процесс	1	2
1066	который и	1	2
1067	думать что	4	2
1068	у нее	1	2
1069	этому же	1	2
1070	но оно	1	2
1071	помощью этого	1	2
1072	чем же	3	2
1073	не является	3	2
1074	только слово	1	2
1075	задача футуризма	1	2
1076	это понятие	1	2
1077	совершенно иной	1	2
1078	в круг	1	2
1079	и социальной	1	2
1080	что самое	1	2
1081	лежат в	1	2
1082	это все	1	2
1083	которые несут	1	2
1084	с а	1	2
1085	для нее	2	2
1086	отношении к	2	2
1087	смысл в	1	2
1088	вслед за	1	2
1089	слова с	1	2
1090	и до	8	2
1091	друг от	2	2
1092	например на	1	2
1093	никаких оснований	1	2
1094	имеем в	1	2
1095	и а	1	2
1096	и там	1	2
1097	языком в	2	2
1098	все в	3	2
1099	из истории	1	2
1100	е она	1	2
1101	одной из	2	2
1102	только теперь	2	2
1103	языке но	1	2
1104	нашего анализа	1	2
1105	самом процессе	1	2
1106	поэтического языка	63	2
1107	характерное для	1	2
1108	деле в	1	2
1109	а вовсе	2	2
1110	у них	3	2
1111	смысл может	1	2
1112	не из	5	2
1113	стиля и	2	2
1114	последнего времени	2	2
1115	друг другу	2	2
1116	он должен	4	2
1117	от всякого	2	2
1118	связан с	1	2
1119	было как	1	2
1120	данной эпохи	1	2
1121	всего можно	1	2
1122	ничем не	4	2
1123	языка остается	1	2
1124	к овладению	1	2
1125	исторической жизни	2	2
1126	зависит от	2	2
1127	том числе	1	2
1128	слово а	1	2
1129	тесно примыкают	1	2
1130	и естественно	1	2
1131	для всего	3	2
1132	он и	3	2
1133	в литературе	6	2
1134	ее в	3	2
1135	не заметить	1	2
1136	здесь в	2	2
1137	на которой	1	2
1138	сознания и	1	2
1139	в широком	5	2
1140	же не	1	2
1141	а все	2	2
1142	представлять себе	3	2
1143	слова а	1	2
1144	этот прием	2	2
1145	в каком-либо	1	2
1146	по этому	2	2
1147	это отношение	1	2
1148	и литературной	1	2
1149	от друга	2	2
1150	пока нет	1	2
1151	г и	1	2
1152	сама в	1	2
1153	этих форм	1	2
1154	о возможности	1	2
1155	нас только	1	2
1156	дело в	1	2
1157	отрицать что	1	2
1158	язык может	2	2
1159	вообще не	1	2
1160	в ряде	1	2
1161	язык поэзии	4	2
1162	частном случае	1	2
1163	является не	1	2
1164	первый период	6	2
1165	иной раз	2	2
1166	и понимания	1	2
1167	к своему	1	2
1168	перейти к	3	2
1169	с историей	2	2
1170	и историей	1	2
1171	один и	1	2
1172	именно эта	1	2
1173	это было	3	2
1174	не стал	1	2
1175	не что	1	2
1176	бы совершенно	1	2
1177	этой системы	1	2
1178	и основные	2	2
1179	быть искусством	1	2
1180	разница между	1	2
1181	поэзии мы	1	2
1182	в эти	1	2
1183	связанных с	2	2
1184	качества и	1	2
1185	прав когда	2	2
1186	она должна	3	2
1187	эти последние	1	2
1188	в основных	1	2
1189	в руки	1	2
1190	есть одна	1	2
1191	языке в	1	2
1192	ни один	1	2
1193	все должно	1	2
1194	в теории	1	2
1195	что нужно	1	2
1196	быть и	5	2
1197	к тем	1	2
1198	есть и	1	2
1199	для русского	1	2
1200	явлений в	1	2
1201	и всякая	2	2
1202	собственно говоря	1	2
1203	лингвистики и	2	2
1204	как таковая	2	2
1205	это казалось	1	2
1206	выводов из	1	2
1207	во многом	2	2
1208	который как	1	2
1209	метод который	1	2
1210	партии и	1	2
1211	самый термин	1	2
1212	все содержание	2	2
1213	двух направлениях	1	2
1214	сказать в	2	2
1215	за счет	4	2
1216	них как	1	2
1217	самой природы	1	2
1218	как увидим	2	2
1219	жизни и	10	2
1220	и прежде	3	2
1221	можно будет	2	2
1222	все более	4	2
1223	языка если	2	2
1224	и новые	1	2
1225	поэтическое творчество	3	2
1226	эти два	1	2
1227	может и	2	2
1228	ведь и	1	2
1229	именно это	1	2
1230	дело здесь	1	2
1231	не можем	3	2
1232	в известной	2	2
1233	своим языком	1	2
1234	меньше чем	1	2
1235	вещи не	1	1
1236	более не	1	1
1237	понимали и	1	1
1238	получает свое	1	1
1239	степень его	1	1
1240	и учение	1	1
1241	был и	2	1
1242	и возможностей	1	1
1243	поэзии но	1	1
1244	значение лишь	2	1
1245	этой проблеме	1	1
1246	и плодотворно	1	1
1247	в каждую	1	1
1248	на эти	1	1
1249	основное понятие	1	1
1250	в последнее	1	1
1251	может в	1	1
1252	форм то	1	1
1253	бы лишь	1	1
1254	за исключением	3	1
1255	зрения их	2	1
1256	в структуру	2	1
1257	им для	1	1
1258	таком понимании	2	1
1259	совершенно очевидно	1	1
1260	искусства это	1	1
1261	выступает на	1	1
1262	их чисто	1	1
1263	об искусстве	3	1
1264	принципа здесь	1	1
1265	звук в	1	1
1266	оказывается не	1	1
1267	это значит	1	1
1268	литературы а	4	1
1269	именно она	1	1
1270	она уже	1	1
1271	ни стало	4	1
1272	задачей и	1	1
1273	не об	1	1
1274	является в	2	1
1275	роман и	2	1
1276	особенностей в	1	1
1277	на лингвистику	4	1
1278	второй период	2	1
1279	потому совершенно	1	1
1280	но тем	1	1
1281	какой бы	2	1
1282	говорит о	1	1
1283	к звуку	1	1
1284	типов и	1	1
1285	формам самого	1	1
1286	такового в	3	1
1287	от этих	2	1
1288	конструктивного принципа	1	1
1289	знаний о	1	1
1290	является слово	1	1
1291	значение совершенно	1	1
1292	с собой	1	1
1293	историка литературы	4	1
1294	предисловии к	3	1
1295	и самое	1	1
1296	в рамки	1	1
1297	этой последней	4	1
1298	структуры на	1	1
1299	основная тенденция	3	1
1300	но характерно	1	1
1301	на сцену	1	1
1302	связь с	1	1
1303	или для	2	1
1304	построения поэтики	1	1
1305	важный и	1	1
1306	в борьбе	1	1
1307	минуту не	1	1
