N	2gram	Bakhtin_Pr	PoTuStor
200	ту же	2	2
201	на основе	4	2
202	а может	1	2
203	он не	5	2
204	и т.п	42	2
205	кажется что	3	2
206	в развитии	5	2
207	с помощью	4	2
208	и образы	1	2
209	в частности	1	2
210	оно и	2	2
211	характерно для	1	2
212	и вся	4	2
213	говорить о	2	2
214	всех других	2	2
215	есть и	4	2
216	в науке	1	2
217	за пределы	7	2
218	в начале	2	2
219	в мир	1	2
220	в пределах	8	2
221	так же	4	2
222	и всех	1	2
223	потому и	1	2
224	было бы	6	2
225	это главное	1	2
226	что можно	1	2
227	к ним	5	2
228	его целом	1	2
229	нет и	3	2
230	и о	3	2
231	своей жизни	3	2
232	если мы	5	2
233	с нею	1	2
234	находится в	1	2
235	что на	2	2
236	о том	3	2
237	во всей	5	2
238	всю жизнь	1	2
239	можем сказать	1	2
240	чрезвычайно характерно	1	2
241	один из	7	2
242	и по	5	2
243	с ним	3	2
244	но это	7	2
245	в глубину	1	2
246	и для	5	2
247	для этого	2	2
248	того же	5	2
249	нам кажется	4	2
250	понятия и	1	2
251	то же	10	2
252	не можем	1	2
253	за счет	1	2
254	образов и	7	2
255	никогда не	10	2
256	быть даже	2	1
257	и ту	2	1
258	что было	2	1
259	жизни но	1	1
260	хорошо и	1	1
261	во всем	5	1
262	мире и	2	1
263	несколько слов	3	1
264	по мнению	1	1
265	на почве	1	1
266	от нее	1	1
267	я у	1	1
268	что они	2	1
269	хорошо известны	1	1
270	и то	2	1
271	никак нельзя	2	1
272	образом и	3	1
273	или к	2	1
274	все творчество	3	1
275	в более	5	1
276	в центре	4	1
277	которая была	1	1
278	аристотелевский термин	1	1
279	даны в	1	1
280	и здесь	4	1
281	та же	1	1
282	мы и	4	1
283	все оттенки	1	1
284	к их	1	1
285	самым существенным	1	1
286	мир в	1	1
287	же и	1	1
288	конечно есть	1	1
289	со всем	1	1
290	нельзя сказать	2	1
291	как нам	1	1
292	ведь именно	1	1
293	до своего	1	1
294	друга в	1	1
295	данном случае	1	1
296	в момент	1	1
297	никаких сомнений	1	1
298	сделать и	1	1
299	сознания с	1	1
300	их лежит	1	1
301	отдаленную связь	1	1
302	главное для	1	1
303	которая в	1	1
304	время и	3	1
305	за собою	1	1
306	все люди	1	1
307	уже в	3	1
308	на ее	2	1
309	внимание на	1	1
310	мог бы	1	1
311	тогда когда	1	1
312	есть прежде	1	1
313	несколько иное	1	1
314	не чем	1	1
315	не будем	4	1
316	дело с	1	1
317	мы имеем	4	1
318	еще более	6	1
319	в применении	1	1
320	любовь к	4	1
321	это и	1	1
322	нужно искать	1	1
323	несмотря на	3	1
324	но именно	4	1
325	освободиться от	1	1
326	нас здесь	2	1
327	значение имеют	2	1
328	противоречий и	1	1
329	все ценности	1	1
330	уже знаем	1	1
331	и абсолютного	1	1
332	на своей	1	1
333	интересует только	1	1
334	мы чувствуем	1	1
335	хотя и	10	1
336	в разных	4	1
337	а это	2	1
338	по принципу	1	1
339	этом отношении	1	1
340	и связанных	1	1
341	позволила бы	1	1
342	он владеет	3	1
343	имеем дело	1	1
344	что при	1	1
345	в сущности	15	1
346	жизнь до	1	1
347	не должна	2	1
348	в каких-либо	1	1
349	как раз	6	1
350	в некоторых	7	1
351	тон и	2	1
352	говорит о	2	1
353	б я	2	1
354	было связано	1	1
355	о нем	2	1
356	уже становится	1	1
357	таковы основные	2	1
358	которая позволила	1	1
359	в качестве	1	1
360	в году	2	1
361	и всегда	2	1
362	из предшествующего	1	1
363	в полном	1	1
364	в человеке	1	1
365	не являются	1	1
366	он работает	1	1
367	и слов	1	1
368	важный момент	1	1
369	у нас	2	1
370	здесь в	11	1
371	для них	2	1
372	и делает	1	1
373	от остальной	1	1
374	в виду	3	1
375	я не	6	1
376	у многих	1	1
377	с философским	1	1
378	потому-то и	1	1
379	останавливаться не	1	1
380	и братьев	1	1
381	можно было	2	1
382	власти и	2	1
383	сон в	2	1
384	связанная с	2	1
385	религиозных и	1	1
386	свой метод	1	1
387	эту свою	1	1
388	творчества и	1	1
389	связь с	4	1
390	ведь это	2	1
391	одну и	1	1
392	как они	1	1
393	в своих	4	1
394	является и	1	1
395	не опирается	1	1
396	связи с	1	1
397	или во	1	1
398	он несколько	1	1
399	нам в	1	1
400	или психологическое	1	1
401	на этот	1	1
402	если бы	1	1
403	конечно и	7	1
404	столь же	1	1
405	иногда и	3	1
406	воспроизводится в	1	1
407	именно оно	1	1
408	и сам	1	1
409	и единство	1	1
410	с ней	4	1
411	жизнь в	4	1
412	определения и	1	1
413	в сознании	2	1
414	он пуст	1	1
415	но эта	2	1
416	теперь мы	4	1
417	дело в	3	1
418	все моменты	1	1
419	и начинается	1	1
420	он может	2	1
421	был связан	1	1
422	но не	9	1
423	менее всего	4	1
424	форму и	1	1
425	быть только	2	1
426	как его	2	1
427	развития в	1	1
428	он будет	1	1
429	в эпоху	12	1
430	из того	1	1
431	а то	1	1
432	человеком на	1	1
433	вещей и	1	1
434	времени и	4	1
435	в конце	5	1
436	войдя в	1	1
437	вся и	1	1
438	в корне	1	1
439	бы оно	1	1
440	пор еще	2	1
441	в связи	2	1
442	те формы	1	1
443	и они	4	1
444	как момент	1	1
445	очень важный	1	1
446	не подлежит	1	1
447	этой цели	1	1
448	поведения и	1	1
449	может стать	4	1
450	данная нами	1	1
451	корней и	1	1
452	веры и	1	1
453	направлениями и	2	1
454	чем иным	1	1
455	в мире	8	1
456	все же	3	1
457	всеми его	1	1
458	художественных образов	2	1
459	человека на	1	1
460	жизни в	4	1
461	почти во	3	1
462	не что	1	1
463	а иногда	1	1
464	перейти к	2	1
465	как ее	1	1
466	от этого	1	1
467	на все	4	1
468	не имеет	1	1
469	и со	1	1
470	и могут	2	1
471	смерть в	2	1
472	только себя	1	1
473	остановимся на	5	1
474	и жизнь	2	1
475	или что	1	1
476	века в	4	1
477	своей органической	1	1
478	его жизни	2	1
479	отношения только	1	1
480	по его	1	1
481	в свете	1	1
482	собою в	2	1
483	он является	2	1
484	зависимости от	3	1
485	и представить	1	1
486	в себя	8	1
487	это было	3	1
488	влияния на	1	1
489	роль в	1	1
490	со стороны	1	1
491	идеи и	5	1
492	на его	4	1
493	мы считаем	2	1
494	с другом	6	1
495	в смысле	2	1
496	но если	4	1
497	делает его	1	1
498	быть очень	1	1
499	их во	1	1
500	эти разнородные	1	1
501	др и	1	1
502	вовсе не	12	1
503	но к	4	1
504	уже не	5	1
505	к тому	2	1
506	термин катарсис	1	1
507	свой смысл	1	1
508	не входит	1	1
509	связано с	1	1
510	которые были	1	1
511	а для	2	1
512	развития именно	1	1
513	не был	3	1
514	той или	2	1
515	он прежде	1	1
516	а вместе	1	1
517	в скобках	1	1
518	однако не	1	1
519	свое время	4	1
520	этих двух	5	1
521	и мир	1	1
522	без всякой	1	1
523	нет ничего	3	1
524	ли они	1	1
525	ко всему	1	1
526	и тех	1	1
527	нужно отметить	2	1
528	человека в	6	1
529	и снова	1	1
530	он был	1	1
531	а с	1	1
532	в данном	1	1
533	моменты и	1	1
534	под прикрытием	2	1
535	план в	1	1
536	отличается от	2	1
537	и такие	1	1
538	и социального	1	1
539	вопрос о	1	1
540	характер и	1	1
541	вернемся к	1	1
542	на один	1	1
543	не сделал	2	1
544	применении к	1	1
545	с первым	1	1
546	свободна от	1	1
547	и органическим	1	1
548	и т.д	5	1
549	мы говорили	2	1
550	мы увидим	1	1
551	в самых	2	1
552	даже и	3	1
553	и социальной	2	1
554	на некоторых	5	1
555	т.п и	1	1
556	она не	4	1
557	близко к	1	1
558	в свою	1	1
559	входит в	1	1
560	органическое единство	2	1
561	и почти	3	1
562	наконец в	3	1
563	и ни	1	1
564	не дает	3	1
565	бы из	1	1
566	дать полную	1	1
567	здесь только	2	1
568	те основные	1	1
569	в другом	1	1
570	уже у	3	1
571	для того	1	1
572	всем этим	2	1
573	но всегда	1	1
574	явления и	1	1
575	отношения эти	1	1
576	вся жизнь	4	1
577	в ней	8	1
578	у самого	1	1
579	человека как	1	1
580	не всегда	3	1
581	очень широко	2	1
582	человека который	1	1
583	должны перейти	1	1
584	значение и	2	1
585	общего не	1	1
586	сам язык	1	1
587	в руках	1	1
588	от всех	2	1
589	когда он	2	1
590	в образах	1	1
591	один шаг	1	1
592	у порога	2	1
593	что если	1	1
594	всего на	1	1
595	а не	19	1
596	и попытались	1	1
597	и стали	1	1
598	увидим что	1	1
599	некоторых условиях	1	1
600	значение для	5	1
601	должны быть	2	1
602	снова и	1	1
603	имеем в	3	1
604	в которую	1	1
605	только одним	1	1
606	всего как	1	1
607	оказалась и	1	1
608	при некоторых	1	1
609	и та	1	1
610	только сон	1	1
611	и что	3	1
612	как он	4	1
613	и об	1	1
614	отношений между	2	1
615	других людей	2	1
616	так чтобы	1	1
617	конечно в	2	1
618	еще в	1	1
619	на другой	1	1
620	в особом	2	1
621	это великолепное	1	1
622	она по	1	1
623	нельзя это	1	1
624	и жизни	3	1
625	уже и	1	1
626	его специфической	1	1
627	конечно нет	1	1
628	из одного	2	1
629	культурного сознания	1	1
630	даже с	1	1
631	первого и	2	1
632	человека и	10	1
633	говорили что	2	1
634	отметить что	3	1
635	на всю	1	1
636	и принцип	1	1
637	как один	1	1
638	а во	3	1
639	самую точку	1	1
640	мы здесь	4	1
641	входить в	1	1
642	в землю	1	1
643	бы по	1	1
644	на это	1	1
645	с другой	4	1
646	это же	1	1
647	последнее слово	2	1
648	лишь в	1	1
649	нем и	1	1
650	не интересует	1	1
651	некоторое время	2	1
652	слов о	3	1
653	отца с	2	1
654	ничего общего	1	1
655	истории и	2	1
656	как на	1	1
657	на свет	1	1
658	потом в	1	1
659	на различных	1	1
660	и мышления	2	1
661	и еще	2	1
662	же самое	1	1
663	вступают в	3	1
664	каждого из	2	1
665	среди них	1	1
666	в эту	3	1
667	выходит из	2	1
668	золотого века	1	1
669	могут лежать	1	1
670	в комнате	1	1
671	без всякого	1	1
672	заметить что	1	1
673	жизнь как	1	1
674	контекст эти	1	1
675	ее не	1	1
676	в высшую	1	1
677	она может	1	1
678	что для	1	1
679	главным образом	3	1
680	по которой	1	1
681	материнское лоно	1	1
682	для всей	1	1
683	и благодаря	1	1
684	друг другу	1	1
685	той же	6	1
686	бы очень	2	1
687	что есть	1	1
688	социальные и	1	1
689	которые в	3	1
690	свою противоположность	1	1
691	в самую	1	1
692	для нашего	1	1
693	имеет по	1	1
694	бы он	1	1
695	о его	1	1
696	этом и	1	1
697	характерен для	1	1
698	своего прямого	2	1
699	часто и	1	1
700	что я	2	1
701	что может	1	1
702	в высшей	1	1
703	вся область	2	1
704	с этими	1	1
705	во многих	2	1
706	в известной	3	1
707	только здесь	1	1
708	т.п наконец	1	1
709	все время	2	1
710	в духе	10	1
711	с духом	2	1
712	материал в	1	1
713	или иной	2	1
714	что она	2	1
715	необходимо остановиться	1	1
716	например о	1	1
717	всех внешних	1	1
718	теории и	1	1
719	в атмосфере	4	1
720	не сразу	1	1
721	этим как	1	1
722	и прежде	6	1
723	одна из	9	1
724	с сыном	1	1
725	если они	1	1
726	иной раз	1	1
727	иным как	1	1
728	же мы	1	1
729	в период	1	1
730	формы и	3	1
731	имеет и	2	1
732	этот момент	1	1
733	считаем нужным	1	1
734	катарсис очищение	1	1
735	всем мире	2	1
736	это значение	1	1
737	сказать о	1	1
738	и внешней	1	1
739	это просто	1	1
740	друг с	6	1
741	человек не	1	1
742	это в	1	1
743	исторической и	2	1
744	это уже	2	1
745	как всякий	1	1
746	некоторых отношениях	1	1
747	эти два	3	1
748	именно этот	1	1
749	является обычным	1	1
750	к этим	1	1
751	что иное	1	1
752	жизни таким	1	1
753	мы должны	4	1
754	из него	1	1
755	мы еще	4	1
756	мы сказали	4	1
757	мир но	1	1
758	жизни человек	1	1
759	себя в	1	1
760	и особенно	3	1
761	точку зрения	1	1
762	основе их	1	1
763	тот же	2	1
764	вообще нет	1	1
765	конечно с	1	1
766	ничего не	8	1
767	иное как	1	1
768	о ней	1	1
769	характер носят	1	1
770	и самый	6	1
771	человека но	1	1
772	своего развития	3	1
773	из этой	1	1
774	к нему	3	1
775	рождается и	1	1
776	высшей степени	1	1
