N	3gram	Potebnia_M	Formalny
117	как если бы	1	2
118	что это не	1	2
119	в таком случае	4	2
120	из того что	2	2
121	и в том	3	2
122	может быть только	2	2
123	мы видели что	2	2
124	может и не	1	2
125	и все же	1	2
126	ничем не связанных	1	2
127	при всем этом	1	2
128	язык как предмет	1	2
129	это не так	2	2
130	выйти за пределы	1	2
131	этой точки зрения	1	2
132	как и в	3	2
133	и не нуждается	1	2
134	от того что	5	2
135	ничего общего с	1	2
136	на этот вопрос	2	2
137	не может стать	1	2
138	при известных условиях	2	2
139	не говоря уже	1	2
140	дело в том	3	2
141	и в какой	1	2
142	не только в	3	2
143	только в целом	1	2
144	так же как	1	2
145	следовательно и в	1	2
146	что в нем	1	2
147	и в каждом	1	2
148	так как и	1	2
149	и в истории	1	2
150	что и в	4	2
151	со стороны его	1	2
152	как и во	3	1
153	и в жизни	3	1
154	определенное место в	1	1
155	бы иначе если	2	1
156	есть разница между	1	1
157	несмотря на их	1	1
158	и как бы	4	1
159	ключ к разрешению	1	1
160	в более или	1	1
161	а не иначе	2	1
162	между предшествующим и	1	1
163	бы при этом	1	1
164	во все стороны	1	1
165	действительно имеет место	1	1
166	слова так и	1	1
167	не приводит в	1	1
168	лишь в том	1	1
169	вслед за этим	1	1
170	и в этих	1	1
171	и человека в	1	1
172	и его форм	1	1
173	то что он	1	1
174	на задний план	1	1
175	в том как	4	1
176	место и в	1	1
177	того что они	2	1
178	другу и не	1	1
179	и тогда когда	1	1
180	чтобы она могла	1	1
181	которые могут быть	2	1
182	по сравнению с	1	1
183	приводит к новому	1	1
184	оно должно быть	1	1
185	его форм в	1	1
186	у нас в	1	1
187	и связанные с	1	1
188	и вообще все	1	1
189	она могла стать	1	1
190	в организме и	1	1
191	от души и	1	1
192	она могла бы	1	1
193	что они не	1	1
194	жизни таким образом	1	1
195	и во всех	2	1
196	иначе если бы	2	1
197	если они не	1	1
198	для этого в	1	1
199	на нее как	1	1
200	потому не могут	1	1
201	то что они	1	1
202	и как увидим	1	1
203	в его состав	1	1
204	которое не может	1	1
205	а не наоборот	1	1
206	бы ни был	1	1
207	смысле в каком	5	1
208	друг на друга	2	1
209	одного и того	6	1
210	и теперь как	1	1
211	к этой цели	2	1
212	мы знаем что	1	1
213	его содержание не	1	1
214	так а не	2	1
215	из необходимых условий	1	1
216	лишь в той	1	1
217	с этой стороны	1	1
218	мы можем сказать	1	1
219	но ни одна	1	1
220	в языке в	1	1
221	это нисколько не	1	1
222	та форма в	1	1
223	можно думать что	3	1
224	если бы в	1	1
225	могут быть названы	3	1
226	есть одно из	1	1
227	что именно эти	1	1
228	а потому что	2	1
229	по себе не	3	1
230	таким образом в	3	1
231	до тех пор	1	1
232	есть исключительная принадлежность	1	1
233	и в нашем	1	1
234	и свою собственную	1	1
235	может быть названа	1	1
236	остается только одно	1	1
237	что как бы	1	1
238	и того же	6	1
239	может быть понят	1	1
240	потому что не	5	1
241	там где оно	2	1
242	и там где	1	1
243	языка и не	1	1
244	и для всякого	1	1
245	к которому стремится	1	1
246	это значит что	1	1
247	языка и т	1	1
248	в слове есть	1	1
249	языка а не	1	1
250	противном случае мы	1	1
251	языка таким образом	1	1
252	и потому не	1	1
253	между ними не	1	1
254	может быть содержанием	1	1
255	она еще не	1	1
256	нечто общее с	2	1
257	на каждом шагу	1	1
258	потому что душа	1	1
259	мог бы быть	2	1
260	в том и	2	1
261	того как мы	2	1
262	таким образом мы	1	1
263	и тем не	1	1
264	друг друга и	1	1
265	вместе с этим	1	1
266	в ней самой	1	1
267	прежде всего должны	1	1
268	души и не	3	1
269	содержание и форма	1	1
270	пространство и в	1	1
271	самом начале развития	1	1
272	во всех их	1	1
273	должно быть отнесено	1	1
274	т п однако	1	1
275	тем что в	1	1
276	одно из необходимых	2	1
277	и зависит от	2	1
278	предмет на который	1	1
279	т п мы	1	1
280	наших отношениях к	1	1
281	на то что	3	1
282	и может быть	4	1
283	мере того как	6	1
284	сказать что и	1	1
285	каждый из этих	1	1
286	не нуждается в	2	1
287	о том что	1	1
288	по крайней мере	6	1
289	а не по	1	1
290	лицом к лицу	1	1
291	взятом отдельно независимо	1	1
292	по мере того	6	1
293	было бы сказать	1	1
294	из основных признаков	1	1
295	внутренняя форма слова	1	1
296	бы если бы	1	1
297	проявляется в этих	1	1
298	а следовательно и	1	1
299	что все они	1	1
300	во всем своем	1	1
301	этого слова и	1	1
302	которое лежит в	1	1
303	но столь же	1	1
304	только в том	7	1
305	и той же	3	1
306	но и все	1	1
307	быть выведены из	2	1
308	в то время	3	1
309	друг другу и	2	1
310	этой последней в	1	1
311	языка в смысле	1	1
312	нужно было бы	1	1
313	ли нужно говорить	1	1
314	бы ни было	2	1
315	зависит от того	2	1
316	а не из	1	1
317	все же не	1	1
318	чтобы показать что	1	1
319	не для того	1	1
320	в рассмотренных нами	1	1
321	он не есть	1	1
322	не было бы	3	1
323	прямого отношения к	1	1
324	нисколько не противоречит	1	1
325	не что иное	2	1
326	что иное как	2	1
327	и от этой	1	1
328	значение звука в	1	1
329	тому как в	1	1
330	не может в	1	1
331	и их сочетания	1	1
332	языка не может	1	1
333	было бы если	1	1
334	одной и той	3	1
335	заключается в том	1	1
336	том смысле в	4	1
337	но мы видели	1	1
338	только потому что	3	1
339	во всех этих	1	1
340	и все остальные	2	1
341	и сами по	3	1
342	что если бы	1	1
343	не менее в	2	1
344	предшествующим и последующим	1	1
345	отдельно независимо от	1	1
346	существует независимо от	1	1
347	продолжает жить и	1	1
348	но тем не	6	1
349	но так как	1	1
350	и в свою	3	1
351	слово с его	1	1
352	и при этом	2	1
353	в самом зародыше	1	1
354	может быть признана	1	1
355	и что в	3	1
356	что касается до	2	1
357	эти явления и	1	1
358	потому что человек	2	1
359	что в слове	2	1
360	времени не может	1	1
361	в таком виде	2	1
362	было бы невозможно	5	1
363	между тем в	2	1
364	том случае если	1	1
365	в общих чертах	1	1
366	все в нем	1	1
367	к другому в	1	1
368	нужно говорить что	1	1
369	другой стороны и	1	1
370	со стороны других	2	1
371	этого еще мало	1	1
372	вопрос о том	1	1
373	или же в	1	1
374	к одной и	1	1
375	не могла бы	2	1
376	можно было бы	1	1
377	всего должны быть	1	1
