N	4gram	Tiupa_Vved	DiskursI
304	преодолевается что подчеркнуто в	1	1
305	их связная сюжетная цепь	1	1
306	упраздняет коммуникативные роли первого	1	1
307	история непреложный в своей	1	1
308	их былое разобщение преодолевается	1	1
309	писателями [...] то потому	1	1
310	получает дальнейшее развитие а	1	1
311	может быть сведена к	1	1
312	сюжетная цепь воспроизводилась древними	1	1
313	с другой стороны в	1	1
314	известными слушателям чего не	1	1
315	не в рассказе о	1	1
316	привходящими моментами символического характера	1	1
317	исход художественных построений зрелого	1	1
318	по мифологии если же	1	1
319	событийности история казусная цепь	1	1
320	эстетической и моральной ответственности	1	1
321	нашей способности прослеживать историю	1	1
322	стабильности открытого спектра вариантов	1	1
323	и требующий ответного понимания	1	1
324	освоение человеческим сознанием событийной	1	1
325	и сами участвуем как	1	1
326	история казусная цепь необратимых	2	1
327	внимание на то что	1	1
328	автор оставляет читателю апеллируя	1	1
329	правильно поставленный вопрос автор	1	1
330	как диалогический момент в	1	1
331	в своей индивидуальности явление	1	1
332	событие это то что	1	1
333	коммуникативной эстетической и моральной	1	1
334	все необходимые предпосылки для	1	1
335	времени наррация давно функционировала	1	1
336	в войне и мире	2	1
337	исторических событий и как	1	1
338	едва ли не наиболее	1	1
339	тексте в обстоятельствах восприятия	1	1
340	просил лично для себя	1	1
341	буркин и иван иваныч	1	1
342	его коммуникативной эстетической и	1	1
343	событий и как сегмента	1	1
344	рассмотрим в этом отношении	2	1
345	всегда преодолеваемая даль и	1	1
346	своих историях исчерпывается однако	1	1
347	оставляя открытым вопрос следует	1	1
348	рассказывается буркиным как анекдот	1	1
349	получателя которое возникает в	1	1
350	хотя и равно законных	1	1
351	в произведении и событие	1	1
352	соединяющей апокалипсис с книгой	1	1
353	состоит в том чтобы	1	1
354	фактор истории феномен амбивалентный	1	1
355	тут же возобновляется в	1	1
356	молчали после рассказа ивана	1	1
357	способности человеческой речи формировать	1	1
358	о котором рассказано в	1	1
359	в принципе не может	1	1
360	которое возникает в результате	1	1
361	коммуникативное событие самого рассказывания	1	1
362	наблюдателя упраздняет коммуникативные роли	1	1
363	которого рассказ не удовлетворил	1	1
364	мышлением которое по фрейденберг	1	1
365	следует сказать и о	1	1
366	же их связная сюжетная	1	1
367	повторяющееся действие или положение	1	1
368	спокойно засыпает а слушатель	1	1
369	в этих сознаниях получает	1	1
370	каждый в своем собственном	1	1
371	грандиозную интригу мировой истории	1	1
372	слушателям чего не было	1	1
373	подлинного положителен по отношению	1	1
374	именно солидарность двух равнодостойных	1	1
375	со стороны самое понимание	1	1
376	потому что к этому	1	1
377	рассказывает а показывает имитирует	1	1
378	своих персонажей решительно отстраняются	1	1
379	в креслах в разных	1	1
380	содержание рассказа в этих	1	1
381	потому что полюс подлинного	1	1
382	выговорившийся всякий раз спокойно	1	1
383	о ней мифов-нарраций никогда	1	1
384	не может быть вполне	1	1
385	и двусмысленный четкий потому	1	1
386	ценности к истине красоте	1	1
387	континуального моделирования истории с	1	1
388	своего рода миниатюра большой	1	1
389	не подчинение не дублирование	1	1
390	произведение в его событийной	1	1
391	дающей масштабы того что	1	1
392	к тому или иному	1	1
393	беликова рассказывается буркиным как	1	1
394	[...] в нем осуществляется	1	1
395	они едины судьба выражает	1	1
396	чужих высказываний пиететное цитирование	1	1
397	этом последнем мы и	1	1
398	в новом третьем мире	1	1
399	того что является событием	1	1
400	общеинтересными в концовке рассказа	1	1
401	заново актуализированная женеттом была	1	1
402	в своих историях исчерпывается	1	1
403	практика общения доступна нам	1	1
404	и того и другого	1	1
405	казусная цепь необратимых и	2	1
406	''для того чтобы'' ''из-за''	1	1
407	мира дающей масштабы того	1	1
408	и буркин и иван	1	1
409	своей индивидуальности явление духа	1	1
410	истории феномен амбивалентный он	1	1
411	о взаимно исключающих хотя	1	1
412	а слушатель которого рассказ	1	1
413	разных концах гостиной и	1	1
414	собственном мире напротив они	1	1
415	человек в футляре крыжовник	1	1
416	процессуальности история непреложный в	1	1
417	событие самого рассказывания в	1	1
418	может передать оборотов ''если''	1	1
419	имеются только в учебниках	1	1
420	мировой истории а всякая	1	1
421	а всякая литературная интрига	1	1
422	при таком взгляде на	1	1
423	ни слушающий не остаются	1	1
424	в точке золотого сечения	2	1
425	слушатель которого рассказ не	1	1
426	самого рассказывания в этом	1	1
427	может быть вполне элиминирована	1	1
428	их жизненного опыта иное	1	1
429	сознаний содержание рассказа в	1	1
430	ощущаться завершенная и строго	1	1
431	двусмысленный четкий потому что	1	1
432	алехина хотя в нем	1	1
433	первые два рассказчика трилогии	1	1
434	оказались хорошо известными слушателям	1	1
435	и мотивы первых двух	1	1
436	входит как диалогический момент	1	1
437	''картина'' не может передать	1	1
438	и в другом случае	1	1
439	акт смыслового завершения ответ	1	1
440	роли первого и второго	1	1
441	являют традиционно комическую карнавальную	1	1
442	рассказ не удовлетворил мучается	1	1
443	от наплыва мыслей при	1	1
444	а сам алехин укладом	1	1
445	завершенности целого но заключительный	1	1
446	нам только в перформативной	1	1
447	мучается бессонницей от наплыва	1	1
448	характеристиками являют традиционно комическую	1	1
449	всегда одновременно четкий и	1	1
450	рассказа ивана иваныча и	1	1
451	напротив они сходятся в	1	1
452	к его коммуникативной эстетической	1	1
453	к однозначности [...] в	1	1
454	следует ли в любви	1	1
455	исходя из того что	1	1
456	портретными характеристиками являют традиционно	1	1
457	хотя в нем повторяются	1	1
458	мы и сами участвуем	1	1
459	повествованиях а предмет разговора	1	1
460	персонажей решительно отстраняются от	1	1
461	писал бахтин может ощущаться	1	1
462	иванычем в своих историях	1	1
463	счастья общеинтересными в концовке	1	1
464	мимесис не рассказывает а	1	1
465	по отношению к неподлинному	1	1
466	положителен по отношению к	1	1
467	и проблематика тайны личного	1	1
468	явление природы и б	1	1
469	появляется в связи с	1	1
470	же возобновляется в обрамляющем	1	1
471	было и не могло	1	1
472	понятийным мышлением которое по	1	1
473	располагается между двумя полярными	1	1
474	''когда'' ''для того чтобы''	1	1
475	слове писал бахтин может	1	1
476	''если'' ''когда'' ''для того	1	1
477	необходимые предпосылки для классической	1	1
478	и мимесис мимесис не	1	1
479	с большей или меньшей	1	1
480	событийной стороны бытия следствие	1	1
481	адекватности обеих доктрин трактуемой	1	1
482	третья рассказ алехина неожиданно	1	1
483	рассказа оказались хорошо известными	1	1
484	общения доступна нам только	1	1
485	доступна нам только в	1	1
486	сидели в креслах в	1	1
487	самоопределяющееся в своей индивидуальности	1	1
488	и по длительности и	1	1
489	будто просил лично для	1	1
490	и создает наррацию ибо	1	1
491	солидарности взаимодействующих сознаний содержание	1	1
492	и молчали после рассказа	1	1
493	литературная интрига своего рода	1	1
494	предмет разговора стали говорить	1	1
495	отрицать известную долю адекватности	1	1
496	заключительный акт смыслового завершения	1	1
497	не остаются каждый в	1	1
498	молчали точно сердились друг	1	1
499	эти происходят в разные	1	1
500	местах и в то	1	1
501	дистанцию по отношению к	1	1
502	стороны бытия следствие овладения	1	1
503	долю адекватности обеих доктрин	1	1
504	друга на утро после	1	1
505	креслах в разных концах	1	1
506	рассказ алехина хотя в	1	1
507	былое разобщение преодолевается что	1	1
508	переформатирует ту самую коммуникативную	1	1
509	двумя полярными доктринами доктриной	1	1
510	слушатели-читатели события эти происходят	1	1
511	времена различные и по	1	1
512	читателю апеллируя к его	1	1
513	предпосылки для классической эстетической	1	1
514	коммуникативные роли первого и	1	1
515	в своем собственном мире	1	1
516	на концепции нарративности как	1	1
517	же фактов и как	1	1
518	и иваном иванычем в	1	1
519	крыжовника персонажи третьего рассказа	1	1
520	женатый беликов а сам	1	1
521	можем обозначить как произведение	1	1
522	ним всегда преодолеваемая даль	1	1
523	по длительности и на	1	1
524	рассказано в произведении и	1	1
525	исключающих хотя и равно	1	1
526	взаимодействующих сознаний содержание рассказа	1	1
527	сторону индивида и его	1	1
528	этико-интеллектуальное содержание и того	1	1
529	оборотов ''если'' ''когда'' ''для	1	1
530	разговора стали говорить о	1	1
531	неожиданно объединяет собеседников дело	1	1
532	только по отношению к	1	1
533	и непредсказуемых событий и	1	1
534	по бахтину нельзя понять	1	1
535	к ценности к истине	1	1
536	выражает внеличную сторону индивида	1	1
537	слово стремится к однозначности	1	1
538	не дублирование но именно	1	1
539	большой интриги соединяющей апокалипсис	1	1
540	и равно законных интерпретациях	1	1
541	мы имеем дело с	4	1
542	высказываний пиететное цитирование стенографическая	1	1
543	что полюс подлинного положителен	1	1
544	это то что могло	1	1
545	качестве способности человеческой речи	1	1
546	б свободное самоопределяющееся в	1	1
547	наплыва мыслей при этом	1	1
548	если же их связная	1	1
549	своей закономерности процесс развития	1	1
550	спектра вариантов жизненного поведения	1	1
551	в этом последнем мы	1	1
552	своими портретными характеристиками являют	1	1
553	мифологии если же их	1	1
554	на разных местах и	1	1
555	финале привходящими моментами символического	1	1
556	трактуемой ими исторической реальности	1	1
557	буркиным и иваном иванычем	1	1
558	одновременно четкий и двусмысленный	1	1
559	говорит о взаимно исключающих	1	1
560	мы можем обозначить как	1	1
561	при этом первые два	1	1
562	в своей закономерности процесс	1	1
563	только раскрывают содержание судьбы	1	1
564	феномен амбивалентный он есть	1	1
565	осуществляется прямолинейная оценка [...]	1	1
566	судьба выражает внеличную сторону	1	1
567	которое по природе своей	1	1
568	так например приказывая или	1	1
569	свидетельствует о том что	1	1
570	поставленный вопрос автор оставляет	1	1
571	произведения всех видов не	1	1
572	порождается так например приказывая	1	1
573	речевой практике общения это	1	1
574	природного социального или ментального	1	1
575	дальнейшее развитие а их	1	1
576	это вы из другой	1	1
577	непосредственное воспроизведение чужих высказываний	1	1
578	ключевой фактор истории феномен	1	1
579	передать оборотов ''если'' ''когда''	1	1
580	отношение к ценности к	1	1
581	иван иваныч говорят о	1	1
582	и иван иваныч говорят	1	1
583	отстраняются от их жизненного	1	1
584	длительности и на разных	1	1
585	художественных построений зрелого чехова	1	1
586	бытия следствие овладения понятийным	1	1
587	однако в отличие от	1	1
588	самое понимание входит как	1	1
589	дискурса как коммуникативного события	1	1
590	цитирование стенографическая передача карикатурное	1	1
591	было в предыдущих повествованиях	1	1
592	свободное самоопределяющееся в своей	1	1
593	цепь необратимых и непредсказуемых	2	1
594	эстетической завершенности целого но	1	1
595	но при этом он	1	1
596	не несет в себе	3	1
597	этих сознаниях получает дальнейшее	1	1
598	в его событийной полноте	1	1
599	раз спокойно засыпает а	1	1
600	по фрейденберг и создает	1	1
601	и как сегмента исторического	1	1
602	равнодостойных не соподчиненных сознаний	1	1
603	они неразрывно объединены в	1	1
604	неразрывно объединены в едином	1	1
605	ситуации и мотивы первых	1	1
606	доктриной событийности история казусная	1	1
607	закономерное явление природы и	1	1
608	бессонницей от наплыва мыслей	1	1
609	внеличную сторону индивида и	1	1
610	но заключительный акт смыслового	1	1
611	первых двух историй в	1	1
612	масштабы того что является	1	1
613	человеческим сознанием событийной стороны	1	1
614	одновременно а закономерное явление	1	1
615	утро после рассказа буркина	1	1
616	и в пределах одного	1	1
617	концах гостиной и молчали	1	1
618	концом в этом смысле	1	1
619	а их былое разобщение	1	1
620	он есть одновременно а	1	1
621	вследствие этой двойственности методологическое	1	1
622	четкий потому что полюс	1	1
623	мифы-рассказы имеются только в	1	1
624	доктриной процессуальности история непреложный	1	1
625	персонажи третьего рассказа оказались	1	1
626	для классической эстетической завершенности	1	1
627	собеседников дело в том	1	1
628	мимесис мимесис не рассказывает	1	1
629	разобщение преодолевается что подчеркнуто	1	1
630	от исследовательской позиции наблюдателя	1	1
631	рассказа в этих сознаниях	1	1
632	ли в любви рассуждать	1	1
633	доктринами доктриной событийности история	1	1
634	зрелого чехова всегда одновременно	1	1
635	то же самое следует	1	1
636	остаются каждый в своем	1	1
637	рассказ алехина неожиданно объединяет	1	1
638	которое мы можем обозначить	1	1
639	и как ряда исторических	1	1
640	выходит новое и главное	1	1
641	слушающий не остаются каждый	1	1
642	в качестве способности человеческой	1	1
643	футляре крыжовник о любви	1	1
644	любви и проблематика тайны	1	1
645	участвуем как слушатели-читатели события	1	1
646	овладения понятийным мышлением которое	1	1
647	развитие а их былое	1	1
648	первого и второго лица	1	1
649	и б свободное самоопределяющееся	1	1
650	сознанием событийной стороны бытия	1	1
651	буркина сидели в креслах	1	1
652	может ощущаться завершенная и	1	1
653	отделен от своей судьбы	1	1
654	природы и б свободное	1	1
655	восприятия и обсуждения изложенного	1	1
656	моделирования истории с дискретным	1	1
657	равно законных интерпретациях одних	1	1
658	только третья рассказ алехина	1	1
659	человеческой речи формировать культурную	1	1
660	в футляре крыжовник о	1	1
661	разных местах и в	1	1
662	обеих доктрин трактуемой ими	1	1
663	два рассказчика-охотника своими портретными	1	1
664	[...] наблюдателя упраздняет коммуникативные	1	1
665	в учебниках по мифологии	1	1
666	за ним всегда преодолеваемая	1	1
667	между двумя полярными доктринами	1	1
668	сам алехин укладом своей	1	1
669	вопрос автор оставляет читателю	1	1
670	древними писателями [...] то	1	1
671	что подчеркнуто в финале	1	1
672	поле историзма располагается между	1	1
673	то же время они	1	1
674	история беликова рассказывается буркиным	1	1
675	не нужно рассуждать вовсе	1	1
676	третьем мире мире общения	1	1
677	стремится к однозначности [...]	1	1
678	тех же фактов и	1	1
679	результате воздействия на него	1	1
680	которое по фрейденберг и	1	1
681	дублирование но именно солидарность	1	1
682	время они неразрывно объединены	1	1
683	законных интерпретациях одних и	1	1
684	учебниках по мифологии если	1	1
685	здесь как и в	1	1
686	в финале привходящими моментами	1	1
687	после рассказа буркина сидели	1	1
688	возникает в результате воздействия	1	1
689	в этом смысле библия	1	1
690	сложном событии которое мы	1	1
691	имеющий отношение к ценности	1	1
692	в нем повторяются ситуации	1	1
693	миниатюра большой интриги соединяющей	1	1
694	не в том что	2	1
695	в разные времена различные	1	1
696	мире напротив они сходятся	1	1
697	амбивалентный он есть одновременно	1	1
698	бахтин может ощущаться завершенная	1	1
699	событие о котором рассказано	1	1
700	нарративная установка [...] наблюдателя	1	1
701	возбуждающем некие рецептивные ожидания	1	1
702	в результате воздействия на	1	1
703	не удовлетворил мучается бессонницей	1	1
704	ряда исторических событий и	1	1
705	о любви и проблематика	1	1
706	своем как будто просил	1	1
707	резко порицают своих персонажей	1	1
708	поступки только раскрывают содержание	1	1
709	методологическое поле историзма располагается	1	1
710	будучи непосредственной формой человеческого	1	1
711	непреложный в своей закономерности	1	1
712	обрамляющем тексте в обстоятельствах	1	1
713	и на разных местах	1	1
714	воспроизводилась древними писателями [...]	1	1
715	смыслового завершения ответ на	1	1
716	в предыдущих повествованиях а	1	1
717	остаются глухи к ответной	1	1
718	на правильно поставленный вопрос	2	1
719	присутствия человека в мире	1	1
720	социального или ментального процесса	1	1
721	стороны самое понимание входит	1	1
722	от своей судьбы они	1	1
723	говорят о своем как	1	1
724	как ключевой фактор истории	1	1
725	и тем более не	1	1
726	например приказывая или напротив	1	1
727	говорить о любви и	1	1
728	в том или ином	1	1
729	сходятся в новом третьем	1	1
