N	2gram	Vygotskiy_	Dialekti
484	не является	7	5
485	это понятие	3	5
486	где есть	1	5
487	в течение	1	5
488	сознание и	2	5
489	только мы	1	5
490	по сравнению	9	5
491	только один	4	5
492	со всей	1	5
493	отношении к	2	5
494	и во	2	5
495	говорил что	1	5
496	он может	5	5
497	получается что	1	5
498	же он	1	5
499	во времени	1	5
500	точку зрения	1	5
501	зависит от	4	5
502	а это	3	5
503	он и	1	5
504	что с	7	5
505	без этого	1	5
506	раз навсегда	2	5
507	с той	1	5
508	как целое	1	5
509	есть все	1	5
510	из этого	3	5
511	раз и	3	5
512	в области	19	5
513	только к	4	5
514	первый план	2	5
515	по которому	1	5
516	когда он	3	5
517	говоря о	2	5
518	к ней	1	5
519	просто как	1	5
520	конце концов	2	5
521	и наконец	3	5
522	что на	2	5
523	еще более	5	4
524	тогда оно	1	4
525	далее в	1	4
526	от этих	1	4
527	как они	4	4
528	из нее	5	4
529	равно как	1	4
530	из самых	1	4
531	из всего	1	4
532	представление о	2	4
533	много раз	1	4
534	его на	2	4
535	в собственном	2	4
536	только для	2	4
537	свою собственную	1	4
538	говорим что	2	4
539	в этот	4	4
540	и этого	1	4
541	одному тому	2	4
542	с другим	1	4
543	к ним	2	4
544	эти вопросы	2	4
545	есть по	1	4
546	что даже	1	4
547	никто никогда	1	4
548	представить себе	2	4
549	бы то	2	4
550	чтобы это	1	4
551	в состоянии	6	4
552	мы знаем	5	4
553	по типу	4	4
554	у него	8	4
555	но совершенно	1	4
556	и отношение	2	4
557	и вместе	1	4
558	точек зрения	4	4
559	не нужно	2	4
560	что их	2	4
561	чтобы понять	2	4
562	в каждом	1	4
563	если оно	1	4
564	если не	3	4
565	хотя в	2	4
566	и является	6	4
567	из двух	2	4
568	требует чтобы	1	4
569	не по	1	4
570	главным образом	1	4
571	мы будем	4	4
572	а как	1	4
573	а главное	1	4
574	а потому	3	4
575	взгляд на	3	4
576	и здесь	2	4
577	как с	5	4
578	это или	1	4
579	со всеми	2	4
580	почти всегда	2	4
581	мы начинаем	1	4
582	связанные с	6	4
583	без которых	1	4
584	мы имели	4	4
585	том как	3	4
586	дальше и	2	4
587	сейчас же	2	4
588	видим что	3	4
589	своей собственной	2	4
590	не знаю	1	4
591	чтобы она	1	4
592	для всякого	1	4
593	как например	1	4
594	потому и	4	4
595	это же	1	4
596	у них	1	4
597	друг друга	1	4
598	когда они	1	4
599	смысле что	1	4
600	данном случае	3	4
601	и этим	1	4
602	этом отношении	7	4
603	ясным что	1	4
604	то он	1	4
605	здесь в	1	4
606	что ни	1	4
607	и слова	1	4
608	в общем	1	4
609	сознания но	1	4
610	по смыслу	3	4
611	на все	7	4
612	но уже	2	4
613	к жизни	7	4
614	что эти	4	4
615	и эти	2	4
616	эти последние	1	4
617	другу как	1	4
618	меру того	2	4
619	себе что	1	4
620	что касается	1	4
621	совершенно невозможно	1	4
622	же самое	7	4
623	но эта	1	4
624	вне всякой	1	4
625	же в	2	4
626	вещах и	1	4
627	не самое	1	4
628	такой же	4	4
629	в одинаковой	2	4
630	а он	1	4
631	из себя	1	4
632	не можем	2	4
633	на ту	1	4
634	себе а	1	4
635	что было	2	3
636	находим в	1	3
637	нами выше	2	3
638	для всех	2	3
639	очевидно что	2	3
640	не переживает	1	3
641	к этой	3	3
642	этот момент	2	3
643	мысли и	7	3
644	по мере	6	3
645	нас к	6	3
646	вещей как	1	3
647	в первом	4	3
648	и требует	2	3
649	бы все	2	3
650	считать что	1	3
651	в корне	2	3
652	ни было	1	3
653	обоих случаях	2	3
654	чем заключается	2	3
655	что знание	1	3
656	в первую	4	3
657	больше чем	6	3
658	не могли	1	3
659	он находит	1	3
660	которой не	1	3
661	сам не	2	3
662	что всякое	3	3
663	но то	1	3
664	сознания в	3	3
665	если так	1	3
666	не имеем	1	3
667	самый факт	1	3
668	говорит что	7	3
669	самого начала	8	3
670	в чистом	1	3
671	всего этого	1	3
672	сила и	3	3
673	в основу	1	3
674	то чем	1	3
675	во всей	3	3
676	не умеет	6	3
677	исходит из	2	3
678	действительно в	1	3
679	всего в	1	3
680	содержится в	5	3
681	или нет?	1	3
682	такая же	1	3
683	сама же	1	3
684	имеем дело	2	3
685	как таковым	1	3
686	совершенно ясно	2	3
687	только она	1	3
688	мы это	2	3
689	и которые	2	3
690	если я	4	3
691	зрения и	1	3
692	о которых	2	3
693	но к	1	3
694	уже сама	1	3
695	понятий и	22	3
696	нами как	1	3
697	а с	3	3
698	принять во	3	3
699	не дает	2	3
700	говорили мы	2	3
701	совсем не	1	3
702	между тем	5	3
703	не так	1	3
704	не более	1	3
705	не мог	1	3
706	не приходится	1	3
707	самое что	2	3
708	та которая	1	3
709	и отличается	1	3
710	как известно	7	3
711	этот предмет	2	3
712	его движение	1	3
713	сущности это	2	3
714	сделать это	2	3
715	сказать о	1	3
716	или иного	1	3
717	для чего	1	3
718	понятия и	11	3
719	образом и	1	3
720	своего собственного	3	3
721	для себя	1	3
722	стороны в	1	3
723	времени когда	1	3
724	мы в	2	3
725	же о	1	3
726	чем больше	1	3
727	и делает	2	3
728	особого рода	1	3
729	следовательно в	1	3
730	же самый	2	3
731	и будет	1	3
732	оно всегда	1	3
733	в слове	1	3
734	от его	1	3
735	в которых	2	3
736	к другому	3	3
737	я говорю	1	3
738	как один	1	3
739	бы не	1	3
740	бы просто	2	3
741	в очень	1	3
742	тех же	1	3
743	еще на	1	3
744	чем именно	1	3
745	остается только	2	3
746	с которой	2	3
747	гласит что	1	3
748	или иных	2	3
749	вслед за	3	3
750	мы хотим	1	3
751	целый ряд	5	3
752	знаем что	2	3
753	никаких оснований	2	3
754	и потом	2	3
755	эти факты	1	3
756	и явлений	1	3
757	видим в	2	3
758	тем же	1	3
759	одной из	5	3
760	в сознании	5	3
761	же самого	4	3
762	и понимания	1	3
763	только с	1	3
764	дает в	1	3
765	движения и	1	3
766	тот же	7	3
767	одних и	1	3
768	в свое	2	3
769	форм и	2	3
770	но на	2	3
771	нас не	1	3
772	и которая	1	3
773	тому чтобы	4	3
774	только его	2	3
775	такое же	2	3
776	для нас	1	3
777	вовсе нет	1	3
778	место в	2	3
779	различия между	1	3
780	как именно	1	3
781	без всяких	2	3
782	этого не	1	3
783	когда оно	2	3
784	а то	1	3
785	указывает на	3	3
786	в какой	8	3
787	тогда это	1	3
788	является не	2	3
789	при таком	1	3
790	силу этого	1	3
791	когда же	1	3
792	лежит в	5	3
793	должен быть	1	3
794	в разной	1	3
795	с самого	8	3
796	отличие от	3	3
797	а просто	2	3
798	что сущность	1	3
799	этого последнего	1	3
800	но всегда	1	3
801	во время	1	3
802	в свою	5	3
803	и во-вторых	1	3
804	свою историю	1	3
805	как чисто	2	3
806	и всегда	1	3
807	идет о	1	3
808	как из	2	3
809	лишь в	1	3
810	что можно	1	3
811	в царство	1	3
812	это можно	1	3
813	в современной	3	3
814	и тех	1	3
815	именно это	2	3
816	происходит в	3	3
817	меньше чем	1	3
818	как два	2	2
819	они являются	2	2
820	они имеют	1	2
821	мы наблюдаем	1	2
822	это утверждение	1	2
823	или хотя	1	2
824	к другу	4	2
825	если его	1	2
826	их из	2	2
827	выводу что	3	2
828	вывод из	1	2
829	которые не	5	2
830	которая в	3	2
831	понятие как	4	2
832	бы даже	1	2
833	них есть	1	2
834	строго говоря	1	2
835	но тем	1	2
836	что то	1	2
837	те же	6	2
838	остановиться на	3	2
839	почему мы	1	2
840	по способу	2	2
841	ее основе	1	2
842	ко всем	1	2
843	в духе	1	2
844	он имеет	6	2
845	не предполагает	1	2
846	на каждой	2	2
847	собственном смысле	2	2
848	и сам	1	2
849	на свою	2	2
850	мысль о	1	2
851	чем его	3	2
852	уже на	3	2
853	друг к	3	2
854	имеет место	4	2
855	есть совершенно	2	2
856	собственным внутренним	1	2
857	внимание что	1	2
858	почему это	1	2
859	может дать	1	2
860	он является	1	2
861	и слово	1	2
862	является то	4	2
863	широком смысле	1	2
864	о логическом	1	2
865	ответить на	4	2
866	во все	1	2
867	которые мы	2	2
868	совершенно в	3	2
869	и логической	2	2
870	он был	1	2
871	своей природе	4	2
872	мы увидим	3	2
873	объект а	1	2
874	представления о	2	2
875	не должен	1	2
876	быть взята	1	2
877	говорит об	2	2
878	в условиях	3	2
879	смысле слова	1	2
880	природе как	1	2
881	в различных	3	2
882	а между	1	2
883	ни одного	2	2
884	по линии	1	2
885	самого понятия	2	2
886	как оно	1	2
887	является как	2	2
888	свою очередь	4	2
889	в вопросе	4	2
890	в глаза	1	2
891	и формы	1	2
892	этого мы	1	2
893	речь как	2	2
894	еще нет	1	2
895	в голове	2	2
896	что отношение	1	2
897	наряду с	3	2
898	они должны	1	2
899	мы о	1	2
900	в нашем	5	2
901	к которому	7	2
902	находится в	2	2
903	с этими	1	2
904	понимать в	1	2
905	рассуждать так	1	2
906	вопросе о	3	2
907	нечто третье	1	2
908	друг с	10	2
909	процессов но	1	2
910	на котором	3	2
911	понятие о	3	2
912	в пользу	1	2
913	в системе	4	2
914	первые две	1	2
915	общий принцип	1	2
916	на словах	2	2
917	не конец	1	2
918	с первого	2	2
919	что обычно	1	2
920	своего развития	11	2
921	или иным	2	2
922	которую можно	1	2
923	новые и	3	2
924	первого взгляда	1	2
925	бы чудом	3	2
926	и осмысленное	1	2
927	на том	4	2
928	есть одно	1	2
929	но еще	1	2
930	и основной	2	2
931	природу как	2	2
932	обычно не	2	2
933	его только	1	2
934	бы что	2	2
935	как можно	1	2
936	котором мы	1	2
937	непрерывно и	1	2
938	самый предмет	1	2
939	чем в	6	2
940	существует только	2	2
941	и других	7	2
942	в мысли	8	2
943	как объяснить	1	2
944	в полной	1	2
945	на этот	9	2
946	столько же	1	2
947	от тех	1	2
948	ее от	1	2
949	прежде чем	2	2
950	которое в	1	2
951	как его	2	2
952	слово слово	1	2
953	сходство что	1	2
954	на тот	1	2
955	не остается	1	2
956	воздействие на	1	2
957	как видим	1	2
958	между ними	5	2
959	эти три	2	2
960	целиком и	2	2
961	к отвлеченной	1	2
962	сознания как	1	2
963	и оказывается	3	2
964	больше и	1	2
965	в других	2	2
966	ли что	1	2
967	а для	1	2
968	вопроса о	5	2
969	этом совершенно	1	2
970	на которую	1	2
971	проявляет себя	1	2
972	и осмысления	2	2
973	бы она	1	2
974	в лучшем	3	2
975	что более	1	2
976	но при	2	2
977	существенно не	1	2
978	но зато	1	2
979	ничего нового	1	2
980	в тех	2	2
981	а все	1	2
982	который мы	2	2
983	зрения так	1	2
984	сомневаться в	1	2
985	этот вопрос	8	2
986	с ней	3	2
987	это вопрос	1	2
988	нет если	1	2
989	свое учение	1	2
990	вопрос в	1	2
991	функций и	5	2
992	на который	2	2
993	однако в	1	2
994	всегда имеет	2	2
995	очевидно нет	1	2
996	в систему	2	2
997	и др	1	2
998	существует в	2	2
999	но ничего	1	2
1000	образом в	2	2
1001	чему же	1	2
1002	представление об	2	2
1003	заключается только	1	2
1004	которые были	1	2
1005	же необходимо	1	2
1006	я делаю	2	2
1007	себе этот	1	2
1008	и нельзя	1	2
1009	понять что	2	2
1010	и самый	2	2
1011	вне ее	1	2
1012	и сами	2	2
1013	в анализе	1	2
1014	на деле	1	2
1015	во втором	2	2
1016	нашего исследования	4	2
1017	этот закон	3	2
1018	понятие и	2	2
1019	не идет	1	2
1020	тогда он	1	2
1021	природе и	1	2
1022	связанное с	2	2
1023	никакому сомнению	1	2
1024	же невозможно	2	2
1025	не требует	3	2
1026	в другой	1	2
1027	в область	2	2
1028	равным образом	1	2
1029	к выводу	3	2
1030	такое положение	1	2
1031	видели уже	2	2
1032	только еще	1	2
1033	находятся в	3	2
1034	кто не	2	2
1035	что должно	4	2
1036	отличаются от	2	2
1037	которое как	1	2
1038	в наших	2	2
1039	их и	2	2
1040	показать что	4	2
1041	себе совершенно	1	2
1042	и максимально	1	2
1043	совершенно правильно	1	2
1044	в процессе	37	2
1045	другой как	1	2
1046	доходит до	1	2
1047	к его	4	2
1048	если принять	3	2
1049	и просто	1	2
1050	показали что	11	2
1051	становится ясным	1	2
1052	ли он	1	2
1053	по самому	1	2
1054	эта последняя	1	2
1055	знает что	5	2
1056	возникает вопрос	1	2
1057	на их	3	2
1058	всей своей	1	2
1059	природе своей	1	2
1060	он мог	1	2
1061	показать как	1	2
1062	этого явления	1	2
1063	и состоит	1	2
1064	не имеют	4	2
1065	и заключается	2	2
1066	совпадает с	4	2
1067	и между	7	2
1068	связана с	2	2
1069	относится к	3	2
1070	слово которое	1	2
1071	и поэтому	2	2
1072	с научной	1	2
1073	движение или	1	2
1074	внимание на	1	2
1075	в понятие	1	2
1076	слова и	3	2
1077	что понятие	5	2
1078	развития и	21	2
1079	именно на	1	2
1080	тогда она	1	2
1081	более и	3	2
1082	существует ли	2	2
1083	что существуют	1	2
1084	друг от	5	2
1085	определенного рода	2	2
1086	в обоих	2	2
1087	только это	1	2
1088	но остается	1	2
1089	он дает	1	2
1090	имеем в	1	2
1091	но который	2	2
1092	нашего анализа	1	2
1093	корнями в	1	2
1094	может оказаться	2	2
1095	только при	1	2
1096	именно то	3	2
1097	слово и	2	2
1098	на примерах	1	2
1099	влиять на	3	2
1100	это одно	1	2
1101	с него	1	2
1102	из него	3	2
1103	они вовсе	1	2
1104	бывает в	1	2
1105	самое слово	2	2
1106	как к	1	2
1107	дает нам	1	2
1108	что обе	2	2
1109	что ему	2	2
1110	но когда	2	2
1111	мы могли	16	2
1112	пришли к	1	2
1113	целое и	1	2
1114	что остается	1	2
1115	общего и	1	2
1116	внутреннее как	1	2
1117	что значит	3	2
1118	можно прямо	1	2
1119	вывод что	2	2
1120	оно само	1	2
1121	как сама	1	2
1122	речь именно	1	2
1123	его и	4	2
1124	мы показали	3	2
1125	мы нашли	2	2
1126	и новое	1	2
1127	столько сколько	1	2
1128	что только	3	2
1129	в полном	1	2
1130	на одной	1	2
1131	только сказать	1	2
1132	в широком	1	2
1133	чем он	5	2
1134	слово в	3	2
1135	раз в	4	2
1136	которые я	1	2
1137	с которым	2	2
1138	на каком	1	2
1139	ко второму	1	2
1140	от друга	5	2
1141	на нее	2	2
1142	дело в	1	2
1143	это еще	1	2
1144	с теми	1	2
1145	ни одна	1	2
1146	только два	3	2
1147	с логической	1	2
1148	так если	2	2
1149	не стоит	1	2
1150	мы никогда	1	2
1151	на одном	2	2
1152	этого вопроса	5	2
1153	в такой	5	2
1154	чем мы	1	2
1155	по самой	4	2
1156	на его	4	2
1157	к признанию	1	2
1158	с другом	10	2
1159	бы совершенно	1	2
1160	это так	1	2
1161	иной чем	2	2
1162	нее и	1	2
1163	эти же	3	2
1164	этих двух	4	2
1165	конечно это	1	2
1166	именно я	1	2
1167	разница между	1	2
1168	там где	2	2
1169	нужно в	1	2
1170	чистом виде	1	2
1171	понятий а	1	2
1172	говорим о	2	2
1173	на всех	2	2
1174	о логической	1	2
1175	мысли в	5	2
1176	есть как	1	2
1177	лучшем случае	4	2
1178	факт что	1	2
1179	еще в	3	2
1180	если взять	1	2
1181	скажем что	1	2
1182	всем ее	1	2
1183	одного из	1	2
1184	оно должно	2	2
1185	для такого	1	2
1186	которые в	4	2
1187	этом вопросе	4	2
1188	только по	4	2
1189	наоборот в	1	2
1190	и начинается	1	2
1191	органа и	1	2
1192	отношении не	1	2
1193	по законам	3	2
1194	о своих	1	2
1195	даже чем	1	2
1196	до такого	1	2
1197	она существует	1	2
1198	сказать так	1	2
1199	в целом	8	2
1200	дальше в	1	2
1201	как для	1	2
1202	сейчас мы	2	2
1203	указывал на	1	1
1204	то этим	1	1
1205	первый ответ	1	1
1206	это на	3	1
1207	ничего иного	1	1
1208	что одновременно	1	1
1209	что один	1	1
1210	до которого	1	1
1211	новое и	1	1
1212	и другие	13	1
1213	в единую	1	1
1214	не считает	1	1
1215	мы найдем	1	1
1216	между двумя	4	1
1217	более общее	1	1
1218	зрения на	1	1
1219	этого необходимо	1	1
1220	что почти	1	1
1221	на эти	1	1
1222	закона и	1	1
1223	момента одного	1	1
1224	знает не	1	1
1225	зрения совершенно	1	1
1226	самого себя	1	1
1227	исходя из	2	1
1228	сейчас только	1	1
1229	ясно как	1	1
1230	каждого отдельного	3	1
1231	и переходит	1	1
1232	а никак	1	1
1233	случае мы	2	1
1234	без исключения	1	1
1235	в применении	1	1
1236	момента в	3	1
1237	до самого	2	1
1238	связанных между	1	1
1239	этого суждения	1	1
1240	его за	1	1
1241	рассматривать с	1	1
1242	формы в	1	1
1243	с необходимостью	5	1
1244	они уже	1	1
1245	происходит как	1	1
1246	мы исходим	1	1
1247	невозможно никакое	1	1
1248	думается что	5	1
1249	которой они	1	1
1250	действуют в	2	1
1251	что перед	1	1
1252	которое может	1	1
1253	же эта	1	1
1254	выучки и	1	1
1255	влияния не	1	1
1256	вещи он	1	1
1257	приближения к	1	1
1258	сколько существует	1	1
1259	но эти	1	1
1260	за время	1	1
1261	случае он	1	1
1262	не меняет	1	1
1263	до последнего	1	1
1264	в живом	1	1
1265	и самое	1	1
1266	этой последней	2	1
1267	оно уже	1	1
1268	мыслится как	1	1
1269	быть названа	1	1
1270	стоит в	5	1
1271	другого предмета	1	1
1272	предметов в	2	1
1273	чтобы эти	1	1
1274	и внутри	1	1
1275	все дело	2	1
1276	каким образом	2	1
1277	происходит не	1	1
1278	как осуществляется	11	1
1279	участвует в	1	1
1280	против второго	1	1
1281	за ним	1	1
1282	которое по	1	1
1283	где они	1	1
1284	прямо сказать	1	1
1285	ведет к	2	1
1286	можно объяснить	1	1
1287	общих и	1	1
1288	другую сторону	1	1
1289	и другим	2	1
1290	и должен	2	1
1291	способно только	1	1
1292	ничего больше	1	1
1293	когда это	2	1
1294	чтобы можно	1	1
1295	как центральная	1	1
1296	начинается с	2	1
1297	как перенесение	1	1
1298	показал что	6	1
1299	определяется только	1	1
1300	и теоретическое	1	1
1301	не обладают	1	1
1302	узнать что	1	1
1303	предмета и	2	1
1304	через все	1	1
1305	указывает только	1	1
1306	если этот	1	1
1307	момент нашей	1	1
1308	совершенно различны	1	1
1309	новых свойств	1	1
1310	что оба	4	1
1311	поставить вопрос	1	1
1312	есть некий	1	1
1313	этих случаях	1	1
