N	2gram	Voloshinov	Literetu
447	случае мы	1	1
448	дело с	2	1
449	или осмысленно	1	1
450	слушатель который	1	1
451	свое высказывание	1	1
452	в некоторых	3	1
453	какой бы	1	1
454	говорит о	1	1
455	что современная	1	1
456	мы это	1	1
457	двоих форма	1	1
458	что слово	2	1
459	предполагает в	1	1
460	ко всем	2	1
461	более или	1	1
462	я может	1	1
463	но все	2	1
464	все моменты	1	1
465	слова с	1	1
466	стиля как	1	1
467	уже на	1	1
468	к другим	1	1
469	мы никогда	2	1
470	само собою	1	1
471	лишь отраженные	1	1
472	имеет место	2	1
473	себе с	1	1
474	обнимает все	1	1
475	иной точки	1	1
476	задачи в	1	1
477	как только	2	1
478	именно такую	1	1
479	однако остается	1	1
480	художественного восприятия	1	1
481	нам не	1	1
482	ситуации в	1	1
483	существенный момент	1	1
484	было в	1	1
485	которой он	1	1
486	нас и	2	1
487	время учитывает	1	1
488	имеет в	3	1
489	почти исключительно	2	1
490	но эти	1	1
491	что осталось	1	1
492	точно и	1	1
493	нашем случае	1	1
494	мы все	4	1
495	выступает здесь	1	1
496	общения и	2	1
497	каждое слово	1	1
498	все в	1	1
499	ценности и	1	1
500	иных приемов	1	1
501	в игру	1	1
502	конечно не	3	1
503	и те	2	1
504	и общества	1	1
505	самого начала	1	1
506	оказывает существеннейшее	1	1
507	не уверен	1	1
508	автора с	1	1
509	соприкасается с	2	1
510	и остается	1	1
511	дело и	1	1
512	общего для	1	1
513	издательского дела	1	1
514	наряду с	1	1
515	в самое	2	1
516	на него	2	1
517	к которому	1	1
518	лишь поскольку	1	1
519	произнесенное или	1	1
520	множественного числа	1	1
521	без того	1	1
522	входят в	1	1
523	в зависимости	2	1
524	говорят героя	1	1
525	руках у	1	1
526	с первого	1	1
527	поэзии к	1	1
528	большинстве своем	1	1
529	того о	1	1
530	она имеет	1	1
531	герой и	1	1
532	есть выражение	1	1
533	ее и	3	1
534	события а	1	1
535	влияние на	2	1
536	этой задачи	1	1
537	оно оказывается	1	1
538	словесном материале	1	1
539	третьего слушателя	1	1
540	но из	1	1
541	но отнюдь	2	1
542	отраженные и	1	1
543	что уже	1	1
544	в стиле	1	1
545	второй план	1	1
546	внутренней и	1	1
547	любит и	2	1
548	поэта в	1	1
549	в корне	2	1
550	участник слушатель	1	1
551	в поэтике	1	1
552	природу и	1	1
553	дела с	1	1
554	поэта как	1	1
555	как же	2	1
556	их но	1	1
557	или не	3	1
558	живет и	1	1
559	в произведении	1	1
560	как ближайшего	1	1
561	не нуждается	1	1
562	это мы	1	1
563	каком отношении	2	1
564	с самого	1	1
565	но для	3	1
566	героя никогда	1	1
567	поэзию не	1	1
568	же для	1	1
569	по мере	1	1
570	литературе и	1	1
571	между ними	2	1
572	и она	1	1
573	рядом с	1	1
574	существеннейшее влияние	1	1
575	именно этого	1	1
576	именно эту	1	1
577	в двух	1	1
578	высшую степень	1	1
579	любовной лирики	1	1
580	в смысле	1	1
581	и всякого	1	1
582	вне художественного	1	1
583	и слушателя	3	1
584	она становится	1	1
585	сих пор	3	1
586	строит свое	1	1
587	автора на	1	1
588	его эстетической	1	1
589	произведение является	1	1
590	и мир	1	1
591	поэтическое произведение	5	1
592	только ему	3	1
593	и оказывает	1	1
594	какой степени	2	1
595	в лучшем	1	1
596	опираясь на	2	1
597	мы можем	2	1
598	слово есть	1	1
599	находит свое	3	1
600	творца и	7	1
601	мы уже	1	1
602	всякое действительно	1	1
603	все остальные	1	1
604	как некая	1	1
605	обладающий собственной	1	1
606	других творца	1	1
607	бы но	1	1
608	ком или	1	1
609	кто же	1	1
610	определенным образом	1	1
611	в приведенном	1	1
612	себя на	1	1
613	другой все	1	1
614	а одно	1	1
615	из общего	3	1
616	три существенных	1	1
617	с таким	1	1
618	когда мы	1	1
619	интимным взаимоотношением	1	1
620	себя однако	1	1
621	показать что	1	1
622	особая форма	1	1
623	или о	1	1
624	он вдруг	1	1
625	это делает	1	1
626	который меняет	1	1
627	и признания	1	1
628	это ни	1	1
629	вне этого	1	1
630	т.е как	1	1
631	явно не	1	1
632	движение и	1	1
633	трех говорящего	1	1
634	приходится признать	1	1
635	который поэтому	1	1
636	независимо от	2	1
637	очень важным	1	1
638	он должен	3	1
639	в пространстве	1	1
640	что до	1	1
641	мы видели	1	1
642	он или	1	1
643	можно только	1	1
644	с этих	1	1
645	было на	1	1
646	социальной жизни	2	1
647	до сих	3	1
648	и здесь	2	1
649	само слово	1	1
650	приближается к	1	1
651	слушателя который	2	1
652	них в	1	1
653	в событии	2	1
654	предметы и	1	1
655	читательской массой	1	1
656	в основном	2	1
657	самое восприятие	1	1
658	здесь слово	1	1
659	материала но	1	1
660	и менее	1	1
661	герой нашего	1	1
662	что это	1	1
663	событии художественного	1	1
664	ни единого	1	1
665	проникает в	1	1
666	от этой	2	1
667	и делает	1	1
668	однако он	1	1
669	стороны к	1	1
670	игру все	1	1
671	не могут	1	1
672	действительно произнесенное	1	1
673	социального взаимодействия	3	1
674	общения между	1	1
675	в материале	2	1
676	меняет и	1	1
677	бы им	1	1
678	в различные	1	1
679	в процессе	6	1
680	может стать	2	1
681	подхода к	1	1
682	и так	2	1
683	говорящего автора	1	1
684	от его	1	1
685	и герой	3	1
686	свою художественную	1	1
687	слова это	1	1
688	не желает	1	1
689	зависимости от	4	1
690	и умирает	1	1
691	слушателя читателя	1	1
692	в романтизме	1	1
693	одним и	1	1
694	высказывание как	2	1
695	не нужен	1	1
696	в словесном	2	1
697	сам поэт	1	1
698	что мы	5	1
699	незаместимое место	1	1
700	слушателя мы	1	1
701	в слово	1	1
702	слово было	1	1
703	это событие	1	1
704	совпадает с	2	1
705	высказывания и	2	1
706	бы по	1	1
707	ненависть к	1	1
708	не должно	1	1
709	вмешивается третий	1	1
710	в новой	1	1
711	остается только	1	1
712	и вся	1	1
713	с автором	3	1
714	к делу	1	1
715	третий участник	2	1
716	ни были	1	1
717	более и	1	1
718	к поэзии	1	1
719	и закрепленные	1	1
720	чем говорят	1	1
721	в каком	3	1
722	нас же	2	1
723	высказывание от	1	1
724	образом не	1	1
725	что здесь	1	1
726	если мы	1	1
727	и во	1	1
728	произведения и	3	1
729	за пределами	1	1
730	для всего	1	1
731	обращение к	1	1
732	человек но	1	1
733	же он	1	1
734	который и	1	1
735	другого и	1	1
736	моменты произведения	1	1
737	высшей степени	1	1
738	не знают	1	1
739	слова так	2	1
740	время берем	1	1
741	форма все	1	1
742	продукт социального	2	1
743	или просто	1	1
744	общения в	1	1
745	бы за	1	1
746	выходит за	1	1
747	основе своей	1	1
748	художественного высказывания	1	1
749	нас не	1	1
750	не поддающегося	1	1
751	свое незаместимое	1	1
752	человека или	1	1
753	материала и	4	1
754	на что	1	1
755	они входят	1	1
756	ни на	2	1
757	учитывает третьего	1	1
758	входя в	1	1
759	пределы искусства	1	1
760	все это	3	1
761	слова не	1	1
762	и политического	1	1
763	творчества он	1	1
764	в виде	1	1
765	мы обычно	1	1
766	к кому-то	1	1
767	материал для	1	1
768	осмысленно написанное	1	1
769	каковы бы	1	1
770	людьми лишь	1	1
771	но эта	1	1
772	кругозора и	2	1
773	места в	1	1
774	не те	1	1
775	сама по	1	1
776	положение в	1	1
777	автора слушателя	1	1
778	лежит на	2	1
779	или даже	1	1
780	в переводе	1	1
781	есть только	1	1
782	на все	2	1
783	один и	1	1
784	только и	1	1
785	в условиях	2	1
786	но особенно	1	1
787	произведение и	2	1
788	или менее	1	1
789	в одной	1	1
790	восприятие художественного	1	1
791	бы это	1	1
792	выражение и	2	1
793	этих двух	2	1
794	к одному	1	1
795	слова как	1	1
796	становится лишь	1	1
797	мы воспринимаем	1	1
798	слово это	2	1
799	поскольку они	2	1
800	к материалу	4	1
801	не вне	1	1
802	художественное восприятие	1	1
803	обстоит дело	1	1
804	быть и	3	1
805	классический случай	1	1
806	в последующем	1	1
807	и вражды	2	1
808	и их	1	1
809	частности в	1	1
810	берем не	1	1
811	слушателя или	1	1
812	быть ни	1	1
813	кто не	1	1
814	взаимодействия трех	1	1
815	конечно в	2	1
816	определяется в	1	1
817	само нуждается	1	1
818	и последовательное	1	1
819	не перестает	1	1
820	для эстетики	1	1
821	но то	1	1
822	люди не	1	1
823	нами и	1	1
824	и вне	1	1
825	время вмешивается	1	1
826	в высшей	1	1
827	закрепленное в	1	1
828	момент в	1	1
829	закрепленные в	1	1
830	и тому	1	1
831	и эта	1	1
832	теории искусства	1	1
833	лучшем случае	1	1
834	взаимоотношением двоих	1	1
835	жизнью и	2	1
836	возможна только	2	1
