N	2gram	Propp_Isto	Komedia
119	и что	15	10
120	ничуть не	1	10
121	и все	6	10
122	на основании	1	10
123	одной из	4	10
124	с его	4	10
125	ничего не	7	10
126	мы не	10	10
127	на его	6	10
128	тем более	2	10
129	что касается	1	10
130	еще в	3	10
131	отношение к	6	10
132	же в	1	10
133	в целом	2	10
134	все что	4	9
135	но все	5	9
136	в своей	4	9
137	больше чем	2	9
138	одной стороны	12	9
139	тому что	2	9
140	время как	4	9
141	только в	10	9
142	друг друга	2	9
143	что отец	2	9
144	в тех	8	9
145	о его	1	9
146	и по	7	9
147	независимо от	3	9
148	из его	2	9
149	в образе	4	9
150	однако в	2	9
151	ответ на	6	9
152	того как	5	9
153	а также	2	9
154	вовсе не	6	9
155	отличие от	1	9
156	в ней	4	9
157	отношению к	3	9
158	с этой	7	8
159	а затем	1	8
160	другой стороны	17	8
161	что ни	2	8
162	то это	7	8
163	что у	6	8
164	не было	3	8
165	не знает	2	8
166	бы в	1	8
167	во всех	8	8
168	то ни	1	8
169	можно было	3	8
170	если не	4	8
171	в которых	2	8
172	тех пор	1	8
173	связи с	3	8
174	возможно что	4	8
175	по содержанию	2	8
176	по своему	1	8
177	и других	2	8
178	как он	11	8
179	при всем	1	8
180	и ее	6	8
181	и к	1	7
182	мы найдем	2	7
183	дело с	2	7
184	в результате	1	7
185	в этих	16	7
186	равно как	1	7
187	если в	3	7
188	обращает на	1	7
189	себе в	3	7
190	во всяком	3	7
191	в первую	8	7
192	вопрос о	6	7
193	хотя бы	1	7
194	в другом	2	7
195	в руках	2	7
196	бы то	1	7
197	что они	5	7
198	ни было	1	7
199	в связи	3	7
200	и это	9	7
201	в других	6	7
202	так или	2	7
203	и тот	3	7
204	и хотя	3	7
205	в себе	3	7
206	и у	3	7
207	не имеет	6	7
208	из этих	6	7
209	и поэтому	1	7
210	после смерти	7	7
211	мы знаем	4	7
212	и во	1	7
213	но если	2	7
214	в народном	1	7
215	всяком случае	3	7
216	и вот	2	7
217	для нас	8	7
218	со своим	4	7
219	должен был	2	7
220	или иначе	2	7
221	у того	2	7
222	тех же	2	7
223	и о	2	7
224	по всему	3	6
225	еще более	1	6
226	даже в	2	6
227	его от	1	6
228	то ли	2	6
229	с собой	7	6
230	там же	3	6
231	среди которых	1	6
232	в дальнейшем	3	6
233	до того	1	6
234	представляет собой	8	6
235	не мог	1	6
236	и он	8	6
237	после того	6	6
238	его дочери	2	6
239	с точки	1	6
240	не хочет	1	6
241	как видно	1	6
242	что не	3	6
243	о которых	1	6
244	в греции	4	6
245	не дает	1	6
246	и тем	4	6
247	не приходится	1	6
248	с дочерью	2	6
249	могут быть	3	6
250	в силу	2	6
251	всего в	1	6
252	мы встречаем	1	6
253	на ее	1	6
254	в другой	3	6
255	с женой	2	6
256	никто не	2	6
257	к свадьбе	1	6
258	в середине	2	6
259	а не	9	6
260	главным образом	3	6
261	в области	3	6
262	тем не	4	6
263	на вопрос	5	6
264	так в	10	6
265	здесь в	1	6
266	или в	11	6
267	что к	1	6
268	в какой	1	6
269	и как	3	6
270	к концу	3	6
271	на то	5	6
272	в уже	1	6
273	на которые	1	6
274	человека в	1	6
275	во второй	1	6
276	когда он	5	6
277	а по	2	6
278	как будто	4	6
279	не удалось	1	6
280	из двух	1	5
281	за ним	3	5
282	именно в	2	5
283	его на	2	5
284	что по	2	5
285	в это	3	5
286	со своей	2	5
287	в действительности	2	5
288	восходит к	3	5
289	а на	2	5
290	к ним	3	5
291	сказать что	5	5
292	под названием	1	5
293	все время	2	5
294	который в	1	5
295	от них	2	5
296	тем же	1	5
297	никогда не	16	5
298	отец и	2	5
299	еще больше	1	5
300	в ее	3	5
301	после этого	8	5
302	но он	4	5
303	одним из	1	5
304	также в	1	5
305	между собой	1	5
306	что их	1	5
307	в каждом	1	5
308	т д	25	5
309	не могла	1	5
310	ни одной	2	5
311	друг другу	1	5
312	и от	5	5
313	в ответ	3	5
314	каждого из	1	5
315	от нее	2	5
316	не так	4	5
317	представление о	9	5
318	известно что	3	5
319	брак с	2	5
320	что это	6	5
321	здесь нет	4	5
322	вывод что	1	5
323	обращается к	4	5
324	приводит к	1	5
325	ему и	1	5
326	том как	3	5
327	похожи на	1	5
328	конечно не	2	5
329	и если	4	5
330	у меня	1	5
331	у других	1	5
332	вслед за	2	5
333	в обоих	1	5
334	же самое	1	5
335	что я	2	5
336	в сознании	1	5
337	здесь и	3	5
338	и после	2	5
339	это не	14	5
340	мы имеем	27	5
341	он и	3	5
342	же не	2	5
343	по существу	5	5
344	и без	1	5
345	к своему	4	5
346	участие в	2	5
347	раз в	1	5
348	ему не	1	5
349	от отца	5	5
350	от того	4	5
351	что из	4	5
352	жизни и	3	5
353	чаще всего	8	5
354	для этого	1	5
355	что на	1	5
356	тем как	1	4
357	в пользу	1	4
358	него в	1	4
359	требует от	1	4
360	не столько	4	4
361	чтобы в	1	4
362	из самых	2	4
363	например в	6	4
364	правда в	1	4
365	их в	3	4
366	обоих случаях	1	4
367	по тому	1	4
368	отца и	2	4
369	всякого рода	1	4
370	ст в	1	4
371	нам по	3	4
372	не всегда	6	4
373	из себя	1	4
374	в риме	1	4
375	может служить	1	4
376	в отсутствие	1	4
377	перед ним	2	4
378	на море	1	4
379	ср также	1	4
380	самом начале	1	4
381	с большим	1	4
382	его не	4	4
383	одна из	7	4
384	он так	1	4
385	от ее	1	4
386	все его	3	4
387	том чтобы	3	4
388	к их	1	4
389	в состоянии	4	4
390	этой же	1	4
391	это обстоятельство	2	4
392	и этим	7	4
393	не о	1	4
394	как его	2	4
395	не остается	1	4
396	я не	1	4
397	между ними	1	4
398	с отцом	1	4
399	же как	6	4
400	здесь мы	11	4
401	в городе	1	4
402	можно сделать	2	4
403	что эта	1	4
404	один раз	1	4
405	важно что	1	4
406	по своей	1	4
407	как известно	1	4
408	в достаточной	2	4
409	из этого	2	4
410	не случайно	3	4
411	которые он	1	4
412	был бы	1	4
413	когда в	3	4
414	так называемых	1	4
415	стороны и	4	4
416	что мы	3	4
417	в греческой	2	4
418	то и	6	4
419	наконец в	1	4
420	в поисках	1	4
421	большей частью	2	4
422	что же	2	4
423	и там	6	4
424	в более	3	4
425	ничем не	2	4
426	второй половине	1	4
427	с достаточной	1	4
428	и другие	10	4
429	видеть в	3	4
430	отцом и	1	4
431	у нас	4	4
432	на помощь	1	4
433	в сопровождении	2	4
434	в свои	3	4
435	а то	1	4
436	по его	2	4
437	достаточной степени	2	4
438	или менее	3	4
439	такой же	3	4
440	мог бы	1	4
441	с полным	1	4
442	обстоит дело	1	4
443	е в	2	4
444	и их	1	4
445	далеко не	3	4
446	у нее	3	4
447	которые в	3	4
448	бы он	1	4
449	все более	1	4
450	в основе	2	4
451	во всем	2	3
452	от него	6	3
453	к этой	2	3
454	за исключением	1	3
455	или по	1	3
456	ссылаясь на	1	3
457	за лет	1	3
458	за собой	2	3
459	сам автор	1	3
460	по себе	2	3
461	этим объясняется	2	3
462	более или	3	3
463	или на	1	3
464	если он	5	3
465	похож на	1	3
466	за ней	1	3
467	свои руки	1	3
468	при всей	1	3
469	ситуации в	1	3
470	видно что	7	3
471	представления о	13	3
472	выходит из	1	3
473	а после	2	3
474	больше не	1	3
475	этой связи	2	3
476	с ума	1	3
477	между двумя	2	3
478	только на	2	3
479	и когда	2	3
480	приходит к	4	3
481	людей и	1	3
482	от своего	2	3
483	как на	3	3
484	ней и	1	3
485	такую же	1	3
486	соответствии с	1	3
487	находится в	2	3
488	же она	1	3
489	для понимания	1	3
490	что именно	2	3
491	друг с	1	3
492	этом же	2	3
493	о ней	2	3
494	этих двух	1	3
495	ее отца	2	3
496	собой в	1	3
497	его дочь	1	3
498	с другом	1	3
499	искать в	1	3
500	и за	1	3
501	для своего	1	3
502	в герое	3	3
503	мне на	1	3
504	отношения к	2	3
505	в таком	1	3
506	от этого	2	3
507	а его	3	3
508	незадолго до	2	3
509	должно было	2	3
510	в греческом	2	3
511	в эту	3	3
512	а с	3	3
513	того в	1	3
514	ли это	1	3
515	в руки	2	3
516	для этой	2	3
517	в новое	1	3
518	не раз	1	3
519	могла бы	1	3
520	нельзя не	1	3
521	он в	4	3
522	что ты	1	3
523	не один	1	3
524	их к	1	3
525	этим же	2	3
526	и есть	2	3
527	роль играет	1	3
528	его за	2	3
529	если они	4	3
530	на дочери	4	3
531	сказать о	1	3
532	в какой-то	1	3
533	в один	2	3
534	еще одно	2	3
535	мы видели	17	3
536	на месте	1	3
537	также что	1	3
538	его с	2	3
539	для себя	1	3
540	представляют собой	5	3
541	и из	2	3
542	своего дома	1	3
543	не могут	3	3
544	мы понимаем	1	3
545	до этого	1	3
546	если это	2	3
547	как о	1	3
548	с ними	2	3
549	связанные с	3	3
550	своего отца	4	3
551	его и	1	3
552	и более	2	3
553	ни у	1	3
554	чем на	1	3
555	относится к	2	3
556	жениться на	4	3
557	и уже	1	3
558	переходит к	1	3
559	на землю	4	3
560	выходят за	1	3
561	состоит в	1	3
562	не совсем	3	3
563	если мы	1	3
564	только при	1	3
565	казалось бы	1	3
566	в самой	1	3
567	они были	1	3
568	могли быть	2	3
569	ему в	1	3
570	нет ни	2	3
571	сам себя	2	3
572	ее на	5	3
573	сам он	3	3
574	бы на	1	3
575	такое же	3	3
576	мы находим	1	3
577	в виде	5	3
578	однако не	1	3
579	иначе обстоит	1	3
580	и эта	5	3
581	указывает на	1	3
582	сведения о	1	3
583	с той	1	3
584	этой цели	1	3
585	на все	1	3
586	один и	1	3
587	возвращается с	2	3
588	должен быть	2	3
589	в одной	3	3
590	на них	1	3
591	жизнь и	1	3
592	и потому	1	3
593	а как	2	3
594	он говорит	4	3
595	с первых	1	3
596	она не	3	3
597	но при	2	3
598	только как	1	3
599	на брак	1	3
600	не с	2	3
601	таким же	2	3
602	можно найти	3	3
603	в большинстве	1	3
604	они не	4	3
605	над его	1	3
606	же можно	4	3
607	по этому	3	3
608	все еще	2	3
609	право на	5	3
610	только после	3	3
611	это в	3	3
612	ли в	1	3
613	в так	1	3
614	он с	1	3
615	в лице	1	3
616	пути к	1	3
617	вплоть до	2	3
618	женщины в	1	2
619	нет необходимости	3	2
620	еще раз	1	2
621	чтобы дать	1	2
622	и очень	1	2
623	на эти	2	2
624	же и	1	2
625	же объясняется	2	2
626	вообще говоря	1	2
627	дочери и	2	2
628	женщин и	1	2
629	их было	1	2
630	говорит о	2	2
631	те же	2	2
632	не как	1	2
633	точно так	2	2
634	ты не	1	2
635	не находит	2	2
636	из многочисленных	1	2
637	отдельно от	1	2
638	между небом	1	2
639	в греческих	1	2
640	связь с	7	2
641	на земле	6	2
642	к которой	2	2
643	из всего	3	2
644	превращается в	10	2
645	принадлежат к	1	2
646	меня в	2	2
647	в многочисленных	3	2
648	к самому	2	2
649	приходит в	2	2
650	чтобы доказать	1	2
651	и те	2	2
652	от своей	1	2
653	в форму	2	2
654	перед собой	1	2
655	как только	5	2
656	с мужем	1	2
657	на первый	6	2
658	обращение к	1	2
659	как ее	1	2
660	ты с	1	2
661	и иногда	1	2
662	из греческих	1	2
663	нам не	1	2
664	такие случаи	3	2
665	и третий	2	2
666	не могли	1	2
667	можно считать	1	2
668	по тем	1	2
669	которой он	3	2
670	отсюда и	1	2
671	начиная от	2	2
672	она могла	1	2
673	в противоположность	1	2
674	не должен	1	2
675	представлений в	1	2
676	вопрос не	2	2
677	в этот	1	2
678	наталкивается на	1	2
679	но они	4	2
680	в маске	1	2
681	обращаясь к	1	2
682	не вполне	5	2
683	рассказывает о	1	2
684	друг на	2	2
685	и формы	3	2
686	и новая	1	2
687	то чтобы	2	2
688	меч и	1	2
689	чтобы они	1	2
690	без всякого	2	2
691	него не	1	2
692	тех случаях	7	2
693	они должны	3	2
694	такая же	1	2
695	под влиянием	2	2
696	как от	1	2
697	что все	1	2
698	еще одна	4	2
699	в зависимости	3	2
700	из трех	1	2
701	от себя	1	2
702	выходя из	1	2
703	чем это	1	2
704	образом на	1	2
705	быть с	1	2
706	случае в	2	2
707	то в	1	2
708	можно предполагать	1	2
709	мы видим	14	2
710	собой и	1	2
711	она и	3	2
712	главную роль	1	2
713	после чего	5	2
714	так я	1	2
715	но еще	1	2
716	с тех	2	2
717	почему в	1	2
718	на войну	1	2
719	к выводу	1	2
720	они будут	1	2
721	как можно	1	2
722	и рассказ	1	2
723	к отцу	2	2
724	как по	1	2
725	с двумя	1	2
726	и можно	1	2
727	более поздние	2	2
728	очевидно что	1	2
729	таким способом	1	2
730	и она	3	2
731	большинстве случаев	1	2
732	между прочим	3	2
733	рядом с	1	2
734	пребывания в	1	2
735	а потом	4	2
736	своему хозяину	2	2
737	я на	1	2
738	в уста	1	2
739	однако и	1	2
740	с матерью	1	2
741	ее руки	2	2
742	мы уже	10	2
743	эти слова	1	2
744	три раза	2	2
745	ту же	3	2
746	совсем не	1	2
747	является его	1	2
748	мы стали	1	2
749	на нем	1	2
750	если же	1	2
751	и та	1	2
752	время когда	1	2
753	начинается с	4	2
754	почти всегда	6	2
755	где в	1	2
756	доходит до	3	2
757	своим собственным	1	2
758	этот вопрос	3	2
759	вот в	2	2
760	того кто	3	2
761	не сам	1	2
762	откуда у	1	2
763	это делает	1	2
764	видно еще	1	2
765	и ты	1	2
766	них не	1	2
767	до смерти	1	2
768	или может	1	2
769	дочь за	3	2
770	показывают что	7	2
771	уже упомянутой	1	2
772	бы ни	1	2
773	которые были	1	2
774	с ее	1	2
775	означает что	1	2
776	брака и	1	2
777	доказывает что	5	2
778	меня и	2	2
779	не будет	6	2
780	образом и	3	2
781	в состав	1	2
782	да не	1	2
783	его мнению	1	2
784	них в	1	2
785	имело место	1	2
786	в основном	2	2
787	живет в	2	2
788	должна быть	3	2
789	в жизни	2	2
790	с такой	1	2
791	и при	2	2
792	никак не	2	2
793	в большом	2	2
794	ему все	2	2
795	в живых	1	2
796	и землей	1	2
797	другой персонаж	1	2
798	сводится к	3	2
799	не ясно	2	2
800	этой точки	3	2
801	однако что	1	2
802	отца на	1	2
803	особый интерес	1	2
804	с целью	2	2
805	предполагать что	1	2
806	происхождение и	1	2
807	о содержании	1	2
808	в союзе	1	2
809	не означает	1	2
810	и так	2	2
811	себя и	1	2
812	надо считать	1	2
813	ли он	5	2
814	о котором	1	2
815	в известном	1	2
816	знает что	2	2
817	пока он	1	2
818	нет в	2	2
819	к другому	2	2
820	не входит	1	2
821	перед нами	4	2
822	этому же	1	2
823	земли и	3	2
824	зависимости от	4	2
825	хотя это	1	2
826	именно на	2	2
827	и наиболее	1	2
828	на примере	1	2
829	другие исследователи	1	2
830	и до	2	2
831	еще один	3	2
832	не самым	1	2
833	как например	1	2
834	связанных с	1	2
835	имеем в	8	2
836	как дочь	1	2
837	оружия в	1	2
838	что здесь	10	2
839	и под	3	2
840	ее не	1	2
841	от которой	1	2
842	много лет	1	2
843	сына и	1	2
844	эта и	1	2
845	обычно не	1	2
846	полным правом	1	2
847	здесь не	4	2
848	небом и	1	2
849	скрыть от	1	2
850	что изменилось	1	2
851	только с	1	2
852	у них	3	2
853	но это	5	2
854	только потому	1	2
855	во времени	1	2
856	стороны он	3	2
857	в ту	1	2
858	поэтому он	1	2
859	к лицу	1	2
860	именно к	1	2
861	дает нам	3	2
862	этом случае	4	2
863	в свое	3	2
864	и всякий	1	2
865	от руки	2	2
866	мир в	1	2
867	это видно	2	2
868	в отражении	1	2
869	нас не	2	2
870	от которого	2	2
871	не для	1	2
872	не отличаются	1	2
873	того что	7	2
874	в литературе	2	2
875	знаю что	3	2
876	материал дает	1	2
877	ее в	3	2
878	где он	3	2
879	в полном	1	2
880	формы и	2	2
881	от всех	2	2
882	чтобы я	1	2
883	а о	1	2
884	этого не	2	2
885	не имеющего	1	2
886	как она	1	2
887	случаях когда	7	2
888	все эти	8	2
889	эти две	1	2
890	что между	4	2
891	с семьей	3	2
892	пока не	1	2
893	что тот	2	2
894	не все	4	2
895	в форме	4	2
896	его к	2	2
897	что эти	4	2
898	городов и	1	2
899	еще до	1	2
900	и тех	1	2
901	предположить что	6	2
902	из египта	1	2
903	известной нам	1	2
904	же из	1	2
905	первый план	1	2
906	и только	4	2
907	же от	1	2
908	она должна	1	2
909	что вы	2	2
910	это как	2	2
911	как уже	1	2
912	дело не	5	2
913	и может	1	2
914	имеет в	1	2
915	с уже	1	2
916	не знаю	3	2
917	свою жизнь	1	2
918	же что	2	2
919	на три	1	2
920	это была	1	2
921	с ней	4	2
922	тем самым	3	2
923	как не	1	2
924	его а	1	2
925	могло быть	2	2
926	со своими	1	2
927	помнить что	1	2
928	все больше	2	2
929	это дает	1	2
930	жены и	1	2
931	и остальные	1	2
932	себе не	2	2
933	его до	1	2
934	игры на	1	2
935	здесь же	3	2
936	к женщине	3	2
937	чем к	1	2
938	и новые	2	2
939	других случаях	1	2
940	иногда даже	1	2
941	три года	2	2
942	этому вопросу	1	2
943	он пользуется	1	1
944	еще несколько	1	1
945	это на	1	1
946	они являются	1	1
947	что пришла	1	1
948	необходимость такой	1	1
949	союзе с	1	1
950	был и	1	1
951	в три	1	1
952	у служанки	1	1
953	заметим что	2	1
954	несомненно что	1	1
955	ребенка и	1	1
956	мы и	1	1
957	прошло и	1	1
958	особый и	1	1
959	не понимает	1	1
960	общую картину	1	1
961	выводу что	1	1
962	одной ночи	1	1
963	богатым купцом	1	1
964	из греции	1	1
965	рассказ о	2	1
966	которые не	2	1
967	ясно почему	1	1
968	понимаем теперь	1	1
969	его рождением	1	1
970	при изучении	2	1
971	что два	1	1
972	царство и	2	1
973	не знающих	2	1
974	вопросу о	1	1
975	а совершенно	1	1
976	нее в	1	1
977	в разных	1	1
978	кроме того	6	1
979	которой они	2	1
980	в некоторых	2	1
981	не случайная	1	1
982	и ему	1	1
983	и приобрел	1	1
984	время не	1	1
985	просит у	1	1
986	несколько в	1	1
987	народ и	1	1
988	с наступлением	1	1
989	на сватовство	4	1
990	с появлением	6	1
991	в различных	3	1
992	в день	2	1
993	жрецов и	2	1
994	водой и	2	1
995	вопрос об	1	1
996	на смену	2	1
997	им от	1	1
998	семьей на	2	1
999	и сл	2	1
1000	в борьбе	1	1
1001	можем заключить	1	1
1002	он имеет	2	1
1003	содержании этих	1	1
1004	показывает нам	1	1
1005	от одного	1	1
1006	вот что	1	1
1007	сделать некоторые	1	1
1008	попасть в	4	1
1009	о мире	1	1
1010	мне кажется	1	1
1011	образом что	1	1
1012	содержание этой	1	1
1013	мысль о	1	1
1014	что весь	1	1
1015	часто эти	1	1
1016	и предупреждает	1	1
1017	было очень	1	1
1018	и жил	1	1
1019	см в	2	1
1020	которая однако	1	1
1021	выражено в	2	1
1022	случай не	1	1
1023	хозяина в	2	1
1024	и другим	1	1
1025	развития но	1	1
1026	и главная	1	1
1027	я могу	2	1
1028	мужа в	1	1
1029	уже выше	7	1
1030	руки а	1	1
1031	в бою	1	1
1032	как таковой	1	1
1033	а именно	12	1
1034	него замуж	2	1
1035	выход из	1	1
1036	в одно	2	1
1037	служит способом	1	1
1038	на левой	1	1
1039	на эту	1	1
1040	но очень	1	1
1041	герой в	2	1
1042	с последующим	1	1
1043	кто по	1	1
1044	отличается от	4	1
1045	по своим	3	1
1046	из причин	1	1
1047	себя не	1	1
1048	из героев	1	1
1049	борьба за	1	1
1050	не его	2	1
1051	в эпических	1	1
1052	но мы	3	1
1053	и стал	4	1
1054	это сопоставление	1	1
1055	так например	5	1
1056	вяжется с	1	1
1057	и жена	1	1
1058	чем бы	1	1
1059	и нет	3	1
1060	знакомых нам	1	1
1061	а что	1	1
1062	первый взгляд	5	1
1063	общественной морали	1	1
1064	для старого	1	1
1065	за меня	2	1
1066	здесь достаточно	1	1
1067	ответить на	2	1
1068	герой обычно	1	1
1069	на этой	1	1
1070	в данном	8	1
1071	мы рассмотрим	6	1
1072	что им	1	1
1073	девушки в	2	1
1074	молодом человеке	1	1
1075	и такие	3	1
1076	очень точно	1	1
1077	не говорит	1	1
1078	на голове	2	1
1079	своего собственного	1	1
1080	уже знакомых	1	1
1081	вышла за	1	1
1082	случаи когда	4	1
1083	он только	1	1
1084	связь его	1	1
1085	мы увидим	6	1
1086	даже и	1	1
1087	здесь у	1	1
1088	происходит со	2	1
1089	входит в	1	1
1090	в античности	5	1
1091	но даже	1	1
1092	но этот	1	1
1093	формы его	2	1
1094	по традиции	1	1
1095	совершенно очевидно	2	1
1096	героя в	3	1
1097	из их	1	1
1098	имея в	1	1
1099	для нее	2	1
1100	его принять	1	1
1101	иногда не	1	1
1102	он дает	3	1
1103	увидим что	2	1
1104	тесть и	1	1
1105	борьбе с	2	1
1106	забудем что	1	1
1107	некоторых деталей	1	1
1108	аналогий в	1	1
1109	и была	1	1
1110	здесь прежде	1	1
1111	и другую	2	1
1112	сил в	1	1
1113	на своего	1	1
1114	отметить что	2	1
1115	жениться но	1	1
1116	теперь к	1	1
1117	и остается	1	1
1118	людей так	1	1
1119	ты должен	1	1
1120	знает о	1	1
1121	некоторое время	2	1
1122	страны в	1	1
1123	об исторических	1	1
1124	совершенно ясна	2	1
1125	бога и	1	1
1126	утверждал что	1	1
1127	сидя у	1	1
1128	сказано только	1	1
1129	заметить что	1	1
1130	ее как	2	1
1131	именно так	1	1
1132	следующим образом	4	1
1133	за него	4	1
1134	против меня	1	1
1135	не сделает	2	1
1136	объяснение в	1	1
1137	что иной	1	1
1138	эти вопросы	1	1
1139	та часть	1	1
1140	чего он	1	1
1141	видно и	2	1
1142	на того	1	1
1143	такой ситуации	1	1
1144	не прошло	1	1
1145	ясно во	2	1
1146	отказу от	1	1
1147	у лукиана	1	1
1148	будет ждать	1	1
1149	этот момент	1	1
1150	его роль	1	1
1151	в подземное	1	1
1152	в египетском	2	1
1153	на котором	3	1
1154	были бы	1	1
1155	связанное с	1	1
1156	общих чертах	1	1
1157	превратился в	4	1
1158	разницей что	1	1
1159	не представляется	1	1
1160	не просто	3	1
1161	но так	4	1
1162	и наталкивается	1	1
1163	том месте	1	1
1164	дать более	1	1
1165	первой ночи	5	1
1166	от слепоты	1	1
1167	известно нам	1	1
1168	своей способностью	1	1
1169	несколько слов	1	1
1170	не происходит	3	1
1171	и весь	1	1
1172	там не	1	1
1173	всему народу	1	1
1174	которую они	1	1
1175	на глазах	2	1
1176	однако из	1	1
1177	ее и	2	1
1178	где как	1	1
1179	следует отметить	1	1
1180	еще одну	1	1
1181	то оно	1	1
1182	отвечает своим	1	1
1183	от его	2	1
1184	что иное	2	1
1185	что надо	1	1
1186	опасность и	1	1
1187	это сходство	1	1
1188	деревья и	3	1
1189	и больше	3	1
1190	бросил ее	2	1
1191	на том	10	1
1192	пример как	1	1
1193	прийти к	1	1
1194	и чрезвычайно	1	1
1195	однако этот	1	1
1196	имеем дело	1	1
1197	что при	3	1
1198	эдипа или	1	1
1199	которого он	1	1
1200	только во	1	1
1201	в ситуации	1	1
1202	в одиссее	1	1
1203	далеко за	1	1
1204	от начала	1	1
1205	объяснение этому	1	1
1206	отнести и	1	1
1207	не удается	2	1
1208	этого объяснения	1	1
1209	в страну	2	1
1210	в поэтике	1	1
1211	с тобой	1	1
1212	в третьем	1	1
1213	в воде	2	1
1214	видит в	3	1
1215	если оно	1	1
1216	говорит он	1	1
1217	во всей	1	1
1218	ли и	2	1
1219	отсюда видно	6	1
1220	или не	1	1
1221	он отправляется	2	1
1222	этому случаю	1	1
1223	и некоторые	2	1
1224	ее от	1	1
1225	для обмана	1	1
1226	отделенном от	1	1
1227	то не	5	1
1228	именно здесь	1	1
1229	всех его	2	1
1230	что под	2	1
1231	не нуждается	1	1
1232	теперь от	1	1
1233	заключить что	2	1
1234	быть только	2	1
1235	находят в	1	1
1236	дошедшего до	1	1
1237	греческой комедии	1	1
1238	под его	1	1
1239	есть вполне	1	1
1240	этого можно	1	1
1241	происходит и	3	1
1242	от царя	5	1
1243	вопрос почему	1	1
1244	и по-видимому	2	1
1245	она стремится	1	1
1246	человек и	1	1
1247	этот дом	1	1
1248	без него	1	1
1249	эти три	3	1
1250	человек в	1	1
1251	которое и	1	1
1252	своей земли	1	1
1253	так на	1	1
1254	следовательно и	1	1
1255	если я	2	1
1256	геракла у	1	1
1257	прячется в	1	1
1258	и посылает	1	1
1259	вот на	1	1
1260	того он	1	1
1261	сильной и	1	1
1262	достигает своего	1	1
1263	а только	1	1
1264	из одного	3	1
1265	и подобных	1	1
1266	что как	1	1
1267	идет от	1	1
1268	проявляется и	1	1
1269	его жены	2	1
1270	и м	1	1
1271	из другого	2	1
1272	в русской	8	1
1273	на которую	1	1
1274	они к	1	1
1275	он обладает	1	1
1276	именно как	1	1
1277	быть объяснена	1	1
1278	царей в	1	1
1279	и вернуться	2	1
1280	но как	4	1
1281	приведем несколько	1	1
1282	для его	1	1
1283	лица и	1	1
1284	где бы	1	1
1285	и став	1	1
1286	из рассмотрения	1	1
1287	которых в	1	1
1288	в исторической	1	1
1289	я тебе	1	1
1290	не хочешь	1	1
1291	мысль и	1	1
1292	героя и	5	1
1293	свое место	2	1
1294	он его	1	1
1295	не составляет	1	1
1296	за водой	1	1
1297	в попытке	1	1
1298	не видят	2	1
1299	детей в	1	1
1300	здесь она	1	1
1301	другом и	1	1
1302	однако герой	1	1
1303	дочь замуж	1	1
1304	которые и	1	1
1305	мы опять	1	1
1306	и весьма	1	1
1307	он стал	2	1
1308	победу а	1	1
1309	сюда же	2	1
1310	никого не	1	1
1311	но зато	1	1
1312	надо сказать	2	1
1313	огромное количество	2	1
1314	еще из	1	1
