N	2gram	Propp_Isto	Vladivir
369	во многом	1	5
370	которое в	1	5
371	в области	1	5
372	и только	1	5
373	не к	1	5
374	с которыми	1	4
375	и другие	5	4
376	заметим что	1	4
377	только что	3	4
378	которые не	2	4
379	он всегда	2	4
380	нас в	1	4
381	на свою	2	4
382	представление о	22	4
383	их в	7	4
384	по своим	1	4
385	и стал	2	4
386	не имели	3	4
387	мы увидим	6	4
388	о которых	4	4
389	но этот	1	4
390	н я	1	4
391	уже и	3	4
392	не что	1	4
393	пока еще	1	4
394	бога и	1	4
395	наряду с	7	4
396	том чтобы	3	4
397	с этими	3	4
398	были в	1	4
399	что даже	2	4
400	не то	1	4
401	сам по	1	4
402	что иное	1	4
403	с одной	7	4
404	время в	2	4
405	мы можем	6	4
406	но для	4	4
407	ясно что	5	4
408	и вместе	3	4
409	уже давно	3	4
410	об этой	1	4
411	это тоже	1	4
412	на этом	5	4
413	чтобы он	3	4
414	но зато	1	4
415	в тех	4	4
416	очень мало	1	4
417	время он	1	4
418	для тех	1	4
419	независимо от	1	4
420	в особенности	6	4
421	при жизни	1	4
422	не так	1	4
423	как с	1	4
424	и сейчас	3	4
425	что сам	1	4
426	не на	1	4
427	не могут	2	4
428	с ней	2	4
429	и т	39	4
430	перед нами	2	4
431	человека и	2	4
432	это и	3	4
433	ни к	1	4
434	совершенно не	2	4
435	и более	3	4
436	тех же	2	4
437	с которой	1	4
438	лишь в	2	4
439	знаем что	10	4
440	то мы	3	4
441	есть просто	1	4
442	мог бы	2	4
443	и во	1	4
444	со своими	3	4
445	одной из	3	4
446	того с	1	4
447	в свой	3	4
448	т д	36	4
449	только с	1	4
450	у них	2	4
451	он понимает	1	4
452	как к	1	4
453	в более	6	4
454	ему в	3	4
455	после этого	3	4
456	тем самым	2	4
457	не будем	6	4
458	всех этих	2	4
459	бы на	1	4
460	как у	2	4
461	на самом	1	4
462	в египте	14	4
463	но с	1	4
464	этом не	1	4
465	себе в	3	4
466	то можно	1	4
467	не все	1	4
468	он говорит	1	4
469	в науке	1	4
470	одной стороны	7	4
471	оказывается что	2	4
472	можно найти	4	4
473	уже тогда	2	4
474	что можно	1	4
475	же самое	1	4
476	него и	6	4
477	это можно	1	4
478	и других	5	4
479	так в	5	4
480	же это	1	4
481	иное как	1	4
482	от него	2	3
483	все что	5	3
484	здесь же	2	3
485	вещи в	1	3
486	из своего	4	3
487	можно и	1	3
488	очень много	2	3
489	некоторой степени	1	3
490	не как	5	3
491	что человек	1	3
492	часто даже	1	3
493	вошла в	1	3
494	прибавить что	2	3
495	правда в	1	3
496	что по	1	3
497	но когда	3	3
498	роль в	3	3
499	является для	1	3
500	когда в	1	3
501	мир и	1	3
502	так например	3	3
503	а что	1	3
504	самого человека	1	3
505	в противоположность	1	3
506	только как	1	3
507	в другом	2	3
508	но то	2	3
509	во многих	1	3
510	самого начала	1	3
511	до того	1	3
512	свою очередь	1	3
513	не нужно	1	3
514	некоторое время	2	3
515	вернуться к	1	3
516	находится в	2	3
517	на котором	3	3
518	нет никаких	1	3
519	почему и	1	3
520	к этим	3	3
521	так у	4	3
522	исключительно только	1	3
523	здесь нет	3	3
524	в состоянии	1	3
525	поездка в	1	3
526	и через	1	3
527	в тот	1	3
528	к жизни	1	3
529	как можно	2	3
530	а за	1	3
531	будто бы	2	3
532	одним из	4	3
533	что не	3	3
534	как говорит	3	3
535	в изображении	1	3
536	между ними	2	3
537	и она	3	3
538	же как	12	3
539	на земле	1	3
540	в мире	1	3
541	христианство и	1	3
542	бы в	1	3
543	мы приведем	2	3
544	оно не	1	3
545	очень часто	4	3
546	только потому	1	3
547	он стал	2	3
548	одно и	2	3
549	не были	1	3
550	иметь в	1	3
551	и хотя	4	3
552	вот в	1	3
553	и выше	1	3
554	заставляет нас	1	3
555	возможно что	2	3
556	два года	2	3
557	найти в	2	3
558	и др	6	3
559	что есть	2	3
560	он сказал	1	3
561	в силу	7	3
562	дело не	1	3
563	его к	3	3
564	с каким	1	3
565	остановиться на	1	3
566	и ее	1	3
567	меня и	1	3
568	и действительно	6	3
569	по всем	1	3
570	также что	3	3
571	на почве	1	3
572	был бы	1	3
573	и при	3	3
574	мы здесь	4	3
575	от нас	1	3
576	он на	2	3
577	он жил	1	3
578	себе не	1	3
579	ниже в	1	3
580	за что	2	3
581	самом деле	2	3
582	еще с	1	3
583	как о	1	3
584	с ними	4	3
585	в которых	4	3
586	ли он	2	3
587	говорить и	1	3
588	сейчас же	2	3
589	ни у	1	3
590	ясно и	1	3
591	не имеют	2	3
592	наконец в	1	3
593	у меня	1	3
594	в свет	1	3
595	не могло	2	3
596	в указанном	1	3
597	него с	1	3
598	это же	4	3
599	видели выше	1	3
600	не говорится	2	3
601	ли можно	1	3
602	общего с	1	3
603	только о	1	3
604	именно к	1	3
605	что такое	1	3
606	на вопрос	3	3
607	ее на	2	3
608	того как	8	3
609	том числе	3	3
610	с вами	1	3
611	на что	1	3
612	ни на	1	3
613	в литературе	1	3
614	с богом	1	3
615	без всяких	4	3
616	но эта	2	3
617	всегда есть	1	3
618	а если	2	3
619	указывает на	1	3
620	могла быть	1	3
621	имеет никакого	1	3
622	бы мы	4	3
623	пока не	1	3
624	не стал	1	3
625	особенно в	2	3
626	он ни	1	3
627	его не	3	3
628	может считаться	1	3
629	быть и	1	3
630	к тем	1	3
631	а по	3	3
632	борьба с	1	3
633	этот факт	1	3
634	к которой	1	3
635	думать что	2	3
636	на всю	1	3
637	в книге	3	3
638	все еще	6	3
639	как будто	2	3
640	после своего	1	3
641	видели и	3	3
642	которая была	1	2
643	ней не	1	2
644	в момент	1	2
645	до него	4	2
646	случае мы	2	2
647	или по	1	2
648	вышли в	1	2
649	и христианская	1	2
650	но тем	1	2
651	потому не	1	2
652	представлений о	12	2
653	а есть	1	2
654	еще очень	1	2
655	на руках	1	2
656	или на	3	2
657	если он	2	2
658	например в	11	2
659	является с	1	2
660	работы в	1	2
661	дом и	1	2
662	почему это	1	2
663	только для	1	2
664	же после	1	2
665	интересно что	6	2
666	материалов мы	1	2
667	даже с	1	2
668	обращает на	1	2
669	приведем еще	2	2
670	ними и	1	2
671	ответить на	1	2
672	на этой	5	2
673	находит в	3	2
674	этом мы	2	2
675	имеет в	1	2
676	и красоты	1	2
677	но эти	4	2
678	меня к	1	2
679	он редко	1	2
680	не всегда	9	2
681	в себя	3	2
682	представлением о	5	2
683	на пути	2	2
684	приходит к	3	2
685	дошли до	1	2
686	его по	2	2
687	и те	1	2
688	если иметь	1	2
689	то его	2	2
690	тем кто	1	2
691	же они	1	2
692	чего он	1	2
693	на более	2	2
694	во всей	1	2
695	одна из	6	2
696	именно с	1	2
697	меня за	1	2
698	этот момент	2	2
699	в европе	3	2
700	но так	3	2
701	чем это	1	2
702	на втором	1	2
703	о ней	1	2
704	в некоторых	6	2
705	более ранней	1	2
706	о двух	2	2
707	после того	4	2
708	входить в	2	2
709	на том	5	2
710	она в	2	2
711	внимание на	1	2
712	к себе	3	2
713	притом не	1	2
714	что уже	1	2
715	и легко	1	2
716	но такой	1	2
717	в ее	4	2
718	которого он	1	2
719	далеко за	1	2
720	вас и	1	2
721	приведем несколько	1	2
722	и никакой	1	2
723	у этого	1	2
724	не путем	1	2
725	дается в	1	2
726	отсюда видно	1	2
727	речь шла	1	2
728	обстоятельство что	1	2
729	было никакого	1	2
730	и надо	1	2
731	от этого	6	2
732	могло бы	1	2
733	сих пор	7	2
734	смерти а	2	2
735	в русской	8	2
736	которые и	1	2
737	и вы	1	2
738	вывод который	1	2
739	или же	6	2
740	в ответ	1	2
741	должны быть	2	2
742	что эта	2	2
743	хотя в	1	2
744	и тот	1	2
745	совершенно так	3	2
746	где же	1	2
747	этого факта	1	2
748	почти всегда	1	2
749	душа или	1	2
750	он еще	1	2
751	превратилась в	1	2
752	к первому	1	2
753	однако в	2	2
754	что во	2	2
755	его как	1	2
756	же ему	1	2
757	образом в	3	2
758	говорится но	1	2
759	своих детей	2	2
760	те кто	1	2
761	имеет свою	1	2
762	цель не	1	2
763	это он	2	2
764	на это	1	2
765	него это	1	2
766	почему он	1	2
767	не мешает	1	2
768	факта то	1	2
769	и может	2	2
770	утверждать что	2	2
771	до сих	7	2
772	но после	1	2
773	та же	2	2
774	за ним	4	2
775	был очень	1	2
776	себе представить	1	2
777	если в	4	2
778	известно что	3	2
779	почти не	1	2
780	уже содержит	1	2
781	должна быть	3	2
782	тогда когда	3	2
783	уже знаем	1	2
784	до некоторой	1	2
785	чтобы стать	1	2
786	меня в	4	2
787	в другой	5	2
788	из которых	7	2
789	его но	1	2
790	пор не	1	2
791	от другого	1	2
792	то с	1	2
793	знания в	1	2
794	вне всякого	1	2
795	за это	3	2
796	только еще	1	2
797	такого же	2	2
798	особого рода	1	2
799	наряду со	1	2
800	одновременно с	2	2
801	какая же	1	2
802	но дело	2	2
803	на месте	1	2
804	здесь дело	1	2
805	можно назвать	1	2
806	который сам	1	2
807	не знал	2	2
808	уже совсем	1	2
809	в одно	2	2
810	и затем	2	2
811	этим в	1	2
812	никем не	1	2
813	нас интересует	1	2
814	можно утверждать	1	2
815	у одного	1	2
816	о котором	1	2
817	том как	5	2
818	своего отца	1	2
819	характерна для	1	2
820	знает что	1	2
821	есть она	1	2
822	дальше и	2	2
823	во сне	5	2
824	на другие	1	2
825	то здесь	4	2
826	к той	1	2
827	но оно	3	2
828	все они	1	2
829	бросается в	2	2
830	его и	2	2
831	он же	2	2
832	не является	1	2
833	в основе	3	2
834	тот кто	7	2
835	где у	1	2
836	к отдельным	2	2
837	относится к	3	2
838	это то	2	2
839	и поэтому	1	2
840	а через	2	2
841	и уже	2	2
842	только тогда	4	2
843	работе о	1	2
844	народа и	1	2
845	в которую	2	2
846	не потому	5	2
847	у других	1	2
848	еще один	3	2
849	и начал	2	2
850	не за	1	2
851	и раньше	2	2
852	легко может	1	2
853	этого слова	1	2
854	здесь и	2	2
855	как предмет	1	2
856	или о	1	2
857	же он	2	2
858	они были	2	2
859	меня не	2	2
860	судя по	1	2
861	этом случае	13	2
862	ответ на	1	2
863	стоит на	3	2
864	которым он	1	2
865	многих других	1	2
866	они не	5	2
867	на третьем	1	2
868	богом и	2	2
869	и пр	6	2
870	них не	2	2
871	всего мира	2	2
872	на одно	1	2
873	возвращается в	1	2
874	ясной форме	1	2
875	же не	1	2
876	умер он	1	2
877	слова а	1	2
878	в русском	1	2
879	есть уже	2	2
880	с другими	4	2
881	взять его	1	2
882	самые разнообразные	1	2
883	перед смертью	1	2
884	непонятным и	1	2
885	и совсем	1	2
886	с той	2	2
887	таком случае	1	2
888	сейчас увидим	1	2
889	виде в	1	2
890	язык и	2	2
891	даже после	1	2
892	мира и	2	2
893	видно по	3	2
894	путь к	1	2
895	а он	1	2
896	чего в	1	2
897	было ни	1	2
898	этих двух	1	2
899	что эти	1	2
900	к одному	1	2
901	без всякой	1	2
902	в юности	1	2
903	с чего	1	2
904	понимает что	1	2
905	человека в	5	2
906	случае если	1	2
907	в самых	1	2
908	что такого	1	2
909	то чего	2	2
910	не могу	1	2
911	как уже	1	2
912	на ступени	3	2
913	здесь можно	5	2
914	не по	3	2
915	уже после	2	2
916	то обстоятельство	1	2
917	анализ его	1	2
918	мы пока	2	2
919	в нашей	2	2
920	веры в	1	2
921	стороны и	1	2
922	уже видели	2	2
923	и жизни	1	2
924	но вместе	4	2
925	человека с	2	2
926	как то	1	2
927	могло быть	1	2
928	не хотел	1	2
929	нами и	2	2
930	одного из	3	2
931	к изучению	2	2
932	прибыл в	1	2
933	до меня	1	2
934	никому не	1	2
935	на ту	1	2
936	только после	3	2
937	при изучении	2	2
938	может и	1	2
939	все того	1	2
940	дальше в	1	2
941	некоторые черты	1	2
942	жизнью и	1	2
943	все было	1	2
944	можно наблюдать	5	1
945	которое однако	1	1
946	с помощью	1	1
947	человек может	2	1
948	всего это	1	1
949	в кустах	1	1
950	сам был	1	1
951	к сожалению	1	1
952	нужно однако	1	1
953	говорит например	1	1
954	указать еще	1	1
955	не единственный	2	1
956	мир как	1	1
957	чтобы дать	1	1
958	со всем	1	1
959	живого и	1	1
960	вы будете	2	1
961	глубоких и	1	1
962	живое существо	2	1
963	будем здесь	2	1
964	все люди	2	1
965	нем в	1	1
966	и имеет	1	1
967	по всему	1	1
968	что два	1	1
969	его за	2	1
970	быть уже	1	1
971	не исключают	2	1
972	вещи и	1	1
973	думаю что	1	1
974	никакого внимания	1	1
975	вошел туда	1	1
976	для более	2	1
977	под руководством	1	1
978	мира а	2	1
979	входил в	1	1
980	это нужно	2	1
981	это легко	1	1
982	образом и	1	1
983	с появлением	6	1
984	день он	1	1
985	противоречие с	1	1
986	по сообщению	1	1
987	чтобы на	1	1
988	как таковых	1	1
989	с собой	6	1
990	живые существа	1	1
991	мыслится как	1	1
992	связь с	20	1
993	их не	3	1
994	и самые	1	1
995	быть названа	1	1
996	это делают	1	1
997	на которых	1	1
998	пребывание в	6	1
999	из нее	2	1
1000	равно как	1	1
1001	теперь мы	1	1
1002	еще встретимся	1	1
1003	в некотором	2	1
1004	зато в	1	1
1005	имеется много	1	1
1006	образом эта	1	1
1007	к другим	1	1
1008	в христианстве	1	1
1009	когда это	1	1
1010	как первая	1	1
1011	природы то	1	1
1012	самое интересное	1	1
1013	я от	1	1
1014	уже нет	3	1
1015	власти над	3	1
1016	к небу	5	1
1017	касается самой	1	1
1018	образом я	1	1
1019	но очень	1	1
1020	смерть в	1	1
1021	он едет	1	1
1022	может дать	1	1
1023	попасть в	4	1
1024	он есть	1	1
1025	речь идет	1	1
1026	этой стороны	1	1
1027	жизни на	1	1
1028	связанного с	1	1
1029	на таком	1	1
1030	сделать из	2	1
1031	тогда как	1	1
1032	гораздо больше	2	1
1033	после его	1	1
1034	людей которые	1	1
1035	что дальше	1	1
1036	в брак	2	1
1037	перестает быть	1	1
1038	древний и	1	1
1039	что тело	2	1
1040	нами выше	1	1
1041	и отчасти	1	1
1042	во все	1	1
1043	из других	2	1
1044	делало его	1	1
1045	считая что	1	1
1046	сказал я	1	1
1047	он находит	1	1
1048	или вернее	1	1
1049	которая представляет	1	1
1050	не входящих	1	1
1051	одно целое	1	1
1052	силы и	2	1
1053	i а	1	1
1054	в приведенных	5	1
1055	ее так	1	1
1056	представления о	7	1
1057	д в	1	1
1058	того он	1	1
1059	это его	1	1
1060	уже у	1	1
1061	представляет собой	8	1
1062	же является	1	1
1063	вот почему	2	1
1064	еще оставался	1	1
1065	из себя	4	1
1066	вид что	3	1
1067	они являются	1	1
1068	между двумя	7	1
1069	куда она	1	1
1070	наталкивается на	1	1
1071	а когда	2	1
1072	когда она	2	1
1073	но они	1	1
1074	свете нет	1	1
1075	о них	1	1
1076	за собой	5	1
1077	она тоже	1	1
1078	в различных	3	1
1079	и когда	1	1
1080	ему во	1	1
1081	на ногах	1	1
1082	по отношению	2	1
1083	уже как	1	1
1084	он вернулся	1	1
1085	подробно описывает	1	1
1086	на семь	1	1
1087	как существо	1	1
1088	перед ним	1	1
1089	у своего	1	1
1090	мы ни	1	1
1091	этого мы	2	1
1092	был большой	1	1
1093	я думаю	1	1
1094	к ним	2	1
1095	нас на	1	1
1096	по которой	2	1
1097	затем в	3	1
1098	когда человек	2	1
1099	а сам	2	1
1100	него до	1	1
1101	он служит	1	1
1102	следует что	1	1
1103	и гуляет	1	1
1104	тот что	1	1
1105	а исключительно	1	1
1106	о первых	1	1
1107	от них	2	1
1108	тот свет	1	1
1109	есть представление	1	1
1110	в море	5	1
1111	своему другу	1	1
1112	мы скажем	1	1
1113	представить себе	1	1
1114	он имел	1	1
1115	в дом	3	1
1116	очень скоро	1	1
1117	ты видишь	1	1
1118	действительно ли	1	1
1119	видели что	2	1
1120	воду из	1	1
1121	из истории	1	1
1122	мы видим	12	1
1123	все его	2	1
1124	мир а	1	1
1125	что вовсе	1	1
1126	от его	1	1
1127	конечно есть	1	1
1128	категории а	1	1
1129	своей красотой	1	1
1130	мы в	1	1
1131	мертвых и	1	1
1132	признает что	1	1
1133	не видел	2	1
1134	и процесс	2	1
1135	иных случаях	1	1
1136	смысле в	1	1
1137	в стиле	1	1
1138	орудия и	1	1
1139	этой же	1	1
1140	древние формы	1	1
1141	сопоставление этих	1	1
1142	этой стороне	1	1
1143	обычно не	1	1
1144	перестала быть	1	1
1145	существует целая	1	1
1146	что при	5	1
1147	и хочет	1	1
1148	не соответствует	1	1
1149	чтобы иметь	1	1
1150	пройти через	1	1
1151	имеет только	1	1
1152	можно привести	2	1
1153	они в	1	1
1154	многих отношениях	1	1
1155	почти только	1	1
1156	одно из	3	1
1157	это слово	1	1
1158	в немецкой	3	1
1159	здесь уже	2	1
1160	этими двумя	1	1
1161	наше внимание	1	1
1162	совершенно ясно	6	1
1163	в самые	1	1
1164	себе путь	1	1
1165	является и	4	1
1166	нужно не	1	1
1167	понятно почему	1	1
1168	право и	1	1
1169	как видно	1	1
1170	борьбы с	3	1
1171	его тут	1	1
1172	пока только	2	1
1173	с двумя	1	1
1174	которой как	1	1
1175	тут и	1	1
1176	что за	2	1
1177	этим и	1	1
1178	как таковое	2	1
1179	с представлением	4	1
1180	другое не	1	1
1181	очевидно что	3	1
1182	вопрос почему	1	1
1183	смысле и	1	1
1184	имеют никакого	1	1
1185	также в	2	1
1186	себя как	1	1
1187	души в	1	1
1188	если я	1	1
1189	полемизировать с	1	1
1190	где уже	3	1
1191	в свете	5	1
1192	и мировой	1	1
1193	человек имеет	1	1
1194	должны в	1	1
1195	что как	1	1
1196	в других	4	1
1197	вопроса о	1	1
1198	а потом	3	1
1199	собственно в	1	1
1200	последнем случае	1	1
1201	вошли в	1	1
1202	остается в	1	1
1203	этого сна	1	1
1204	здесь как	3	1
1205	смысл и	1	1
1206	и быть	2	1
1207	его развития	2	1
1208	не означает	1	1
1209	как иначе	1	1
1210	в целях	3	1
1211	ли это	2	1
1212	до нас	1	1
1213	бы она	1	1
1214	него есть	1	1
1215	совершенно правильно	1	1
1216	животных что	1	1
1217	там он	2	1
1218	именно работы	1	1
1219	когда я	1	1
1220	он нашел	1	1
1221	этой точки	2	1
1222	не дает	2	1
1223	на другой	1	1
1224	и сказал	2	1
1225	для наших	1	1
1226	ту же	2	1
1227	с некоторыми	2	1
1228	но например	1	1
1229	незаметно и	1	1
1230	уже к	1	1
1231	мы опять	3	1
1232	категории и	1	1
1233	человека который	1	1
1234	эти труды	1	1
1235	на нем	3	1
1236	это впрочем	1	1
1237	эта живая	1	1
1238	этом свете	1	1
1239	все те	1	1
1240	уже потому	1	1
1241	а вернее	1	1
1242	ему на	1	1
1243	с золотой	1	1
1244	она вошла	1	1
1245	умерший в	1	1
1246	доходит до	1	1
1247	этот вопрос	2	1
1248	не касается	1	1
1249	над ним	4	1
1250	все вещи	1	1
1251	я увидел	1	1
1252	в иных	1	1
1253	он представляет	1	1
1254	если теперь	1	1
1255	как эта	1	1
1256	несколько лет	1	1
1257	только наиболее	1	1
1258	что дает	1	1
1259	ни одной	1	1
1260	никогда в	1	1
1261	друг другу	1	1
1262	рассматривается как	1	1
1263	когда они	3	1
1264	приводят к	3	1
1265	характерно что	2	1
1266	который так	1	1
1267	что может	1	1
1268	было хорошо	1	1
1269	иногда он	4	1
1270	и почему	1	1
1271	у разных	1	1
1272	каждый год	3	1
1273	помощи которой	2	1
1274	здесь также	2	1
1275	не сразу	2	1
1276	общение между	1	1
1277	земли на	1	1
1278	моего отца	2	1
1279	а как	3	1
1280	для которых	1	1
1281	потому ли	2	1
1282	речи о	1	1
1283	же необходимо	1	1
1284	в глубину	1	1
1285	ответы на	1	1
1286	в него	5	1
1287	обратиться к	1	1
1288	очень рано	1	1
1289	и никому	1	1
1290	в один	1	1
1291	этих материалов	2	1
1292	до его	2	1
1293	и разносторонне	1	1
1294	раньше чем	7	1
1295	где мы	1	1
1296	вопросом о	1	1
1297	нему с	1	1
1298	таков например	1	1
1299	своего рода	1	1
1300	мире и	1	1
1301	трудно сказать	1	1
1302	с полной	1	1
1303	него по	1	1
1304	во втором	1	1
1305	когда уже	2	1
1306	кони а	1	1
1307	его нет	1	1
1308	и конечно	1	1
1309	еще раньше	1	1
1310	и должны	1	1
1311	только те	1	1
1312	интерес представляют	1	1
1313	и солнце	1	1
1314	года я	1	1
1315	случае уже	1	1
1316	же еще	1	1
1317	довольно точно	1	1
1318	остался у	1	1
1319	ним и	2	1
1320	во власти	2	1
1321	оно было	1	1
1322	этом надо	1	1
1323	легко можно	1	1
1324	большую роль	1	1
