N	2gram	Vygotskiy_	Psycholo
565	совпадает с	7	7
566	это то	1	7
567	что здесь	2	7
568	различие между	2	7
569	здесь в	2	7
570	с так	1	7
571	и которая	3	7
572	слова в	8	7
573	до самого	1	6
574	даже в	5	6
575	это противоречие	2	6
576	более или	3	6
577	к другу	1	6
578	вот что	1	6
579	каким образом	1	6
580	показал что	5	6
581	нам казалось	1	6
582	он был	1	6
583	что вся	2	6
584	что как	3	6
585	к этим	2	6
586	истинный смысл	1	6
587	после этого	1	6
588	бы что	4	6
589	дело происходит	1	6
590	эти три	2	6
591	того и	2	6
592	что следовательно	2	6
593	за основу	1	6
594	почти всегда	1	6
595	она была	1	6
596	обратимся к	4	6
597	образом в	1	6
598	всех этих	2	6
599	должны будем	1	6
600	одного и	5	6
601	друг к	1	6
602	смотреть на	1	6
603	смысле слова	5	6
604	говорит нам	1	6
605	в отношении	14	6
606	оно не	3	6
607	содержание и	1	6
608	к его	1	6
609	и затем	1	6
610	никто не	1	6
611	приводит к	5	6
612	да и	1	6
613	для нее	1	6
614	и вся	1	6
615	как если	2	6
616	от других	2	6
617	каждый из	2	6
618	на две	2	6
619	находятся в	1	6
620	нуждается в	1	6
621	то мы	2	6
622	в русском	1	6
623	показывают что	6	6
624	от всех	2	6
625	за этим	1	6
626	сама по	1	6
627	с однако	1	6
628	один и	6	6
629	не все	1	6
630	и другого	2	6
631	как ни	1	6
632	мы узнаем	2	6
633	к ней	2	6
634	которые в	5	6
635	мы сейчас	1	6
636	слова и	8	6
637	больше того	1	6
638	еще более	1	6
639	остановиться на	3	6
640	нами в	4	6
641	и которые	5	6
642	из нее	2	6
643	иначе как	2	6
644	совершенно в	1	6
645	имеет в	2	6
646	говорить о	1	6
647	не что	2	6
648	или менее	5	6
649	основу этого	2	6
650	что иное	2	6
651	которое он	1	6
652	тем не	6	6
653	что под	1	6
654	это мы	3	6
655	и вместе	2	6
656	так точно	1	6
657	в себя	3	6
658	а только	1	6
659	очень часто	4	6
660	не дает	2	6
661	за пределы	1	6
662	уже не	3	6
663	значит что	6	6
664	или иного	2	6
665	независимо от	5	6
666	его с	1	6
667	приходится иметь	1	6
668	нас от	1	6
669	только одно	1	6
670	то и	5	6
671	совпадают с	5	6
672	не потому	1	6
673	без всякого	1	6
674	заметить что	1	6
675	это мнение	1	6
676	в плане	2	6
677	ничем не	2	6
678	в первый	2	6
679	не сумеем	1	6
680	так в	1	6
681	нисколько не	3	6
682	два противоположных	1	6
683	отношение к	1	6
684	только после	2	6
685	иное как	2	6
686	начинает с	1	6
687	совершается в	1	6
688	в последнее	4	5
689	к действительности	1	5
690	тем как	4	5
691	а затем	4	5
692	с мы	5	5
693	между ними	6	5
694	имеет никакого	1	5
695	ни одна	1	5
696	и сам	4	5
697	на эту	1	5
698	им в	3	5
699	нам не	1	5
700	благодаря тому	1	5
701	в смысле	9	5
702	можно ли	2	5
703	те два	1	5
704	к которому	6	5
705	во всей	3	5
706	но так	2	5
707	бы то	1	5
708	для объяснения	2	5
709	мы легко	1	5
710	внутреннее противоречие	2	5
711	чем в	4	5
712	мы на	1	5
713	ее от	1	5
714	сходство с	4	5
715	между собой	15	5
716	а другой	3	5
717	в эту	3	5
718	эти слова	1	5
719	чтобы он	1	5
720	реакции на	2	5
721	и является	2	5
722	тем и	5	5
723	в известных	1	5
724	точку зрения	1	5
725	оно может	2	5
726	его к	6	5
727	и чем	1	5
728	мы пытаемся	1	5
729	в одну	1	5
730	и самый	1	5
731	если в	3	5
732	он только	1	5
733	в другой	2	5
734	с совершенной	1	5
735	отношения к	1	5
736	одновременно и	1	5
737	том смысле	3	5
738	на вопрос	1	5
739	так чтобы	2	5
740	это все	1	5
741	быть не	2	5
742	он является	1	5
743	значение и	1	5
744	и больше	1	5
745	и часто	2	5
746	и наоборот	1	5
747	нет и	1	5
748	указывают на	4	5
749	у них	3	5
750	совершенно другим	2	5
751	когда они	2	5
752	нас не	2	5
753	одна и	1	5
754	которых он	2	5
755	с достаточной	2	5
756	все равно	4	5
757	однако не	3	5
758	том виде	4	5
759	нас к	2	5
760	на одном	2	5
761	бы это	1	5
762	к одному	10	5
763	что всякий	1	5
764	не следует	1	5
765	человека и	6	5
766	все больше	1	5
767	мы условно	2	5
768	это утверждение	2	5
769	по тому	1	5
770	по выражению	5	5
771	что дело	1	5
772	связь с	4	5
773	находит себе	1	5
774	но даже	1	5
775	это исследование	1	5
776	но они	4	5
777	задачи и	5	5
778	так мы	2	5
779	которые с	1	5
780	не мог	4	5
781	то в	3	5
782	видели что	4	5
783	и было	1	5
784	указать на	2	5
785	же самую	2	5
786	хотя и	2	5
787	наше внимание	1	5
788	не знает	1	5
789	которое в	1	5
790	в других	2	5
791	будем иметь	3	5
792	всей этой	1	5
793	это делает	1	5
794	в один	4	5
795	к такому	1	5
796	собственном смысле	12	5
797	представляют собой	1	5
798	в область	2	5
799	однако он	1	5
800	целом ряде	1	5
801	совершенно новый	1	5
802	возникает как	1	5
803	в известном	6	5
804	знает что	1	5
805	еще и	2	5
806	не имеют	2	5
807	и тогда	2	5
808	слов и	5	5
809	он дает	1	5
810	видим в	2	5
811	принадлежит к	1	5
812	том же	3	5
813	силу того	2	5
814	русском языке	1	5
815	все они	2	5
816	стороны мы	1	5
817	этой области	2	5
818	легко заметить	1	5
819	это означает	3	5
820	мы находим	3	5
821	в очень	1	5
822	все другие	2	5
823	который мы	2	5
824	или не	1	5
825	дело не	1	5
826	конечно в	2	5
827	что поскольку	1	5
828	допустить что	1	5
829	одного из	3	5
830	и отношений	1	5
831	все более	2	5
832	с которыми	4	4
833	с уверенностью	1	4
834	является в	4	4
835	уже говорили	6	4
836	в применении	1	4
837	оно становится	2	4
838	характер и	2	4
839	от одного	2	4
840	мне кажется	1	4
841	в речи	4	4
842	к другим	2	4
843	и другим	2	4
844	применении к	1	4
845	человека не	1	4
846	в противоположность	1	4
847	мы очень	1	4
848	из себя	1	4
849	это же	2	4
850	от той	2	4
851	и формы	1	4
852	что основная	1	4
853	находится в	4	4
854	многие авторы	1	4
855	остается еще	1	4
856	но для	2	4
857	не остается	1	4
858	в связи	9	4
859	обстоятельство что	4	4
860	раньше всего	2	4
861	понятий и	10	4
862	мнение что	1	4
863	если оно	1	4
864	возникает из	1	4
865	принять во	2	4
866	все остальные	2	4
867	противоречие и	1	4
868	материал и	2	4
869	этого факта	1	4
870	и хотя	1	4
871	верно и	1	4
872	на место	2	4
873	говорит один	1	4
874	можно сделать	1	4
875	в корне	2	4
876	к выводу	2	4
877	тем ближе	1	4
878	его основе	4	4
879	к другому	2	4
880	что такие	2	4
881	шаг за	1	4
882	то все	1	4
883	в приложении	1	4
884	говорят что	1	4
885	которую он	2	4
886	исходной точкой	1	4
887	как например	2	4
888	одной из	1	4
889	этот второй	1	4
890	здесь не	2	4
891	мы с	1	4
892	только потому	2	4
893	если только	2	4
894	уже с	1	4
895	значение в	5	4
896	может не	1	4
897	приложении к	1	4
898	в первой	1	4
899	основана на	2	4
900	который как	1	4
901	но эта	1	4
902	это еще	1	4
903	достаточной ясностью	1	4
904	в стороне	2	4
905	сейчас увидим	1	4
906	разница между	1	4
907	могут служить	2	4
908	также и	3	4
909	не по	2	4
910	самое что	1	4
911	к анализу	1	4
912	что нам	3	4
913	показали что	9	4
914	при такой	1	4
915	или как	2	4
916	при всем	2	4
917	все еще	2	4
918	идет не	1	4
919	к совершенно	2	4
920	совершенно разных	1	4
921	если она	1	4
922	вплоть до	1	4
923	себе а	1	4
924	случае в	2	4
925	для ребенка	12	4
926	к числу	1	4
927	в некоторых	1	4
928	никак нельзя	2	4
929	от этих	2	4
930	по отношению	4	4
931	в это	1	4
932	и того	5	4
933	тем в	1	4
934	рассматриваться как	4	4
935	с помощью	64	4
936	следует отнести	1	4
937	что речь	4	4
938	перед ним	4	4
939	я думаю	1	4
940	на наших	1	4
941	с этими	1	4
942	говорили выше	4	4
943	который в	4	4
944	своей сущности	1	4
945	после того	1	4
946	же самому	1	4
947	что между	1	4
948	ли мы	1	4
949	указывая на	2	4
950	в мире	2	4
951	без которого	2	4
952	на один	5	4
953	в свете	2	4
954	развивается в	1	4
955	для его	2	4
956	за шагом	1	4
957	такое что	1	4
958	реакции и	1	4
959	однако в	2	4
960	что может	1	4
961	означает что	2	4
962	иметь случай	2	4
963	в состав	1	4
964	такие же	1	4
965	почти не	1	4
966	в языке	3	4
967	не на	2	4
968	если не	1	4
969	может стать	2	4
970	с ней	4	4
971	мы говорим	1	4
972	с ними	3	4
973	в слове	3	4
974	ничего общего	4	4
975	который видит	1	4
976	вытекает из	2	4
977	автора и	1	4
978	более и	1	4
979	в истории	9	4
980	нуждаются в	1	4
981	мог бы	5	4
982	не знаем	2	4
983	то здесь	1	4
984	стороны он	2	4
985	сделать это	1	4
986	подойти к	1	4
987	высшей степени	11	4
988	форм и	1	4
989	что ребенок	17	4
990	аналогии с	2	4
991	малой степени	1	4
992	одним и	5	4
993	вывод что	2	4
994	обе эти	5	4
995	не для	1	4
996	как у	2	4
997	исследования мы	1	4
998	деле если	1	4
999	когда оно	2	4
1000	и где	1	4
1001	этой цели	1	4
1002	но по	3	4
1003	исходили из	1	4
1004	станет совершенно	1	4
1005	это так	2	4
1006	за то	1	4
1007	страх и	1	4
1008	так называемой	1	4
1009	степени не	1	4
1010	к области	2	4
1011	говоря о	2	4
1012	исследователи как	1	4
1013	в пределах	1	4
1014	благодаря этому	7	4
1015	что задача	2	3
1016	зрения на	2	3
1017	здесь же	1	3
1018	в игре	2	3
1019	же и	2	3
1020	со всем	1	3
1021	следует что	1	3
1022	кроме того	1	3
1023	в большей	1	3
1024	него в	1	3
1025	не столько	4	3
1026	думаем что	1	3
1027	а напротив	1	3
1028	показывает нам	1	3
1029	именно он	1	3
1030	или на	1	3
1031	опять как	1	3
1032	или ином	1	3
1033	мы сумеем	1	3
1034	по своим	1	3
1035	своего исследования	1	3
1036	на первый	5	3
1037	людей с	2	3
1038	всем его	1	3
1039	связано с	2	3
1040	с что	1	3
1041	можем сказать	1	3
1042	ином виде	1	3
1043	мы рассмотрим	1	3
1044	было в	1	3
1045	знаем о	4	3
1046	в объяснении	1	3
1047	в этот	1	3
1048	стоящей перед	2	3
1049	нечто такое	1	3
1050	близкое к	2	3
1051	уже и	5	3
1052	замечает что	1	3
1053	по которым	2	3
1054	образом как	2	3
1055	в разных	1	3
1056	и чувства	1	3
1057	на котором	3	3
1058	понятие о	1	3
1059	ближе к	1	3
1060	самой природе	1	3
1061	мышления и	39	3
1062	здесь как	1	3
1063	обнаруживается в	1	3
1064	и чрезвычайно	1	3
1065	и верно	1	3
1066	из отдельных	1	3
1067	это обстоятельство	4	3
1068	которого он	2	3
1069	с другими	3	3
1070	не больше	2	3
1071	как можно	1	3
1072	есть еще	2	3
1073	которых складывается	1	3
1074	заключить что	1	3
1075	по аналогии	1	3
1076	была в	1	3
1077	другое не	1	3
1078	по одному	3	3
1079	исторического материализма	1	3
1080	бы она	1	3
1081	этих трех	1	3
1082	здесь на	1	3
1083	не заключает	1	3
1084	в детском	5	3
1085	выражается в	2	3
1086	же самого	3	3
1087	его как	1	3
1088	теми же	1	3
1089	для построения	2	3
1090	этом не	1	3
1091	как прежде	1	3
1092	действительной жизни	1	3
1093	обоих этих	1	3
1094	что слова	5	3
1095	оно было	1	3
1096	она находится	1	3
1097	которым она	1	3
1098	от нас	1	3
1099	целого ряда	2	3
1100	в исследовании	2	3
1101	раз обратным	1	3
1102	под этим	3	3
1103	в форме	2	3
1104	путем и	1	3
1105	совершенно другую	1	3
1106	словами и	1	3
1107	к той	2	3
1108	всем этом	2	3
1109	учении о	1	3
1110	на основе	29	3
1111	и содержание	1	3
1112	с а	1	3
1113	перейдем к	1	3
1114	в которую	1	3
1115	вступает в	3	3
1116	формой и	1	3
1117	переходит к	1	3
1118	при определении	4	3
1119	элемента в	1	3
1120	в психологию	1	3
1121	что самый	1	3
1122	котором мы	1	3
1123	общего с	3	3
1124	еще в	2	3
1125	моментов в	3	3
1126	этом случае	4	3
1127	является то	7	3
1128	наших глазах	2	3
1129	на что	1	3
1130	которые все	1	3
1131	этих слов	1	3
1132	в таких	1	3
1133	нечто совершенно	1	3
1134	им с	1	3
1135	другим путем	1	3
1136	можно выразить	1	3
1137	и я	1	3
1138	как результат	1	3
1139	тем более	2	3
1140	бы ни	2	3
1141	связаны с	4	3
1142	с первого	3	3
1143	в малой	1	3
1144	встречаемся с	1	3
1145	чистом виде	1	3
1146	связь и	2	3
1147	ни один	5	3
1148	нам думается	2	3
1149	в сознание	1	3
1150	бы назвать	1	3
1151	одни и	3	3
1152	заключается только	2	3
1153	других авторов	1	3
1154	эти авторы	2	3
1155	нам о	1	3
1156	рассматривать как	1	3
1157	не хотел	1	3
1158	что можно	1	3
1159	животных в	1	3
1160	в одинаковой	2	3
1161	у ребенка	31	3
1162	пришел к	1	3
1163	быть совершенно	1	3
1164	психологии при	1	3
1165	мы обратимся	4	3
1166	ребенка и	20	3
1167	мы и	4	3
1168	выводу что	4	3
1169	склонен думать	1	3
1170	нее в	2	3
1171	случае не	1	3
1172	же мысль	2	3
1173	психологической природы	3	3
1174	привести к	2	3
1175	социальной и	1	3
1176	быть может	2	3
1177	не бывает	2	3
1178	ее основе	1	3
1179	ко всем	2	3
1180	или во	1	3
1181	много раз	2	3
1182	том или	1	3
1183	всегда в	1	3
1184	внимание что	2	3
1185	зависят от	1	3
1186	от тех	2	3
1187	которой он	2	3
1188	доказать что	1	3
1189	часто в	2	3
1190	при рассмотрении	1	3
1191	являются не	1	3
1192	одной общей	1	3
1193	ним и	1	3
1194	между двумя	3	3
1195	пониманию и	1	3
1196	связь между	7	3
1197	превращается в	1	3
1198	убедиться в	1	3
1199	всего этого	1	3
1200	и остается	1	3
1201	вообще и	2	3
1202	следующим образом	4	3
1203	имеем дело	2	3
1204	никакого определенного	1	3
1205	имеет совершенно	1	3
1206	что говорит	2	3
1207	он начинает	2	3
1208	какой степени	5	3
1209	нас на	1	3
1210	создается впечатление	1	3
1211	с это	1	3
1212	и столь	1	3
1213	в восприятии	3	3
1214	здесь нет	1	3
1215	собой в	1	3
1216	ним в	1	3
1217	то для	1	3
1218	ни было	2	3
1219	объяснить почему	1	3
1220	чем у	1	3
1221	правильно указывает	1	3
1222	не замечает	1	3
1223	согласны в	2	3
1224	противоречие между	1	3
1225	действий и	1	3
1226	не о	1	3
1227	и можно	1	3
1228	одним из	6	3
1229	но ведь	1	3
1230	совершенно иное	1	3
1231	и характер	2	3
1232	зрения и	1	3
1233	этом как	1	3
1234	точек зрения	1	3
1235	его значение	1	3
1236	что их	1	3
1237	скорее на	1	3
1238	не нашли	1	3
1239	когда я	1	3
1240	определенным образом	1	3
1241	то ни	1	3
1242	личности и	1	3
1243	даже не	1	3
1244	из общего	1	3
1245	как известно	7	3
1246	в школе	1	3
1247	нельзя не	2	3
1248	на который	2	3
1249	мы называем	4	3
1250	и др	1	3
1251	с чем	1	3
1252	речи и	11	3
1253	бы быть	2	3
1254	слова как	1	3
1255	средством для	2	3
1256	однако и	2	3
1257	этой проблемы	2	3
1258	сделать то	1	3
1259	и который	1	3
1260	на ее	1	3
1261	для себя	2	3
1262	виде как	3	3
1263	о которой	1	3
1264	равным образом	4	3
1265	подходит к	2	3
1266	только они	1	3
1267	идет от	1	3
1268	одну и	1	3
1269	объединяет в	1	3
1270	при построении	1	3
1271	же самый	1	3
1272	ясно говорит	1	3
1273	которые могут	3	3
1274	справедливо указывает	1	3
1275	дело идет	1	3
1276	останавливаться на	1	3
1277	речь в	3	3
1278	это составляет	1	3
1279	друг от	2	3
1280	которая не	5	3
1281	заключенное в	2	3
1282	то обстоятельство	4	3
1283	бы с	3	3
1284	это понятие	2	3
1285	мы имели	7	3
1286	на той	1	3
1287	мы его	2	3
1288	связана с	3	3
1289	такого рода	7	3
1290	не могло	1	3
1291	значение для	4	3
1292	которые должны	2	3
1293	обратить внимание	1	3
1294	любопытно что	1	3
1295	их с	3	3
1296	самом процессе	1	3
1297	увидим ниже	1	3
1298	они были	1	3
1299	смысле что	2	3
1300	отношению к	3	3
1301	и форма	1	3
1302	же мере	1	3
1303	что так	1	3
1304	узнаем что	1	3
1305	всего тем	1	3
1306	что каждый	2	3
1307	же не	3	3
