N	2gram	Nazirov_Vr	Tvorches
195	тем что	3	4
196	роль в	1	4
197	так в	2	4
198	летних впечатлениях	1	4
199	и отчасти	1	4
200	о достоевском	2	4
201	говорить о	1	4
202	точки зрения	2	4
203	крайней мере	1	4
204	к нему	1	4
205	по преимуществу	1	4
206	в дневнике	4	4
207	с точки	2	4
208	марта года	3	4
209	первая часть	1	4
210	о летних	1	4
211	легенда о	1	4
212	же как	2	4
213	сих пор	1	4
214	не был	1	4
215	тут же	1	4
216	к роману	1	4
217	в роман	2	4
218	не мог	2	4
219	и я	1	4
220	считал что	3	4
221	как известно	1	4
222	себя в	1	4
223	однако в	1	4
224	могут быть	1	4
225	и есть	1	4
226	до сих	1	4
227	несравненно более	1	4
228	героев и	1	4
229	в в	2	4
230	года и	1	4
231	по крайней	1	4
232	нет ничего	1	4
233	это и	1	4
234	его и	2	4
235	при помощи	2	4
236	той же	1	4
237	белых ночей	1	4
238	того что	1	4
239	связан с	1	4
240	же не	2	4
241	было в	1	4
242	что ж	2	4
243	достоевский и	8	4
244	апреля года	3	4
245	но он	3	4
246	в частности	1	4
247	еще в	1	4
248	далеко не	3	4
249	х годов	4	4
250	в плане	1	4
251	такой же	1	4
252	и наконец	1	4
253	только что	1	3
254	в зимних	1	3
255	в виду	4	3
256	другой стороны	1	3
257	людей и	1	3
258	в жизни	1	3
259	давно уже	3	3
260	достоевским как	1	3
261	отличается от	1	3
262	в страшной	1	3
263	во всяком	1	3
264	в свете	1	3
265	д в	1	3
266	неточку незванову	2	3
267	в этот	3	3
268	точно так	1	3
269	в одном	1	3
270	м о	1	3
271	страшной мести	3	3
272	едва ли	1	3
273	то в	1	3
274	собой в	1	3
275	к себе	2	3
276	мы знаем	2	3
277	несмотря на	4	3
278	к которому	1	3
279	достоевский писал	2	3
280	иными словами	1	3
281	г а	5	3
282	тому же	1	3
283	как по	1	3
284	из повести	2	3
285	себя как	1	3
286	не есть	1	3
287	веру в	1	3
288	всяком случае	1	3
289	эти слова	3	3
290	совсем не	1	3
291	но зато	1	3
292	и что	8	3
293	мертвого дома	1	3
294	вот в	1	3
295	году в	2	3
296	что для	1	3
297	оба они	1	3
298	человека как	1	3
299	более всего	1	3
300	достоевского он	2	3
301	пришел к	2	3
302	вплоть до	1	3
303	во второй	1	3
304	года достоевский	3	3
305	белые ночи	1	3
306	если в	1	3
307	его с	2	3
308	живет в	1	3
309	года он	3	3
310	от этой	1	3
311	ее и	1	3
312	себе не	1	3
313	и рассказы	1	3
314	заключается в	1	3
315	сей день	1	3
316	в процессе	1	3
317	вряд ли	1	3
318	никто не	1	3
319	да и	1	3
320	о котором	1	3
321	в письмах	2	3
322	ту эпоху	1	3
323	к людям	1	3
324	по сей	1	3
325	автора в	1	3
326	на этот	1	3
327	этот роман	2	3
328	друг друга	1	3
329	зимних заметках	1	3
330	человека но	1	3
331	рассматривать в	1	3
332	как к	1	3
333	но на	1	3
334	он и	1	3
335	это юмор	1	3
336	сам достоевский	3	3
337	мы находим	1	3
338	в будущее	1	3
339	петербурга и	1	3
340	достоевского еще	1	3
341	при виде	1	3
342	не все	1	3
343	человека к	1	3
344	но достоевский	1	3
345	нельзя не	1	3
346	в ней	4	3
347	в него	2	3
348	и их	1	3
349	не с	1	3
350	с ее	1	3
351	в начале	6	3
352	отношение к	2	3
353	во многих	1	3
354	сердце и	1	3
355	жизни и	1	3
356	а н	2	3
357	это в	2	3
358	более того	1	3
359	эпохой романтизма	1	2
360	все что	1	2
361	еще раз	1	2
362	и лишь	1	2
363	он всегда	1	2
364	этот момент	2	2
365	достоевский при	1	2
366	ясно что	1	2
367	произведений достоевского	1	2
368	вслед за	1	2
369	человек в	1	2
370	ставрогина в	4	2
371	его произведений	1	2
372	персонажей достоевского	1	2
373	сюжета достоевский	1	2
374	из пьесы	1	2
375	меня в	1	2
376	одном из	1	2
377	начинается с	1	2
378	их в	2	2
379	в бою	1	2
380	ставрогина и	3	2
381	с героем	1	2
382	но мы	1	2
383	сам же	1	2
384	во все	1	2
385	не могли	1	2
386	которой он	1	2
387	он был	3	2
388	только как	1	2
389	своим собственным	1	2
390	к своей	1	2
391	е годы	1	2
392	а между	1	2
393	он писал	2	2
394	свою очередь	1	2
395	как на	1	2
396	ключ к	1	2
397	это отношение	1	2
398	тургенев и	4	2
399	году и	2	2
400	уже по	1	2
401	о чем	2	2
402	не просто	1	2
403	того же	1	2
404	свои собственные	1	2
405	достоевский уже	3	2
406	жизнь и	1	2
407	во всех	1	2
408	достоевский с	1	2
409	тургенев в	4	2
410	так он	1	2
411	как раз	2	2
412	души и	1	2
413	тем не	1	2
414	в окончательный	1	2
415	после этого	2	2
416	чем у	1	2
417	н майкову	1	2
418	в качестве	1	2
419	верит в	1	2
420	уже говорилось	1	2
421	этом романе	1	2
422	бедные люди	1	2
423	в мысли	1	2
424	связи с	3	2
425	достоевского о	3	2
426	с князем	2	2
427	да я	1	2
428	сходство с	1	2
429	у тургенева	11	2
430	человек и	1	2
431	но ведь	1	2
432	в связи	3	2
433	и достоевского	9	2
434	между прочим	1	2
435	рядом с	2	2
436	в эту	2	2
437	что как	1	2
438	создания романа	1	2
439	войне и	1	2
440	времени а	1	2
441	окончательный текст	1	2
442	но как	2	2
443	права на	2	2
444	ли это	1	2
445	достоевского далеко	1	2
446	он стал	1	2
447	с героями	1	2
448	не будет	1	2
449	одним словом	1	2
450	себя на	1	2
451	в комедии	1	2
452	по своей	1	2
453	было бы	1	2
454	восходят к	1	2
455	дон кихота	1	2
456	сам в	1	2
457	мнению достоевского	1	2
458	с которым	2	2
459	в силу	1	2
460	года когда	1	2
461	из этого	1	2
462	время он	2	2
463	в петербург	3	2
464	жизнь его	1	2
465	и считает	1	2
466	к достоевскому	6	2
467	никого не	1	2
468	в литературной	1	2
469	глубине души	1	2
470	о которой	2	2
471	сама жизнь	1	2
472	в виноградов	2	2
473	за что	1	2
474	этой сцене	1	2
475	этот факт	1	2
476	столь же	2	2
477	не знал	1	2
478	как о	1	2
479	известном смысле	1	2
480	это время	1	2
481	не имеет	1	2
482	ли он	1	2
483	в известном	2	2
484	в россию	4	2
485	то он	1	2
486	не дают	1	2
487	отношение автора	1	2
488	и уже	3	2
489	отношении к	1	2
490	о своем	1	2
491	через него	1	2
492	что же	1	2
493	идиот и	1	2
494	в глазах	2	2
495	относился к	3	2
496	не стоит	1	2
497	же он	1	2
498	высшей степени	1	2
499	ответ на	2	2
500	это такая	1	2
501	выступают как	1	2
502	он как	1	2
503	вечный муж	1	2
504	н к	1	2
505	прямо в	1	2
506	этом он	1	2
507	с просьбой	1	2
508	о нем	6	2
509	во время	2	2
510	в честь	2	2
511	и записки	1	2
512	никуда не	1	2
513	романа достоевский	1	2
514	надежды на	1	2
515	тургенева что	2	2
516	от апреля	1	2
517	в глубине	1	2
518	всю жизнь	1	2
519	в литературу	1	2
520	гоголя и	1	2
521	заметках о	1	2
522	этого романа	1	2
523	сразу же	1	2
524	и вообще	1	2
525	ориентировался на	1	2
526	году достоевский	2	2
527	же это	1	2
528	но при	1	2
529	не любил	1	2
530	а от	1	2
531	существуют в	1	2
532	романа это	1	2
533	из мертвого	1	2
534	любил и	1	2
535	всех этих	1	2
536	писателя для	1	2
537	в нашей	2	2
538	и и	1	2
539	человека с	2	2
540	и мире	1	2
541	и о	3	2
542	говорилось выше	1	2
543	в высшей	1	2
544	в хозяйке	1	2
545	образа князя	1	2
546	же в	2	2
547	в е	1	2
548	конце концов	1	2
549	истории нравов	1	2
550	событий и	1	2
551	но для	1	2
552	прототипе ставрогина	2	1
553	заметим что	1	1
554	для всех	1	1
555	быть иначе	1	1
556	личного общения	1	1
557	этого в	1	1
558	уверенности что	1	1
559	к маленькому	1	1
560	рассказ о	1	1
561	к этой	1	1
562	и верховенский	1	1
563	героини и	1	1
564	достоевский учился	1	1
565	новых времен	1	1
566	в твери	1	1
567	испанцев настоящий	1	1
568	мог знать	2	1
569	вопросу о	1	1
570	а вот	1	1
571	зимнего дворца	1	1
572	вышла в	1	1
573	я тоже	1	1
574	нас в	1	1
575	восходящая к	1	1
576	не являются	1	1
577	неудачу наше	1	1
578	не хочет	1	1
579	тогда же	1	1
580	и другими	1	1
581	роман в	1	1
582	высоко ценил	1	1
583	с исторической	1	1
584	которую он	1	1
585	достоевский добивается	1	1
586	в кружке	2	1
587	лежал в	1	1
588	далее я	1	1
589	и самые	1	1
590	ю а	2	1
591	и тургенев	4	1
592	иронизировал над	1	1
593	односторонним интересно	1	1
594	можно говорить	1	1
595	равно как	1	1
596	вращался в	1	1
597	приближаемся к	1	1
598	уже на	1	1
599	что константин	1	1
600	считать что	1	1
601	похож на	1	1
602	мая года	2	1
603	автора к	1	1
604	у которого	1	1
605	дома и	1	1
606	сорока пяти	1	1
607	некоторые соображения	1	1
608	в речах	1	1
609	раскольникова с	1	1
610	к своим	1	1
611	речь идет	3	1
612	из героев	1	1
613	матери и	3	1
614	весной года	4	1
615	в письме	5	1
616	и стал	2	1
617	неожиданно для	1	1
618	их прототипы	1	1
619	в оскорблении	1	1
620	время с	1	1
621	при создании	2	1
622	при полном	1	1
623	первый взгляд	1	1
624	№ он	1	1
625	каковы же	1	1
626	с конца	1	1
627	раз и	1	1
628	и конечное	1	1
629	н ф	1	1
630	понимание юмора	1	1
631	все свои	1	1
632	повести достоевского	3	1
633	к михайловского	1	1
634	конце жизни	1	1
635	дают оснований	1	1
636	он ищет	1	1
637	признавал этот	1	1
638	с помощью	1	1
639	с ненавистью	1	1
640	но они	1	1
641	стоит преувеличивать	1	1
642	роману бесы	1	1
643	прототипа ему	1	1
644	и другом	1	1
645	даже поведение	1	1
646	юмора так	1	1
647	до того	1	1
648	романе не	1	1
649	к ним	2	1
650	среди них	1	1
651	де садом	2	1
652	я с	1	1
653	всегда считал	1	1
654	дает нам	1	1
655	книг такое	1	1
656	достоевский сумел	1	1
657	такая же	1	1
658	считал тургенева	1	1
659	у себя	1	1
660	есть по	1	1
661	твери в	1	1
662	ним на	1	1
663	освобождения крестьян	4	1
664	от них	1	1
665	чувство юмора	1	1
666	смерти отца	1	1
667	канонический текст	1	1
668	лишь один	1	1
669	имел в	3	1
670	он считал	4	1
671	к брату	1	1
672	вскоре в	1	1
673	жестокий талант	1	1
674	время самой	1	1
675	в могиле	1	1
676	для начала	1	1
677	достоевский говорит	1	1
678	генезис ставрогина	1	1
679	только не	1	1
680	души любил	1	1
681	которой обычно	1	1
682	с маркизом	1	1
683	париже в	1	1
684	не слишком	1	1
685	на пороге	1	1
686	вскоре после	1	1
687	современного испанского	1	1
688	мнение современного	1	1
689	хочет сделать	1	1
690	это письмо	2	1
691	что уже	1	1
692	когда писатель	1	1
693	к творчеству	3	1
694	т е	3	1
695	легенду о	1	1
696	в недрах	1	1
697	пяти лет	1	1
698	потерпело неудачу	1	1
699	на творчество	1	1
700	которой достоевский	1	1
701	писал м	1	1
702	третий раз	1	1
703	он тогда	1	1
704	достоевского был	1	1
705	литературу как	1	1
706	отцов и	4	1
707	как же	2	1
708	отразилась в	1	1
709	мысль на	3	1
710	крестьян и	1	1
711	в разные	1	1
712	такое понимание	1	1
713	далее он	1	1
714	юмор сервантеса	1	1
715	нем самом	1	1
716	сказал что	1	1
717	что за	1	1
718	следует рассматривать	1	1
719	самом потерпело	1	1
720	успех у	1	1
721	из парижа	1	1
722	он ставит	1	1
723	о смерти	1	1
724	мировой литературе	1	1
725	в третий	1	1
726	развитие в	1	1
727	летом года	4	1
728	в среде	2	1
729	как говорит	1	1
730	бедных людей	5	1
731	такие же	1	1
732	вошедшая в	1	1
733	и перед	1	1
734	что никто	1	1
735	считает односторонним	1	1
736	роман величайшей	1	1
737	свое понимание	1	1
738	уже давно	1	1
739	письме к	4	1
740	о грехе	1	1
741	к вопросу	1	1
742	из книг	1	1
743	этой повести	1	1
744	что слово	1	1
745	полагает что	1	1
746	великого грешника	2	1
747	под влиянием	1	1
748	совершенно прав	1	1
749	встрече с	1	1
750	достоевскому он	1	1
751	достоевского то	1	1
752	вины в	1	1
753	сказал он	2	1
754	начала дать	1	1
755	меня но	2	1
756	если достоевский	1	1
757	тут его	1	1
758	контраст между	1	1
759	и литературные	1	1
760	вошел в	1	1
761	того в	1	1
762	его судьбу	1	1
763	для создания	1	1
764	в париже	3	1
765	человека он	1	1
766	злостного неучастия	1	1
767	молодой человек	1	1
768	действие в	1	1
769	чтобы он	3	1
770	традиции к	1	1
771	достоевского на	3	1
772	а россия	1	1
773	русской аристократии	2	1
774	позволительно предположить	1	1
775	эта фабула	2	1
776	в ответ	1	1
777	в развитии	1	1
778	котором уже	1	1
779	с пародированием	1	1
780	году когда	1	1
781	что эта	1	1
782	хотя в	1	1
783	один раз	1	1
784	в форме	1	1
785	и хозяйки	1	1
786	также и	1	1
787	из записных	1	1
788	на свое	1	1
789	их и	1	1
790	этот период	1	1
791	а тем	1	1
792	которого у	1	1
793	вторая часть	1	1
794	с типом	1	1
795	подменяя специальных	1	1
796	и никогда	1	1
797	освободительной эры	1	1
798	бы его	1	1
799	меланхолическая улыбка	1	1
800	его были	1	1
801	на тургенева	7	1
802	сравнивал достоевского	1	1
803	что только	1	1
804	литературоведение давно	1	1
805	белинского и	1	1
806	явление новых	1	1
807	за год	2	1
808	ряд упоминаний	1	1
809	инженерном училище	1	1
810	настоящий юмор	1	1
811	на место	2	1
812	чувств и	2	1
813	маркизом де	1	1
814	кармазинова в	1	1
815	герои романа	1	1
816	известного русского	1	1
817	как указывает	1	1
818	одного и	1	1
819	к автору	2	1
820	в особенности	1	1
821	к сожалению	1	1
822	и писатель	1	1
823	то время	1	1
824	другое достоевский	1	1
825	повести тургенева	4	1
826	на той	1	1
827	и этот	1	1
828	приближается к	1	1
829	по всем	1	1
830	характерно для	1	1
831	показал г	1	1
832	кстати в	1	1
833	которой не	1	1
834	призраках и	1	1
835	характер князя	1	1
836	но считает	1	1
837	наше чувство	1	1
838	у чехова	1	1
839	мы получаем	1	1
840	предположения о	1	1
841	от архаического	1	1
842	лермонтова и	2	1
843	так это	1	1
844	романа в	1	1
845	и из	1	1
846	нашего времени	2	1
847	в призраках	1	1
848	достоевский признавал	1	1
849	разобраться в	1	1
850	в мае	2	1
851	мести он	1	1
852	и достоевским	1	1
853	он заявил	1	1
854	текущей истории	1	1
855	он лишь	1	1
856	за это	1	1
857	за границей	2	1
858	любви бедного	1	1
859	за достоевским	1	1
860	сервантеса достоевский	1	1
861	творчеству достоевского	1	1
862	не подменяя	1	1
863	наконец я	1	1
864	создании образа	2	1
865	он просил	1	1
866	человека достоевский	1	1
867	о своей	1	1
868	за человек	1	1
869	но вот	1	1
870	грустной из	1	1
871	обзоров попытаемся	1	1
872	дать лишь	1	1
873	интересует другое	1	1
874	собственных глазах	1	1
875	молодого человека	1	1
876	город в	1	1
877	достоевского хотя	1	1
878	хочет быть	1	1
879	них он	1	1
880	нас интересует	1	1
881	он ее	1	1
882	который не	1	1
883	славянского съезда	1	1
884	не принимал	1	1
885	возникает вопрос	1	1
886	жития великого	1	1
887	христианство с	1	1
888	ничего общего	1	1
889	центрального образа	2	1
890	достоевский пишет	1	1
891	этот мотив	1	1
892	сложности понятия	1	1
893	будущее россии	1	1
894	и довольно	1	1
895	истории человечества	1	1
896	многочисленны и	1	1
897	пушкинской речи	2	1
898	как пример	1	1
899	и пригласил	1	1
900	реальные черты	1	1
901	десять лет	1	1
902	не знаю	1	1
903	это то	1	1
904	на основе	2	1
905	том как	1	1
906	и любит	1	1
907	что прототипом	1	1
908	совпадают с	1	1
909	очень хорошо	2	1
910	он хочет	1	1
911	человеческого достоинства	1	1
912	дети помещиков	1	1
913	речь достоевского	1	1
914	еще бы	1	1
915	лишними людьми	1	1
916	целый ряд	4	1
917	и апреля	1	1
918	хотя достоевский	1	1
919	почти одновременно	1	1
920	о прототипе	1	1
921	в обоих	1	1
922	еще один	1	1
923	года на	1	1
924	вне его	1	1
925	мотивы и	2	1
926	вячеслав иванов	1	1
927	достоевский всегда	2	1
928	и а	2	1
929	на бульваре	1	1
930	не совсем	1	1
931	что князь	3	1
932	черновиках к	1	1
933	ее не	1	1
934	испанского писателя	1	1
935	то достоевский	1	1
936	этой легенды	1	1
937	а одна	1	1
938	на первый	2	1
939	вышел в	1	1
940	человечества и	1	1
941	гораздо больше	1	1
942	алексей бобринский	1	1
943	величайшей книгой	2	1
944	герцена и	1	1
945	не лучше	1	1
946	не имел	1	1
947	нападает на	1	1
948	философию подполья	1	1
949	в мировой	1	1
950	самой грустной	1	1
951	смеха и	1	1
952	писателя за	1	1
953	реального прототипа	1	1
954	рядом деталей	1	1
955	и сестра	1	1
956	но нас	1	1
957	свободой и	1	1
958	может как	1	1
959	поэтому он	1	1
960	достоевский был	2	1
961	эпизод не	1	1
962	письмо достоевского	2	1
963	такое же	1	1
964	сам факт	1	1
965	имя которого	1	1
966	эти годы	2	1
967	ему в	1	1
968	выясняется что	1	1
969	шатов в	1	1
970	и резкое	1	1
971	они не	1	1
972	указывает н	1	1
973	архаического смеха	1	1
974	того как	1	1
975	анекдоты и	1	1
976	за которую	1	1
977	и уж	1	1
978	писателя не	1	1
979	сколько в	1	1
980	предположение что	1	1
981	кихота сервантеса	1	1
982	от которого	1	1
983	перед своим	1	1
984	которых он	1	1
985	нигилисты дети	1	1
986	а это	1	1
987	книгу в	1	1
988	представляющий собой	1	1
989	ну что	1	1
990	для нас	4	1
991	лишь характеристику	1	1
992	когда достоевский	1	1
993	конце х	1	1
994	в инженерном	1	1
995	все равно	1	1
996	годы он	1	1
997	с утверждением	1	1
998	без внимания	1	1
999	это меланхолическая	1	1
1000	искал в	1	1
1001	возникший в	1	1
1002	в войне	1	1
1003	фурье во	1	1
1004	а также	2	1
1005	в другую	1	1
1006	печати и	2	1
1007	и начинается	1	1
1008	как князь	1	1
1009	мае года	2	1
1010	интересно в	1	1
1011	только два	1	1
1012	м достоевский	1	1
1013	большой успех	1	1
1014	с н	1	1
1015	же быть	1	1
1016	человеком в	1	1
1017	над тем	1	1
1018	ввел в	1	1
1019	позиции тургенева	1	1
1020	по своему	1	1
1021	еще к	1	1
1022	будь он	1	1
1023	достоевский так	1	1
1024	художником а	1	1
1025	в русских	2	1
1026	это было	1	1
1027	самой сложности	1	1
1028	смеявшегося над	1	1
1029	случае о	1	1
1030	человеком и	1	1
1031	сервантеса смеявшегося	1	1
1032	тем более	2	1
1033	романтизма и	1	1
1034	с первого	1	1
1035	ему не	1	1
1036	писал он	1	1
1037	дневника писателя	1	1
1038	романтизм подлости	1	1
1039	момент создания	1	1
1040	предположить что	1	1
1041	к бесам	4	1
1042	этих строк	1	1
1043	слабости достоевский	1	1
1044	попытаемся для	1	1
1045	в полной	1	1
1046	ничуть не	1	1
1047	детали биографии	1	1
1048	возвращается к	1	1
1049	выше и	1	1
1050	в предисловии	1	1
1051	ему нужно	1	1
1052	характеристику самой	1	1
1053	ночей с	1	1
1054	тургенева достоевский	3	1
1055	полемика и	1	1
1056	одну из	1	1
1057	я только	1	1
1058	явился одним	1	1
1059	нас испанцев	1	1
1060	книгой в	2	1
1061	и детей	4	1
1062	а о	1	1
1063	в поэме	1	1
1064	свой роман	1	1
1065	это была	1	1
1066	конечно в	1	1
1067	разработки сюжета	1	1
1068	романе бесы	2	1
1069	на это	2	1
1070	верил в	1	1
1071	типичен для	1	1
1072	выразилось в	1	1
1073	молодого писателя	3	1
1074	февраля года	4	1
1075	понятия юмор	1	1
1076	в канонический	1	1
1077	это можно	1	1
1078	лишних людей	2	1
1079	что иван	1	1
1080	ты как	1	1
1081	этот рассказ	2	1
1082	специальных обзоров	1	1
1083	письмах достоевского	1	1
1084	в уме	1	1
1085	в период	2	1
1086	говорил и	1	1
1087	мести гоголя	1	1
1088	на то	3	1
1089	об этой	2	1
1090	в эти	2	1
1091	и самый	1	1
1092	с дон	1	1
1093	период достоевский	1	1
1094	некоторые черты	1	1
