N	2gram	Voloshinov	Problema
182	с другими	2	14
183	сих пор	3	14
184	не так	2	14
185	нас не	1	14
186	все равно	1	14
187	в котором	3	14
188	говорит о	1	14
189	до сих	3	14
190	то ни	3	14
191	за пределы	4	14
192	из этого	3	13
193	сами по	1	13
194	ни на	2	13
195	мы имеем	2	13
196	или даже	1	13
197	в области	1	13
198	или иного	1	13
199	мы в	2	13
200	дело в	4	13
201	в другом	1	12
202	с одной	2	12
203	время как	1	12
204	и можно	1	12
205	для них	1	12
206	то время	1	12
207	является только	1	12
208	в литературе	4	12
209	значения и	2	12
210	в смысле	1	12
211	что это	1	12
212	в целом	1	12
213	или иных	1	11
214	бы то	3	11
215	и следовательно	5	11
216	жизни в	1	11
217	тот же	1	11
218	одной стороны	2	11
219	к нему	4	11
220	не могут	1	11
221	в истории	1	11
222	и во	1	11
223	в искусстве	1	11
224	и их	1	11
225	и тогда	1	11
226	более или	1	10
227	что для	1	10
228	художественного творчества	3	10
229	бы не	2	10
230	художественное произведение	3	10
231	что оно	1	10
232	бы даже	2	10
233	в одном	1	10
234	и которые	1	10
235	которые мы	2	10
236	все время	6	10
237	не то	1	10
238	быть только	2	10
239	не имеют	1	10
240	относится к	2	10
241	или менее	1	10
242	быть и	3	10
243	только то	1	10
244	слова и	6	10
245	и другие	2	9
246	не нужно	1	9
247	тогда когда	2	9
248	то он	1	9
249	и уж	1	9
250	но эта	1	9
251	она не	2	9
252	которые в	1	9
253	само собой	1	9
254	в жизни	5	9
255	в художественном	3	9
256	только для	1	9
257	не вполне	1	9
258	литературы и	4	9
259	здесь мы	1	9
260	с ней	1	9
261	в условиях	2	9
262	жизнь и	1	9
263	как же	2	9
264	идет речь	1	9
265	и наконец	3	9
266	является в	1	8
267	с этой	2	8
268	является для	2	8
269	нас и	2	8
270	конечно не	3	8
271	тем же	1	8
272	но для	3	8
273	между собой	2	8
274	и по	3	8
275	с ее	1	8
276	и самый	1	8
277	к его	2	8
278	и больше	1	8
279	бы мы	3	8
280	самом же	1	8
281	от всего	1	8
282	как только	2	8
283	входит в	1	8
284	и он	1	8
285	ни было	4	8
286	себе и	1	8
287	если же	2	8
288	мы здесь	1	8
289	это уже	1	8
290	для него	3	8
291	же деле	1	8
292	с самого	1	8
293	но что	2	7
294	ни его	1	7
295	мы все	4	7
296	себе в	1	7
297	мы ни	5	7
298	в значительной	1	7
299	все в	1	7
300	и всего	1	7
301	а с	1	7
302	его как	2	7
303	оно не	2	7
304	эта последняя	2	7
305	это только	1	7
306	чем не	1	7
307	мы могли	1	7
308	была бы	2	7
309	в такой	3	7
310	не можем	1	7
311	еще более	1	7
312	и значение	2	7
313	самого начала	1	7
314	по преимуществу	1	7
315	тому же	2	7
316	же как	1	7
317	определенным образом	1	7
318	сливаются в	1	7
319	и который	1	7
320	в науке	1	7
321	не на	1	7
322	и так	2	7
323	все они	2	7
324	в основе	1	7
325	друг друга	1	7
326	же не	1	7
327	в какой	2	7
328	не как	1	6
329	что слово	2	6
330	уже на	1	6
331	пор мы	1	6
332	в порядке	1	6
333	только как	1	6
334	не всегда	1	6
335	имеем в	2	6
336	на него	2	6
337	что именно	1	6
338	не имеющих	1	6
339	до конца	2	6
340	или не	3	6
341	по своей	1	6
342	мы еще	1	6
343	в общем	1	6
344	чтобы не	1	6
345	и делает	1	6
346	зависимости от	4	6
347	и уже	3	6
348	с которой	1	6
349	могут быть	2	6
350	то мы	1	6
351	независимо от	2	6
352	можно найти	2	6
353	ведь и	3	6
354	ровно ничего	1	6
355	гораздо больше	1	6
356	перестает быть	2	6
357	и того	1	6
358	как на	2	6
359	в зависимости	2	6
360	ли кто-нибудь	1	6
361	не знает	1	6
362	поскольку они	2	6
363	содержания и	2	6
364	но отнюдь	2	6
365	же мы	1	6
366	можно только	1	6
367	в слове	1	6
368	с его	2	6
369	одним и	1	6
370	этом отношении	1	6
371	есть уже	2	6
372	только к	1	6
373	в теории	1	6
374	когда он	3	6
375	стороны и	2	6
376	не к	3	6
377	человеческая речь	1	5
378	художественным произведением	1	5
379	это же	1	5
380	на одну	1	5
381	к этому	2	5
382	на себя	1	5
383	если оно	1	5
384	или может	1	5
385	одно и	2	5
386	и тот	1	5
387	между тем	3	5
388	нам кажется	1	5
389	мы видели	1	5
390	но зато	2	5
391	сводится к	1	5
392	подобно тому	1	5
393	о самом	1	5
394	обойтись без	1	5
395	и вся	1	5
396	он должен	3	5
397	для всего	1	5
398	ведь это	1	5
399	чем мы	1	5
400	взятый в	1	5
401	с первого	1	5
402	художественное творчество	1	5
403	уже во	1	5
404	находит в	2	5
405	которой он	1	5
406	во многих	1	5
407	виду и	1	5
408	и общества	1	5
409	с большим	1	5
410	себя в	1	5
411	от его	1	5
412	должно быть	1	5
413	по мнению	1	5
414	как его	1	5
415	литературе и	1	5
416	себе не	1	5
417	слова как	1	5
418	там где	2	5
419	не требует	1	5
420	ли он	1	5
421	фр шлегель	1	5
422	они не	1	5
423	слова но	2	5
424	тому как	1	5
425	в пределах	3	5
426	от того	4	5
427	чего же	1	5
428	отношение к	4	5
429	и прежде	1	5
430	к другу	1	4
431	тем как	2	4
432	не хочет	1	4
433	с метафорой	1	4
434	к другим	1	4
435	на эту	1	4
436	является то	1	4
437	но мы	2	4
438	свой смысл	1	4
439	здесь конечно	1	4
440	но эти	1	4
441	и те	2	4
442	к ним	2	4
443	она в	1	4
444	одно из	1	4
445	является и	1	4
446	бы только	1	4
447	мы это	1	4
448	человек и	1	4
449	большим трудом	1	4
450	в русской	1	4
451	смысл и	2	4
452	нашего сознания	2	4
453	или о	1	4
454	себе как	1	4
455	от нее	1	4
456	и самое	2	4
457	друг к	1	4
458	особого рода	1	4
459	и пр	3	4
460	в свою	1	4
461	и независимо	1	4
462	для нее	1	4
463	он как	1	4
464	на что	1	4
465	только его	1	4
466	было говорить	1	4
467	что является	1	4
468	от него	1	4
469	дело с	2	4
470	равно как	1	4
471	например в	1	4
472	в корне	2	4
473	нельзя было	1	4
474	мы увидим	1	4
475	наряду с	1	4
476	имеем дело	1	4
477	момент в	1	4
478	это мы	1	4
479	и она	1	4
480	художественном произведении	3	4
481	и всякого	1	4
482	коем случае	1	4
483	кажется что	1	4
484	на который	1	4
485	и др	5	4
486	бы оно	2	4
487	слова это	1	4
488	к одной	1	4
489	и менее	1	4
490	не обходится	1	4
491	этой точки	3	4
492	он будет	1	4
493	случае нельзя	1	4
494	себя и	2	4
495	свое значение	1	4
496	вместе со	2	4
497	который и	1	4
498	из него	2	4
499	им в	1	4
500	в коем	1	4
501	при таком	1	4
502	и почти	1	4
503	если она	1	4
504	всей его	1	4
505	на это	2	4
506	они являются	1	3
507	в душе	2	3
508	еще раз	2	3
509	зрения на	1	3
510	время не	1	3
511	языка в	1	3
512	или события	2	3
513	они должны	1	3
514	из трех	1	3
515	в атмосфере	2	3
516	для этой	1	3
517	но тем	2	3
518	каждый элемент	1	3
519	и мы	1	3
520	на которую	1	3
521	оно стало	1	3
522	подобно этому	1	3
523	что уже	1	3
524	для определения	1	3
525	совершенно ясно	1	3
526	я и	1	3
527	и являются	1	3
528	но можно	1	3
529	его к	2	3
530	не сможем	2	3
531	и та	2	3
532	движение и	1	3
533	обходится без	1	3
534	только там	1	3
535	так называемая	1	3
536	предмет в	1	3
537	здесь вовсе	1	3
538	оно является	1	3
539	в новой	1	3
540	со всей	1	3
541	имеет и	1	3
542	к предмету	5	3
543	и соответствующие	1	3
544	но есть	1	3
545	в свои	1	3
546	которое было	1	3
547	мы никогда	2	3
548	один и	1	3
549	теория искусства	1	3
550	в одной	1	3
551	этих двух	2	3
552	но при	1	3
553	кто не	1	3
554	что нам	1	3
555	место в	2	3
556	может и	1	3
557	русской литературе	1	3
558	из нее	1	3
559	весь этот	1	3
560	там же	1	3
561	для их	1	3
562	остается только	1	3
563	с помощью	6	3
564	но этот	2	3
565	ее и	3	3
566	отражение в	1	3
567	а к	2	3
568	делает его	2	3
569	на этом	1	3
570	всех других	1	3
571	нем и	1	3
572	столь же	1	3
573	должна быть	5	3
574	однако он	1	3
575	в идиоте	1	3
576	не нужным	1	3
577	мы понимаем	1	3
578	конечно в	2	3
579	в процессе	6	3
580	относятся к	1	3
581	оно всегда	1	3
582	анализа в	1	3
583	по самому	1	3
584	поэтому не	1	3
585	том же	1	3
586	формы и	3	3
587	выходит за	1	3
588	весь круг	1	3
589	каких бы	1	3
590	она должна	1	3
591	длинный ряд	1	3
592	думать что	1	3
593	нуждается в	3	3
594	не отвечает	1	3
595	что поэт	2	3
596	таком понимании	1	2
597	самый принцип	1	2
598	формы в	1	2
599	какой бы	1	2
600	только из	1	2
601	из двух	1	2
602	форму и	2	2
603	ни были	1	2
604	контекст и	2	2
605	и ясность	1	2
606	тот не	1	2
607	смысле она	1	2
608	его смыслу	1	2
609	указанных нами	1	2
610	почти исключительно	2	2
611	та общность	1	2
612	свою очередь	1	2
613	эти моменты	2	2
614	с такою	1	2
615	него не	1	2
616	отношения в	1	2
617	творчества которое	1	2
618	ним на	1	2
619	точка зрения	3	2
620	такой степени	1	2
621	близка к	1	2
622	для иллюстрации	1	2
623	и некоторые	1	2
624	не нуждается	1	2
625	моментов которые	1	2
626	сомневается в	1	2
627	того если	1	2
628	только об	1	2
629	ни была	1	2
630	здесь на	1	2
631	не совпадает	1	2
632	и глубоко	1	2
633	значение этих	1	2
634	возможна только	2	2
635	бы они	1	2
636	является ее	1	2
637	героя в	1	2
638	должны быть	1	2
639	слов в	1	2
640	его содержание	1	2
641	и дает	2	2
642	эти и	2	2
643	же нам	1	2
644	том и	1	2
645	по отношению	11	2
646	допустим что	2	2
647	в краткой	1	2
648	героев и	2	2
649	случае оно	1	2
650	ясность и	2	2
651	виду не	1	2
652	его форме	1	2
653	близкого к	1	2
654	на основе	1	2
655	не вводя	1	2
656	вступает в	1	2
657	нечего делать	1	2
658	речи в	2	2
659	из подполья	1	2
660	а уж	1	2
661	содержанию и	2	2
662	не из	1	2
663	другого и	1	2
664	не ради	1	2
665	основе своей	1	2
666	зависит от	2	2
667	нам не	1	2
668	на которой	1	2
669	участие в	1	2
670	речь но	1	2
671	от всех	2	2
672	они слишком	1	2
673	всех актов	2	2
674	именно эта	1	2
675	и таким	1	2
676	и другого	1	2
677	бы это	1	2
678	и всесторонне	1	2
679	на них	1	2
680	уже сказали	1	2
681	которого и	1	2
682	на один	2	2
683	рассматривать как	1	2
684	такой же	2	2
685	и художественного	1	2
686	и эта	1	2
687	теории искусства	1	2
688	больше того	1	2
689	и содержания	2	2
690	в момент	2	2
691	случае мы	1	2
692	всей жизни	1	2
693	метафора в	1	2
694	художественный смысл	1	2
695	вещами и	1	2
696	до степени	1	2
697	само собою	1	2
698	себе с	1	2
699	получить и	1	2
700	на все	2	2
701	и сейчас	1	2
702	третьем лице	1	2
703	имеет в	3	2
704	не должен	1	2
705	часто в	1	2
706	но то	1	2
707	точно и	1	2
708	входящего в	1	2
709	не уверен	1	2
710	каждая вещь	1	2
711	и остается	1	2
712	без того	1	2
713	ее внутренней	1	2
714	человеческого общества	2	2
715	чем более	1	2
716	есть выражение	1	2
717	вполне понятно	1	2
718	ним в	1	2
719	подчеркнуть что	2	2
720	сколько бы	3	2
721	отношения между	1	2
722	или хотя	1	2
723	действительности к	1	2
724	а эта	1	2
725	как например	1	2
726	оно возникает	1	2
727	остается в	1	2
728	ту же	1	2
729	он вдруг	1	2
730	но несмотря	1	2
731	деле это	1	2
732	имеет дело	1	2
733	что до	1	2
734	в содержании	1	2
735	в окончательном	1	2
736	имеет бесконечное	1	2
737	предметы и	1	2
738	смысла то	1	2
739	является просто	1	2
740	не зная	1	2
741	но чтобы	1	2
742	историк литературы	1	2
743	произведения в	1	2
744	может стать	2	2
745	слишком мало	1	2
746	акт сознания	1	2
747	не назван	1	2
748	признать что	1	2
749	сам поэт	1	2
750	сливается с	2	2
751	совпадает с	2	2
752	сознание и	1	2
753	не должно	1	2
754	пространстве и	1	2
755	более и	1	2
756	в обоих	1	2
757	действия и	2	2
758	образом не	1	2
759	известной степени	2	2
760	только одна	1	2
761	произведения и	3	2
762	что я	1	2
763	то она	1	2
764	обычно не	1	2
765	его для	1	2
766	если ее	1	2
767	является уже	1	2
768	же он	1	2
769	искусства в	1	2
770	оторвано от	1	2
771	и вот	1	2
772	на одно	1	2
773	ее нет	1	2
774	что каждый	1	2
775	представлять себе	1	2
776	слово в	3	2
777	является таким	1	2
778	чем отличается	1	2
779	словом и	2	2
780	единство и	1	2
781	является поэтому	1	2
782	за его	2	2
783	частности в	1	2
784	в который	1	2
785	отношению к	11	2
786	все более	1	2
787	и совершенно	2	2
788	он пользуется	1	1
789	творчестве и	1	1
790	одной точки	1	1
791	же для	1	1
792	и теоретическая	1	1
793	знают что	1	1
794	или он	1	1
795	развитие по	1	1
796	словесного контекста	1	1
797	дать только	1	1
798	искусства этот	1	1
799	вопросу о	1	1
800	на второй	1	1
801	она стала	1	1
802	правда это	1	1
803	так можно	1	1
804	созерцании и	1	1
805	которая только	1	1
806	поэта как	1	1
807	моменты жизни	1	1
808	моменты его	1	1
809	между ними	2	1
810	всякого художественного	1	1
811	именно и	1	1
812	по природе	2	1
813	его носителя	1	1
814	пусто и	1	1
815	все моменты	1	1
816	человека для	1	1
817	идти только	1	1
818	и отнюдь	1	1
819	свои слова	1	1
820	они ни	2	1
821	структуру но	1	1
822	умирает в	1	1
823	более широком	1	1
824	же то	1	1
825	поэт и	1	1
826	и политической	1	1
827	и должна	1	1
828	внутренним моментом	1	1
829	произведения но	1	1
830	каждое слово	1	1
831	содержание в	1	1
832	предмет или	1	1
833	стороны как	1	1
834	отметить что	1	1
835	очень узко	1	1
836	соприкасается с	2	1
837	вопросов о	1	1
838	европейских языках	1	1
839	можем сказать	2	1
840	и искусство	1	1
841	неодушевленные предметы	1	1
842	и подобные	2	1
843	состоящая из	1	1
844	собой разумеющееся	1	1
845	или иным	1	1
846	в некоторых	3	1
847	этих моментов	1	1
848	она имеет	1	1
849	и оба	1	1
850	что современная	1	1
851	на содержание	1	1
852	нам удалось	1	1
853	нашей работы	1	1
854	их живого	2	1
855	которая ведь	1	1
856	не должна	3	1
857	всех представителей	1	1
858	отражает предмет	1	1
859	мы убедились	1	1
860	природу и	1	1
861	которые употребляются	1	1
862	природой и	1	1
863	это один	1	1
864	для историка	1	1
865	определения этого	1	1
866	по аналогии	1	1
867	нужно думать	1	1
868	не остается	2	1
869	характер и	1	1
870	с жизнью	1	1
871	эти три	1	1
872	рядом с	1	1
873	даже тогда	1	1
874	себе по	1	1
875	которые имеют	1	1
876	в двух	1	1
877	теряет свой	1	1
878	к вопросу	1	1
879	из одного	1	1
880	от предмета	1	1
881	употребляются в	1	1
882	только ему	3	1
883	убедились что	1	1
884	опираясь на	2	1
885	слово есть	1	1
886	когда имеется	1	1
887	свои права	1	1
888	героя и	5	1
889	дана в	1	1
890	как единство	1	1
891	весны и	2	1
892	он находится	1	1
893	характерны для	1	1
894	однако эта	1	1
895	бы но	1	1
896	те определения	1	1
897	лет и	1	1
898	знает их	1	1
899	произведение не	1	1
900	или наконец	1	1
901	того кто	1	1
902	связанные со	1	1
903	себя однако	1	1
904	но прежде	1	1
905	искусства может	1	1
906	некрасов и	1	1
907	случае слово	1	1
908	в особенности	2	1
909	опирается на	1	1
910	них в	1	1
911	к художественному	1	1
912	и стиль	1	1
913	опираться на	1	1
914	нет можно	1	1
915	нас остается	1	1
916	деле и	1	1
917	произведении как	1	1
918	с таким	1	1
919	меняет и	1	1
920	что называется	1	1
921	касались только	1	1
922	те же	2	1
923	все элементы	1	1
924	от каких	1	1
925	и герой	3	1
926	говорить и	1	1
927	на их	1	1
928	словами и	2	1
929	на другие	1	1
930	из общего	3	1
931	можно в	1	1
932	его и	1	1
933	в поэзии	3	1
934	входя в	1	1
935	анализа если	1	1
936	что совсем	1	1
937	впервые как	1	1
938	из его	1	1
939	отношении к	3	1
940	на примере	2	1
941	слова с	1	1
942	этой стороны	2	1
943	работу по	1	1
944	еще один	1	1
945	пределы слова	1	1
946	связанных с	1	1
947	то общее	1	1
948	тоже может	1	1
949	но ту	1	1
950	до известной	2	1
951	нем по	1	1
952	подобные им	2	1
953	давно пора	1	1
954	формы то	2	1
955	речи с	1	1
956	в особом	1	1
957	во времени	1	1
958	понять и	1	1
959	и будучи	1	1
960	к содержанию	6	1
961	мы теряем	1	1
962	уверенность в	1	1
963	как к	3	1
964	и такой	1	1
965	нечто само	2	1
966	общения в	1	1
967	сказать то	1	1
968	образом к	1	1
969	данного писателя	1	1
970	других областей	1	1
971	в согласии	1	1
972	очередь тем	1	1
973	здесь таким	1	1
974	них и	1	1
975	бы подводит	1	1
976	них всегда	1	1
977	имеет место	2	1
978	отождествлять с	1	1
979	и тому	1	1
980	теоретиков и	1	1
981	но особенно	1	1
982	дело и	1	1
983	более подробно	1	1
984	но сами	1	1
985	заложены и	1	1
986	образом мы	1	1
987	также только	1	1
988	может идти	1	1
989	на другое	1	1
990	смысл какого-нибудь	1	1
991	том кто	1	1
992	несколько подробнее	2	1
993	к которой	1	1
994	полное и	1	1
995	бы по	1	1
996	каковы бы	1	1
997	что можно	1	1
998	бытия и	1	1
999	конечно дело	1	1
1000	автора к	1	1
1001	значения не	1	1
1002	более тонкое	1	1
1003	относится не	1	1
1004	может претендовать	1	1
1005	ни анализировали	2	1
1006	видели в	1	1
1007	представителей этой	1	1
1008	как форма	2	1
1009	в структуру	1	1
1010	я знаю	1	1
1011	вещью или	1	1
1012	с искусством	1	1
1013	окружающей его	1	1
1014	намека на	1	1
1015	единственным предметом	1	1
1016	по мере	1	1
1017	а между	1	1
1018	ему но	1	1
1019	он имеет	1	1
1020	же определения	1	1
1021	формулу для	2	1
1022	на какой-нибудь	1	1
1023	где они	1	1
1024	выйти из	1	1
1025	может дать	1	1
1026	и слово	2	1
1027	конечно гораздо	1	1
1028	ней как	2	1
1029	так если	1	1
1030	нами выше	1	1
1031	в основном	2	1
1032	отношения которые	1	1
1033	поэзии во	1	1
1034	это последнее	1	1
1035	в руках	1	1
1036	нашем случае	1	1
1037	выступает здесь	1	1
1038	мы ощущаем	1	1
1039	понять ее	1	1
1040	двух других	1	1
1041	пределах этого	1	1
1042	для слушателя	1	1
1043	знают только	1	1
1044	герой нашего	1	1
1045	следующим образом	1	1
1046	в самое	2	1
1047	какая бы	1	1
1048	входят в	1	1
1049	и внешней	1	1
1050	те три	1	1
1051	это направление	1	1
1052	у которой	1	1
1053	кто является	1	1
1054	но конечно	2	1
1055	общем гораздо	1	1
1056	и становится	1	1
1057	всякой художественной	1	1
1058	того о	1	1
1059	нас за	1	1
1060	к общему	1	1
1061	никакое осмысленное	1	1
1062	стороны к	1	1
1063	на протяжении	1	1
1064	к одному	1	1
1065	она как	1	1
1066	всех языках	1	1
1067	наметить хотя	1	1
1068	второй план	1	1
1069	форма не	1	1
1070	на этих	1	1
1071	внутренней и	1	1
1072	и художественно	1	1
1073	как судьи	1	1
1074	богатым и	1	1
1075	слово не	1	1
1076	о ком	2	1
1077	так не	1	1
1078	такое понимание	1	1
1079	только художественное	1	1
1080	произведении в	1	1
1081	здесь же	1	1
1082	и создает	1	1
1083	сочли бы	1	1
1084	в психике	2	1
1085	именно эту	1	1
1086	зрения и	1	1
1087	это прежде	1	1
1088	его значение	1	1
1089	для правильного	1	1
1090	произведение является	1	1
1091	на самостоятельное	1	1
1092	для анализа	1	1
1093	все стороны	1	1
1094	поэта с	1	1
1095	какой степени	2	1
1096	выражение в	2	1
1097	в содержание	3	1
1098	все то	1	1
1099	разумеющееся и	1	1
1100	так называемые	1	1
1101	его внутренней	1	1
1102	явления в	1	1
1103	все основные	1	1
1104	оно ни	1	1
1105	самая структура	1	1
1106	но самый	1	1
1107	кто же	1	1
1108	в форме	2	1
1109	позицию в	1	1
1110	для одной	1	1
1111	в современной	1	1
1112	к кому	1	1
1113	стиль и	1	1
1114	конца дело	1	1
1115	и общего	1	1
1116	смыслу в	1	1
1117	на ступенях	1	1
1118	слова из	1	1
1119	всегда имеет	1	1
1120	найти в	1	1
1121	наконец из	1	1
1122	это делает	1	1
1123	явление конечно	1	1
1124	содержание можно	1	1
1125	чрезвычайно сложным	1	1
1126	в пустое	1	1
1127	отношении он	1	1
1128	очень важным	1	1
1129	в пространстве	1	1
1130	и рождается	1	1
1131	слушателя и	2	1
1132	уже является	1	1
1133	к целому	1	1
1134	положения и	1	1
1135	произведение и	2	1
1136	форм которые	1	1
1137	поскольку мы	1	1
1138	и из	1	1
1139	нашего времени	1	1
1140	от этой	2	1
1141	образом каждая	1	1
1142	она становится	1	1
1143	как не	2	1
1144	похожее на	1	1
1145	показать что	1	1
1146	конечно уже	1	1
1147	поэтической формы	1	1
1148	вопросов касающихся	1	1
1149	это та	1	1
1150	при более	1	1
1151	следовательно уже	1	1
1152	метафора ни	1	1
1153	всего современного	1	1
1154	для обоих	1	1
1155	дальше и	1	1
1156	она определяет	1	1
1157	и связи	1	1
1158	вообще за	1	1
1159	усвоить себе	1	1
1160	это как	3	1
1161	своей изоляции	1	1
1162	важный для	1	1
1163	как одно	1	1
1164	это событие	1	1
1165	отношение как	1	1
1166	автора и	2	1
1167	моментов из	1	1
1168	слов и	1	1
1169	переходить в	1	1
1170	же время	1	1
1171	в обществе	1	1
1172	между людьми	1	1
1173	относительно всех	1	1
1174	процессе живого	1	1
1175	определить его	2	1
1176	это человек	1	1
1177	точку зрения	2	1
1178	сводится только	1	1
1179	из этой	1	1
1180	истории литературы	2	1
1181	заключена в	1	1
1182	себе оно	1	1
1183	не знают	1	1
1184	события и	1	1
1185	или просто	1	1
1186	проникает в	1	1
1187	бы за	1	1
1188	получилось бы	1	1
1189	аналогии с	1	1
1190	и было	1	1
1191	форме так	1	1
1192	довлеет себе	2	1
1193	целого которое	1	1
1194	она будет	1	1
1195	исследования является	1	1
1196	не переходя	1	1
1197	со словами	1	1
1198	и историков	1	1
1199	слова не	1	1
1200	отказывается от	1	1
1201	что например	1	1
1202	найти только	1	1
1203	вошли в	1	1
1204	она особенно	1	1
1205	направленность на	1	1
1206	то из	1	1
1207	структурой и	2	1
1208	и понимания	1	1
1209	и оно	1	1
1210	другие области	1	1
1211	является еще	1	1
1212	произведения с	1	1
1213	в стиле	1	1
1214	в слово	1	1
1215	овладеть этим	1	1
1216	слово это	2	1
1217	как уже	2	1
1218	обстоит дело	1	1
1219	степени не	1	1
1220	ком идет	1	1
1221	всех моментов	2	1
1222	политическим и	1	1
1223	пор не	1	1
1224	и обратно	1	1
1225	бы отдаленно	1	1
1226	лишенным всякого	1	1
1227	в большинстве	1	1
1228	контекста в	2	1
1229	нами и	1	1
1230	и явления	1	1
1231	которой можно	1	1
1232	самой своей	1	1
1233	речь и	1	1
1234	самом себе	1	1
1235	мы касались	1	1
1236	момента и	1	1
1237	даже ни	1	1
1238	суждения о	1	1
1239	все свойства	1	1
1240	в эти	1	1
1241	определить как	1	1
1242	имеется такой	1	1
1243	проблемы так	1	1
1244	со словом	2	1
1245	художественное значение	1	1
1246	а эти	1	1
