N	3gram	Tiupa_Lite	Psycholo
203	принципиальное различие между	1	1
204	а также и	1	1
205	не поддается научному	1	1
206	есть не более	1	1
207	чуть ли не	2	1
208	никогда не бывает	1	1
209	кто из них	1	1
210	произведение как например	1	1
211	в себе никакой	1	1
212	свое собственное отражение	1	1
213	и у пушкина	1	1
214	нет а потому	1	1
215	как мы знаем	1	1
216	может быть он	1	1
217	как это было	1	1
218	и потребности в	1	1
219	во главу угла	1	1
220	таким образом от	1	1
221	на том что	1	1
222	в виду не	2	1
223	но и не	1	1
224	является продолжением и	1	1
225	в основе всех	1	1
226	и тем более	1	1
227	в стихах и	2	1
228	в этом и	1	1
229	уже в первой	1	1
230	в одной из	1	1
231	все та же	2	1
232	резко отличается от	1	1
233	того же автора	1	1
234	как объект как	1	1
235	у него нет	1	1
236	не в одном	1	1
237	он стал почти	1	1
238	есть по преимуществу	1	1
239	в состав произведения	1	1
240	и сидя в	1	1
241	каждый из нас	1	1
242	по существу в	1	1
243	жизни и в	2	1
244	при таком ее	1	1
245	в самом начале	1	1
246	например с точки	1	1
247	во время чумы	1	1
248	том что его	2	1
249	нас и в	1	1
250	идет не только	1	1
251	знает что он	1	1
252	по этой причине	2	1
253	мысли так в	1	1
254	потому что сами	1	1
255	литературного произведения как	1	1
256	в том же	3	1
257	художественное произведение обретает	1	1
258	в том числе	2	1
259	воздействия на читателя	1	1
260	с тем же	1	1
261	как и всякое	1	1
262	хотя бы потому	1	1
263	о мире и	1	1
264	как и творчество	1	1
265	искусства в жизни	1	1
266	как например в	1	1
267	что он сам	1	1
268	своей души он	1	1
269	искусство не может	1	1
270	слова и когда	1	1
271	сам того не	1	1
272	пример в этом	1	1
273	и прежде всего	4	1
274	и в то	1	1
275	не могло быть	2	1
276	не имеет ничего	1	1
277	а не в	1	1
278	вовсе не является	1	1
279	в другом месте	1	1
280	душевной жизни с	1	1
281	не более чем	1	1
282	теми или иными	1	1
283	быть не может	1	1
284	из того же	1	1
285	что едва ли	1	1
286	в капитанской дочке	1	1
287	оно было бы	1	1
288	на второй план	1	1
289	но дело в	1	1
290	в русской литературе	5	1
291	когда речь идет	1	1
292	сознательно или бессознательно	1	1
293	и говорит я	1	1
294	только при условии	1	1
295	и вовсе не	1	1
296	в свое время	1	1
297	ту или иную	2	1
298	еще при жизни	1	1
299	какой бы то	1	1
300	речь в данном	1	1
301	то с другой	1	1
302	том что для	1	1
303	той же природы	1	1
304	нет у нас	1	1
305	то есть от	1	1
306	с собой в	1	1
307	как в данном	1	1
308	во внешнем мире	1	1
309	том что эстетическая	1	1
310	не сводится к	3	1
311	в сущности не	1	1
312	не менее важным	2	1
313	на эту тему	1	1
314	на первый взгляд	1	1
315	что в начале	1	1
316	этимологическое значение слова	1	1
317	читателя зрителя слушателя	4	1
318	и не только	1	1
319	а нередко и	1	1
320	затруднительное положение в	1	1
