N	2gram	Nazirov_Vr	Vladivir
112	он уже	1	11
113	в основном	1	11
114	еще в	1	11
115	все это	4	11
116	то он	1	11
117	и о	3	11
118	конце концов	1	11
119	в самом	1	10
120	года в	7	10
121	в петербурге	1	10
122	с точки	2	10
123	в качестве	1	10
124	что для	1	10
125	отнюдь не	2	10
126	к нему	1	10
127	с ним	4	10
128	в россии	5	10
129	еще не	2	10
130	которую он	1	10
131	в истории	4	10
132	же года	1	10
133	он и	1	10
134	о нем	6	10
135	в ней	4	10
136	но не	1	10
137	и был	1	9
138	о чем	2	9
139	и сам	1	9
140	именно в	1	9
141	с этим	1	9
142	с другой	1	9
143	мы знаем	2	9
144	но он	3	9
145	и можно	1	9
146	но как	2	9
147	а с	2	9
148	не будет	1	9
149	этом смысле	1	9
150	из этого	1	9
151	в начале	6	9
152	это время	1	9
153	отношения к	2	9
154	это не	4	9
155	же время	5	9
156	ни с	1	9
157	этот раз	1	9
158	а никольский	2	9
159	в целом	1	9
160	в этих	1	8
161	тем что	3	8
162	в это	2	8
163	которой он	1	8
164	конце жизни	1	8
165	в этот	3	8
166	себя в	1	8
167	и он	2	8
168	марта года	3	8
169	в чем	3	8
170	в париже	3	8
171	как в	1	8
172	и и	1	8
173	после смерти	2	8
174	как бы	4	8
175	в петербург	3	8
176	и я	1	8
177	отношение к	2	8
178	к этой	1	7
179	в одном	1	7
180	в них	2	7
181	на первый	2	7
182	что этот	1	7
183	июня года	1	7
184	точно так	1	7
185	был в	1	7
186	и есть	1	7
187	который был	3	7
188	эти годы	2	7
189	но вот	1	7
190	не имеет	1	7
191	в каком	1	7
192	ничего общего	1	7
193	при помощи	2	7
194	в свое	1	7
195	первый план	1	7
196	в таком	1	7
197	как он	1	7
198	мы бы	1	7
199	же в	2	7
200	можно говорить	1	6
201	в виду	4	6
202	другой стороны	1	6
203	уже на	1	6
204	его на	2	6
205	но у	1	6
206	он сам	2	6
207	той же	1	6
208	по мнению	2	6
209	его в	3	6
210	том же	2	6
211	летом года	4	6
212	под влиянием	1	6
213	и речи	1	6
214	по своей	1	6
215	он пишет	2	6
216	году в	2	6
217	не с	1	6
218	и из	1	6
219	но на	1	6
220	в в	2	6
221	которых он	1	6
222	а это	1	6
223	но я	1	6
224	по своему	1	6
225	по его	1	6
226	жизнь и	1	6
227	тем более	2	6
228	в жизни	1	6
229	от того	1	6
230	такой же	1	6
231	в период	2	6
232	и наконец	1	6
233	еще более	1	5
234	а вот	1	5
235	говорит о	1	5
236	но мы	1	5
237	н ф	1	5
238	он писал	2	5
239	как на	1	5
240	из них	2	5
241	те годы	2	5
242	что они	1	5
243	во всех	1	5
244	что у	3	5
245	с которым	2	5
246	во время	2	5
247	в частности	1	5
248	один из	1	5
249	н трубецкой	1	5
250	нет ничего	1	5
251	в свою	2	5
252	начиная с	2	5
253	по преимуществу	1	5
254	что я	2	5
255	только при	1	5
256	друг друга	1	5
257	он как	1	5
258	место в	2	5
259	в их	1	5
260	мы находим	1	5
261	этого не	1	5
262	есть все	1	5
263	что пишет	1	5
264	далеко не	3	5
265	в россию	4	5
266	во многом	4	5
267	заметим что	1	4
268	только что	1	4
269	он всегда	1	4
270	нас в	1	4
271	на свою	1	4
272	представление о	1	4
273	их в	2	4
274	и стал	2	4
275	в ноябре	2	4
276	не могли	1	4
277	наряду с	3	4
278	крайней мере	1	4
279	только не	1	4
280	но для	1	4
281	и всего	1	4
282	ноября года	2	4
283	ясно что	1	4
284	уже давно	1	4
285	об этой	2	4
286	того в	1	4
287	вестник европы	1	4
288	чтобы он	3	4
289	в духе	1	4
290	но зато	1	4
291	из россии	1	4
292	у которого	1	4
293	оба они	1	4
294	и гораздо	1	4
295	всю жизнь	1	4
296	время он	2	4
297	независимо от	1	4
298	вплоть до	1	4
299	в особенности	1	4
300	м стасюлевичу	1	4
301	н и	1	4
302	о которой	2	4
303	заключается в	1	4
304	возникает вопрос	1	4
305	года и	1	4
306	по крайней	1	4
307	человека и	1	4
308	это и	1	4
309	и во	3	4
310	относился к	3	4
311	не имел	1	4
312	в июле	1	4
313	как к	1	4
314	ему в	1	4
315	после этого	2	4
316	тем самым	1	4
317	не будем	1	4
318	всех этих	1	4
319	этом отношении	1	4
320	знаю что	1	4
321	но с	1	4
322	не все	1	4
323	это конечно	1	4
324	во второй	1	4
325	можно найти	1	4
326	в петербургском	2	4
327	это можно	1	4
328	так в	2	4
329	же это	1	4
330	в январе	3	4
331	котором он	1	4
332	все что	1	3
333	из своего	1	3
334	через несколько	1	3
335	вышла в	1	3
336	не хочет	1	3
337	правда в	1	3
338	мая года	2	3
339	роль в	1	3
340	отличается от	1	3
341	прочим и	1	3
342	чувствовал себя	1	3
343	сам же	1	3
344	я вижу	1	3
345	письмо к	2	3
346	только как	1	3
347	во многих	1	3
348	до того	1	3
349	свою очередь	1	3
350	некоторое время	1	3
351	он считал	4	3
352	писал я	1	3
353	это будет	1	3
354	время и	2	3
355	годы он	1	3
356	а за	1	3
357	одним из	3	3
358	из парижа	1	3
359	как говорит	1	3
360	же как	2	3
361	европы №	2	3
362	в мире	2	3
363	следовательно и	1	3
364	в сторону	1	3
365	бы в	1	3
366	молодой человек	1	3
367	в вестнике	4	3
368	но которая	1	3
369	человека как	1	3
370	близкий к	1	3
371	он стал	1	3
372	одно и	1	3
373	не могла	1	3
374	вот в	1	3
375	этот период	1	3
376	как известно	1	3
377	и никогда	1	3
378	бы его	1	3
379	что есть	3	3
380	он сказал	1	3
381	в силу	1	3
382	и ее	2	3
383	и этот	1	3
384	по всем	1	3
385	также что	1	3
386	от нас	1	3
387	себе не	1	3
388	за границей	2	3
389	за что	1	3
390	о своей	1	3
391	если это	1	3
392	как о	1	3
393	мыслей и	1	3
394	ли он	1	3
395	не любил	1	3
396	не знаю	1	3
397	в свет	1	3
398	не могло	1	3
399	отношении к	1	3
400	о своем	1	3
401	года на	1	3
402	это же	1	3
403	только о	1	3
404	александра ii	5	3
405	именно к	1	3
406	того как	1	3
407	второй половине	1	3
408	н к	1	3
409	в литературе	1	3
410	появилась в	1	3
411	никуда не	1	3
412	без всяких	1	3
413	более что	1	3
414	пока не	1	3
415	через год	1	3
416	ему не	1	3
417	в полной	1	3
418	апреля года	3	3
419	быть и	1	3
420	вестнике европы	4	3
421	любил и	1	3
422	это была	1	3
423	этот факт	1	3
424	что к	2	3
425	ему было	1	3
426	тех пор	1	3
427	это в	2	3
428	в той	2	2
429	в печати	1	2
430	а другие	1	2
431	для всех	1	2
432	в душе	1	2
433	еще раз	1	2
434	в момент	2	2
435	или по	1	2
436	вопросу о	1	2
437	я тоже	1	2
438	высоко ценил	1	2
439	отзывался о	1	2
440	у достоевского	4	2
441	на днях	1	2
442	время с	1	2
443	июле года	1	2
444	весьма критически	1	2
445	к михайловского	1	2
446	не всегда	1	2
447	говорить о	1	2
448	тогда же	1	2
449	несколько позже	1	2
450	во всей	1	2
451	одна из	2	2
452	этот момент	2	2
453	каким был	1	2
454	марте года	1	2
455	с ее	1	2
456	хорошо знаю	1	2
457	все в	1	2
458	этого и	1	2
459	хочет быть	1	2
460	к себе	2	2
461	что уже	1	2
462	в ее	1	2
463	чем у	1	2
464	вас и	1	2
465	я очень	1	2
466	во внимание	1	2
467	январе года	3	2
468	от ноября	1	2
469	рядом с	2	2
470	и перед	1	2
471	не мешало	1	2
472	году и	2	2
473	навсегда и	1	2
474	сих пор	1	2
475	в русской	3	2
476	выражение в	1	2
477	свою книгу	1	2
478	так называемую	1	2
479	только об	1	2
480	же письме	1	2
481	в ответ	1	2
482	что эта	1	2
483	хотя в	1	2
484	а следовательно	1	2
485	же возникает	1	2
486	годов в	1	2
487	а тем	1	2
488	однако в	1	2
489	что только	1	2
490	в первой	1	2
491	он оказался	1	2
492	на это	2	2
493	никто из	1	2
494	в разгар	1	2
495	до сих	1	2
496	но после	2	2
497	был очень	1	2
498	если в	1	2
499	полемика с	1	2
500	которой не	1	2
501	хуже и	1	2
502	к брату	1	2
503	он выехал	1	2
504	меня в	1	2
505	целого ряда	1	2
506	в другой	1	2
507	из которых	1	2
508	разобраться в	1	2
509	за это	1	2
510	взглядами и	1	2
511	сказал ему	1	2
512	не знал	1	2
513	с такими	1	2
514	нас интересует	1	2
515	приехал в	2	2
516	о котором	1	2
517	том как	1	2
518	во сне	1	2
519	его и	2	2
520	тот кто	1	2
521	тотчас же	1	2
522	это за	1	2
523	это то	1	2
524	он часто	1	2
525	и уже	3	2
526	увидел что	1	2
527	он относился	1	2
528	я хотел	3	2
529	еще один	1	2
530	и а	2	2
531	писал о	1	2
532	из первых	1	2
533	в глазах	2	2
534	и раньше	1	2
535	в №	1	2
536	в рукописи	1	2
537	получается что	1	2
538	же он	1	2
539	у вас	1	2
540	ноябре года	2	2
541	петербурге и	1	2
542	ответ на	2	2
543	которым он	1	2
544	они не	1	2
545	в марте	1	2
546	с очень	1	2
547	возвращается в	1	2
548	прямое выражение	1	2
549	же не	2	2
550	имел в	3	2
551	все равно	1	2
552	что ни	1	2
553	а о	1	2
554	августа года	1	2
555	было в	1	2
556	с первого	1	2
557	еще до	1	2
558	человека в	3	2
559	в предисловии	1	2
560	была ему	1	2
561	нужно было	1	2
562	и их	1	2
563	в нашей	2	2
564	человека с	2	2
565	вы не	1	2
566	что из	1	2
567	не хотел	1	2
568	февраля года	4	2
569	в высшей	1	2
570	никому не	1	2
571	от апреля	1	2
572	говорить об	1	2
573	говорил и	1	2
574	к своей	1	2
575	нетрудно заметить	1	2
576	весьма важно	1	2
577	было не	1	2
578	некоторые черты	1	2
579	на большую	1	1
580	с помощью	1	1
581	в сентябре	1	1
582	к сожалению	1	1
583	мире а	1	1
584	конца года	1	1
585	времен он	1	1
586	уверенности что	1	1
587	лет назад	1	1
588	рассказ о	1	1
589	к страхову	1	1
590	за исключением	1	1
591	нем в	1	1
592	воспоминания о	1	1
593	было время	1	1
594	общим характером	1	1
595	использовал и	1	1
596	одному из	1	1
597	не являются	1	1
598	далее в	1	1
599	быть может	1	1
600	мнение о	1	1
601	и самые	1	1
602	ему но	1	1
603	то было	1	1
604	равно как	1	1
605	доказанным что	1	1
606	у людей	1	1
607	статьи очень	1	1
608	уже марта	1	1
609	считать что	1	1
610	в молодости	1	1
611	равно не	1	1
612	оказалось что	1	1
613	внимание к	1	1
614	о близости	1	1
615	целым рядом	1	1
616	речь идет	3	1
617	тогда как	2	1
618	гораздо больше	1	1
619	без труда	1	1
620	нам не	1	1
621	никольский и	1	1
622	и отчасти	1	1
623	во все	1	1
624	сразу же	1	1
625	и ушел	1	1
626	с конца	1	1
627	конечно никаких	1	1
628	россию и	1	1
629	важно и	1	1
630	свете этой	1	1
631	говорить не	1	1
632	д в	1	1
633	обратился к	1	1
634	которых не	1	1
635	мы об	1	1
636	на пять	1	1
637	но они	1	1
638	забудем что	1	1
639	а между	1	1
640	голос и	1	1
641	характера он	1	1
642	все кто	1	1
643	я думаю	1	1
644	к ним	2	1
645	и несомненно	1	1
646	у себя	1	1
647	я с	1	1
648	всегда считал	1	1
649	из всех	1	1
650	по которой	1	1
651	затем в	1	1
652	без ответа	1	1
653	м о	1	1
654	за него	1	1
655	к которому	1	1
656	ввиду этого	1	1
657	он использовал	3	1
658	общего ни	1	1
659	его слишком	1	1
660	ним на	1	1
661	от них	1	1
662	находил в	1	1
663	во франции	1	1
664	не имело	1	1
665	уже по	1	1
666	истории человечества	1	1
667	вестника европы	1	1
668	свои собственные	1	1
669	если что	1	1
670	ближе к	1	1
671	сказал он	2	1
672	о влиянии	2	1
673	как нам	1	1
674	не слишком	1	1
675	вскоре после	1	1
676	он тоже	2	1
677	с любовью	1	1
678	от роду	1	1
679	в стиле	1	1
680	а почему	1	1
681	обычно не	1	1
682	же самому	1	1
683	с тех	1	1
684	души и	1	1
685	верит в	1	1
686	это слово	1	1
687	и учиться	1	1
688	заграничное путешествие	1	1
689	он тогда	1	1
690	есть еще	1	1
691	отцов и	4	1
692	христа и	1	1
693	начало в	1	1
694	в разные	1	1
695	пока только	1	1
696	что за	1	1
697	для слишком	1	1
698	успех у	1	1
699	развитие в	1	1
700	человек и	1	1
701	также в	1	1
702	я всегда	1	1
703	себя как	1	1
704	всего он	1	1
705	эта была	1	1
706	что никто	1	1
707	стал на	1	1
708	сомневаетесь в	1	1
709	и простоты	1	1
710	личные отношения	2	1
711	в свете	1	1
712	веру в	1	1
713	что слово	1	1
714	что как	1	1
715	обращается в	1	1
716	и дал	1	1
717	фета в	1	1
718	тут нет	1	1
719	вошли в	1	1
720	времени а	1	1
721	только от	1	1
722	в декабре	1	1
723	к в	1	1
724	человека он	1	1
725	ли это	1	1
726	на страницах	1	1
727	эти слова	3	1
728	за обедом	1	1
729	влюбился в	2	1
730	котором уже	1	1
731	году когда	1	1
732	и последовательность	1	1
733	себе на	1	1
734	я надеюсь	1	1
735	но об	1	1
736	доходит до	1	1
737	это влияние	1	1
738	вражды и	1	1
739	как эта	1	1
740	представлялась ему	1	1
741	известном смысле	1	1
742	способности к	1	1
743	столь же	2	1
744	другой не	1	1
745	за год	2	1
746	ли эта	1	1
747	и общим	1	1
748	в него	2	1
749	и никому	1	1
750	поэтому он	1	1
751	кто верит	1	1
752	могли быть	2	1
753	нему с	1	1
754	письмах и	1	1
755	своего рода	1	1
756	бесах мы	1	1
757	романа с	1	1
758	и считает	1	1
759	и читал	1	1
760	вижу что	1	1
761	же сильно	1	1
762	всего была	1	1
763	был охвачен	1	1
764	и далее	2	1
765	лет от	1	1
766	мне и	2	1
767	от этой	1	1
768	давно был	1	1
769	в мае	2	1
770	первое заграничное	1	1
771	написать вам	1	1
772	начинается с	1	1
773	их и	1	1
774	года а	1	1
775	общественный деятель	1	1
776	предполагать что	1	1
777	в составе	1	1
778	в процессе	1	1
779	а тут	1	1
780	и юный	1	1
781	не принимая	1	1
782	молодого человека	1	1
783	никто не	1	1
784	была на	1	1
785	правда не	1	1
786	который не	1	1
787	ему и	1	1
788	в итоге	1	1
789	о второй	1	1
790	христианство с	1	1
791	жизнь только	1	1
792	года с	1	1
793	входя в	1	1
794	несомненно в	1	1
795	важнее всего	1	1
796	на той	1	1
797	я ее	1	1
798	у фета	1	1
799	его братом	1	1
800	это письмо	2	1
801	и лишь	1	1
802	в бесах	10	1
803	он хочет	1	1
804	в известном	2	1
805	в письмах	2	1
806	вслед за	1	1
807	целый ряд	4	1
808	мы считаем	1	1
809	к людям	1	1
810	почти одновременно	1	1
811	каждый из	1	1
812	вне его	1	1
813	не забудем	1	1
814	год в	1	1
815	которая называется	1	1
816	июня в	2	1
817	как тот	1	1
818	с нею	2	1
819	последнего в	1	1
820	своего приятеля	1	1
821	человечества и	1	1
822	и достоевского	9	1
823	новыми людьми	1	1
824	не стоит	1	1
825	довольно много	2	1
826	из него	1	1
827	сентябре года	1	1
828	доказал что	1	1
829	но нас	1	1
830	указанием на	1	1
831	высшей степени	1	1
832	сочувствие к	1	1
833	для россии	1	1
834	дает нам	1	1
835	о молодом	1	1
836	со мной	1	1
837	ему что	1	1
838	и кончая	1	1
839	был еще	1	1
840	сколько в	1	1
841	чем все	1	1
842	бы назвали	1	1
843	о появлении	1	1
844	перед своим	1	1
845	россию его	1	1
846	он вновь	1	1
847	и сильно	1	1
848	этом он	1	1
849	такое же	1	1
850	ж он	1	1
851	хотел выразить	1	1
852	два дня	1	1
853	быть весьма	1	1
854	раз в	3	1
855	без внимания	1	1
856	полной уверенности	1	1
857	а еще	1	1
858	и глубокой	1	1
859	на нее	1	1
860	и начинается	1	1
861	в августе	1	1
862	мае года	2	1
863	в условиях	1	1
864	мнения о	1	1
865	из которого	1	1
866	а поскольку	1	1
867	разных лиц	1	1
868	их всех	1	1
869	считал его	1	1
870	не переставал	1	1
871	к леонтьеве	1	1
872	ли не	1	1
873	еще к	1	1
874	был также	1	1
875	и двусмысленный	1	1
876	хуже чем	1	1
877	что тот	1	1
878	на них	1	1
879	на место	2	1
880	ко мне	2	1
881	человека к	1	1
882	и враг	1	1
883	литературе еще	1	1
884	между нами	1	1
885	ориентировался на	1	1
886	возвращается к	1	1
887	находился в	1	1
888	может идти	1	1
889	который якобы	1	1
890	женщины между	1	1
891	конечно в	1	1
892	и князь	1	1
893	его отношение	1	1
894	верил в	1	1
895	старшего брата	1	1
896	выразилось в	1	1
897	на расстоянии	1	1
898	в плане	1	1
899	ответил что	1	1
900	тем чтобы	1	1
901	великого князя	2	1
902	сердце и	1	1
903	и довольно	1	1
904	больше не	1	1
905	тоже едва	1	1
906	в известной	1	1
907	момент его	1	1
