N	2gram	Voloshinov	Problemy
130	не на	2	8
131	с ними	2	8
132	наконец в	2	8
133	как к	1	8
134	уже в	2	8
135	это и	1	8
136	же не	1	8
137	с их	1	8
138	менее всего	1	8
139	и о	1	8
140	от него	1	7
141	тем как	1	7
142	мысли и	1	7
143	в виду	1	7
144	вопрос о	1	7
145	в себя	1	7
146	только на	1	7
147	сказать что	1	7
148	что она	1	7
149	что они	2	7
150	не было	1	7
151	себя как	1	7
152	и следовательно	2	7
153	кажется что	2	7
154	и др	2	7
155	его к	1	7
156	и ее	2	7
157	например в	1	7
158	в процессе	5	7
159	не входит	1	7
160	его и	1	7
161	автора и	1	7
162	точку зрения	3	7
163	тот же	2	7
164	в их	3	7
165	все равно	1	7
166	в виде	1	7
167	и их	7	7
168	такой же	1	7
169	во всем	2	6
170	в своих	2	6
171	не менее	2	6
172	на фоне	4	6
173	с этим	3	6
174	превращается в	3	6
175	конечно не	1	6
176	среди них	1	6
177	одна из	1	6
178	не мог	2	6
179	эта особенность	1	6
180	как же	1	6
181	но ведь	5	6
182	на этом	1	6
183	собою и	1	6
184	внутренней речи	1	6
185	выражение в	1	6
186	можно было	1	6
187	этот вопрос	1	6
188	стиль и	1	6
189	в этой	1	6
190	и здесь	1	6
191	в другой	1	6
192	может стать	2	6
193	в которых	1	6
194	зависимости от	2	6
195	в основе	1	6
196	и вот	1	6
197	в отличие	1	6
198	он все	1	6
199	ну что	1	6
200	и пр	7	6
201	отличие от	1	6
202	в начале	1	6
203	на то	1	6
204	для этого	1	6
205	но для	3	6
206	те же	2	5
207	на материале	1	5
208	к которому	1	5
209	в зависимости	2	5
210	того же	1	5
211	но так	2	5
212	него не	1	5
213	про себя	1	5
214	на себя	1	5
215	зрения и	1	5
216	в чем	2	5
217	в такой	1	5
218	не могу	1	5
219	когда я	1	5
220	в общем	2	5
221	один из	1	5
222	в последнем	1	5
223	он только	2	5
224	художественного творчества	1	5
225	подобно тому	1	5
226	функции в	1	5
227	со всеми	1	5
228	все то	1	5
229	здесь мы	3	5
230	вместе с	1	5
231	и голос	1	5
232	но у	1	5
233	мы не	4	5
234	слов и	4	5
235	нет и	1	5
236	в ее	3	5
237	и то	3	5
238	они не	1	5
239	между собою	2	5
240	является лишь	1	5
241	лежит в	1	5
242	но при	1	5
243	в ней	2	5
244	быть и	1	5
245	тому что	1	5
246	тому как	1	5
247	только что	1	4
248	с этой	2	4
249	по мере	1	4
250	типа и	1	4
251	более или	1	4
252	то это	1	4
253	даже и	1	4
254	каждое слово	2	4
255	его за	1	4
256	или менее	1	4
257	понятно что	3	4
258	во всей	2	4
259	для понимания	1	4
260	каждый элемент	2	4
261	вполне понятно	4	4
262	тем не	1	4
263	что такое	1	4
264	связи с	1	4
265	в которой	3	4
266	сознания не	1	4
267	стиля в	1	4
268	к слову	1	4
269	эти слова	1	4
270	речи и	1	4
271	одно и	3	4
272	им и	1	4
273	а вовсе	1	4
274	в едином	1	4
275	почему же	1	4
276	с ее	1	4
277	переходит в	1	4
278	с миром	1	4
279	если не	1	4
280	вследствие этого	1	4
281	здесь нет	1	4
282	то он	1	4
283	и если	1	4
284	сознании и	1	4
285	которую он	1	4
286	каждый из	1	4
287	а лишь	1	4
288	только с	1	4
289	этом отношении	1	4
290	в каждой	1	4
291	об этом	1	4
292	особенно в	1	4
293	мысли в	1	4
294	ни один	3	4
295	также и	1	4
296	конечно в	2	4
297	еще в	2	4
298	как их	1	4
299	само по	1	4
300	чувствуем что	1	3
301	говорить о	3	3
302	в нашу	1	3
303	но что	1	3
304	между словами	1	3
305	к другим	1	3
306	форме в	1	3
307	является для	1	3
308	и отчасти	2	3
309	в данном	2	3
310	отсюда и	1	3
311	в различных	1	3
312	художественном творчестве	1	3
313	одной из	1	3
314	делая его	1	3
315	в структуре	2	3
316	всего в	1	3
317	мы видим	2	3
318	о слове	1	3
319	сознания с	1	3
320	узком смысле	1	3
321	не должна	1	3
322	в напряженном	1	3
323	например у	1	3
324	материалом для	2	3
325	мы можем	4	3
326	ту же	1	3
327	совсем не	1	3
328	по своей	1	3
329	мы здесь	1	3
330	на который	1	3
331	и есть	1	3
332	и особенно	1	3
333	и сами	1	3
334	своего рода	2	3
335	должны быть	1	3
336	и при	2	3
337	сводится к	1	3
338	не является	4	3
339	высказывания и	1	3
340	того чтобы	1	3
341	можно лишь	1	3
342	это все	1	3
343	каждом слове	1	3
344	и уже	3	3
345	вступает в	1	3
346	мог бы	2	3
347	в сознании	4	3
348	не из	1	3
349	во времени	2	3
350	выходит за	1	3
351	его можно	1	3
352	данном случае	2	3
353	того как	1	3
354	которых он	1	3
355	ее в	2	3
356	ко второму	1	3
357	себе что	2	3
358	и всякое	1	3
359	в руках	2	3
360	или даже	1	3
361	так в	1	3
362	на одном	1	3
363	которой он	1	3
364	оно может	1	3
365	которая как	1	3
366	того или	2	3
367	он говорит	1	3
368	и внутренняя	2	3
369	выйти за	1	3
370	только то	1	3
371	человека и	1	3
372	почти никогда	1	3
373	в узком	1	3
374	и эта	5	3
375	нуждается в	2	3
376	в чисто	1	3
377	себе а	1	3
378	в категории	1	2
379	но может	1	2
380	этого необходимо	1	2
381	человеческого голоса	4	2
382	зрения своего	1	2
383	за исключением	1	2
384	но тем	1	2
385	одно из	1	2
386	не столько	3	2
387	он жалуется	1	2
388	все произведение	1	2
389	коллектива к	1	2
390	от одного	1	2
391	из нее	1	2
392	для осуществления	1	2
393	один элемент	1	2
394	весь этот	1	2
395	социальной группы	4	2
396	она является	2	2
397	к более	1	2
398	в музыке	5	2
399	само собою	1	2
400	его на	2	2
401	устойчивое и	1	2
402	роль в	2	2
403	как стиль	1	2
404	материала в	4	2
405	ними и	1	2
406	во все	1	2
407	быть не	1	2
408	но даже	1	2
409	в нескольких	1	2
410	может овладеть	1	2
411	для того	1	2
412	не всегда	1	2
413	в этот	2	2
414	с помощью	2	2
415	между отдельными	1	2
416	чем его	1	2
417	отметить что	1	2
418	себе в	1	2
419	до того	1	2
420	слово уже	1	2
421	в контексте	1	2
422	с большим	1	2
423	же слова	1	2
424	материал в	2	2
425	мы чувствуем	1	2
426	монологического высказывания	1	2
427	к этому	1	2
428	и становится	1	2
429	что имеет	1	2
430	вся эта	1	2
431	этого и	1	2
432	представим себе	2	2
433	произведения и	1	2
434	с одной	2	2
435	на том	1	2
436	слова когда	1	2
437	находит свое	1	2
438	замысла и	1	2
439	самый предмет	1	2
440	и других	1	2
441	мы это	1	2
442	эти три	1	2
443	и именно	1	2
444	же как	1	2
445	от этого	2	2
446	в интонации	2	2
447	здесь и	1	2
448	словесный материал	1	2
449	к речи	1	2
450	для создания	1	2
451	ведь в	1	2
452	и речи	1	2
453	или же	1	2
454	мысль что	1	2
455	своего времени	1	2
456	и является	2	2
457	и глубоко	1	2
458	лишь путем	2	2
459	столь же	1	2
460	художественного произведения	5	2
461	ни одно	2	2
462	отнюдь не	1	2
463	в статье	1	2
464	в особенности	1	2
465	к сожалению	2	2
466	же самый	1	2
467	и этот	2	2
468	на первом	1	2
469	смысле слова	2	2
470	и должно	2	2
471	голоса его	1	2
472	здесь он	1	2
473	не исчерпывается	2	2
474	для них	1	2
475	и вполне	1	2
476	этой точки	1	2
477	от своего	2	2
478	иметь в	1	2
479	же слово	2	2
480	она и	1	2
481	подхода к	1	2
482	что такой	1	2
483	я хочу	3	2
484	в замысел	1	2
485	не имеет	2	2
486	данной социальной	1	2
487	речь в	1	2
488	мыслей и	1	2
489	всей своей	2	2
490	на всю	1	2
491	еще и	4	2
492	поэтому не	1	2
493	в значительной	1	2
494	социальных оценок	1	2
495	в истории	1	2
496	быть это	1	2
497	нуждаются в	1	2
498	как свой	1	2
499	и там	1	2
500	речи в	1	2
501	в образе	1	2
502	только его	2	2
503	из него	1	2
504	входящих в	1	2
505	найти в	1	2
506	самое слово	1	2
507	данное слово	1	2
508	слово но	1	2
509	иной характер	1	2
510	произведения как	4	2
511	ее на	1	2
512	в поэзии	5	2
513	в художественной	1	2
514	пределах того	1	2
515	диалектического становления	1	2
516	в г	2	2
517	вне этой	1	2
518	от всех	2	2
519	стилистических явлений	1	2
520	преломления в	1	2
521	сознания но	1	2
522	бы быть	1	2
523	ведь только	1	2
524	лишь с	1	2
525	является не	1	2
526	один и	1	2
527	только и	4	2
528	в условиях	1	2
529	как все	1	2
530	этого кругозора	1	2
531	что касается	1	2
532	вовлекаются в	1	2
533	него прежде	1	2
534	как выражение	1	2
535	зависимость от	1	2
536	же самое	1	2
537	в книге	2	2
538	правда он	1	2
539	и вне	1	2
540	элементов в	1	2
541	прямая речь	1	2
542	выражения в	1	2
543	произведения не	1	2
544	голосом в	1	2
545	может и	1	2
546	как для	1	2
547	этот материал	2	1
548	особенности и	1	1
549	для всех	1	1
550	можно говорить	1	1
551	бы несколько	1	1
552	всего не	1	1
553	неподвижной и	1	1
554	которые не	1	1
555	со всей	3	1
556	своей статье	1	1
557	отношения не	1	1
558	учитывает и	1	1
559	или иных	1	1
560	стиль в	1	1
561	а у	1	1
562	призыв к	1	1
563	этот момент	1	1
564	в некоторых	1	1
565	и лучше	1	1
566	общения с	1	1
567	и достоевский	1	1
568	в живом	1	1
569	свою полную	1	1
570	что слово	1	1
571	ко всем	1	1
572	в борьбе	1	1
573	слове в	1	1
574	в материал	2	1
575	элемент этого	1	1
576	теперь мы	1	1
577	каждом отдельном	1	1
578	проблемами и	1	1
579	или на	1	1
580	благодаря которому	1	1
581	двух разных	2	1
582	в высказываниях	2	1
583	в собственном	1	1
584	же точно	1	1
585	где она	1	1
586	другом месте	1	1
587	иными элементами	1	1
588	плоскости в	1	1
589	мы считаем	2	1
590	но мы	4	1
591	художественное произведение	2	1
592	что индивидуально	1	1
593	элемент его	1	1
594	для иных	1	1
595	нам представляется	1	1
596	все устойчивые	1	1
597	нашу задачу	1	1
598	в дальнейшем	1	1
599	ориентируется на	1	1
600	уже сам	1	1
601	при наличии	1	1
602	не существует	1	1
603	в действительности	2	1
604	же автора	1	1
605	слову в	1	1
606	интонация в	4	1
607	я находил	1	1
608	языка в	1	1
609	о которых	1	1
610	этом мы	1	1
611	говорить не	1	1
612	и место	1	1
613	чисто языковых	1	1
614	уже у	1	1
615	не соприкасается	1	1
616	времени в	1	1
617	точно и	1	1
618	и т.п	7	1
619	этапы развития	1	1
620	существующих в	1	1
621	мы все	1	1
622	предисловии к	1	1
623	для данного	1	1
624	привела к	1	1
625	играет громадную	1	1
626	мы полагаем	1	1
627	соприкасается с	1	1
628	и дает	1	1
629	в поэтический	1	1
630	и над	1	1
631	она ни	1	1
632	или нет?	1	1
633	выборе и	1	1
634	форм их	1	1
635	который в	1	1
636	слов у	1	1
637	именно с	1	1
638	по поводу	1	1
639	тут же	1	1
640	это направление	1	1
641	не объективно	1	1
642	путем сопоставления	1	1
643	она есть	1	1
644	они характеризуют	1	1
645	но там	1	1
646	говорит следующее	1	1
647	что едва	1	1
648	монологическое высказывание	3	1
649	едва ли	1	1
650	говорит как	1	1
651	стиле как	1	1
652	не дано	1	1
653	поэмы двойник	1	1
654	него все	1	1
655	князь мышкин	1	1
656	не зная	1	1
657	ее и	1	1
658	звучит уже	1	1
659	и столь	1	1
660	явления как	1	1
661	его чрезвычайно	1	1
662	такого рода	1	1
663	внимание на	1	1
664	к ослаблению	1	1
665	его себе	1	1
666	что мир	1	1
667	наиболее важное	1	1
668	художественной формы	1	1
669	лексикология в	1	1
670	и через	1	1
671	трудный путь	1	1
672	только к	1	1
673	объект ее	1	1
674	существует только	1	1
675	о возможности	1	1
676	его идеологическая	1	1
677	при анализе	3	1
678	их по	1	1
679	и чисто	1	1
680	случае и	2	1
681	и сводится	1	1
682	или иная	1	1
683	с одним	1	1
684	учение о	2	1
685	мы дали	1	1
686	в связи	2	1
687	прозаической речи	1	1
688	чем иным	2	1
689	определяя стиль	1	1
690	и вместе	1	1
691	выполнив свою	1	1
692	подойти и	2	1
693	иным как	2	1
694	особенности в	1	1
695	и являются	1	1
696	больше и	1	1
697	должно было	1	1
698	этой концепции	1	1
699	в двух	4	1
700	воздействия на	1	1
701	и отстоявшихся	1	1
702	вопроса о	4	1
703	оценками и	1	1
704	социальными оценками	1	1
705	который является	1	1
706	проблем связанных	1	1
707	его первым	1	1
708	эта полнота	1	1
709	общего не	1	1
710	и тем	2	1
711	пока существует	1	1
712	как это	1	1
713	на нем	1	1
714	стилистика и	1	1
715	нужно сказать	1	1
716	не приходится	1	1
717	никто не	1	1
718	сюда относятся	1	1
719	в тех	2	1
720	и тот	1	1
721	ни одна	1	1
722	которого построен	1	1
723	и создавать	1	1
724	воплощенную в	1	1
725	и порядок	1	1
726	его конечно	1	1
727	совершенно справедливо	1	1
728	каждом элементе	1	1
729	когда мы	1	1
730	художественного слова	1	1
731	и несколько	1	1
732	следовательно в	1	1
733	творческой работы	1	1
734	вопрос в	1	1
735	жизнь как	1	1
736	это заставляет	1	1
737	противостоит не	1	1
738	своей полноте	1	1
739	можно подойти	1	1
740	и никогда	1	1
741	говорил не	1	1
742	чисто философских	1	1
743	все явления	2	1
744	одной стороны	2	1
745	высказываниях героев	1	1
746	или иного	2	1
747	и чем	1	1
748	создает еще	1	1
749	до его	1	1
750	сливаются в	1	1
751	предположение о	1	1
752	и самый	1	1
753	всем протяжении	1	1
754	собственном смысле	1	1
755	стать не	1	1
756	речи здесь	1	1
757	справедливо отмечает	1	1
758	целом произведения	1	1
759	в столь	1	1
760	приближается к	1	1
761	всеми ее	1	1
762	этой проблемы	2	1
763	в языке	2	1
764	и стиль	2	1
765	слово для	1	1
766	не чем	2	1
767	тяготением к	2	1
768	еще мало	1	1
769	уже говорить	1	1
770	эта совокупность	1	1
771	этот не	1	1
772	из существеннейших	1	1
773	к литературному	1	1
774	громадную роль	2	1
775	о стиле	1	1
776	эпохи не	1	1
777	связанная с	1	1
778	этого процесса	1	1
779	и делают	2	1
780	ни о	1	1
781	заключается в	1	1
782	одно слово	1	1
783	тела и	3	1
784	превращаются в	1	1
785	все указанные	1	1
786	уж конечно	1	1
787	исключительно как	1	1
788	же остается	1	1
789	явлений и	2	1
790	его может	1	1
791	это стиль	1	1
792	языковые особенности	1	1
793	важное значение	1	1
794	предмету но	1	1
795	ничего общего	3	1
796	виноградов в	2	1
797	остановиться в	1	1
798	только одно	1	1
799	нет ничего	2	1
800	типа который	1	1
801	мыслью и	1	1
802	возможность должна	1	1
803	перейти в	1	1
804	относятся все	1	1
805	хуже для	1	1
806	где нет	1	1
807	что мы	1	1
808	жили и	1	1
809	и социальной	1	1
810	на основе	1	1
811	художественных произведений	2	1
812	наш анализ	1	1
813	речи не	2	1
814	и тогда	1	1
815	должны перейти	1	1
816	остается только	1	1
817	явления но	1	1
818	может лишь	1	1
819	стилистических приемов	6	1
820	петербургской поэмы	1	1
821	и наиболее	2	1
822	этому не	1	1
823	у других	1	1
824	истории и	1	1
825	и иных	1	1
826	в совершенно	1	1
827	единстве этого	1	1
828	установка в	1	1
829	связанных с	2	1
830	материале и	1	1
831	элемента в	2	1
832	между людьми	1	1
833	и превращается	1	1
834	не совсем	1	1
835	на две	2	1
836	впервые в	1	1
837	к следующему	1	1
838	нему те	1	1
839	другим но	1	1
840	таким объектом	1	1
841	произведения чтобы	1	1
842	же есть	1	1
843	сложнее и	1	1
844	и типов	1	1
845	собственными словами	1	1
846	неприемлемо и	1	1
847	не знаем	1	1
848	разговорного языка	1	1
849	это является	1	1
850	поэтического языка	2	1
851	но если	1	1
852	к предмету	2	1
853	это произведение	1	1
854	является уже	2	1
855	возможности но	1	1
856	мы закончим	1	1
857	часто и	1	1
858	подойти к	2	1
859	его структура	1	1
860	обратиться к	1	1
861	как объективный	1	1
862	принимая его	1	1
863	находятся в	1	1
864	произведении как	1	1
865	идеологической жизни	1	1
866	предметного значения	2	1
867	общения в	1	1
868	ему в	1	1
869	характер носит	1	1
870	ведь именно	1	1
871	ним мы	1	1
872	автору и	1	1
873	являются проявлением	1	1
874	определения его	1	1
875	эта интонация	2	1
876	точно не	1	1
877	все уголки	1	1
878	мы имеем	1	1
879	лишь часть	1	1
880	речи которая	1	1
881	к истории	1	1
882	социального общения	6	1
883	в вечности	1	1
884	полагаем что	1	1
885	в предшествующей	1	1
886	в полном	2	1
887	то мы	1	1
888	привлекла внимание	1	1
889	как плохое	1	1
890	слова есть	1	1
891	пределы настоящей	1	1
892	и некоторых	1	1
893	в полголоса	1	1
894	является таким	1	1
895	взаимодействия и	1	1
896	и более	1	1
897	в свои	1	1
898	этого произведения	1	1
899	же такое	1	1
900	раз навсегда	1	1
901	и другое	1	1
902	и сложнее	1	1
903	автор оказывается	1	1
904	развивается не	1	1
905	непосредственным выражением	1	1
906	понята и	1	1
907	оценок в	1	1
908	эта способность	1	1
909	говорить об	2	1
910	случаях когда	1	1
911	разных типов	1	1
912	ли не	1	1
913	в выборе	4	1
914	на все	1	1
915	не создает	1	1
916	и оно	1	1
917	виноградова в	1	1
918	идею переживание	1	1
919	тем более	1	1
920	эту плоскость	1	1
921	как средство	1	1
922	а на	1	1
923	чем же	2	1
924	такое стиль	1	1
925	и последнее	1	1
926	данную эпоху	1	1
927	может иметь	2	1
928	на всем	1	1
929	это конечно	1	1
930	в данную	1	1
931	как ни	1	1
932	в разных	1	1
933	контекста и	1	1
934	стилистического анализа	1	1
935	которую мы	1	1
936	идей или	1	1
937	другими словами	1	1
938	мышкин и	1	1
939	объективный факт	1	1
940	главное и	1	1
941	важна не	1	1
942	элементы стиля	1	1
943	на последней	1	1
944	первое и	1	1
945	в поэтику	4	1
946	в искусстве	3	1
947	в несколько	1	1
948	и может	2	1
949	в человеческом	1	1
950	есть прежде	3	1
951	всего его	1	1
952	возникает проблема	1	1
953	они-то и	1	1
954	и часто	1	1
955	чтобы данная	1	1
956	как из	1	1
957	и назначение	1	1
958	литературное произведение	2	1
959	та или	1	1
960	правда все	1	1
961	даже для	1	1
962	непременно должна	1	1
963	и характер	1	1
964	есть его	1	1
965	отождествляется с	1	1
966	косвенной речи	1	1
967	его действительного	1	1
968	социальной среде	1	1
969	социологическое значение	1	1
970	своего идеологического	1	1
971	неизбежно превращается	1	1
972	мы слышим	1	1
973	что до	1	1
974	очень трудно	1	1
975	в области	2	1
976	тех или	1	1
977	себя эта	1	1
978	стиля но	1	1
979	слушателя и	1	1
980	событий и	1	1
981	он действительно	1	1
982	его внутреннее	1	1
983	виду что	1	1
984	интонации и	1	1
985	лишь одного	1	1
986	есть не	2	1
987	фигурирует в	1	1
