N	3gram	Vinokur_St	Dialekti
137	в этом его	1	2
138	мы находим например	1	2
139	прежде всего необходимо	1	2
140	в обоих случаях	2	2
141	в отношении к	1	2
142	сомневаться в том	2	2
143	это не просто	1	2
144	и вместе с	1	2
145	нечего и говорить	1	2
146	время т е	1	2
147	в крайнем случае	1	2
148	но также и	5	2
149	в них нет	1	2
150	очень и очень	1	2
151	это может быть	1	2
152	заключается вовсе не	1	2
153	что с точки	1	2
154	никогда и не	1	2
155	в это время	3	2
156	и в отношении	1	2
157	не больше чем	1	2
158	и не в	1	2
159	к выводу что	1	2
160	сказать что в	3	2
161	во внимание что	1	2
162	и можно ли	1	2
163	но все это	2	2
164	если принять во	1	2
165	вы говорите что	1	2
166	что бы то	1	2
167	дело в том	7	2
168	не выходя за	1	2
169	я бы сказал	1	2
170	в лучшем случае	1	2
171	вопрос о том	4	2
172	и то что	2	2
173	хотя бы в	1	2
174	и в том	3	2
175	и пр в	1	2
176	и вовсе не	1	2
177	в таком виде	2	2
178	то что с	1	2
179	мы имеем дело	1	2
180	что и в	4	2
181	то ни стало	1	2
182	потому что они	1	2
183	крайней мере он	1	1
184	с полной убедительностью	1	1
185	неизвестно кем и	2	1
186	тогда о ней	1	1
187	чтобы убедиться в	1	1
188	как я уже	1	1
189	мы говорим о	1	1
190	заключается именно в	1	1
191	было бы установить	1	1
192	в то или	1	1
193	я вовсе не	3	1
194	точка зрения на	1	1
195	что же это	1	1
196	они не допускают	1	1
197	и по его	1	1
198	в применении к	3	1
199	этого образа в	1	1
200	то что он	3	1
201	на тему о	2	1
202	в том как	3	1
203	лежать в основе	1	1
204	быть ни в	1	1
205	никто не станет	1	1
206	что в одном	1	1
207	судить о том	1	1
208	и в другом	1	1
209	себя самого и	1	1
210	не приходится также	1	1
211	чтобы думать что	1	1
212	и так и	1	1
213	что это можно	1	1
214	я имею в	1	1
215	в данном пункте	1	1
216	когда мы имеем	1	1
217	не наука а	1	1
218	должно было бы	1	1
219	об этом не	1	1
220	и на этом	1	1
221	а то что	1	1
222	я приведу только	1	1
223	можно только при	1	1
224	также и то	1	1
225	из этих двух	2	1
226	случае дело не	1	1
227	и вообще не	1	1
228	только на тот	1	1
229	и что в	1	1
230	что каждая из	1	1
231	и пр но	1	1
232	но я не	2	1
233	и все это	1	1
234	говорить о том	1	1
235	в сущности можно	1	1
236	в голову не	1	1
237	и не имеет	1	1
238	том что она	1	1
239	во втором случае	2	1
240	что у него	1	1
241	говорить как о	1	1
242	говорит о себе	1	1
243	на этом основании	1	1
244	их точки зрения	1	1
245	во многих отношениях	1	1
246	то что она	1	1
247	в нем нельзя	1	1
248	то что было	1	1
249	в том случае	1	1
250	нет ни одной	1	1
251	отделены друг от	1	1
252	в другом совсем	1	1
253	в данном месте	2	1
254	если бы это	1	1
255	каким он является	1	1
256	никаких сомнений в	2	1
257	о том кто	2	1
258	хотя бы даже	1	1
259	одно из таких	1	1
260	в которой можно	1	1
261	мне кажется что	3	1
262	как у пушкина	1	1
263	ни на одну	1	1
264	как и всякая	1	1
265	вопрос в том	1	1
266	и таким образом	1	1
267	надо сказать что	1	1
268	бы сказал что	1	1
269	в отличие от	1	1
270	если я скажу	1	1
271	и никогда не	1	1
272	а в том	1	1
273	что то или	1	1
274	лежащий в основе	2	1
275	же и в	2	1
276	то ни было	1	1
277	всей его жизни	1	1
278	с их точки	1	1
279	нужно сказать что	5	1
280	имеет такое же	1	1
281	и как он	1	1
282	на этот раз	2	1
283	имел в виду	1	1
284	гораздо ближе к	1	1
285	бы мы стали	1	1
286	от того чем	1	1
287	а с другой	1	1
288	имею в виду	1	1
289	нет никаких оснований	1	1
290	на одну минуту	1	1
291	то обстоятельство что	3	1
292	не то что	1	1
293	имея в виду	1	1
294	так же и	1	1
295	и о том	1	1
296	могут и не	1	1
297	одному из них	1	1
298	т е так	1	1
299	те или иные	1	1
300	не хочу сказать	2	1
301	и эти два	1	1
302	конечно это не	1	1
303	сих пор не	1	1
304	внимание на то	1	1
305	а если бы	1	1
306	в том и	1	1
307	в одном из	4	1
308	и без всяких	1	1
309	этого последнего слова	1	1
310	за то что	5	1
311	на эти вопросы	3	1
312	и далее в	1	1
313	вместе с тем	2	1
314	лишь в виде	1	1
315	на одной из	1	1
316	надо иметь в	1	1
317	а не в	1	1
318	что то что	1	1
319	говорите что я	1	1
320	же это за	1	1
321	том отношении что	2	1
322	но и это	1	1
323	не говорю уже	2	1
324	но и в	2	1
325	в том чтобы	1	1
326	может быть ни	1	1
327	сказать что этот	1	1
328	понимать в том	1	1
329	заключается в том	4	1
330	не мог не	1	1
331	она ни была	1	1
332	может быть даже	1	1
333	столько же сколько	1	1
334	и что он	1	1
335	со всеми его	1	1
336	а иногда и	2	1
337	а не по	1	1
338	в одних и	1	1
339	может быть иначе	1	1
340	внимание что это	1	1
341	хотя это и	1	1
342	в свое время	3	1
343	у пушкина а	1	1
344	что же касается	3	1
345	это можно сделать	1	1
346	самом деле не	1	1
347	в каждый отдельный	1	1
348	может не быть	1	1
349	есть такой же	1	1
350	но дело в	1	1
351	и такие которые	1	1
352	что он сам	1	1
353	только в том	3	1
354	могут быть оправданы	1	1
355	что у меня	1	1
356	думаю что с	1	1
357	со всеми их	1	1
358	думаю что это	1	1
359	тему о том	1	1
360	целый ряд таких	1	1
361	а между тем	2	1
362	в каком же	1	1
363	а не иной	1	1
364	мы приходим к	1	1
365	я скажу что	1	1
366	вплоть до последних	1	1
367	прямого отношения к	1	1
368	данном случае в	2	1
369	вовсе еще не	1	1
370	мы до сих	1	1
371	если оно не	1	1
372	того как он	1	1
373	не хотят быть	1	1
374	а на самом	1	1
375	это еще не	1	1
376	бы ни была	1	1
377	ничего не говорится	1	1
378	то все же	1	1
379	что он просто	1	1
380	как раз в	4	1
381	можно сомневаться в	1	1
382	жизни и смерти	1	1
383	точки зрения той	1	1
384	если бы все	1	1
385	но с той	1	1
386	что там где	1	1
387	и в котором	1	1
388	во всех этих	1	1
389	оно отличается от	1	1
390	в этом случае	3	1
391	у меня в	2	1
392	именно в том	1	1
393	у нас не	1	1
394	зависеть от характера	1	1
395	и в голову	1	1
396	уже и сейчас	1	1
397	говорю уже о	2	1
398	том что он	6	1
399	обратил внимание на	1	1
400	в том отношении	4	1
401	борис годунов и	1	1
402	в первую очередь	2	1
403	но именно в	1	1
404	на свете и	1	1
405	можно ли считать	1	1
406	кем и неизвестно	1	1
407	что почти все	1	1
408	говорит об их	1	1
409	между тем в	1	1
410	было бы совершенно	1	1
411	вы увидите что	1	1
412	которая для него	1	1
413	том смысле как	1	1
414	каждый отдельный момент	1	1
415	в разной мере	1	1
416	чтобы можно было	2	1
417	и во всякой	1	1
418	вся разница будет	1	1
419	в той же	2	1
420	что в этом	1	1
421	т д как	1	1
422	и в области	5	1
423	есть в ней	1	1
424	после того как	5	1
425	ни о каком	1	1
426	тот факт что	5	1
