N	2gram	Bakhtin_Fr	VrazhdaK
358	что образ	4	1
359	не имеет	4	1
360	ничего общего	1	1
361	полагает что	1	1
362	хуже чем	1	1
363	что тот	1	1
364	под влиянием	1	1
365	сих пор	3	1
366	при виде	5	1
367	и вообще	3	1
368	не был	2	1
369	тут нет	1	1
370	для правильного	1	1
371	ему не	2	1
372	на них	3	1
373	и образ	6	1
374	жизнь и	3	1
375	с этим	4	1
376	еще один	2	1
377	во всех	13	1
378	вошли в	1	1
379	июле года	1	1
380	до того	3	1
381	как имя	1	1
382	во всяком	2	1
383	в стиле	1	1
384	это и	1	1
385	было не	1	1
386	рассказы о	3	1
387	я вижу	1	1
388	то он	2	1
389	выражение в	3	1
390	некоторых его	1	1
391	и отчасти	1	1
392	во все	3	1
393	того в	1	1
394	первый план	2	1
395	начало в	1	1
396	его судьбу	1	1
397	работу о	1	1
398	возвращается к	1	1
399	не могли	1	1
400	мне все	1	1
401	руки его	1	1
402	поцелуй в	1	1
403	был также	3	1
404	которой он	2	1
405	этой традиции	2	1
406	это как	1	1
407	на страницах	1	1
408	совпадает с	1	1
409	на той	1	1
410	говорить не	1	1
411	потому что	9	1
412	все свои	2	1
413	также и	6	1
414	одну из	2	1
415	совсем не	3	1
416	именно этот	1	1
417	больших и	1	1
418	ряда других	1	1
419	близкий к	1	1
420	не всегда	1	1
421	в рассказе	1	1
422	в развитии	2	1
423	в июле	1	1
424	во второй	3	1
425	с помощью	11	1
426	в частности	2	1
427	не будет	1	1
428	его почти	1	1
429	одним словом	1	1
430	характерно для	3	1
431	но они	3	1
432	с идеями	1	1
433	и их	5	1
434	любил и	1	1
435	он хочет	6	1
436	не с	1	1
437	одно и	2	1
438	себе на	1	1
439	всех этих	2	1
440	забудем что	1	1
441	в плен	1	1
442	общие черты	1	1
443	как он	4	1
444	один раз	2	1
445	не могла	2	1
446	это была	4	1
447	в форме	6	1
448	людей и	3	1
449	раз а	1	1
450	вслед за	1	1
451	ту эпоху	1	1
452	доходит до	1	1
453	этом смысле	1	1
454	тем самым	3	1
455	мировой литературе	1	1
456	по своей	1	1
457	к людям	1	1
458	что из	1	1
459	человека и	3	1
460	в каком	1	1
461	каждый из	2	1
462	de la	2	1
463	без труда	2	1
464	свою очередь	3	1
465	и т.д	3	1
466	идет о	1	1
467	как известно	1	1
468	с другой	3	1
469	было бы	5	1
470	автора в	1	1
471	некоторое время	1	1
472	что же	1	1
473	не забудем	1	1
474	вторая часть	1	1
475	под руку	1	1
476	или вообще	1	1
477	в эпизоде	10	1
478	среди них	1	1
479	как на	1	1
480	эпиграфом к	1	1
481	не совсем	2	1
482	себя в	3	1
483	людям если	1	1
484	получает прямое	1	1
485	вот ее	2	1
486	которых он	1	1
487	ее не	1	1
488	в плане	7	1
489	что для	1	1
490	оба они	1	1
491	бы его	2	1
492	этой легенды	2	1
493	той же	9	1
494	заключается в	1	1
495	этому образу	1	1
496	мы бы	1	1
497	не имел	1	1
498	его были	1	1
499	до конца	5	1
500	к которому	2	1
501	выражение его	1	1
502	это отношение	1	1
503	во многих	2	1
504	отражение и	1	1
505	что только	1	1
506	был в	3	1
507	в первой	4	1
508	и от	10	1
509	и есть	3	1
510	роль играет	3	1
511	тем чтобы	1	1
512	во всей	2	1
513	эпизода из	1	1
514	в силу	1	1
515	на этот	1	1
516	никому не	2	1
517	такой же	3	1
518	же года	1	1
519	в остальном	1	1
520	и дал	1	1
521	из этого	2	1
522	от них	2	1
523	времени а	1	1
524	этом отношении	3	1
525	хотя он	1	1
526	во франции	4	1
527	а следовательно	2	1
528	же это	1	1
529	у женщин	2	1
530	всяком случае	1	1
531	в мировой	1	1
532	конце концов	5	1
533	другой раз	1	1
534	с ее	3	1
535	всего романа	2	1
536	и увидев	1	1
537	из него	1	1
538	бы в	3	1
539	не просто	3	1
540	того же	7	1
541	чтоб я	1	1
542	в целом	1	1
543	его современников	1	1
544	не должна	1	1
545	едва ли	1	1
546	одного и	2	1
547	и наконец	6	1
548	некоторые черты	1	1
549	в известной	1	1
550	ничего не	4	1
551	и самый	2	1
552	доказывает что	1	1
553	к нему	7	1
554	более того	3	1
555	в подобных	1	1
556	котором он	1	1
