N	2gram	Vygotskiy_	VrazhdaK
162	в него	5	2
163	и ее	1	2
164	никогда не	15	2
165	души и	1	1
166	жизнь его	1	1
167	в особенности	3	1
168	к сожалению	2	1
169	в самом	18	1
170	во всем	3	1
171	подчиняется тому	1	1
172	в могиле	1	1
173	то в	1	1
174	как к	1	1
175	этого и	1	1
176	для начала	1	1
177	так и	6	1
178	что они	11	1
179	этот материал	2	1
180	все что	1	1
181	до сих	9	1
182	сказал что	2	1
183	в душе	2	1
184	один из	9	1
185	еще раз	2	1
186	и этот	2	1
187	которым он	1	1
188	из которых	5	1
189	ему что	2	1
190	черты характера	1	1
191	ближе к	2	1
192	они не	3	1
193	этот закон	4	1
194	он вспоминает	1	1
195	основу и	1	1
196	с героем	2	1
197	только что	11	1
198	этот процесс	1	1
199	если в	1	1
200	также что	1	1
201	развитие в	1	1
202	это будет	2	1
203	знаем ответ	1	1
204	того как	4	1
205	к этой	2	1
206	был еще	1	1
207	через несколько	2	1
208	собой в	2	1
209	знали что	1	1
210	чем все	1	1
211	героя в	3	1
212	он как	2	1
213	наше чувство	1	1
214	дает нам	2	1
215	или по	1	1
216	не хотел	2	1
217	еще более	2	1
218	и борьбы	1	1
219	второй раз	1	1
220	предположить что	2	1
221	из всех	1	1
222	в монологах	2	1
223	хорошо известен	1	1
224	что это	15	1
225	хотя и	1	1
226	же самому	2	1
227	от нас	2	1
228	и романа	1	1
229	романа и	2	1
230	романа в	1	1
231	и из	3	1
232	и сильно	1	1
233	в ее	3	1
234	целого ряда	1	1
235	только не	5	1
236	того что	12	1
237	с просьбой	1	1
238	в другой	1	1
239	говорит о	5	1
240	чем у	3	1
241	от этой	3	1
242	толстого к	1	1
243	в качестве	2	1
244	не сохранилось	1	1
245	нас в	2	1
246	него в	1	1
247	не являются	1	1
248	не хочет	1	1
249	прежде всего	6	1
250	сходятся в	1	1
251	и другими	2	1
252	ее и	1	1
253	разобраться в	1	1
254	роман в	1	1
255	своих собственных	1	1
256	характера этого	1	1
257	другой стороны	8	1
258	быть может	1	1
259	нет ничего	1	1
260	себе не	2	1
261	в этих	3	1
262	в их	3	1
263	все равно	3	1
264	мы находим	2	1
265	лежал в	1	1
266	что слово	1	1
267	тому же	4	1
268	мнение о	1	1
269	есть еще	1	1
270	без всяких	1	1
271	ко всем	2	1
272	а между	1	1
273	что ни	4	1
274	конечно в	1	1
275	такое понимание	2	1
276	из двух	3	1
277	знаменитое письмо	1	1
278	и сам	1	1
279	этот характер	2	1
280	как по	1	1
281	в одном	5	1
282	их и	1	1
283	равно как	2	1
284	тот кто	1	1
285	во внимание	5	1
286	на нее	2	1
287	следует рассматривать	1	1
288	еще в	2	1
289	как при	1	1
290	но не	9	1
291	в ту	2	1
292	но для	1	1
293	это сравнение	1	1
294	если это	4	1
295	в составе	1	1
296	именно в	9	1
297	он ставит	2	1
298	о смерти	9	1
299	уже на	1	1
300	жизни и	8	1
301	такое же	1	1
302	то время	4	1
303	представление о	1	1
304	в таком	4	1
305	героев и	1	1
306	в процессе	1	1
307	нам не	2	1
308	может в	1	1
309	сходство с	1	1
310	в жизни	2	1
311	уже давно	4	1
312	человек и	1	1
313	как говорит	6	1
314	но ведь	2	1
315	этого романа	2	1
316	ясно что	10	1
317	равно не	1	1
318	себя как	1	1
319	тогда это	1	1
320	такие же	1	1
321	не принимая	1	1
322	не есть	4	1
323	это время	1	1
324	нам уже	1	1
325	одном из	2	1
326	как в	4	1
327	мести и	2	1
328	ввел в	2	1
329	ли не	2	1
330	по своему	1	1
331	как нам	2	1
332	по преимуществу	2	1
333	никто не	4	1
334	что им	2	1
335	отличается от	4	1
336	да и	4	1
337	его жизни	1	1
338	по его	5	1
339	в свете	1	1
340	о котором	9	1
341	том как	1	1
342	они как	1	1
343	это было	4	1
344	которым не	1	1
345	из которого	1	1
346	в сторону	2	1
347	его натуры	1	1
348	мы считаем	1	1
349	обратились на	1	1
350	из разных	1	1
351	случае о	1	1
352	во сне	1	1
353	не имеет	2	1
354	ничего общего	1	1
355	но мы	4	1
356	полагает что	9	1
357	человеком и	1	1
358	что тот	2	1
359	героев романа	1	1
360	под влиянием	3	1
361	что как	1	1
362	сих пор	9	1
363	при виде	1	1
364	и вообще	2	1
365	гораздо больше	1	1
366	чтобы разобраться	1	1
367	года и	1	1
368	совершенно прав	9	1
369	иметь никакого	1	1
370	не был	1	1
371	для правильного	1	1
372	с первого	1	1
373	ему не	1	1
374	на них	3	1
375	время с	1	1
376	жизнь и	2	1
377	этот мотив	1	1
378	с этим	4	1
379	еще один	2	1
380	во всех	6	1
381	во всяком	2	1
382	только от	1	1
383	это и	7	1
384	п и	1	1
385	они эти	1	1
386	то он	2	1
387	и отчасти	1	1
388	во все	4	1
389	и спросить	1	1
390	все основания	1	1
391	за шагом	1	1
392	в полной	2	1
393	первый план	3	1
394	для создания	1	1
395	сцена не	1	1
396	знаем о	2	1
397	с конца	1	1
398	не могли	4	1
399	что мало	1	1
400	что этот	3	1
401	ему нужно	3	1
402	которой он	1	1
403	ли это	3	1
404	объяснить то	1	1
405	свое место	1	1
406	к роману	1	1
407	это как	2	1
408	тотчас же	1	1
409	действие в	2	1
410	совпадает с	1	1
411	на той	1	1
412	платок и	1	1
413	но при	1	1
414	наподобие того	1	1
415	говорить не	1	1
416	потому что	48	1
417	шаг за	1	1
418	все свои	1	1
419	в комедии	3	1
420	это то	1	1
421	также и	1	1
422	и речи	1	1
423	совсем не	3	1
424	именно этот	1	1
425	нельзя не	1	1
426	человека как	1	1
427	в рассказе	2	1
428	больше не	1	1
429	тех пор	2	1
430	к своей	3	1
431	в ответ	2	1
432	он стал	1	1
433	я только	1	1
434	быть и	2	1
435	с помощью	3	1
436	в частности	6	1
437	не будет	3	1
438	одним словом	1	1
439	нужно было	1	1
440	целым рядом	2	1
441	не могло	2	1
442	совпадают с	2	1
443	но они	2	1
444	и их	3	1
445	говорить о	1	1
446	он хочет	1	1
447	не с	2	1
448	что эта	8	1
449	одно и	3	1
450	всех этих	3	1
451	забудем что	1	1
452	хотя в	1	1
453	как он	6	1
454	и выражение	1	1
455	говорит я	1	1
456	один раз	2	1
457	не могла	2	1
458	свой роман	1	1
459	это была	1	1
460	письмо с	1	1
461	в форме	2	1
462	этой сцене	1	1
463	людей и	1	1
464	вслед за	3	1
465	называя его	1	1
466	и близко	1	1
467	из пьесы	1	1
468	человек который	1	1
469	этом смысле	4	1
470	тем самым	1	1
471	что ее	1	1
472	по своей	1	1
473	от того	6	1
474	которую он	2	1
475	в каком	7	1
476	каждый из	2	1
477	свою очередь	1	1
478	и можно	2	1
479	и т.д	1	1
480	идет о	1	1
481	как известно	1	1
482	с другой	12	1
483	было бы	15	1
484	как эта	1	1
485	это же	2	1
486	что же	1	1
487	не забудем	1	1
488	не самым	1	1
489	вторая часть	1	1
490	как на	15	1
491	героиня романа	1	1
492	себя в	4	1
493	и несомненно	1	1
494	которых он	3	1
495	ее не	2	1
496	однако в	1	1
497	энергии и	3	1
498	герою с	1	1
499	и никогда	1	1
500	что для	6	1
501	по которой	1	1
502	с необычайным	1	1
503	бы его	3	1
504	той же	6	1
505	заключается в	13	1
506	могут быть	8	1
507	мы бы	1	1
508	только по	1	1
509	это можно	1	1
510	такая же	1	1
511	до конца	7	1
512	в высшей	1	1
513	во многих	1	1
514	что только	1	1
515	прямое выражение	1	1
516	только при	1	1
517	в первой	1	1
518	и от	2	1
519	гамлет и	2	1
520	и есть	7	1
521	роль играет	1	1
522	с толстым	1	1
523	в силу	3	1
524	на этот	7	1
525	никому не	2	1
526	это мнение	2	1
527	по крайней	1	1
528	всю жизнь	1	1
529	такой же	2	1
530	так это	1	1
531	есть все	1	1
532	из этого	7	1
533	не все	3	1
534	от них	1	1
535	этом отношении	3	1
536	хотя он	1	1
537	по первому	1	1
538	тут же	1	1
539	у женщин	1	1
540	не имело	2	1
541	всяком случае	1	1
542	глаза в	1	1
543	конце концов	6	1
544	независимо от	1	1
545	друг друга	1	1
546	событий и	3	1
547	другой раз	1	1
548	с ее	1	1
549	из него	1	1
550	бы в	7	1
551	не просто	6	1
552	того же	5	1
553	только о	2	1
554	в целом	7	1
555	крайней мере	1	1
556	его современников	1	1
557	едва ли	3	1
558	одного и	2	1
559	и наконец	5	1
560	ничего не	4	1
561	вплоть до	1	1
562	указанием на	1	1
563	и самый	2	1
564	доказывает что	1	1
565	воду в	1	1
566	к нему	1	1
567	высшей степени	1	1
