N	2gram	Nazirov_Tv	Stilisti
340	в какой	1	2
341	действительности он	1	2
342	и тогда	2	2
343	он не	10	2
344	должна была	1	2
345	в него	2	2
346	от которых	1	2
347	за ними	1	2
348	в идеологическом	1	2
349	для этого	1	2
350	и когда	2	2
351	ее с	1	2
352	в нашей	2	2
353	по отношению	3	2
354	в нас	1	2
355	как уже	2	2
356	времени и	4	2
357	в пределах	1	2
358	и те	1	2
359	этот вопрос	4	2
360	человека с	2	2
361	ту же	4	2
362	но даже	1	2
363	с кем	1	2
364	человека и	6	2
365	самое время	2	2
366	при всем	1	2
367	такие как	1	2
368	должны были	1	2
369	развития в	2	2
370	и несколько	1	2
371	почему же	1	2
372	экономии и	1	2
373	отношение к	1	2
374	у себя	1	2
375	в беседе	2	2
376	и содержание	1	2
377	вовсе не	5	2
378	одной из	7	2
379	тот же	3	2
380	до конца	2	2
381	к которому	3	2
382	в первой	4	2
383	общества в	1	2
384	место в	6	2
385	есть не	2	2
386	в точном	1	2
387	к миру	2	2
388	отношению к	3	2
389	однако в	3	2
390	человек не	1	2
391	в которых	3	2
392	на вечере	1	2
393	важную роль	2	2
394	друг друга	2	2
395	только потому	1	2
396	в движении	2	2
397	не из	1	2
398	таким же	1	2
399	действительной жизни	4	2
400	иное как	1	2
401	чуть ли	1	2
402	гораздо более	2	2
403	к нему	1	2
404	мы наблюдаем	2	1
405	к сожалению	1	1
406	что в	17	1
407	которыми как	1	1
408	которого он	2	1
409	то в	2	1
410	как к	2	1
411	не мешает	1	1
412	глядя на	1	1
413	дает нам	1	1
414	и другие	4	1
415	этап развития	1	1
416	и будет	2	1
417	только не	1	1
418	ли или	1	1
419	не вошел	1	1
420	из главнейших	1	1
421	форм и	1	1
422	до сих	1	1
423	пусть даже	1	1
424	все его	1	1
425	еще раз	1	1
426	прямом и	1	1
427	можно говорить	1	1
428	несколько лиц	1	1
429	человека к	2	1
430	в прямом	2	1
431	не противоречит	2	1
432	одним словом	1	1
433	на протяжении	3	1
434	разума и	1	1
435	пока что	1	1
436	же и	2	1
437	восприятие генерала	1	1
438	еще раньше	1	1
439	человек был	1	1
440	чего не	1	1
441	здесь нет	2	1
442	русской литературе	4	1
443	на вопрос	1	1
444	и среди	2	1
445	если в	3	1
446	в романе	24	1
447	свидетельствует о	2	1
448	от имени	1	1
449	и небесных	1	1
450	был формой	1	1
451	человека таким	2	1
452	в основном	9	1
453	и уж	1	1
454	писателя не	1	1
455	который может	1	1
456	которой является	1	1
457	что человек	3	1
458	его с	1	1
459	этот и	1	1
460	добродетель и	2	1
461	ненависть к	1	1
462	наших глазах	1	1
463	человек это	3	1
464	важно для	1	1
465	немецкий ученый	1	1
466	что я	4	1
467	связан с	4	1
468	всей жизни	1	1
469	в социальном	1	1
470	не поймет	1	1
471	бросается в	1	1
472	принимает форму	1	1
473	одна и	1	1
474	даже в	4	1
475	то у	3	1
476	была бы	2	1
477	среду и	2	1
478	из всех	5	1
479	социальное положение	1	1
480	формы в	1	1
481	всякого рода	2	1
482	для определения	1	1
483	только его	1	1
484	этот момент	2	1
485	подчиняется законам	1	1
486	это уже	7	1
487	тем как	1	1
488	бы говорить	1	1
489	связанное с	1	1
490	как говорит	1	1
491	роман и	2	1
492	не нужны	1	1
493	никак не	1	1
494	как раз	2	1
495	сильнее и	2	1
496	что так	1	1
497	души и	2	1
498	тем не	2	1
499	ясным что	1	1
500	в литературе	4	1
501	и метафоры	1	1
502	о нем	2	1
503	ситуацией не	1	1
504	ее в	3	1
505	а затем	5	1
506	о которой	2	1
507	на лице	1	1
508	поэтому в	1	1
509	из мертвых	1	1
510	задаваясь вопросом	1	1
511	его но	1	1
512	не являются	1	1
513	духе что	1	1
514	одно из	1	1
515	лишь из	1	1
516	бытие и	1	1
517	беседе с	1	1
518	ни в	2	1
519	и делает	1	1
520	х годов	3	1
521	в результате	1	1
522	с исторической	1	1
523	затем с	1	1
524	от этих	1	1
525	другой стороны	2	1
526	и развитие	1	1
527	из ее	1	1
528	и эти	1	1
529	по мере	2	1
530	сколько бы	1	1
531	в движение	1	1
532	бы что	1	1
533	весь мир	1	1
534	себе не	3	1
535	предположить что	1	1
536	следуя за	2	1
537	социальной среды	1	1
538	у него	11	1
539	не могут	2	1
540	все равно	1	1
541	в более	1	1
542	в виде	4	1
543	не замечаем	1	1
544	однако не	1	1
545	каждый раз	1	1
546	непосредственно в	1	1
547	должен был	2	1
548	в конечном	4	1
549	в г	1	1
550	в таких	2	1
551	в мысли	2	1
552	его социальная	1	1
553	в сущности	1	1
554	нет оно	1	1
555	в интересах	1	1
556	происходящее в	1	1
557	и одновременно	1	1
558	не о	1	1
559	в собственном	1	1
560	а о	1	1
561	как видно	1	1
562	писателя что	1	1
563	черт знает	1	1
564	относится и	1	1
565	человеческой культуры	2	1
566	от своего	1	1
567	выпадает из	1	1
568	эта действительность	1	1
569	что его	4	1
570	писателя как	2	1
571	для осуществления	1	1
572	и событий	1	1
573	и где	1	1
574	оказывает обратное	1	1
575	собственным опытом	1	1
576	крайней мере	4	1
577	одним из	6	1
578	наконец не	1	1
579	мысль о	3	1
580	движение в	1	1
581	соответствует его	1	1
582	это еще	2	1
583	своей творческой	1	1
584	же как	3	1
585	и диалога	1	1
586	протяжении почти	1	1
587	ясной и	1	1
588	говорить лишь	1	1
589	на себя	2	1
590	дальнейшем мы	1	1
591	именно в	6	1
592	или на	1	1
593	на месте	1	1
594	уже говорили	2	1
595	и хорошо	1	1
596	в речи	1	1
597	действительность становится	1	1
598	и действительно	1	1
599	конечном счете	4	1
600	в таком	4	1
601	например в	3	1
602	мы заметим	1	1
603	не остается	1	1
604	наш взгляд	1	1
605	к которым	1	1
606	в наиболее	1	1
607	характер и	1	1
608	с ума	1	1
609	такого понимания	1	1
610	с той	1	1
611	отдельного человека	2	1
612	я не	5	1
613	без него	1	1
614	это та	1	1
615	и вновь	1	1
616	имеют общую	1	1
617	с ними	3	1
618	не хватает	1	1
619	несравненно более	4	1
620	это чувство	1	1
621	является не	1	1
622	одном из	2	1
623	в одно	2	1
624	так на	1	1
625	и просто	1	1
626	человека на	1	1
627	другом месте	1	1
628	он произносит	1	1
629	отчасти и	2	1
630	это связано	1	1
631	по себе	2	1
632	в художественном	1	1
633	на все	1	1
634	но почему	1	1
635	этого вопроса	2	1
636	может не	2	1
637	со своей	1	1
638	все свои	1	1
639	незадолго до	1	1
640	и всякий	2	1
641	наук в	1	1
642	от всех	2	1
643	у древних	1	1
644	первой части	7	1
645	о котором	2	1
646	для настоящего	1	1
647	именно поэтому	1	1
648	по самой	2	1
649	в себя	3	1
650	лежит в	1	1
651	но уже	2	1
652	более всего	2	1
653	со стороны	1	1
654	теперь не	1	1
655	превращался в	1	1
656	знает что	1	1
657	у достоевского	51	1
658	к мысли	1	1
659	в чем	4	1
660	нет в	1	1
661	путь к	1	1
662	что вообще	1	1
663	вот это	1	1
664	ему как	1	1
665	так например	3	1
666	могло бы	1	1
667	речи или	1	1
668	в одной	5	1
669	при виде	1	1
670	как результат	1	1
671	тем более	1	1
672	по крайней	4	1
673	руки и	1	1
674	чтобы его	1	1
675	которые были	1	1
676	удалось в	1	1
677	дома и	1	1
678	я был	1	1
679	этот мотив	1	1
680	оценки в	1	1
681	еще один	1	1
682	все они	1	1
683	в русской	5	1
684	к одному	2	1
685	складывается из	1	1
686	на площади	2	1
687	в большинстве	1	1
688	действительности в	2	1
689	перестает быть	1	1
690	от страха	1	1
691	и того	2	1
692	не менее	8	1
693	все сильнее	1	1
694	это и	4	1
695	и та	2	1
696	русской жизни	5	1
697	необходимое условие	1	1
698	в канцелярии	1	1
699	а скорее	1	1
700	в диалоге	2	1
701	одна из	5	1
702	на человека	1	1
703	зрения и	1	1
704	к языку	1	1
705	цели не	1	1
706	того в	1	1
707	истории не	1	1
708	который является	2	1
709	оба эти	1	1
710	для создания	1	1
711	что однако	1	1
712	в действительности	1	1
713	что этот	2	1
714	это сделать	1	1
715	каких бы	2	1
716	сливается с	4	1
717	на этом	1	1
718	с лицом	1	1
719	она должна	1	1
720	я тебе	1	1
721	в поле	1	1
722	которой он	2	1
723	не имеют	4	1
724	сознание как	1	1
725	это как	4	1
726	в руки	2	1
727	с новыми	1	1
728	она не	2	1
729	он принадлежит	1	1
730	в течение	1	1
731	представления о	1	1
732	в противоположность	1	1
733	именно потому	1	1
734	рождается из	1	1
735	только как	2	1
736	и если	3	1
737	в другом	1	1
738	с какой	1	1
739	способен на	1	1
740	ивана петровича	1	1
741	может и	1	1
742	того социального	1	1
743	так что	4	1
744	дело не	3	1
745	вопроса об	1	1
746	во время	2	1
747	когда в	1	1
748	процесса в	4	1
749	к своей	1	1
750	теперь перед	1	1
751	героев достоевского	7	1
752	характер в	2	1
753	себе что	1	1
754	действующих лиц	1	1
755	в развитии	1	1
756	когда он	4	1
757	являются как	1	1
758	особое место	3	1
759	всего на	1	1
760	то все	2	1
761	и лишь	2	1
762	в характере	1	1
763	не существовало	1	1
764	но зато	3	1
765	мы все	1	1
766	если же	1	1
767	бы этот	1	1
768	выражений нет	1	1
769	тесно связанные	1	1
770	с этой	4	1
771	говорить о	1	1
772	что эта	1	1
773	за собой	4	1
774	в поэме	1	1
775	и что	2	1
776	как он	1	1
777	для человека	3	1
778	приходит к	4	1
779	она развивается	1	1
780	других людей	2	1
781	вот что	1	1
782	почти всегда	1	1
783	вслед за	2	1
784	или его	1	1
785	учения о	1	1
786	он в	1	1
787	превращается в	2	1
788	и до	2	1
789	того где	1	1
790	в журнале	1	1
791	и останется	1	1
792	только то	1	1
793	образом если	1	1
794	в истории	2	1
795	перед тем	2	1
796	к людям	1	1
797	как по	2	1
798	при помощи	4	1
799	значения этого	1	1
800	к которой	1	1
801	что бы	1	1
802	является как	1	1
803	говорили что	2	1
804	отметить что	1	1
805	чем он	1	1
806	с человеком	1	1
807	личности из	1	1
808	и часто	1	1
809	жизни он	2	1
810	стал бы	1	1
811	автора с	1	1
812	в глаза	2	1
813	еще на	1	1
814	с другой	4	1
815	имеем в	1	1
816	нем и	2	1
817	говорит о	3	1
818	и время	2	1
819	человек должен	1	1
820	сейчас же	1	1
821	к ним	1	1
822	решающую роль	2	1
823	в литературном	2	1
824	среды и	3	1
825	на бумаге	1	1
826	переход от	2	1
827	в комнате	1	1
828	самой своей	2	1
829	одного из	3	1
830	указывать на	1	1
831	по всей	1	1
832	и о	2	1
833	художественное произведение	1	1
834	содержанием и	1	1
835	слова из	2	1
836	ее не	1	1
837	в голове	1	1
838	однако эти	2	1
839	что для	3	1
840	и самого	1	1
841	не задаваясь	1	1
842	не надо	1	1
843	нас на	1	1
844	его как	2	1
845	дана нам	1	1
846	жизни как	1	1
847	этом она	1	1
848	мог бы	1	1
849	наряду с	6	1
850	времена когда	1	1
851	принадлежит к	1	1
852	грань между	1	1
853	художественного произведения	1	1
854	но нет	1	1
855	значение имеет	1	1
856	он ни	3	1
857	бытие в	1	1
858	это мы	1	1
859	возможно что	1	1
860	не совсем	1	1
861	в основу	1	1
862	быть в	1	1
863	что может	1	1
864	за пределами	1	1
865	в своем	4	1
866	процессы в	2	1
867	не значит	2	1
868	даже если	2	1
869	на улице	1	1
870	как от	1	1
871	и есть	2	1
872	входят в	1	1
873	во всей	2	1
874	образом в	1	1
875	столь же	2	1
876	не одно	1	1
877	особое внимание	1	1
878	любовь в	1	1
879	перед лицом	1	1
880	каждым из	1	1
881	воли и	3	1
882	как будто	5	1
883	же в	1	1
884	из заданных	1	1
885	на то	1	1
886	это прежде	3	1
887	но если	4	1
888	н так	1	1
889	политической экономии	1	1
890	отношения и	1	1
891	человека для	1	1
892	и по	5	1
893	бы ее	1	1
894	культуры и	2	1
895	переход в	1	1
896	считаю долгом	1	1
897	в эти	1	1
898	своим собственным	1	1
899	просто не	3	1
900	он просто	1	1
901	является только	1	1
902	своем развитии	1	1
903	еще в	3	1
904	он будет	1	1
905	все происходящее	1	1
906	при исследовании	1	1
907	со своими	2	1
908	это произведение	1	1
909	однако все	1	1
910	всех этих	1	1
911	того же	2	1
912	же он	1	1
913	просто человеком	1	1
914	чтобы не	1	1
915	немного повыше	1	1
916	в самой	1	1
917	не был	4	1
918	движения и	1	1
919	вне его	1	1
920	с каким-то	1	1
921	и искусства	1	1
922	времени по	2	1
923	иногда в	1	1
924	быта и	1	1
925	одного и	1	1
926	думать что	1	1
927	эту тему	1	1
928	не то	2	1
929	жизни с	2	1
930	поэтому мы	1	1
931	мысли и	5	1
932	на ту	1	1
933	ключ к	1	1
934	виду что	1	1
935	и общественной	1	1
936	человека но	3	1
937	каждый человек	1	1
938	намек на	2	1
939	для многих	1	1
