N	2gram	Tiupa_Hudo	UchenyiS
157	литературного произведения	13	1
158	как таковыми	1	1
159	иначе в	1	1
160	бы послужить	1	1
161	же автор	1	1
162	или иначе	5	1
163	в данном	4	1
164	он уже	1	1
165	а для	2	1
166	себе еще	1	1
167	быть не	1	1
168	данного произведения	1	1
169	объекта и	3	1
170	анализу и	1	1
171	к изучению	1	1
172	такое искусство?	1	1
173	же как	1	1
174	к простому	1	1
175	сказать что	4	1
176	представляется не	1	1
177	в сфере	1	1
178	произведения как	3	1
179	некоторыми другими	1	1
180	же художественное	2	1
181	его как	1	1
182	него не	1	1
183	поэтики в	1	1
184	но для	1	1
185	то есть	26	1
186	сфере искусства	1	1
187	и служит	1	1
188	заданность и	1	1
189	свое место	1	1
190	научному анализу	1	1
191	и др	2	1
192	в совокупности	1	1
193	нас самих	2	1
194	ее как	1	1
195	ролью в	1	1
196	и действительно	1	1
197	на материал	1	1
198	в эстетический	3	1
199	в таком	3	1
200	тех кто	1	1
201	то и	1	1
202	сводятся к	3	1
203	перестают быть	1	1
204	степени и	1	1
205	в произведении	3	1
206	до конца	1	1
207	свой опыт	1	1
208	таком понимании	1	1
209	в своем	4	1
210	в значительной	2	1
211	входит в	4	1
212	для себя	4	1
213	стороны в	1	1
214	тем в	1	1
215	в последние	1	1
216	только при	1	1
217	одной стороны	3	1
218	широком и	1	1
219	именно к	1	1
220	мы имеем	6	1
221	на роль	1	1
222	для читателя	4	1
223	эстетической функции	1	1
224	во мне	2	1
225	так он	1	1
226	об искусстве	2	1
227	в отдельности	1	1
228	искусства и	3	1
229	что по	1	1
230	их в	3	1
231	же в	1	1
232	является специфическая	1	1
233	не для	1	1
234	с самим	2	1
235	или даже	3	1
236	впервые в	1	1
237	художественное впечатление	3	1
238	в порядке	2	1
239	всего только	1	1
240	отдельности и	1	1
241	и прежде	3	1
242	что основной	1	1
243	оно является	1	1
244	идет не	1	1
245	не вполне	2	1
246	на то	1	1
247	он и	2	1
248	природе и	1	1
249	строго говоря	2	1
250	но если	1	1
251	бы ни	1	1
252	только для	1	1
253	без этого	1	1
254	читателя который	1	1
255	не входит	2	1
256	так и	12	1
257	обе эти	1	1
258	познания или	1	1
259	эстетическое содержание	1	1
260	как элемент	1	1
261	из которых	2	1
262	вся система	1	1
263	ее в	2	1
264	отнюдь не	2	1
265	в качестве	31	1
266	о котором	1	1
267	в нем	6	1
268	художественного впечатления	4	1
269	он не	4	1
270	как целого	1	1
271	может служить	2	1
272	всего лишь	6	1
273	поскольку он	1	1
274	все что	1	1
275	термина не	1	1
276	и слово	1	1
277	если нет	1	1
278	автора для	1	1
279	а.н веселовского	2	1
280	на его	1	1
281	и что	4	1
282	в известном	2	1
283	и эстетической	2	1
284	одно из	2	1
285	форма в	1	1
286	что для	1	1
287	смысле можно	1	1
288	и это	2	1
289	в различных	1	1
290	с одной	3	1
291	в первую	1	1
292	за пределы	2	1
293	и делает	1	1
294	должно быть	1	1
295	об этом	2	1
296	не обладает	1	1
297	точно и	1	1
298	является одним	1	1
299	в виду	5	1
300	эта позиция	1	1
301	или менее	6	1
302	в пределах	3	1
303	тот же	1	1
304	искусство и	1	1
305	уже не	6	1
306	о том	2	1
307	по его	1	1
308	произведения в	1	1
309	далеко не	4	1
310	тем более	2	1
311	литературы как	3	1
312	того что	5	1
313	искусства в	6	1
314	у него	2	1
315	друг другу	1	1
316	жанра в	1	1
317	в котором	1	1
318	не существует	1	1
319	ряда но	1	1
320	бы в	1	1
321	искусства не	1	1
322	о литературе	3	1
323	той же	1	1
324	приводит к	6	1
325	никогда не	2	1
326	некую систему	1	1
327	его эстетической	3	1
328	и конструктивное	1	1
329	ориентация на	1	1
330	человека и	2	1
331	к построению	1	1
