N	3gram	Bakhtin_Pr	Psycholo
336	не входит в	3	1
337	дело далеко не	1	1
338	но все же	3	1
339	те же и	1	1
340	и литературных традиций	1	1
341	это однако не	1	1
342	между людьми а	1	1
343	с ними в	1	1
344	и другом случае	2	1
345	потому что именно	1	1
346	он делает в	1	1
347	но это не	3	1
348	сверх того что	1	1
349	всего романа в	1	1
350	нет для этого	1	1
351	но даже в	1	1
352	из которого мы	1	1
353	не знает о	1	1
354	и потому не	1	1
355	приводит его к	1	1
356	в области литературы	1	1
357	того что он	1	1
358	с ним не	1	1
359	мы говорили в	1	1
360	у толстого в	1	1
361	должна быть совершенно	1	1
362	даже там где	2	1
363	ни один элемент	2	1
364	и в романе	3	1
365	и в трагедии	1	1
366	и показывает как	1	1
367	может быть ему	1	1
368	знаете ли вы	1	1
369	и могут быть	1	1
370	то есть кто	1	1
371	что почти все	1	1
372	него но и	1	1
373	и во всяком	1	1
374	в полном смысле	2	1
375	автора и как	3	1
376	может быть даже	2	1
377	таким образом три	1	1
378	в себе и	1	1
379	но и не	2	1
380	так как только	1	1
381	элементами из которых	1	1
382	может найти в	1	1
383	бы герой был	1	1
384	уже в конце	1	1
385	в нас самих	1	1
386	как таковое не	1	1
387	и другими что	1	1
388	он говорит не	1	1
389	во всех своих	1	1
390	независимо от того	1	1
391	быть понято как	1	1
392	у них нет	1	1
393	зависит от того	1	1
394	его не видим	1	1
395	самом деле это	1	1
396	но конечно не	1	1
397	идет не об	6	1
398	полной и яркой	1	1
399	его сознание и	1	1
400	данном случае в	1	1
401	у нее нет	1	1
402	резко отличается от	1	1
403	то что должно	1	1
404	в которых может	1	1
405	громадную роль в	1	1
406	форма является результатом	1	1
407	что он хотел	1	1
408	не может в	1	1
409	этом отношении не	1	1
410	свое художественное значение	2	1
411	и в своей	1	1
412	говорит он что	1	1
413	и не трудно	1	1
414	мы приводили в	1	1
415	во всей его	2	1
416	он и не	3	1
417	но именно в	1	1
418	у него нет	1	1
419	не в одном	1	1
420	х годов и	1	1
421	полном смысле этого	2	1
422	она может быть	1	1
423	далеко за пределы	1	1
424	происходит не в	1	1
425	и не подозревает	1	1
426	та или иная	1	1
427	сам для себя	1	1
428	сказать что и	1	1
429	от себя и	1	1
430	которые казалось бы	1	1
431	там где дело	1	1
432	точки зрения их	1	1
433	нет ни одного	2	1
434	при помощи этой	1	1
435	все это в	1	1
436	одной плоскости с	4	1
437	жизни и в	1	1
438	произведения так как	1	1
439	у меня есть	1	1
440	только у шекспира	1	1
441	новые и новые	1	1
442	есть все то	1	1
443	то есть мы	1	1
444	ответ на вопрос	1	1
445	в самом начале	3	1
446	может быть понято	1	1
447	у него есть	1	1
448	не может служить	1	1
449	и в целом	2	1
450	между героем и	1	1
451	и художественный образ	1	1
452	в письме к	1	1
453	каждая из них	1	1
454	том что все	2	1
455	то что обычно	1	1
456	но во всех	1	1
457	что он всецело	1	1
458	самой природе своей	1	1
459	и даже не	1	1
460	привело бы к	1	1
461	не позволяет нам	1	1
462	почти никогда не	2	1
463	может быть признан	1	1
464	героя и его	3	1
465	в которой раскрывается	1	1
466	смысл и тон	1	1
467	же что и	1	1
468	это было так	1	1
469	в частности на	1	1
470	драме он должен	1	1
471	в которой они	1	1
472	в нем как	1	1
473	можно прямо сказать	1	1
474	то есть по	1	1
475	отношении друг к	1	1
476	и независимо от	1	1
477	в том числе	1	1
478	как и всякое	1	1
479	не понимает что	1	1
480	во что бы	1	1
481	в своем существе	1	1
482	книг и статей	1	1
483	я говорю о	1	1
484	и есть то	1	1
485	точки зрения может	1	1
486	они отрешаются от	1	1
487	между материалом и	1	1
488	слова так как	1	1
489	его и все	1	1
490	так и тут	1	1
491	что он сам	2	1
492	но и эта	1	1
493	уже с самого	1	1
494	мы можем сказать	2	1
495	романе и в	1	1
496	самого романа и	1	1
497	ставит нас перед	1	1
498	не раз придется	1	1
499	живого человека в	1	1
500	и в то	3	1
501	единство произведения не	1	1
502	по природе своей	2	1
503	в его произведениях	3	1
504	как бы он	1	1
505	с ним и	3	1
506	и в других	1	1
507	не видим никакой	1	1
508	не было ничего	1	1
509	жизни а не	1	1
510	где дело идет	1	1
511	и у него	1	1
512	не имеет ничего	1	1
513	ни в одном	1	1
514	что он видит	1	1
515	мире таким образом	1	1
516	как и всегда	1	1
517	но это было	1	1
518	этой формы в	1	1
519	у него не	1	1
520	указывает как на	1	1
521	лицом к лицу	1	1
522	в другом месте	1	1
523	тот же предмет	1	1
524	и в его	3	1
525	точки зрения на	2	1
526	и пр как	1	1
527	говорит об этом	2	1
528	которые сами по	1	1
529	тем что он	1	1
530	из его основных	1	1
531	все это очень	1	1
532	быть не может	1	1
533	своих последних пределов	1	1
534	по самой природе	1	1
535	этот вопрос он	1	1
536	может показаться что	1	1
537	то ни стало	1	1
538	тому что в	1	1
539	до известной степени	1	1
540	самом деле нет	1	1
541	мы должны перейти	1	1
542	отношение к своему	1	1
543	но прежде всего	1	1
544	бы это было	1	1
545	ней не только	1	1
546	который никогда не	1	1
547	придется обращаться к	1	1
548	и есть та	1	1
549	но не только	2	1
550	он должен быть	1	1
551	а вместе с	1	1
552	по существу с	1	1
553	на одну тему	1	1
554	не кто иной	1	1
555	что в результате	1	1
556	же и что	1	1
557	то новое что	1	1
558	показывает как и	1	1
559	в русской литературе	2	1
560	было так то	1	1
561	как он сам	2	1
562	смысле то есть	1	1
563	в одной плоскости	7	1
564	по преимуществу в	1	1
565	в которой он	1	1
566	мы постараемся показать	1	1
567	что же касается	1	1
568	какой бы то	1	1
569	конечно не в	1	1
570	в каждом слове	2	1
571	приводит к ослаблению	1	1
572	выходить за пределы	1	1
573	в его творчестве	3	1
574	то есть с	2	1
575	достоевского говорит он	2	1
576	говорит он это	1	1
577	и потому ее	1	1
578	к самому герою	1	1
579	как только она	1	1
580	что дело идет	2	1
581	из этого анализа	1	1
582	в противном случае	1	1
583	что бы то	1	1
584	точки зрения а	1	1
585	отметить что в	1	1
586	в известном смысле	1	1
587	далеко не все	1	1
588	в начале романа	1	1
589	до своих последних	1	1
590	согласие или несогласие	1	1
591	есть мы должны	1	1
592	они никогда не	2	1
593	себя и свою	1	1
594	в основе этого	1	1
595	в их основе	2	1
596	не соглашаться с	1	1
597	существенную роль в	1	1
598	в сущности не	1	1
599	к той же	1	1
600	своим героям и	1	1
601	они все время	1	1
602	только при этом	1	1
603	что она так	1	1
604	в обычном смысле	2	1
605	но несмотря на	1	1
606	объективно существующих и	1	1
607	не может найти	1	1
608	не только ее	1	1
609	то что для	1	1
610	в свете этого	1	1
611	самой по себе	1	1
612	на первый взгляд	1	1
613	первое из них	1	1
614	той же линии	1	1
615	и в ее	1	1
616	что тут не	1	1
617	по этому вопросу	1	1
618	все равно что	1	1
619	точка зрения не	1	1
620	если бы действительно	1	1
621	он говорит о	1	1
622	не должна быть	1	1
623	и не только	1	1
624	мы условно назвали	1	1
625	данном случае и	1	1
626	построения всего романа	1	1
627	но потому что	2	1
628	но у меня	1	1
