N	2gram	Bakhtin_KF	Morfolog
481	нему в	4	1
482	и то	2	1
483	постольку поскольку	2	1
484	в себе	21	1
485	что ему	1	1
486	собой и	1	1
487	ему в	2	1
488	не противоречит	1	1
489	содержится в	1	1
490	оставив только	1	1
491	но прежде	1	1
492	акта но	1	1
493	во всей	4	1
494	это будет	1	1
495	распределяются и	1	1
496	должно быть	6	1
497	время и	5	1
498	других для	2	1
499	задача и	1	1
500	в его	42	1
501	он как	1	1
502	и цели	1	1
503	мы обозначаем	1	1
504	религии в	1	1
505	он начинает	1	1
506	определить в	2	1
507	находится в	1	1
508	выйти в	2	1
509	ее можно	1	1
510	как раз	1	1
511	о нем	4	1
512	и сама	1	1
513	и одна	1	1
514	где он	3	1
515	и новое	1	1
516	теряет свою	1	1
517	имеет смысла	1	1
518	нет это	1	1
519	же не	1	1
520	другого но	1	1
521	что все	1	1
522	в их	9	1
523	зрения его	1	1
524	всеми другими	1	1
525	только он	1	1
526	и слышит	1	1
527	о возможности	1	1
528	утверждение что	1	1
529	или иной	2	1
530	не любит	1	1
531	знать о	1	1
532	за этим	1	1
533	это нисколько	1	1
534	и где	1	1
535	в виду	3	1
536	что за	2	1
537	но эта	6	1
538	дело в	2	1
539	лишь постольку	2	1
540	к каждой	1	1
541	что не	3	1
542	как его	4	1
543	и своего	1	1
544	бы быть	5	1
545	между ними	1	1
546	и она	2	1
547	помнить что	1	1
548	не есть	22	1
549	эту особенность	1	1
550	а их	1	1
551	при разных	1	1
552	между прочим	1	1
553	в мире	8	1
554	определяет его	1	1
555	противном случае	1	1
556	для решения	1	1
557	на все	1	1
558	остановимся на	1	1
559	уже давно	1	1
560	нисколько не	4	1
561	войти в	3	1
562	иногда не	1	1
563	точек зрения	1	1
564	и это	12	1
565	вследствие чего	1	1
566	не нужно	2	1
567	его определение	1	1
568	в эту	1	1
569	а он	1	1
570	могло бы	4	1
571	но к	1	1
572	сих пор	1	1
573	как все	1	1
574	той или	3	1
575	другом случае	1	1
576	целом не	2	1
577	специфическая особенность	1	1
578	обычно происходит	1	1
579	пр все	1	1
580	в каждом	3	1
581	здесь как	1	1
582	ко всему	5	1
583	но такой	1	1
584	того или	3	1
585	но можно	4	1
586	может иметь	2	1
587	по количеству	1	1
588	более чем	1	1
589	него самого	1	1
590	и эти	2	1
591	наличности в	2	1
592	рассмотрена как	1	1
593	же с	2	1
594	возможны и	1	1
595	действия в	1	1
596	данный момент	3	1
597	она должна	1	1
598	бы только	1	1
599	в основных	1	1
600	может возникнуть	1	1
601	принципов и	1	1
602	все остальные	2	1
603	оказалось бы	1	1
604	где я	4	1
605	и ни	3	1
606	но всегда	2	1
607	но он	1	1
608	не более	1	1
609	кажется что	2	1
610	есть всегда	1	1
611	его не	1	1
612	пор не	1	1
613	ним как	1	1
614	не дает	3	1
615	конечно в	2	1
616	имеем здесь	1	1
617	том кто	1	1
618	лишь как	3	1
619	к которой	2	1
620	думать что	2	1
621	или как	2	1
622	или иное	2	1
623	когда мы	1	1
624	котором говорит	1	1
625	целом и	3	1
626	быть не	2	1
627	и небо	1	1
628	что подобные	1	1
629	нужно помнить	1	1
630	и никогда	1	1
631	со мной	7	1
632	и каждый	1	1
633	все содержание	1	1
634	бы он	2	1
635	ее а	1	1
636	быть определено	1	1
637	эту мысль	1	1
638	же картина	1	1
639	быть рассмотрена	1	1
640	другой и	1	1
641	такой же	1	1
642	в области	2	1
643	его к	2	1
644	один и	3	1
645	все другие	1	1
646	ведь и	1	1
647	в него	2	1
648	с ее	2	1
649	всех этих	3	1
650	и объект	1	1
651	нет не	1	1
652	и совершенно	3	1
653	целом может	1	1
654	не можем	1	1
655	и наконец	1	1
656	и предметом	1	1
657	здесь этот	1	1
