N	3gram	Medvedev_V	FransuaR
359	из которых он	1	1
360	на то или	1	1
361	связанное с ними	1	1
362	и в конечном	1	1
363	роль в этом	1	1
364	одно и то	1	1
365	их в своем	1	1
366	и то же	1	1
367	к этим формам	1	1
368	всего может быть	1	1
369	и теснейшим образом	1	1
370	или иной мере	1	1
371	момент в процессе	1	1
372	в частности об	1	1
373	именно в том	1	1
374	войну и мир	1	1
375	в которой он	1	1
376	по этому вопросу	2	1
377	как это делает	3	1
378	от всех других	1	1
379	в этой области	3	1
380	то время как	1	1
381	из них которые	2	1
382	когда он в	1	1
383	на рыцарские романы	1	1
384	лежит в основе	1	1
