N	2gram	Bakhtin_Fr	Russkaja
103	жизни и	6	4
104	но не	4	4
105	точку зрения	1	4
106	в самом	6	3
107	то в	2	3
108	что они	3	3
109	этом случае	1	3
110	был и	1	3
111	что оно	1	3
112	собой и	1	3
113	и этот	2	3
114	данном случае	3	3
115	должно быть	1	3
116	несмотря на	1	3
117	что это	4	3
118	в качестве	2	3
119	для них	1	3
120	что и	3	3
121	что может	1	3
122	в виде	2	3
123	не было	7	3
124	связи с	8	3
125	или в	3	3
126	во что	1	3
127	тем что	6	3
128	именно в	5	3
129	в конце	8	3
130	и как	5	3
131	вряд ли	3	3
132	может только	1	3
133	и т	1	3
134	да и	2	3
135	о котором	2	3
136	но если	1	3
137	но мы	1	3
138	культуры в	3	3
139	той или	2	3
140	еще не	3	3
141	все они	5	3
142	и потому	6	3
143	только к	1	3
144	случае если	1	3
145	ко всем	3	3
146	мы говорили	2	3
147	одна из	3	3
148	в значительной	3	3
149	на том	2	3
150	в другом	3	3
151	знаем что	1	3
152	что бы	1	3
153	в большинстве	3	3
154	точке зрения	1	3
155	лишь в	3	3
156	что для	2	3
157	главным образом	3	3
158	и во	6	3
159	при котором	1	3
160	том чтобы	1	3
161	одной из	3	3
162	с нею	2	3
163	что все	2	3
164	из этого	3	3
165	он сам	1	3
166	и по	4	3
167	а следовательно	1	3
168	конце концов	3	3
169	друг друга	2	3
170	из этих	2	3
171	для этого	3	3
172	всех этих	5	3
173	таким же	1	3
174	из них	8	3
175	того что	3	3
176	этой культуре	1	2
177	были бы	1	2
178	на почве	1	2
179	не так	3	2
180	вполне и	1	2
181	именно на	1	2
182	что такое	1	2
183	на совершенно	2	2
184	и вот	4	2
185	и должно	1	2
186	из всех	4	2
187	для народа	1	2
188	же образом	1	2
189	от нас	1	2
190	с ним	3	2
191	в некоторых	1	2
192	для нас	1	2
193	видеть в	2	2
194	одному из	2	2
195	ни в	6	2
196	в результате	1	2
197	это есть	2	2
198	в этих	8	2
199	у него	14	2
200	по себе	1	2
201	и человек	1	2
202	и даже	7	2
203	ее в	1	2
204	на такой	2	2
205	все эти	16	2
206	в мировоззрении	2	2
207	но для	1	2
208	том же	4	2
209	указывает на	1	2
210	в таком	2	2
211	принадлежат к	2	2
212	отношения к	2	2
213	тому что	1	2
214	ему по	1	2
215	участие в	1	2
216	не подлежит	4	2
217	так часто	1	2
218	их в	7	2
219	себя как	1	2
220	большинстве случаев	3	2
221	и вместе	1	2
222	на эту	2	2
223	во главе	1	2
224	следовательно и	2	2
225	только для	6	2
226	отличается от	1	2
227	нисколько не	1	2
228	так же	3	2
229	в других	4	2
230	уже не	2	2
231	в меру	1	2
232	работа по	1	2
233	с этим	2	2
234	остается в	2	2
235	его и	1	2
236	совершенно не	1	2
237	за то	2	2
238	культуру в	1	2
239	больше чем	3	2
240	и более	2	2
241	в таких	3	2
242	в котором	3	2
243	и состоит	1	2
244	культуре и	1	2
245	мы уже	19	2
246	даже и	3	2
247	в течение	3	2
248	но даже	2	2
249	всем этим	3	2
250	в ней	6	2
251	во многих	1	2
252	значительной мере	1	2
253	и тем	1	2
254	быть и	2	2
255	в частности	4	2
256	для нее	1	2
257	а не	6	2
258	только на	4	2
259	ни от	2	2
260	есть и	4	2
261	и что	2	2
262	и тот	4	2
263	этого не	1	2
264	у других	1	2
265	в начале	5	2
266	говоря о	1	2
267	по отношению	3	2
268	тем самым	1	2
269	и те	1	2
270	чтобы их	1	2
271	от своей	1	2
272	отметить что	2	2
273	их народ	1	2
274	настоящее время	2	2
275	культуры и	7	2
276	друг другу	1	2
277	благодаря этому	1	2
278	этом и	1	2
279	что только	1	2
280	и от	4	2
281	но в	20	2
282	и есть	5	2
283	по этому	1	2
284	так что	1	2
285	же дело	1	2
286	и о	5	2
287	согласиться с	1	2
288	как будто	2	2
289	всех народов	1	2
290	в области	5	2
291	культурной жизни	2	2
292	это в	4	2
293	но это	5	2
294	во время	17	2
295	в настоящее	2	2
296	и наконец	5	2
297	не к	2	2
298	к нему	4	2
299	когда он	1	1
300	всего в	1	1
301	при жизни	1	1
302	тон и	1	1
303	аспекта одного	1	1
304	и весь	2	1
305	связан с	6	1
306	однако и	1	1
307	других членов	1	1
308	к общему	1	1
309	только не	1	1
310	мы прежде	1	1
311	никак нельзя	1	1
312	из отдельных	1	1
313	государство и	1	1
314	как это	1	1
315	ее и	1	1
316	эпохи не	1	1
317	первый и	1	1
318	один из	9	1
319	эти элементы	2	1
320	и старая	2	1
321	по-своему и	1	1
322	что у	2	1
323	и мы	2	1
324	ничем не	1	1
325	разума в	1	1
326	все элементы	2	1
327	на эти	1	1
328	же и	4	1
329	они не	4	1
330	на точке	1	1
331	не во	1	1
332	то есть	31	1
333	на тех	1	1
334	но из	1	1
335	время она	1	1
336	без них	1	1
337	роль и	1	1
338	разных странах	1	1
339	нас не	1	1
340	которая в	1	1
341	переходит в	1	1
342	время и	1	1
343	отношению к	2	1
344	как средства	4	1
345	том числе	4	1
346	мы не	3	1
347	это особенно	1	1
348	что значит	2	1
349	в состоянии	2	1
350	он считает	2	1
351	такой переход	1	1
352	это не	5	1
353	он как	1	1
354	которые на	1	1
355	мы знаем	3	1
356	в себя	2	1
357	за ними	2	1
358	в применении	1	1
359	даже в	4	1
360	не для	1	1
361	ни было	1	1
362	церковь как	1	1
363	бы на	1	1
364	человек с	1	1
365	в разных	3	1
366	на службу	1	1
367	подлежит никакому	2	1
368	этом отношении	4	1
369	в согласии	1	1
370	в постоянном	1	1
371	и оба	1	1
372	в сущности	15	1
373	в ее	5	1
374	на отдельные	1	1
375	с некоторым	1	1
376	никакому сомнению	2	1
377	что так	1	1
378	так и	8	1
379	и оценку	2	1
380	мало того	1	1
381	те же	6	1
382	в преодолении	1	1
383	бы привести	1	1
384	о которой	1	1
385	мы в	1	1
386	и за	3	1
387	и рядом	1	1
388	и заставляли	1	1
389	узнаем что	1	1
390	не являются	1	1
391	не хочет	1	1
392	в общей	2	1
393	неправильное понимание	1	1
394	согласии с	1	1
395	борьбы между	1	1
396	чем для	1	1
397	с другими	1	1
398	собой разумеется	1	1
399	с исторической	1	1
400	но этого	1	1
401	борьбы с	1	1
402	смысле этого	2	1
403	влияние на	2	1
404	быть может	2	1
405	для творчества	1	1
406	по совершенно	1	1
407	но на	1	1
408	не на	2	1
409	которые будут	1	1
410	все равно	1	1
411	когда же	2	1
412	нас от	1	1
413	и священными	1	1
414	церковь и	2	1
415	не была	2	1
416	и форм	2	1
417	такого же	1	1
418	связь с	6	1
419	своего синтеза	1	1
420	как же	1	1
421	что ни	1	1
422	материал для	1	1
423	в духе	11	1
424	здесь мы	3	1
425	на которых	2	1
426	в которой	6	1
427	в собственном	1	1
428	с таким	3	1
429	от этих	1	1
430	это положение	1	1
431	заключается в	1	1
432	на свою	1	1
433	дело в	4	1
434	о своей	1	1
435	которые как	1	1
436	политику и	1	1
437	что не	1	1
438	в эпоху	18	1
439	с общим	1	1
440	исторический момент	1	1
441	его жизнь	1	1
442	вот это	2	1
443	превращается в	4	1
444	представление о	2	1
445	здесь дело	1	1
446	если он	1	1
447	бы все	1	1
448	в жизни	1	1
449	понимать как	1	1
450	жизни перед	1	1
451	с одним	1	1
452	тем же	2	1
453	она и	1	1
454	в связи	7	1
455	находит себе	1	1
456	некоторых других	1	1
457	к самому	1	1
458	похож на	1	1
459	к его	1	1
460	с ними	4	1
461	этой цели	1	1
462	на ноги	1	1
463	для каждого	1	1
464	в определенной	1	1
465	же как	1	1
466	или даже	1	1
467	значение их	1	1
468	абсолютное значение	1	1
469	только то	2	1
470	между прочим	1	1
471	момент и	1	1
472	но когда	1	1
473	другом месте	1	1
474	роль в	7	1
475	не менее	2	1
476	этого слова	3	1
477	особое значение	2	1
478	понимание и	2	1
479	от этого	2	1
480	по своему	3	1
481	на все	1	1
482	в лоно	1	1
483	бы не	1	1
484	в истории	5	1
485	к какому	1	1
486	обе эти	1	1
487	свою особую	1	1
488	как политики	1	1
489	со своей	1	1
490	этого прежде	1	1
491	прочим и	1	1
492	в свете	3	1
493	культуру не	1	1
494	власти и	2	1
495	встречается у	1	1
496	вследствие этого	2	1
497	есть то	1	1
498	ярким представителем	1	1
499	и это	5	1
500	числе и	3	1
501	но особенно	1	1
502	об этом	3	1
503	рассмотренные нами	1	1
504	и стал	1	1
505	с себя	1	1
506	ему как	1	1
507	своей жизни	3	1
508	другое такой	1	1
509	на себе	1	1
510	к созданию	1	1
511	она требует	1	1
512	так например	2	1
513	и у	2	1
514	вовсе не	18	1
515	этой власти	1	1
516	и обратно	1	1
517	на первый	1	1
518	в одной	3	1
519	говорили выше	1	1
520	перед нами	4	1
521	связано с	1	1
522	казалось бы	1	1
523	особенно часто	1	1
524	свое весьма	1	1
525	эпох этот	1	1
526	не был	4	1
527	нею в	1	1
528	смотреть как	1	1
529	на них	3	1
530	к данной	1	1
531	что эти	1	1
532	ею как	1	1
533	к одному	2	1
534	и того	1	1
535	гения в	1	1
536	с необычайной	1	1
537	ко всему	2	1
538	это и	4	1
539	еще и	6	1
540	именно тем	1	1
541	были проникнуты	1	1
542	знаем и	1	1
543	наконец и	2	1
544	было не	1	1
545	можно сказать	2	1
546	полной мере	1	1
547	но все	5	1
548	и внутреннее	1	1
549	но как	5	1
550	всего необходимо	3	1
551	и эти	1	1
552	это конечно	1	1
553	и других	7	1
554	в полной	1	1
555	бы к	1	1
556	в основе	7	1
557	свою новую	1	1
558	с самого	1	1
559	европы но	1	1
560	языка и	1	1
561	у тех	1	1
562	язык и	2	1
563	могли совершать	1	1
564	ибо они	1	1
565	эти последние	1	1
566	применении к	1	1
567	но ведь	3	1
568	мы рассмотрели	1	1
569	нельзя было	3	1
570	может когда	1	1
571	избавиться от	1	1
572	широких масс	1	1
573	он был	5	1
574	это как	2	1
575	силы и	2	1
576	все до	1	1
577	доказать что	1	1
578	с новыми	1	1
579	на шее	1	1
580	чтобы он	1	1
581	зрения этих	1	1
582	в свою	3	1
583	входит в	2	1
584	связь и	2	1
585	не видят	3	1
586	народа его	1	1
587	также и	6	1
588	по сравнению	2	1
589	это его	1	1
590	не по	1	1
591	их даже	1	1
592	и второй	1	1
593	это для	1	1
594	не всегда	1	1
595	же у	1	1
596	важно то	1	1
597	из которой	1	1
598	но вся	1	1
599	сам уже	1	1
600	на чем	1	1
601	только тогда	1	1
602	имеет в	2	1
603	оно и	1	1
604	всего на	1	1
605	и вся	1	1
606	или иных	2	1
607	и их	5	1
608	что эта	2	1
609	всех других	1	1
610	на его	4	1
611	хотя в	2	1
612	в различных	2	1
613	не могла	1	1
614	культуре в	1	1
615	но только	2	1
616	борьба с	1	1
617	ее с	1	1
618	сомнению что	3	1
619	но дело	4	1
620	значительной степени	2	1
621	стороны и	2	1
622	придает ему	1	1
623	вот в	1	1
624	деятельность в	1	1
625	по своей	4	1
626	которое будет	1	1
627	самого начала	1	1
628	свою очередь	2	1
629	это единственная	1	1
630	на свое	1	1
631	им в	2	1
632	всего этого	2	1
633	всегда и	1	1
634	могла бы	1	1
635	с ее	1	1
636	с другой	8	1
637	это же	1	1
638	как мы	18	1
639	в прошлом	2	1
640	известной степени	1	1
641	к ним	1	1
642	его целом	3	1
643	с людьми	1	1
644	нет и	1	1
645	со своими	2	1
646	одного из	3	1
647	которых он	2	1
648	такие элементы	1	1
649	ее не	2	1
650	что во	1	1
651	для всей	2	1
652	и культуру	1	1
653	от которой	1	1
654	и культуры	1	1
655	и глубокого	2	1
656	одного и	1	1
657	формы в	1	1
658	и все	16	1
659	условиях и	1	1
660	играют в	2	1
661	до конца	10	1
662	сущности и	1	1
663	на него	1	1
664	к которому	2	1
665	должны быть	2	1
666	у некоторых	1	1
667	с элементами	1	1
668	речь не	1	1
669	не знаем	1	1
670	в каждый	1	1
671	с которым	1	1
672	образом в	3	1
673	в общем	2	1
674	на этот	1	1
675	бытия и	1	1
676	с реальными	1	1
677	исходит из	1	1
678	такой же	3	1
679	происходит в	1	1
680	и прежде	4	1
681	все виды	1	1
682	до известной	1	1
683	оно является	1	1
684	странах но	1	1
685	изменений в	1	1
686	те кто	1	1
687	об этой	1	1
688	именно с	1	1
689	выражение в	2	1
690	от них	2	1
691	оно может	1	1
692	к этому	6	1
693	тех или	2	1
694	оказывается что	1	1
695	неразрывно связаны	2	1
696	образом связаны	1	1
697	само собой	1	1
698	в отдельных	1	1
699	громадное количество	2	1
700	связаны с	6	1
701	не удалось	1	1
702	для эпохи	1	1
703	же он	2	1
704	священными предметами	1	1
705	того же	4	1
706	нетрудно заметить	1	1
707	и сама	2	1
708	в самой	1	1
709	три вида	1	1
710	в один	2	1
711	его творчество	2	1
712	дает ему	1	1
713	он с	2	1
714	в одну	1	1
715	в какую-то	1	1
716	что на	2	1
717	есть не	1	1
718	подлежит сомнению	2	1
719	где мы	1	1
720	они были	4	1
721	иное как	1	1
722	совершенно иному	1	1
723	никак не	3	1
724	два аспекта	1	1
725	людей в	1	1
726	все такие	1	1
727	его можно	1	1
728	это проявляется	1	1
